Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1986,,,,,,,,,,6.71875,,
03/31/1987,,,,,,,,,,6.1875,,
06/30/1987,,,,,,,,,,5.96875,,
09/30/1987,,,,,,,,,,5.84375,,
12/31/1987,,,,,,,,,,4.625,,
03/31/1988,,,,,,,,,,5.25,,
06/30/1988,,,,,,,,,,6.0,,
09/30/1988,,,,,,,,,,6.25,,
12/31/1988,,,,,,,,,,6.75,,
03/31/1989,,,,,,,,,,7.84375,,
06/30/1989,,,,,,,,,,8.375,,
09/30/1989,,,,,,,,,,10.3125,,
12/31/1989,,,,,,,,,,12.0,,
03/31/1990,,,,,1.317434,,,,,11.28125,1569.947728,
06/30/1990,,1710.299056,1871.159225,1508.939229,1.480766,,,,,13.34375,1862.245626,
09/30/1990,,1783.752941,1993.176223,1337.483739,1.12394,,,,,10.03125,1483.550793,
12/31/1990,8.666357,1554.424973,1786.724793,1285.508743,1.251602,,0.740451,,0.76181,11.65625,1653.356834,
03/31/1991,11.290323,1902.468665,2206.07412,1511.890532,1.626251,,0.946155,,0.978389,15.75,2212.625877,
06/30/1991,11.012931,2247.223054,2380.36363,2125.208141,1.636637,,0.918409,,0.989097,15.96875,2313.9925,
09/30/1991,10.037252,2309.595785,2507.21437,2190.337509,1.475144,,0.844499,,0.914846,15.15625,2192.701996,
12/31/1991,13.149351,2538.1297,2865.599133,2098.652509,1.849118,,1.115679,,1.187921,20.25,2875.480957,
03/31/1992,10.866261,2690.095236,2848.909632,2536.521466,1.611859,,0.968018,,0.986854,17.875,2541.741112,
06/30/1992,12.132353,2632.529448,2926.755111,2318.764969,1.797001,,1.098239,,1.073441,20.625,2929.312462,
09/30/1992,12.008427,3020.738542,3172.948712,2870.503716,1.798862,,1.116895,,1.046514,21.375,3027.877666,
12/31/1992,14.285714,3423.407659,3786.240193,2977.321206,2.083707,,1.365557,,1.43337,26.5,4369.626888,
03/31/1993,15.106952,3870.0134,4072.427705,3617.410181,2.16847,,1.426442,,1.493664,28.25,4660.678827,
06/30/1993,14.136126,4378.154073,4620.995847,3808.213944,2.005592,,1.321129,,1.382945,27.0,4467.464165,
