Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Long-Term Investments,Loans & Mortgages,Real Estate Investments,Other Long-Term Investments,Net Fixed Assets,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Customer Deposits,ST Borrowings & Repos,Long-Term Borrowings,Short and Long Term Debt,Other Short-Term Liabilities,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1989,,4.397,271.811005,473.294006,79.503998,79.503998,0,0,41.696999,154.455002,1025.157959,,136.235001,358.356995,344.915009,703.272003,28.677,46.931,915.115004,0.0,0,82.940002,27.103001,110.043003,1025.158007,
08/31/1989,,1.361,366.755005,373.748993,112.091003,112.091003,0,0,42.044998,163.856995,1059.858032,,108.519997,439.640015,327.679993,767.320007,7.71,63.973999,947.524003,0.0,0,82.998001,29.336,112.334002,1059.858005,
11/30/1989,,16.236,264.536011,305.072998,137.626007,137.626007,0,0,44.926998,164.985992,933.383972,,133.498001,294.238007,302.819,597.057007,21.09,66.651001,818.296009,0.0,0,83.203003,31.885,115.088003,933.384012,
02/28/1990,,2.125,175.028,288.157013,153.772003,153.772003,0,0,45.293999,174.990005,839.366028,,191.923996,321.597992,126.922997,448.520988,11.937,69.518997,721.900982,0.0,0,86.098,31.367001,117.465,839.365982,
05/31/1990,,0.452,216.996994,363.910004,173.748001,173.748001,0,0,45.458,176.335007,976.900024,,175.001999,395.634003,198.565994,594.199997,17.361,69.702003,856.264999,0.0,0,86.156998,34.478001,120.634998,976.899998,
08/31/1990,,5.457,261.621002,477.825012,188.516998,188.516998,0,0,45.028,182.447006,1160.89502,,194.257996,530.893005,180.251999,711.145004,17.134001,75.816002,998.353003,38.098,0,86.181999,38.262001,162.542,1160.895002,
11/30/1990,,6.343,350.458008,411.112,196.932007,196.932007,0,0,44.584,200.985992,1210.415039,,197.826996,568.044983,174.817001,742.861984,22.448,80.514,1043.65098,38.098,0,86.283997,42.382,166.763996,1210.414976,
02/28/1991,,6.591,263.761993,401.875,204.636002,204.636002,0,0,44.582001,200.552994,1121.999023,,214.307999,459.470001,174.729004,634.199005,16.878,85.056,950.441004,38.098,0,86.938004,46.521999,171.558002,1121.999006,
05/31/1991,,10.854,301.807007,618.98999,206.121994,206.121994,0,0,47.605,212.904007,1398.281982,,230.384995,629.021973,179.522003,808.543976,24.424,91.567001,1154.919971,38.098,0,152.322006,52.942001,243.362007,1398.281979,
08/31/1991,,11.065,346.226013,704.632996,234.199997,234.199997,0,0,49.252998,241.703003,1587.079956,,235.154999,798.586975,171.126007,969.712982,28.67,98.942001,1332.479982,38.098,0,154.485992,62.015999,254.599991,1587.079973,
11/30/1991,,12.446,527.682983,859.406982,233.744003,233.744003,0,0,50.028999,286.868011,1970.177002,,234.518005,739.30603,414.923004,1154.229034,40.507999,110.524002,1539.779041,38.098,0,316.39801,75.902,430.39801,1970.177052,
02/29/1992,,14.514,388.066986,1414.275024,192.330002,192.330002,0,0,53.784,347.003998,2409.974121,,224.035995,626.965027,802.388977,1429.354004,41.134998,119.301003,1813.826,37.530998,0,464.988007,93.628998,596.148003,2409.974003,
05/31/1992,,14.395,882.744019,1754.270996,86.569,86.569,0,0,74.167999,393.018005,3205.165039,,159.016998,1222.932983,1006.570007,2229.502991,57.638,138.615005,2584.772995,37.530998,0,465.252014,117.609001,620.392014,3205.165009,
08/31/1992,,17.759001,1655.842041,1501.447021,18.9,18.9,0,0,78.829002,489.597992,3762.375,,0.0,1238.411987,1646.657959,2885.069946,66.361,161.431,3112.861946,37.494999,0,465.862,146.156006,649.513004,3762.37495,
11/30/1992,,19.955999,1239.150024,1781.353027,0.0,0.0,0,0,88.405998,537.671997,3666.537109,,0.0,760.981018,1969.564941,2730.545959,70.771004,183.268997,2984.58596,35.34,0,468.722992,177.888,681.950993,3666.536953,
