Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1989,224.899994,,-171.742996,,53.156998,,-52.294998,,,,0.862,-2.952,,,,0.0,,2.952,-2.09,-0.6,-2.69,0.0,,,-2.69,0.0,-2.69,0.0,,-2.69,-2.69,,58.360001,-0.045,-0.045,,58.360001,-0.045,-0.045,-0.045,
12/30/1989,264.944,,-198.389008,,66.554993,,-55.289001,,,,11.266,-1.431,,,,0.0,,1.431,9.835,-1.258,8.577,0.0,,,8.577,0.0,8.577,0.0,,8.577,8.577,,58.382,0.145,0.145,,58.382,0.145,0.145,0.145,
03/31/1990,286.756012,,-215.233994,,71.522018,,-57.993,,,,13.529,-1.954,,,,0.0,,1.954,11.575,-2.773,8.802,0.0,,,8.802,0.0,8.802,0.0,,8.802,8.802,,58.57,0.15,0.15,,58.57,0.15,0.15,0.15,
06/30/1990,293.911011,,-222.985001,,70.92601,,-56.591999,,,,14.334,-1.457,,,,0.0,,1.457,12.877,-3.401,9.476,0.0,,,9.476,0.0,9.476,0.0,,9.476,9.476,,58.402,0.16,0.16,0.16,58.402,0.16,0.16,0.16,
09/29/1990,255.819,,-198.445007,,57.373993,,-52.966,,,,4.408,-2.202,,,,0.0,,2.202,2.206,-0.552,1.654,0.0,,,1.654,0.0,1.654,0.0,,1.654,1.654,,58.641998,0.3,0.3,,58.641998,0.3,0.3,0.3,
12/29/1990,229.970001,,-201.358994,,28.611008,,-55.799,,,,-27.188,-68.704002,,,,0.0,,68.704002,-95.892002,-2.6,-98.491997,0.0,,,-98.492002,0.0,-98.491997,0.0,,-98.491997,-98.491997,,58.417999,-1.685,-1.685,,58.417999,-1.685,-1.685,-1.685,
03/30/1991,247.113998,,-204.335007,,42.778992,,-48.826,,,,-6.047,-4.746,,,,0.0,,4.746,-10.793,0.0,-10.793,0.0,,,-10.793,0.0,-10.793,0.0,,-10.793,-10.793,,58.722,-0.185,-0.185,,58.722,-0.185,-0.185,-0.185,
06/30/1991,253.298004,,-218.955002,,34.343002,,-41.75,,,,-7.407,-20.625,,,,0.0,,20.625,-28.032,1.492,-26.540001,0.0,,,-26.54,0.0,-26.540001,0.0,,-26.540001,-26.540001,,58.416,-0.725,-0.725,-0.725,58.416,-0.725,-0.725,-0.725,
09/28/1991,199.145004,,-187.604004,,11.541,,-43.674999,,,,-32.133999,-5.661,,,,0.0,,5.661,-37.794999,-0.149,-37.944,0.0,,,-37.943999,0.0,-37.944,0.0,,-37.944,-37.944,,58.416,-0.65,-0.65,,58.416,-0.65,-0.65,-0.65,
12/28/1991,216.300003,,-205.623993,,10.67601,,-41.174999,,,,-30.499001,10.387,,,,0.0,,-10.387,-20.112,-0.265,-20.377001,0.0,,,-20.377,0.0,-20.377001,0.0,,-20.377001,-20.377001,,58.416,-0.35,-0.35,,58.416,-0.35,-0.35,-0.35,
03/28/1992,229.348999,,-203.373001,,25.975998,,-39.016998,,,,-13.041,-4.908,,,,0.0,,4.908,-17.949,-0.658,-18.607,0.0,,,-18.607,0.0,-18.607,0.0,,-18.607,-18.607,,58.416,-0.32,-0.32,,58.416,-0.32,-0.32,-0.32,
06/30/1992,293.537994,,-231.106003,,62.431991,,-53.710999,,,,8.721,-4.237,,,,0.0,,4.237,4.484,-0.416,4.068,0.0,,,4.068,0.0,4.068,0.0,,4.068,4.068,,58.419998,0.075,0.075,0.075,58.419998,0.075,0.075,0.075,
09/26/1992,271.140991,,-220.766998,,50.373993,,-41.834999,,,,8.539,-3.908,,,,0.0,,3.908,4.631,-0.463,4.168,0.0,,,4.168,0.0,4.168,0.0,,4.168,4.168,,60.695999,0.07,0.07,,60.695999,0.07,0.07,0.07,
12/26/1992,343.475006,,-284.889008,,58.585999,,-46.797001,,,,11.789,-4.109,,,,0.0,,4.109,7.679999,-0.768,6.912,0.0,,,6.911999,0.0,6.912,0.0,,6.912,6.912,,63.669998,0.11,0.11,,63.669998,0.11,0.11,0.11,
03/27/1993,325.407013,,-273.106995,,52.300018,,-47.037998,,,,5.262,-3.629,,,,0.0,,3.629,1.633,0.0,1.633,0.0,,,1.633,0.0,1.633,0.0,,1.633,1.633,,70.603996,0.025,0.025,,70.603996,0.025,0.025,0.025,
06/30/1993,285.208008,,-264.42099,,20.787018,,-56.393002,,,,-35.605984,-3.446,,,,0.0,,3.446,-39.051984,1.231,-37.820984,0.0,,,-37.820984,0.0,-37.820984,0.0,,-37.820984,-37.820984,,70.674004,-0.535,-0.535,-0.535,70.674004,-0.535,-0.535,-0.535,
09/30/1993,285.497986,,-239.078995,,46.418991,,-48.464001,,,,-2.045,-3.053,,,,0.0,,3.053,-5.098,0.0,-5.098,0.0,,,-5.098,0.0,-5.098,0.0,,-5.098,-5.098,,70.734001,-0.07,-0.07,,70.734001,-0.07,-0.07,-0.07,
12/25/1993,371.071991,,-298.251007,,72.820984,,-56.479,,,,16.341999,-2.551,,,,0.0,,2.551,13.790999,-1.304,12.487,0.0,,,12.486999,0.0,12.487,0.0,,12.487,12.487,,77.346001,0.16,0.16,,77.346001,0.16,0.16,0.16,
03/26/1994,420.877991,,-327.115997,,93.761993,,-59.612999,,,,34.148998,-0.681,,,,0.0,,0.681,33.467998,-5.02,28.448,0.0,,,28.447998,0.0,28.448,0.0,,28.448,28.448,,88.959999,0.32,0.32,,88.959999,0.32,0.32,0.32,
06/30/1994,462.231995,,-357.303009,,104.928986,,-61.494999,,,,43.433998,0.447,,,,0.0,,-0.447,43.880998,-6.582,37.299,0.0,,,37.298998,0.0,37.299,0.0,,37.299,37.299,,93.865998,0.395,0.395,0.395,93.865998,0.395,0.395,0.395,
10/01/1994,464.589996,,-366.822998,,97.766998,,-59.865002,,,,37.902,2.943,,,,0.0,,-2.943,40.845001,-6.127,34.717999,0.0,,,34.718001,0.0,34.717999,0.0,,34.717999,34.717999,,94.528,0.365,0.365,,94.528,0.365,0.365,0.365,
12/31/1994,551.94397,,-442.903992,,109.039978,,-61.709999,,,,47.330002,2.733,,,,0.0,,-2.733,50.063002,-7.509,42.554001,0.0,,,42.554002,0.0,42.554001,0.0,,42.554001,42.554001,,95.360001,0.445,0.445,,95.360001,0.445,0.445,0.445,
03/31/1995,529.296997,,-440.928986,,88.368011,,-67.704002,,,,20.664,2.43,,,,0.0,,-2.43,23.094,-3.444,19.65,0.0,,,19.65,0.0,19.65,0.0,,19.65,19.65,,97.171997,0.2,0.2,,97.171997,0.2,0.2,0.2,
07/01/1995,585.036011,,-486.105011,,98.931,,-71.795998,,,,27.135,3.896,,,,0.0,,-3.896,31.031,-4.651,26.379999,0.0,,,26.38,0.0,26.379999,0.0,,26.379999,26.379999,,98.160004,0.27,0.27,0.27,98.160004,0.27,0.27,0.27,
09/30/1995,558.148987,,-477.356995,,80.791992,,-74.626999,,,,6.165,3.632,,,,0.0,,-3.632,9.797,-1.47,8.327,0.0,,,8.327,0.0,8.327,0.0,,8.327,8.327,,103.281998,0.08,0.08,0.08,103.281998,0.08,0.08,0.08,
12/30/1995,757.992004,,-654.612976,,103.379028,,-82.204002,,,,21.174999,20.43,,,,0.0,,-20.43,41.605,-5.212,36.393002,0.0,,,36.393,0.0,36.393002,0.0,,36.393002,36.393002,,96.875999,0.375,0.375,,96.875999,0.375,0.375,0.375,
03/30/1996,728.362,,-635.038025,,93.323975,,-74.309998,,,,19.014,3.328,,,,0.0,,-3.328,22.342,-2.904,19.438,0.0,,,19.438,0.0,19.438,0.0,,19.438,19.438,,93.183998,0.21,0.21,,93.183998,0.21,0.21,0.21,
06/29/1996,820.716003,,-716.146973,,104.56903,,-73.468002,,,,31.101,3.019,,0.0,,0.0,,-3.019,34.12,-1.384,32.736,0.0,,,32.736,0.0,32.736,0.0,,32.736,32.736,,91.648002,0.355,0.355,0.355,91.648002,0.355,0.355,0.355,
09/28/1996,883.11499,,-770.226013,,112.888977,,-77.120003,,,,35.769001,2.911,,0.0,,0.0,,-2.911,38.680001,-5.802,32.877998,0.0,,,32.878001,0.0,32.877998,0.0,,32.877998,32.877998,,86.522003,0.38,0.38,0.38,92.603996,0.36,0.36,0.36,
12/28/1996,1118.646973,,-955.257996,,163.388977,,-91.554001,,,,71.834999,3.729,,0.0,,0.0,,-3.729,75.563999,-11.335,64.228996,0.0,,,64.228999,0.0,64.228996,0.0,,64.228996,64.228996,,87.949997,0.73,0.73,0.73,94.760002,0.68,0.68,0.68,
03/29/1997,1096.212,,-911.357,,184.855,0.0,-90.793,51.121,,39.672,94.062,3.109,-3.109,0.0,-3.109,0.0,,0.0,97.171,-14.576,82.595,0.0,,,82.595,0.0,82.595,0.0,0.0,82.595,82.595,,174.424,0.475,0.475,0.475,188.072,0.44,0.44,0.44,
06/28/1997,1079.883057,,-890.732971,,189.150085,,-89.220001,,,,99.93,3.474,,0.0,,0.0,,-3.474,103.404,-15.51,87.893997,0.0,,,87.894,0.0,87.893997,0.0,,87.893997,87.893997,,86.394997,1.02,1.02,1.02,92.688004,0.95,0.95,0.95,
09/27/1997,1090.16394,,-929.10498,,161.05896,,-88.996002,,,,72.063004,2.588,,0.0,,0.0,,-2.588,74.651004,-11.944,62.707001,0.0,,,62.707003,0.0,62.707001,0.0,,62.707001,62.707001,,87.093002,0.72,0.72,0.72,93.959999,0.67,0.67,0.67,
12/28/1997,969.564026,,-1025.112061,,-55.548035,,-91.650002,,,,-147.197998,2.015,,0.0,,0.0,,-2.015,-145.182998,0.0,-145.182999,0.0,,,-145.182998,0.0,-145.182999,0.0,,-145.182999,-145.182999,,87.319,-1.66,-1.66,0.03,87.319,-1.66,-1.66,0.03,
03/28/1998,831.294,,-795.015,,36.279,,-94.5,,,,-58.221,-4.864,,4.328,,0.0,,0.536,-63.085,13.735,-45.022,0.0,,,-49.35,0.0,-45.022,0.0,,-45.022,-45.022,,87.812,-0.51,-0.51,-0.51,87.812,-0.51,-0.51,-0.51,
06/27/1998,650.502991,,-692.242981,,-41.73999,,-120.728996,,,,-162.468994,-0.25,,7.807,,0.0,,-7.557,-162.718994,0.0,-162.718994,0.0,,,-162.718994,0.0,-162.718994,0.0,,-162.718994,-162.718994,,88.225998,-1.84,-1.84,-1.59,88.225998,-1.84,-1.84,-1.59,
09/26/1998,650.857971,,-733.609985,,-82.752014,,-109.252998,,,,-192.005005,-2.653,,7.945,,0.0,,-5.292,-194.658005,0.0,-194.658005,0.0,,,-194.658005,0.0,-194.658005,0.0,,-194.658005,-194.658005,,88.544998,-2.2,-2.2,-1.24,88.544998,-2.2,-2.2,-1.24,
12/26/1998,738.590027,,-719.422974,,19.167053,,-98.181999,,,,-79.014999,-3.238,,8.062,,0.0,,-4.824,-82.253,0.0,-82.252998,0.0,,,-82.253,0.0,-82.252998,0.0,,-82.252998,-82.252998,,88.888,-0.93,-0.93,-0.93,88.888,-0.93,-0.93,-0.93,
03/27/1999,668.455994,,-628.59198,,39.864014,,-108.908997,,,,-69.044998,-45.248,,8.435,,0.0,,36.813,-114.292998,0.0,-114.292999,0.0,,,-114.292998,0.0,-114.292999,0.0,,-114.292999,-114.292999,,89.883003,-1.27,-1.27,-0.68,89.883003,-1.27,-1.27,-0.68,
07/03/1999,709.302002,,-688.429016,,20.872986,,-96.599998,,,,-75.726997,-25.759,,8.362,,0.0,,17.396999,-101.485997,0.0,-101.486,0.0,,,-101.485997,0.0,-101.486,0.0,,-101.486,-101.486,,90.596001,-1.12,-1.12,-0.9,90.596001,-1.12,-1.12,-0.9,
10/02/1999,406.957001,,-434.600006,,-27.643005,,-93.964996,,,,-121.608002,-75.328997,,7.809,,0.0,,67.519997,-196.936998,0.0,-196.936996,-90.622002,,,-106.314997,0.0,-106.315002,0.0,,-106.315002,-106.315002,,95.917999,-1.11,-2.05,-1.32,95.917999,-1.11,-2.05,-1.32,
12/31/1999,560.174011,,-539.932007,,20.242004,,-83.153,,,,-62.910999,-28.562999,,5.034,,0.0,,23.528999,-91.473999,0.0,-91.473999,-76.277,,,-15.196998,0.0,-15.197,0.0,,-15.197,-15.197,,121.127998,-0.13,-0.76,-0.54,121.127998,-0.13,-0.76,-0.54,
03/31/2000,516.586975,,-505.002991,,11.583984,,-67.739998,,,,-56.155998,-14.513,,3.217,,0.0,,11.296,-70.668998,0.0,-70.668999,0.0,,,-70.668998,0.0,-70.668999,0.0,,-70.668999,-70.668999,,133.903,-0.53,-0.53,-0.17,133.903,-0.53,-0.53,-0.17,
06/30/2000,473.862,,-432.274994,,41.587006,,-56.662998,,,,-15.076,-0.259,,,,0.0,,0.259,-15.335,19.5,4.165,0.0,,,4.165,0.0,4.165,0.0,,4.165,4.165,,139.546997,0.03,0.03,-0.19,143.337006,0.03,0.03,-0.19,
09/29/2000,424.366,,-398.43,,25.936,0.0,-61.524,29.523,,32.001,-35.588,6.52,1.632,3.091,,0.0,,-8.152,-25.977,0.0,-25.977,9.549,,,-35.526,0.0,-35.526,0.0,0.0,-35.526,-35.526,,148.044,-0.239969,-0.175468,-0.25,148.044,-0.239969,-0.175468,-0.25,
12/29/2000,561.570007,,-494.028992,,67.541016,,-65.542,,,,1.999,0.446,,1.663,,0.0,,-2.109,2.445,0.0,2.445,-0.749,,,3.194,0.393,3.587,0.0,0.0,3.587,3.587,,171.175003,0.02,0.02,0.02,173.171005,0.02,0.02,0.02,
