Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,52.114173,9.512103,,10.571211,6.975836,6.975837,6.975837,,34.011003,0.0,,
06/30/1990,,,,,,,57.555667,27.413166,,28.433803,18.756469,18.756471,18.756471,,34.03461,0.0,,
09/30/1990,,,,,,,57.621852,19.648951,,21.440626,14.762565,14.762565,14.762565,,31.146762,0.0,,
12/31/1990,,,,,,,54.539247,18.297856,,19.288223,13.098821,13.098821,13.098821,,32.089022,0.0,,
03/31/1991,,17.986404,12.160358,15.019716,13.482352,,51.826213,4.804162,,5.539122,3.655918,3.655918,3.655918,,33.998235,0.0,17.986404,
06/30/1991,,13.50086,9.295885,11.703177,10.331321,,50.086906,14.76033,-111.532208,15.202729,10.166065,10.166065,10.166065,,33.129999,0.0,13.50086,
09/30/1991,,13.363972,9.34639,11.769561,10.697308,,53.831226,19.855827,21.893798,19.849503,13.682285,13.682285,13.682285,,31.069889,0.0,13.363972,
12/31/1991,,16.290719,11.173849,14.404511,13.441104,,56.566713,27.144462,63.697067,27.766824,18.837982,18.837984,18.837984,,32.156512,0.0,16.290719,
03/31/1992,,16.007383,11.362761,14.282807,13.445922,,50.602079,4.1225,,3.616728,2.353205,2.353205,2.353205,,34.93552,0.0,16.007383,
06/30/1992,,13.148724,9.575985,11.967207,11.190104,,42.430417,1.011908,-220.938749,0.991368,0.677308,0.677308,0.677308,,31.679386,0.0,13.148724,
09/30/1992,,9.781783,7.094815,9.194247,8.459901,,39.178066,4.914064,,4.478934,2.963246,2.963246,2.963246,,33.84038,0.0,9.781783,
12/31/1992,,-2.007784,-1.416458,,,,30.997306,-15.365362,-135.46342,-14.65052,-11.673698,-11.673698,-11.673698,,,,,
03/31/1993,,-0.501331,-0.356335,-9.070811,,,45.287442,11.253868,42.647245,10.897496,7.415707,7.415707,7.415707,,31.950358,0.0,-0.501331,
06/30/1993,,0.166586,0.119083,0.318742,,,44.532423,5.339159,304.825583,4.864923,3.325519,3.325518,3.325518,,31.642933,0.0,0.166586,
09/30/1993,,1.307706,0.9107,1.72442,,,43.490037,9.690803,,9.643272,7.557371,7.557371,7.557371,,21.63064,0.0,1.307706,
12/31/1993,,8.101027,5.554917,7.782506,7.342479,,42.280454,11.698694,93.410998,11.155429,8.038597,8.038597,8.038597,,27.940044,0.0,8.101027,
03/31/1994,,8.825427,6.167118,8.428098,8.061867,,43.445065,13.204696,21.746744,12.598346,8.821213,8.821213,8.821213,,29.981181,0.0,8.825427,
06/30/1994,,8.963904,6.279933,8.613317,7.943763,,40.895105,4.173888,,5.410578,3.800425,3.800424,3.800424,,29.759355,0.0,8.963904,
09/30/1994,,8.895984,6.183988,8.545209,7.875146,,43.789882,9.894069,12.189677,9.96093,7.296495,7.296495,7.296495,,26.748857,0.0,8.895984,
12/31/1994,,6.926282,4.736765,6.825387,5.858459,,39.023311,4.576363,-37.457477,5.400606,4.006901,4.006901,4.006901,,25.806452,0.0,6.926282,
03/31/1995,,-1.847673,-1.295984,,,,16.701128,-53.359068,-87.260938,-52.81124,-36.846399,-36.846401,-36.846401,,,,,
06/30/1995,,-22.329131,-15.163798,,,,30.845029,-19.653056,-47.933864,-90.059689,-99.408166,-99.408164,-99.408164,,,,,
09/30/1995,,-26.384477,-17.983433,,,,34.156922,-6.253768,-63.797085,-8.336782,-8.001041,-8.001041,-8.001041,,,,,
12/31/1995,,-31.629705,-20.960279,,,,49.477077,24.30577,,-11.271897,-10.847381,-10.847382,-10.847382,,,,,
03/31/1996,,-29.749287,-19.935904,,,,26.392306,-31.678223,,-26.650762,-19.988072,-19.988071,-19.988071,,,,,
