Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2006,402.089,302.393,182.332,120.061,11.01,11.01,,3.254,0.279,0.785,2.19,,2.99,,,,319.647,57.421,,,21.836,21.836,3.185,,0.0,,,3.185,82.442,,3.758,3.758,,0.0,,,,,29.909,,,29.909,33.667,200.0,,,,,66.099,,,,,66.099,266.099,299.766,0.0,708.354,,,0.0,-605.66,-0.371,102.323,0.0,102.323,402.089,
06/30/2006,378.332,273.576,114.96,158.616,12.141,12.141,,2.128,0.0,0.0,2.128,0.0,3.211,,,,291.056,53.854,,,30.507,30.507,2.915,,0.0,,,2.915,87.276,,2.84,2.84,,0.0,,,,,28.668,,,28.668,31.508,200.0,,,,,63.057,,,,,63.057,263.057,294.565,0.0,713.476,,,0.0,-629.236,-0.473,83.767,0.0,83.767,378.332,
09/30/2006,355.186,261.889,167.662,94.227,7.94,7.94,,0.0,0.0,0.0,0.0,0.0,3.92,,,,273.749,51.035,,,27.708,27.708,2.694,,0.0,,,2.694,81.437,,3.657,3.657,,0.0,,,,,29.041,,,29.041,32.698,200.0,,,,,60.015,,,,,60.015,260.015,292.713,0.0,719.214,,,0.0,-656.646,-0.095,62.473,0.0,62.473,355.186,
12/31/2006,585.09,459.276,237.876,221.4,7.493,7.493,,0.0,0.0,0.0,0.0,0.0,3.215,,,,469.984,49.353,136.962,-87.609,61.983,61.983,3.77,0.0,0.0,0.0,,3.77,115.106,,4.349,4.349,,0.0,,,,,40.665,,,40.665,45.014,200.0,,,,,123.452,,,,,123.452,323.452,368.466,0.0,904.472,,,0.0,-687.617,-0.231,216.624,0.0,216.624,585.09,
03/31/2007,601.431,452.394,156.484,295.91,33.632,33.632,,0.0,0.0,0.0,0.0,0.0,3.137,,,,489.163,47.781,,,62.581,60.981,1.906,0.0,0.0,0.0,,1.906,112.268,,4.805,4.805,,0.0,0.0,0.0,0.0,,78.799,,,78.799,83.604,200.0,200.0,0.0,0.0,,121.138,,,,,121.138,321.138,404.742,0.0,914.382,,,0.0,-717.534,-0.159,196.689,0.0,196.689,601.431,
06/30/2007,597.858,460.697,109.643,351.054,20.478,20.478,,0.0,0.0,0.0,0.0,0.0,15.806,,,,496.981,47.647,,,49.985,49.985,3.245,,0.0,,,3.245,100.877,,34.905,34.905,,0.0,,,,,69.926,,,69.926,104.831,200.0,,,,,113.691,,,,,113.691,313.691,418.522,0.0,924.16,,,0.0,-744.308,-0.516,179.336,0.0,179.336,597.858,
09/30/2007,573.096,396.982,97.416,299.566,10.968,10.968,,0.0,0.0,0.0,0.0,0.0,14.07,,,,422.02,49.358,,,98.71,98.71,3.008,,0.0,,,3.008,151.076,,27.872,27.872,,0.0,,,,,68.814,,,68.814,96.686,200.0,,,,,125.013,,,,,125.013,325.013,421.699,0.0,931.548,,,0.0,-780.146,-0.005,151.397,0.0,151.397,573.096,
12/31/2007,936.258,766.457,498.925,267.532,18.32,18.32,,0.0,0.0,0.0,0.0,0.0,13.052,,,,797.829,58.304,154.781,-96.477,78.222,78.222,1.903,,0.0,,,1.903,138.429,,39.232,39.232,,200.0,,,,,44.432,,,44.432,283.664,0.0,,,,,192.327,,,,,192.327,192.327,475.991,0.0,1253.314,,,0.0,-793.217,0.17,460.267,0.0,460.267,936.258,
03/31/2008,930.876,743.248,520.875,222.373,32.96,32.96,,0.0,0.0,0.0,0.0,0.0,11.297,,,,787.505,58.419,,,83.01,83.01,1.942,,0.0,,,1.942,143.371,,30.314,30.314,,200.0,,,,,55.64,,,55.64,285.954,0.0,,,,,184.319,,,,,184.319,184.319,470.273,0.0,1264.61,,,0.0,-804.835,0.828,460.603,0.0,460.603,930.876,
06/30/2008,851.225,700.404,292.129,408.275,32.838,32.838,,0.0,0.0,0.0,0.0,0.0,9.151,,,,742.393,64.231,,,42.439,42.439,2.162,,,,,2.162,108.832,,38.289,38.289,,118.653,,,,,66.976,,,66.976,223.918,0.0,,,,,176.31,,,,,176.31,176.31,400.228,0.0,1274.606,,,0.0,-823.294,-0.315,450.997,0.0,450.997,851.225,
09/30/2008,825.891,663.608,314.684,348.924,42.206,42.206,,,,,,,9.726,,,,715.54,72.825,,,27.603,27.603,9.923,,,,,9.923,110.351,,41.887,41.887,,117.503,,,,,58.381,,,58.381,217.771,0.0,,,,,171.187,,,,,171.187,171.187,388.958,0.0,1285.302,,,0.0,-844.409,-3.96,436.933,0.0,436.933,825.891,
12/31/2008,724.22,474.75,247.796,226.954,35.212,35.212,,0.0,0.0,0.0,0.0,0.0,11.48,,,,521.442,142.035,241.318,-99.283,51.061,51.061,9.682,,,,,9.682,202.778,,36.168,36.168,,,,,,,47.504,,,47.504,83.672,54.182,0.0,54.182,54.182,,164.852,,,,,164.852,219.034,302.706,0.0,1294.893,,,0.0,-873.265,-0.114,421.514,0.0,421.514,724.22,
03/31/2009,681.421,415.882,199.097,216.785,48.209,48.209,0.0,0.0,0.0,0.0,0.0,0.0,19.7,,,19.7,483.791,109.84,,,78.46,78.46,9.33,,,,,9.33,197.63,,44.832,17.779,27.053,0.0,0.0,,,,58.281,154.838,,0.0,103.113,0.0,0.0,,,,167.988,,,,,13.15,167.988,271.101,0.0,1304.976,0.08,1304.896,0.0,-893.408,-1.248,410.32,0.0,410.32,681.421,
06/30/2009,742.345,391.918,271.466,120.452,60.046,60.046,0.0,0.0,0.0,0.0,0.0,0.0,13.068,,,13.068,465.032,195.408,,,72.845,72.845,9.06,,,,,9.06,277.313,,51.881,13.034,38.847,0.0,0.0,,,,68.543,147.255,,0.0,120.424,0.0,0.0,,,,211.415,,,,,64.16,211.415,331.839,0.0,1313.083,0.08,1313.003,0.0,-903.591,1.014,410.506,0.0,410.506,742.345,
09/30/2009,742.192,379.796,250.321,129.475,67.766,67.766,0.0,0.0,0.0,0.0,0.0,0.0,14.032,,,14.032,461.594,215.169,,,57.2,57.2,8.229,,,,,8.229,280.598,,55.291,13.855,41.436,0.0,0.0,,,,58.874,139.672,,0.0,114.165,0.0,0.0,,,,205.584,,,,,65.912,205.584,319.749,0.0,1323.512,0.08,1323.432,0.0,-904.606,3.537,422.443,0.0,422.443,742.192,
12/31/2009,741.202,341.33,207.075,134.255,65.568,65.568,0.0,0.0,0.0,0.0,0.0,0.0,18.61,0.0,,18.61,425.508,259.676,372.454,-112.778,47.08,47.08,8.938,0.0,0.0,0.0,,8.938,315.694,,49.031,18.638,30.393,0.0,0.0,0.0,0.0,,44.544,137.884,0.0,0.0,93.575,0.0,0.0,0.0,0.0,,250.865,0.0,,,,112.981,250.865,344.44,0.0,1336.813,0.081,1336.732,0.0,-941.095,1.044,396.762,0.0,396.762,741.202,
03/31/2010,787.156,303.639,117.311,186.328,71.858,71.858,0.0,0.0,0.0,0.0,0.0,0.0,19.947,,,19.947,395.444,274.621,,,108.278,108.278,8.813,,,,,8.813,391.712,,53.905,14.315,39.59,0.0,0.0,,,,50.188,136.188,,0.435,104.093,0.0,0.0,,,,296.792,,,,,160.604,296.792,400.885,0.0,1357.171,0.082,1357.089,0.0,-971.617,0.717,386.271,0.0,386.271,787.156,
06/30/2010,790.641,306.337,112.0,194.337,95.196,95.196,0.0,0.0,0.0,0.0,0.0,0.0,16.217,,,16.217,417.75,292.329,,,70.465,70.465,10.097,,,,,10.097,372.891,,58.256,15.525,42.731,0.0,0.0,,,,61.315,138.177,,0.448,119.571,0.0,0.0,,,,299.854,,,,,161.677,299.854,419.425,0.0,1368.613,0.082,1368.531,0.0,-997.091,-0.306,371.216,0.0,371.216,790.641,
09/30/2010,942.433,479.053,325.286,153.767,82.287,82.287,0.0,0.0,0.0,0.0,0.0,0.0,14.379,,,14.379,575.719,318.498,,,37.956,37.956,10.26,,,,,10.26,366.714,,74.976,22.576,52.4,0.0,0.0,,,,58.857,296.865,,0.634,133.833,0.0,0.0,,,,460.536,,,,,163.671,460.536,594.369,0.0,1379.205,0.082,1379.123,0.0,-1030.966,-0.175,348.064,0.0,348.064,942.433,
12/31/2010,1089.432,249.368,112.572,136.796,93.112,93.112,0.0,1.423,0.592,0.699,0.132,0.0,13.719,0.0,,13.719,357.622,347.45,478.757,-131.307,370.053,370.053,14.307,0.0,0.0,0.0,,14.307,731.81,,53.658,15.589,38.069,0.0,0.0,,,,55.398,285.856,0.0,0.675,109.056,0.0,0.0,,,,452.561,0.0,,,,166.705,452.561,561.617,0.0,1575.869,0.089,1575.78,0.0,-1045.563,-2.491,527.815,0.0,527.815,1089.432,
03/31/2011,1074.293,226.441,135.376,91.065,88.156,88.156,0.0,3.881,0.162,3.634,0.085,0.0,7.023,,,7.023,325.501,357.423,,,373.621,373.621,17.748,,,,,17.748,748.792,,58.602,16.146,42.456,0.0,0.0,,,,53.65,277.417,,0.798,112.252,0.0,0.0,,,,443.95,,,,,166.533,443.95,556.202,0.0,1609.276,0.091,1609.185,0.0,-1089.01,-2.175,518.091,0.0,518.091,1074.293,
06/30/2011,1046.864,309.683,254.312,55.371,84.564,84.564,0.0,6.542,0.223,6.188,0.131,0.0,12.484,,,12.484,413.273,361.883,,,251.256,251.256,20.452,,,,,20.452,633.591,,81.665,25.955,55.71,0.0,0.0,,,,54.203,266.699,,0.877,135.868,0.0,0.0,,,,432.962,,,,,166.263,432.962,568.83,0.0,1630.453,0.091,1630.362,0.0,-1151.515,-0.904,478.034,0.0,478.034,1046.864,
09/30/2011,983.031,245.498,206.395,39.103,78.447,78.447,0.0,8.034,0.223,7.728,0.083,0.0,7.893,,,7.893,339.872,363.913,,,258.073,258.073,21.173,,,,,21.173,643.159,,78.89,17.309,61.581,0.0,0.0,,,,54.345,254.656,,0.92,133.235,0.0,0.0,,,,421.543,,,,,166.887,421.543,554.778,0.0,1643.864,0.092,1643.772,0.0,-1213.88,-1.731,428.253,0.0,428.253,983.031,
12/31/2011,1323.583,526.942,483.61,43.332,103.035,103.035,0.0,13.556,1.608,10.806,1.142,0.0,22.244,0.0,,22.244,665.777,367.955,526.094,-158.139,275.887,275.887,13.964,0.0,0.0,0.0,,13.964,657.806,,95.625,27.736,67.889,0.0,0.0,,,,52.646,248.61,0.0,1.006,148.271,275.019,275.019,,,,414.561,0.0,,,,165.951,689.58,837.851,0.0,1754.917,0.093,1754.824,0.0,-1267.323,-1.862,485.732,0.0,485.732,1323.583,
03/31/2012,1350.159,432.298,394.585,37.713,238.347,238.347,0.0,20.617,0.641,16.616,3.36,0.0,5.653,,,5.653,696.915,369.959,,,254.738,254.738,28.547,,,,,28.547,653.244,,106.723,25.39,81.333,0.0,0.0,,,,53.663,238.554,,1.093,160.386,280.206,280.206,,,,405.543,,,,,166.989,685.749,846.135,0.0,1761.033,0.095,1760.938,0.0,-1255.672,-1.337,504.024,0.0,504.024,1350.159,
06/30/2012,1457.5,301.022,171.943,129.079,435.38,435.38,0.0,24.425,6.975,13.609,3.841,0.0,8.366,,,8.366,769.193,372.278,,,288.321,288.321,27.708,,,,,27.708,688.307,,126.768,25.672,101.096,0.0,0.0,,,,56.452,227.312,,1.183,183.22,285.491,285.491,,,,394.132,,,,,166.82,679.623,862.843,0.0,1775.957,0.096,1775.861,0.0,-1178.929,-2.371,594.657,0.0,594.657,1457.5,
09/30/2012,1660.615,262.552,118.998,143.554,601.271,601.271,0.0,29.57,6.553,18.58,4.437,0.0,55.21,,,55.21,948.603,372.917,,,312.6,312.6,26.495,,,,,26.495,712.012,,124.224,21.943,102.281,0.0,0.0,,,,54.344,218.578,,1.277,178.568,290.959,290.959,,,,385.064,,,,,166.486,676.023,854.591,,1795.389,0.096,1795.293,0.0,-987.461,-1.904,806.024,0.0,806.024,1660.615,
12/31/2012,2080.49,308.095,230.276,77.819,693.12,693.12,0.0,28.638,4.862,14.656,2.57,6.55,176.159,0.0,192.022,28.025,1206.012,379.94,560.453,-180.513,271.23,271.23,223.308,0.0,0.0,0.0,,31.286,874.478,,111.345,38.934,72.411,0.0,0.0,,,,52.205,208.342,0.0,1.374,163.55,296.518,296.518,,,,375.037,0.0,,,,166.695,671.555,835.105,,1763.605,0.097,1763.508,0.0,-517.054,-1.166,1245.385,,1245.385,2080.49,
03/31/2013,2275.998,307.71,180.362,127.348,802.638,802.638,0.0,43.977,6.315,25.061,6.39,6.211,152.797,,201.319,53.165,1307.122,392.378,,,346.607,346.607,229.891,,,,,28.572,968.876,,145.413,24.729,120.684,0.0,0.0,,,,51.831,202.345,,1.473,197.244,302.268,302.268,,,,370.138,,,,,167.793,672.406,869.65,0.0,1826.172,0.097,1826.075,0.0,-418.18,-1.644,1406.348,0.0,1406.348,2275.998,
06/30/2013,2378.259,537.506,381.675,155.831,876.016,876.016,0.0,57.159,5.38,34.58,10.429,6.77,90.681,,208.707,51.754,1561.362,419.651,,,173.328,173.328,223.918,,,,,15.211,816.897,,153.826,24.418,129.408,0.0,0.0,,,,49.976,198.412,,0.794,203.802,308.116,308.116,,,,373.004,,,,,174.592,681.12,884.922,0.0,1827.57,0.099,1827.471,0.0,-330.804,-3.429,1493.337,0.0,1493.337,2378.259,
09/30/2013,2640.415,445.323,263.211,182.112,992.824,992.824,0.0,63.292,5.225,34.837,12.322,10.908,132.721,,218.092,93.547,1634.16,453.891,,,329.863,329.863,222.501,,,,,4.409,1006.255,,219.138,31.194,187.944,0.0,0.0,,,,49.589,189.563,,0.794,268.727,314.162,314.162,,,,367.355,,,,,177.792,681.517,950.244,0.0,1882.52,0.099,1882.421,0.0,-189.498,-2.851,1690.171,0.0,1690.171,2640.415,
12/31/2013,2951.013,693.984,535.608,158.376,891.778,891.778,0.0,70.354,9.12,35.868,14.352,11.014,140.818,0.0,231.878,96.141,1796.934,526.983,748.6,-221.617,389.891,389.891,237.205,0.0,0.0,0.0,,5.327,1154.079,,250.896,61.936,188.96,0.939,0.0,0.939,0.939,,47.0,184.199,0.0,0.0,298.835,504.699,320.315,184.384,184.384,,195.403,0.0,,,,11.204,700.102,998.937,0.0,2045.956,0.099,2045.857,0.0,-92.692,-1.188,1952.076,0.0,1952.076,2951.013,
03/31/2014,3260.396,648.133,461.858,186.275,1047.496,1047.496,0.0,86.545,6.792,47.858,13.23,18.665,88.875,,248.454,52.252,1871.049,600.864,,,534.689,534.689,253.794,,,,,5.34,1389.347,,237.935,32.692,205.243,0.0,0.0,,,,67.133,202.233,,1.06,305.068,326.673,326.673,,,,417.407,,,,,215.174,744.08,1049.148,0.0,2237.032,0.101,2236.931,0.0,-27.249,1.465,2211.248,0.0,2211.248,3260.396,
06/30/2014,3456.078,816.909,600.135,216.774,893.924,893.924,0.0,109.897,10.22,60.11,12.215,27.352,97.965,,270.367,60.674,1918.695,707.321,,,550.818,550.818,279.244,,,,,8.877,1537.383,,283.385,47.231,236.154,0.0,0.0,,,,68.193,203.904,,1.06,351.578,282.261,282.261,,,,453.397,,,,,249.493,735.658,1087.236,0.0,2342.941,0.102,2342.839,-43.848,65.486,4.263,2368.842,0.0,2368.842,3456.078,
09/30/2014,3739.419,1042.204,646.554,395.65,927.254,927.254,0.0,120.317,10.17,70.965,11.368,27.814,110.737,,263.081,61.732,2200.512,818.967,,,453.443,453.443,266.497,,,,,3.416,1538.907,,337.976,47.342,290.634,0.0,0.0,,,,72.224,189.622,,1.252,410.2,287.95,287.95,,,,489.481,,,,,299.859,777.431,1187.631,0.0,2423.536,0.102,2423.434,-43.849,145.206,26.895,2551.788,0.0,2551.788,3739.419,
12/31/2014,3837.672,900.48,648.719,251.761,976.372,976.372,0.0,128.861,10.923,73.519,10.768,33.651,79.046,0.0,315.416,79.046,2084.759,974.309,1228.293,-253.984,460.154,460.154,318.45,0.0,0.0,0.0,,3.034,1752.913,,483.489,99.508,383.981,1.354,0.0,1.354,1.354,,169.817,135.249,0.0,95.792,654.66,457.711,146.773,310.938,310.938,,175.05,0.0,,,,39.801,632.761,1287.421,0.0,2450.886,0.104,2450.782,-169.53,216.644,52.251,2550.251,0.0,2550.251,3837.672,
03/31/2015,4198.573,742.164,507.907,234.257,1338.462,1338.462,0.0,133.863,9.644,83.99,11.398,28.831,96.225,,289.484,34.099,2310.714,1110.597,,,483.305,483.305,293.957,,,,,4.473,1887.859,,462.762,90.601,372.161,0.0,0.0,,,,73.372,162.974,,2.185,536.134,144.082,144.082,,,,546.927,,,,,383.953,691.009,1227.143,0.0,2812.678,0.105,2812.573,-181.817,292.665,47.904,2971.43,0.0,2971.43,4198.573,
06/30/2015,4526.97,604.248,390.554,213.694,1395.125,1395.125,0.0,171.266,20.999,111.564,9.495,29.208,112.702,,323.784,43.099,2283.341,1326.112,,,589.595,589.595,327.922,,,,,4.138,2243.629,,529.505,130.016,399.489,0.0,0.0,,,,72.037,122.843,,2.291,601.542,388.047,30.36,357.687,357.687,,198.923,,,,,76.08,586.97,1188.512,0.0,3119.076,0.107,3118.969,-287.079,487.308,19.153,3338.458,0.0,3338.458,4526.97,
09/30/2015,5182.915,895.642,654.587,241.055,1439.315,1439.315,0.0,190.668,34.983,110.616,12.513,32.556,150.015,,346.243,89.494,2675.64,1475.123,,,681.326,681.326,350.826,,,,,4.583,2507.275,,577.428,106.917,470.511,0.0,0.0,,,,157.562,678.281,,2.506,734.99,394.867,30.723,364.144,364.144,,756.191,,,,,77.91,1151.058,1886.048,0.0,2880.217,0.108,2880.109,-288.777,697.706,7.721,3296.867,0.0,3296.867,5182.915,
12/31/2015,5609.132,1045.223,809.102,236.121,1467.793,1467.793,0.0,238.578,59.151,132.068,11.197,36.162,163.501,0.0,461.945,163.501,2915.095,1594.12,1925.216,-331.096,632.162,632.162,467.755,0.0,0.0,0.0,,5.81,2694.037,,644.112,140.962,503.15,0.0,0.0,0.0,0.0,,167.05,664.679,0.0,13.563,811.162,362.919,0.0,362.919,362.919,,780.214,0.0,,,,115.535,1143.133,1954.295,0.0,3099.634,0.108,3099.526,-306.069,852.7,8.572,3654.837,0.0,3654.837,5609.132,
03/31/2016,5904.46,849.179,604.214,244.965,1450.572,1450.572,0.0,303.294,85.18,157.921,14.231,45.962,530.334,,543.689,530.334,3133.379,1666.391,,,555.21,555.21,549.48,,,,,5.791,2771.081,,733.276,120.595,612.681,0.0,0.0,,,,186.448,736.431,,13.508,919.724,362.23,0.0,362.23,362.23,,857.424,,,,,120.993,1219.654,2139.378,0.0,3049.76,0.109,3049.651,-307.478,1018.436,4.364,3765.082,0.0,3765.082,5904.46,
06/30/2016,6204.906,1045.164,646.508,398.656,1431.966,1431.966,0.0,316.073,73.971,165.869,14.421,61.812,416.022,,626.191,416.022,3209.225,1772.923,,,589.852,589.852,632.906,,,,,6.715,2995.681,,759.643,101.721,657.922,0.0,0.0,,,,191.92,695.791,,3.695,951.563,361.523,0.0,361.523,361.523,,815.314,,,,,119.523,1176.837,2128.4,0.0,3157.051,0.109,3156.942,-316.052,1230.303,5.204,4076.506,0.0,4076.506,6204.906,
09/30/2016,6828.019,1408.391,920.359,488.032,1332.071,1332.071,0.0,345.62,89.675,164.062,16.98,74.903,415.607,,655.552,415.607,3501.689,1872.167,,,777.906,777.906,676.257,,,,,20.705,3326.33,,714.916,124.497,590.419,0.0,0.0,,,,246.269,857.659,,3.586,961.185,382.228,0.0,382.228,382.228,,993.359,,,,,135.7,1375.587,2336.772,0.0,3315.091,0.109,3314.982,-316.052,1495.107,-2.899,4491.247,0.0,4491.247,6828.019,
12/31/2016,6973.466,1038.684,535.203,503.481,1611.62,1611.62,0.0,399.356,92.287,202.301,13.334,91.434,130.528,0.0,825.303,130.528,3180.188,2083.421,2508.925,-425.504,864.26,864.26,845.597,0.0,0.0,0.0,,20.294,3793.278,,879.096,134.984,744.112,127.274,0.0,127.274,127.274,,235.125,830.772,0.0,3.461,1241.495,351.569,0.0,351.569,351.569,,931.157,0.0,0.0,0.0,0.0,100.385,1282.726,2524.221,0.0,3030.103,0.11,3029.993,-316.24,1748.222,-12.84,4449.245,0.0,4449.245,6973.466,
03/31/2017,7817.365,1307.084,811.773,495.311,1339.794,1339.794,0.0,466.576,127.637,173.469,20.259,145.211,555.809,,866.291,555.809,3669.263,2277.029,,,967.695,967.695,903.378,,,,,37.087,4148.102,,1061.777,141.801,919.976,7.2,0.0,7.2,7.2,,239.294,836.418,,0.876,1308.271,700.407,0.0,700.407,700.407,,942.666,,,,,106.248,1643.073,2951.344,0.0,3190.992,0.11,3190.882,-316.24,1997.153,-5.884,4866.021,0.0,4866.021,7817.365,
06/30/2017,8106.373,1267.85,744.313,523.537,1420.403,1420.403,0.0,554.32,170.273,162.718,33.021,188.308,617.478,,882.98,617.478,3860.051,2261.702,,,1064.677,1064.677,919.943,0.0,,,,36.963,4246.322,,716.364,151.372,564.992,0.0,0.0,0.0,0.0,,312.653,739.525,,0.397,1029.017,701.173,0.0,701.173,701.173,,855.445,,,,,115.92,1556.618,2585.635,0.0,3449.733,0.111,3449.622,-316.24,2384.897,2.348,5520.738,0.0,5520.738,8106.373,
09/30/2017,8701.215,1378.944,792.065,586.879,1532.693,1532.693,0.0,641.588,187.029,217.448,23.958,213.153,582.517,,927.023,582.517,4135.742,2274.529,,,1327.303,1327.303,963.641,,,,,36.618,4565.473,,818.426,153.946,664.48,0.0,0.0,0.0,0.0,,320.202,683.452,,0.334,1138.628,702.317,0.0,702.317,702.317,,808.677,,,,,125.225,1510.994,2649.622,0.0,3570.784,0.111,3570.673,-316.24,2773.214,23.835,6051.593,0.0,6051.593,8701.215,
12/31/2017,8764.3,1409.5,812.7,596.8,1538.6,1538.6,0.0,726.1,190.0,302.0,21.8,212.3,660.8,0.0,506.3,660.8,4335.0,2358.6,2924.9,-566.3,1486.5,1486.5,584.2,0.0,0.0,0.0,,77.9,4429.3,,815.4,178.2,637.2,0.0,0.0,0.0,0.0,,320.1,629.2,0.0,0.0,1135.5,703.5,0.0,703.5,703.5,,781.2,0.0,0.0,0.0,0.0,152.0,1484.7,2620.2,0.0,3513.0,0.1,3512.9,-316.2,2946.7,0.6,6144.1,0.0,6144.1,8764.3,
03/31/2018,9372.696,1624.952,1019.491,605.461,1531.936,1531.936,0.0,820.397,201.429,374.505,22.848,221.615,567.447,,532.268,567.447,4544.732,2394.727,,,1821.985,1821.985,611.252,0.0,,,,78.984,4827.964,,873.827,207.611,666.216,0.0,0.0,,,,391.913,664.745,,0.0,1265.74,704.645,0.0,704.645,704.645,,834.667,,,,,169.922,1539.312,2805.052,0.0,3611.711,0.112,3611.599,-316.24,3287.767,-15.594,6567.644,0.0,6567.644,9372.696,
06/30/2018,9951.98,1683.518,917.876,765.642,1534.324,1534.324,0.0,928.553,205.463,400.834,26.571,295.685,668.522,,545.077,668.522,4814.917,2461.614,,,2044.703,2044.703,630.746,,,,,85.669,5137.063,,171.906,171.906,,0.0,0.0,,,,1159.284,538.441,,670.709,1331.19,705.903,0.0,705.903,705.903,,728.461,,,,,190.02,1434.364,2765.554,0.0,3712.711,0.112,3712.599,-353.852,3839.179,-11.612,7186.426,0.0,7186.426,9951.98,
09/30/2018,10805.613,2192.152,1087.843,1104.309,1665.737,1665.737,0.0,1039.679,216.671,435.671,28.397,358.94,822.015,,562.818,822.015,5719.583,2524.446,,,1873.569,1873.569,688.015,,,,,125.197,5086.03,,1320.679,172.361,1148.318,0.0,0.0,,,,1244.869,618.847,,781.924,1417.23,707.203,0.0,707.203,707.203,,812.88,,,,,194.033,1520.083,2937.313,0.0,3841.286,0.112,3841.174,-396.371,4433.904,-10.519,7868.3,0.0,7868.3,10805.613,
12/31/2018,11734.5,2809.9,1467.7,1342.2,1723.7,1723.7,0.0,1151.2,226.8,571.1,24.4,328.9,762.8,0.0,828.7,762.8,6447.6,2575.8,3304.5,-728.7,1755.0,1755.0,956.1,0.0,0.0,0.0,,127.4,5286.9,,990.3,218.2,772.1,0.0,0.0,0.0,0.0,,452.5,464.2,0.0,0.0,1442.8,708.5,0.0,708.5,708.5,,825.9,0.0,0.0,0.0,0.0,361.7,1534.4,2977.2,0.0,3911.7,0.1,3911.6,-396.4,5254.3,-12.3,8757.3,0.0,8757.3,11734.5,
03/31/2019,12854.8,3232.4,1708.5,1523.9,1728.4,1728.4,0.0,1208.8,232.4,581.3,30.8,364.3,759.0,,829.3,759.0,6928.6,2612.8,,,2339.8,2339.8,973.6,0.0,,,,144.3,5926.2,,974.5,239.6,734.9,6.2,0.0,6.2,,6.2,530.7,812.5,,0.0,1511.4,733.1,0.0,733.1,709.9,23.2,1165.6,,,,,353.1,1898.7,3410.1,0.0,4161.0,0.1,4160.9,-444.2,5725.1,2.8,9444.7,0.0,9444.7,12854.8,
06/30/2019,13173.6,2669.7,1045.5,1624.2,1920.2,1920.2,0.0,1317.2,229.7,663.1,34.1,390.3,743.9,,821.6,743.9,6651.0,2676.6,,,2884.6,2884.6,961.4,0.0,,,,139.8,6522.6,,244.0,244.0,,4.0,0.0,4.0,,4.0,1465.1,725.4,,872.7,1713.1,735.0,0.0,735.0,711.3,23.7,969.6,,,,,244.2,1704.6,3417.7,0.0,4263.7,0.1,4263.6,-441.8,5918.2,15.8,9755.9,0.0,9755.9,13173.6,
09/30/2019,13939.3,2877.9,1384.8,1493.1,2027.7,2027.7,0.0,1344.3,229.0,633.5,49.4,432.4,859.2,,808.3,859.2,7109.1,2771.4,,,3112.6,3112.6,946.2,0.0,,,,137.9,6830.2,,1154.8,335.6,819.2,1.9,0.0,1.9,,1.9,608.7,683.8,,0.0,1765.4,736.1,0.0,736.1,712.7,23.4,933.4,,,,,249.6,1669.5,3434.9,0.0,4388.5,0.1,4388.4,-488.4,6587.8,16.5,10504.4,0.0,10504.4,13939.3,
12/31/2019,14805.2,3214.3,1617.8,1596.5,2100.0,2100.0,0.0,1415.5,216.3,727.7,70.6,400.9,959.3,0.0,824.2,959.3,7689.1,2890.4,3812.8,-922.4,3256.8,3256.8,968.9,0.0,0.0,0.0,,144.7,7116.1,,1497.3,418.1,1079.2,7.6,0.0,7.6,,7.6,591.7,619.0,0.0,0.0,2096.6,729.9,0.0,729.9,713.9,16.0,889.0,0.0,0.0,0.0,0.0,270.0,1618.9,3715.5,0.0,4428.7,0.1,4428.6,-739.9,7379.8,21.1,11089.7,0.0,11089.7,14805.2,
