Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2002,1619.5,12.2,12.2,0.0,315.2,315.2,,0.0,0.0,0.0,0.0,0.0,90.8,,,,,,418.2,298.0,911.8,-613.8,0.0,,903.3,731.3,698.8,32.5,38.1,133.9,1201.3,,411.3,411.3,,,,50.7,50.7,0.0,0.0,,0.0,,,0.0,462.0,4.6,4.6,0.0,0.0,26.6,,,,26.6,31.2,493.2,0.0,822.0,,,-351.1,663.8,-8.4,1126.3,0.0,1126.3,1619.5,
03/31/2003,1648.699951,28.299999,28.299999,0.0,302.899994,,,0.0,0.0,0.0,0.0,0.0,105.800003,,,,,,437.0,285.899994,,,0.0,,925.799988,737.0,706.700012,30.299988,,188.799988,1211.699982,,458.600006,458.600006,,,,42.0,42.0,0.0,0.0,,0.0,,,0.0,500.600006,4.8,4.8,0.0,0.0,27.5,,,,27.5,32.3,532.900006,0.0,825.700012,,,-411.700012,,701.800018,1115.800018,0.0,1115.800018,1648.700025,
06/30/2003,1696.9,34.1,34.1,0.0,318.1,318.1,,0.0,0.0,0.0,0.0,0.0,111.0,,,,,,463.2,284.8,,,0.0,,948.9,739.6,711.8,27.8,41.2,168.1,1233.7,,443.1,443.1,,,,166.5,166.5,0.0,0.0,,0.0,,,0.0,609.6,4.7,4.7,0.0,0.0,28.4,,,,28.4,33.1,642.7,0.0,831.1,,,-543.0,741.5,24.6,1054.2,0.0,1054.2,1696.9,
09/30/2003,1691.5,48.700001,48.700001,0.0,289.200012,,,0.0,0.0,0.0,0.0,0.0,87.5,,,,,,425.399994,284.799988,,,0.0,,981.299988,737.099976,711.900024,25.199951,,244.200012,1266.099976,,453.899994,453.899994,,,,97.0,97.0,0.0,0.0,,3.1e-05,,,3.1e-05,550.900024,8.1,8.1,0.0,0.0,39.5,,,,39.5,47.6,598.500025,0.0,835.400024,,,-547.0,787.0,17.600006,1093.000031,0.0,1093.000031,1691.500055,
12/31/2003,1810.199951,37.200001,37.200001,0.0,298.100006,,,0.0,0.0,0.0,0.0,0.0,84.199997,,,,,,419.5,363.799988,1075.599976,-711.799988,0.0,,1026.900024,771.299988,726.299988,45.0,,255.600037,1390.700012,,29.200001,29.200001,,,,76.0,76.0,0.0,0.0,,437.500011,,,437.500011,542.700012,58.799999,58.799999,0.0,0.0,65.199997,,,,65.199997,123.999996,666.700008,0.0,839.400024,,,-547.0,835.400024,15.699982,1143.500031,0.0,1143.500031,1810.200039,
03/31/2004,1800.0,40.299999,40.299999,0.0,295.200012,,,0.0,0.0,0.0,0.0,0.0,79.699997,,,,,,415.200012,366.299988,,,0.0,,1018.5,769.0,727.099976,41.900024,,249.5,1384.799988,,456.399994,456.399994,,,,54.200001,54.200001,0.0,0.0,,1.1e-05,,,1.1e-05,510.600006,57.299999,57.299999,0.0,0.0,56.799999,,,,56.799999,114.099998,624.700005,0.0,843.099976,,,-547.0,867.900024,11.299988,1175.299988,0.0,1175.299988,1799.999992,
06/30/2004,2009.599976,56.200001,56.200001,0.0,333.600006,,,0.0,0.0,0.0,0.0,0.0,56.799999,,,,,,446.600006,393.100006,,,0.0,,1169.900024,902.099976,835.799988,66.299988,,267.800048,1563.00003,,470.600006,470.600006,,,,256.100006,256.100006,0.0,0.0,,0.0,,,0.0,726.700012,56.099998,56.099998,0.0,0.0,36.200001,,,,36.200001,92.299999,819.000011,0.0,847.700012,,,-896.599976,896.599976,342.899994,1190.600006,0.0,1190.600006,2009.600017,
09/30/2004,2031.699951,50.0,50.0,0.0,350.5,,,0.0,0.0,0.0,0.0,0.0,70.400002,,,,,,470.899994,402.299988,,,0.0,,1158.5,910.200012,847.900024,62.299988,,248.299988,1560.799988,,488.700012,488.700012,,,,227.699997,227.699997,0.0,0.0,,1.5e-05,,,1.5e-05,716.400024,54.5,54.5,0.0,0.0,39.099998,,,,39.099998,93.599998,810.000023,0.0,852.900024,,,-852.900024,926.700012,295.0,1221.700012,0.0,1221.700012,2031.700035,
12/31/2004,2198.8,58.4,58.4,0.0,447.3,447.3,,0.0,0.0,0.0,0.0,0.0,118.4,,,,,,624.1,416.6,1229.8,-813.2,34.6,,1123.5,927.8,855.0,72.8,,195.7,1574.7,,23.3,23.3,,,,49.5,,,,,495.3,,,495.3,568.1,302.2,,,,43.2,,,,43.2,345.4,913.5,0.0,873.6,,,-573.3,946.9,38.1,1285.3,0.0,1285.3,2198.8,
03/31/2005,2193.2,37.2,37.2,0.0,455.7,455.7,,0.0,,,,,96.1,,,,,,589.0,408.9,,,0.0,,1195.3,911.0,856.8,54.2,,284.3,1604.2,,490.3,490.3,,,,43.1,,,,,0.0,,,0.0,533.4,294.6,,,,48.1,,,,48.1,342.7,876.1,0.0,879.4,,,-573.3,978.1,32.9,1317.1,0.0,1317.1,2193.2,
06/30/2005,2202.5,58.6,58.6,0.0,475.9,475.9,,0.0,,,,,74.4,,,,,,608.9,400.2,,,0.0,,1193.4,904.9,854.1,50.8,,288.5,1593.6,,452.2,452.2,,,,93.0,,,,,0.0,,,0.0,545.2,300.2,,,,50.1,,,,50.1,350.3,895.5,0.0,888.2,,,-608.6,1003.7,23.7,1307.0,0.0,1307.0,2202.5,
09/30/2005,2270.1,49.3,49.3,0.0,521.5,521.5,,0.0,0.0,0.0,0.0,0.0,86.7,,,,,,657.5,397.7,,,0.0,,1214.9,920.2,869.5,50.7,48.1,246.6,1612.6,,464.5,464.5,,,,96.1,,,,,0.0,,,0.0,560.6,298.9,,,,52.6,,,,52.6,351.5,912.1,0.0,893.5,,,-616.6,1046.1,35.0,1358.0,0.0,1358.0,2270.1,
03/31/2006,2412.7,207.5,207.5,0.0,518.5,518.5,,0.0,0.0,0.0,0.0,0.0,136.8,,,,,,862.8,396.2,,,0.0,,1153.7,914.2,870.9,43.3,,239.5,1549.9,,459.9,459.9,,,,108.6,,,,,0.0,,,0.0,568.5,300.0,,,,151.8,,,,151.8,451.8,1020.3,0.0,916.1,,,-630.5,1106.2,0.6,1392.4,0.0,1392.4,2412.7,
06/30/2006,2454.1,201.1,201.1,0.0,558.8,558.8,,0.0,0.0,0.0,0.0,0.0,134.5,,,,,,894.4,386.4,,,0.0,,1173.3,915.7,874.1,41.6,40.6,217.0,1559.7,,502.0,502.0,,,,89.6,,,,,0.0,,,0.0,591.6,299.3,,,,149.7,,,,149.7,449.0,1040.6,0.0,932.2,,,-662.3,1146.0,-2.4,1413.5,0.0,1413.5,2454.1,
09/30/2006,2539.5,250.4,250.4,0.0,560.7,560.7,,0.0,0.0,0.0,0.0,0.0,129.1,,,,,,940.2,376.7,,,0.0,,1222.6,922.5,882.5,40.0,,300.1,1599.3,,506.6,506.6,,,,76.0,,,,,0.0,,,0.0,582.6,297.6,,,,205.6,,,,205.6,503.2,1085.8,0.0,945.1,,,-686.3,1191.2,3.7,1453.7,0.0,1453.7,2539.5,
12/31/2006,2540.3,235.9,235.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,694.3,,,,,,930.2,368.6,1350.1,-981.5,49.5,,1192.0,930.1,880.2,49.9,,261.9,1610.1,,512.0,512.0,,,,83.9,83.9,0.0,0.0,,0.0,,,0.0,595.9,259.6,259.6,0.0,0.0,229.7,,,,229.7,489.3,1085.2,0.0,965.1,,,-749.4,1235.7,3.7,1455.1,0.0,1455.1,2540.3,
03/31/2007,2530.2,247.2,247.2,0.0,525.9,525.9,,0.0,0.0,0.0,0.0,0.0,148.4,,,,,,921.5,360.2,,,0.0,,1248.5,927.8,880.6,47.2,,320.7,1608.7,,379.2,379.2,,,,68.1,,,,,0.0,,,0.0,447.3,259.2,,,,336.3,,,,336.3,595.5,1042.8,0.0,972.5,,,-765.8,1271.5,9.2,1487.4,0.0,1487.4,2530.2,
06/30/2007,2575.6,221.8,221.8,0.0,551.5,551.5,,0.0,0.0,0.0,0.0,0.0,178.8,,,,,,952.1,354.2,,,0.0,,1269.3,932.0,886.4,45.6,,337.3,1623.5,,373.5,373.5,,,,20.6,,,,,0.0,,,0.0,394.1,291.9,,,,340.1,,,,340.1,632.0,1026.1,0.0,985.1,,,-791.0,1310.3,45.1,1549.5,0.0,1549.5,2575.6,
09/30/2007,2509.5,116.9,116.9,0.0,591.5,591.5,,0.0,0.0,0.0,0.0,0.0,145.9,,,,,,854.3,358.3,,,0.0,,1296.9,938.7,894.4,44.3,51.3,306.9,1655.2,,383.1,383.1,,,,16.0,,,,,0.0,,,0.0,399.1,259.2,,,,328.2,,,,328.2,587.4,986.5,0.0,993.9,,,-879.7,1352.1,56.7,1523.0,0.0,1523.0,2509.5,
12/31/2007,2564.2,120.3,120.3,0.0,557.7,557.7,,0.0,0.0,0.0,0.0,0.0,183.6,,,,,,861.6,364.4,1444.2,-1079.8,0.0,,1338.2,935.9,896.2,39.7,55.0,347.3,1702.6,,426.3,426.3,,,,0.6,,,,,0.0,,,0.0,426.9,259.3,,,,356.3,,,,356.3,615.6,1042.5,0.0,1007.4,,,-933.4,1397.4,50.3,1521.7,0.0,1521.7,2564.2,
03/31/2008,2543.5,80.0,80.0,0.0,567.7,567.7,,0.0,0.0,0.0,0.0,0.0,175.8,,,,,,823.5,347.5,,,0.0,,1372.5,933.3,894.5,38.8,,439.2,1720.0,,41.5,41.5,,,,3.9,,,,,379.0,,,379.0,424.4,255.6,,,,396.2,,,,396.2,651.8,1076.2,0.0,1006.4,,,-995.2,1431.1,25.0,1467.3,0.0,1467.3,2543.5,
06/30/2008,2587.0,54.9,54.9,0.0,572.0,572.0,,0.0,0.0,0.0,0.0,0.0,170.7,,,,,,797.6,343.1,,,0.0,,1446.3,944.5,900.0,44.5,,501.8,1789.4,,48.6,48.6,,,,51.1,,,,,398.3,,,398.3,498.0,255.7,,,,415.0,,,,415.0,670.7,1168.7,0.0,1028.1,,,-1050.0,1471.6,-31.4,1418.3,0.0,1418.3,2587.0,
09/30/2008,2825.8,136.3,136.3,0.0,594.4,594.4,,0.0,0.0,0.0,0.0,0.0,193.8,,,,,,924.5,418.8,,,0.0,,1482.5,1189.9,1110.3,79.6,,292.6,1901.3,,52.9,52.9,,,,7.9,,,,,404.8,,,404.8,465.6,655.7,,,,457.7,,,,457.7,1113.4,1579.0,0.0,1031.2,,,-1050.0,1331.6,-66.0,1246.8,0.0,1246.8,2825.8,
12/31/2008,2841.4,240.0,240.0,0.0,523.8,523.8,,0.0,0.0,0.0,0.0,0.0,214.2,,,,,,978.0,420.9,1548.5,-1127.6,0.0,,1442.5,1103.7,1034.9,68.8,,338.8,1863.4,,68.5,68.5,,,,259.5,,,,,470.2,,,470.2,798.2,406.4,,,,486.7,,,,486.7,893.1,1691.3,0.0,1034.2,,,-1050.0,1302.3,-136.4,1150.1,0.0,1150.1,2841.4,
03/31/2009,2911.4,277.6,277.6,0.0,506.3,506.3,0.0,0.0,0.0,0.0,0.0,0.0,232.1,39.5,,,,100.4,1016.0,411.5,,,0.0,,1483.9,1102.8,1037.2,65.6,52.2,328.9,1895.4,,490.2,55.4,,,434.8,257.4,0.0,,,257.4,54.8,154.4,,0.0,802.4,406.3,406.3,,,528.3,,140.5,59.8,173.6,934.6,1737.0,0.0,1033.4,1033.4,,-1047.5,1328.7,-140.2,1174.4,0.0,1174.4,2911.4,
06/30/2009,2846.5,336.0,336.0,0.0,452.8,452.8,0.0,0.0,0.0,0.0,0.0,0.0,190.3,50.3,,,,65.0,979.1,405.4,,,0.0,,1462.0,1103.2,1044.1,59.1,51.9,306.9,1867.4,,499.8,47.0,,,452.8,200.7,0.0,,,200.7,27.9,180.9,,0.0,728.4,407.1,407.1,,,538.2,,141.4,102.3,113.6,945.3,1673.7,0.0,1038.6,1038.6,,-1045.5,1267.1,-87.4,1172.8,0.0,1172.8,2846.5,
09/30/2009,2663.5,336.3,336.3,0.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,198.9,45.3,,,,69.0,1014.2,378.2,,,0.0,,1271.1,1102.6,1046.5,56.1,53.7,114.8,1649.3,,457.6,41.8,,,415.8,73.9,0.0,,,73.9,26.4,110.3,,0.0,557.9,530.0,530.0,,,474.7,,137.0,128.3,99.1,1004.7,1562.6,0.0,1043.4,1043.4,,-1043.8,1180.5,-79.2,1100.9,0.0,1100.9,2663.5,
12/31/2009,2605.8,331.7,331.7,0.0,384.3,384.3,0.0,0.0,0.0,0.0,0.0,0.0,226.4,39.0,3.2,41.4,68.0,86.4,942.4,323.3,1458.1,-1134.8,0.0,,1340.1,1028.9,979.3,49.6,52.7,187.3,1663.4,,409.3,33.5,0.0,0.0,375.8,405.2,0.0,,,405.2,66.8,0.0,14.9,48.5,881.3,64.4,64.4,,,453.7,0.0,130.5,48.6,259.7,518.1,1399.4,0.0,1084.1,1048.1,36.0,-1042.0,1221.3,-57.0,1206.4,0.0,1206.4,2605.8,
03/31/2010,2348.8,108.4,108.4,0.0,367.3,367.3,0.0,0.0,0.0,0.0,0.0,0.0,332.9,38.3,,134.7,,100.2,808.6,339.7,,,0.0,,1200.5,1032.2,984.7,47.5,58.3,110.0,1540.2,,375.9,33.9,,,342.0,152.6,0.0,,,152.6,121.0,,8.5,108.5,649.5,64.3,64.3,,,385.3,,130.6,83.2,163.0,449.6,1099.1,0.0,1083.1,1047.1,36.0,-1040.3,1256.0,-49.1,1249.7,0.0,1249.7,2348.8,
06/30/2010,2237.4,129.7,129.7,0.0,365.3,365.3,0.0,0.0,0.0,0.0,0.0,0.0,150.2,35.7,,4.2,,58.5,645.2,381.2,,,0.0,,1211.0,1029.7,984.7,45.0,56.8,124.5,1592.2,,403.6,40.2,,,363.4,46.6,0.0,,,46.6,0.7,,,0.7,450.9,119.0,119.0,,,385.9,,130.3,97.4,158.2,504.9,955.8,0.0,1086.4,1050.4,36.0,-1038.5,1282.7,-49.0,1281.6,0.0,1281.6,2237.4,
09/30/2010,2241.4,154.7,154.7,0.0,354.4,354.4,0.0,0.0,0.0,0.0,0.0,0.0,133.7,31.8,,,,61.5,642.8,376.1,,,0.0,,1222.5,1029.3,986.7,42.6,58.9,134.3,1598.6,,351.6,34.9,,,316.7,72.6,0.0,,,72.6,9.1,,,0.0,433.3,119.0,119.0,,,375.6,,123.7,94.0,157.9,494.6,927.9,,1089.7,1053.7,36.0,-1061.8,1310.5,-24.9,1313.5,0.0,1313.5,2241.4,
12/31/2010,2125.3,186.1,186.1,0.0,371.6,371.6,0.0,0.0,0.0,0.0,0.0,0.0,147.8,38.3,19.2,11.8,38.1,37.3,705.5,347.6,1522.0,-1174.4,0.0,,1072.2,860.6,820.5,40.1,64.3,90.0,1419.8,,373.0,53.6,0.0,0.0,319.4,91.0,0.0,,,91.0,7.2,0.0,0.8,0.0,471.2,119.3,119.3,,,350.7,0.0,129.6,76.4,143.9,470.0,941.2,0.0,1094.5,1094.5,0.0,-1060.2,1165.1,-15.3,1184.1,0.0,1184.1,2125.3,
03/31/2011,2108.8,166.3,166.3,0.0,362.1,362.1,0.0,0.0,0.0,0.0,0.0,0.0,157.3,45.2,14.3,11.8,38.7,40.0,685.7,341.4,,,0.0,,1081.7,858.7,821.4,37.3,65.0,105.0,1423.1,,352.3,45.2,,,307.1,63.9,0.0,,,63.9,5.9,,0.2,0.0,422.1,119.6,119.6,,,356.6,,128.0,88.8,139.6,476.2,898.3,0.0,1099.8,1099.8,,-1075.7,1197.3,-10.9,1210.5,0.0,1210.5,2108.8,
06/30/2011,2116.0,181.3,181.3,0.0,359.7,359.7,0.0,0.0,0.0,0.0,0.0,0.0,150.9,42.4,,11.8,36.6,54.0,691.9,341.5,,,0.0,,1082.6,855.6,820.7,34.9,66.1,124.3,1424.1,,357.0,44.7,,,312.3,51.3,0.0,,,51.3,0.0,,,0.0,408.3,121.5,121.5,,,361.5,,125.7,96.8,139.0,483.0,891.3,0.0,1103.9,1103.9,,-1094.0,1228.7,-13.9,1224.7,0.0,1224.7,2116.0,
09/30/2011,2345.1,472.5,472.5,0.0,376.8,376.8,0.0,0.0,0.0,0.0,0.0,0.0,154.3,40.8,,9.1,24.9,44.9,1003.6,341.2,,,0.0,,1000.3,850.5,818.0,32.5,0.0,124.9,1341.5,,363.0,33.0,,,330.0,6.4,0.0,,,6.4,0.0,,,0.0,369.4,121.0,121.0,,,433.1,,118.7,153.8,160.6,554.1,923.5,0.0,1107.2,1107.2,,-1092.6,1441.8,-34.8,1421.6,0.0,1421.6,2345.1,
12/31/2011,2330.8,444.5,421.8,22.7,305.9,305.9,0.0,0.0,0.0,0.0,0.0,0.0,200.7,28.1,3.9,87.3,26.1,27.5,951.1,343.9,1182.4,-838.5,0.0,,1035.8,646.8,621.5,25.3,,359.0,1379.7,,286.5,41.9,0.0,0.0,244.6,6.2,0.0,,,6.2,79.5,0.0,8.1,68.3,372.2,120.9,120.9,,,426.2,0.0,136.0,101.0,181.1,547.1,919.3,0.0,1111.8,,,-1149.1,1495.5,-46.7,1411.5,0.0,1411.5,2330.8,
