Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1998,1358.800049,0.9,0.9,0.0,297.5,,,0.0,,,,,36.900002,,,,,,335.299988,209.399994,,,0.0,,814.099976,,,,,814.099976,1023.499969,,192.5,192.5,,,,729.400024,,,,,0.0,,,0.0,921.900024,0.6,,,,6.6,,,,6.6,7.2,929.100024,0.0,427.5,,,,,2.2,429.7,0.0,429.7,1358.800024,
06/30/1998,1409.300049,1.5,1.5,0.0,331.899994,,,0.0,0.0,0.0,0.0,,36.5,,,,,,369.899994,215.300003,524.700012,-309.399994,0.0,,824.099976,708.799988,,,,115.299988,1039.399979,,194.5,194.5,,,,754.799988,,,,,0.0,,,0.0,949.299988,0.9,,,,8.1,,,,8.1,9.0,958.299988,0.0,450.399994,,,0.0,,0.6,450.999994,0.0,450.999994,1409.299982,
09/30/1998,1372.199951,1.4,1.4,0.0,307.899994,,,0.0,0.0,0.0,0.0,,36.299999,,,,,,345.600006,229.399994,,,0.0,,797.200012,0.0,,,,797.200012,1026.600006,,201.300003,201.300003,,,,478.5,,,,,-1.5e-05,,,-1.5e-05,679.799988,0.3,,,,12.7,,,,12.7,13.0,692.799988,0.0,663.0,,,0.0,,16.4,679.4,0.0,679.4,1372.199987,
12/31/1998,1450.875,3.8,3.8,0.0,314.299988,,,0.0,0.0,0.0,0.0,,42.400002,,,,,,360.5,249.800003,,,0.0,,840.599976,0.0,,,,840.599976,1090.399979,,231.100006,231.100006,,,,466.799988,,,,,3.1e-05,,,3.1e-05,697.900024,21.5,,,,0.0,,,,0.0,21.5,719.400024,0.0,681.099976,,,0.0,,50.400002,731.499977,0.0,731.499977,1450.900002,
03/31/1999,1545.699951,20.200001,20.200001,0.0,355.299988,,,0.0,0.0,0.0,0.0,0.0,45.099998,,,,,,420.600006,250.699997,515.299988,-264.600006,0.0,,874.400024,726.799988,,,,147.600037,1125.100021,,227.600006,227.600006,,,,510.600006,,,,,0.0,,,0.0,738.200012,31.4,,,,0.0,,,,0.0,31.4,769.600012,0.0,684.200012,,,0.0,,83.400002,767.600014,8.5,776.100014,1545.700026,
06/30/1999,1547.599976,20.299999,20.299999,0.0,339.600006,,,0.0,0.0,0.0,0.0,0.0,48.0,,,,,,407.899994,290.5,574.299988,-283.799988,0.0,,849.200012,702.0,,,,147.200012,1139.700012,,0.0,0.0,,,,464.0,,,,,251.400024,,,251.400024,715.400024,13.4,,,,0.0,,,,0.0,13.4,728.800024,0.0,687.799988,,,0.0,,120.400002,808.199989,10.6,818.79999,1547.600014,
09/30/1999,1663.0,42.400002,42.400002,0.0,351.799988,,,0.0,0.0,0.0,0.0,0.0,57.400002,,,,,,451.600006,298.100006,600.400024,-302.299988,0.0,,913.299988,744.0,,,,169.299988,1211.399994,,289.200012,289.200012,,,,500.5,,,,,0.0,,,0.0,789.700012,15.7,,,,0.0,,,,0.0,15.7,805.400012,0.0,690.0,,,0.0,,167.600006,857.600006,0.0,857.600006,1663.000018,
12/31/1999,1579.5,30.799999,30.799999,0.0,214.800003,,,0.0,0.0,0.0,0.0,0.0,52.299999,,,,,,297.899994,335.600006,657.5,-321.899994,55.5,,890.5,754.299988,834.400024,-80.100037,,136.200012,1281.600006,,339.399994,339.399994,,,,48.0,,,,,0.0,,,0.0,387.399994,250.300003,,,,14.6,,,,14.6,264.900003,652.299997,0.0,697.5,,,-11.9,,241.599997,927.199997,0.0,927.199997,1579.499994,
03/31/2000,1568.5,27.1,27.1,0.0,195.100006,,,0.0,0.0,0.0,0.0,0.0,68.800003,,,,,,291.0,348.200012,692.5,-344.299988,0.0,,929.299988,751.099976,,,,178.200012,1277.5,,292.700012,292.700012,,,,43.799999,,,,,-1.1e-05,,,-1.1e-05,336.5,252.199997,,,,14.3,,,,14.3,266.499997,602.999997,0.0,713.0,,,0.0,,252.5,965.5,0.0,965.5,1568.499997,
06/30/2000,1565.900024,31.799999,31.799999,0.0,192.800003,,,0.0,0.0,0.0,0.0,0.0,77.300003,,,,,,301.899994,361.700012,732.799988,-371.100006,0.0,,902.299988,746.5,,,,155.799988,1264.0,,280.600006,280.600006,,,,8.7,,,,,-1.8e-05,,,-1.8e-05,289.299988,252.199997,,,,15.2,,,,15.2,267.399997,556.699985,0.0,724.5,,,0.0,,284.700012,1009.200012,0.0,1009.200012,1565.899997,
09/30/2000,1699.6,37.4,37.4,0.0,320.2,320.2,,0.0,0.0,0.0,0.0,0.0,87.5,,,,,,445.1,367.6,762.400024,-394.799988,10.4,10.4,876.5,748.7,,,71.8,56.0,1254.5,,315.3,315.3,,,,0.6,,,,,0.0,,,0.0,315.9,312.2,,,,17.2,,,,17.2,329.4,645.3,0.0,732.3,,,-6.4,330.5,-2.1,1054.3,0.0,1054.3,1699.6,
03/31/2001,1759.599976,43.5,43.5,0.0,357.5,,,0.0,0.0,0.0,0.0,0.0,80.300003,,,,,,481.299988,371.700012,,,4.4,,902.200012,739.0,,,,163.200012,1278.300025,,318.700012,318.700012,,,,1.2,1.2,0.0,0.0,,-1.8e-05,,,-1.8e-05,319.899994,244.199997,244.199997,0.0,0.0,18.1,,,,18.1,262.299997,582.199991,0.0,757.799988,,,-0.9,,420.500006,1177.399994,0.0,1177.399994,1759.599985,
06/30/2001,1710.199951,30.5,30.5,0.0,332.600006,,,0.0,0.0,0.0,0.0,0.0,78.900002,,,,,,442.0,368.799988,,,4.6,,894.799988,732.099976,,,,162.700012,1268.199975,,294.0,294.0,,,,1.2,1.2,0.0,0.0,,1.2e-05,,,1.2e-05,295.200012,169.800003,169.800003,0.0,0.0,17.9,,,,17.9,187.700003,482.900015,0.0,783.400024,,,-0.6,,444.499994,1227.300018,0.0,1227.300018,1710.200033,
09/30/2001,1723.5,36.900002,36.900002,0.0,391.299988,,,0.0,0.0,0.0,0.0,0.0,84.0,,,,,,512.200012,338.100006,,,0.0,,873.200012,715.5,,,,157.700012,1211.300018,,351.200012,351.200012,,,,1.8,1.8,0.0,0.0,,-1.2e-05,,,-1.2e-05,353.0,184.5,184.5,0.0,0.0,19.0,,,,19.0,203.5,556.5,0.0,788.200012,,,-66.5,,445.299988,1167.0,0.0,1167.0,1723.5,
12/31/2001,1742.9,41.1,41.1,0.0,413.6,413.6,,0.0,0.0,0.0,0.0,0.0,68.4,,,,,,523.1,350.4,875.0,-524.6,0.0,,869.4,97.4,,,35.3,736.7,1219.8,,362.5,362.5,,,,129.9,129.9,0.0,0.0,,0.0,,,0.0,492.4,3.6,3.6,0.0,0.0,20.3,,,,20.3,23.9,516.3,0.0,796.4,,,-68.9,517.9,-18.8,1226.6,0.0,1226.6,1742.9,
03/31/2002,1794.900024,74.900002,74.900002,0.0,450.0,,,0.0,0.0,0.0,0.0,0.0,66.400002,,,,,,591.299988,335.0,,,0.0,,868.599976,704.099976,666.900024,37.199951,,164.5,1203.599976,,373.0,373.0,,,,141.199997,141.199997,0.0,0.0,,1.5e-05,,,1.5e-05,514.200012,4.1,4.1,0.0,0.0,23.6,,,,23.6,27.7,541.900012,0.0,806.799988,,,-114.699997,,560.900009,1253.0,0.0,1253.0,1794.900012,
06/30/2002,1752.699951,23.799999,23.799999,0.0,463.700012,,,0.0,0.0,0.0,0.0,0.0,71.099998,,,,,,558.599976,330.899994,,,0.0,,863.200012,704.400024,668.799988,35.600037,,158.799988,1194.100006,,329.600006,329.600006,,,,118.0,118.0,0.0,0.0,,0.0,,,0.0,447.600006,4.1,4.1,0.0,0.0,25.1,,,,25.1,29.2,476.800006,0.0,812.799988,,,-170.300003,,633.400009,1275.899994,0.0,1275.899994,1752.7,
09/30/2002,1662.5,41.700001,41.700001,0.0,332.0,,,0.0,0.0,0.0,0.0,0.0,65.400002,,,,,,439.100006,334.100006,,,0.0,,889.299988,727.799988,693.099976,34.700012,,161.5,1223.399994,,343.5,343.5,,,,125.900002,125.900002,0.0,0.0,,-8e-06,,,-8e-06,469.399994,4.8,4.8,0.0,0.0,23.4,,,,23.4,28.2,497.599994,0.0,815.900024,,,-332.799988,,681.799988,1164.900024,0.0,1164.900024,1662.500018,
