Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,114.833109,114.806095,114.806095,,1.54855,0.781152,0.043639,0.030546,0.030546,,0.030546,0.030546,0.030546,0.055538,0.070188,,9.686153,3.303561,,
06/30/1990,114.87632,114.857273,114.857273,,1.612218,0.832982,0.210174,0.140233,0.140233,,0.140233,0.140233,0.140233,0.055538,-0.4799,,7.976622,3.389349,,
09/30/1990,114.52341,114.875241,114.875241,,1.587775,0.814788,0.180796,0.130514,0.130514,,0.130514,0.130514,0.130514,0.055538,1.248145,,8.225113,3.450238,,
12/31/1990,113.144605,113.709552,113.709552,,1.691327,0.889248,0.098743,0.11663,0.11663,0.11663,0.11663,0.11663,0.11663,0.058315,0.784877,,9.99399,3.515643,,
03/31/1991,113.378245,113.205396,113.205396,,1.60116,0.880956,0.180318,0.123572,0.123572,,0.123572,0.123572,0.123572,0.058315,-0.130232,,9.873914,3.579831,,
06/30/1991,113.450269,113.407058,113.407058,,1.615446,0.927773,0.174786,0.137457,0.137457,,0.137457,0.137457,0.137457,0.058315,1.170403,,9.848174,3.665174,,
09/30/1991,114.52341,114.062463,114.062463,,1.672592,0.986661,0.195428,0.145787,0.145787,,0.145787,0.145787,0.145787,0.058315,0.207281,,6.973648,3.730277,,
12/31/1991,143.001213,114.105677,114.105677,,2.423657,1.336542,0.391199,0.236036,0.236036,0.236036,0.236036,0.236036,0.236036,0.06248,-0.635534,,7.448398,3.765437,,
03/31/1992,143.447753,133.71028,133.71028,,1.552177,0.974809,0.274496,0.185358,0.185358,,0.185358,0.185358,0.185358,0.06248,0.290778,,5.670044,3.878639,,
06/30/1992,134.370487,134.140013,134.140013,,1.565901,1.030886,0.290204,0.193689,0.193689,,0.193689,0.193689,0.193689,0.06248,-0.028955,,4.026152,4.29313,,
09/30/1992,134.524134,134.548138,134.548138,,1.526829,1.043062,0.294266,0.197854,0.197854,,0.197854,0.197854,0.197854,0.06248,1.218687,,4.758358,4.423972,,
12/31/1992,135.033089,134.865036,134.865036,,1.492025,1.030482,0.297127,0.087472,0.087472,0.087472,0.087472,0.087472,0.087472,0.074976,-0.580529,,5.797742,4.424938,,
03/31/1993,151.924838,151.785588,151.785588,,1.484535,1.063177,0.297795,0.195771,0.195771,,0.195771,0.195771,0.195771,0.074976,1.392141,,3.813623,4.231388,,
06/30/1993,151.516705,151.775991,151.775991,,1.496067,1.078102,0.271472,0.168697,0.168697,,0.168697,0.168697,0.168697,0.074976,-1.766946,,4.139273,4.322118,,
09/30/1993,153.038783,152.971562,152.971562,,1.574404,1.142761,0.289256,0.17911,0.17911,,0.17911,0.17911,0.17911,0.074976,-0.771032,,4.352001,4.438332,,
12/31/1993,153.802233,159.093496,159.093496,,1.675442,1.24738,0.251538,0.145787,0.145787,0.145787,0.145787,0.145787,0.145787,0.087472,-0.440904,,4.995922,4.509583,,
03/31/1994,164.730477,164.759289,164.759289,,1.831539,1.429953,0.366334,0.24159,0.24159,,0.24159,0.24159,0.24159,0.087472,1.261932,,5.855055,4.556704,,
06/30/1994,164.970568,164.836126,164.836126,,1.749149,1.320044,0.298921,0.220763,0.220763,,0.220763,0.220763,0.220763,0.087472,2.366356,,5.28607,4.615211,,
09/30/1994,165.177029,163.261214,163.261214,,1.743592,1.255436,0.338525,0.23326,0.23326,,0.23326,0.23326,0.23326,0.087472,0.720134,,5.459506,4.739787,,
12/31/1994,163.606933,164.519217,164.519217,,1.732624,1.185558,0.260541,0.199937,0.199937,0.199937,0.199937,0.199937,0.199937,0.097886,1.123656,,5.992937,4.736382,,
