Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/31/2014,671.0,563.0,108.0,-299.0,299.0,372.0,0.0,-281.0,191.0,90.0,0.0,91.0,1.0,,,,,-1.0,92.0,-18.0,74.0,0.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0,74.0,72.05,-1.95,,,,,,,,,
04/30/2014,743.0,627.0,116.0,-328.0,328.0,415.0,0.0,-288.0,199.0,89.0,0.0,127.0,1.0,,,,,-1.0,128.0,-18.0,110.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,110.0,110.0,0.0,,,,,,,,,
07/31/2014,757.0,757.0,,-343.0,343.0,414.0,0.0,-293.0,202.0,91.0,0.0,121.0,1.0,,,,,-1.0,122.0,-15.0,107.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,0.0,107.0,108.95,1.95,,,,,,,,,
10/31/2014,762.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,101.0,,0.0,101.0,101.0,,167.0,0.60479,0.60479,,167.0,0.60479,0.60479,,
01/31/2015,701.0,701.0,,-318.0,318.0,383.0,0.0,-296.0,206.0,96.0,-6.0,87.0,-9.0,12.0,12.0,0.0,,-3.0,78.0,-8.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,70.0,66.0,-4.0,168.0,0.42,0.42,0.392857,170.0,0.41,0.41,0.386471,
04/30/2015,740.0,740.0,,-324.0,324.0,416.0,0.0,-283.0,192.0,96.0,-5.0,133.0,-11.0,10.0,11.0,-1.0,,1.0,122.0,-26.0,96.0,0.0,0.0,0.0,96.0,0.0,96.0,0.0,0.0,96.0,102.0,6.0,169.0,0.57,0.57,0.60355,171.0,0.56,0.56,0.595088,
07/31/2015,665.0,665.0,,-295.0,295.0,370.0,0.0,-270.0,183.0,90.0,-3.0,100.0,-13.0,12.0,12.0,0.0,,1.0,87.0,-17.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,70.0,85.0,15.0,169.0,0.41,0.41,0.502959,172.0,0.41,0.41,0.497209,
10/31/2015,750.0,750.0,,-327.0,327.0,423.0,0.0,-312.0,212.0,105.0,-5.0,111.0,-10.0,,11.0,,,-1.0,101.0,176.0,277.0,0.0,0.0,0.0,277.0,0.0,277.0,0.0,0.0,277.0,108.0,-169.0,170.0,1.63,1.63,0.635294,172.0,1.61,1.61,0.627442,
01/31/2016,721.0,721.0,,-329.0,329.0,392.0,0.0,-294.0,200.0,108.0,-14.0,98.0,-14.0,11.0,12.0,-1.0,,3.0,84.0,-20.0,64.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,0.0,64.0,68.55,4.55,171.0,0.37,0.37,0.400877,172.0,0.37,0.37,0.396453,
04/30/2016,731.0,731.0,,-325.0,325.0,406.0,0.0,-311.0,207.0,108.0,-4.0,95.0,-8.0,12.0,12.0,0.0,,-4.0,87.0,1.0,88.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.0,88.0,90.41379,2.41379,170.0,0.52,0.52,0.531846,172.0,0.51,0.51,0.524034,
07/31/2016,715.0,715.0,,-309.0,309.0,406.0,0.0,-300.0,200.0,104.0,-4.0,106.0,-9.0,10.0,11.0,-1.0,,-1.0,97.0,-6.0,91.0,0.0,0.0,0.0,91.0,0.0,91.0,0.0,0.0,91.0,80.186667,-10.813333,170.0,0.54,0.54,0.471686,172.0,0.53,0.53,0.467132,
