Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Real Estate Investments,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Associates,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2002,1202.727051,110.432999,,,0.0,,59.164001,0.0,0.0,0.0,17.724001,,978.765991,660.72699,,,,,36.640059,,0.0,25.0,,,,458.174011,,,,,,,,132.638996,615.813007,0.0,404.558014,,,-50.500999,205.009995,-0.704002,558.363007,28.551001,586.914007,1202.727015,
06/30/2002,1240.251,127.914,,,0.0,,61.149,0.0,0.0,0.0,19.853,,996.765,673.381,,,,0.0,34.57,,0.0,25.0,,,,458.461,,,,,,,,159.194,642.655,0.0,406.004,,,-57.462,220.362,-0.564,568.34,29.256,597.596,1240.251,
09/30/2002,1292.821,77.892,,,0.0,,47.372,0.0,0.0,0.0,19.647,,1113.255,736.081,,,,0.0,34.655,,0.0,0.0,,,,533.751,,,,,,,,171.967,705.718,0.0,406.004,,,-78.202,233.182,-0.371,560.613,26.49,587.103,1292.821,
12/31/2002,1242.994,27.708,,,0.0,,50.798,0.0,0.0,0.0,19.228,,1113.064,739.053,,,,0.0,32.196,,0.0,,,,,471.371,,,,,,,,169.264,640.635,0.0,406.004,,,-80.343,246.444,-0.244,571.861,30.498,602.359,1242.994,
03/31/2003,1388.435,171.385,,,0.0,,45.193,0.0,0.0,0.0,19.223,,1112.17,741.568,,,,,40.464,,0.0,9.697,,,,657.445,,,,,,,,145.727,812.869,0.0,405.986,,,-114.013,259.441,-0.055,551.359,24.207,575.566,1388.435,
06/30/2003,1424.988,200.512,,,0.0,,51.39,0.0,0.0,0.0,18.963,,1112.073,744.414,,,,,42.05,,0.0,12.162,,,,653.032,,,,,,,,161.488,826.682,0.0,406.8,,,-108.677,273.264,0.322,571.709,26.597,598.306,1424.988,
09/30/2003,1475.402,231.093,,,0.0,,56.215,0.0,0.0,0.0,37.755,,1109.499,745.614,,,,,40.84,,0.0,11.93,,,,653.186,,,,,,,,182.972,848.088,0.0,408.064,,,-104.234,289.659,0.714,594.203,33.111,627.314,1475.402,
12/31/2003,1519.205,253.334,0.0,,0.0,,65.288,0.0,0.0,0.0,36.886,,1116.036,751.607,,,,0.0,47.661,,0.0,11.744,,,,653.34,,,,,,,,198.558,863.642,0.0,408.684,,,-101.831,306.972,0.944,614.769,40.794,655.563,1519.205,
03/31/2004,1634.861,359.734,,,0.0,,74.12,0.0,0.0,0.0,36.641,,1110.666,751.265,,,,,53.7,,0.0,9.51,,,,953.494,,,,,,,,208.202,1171.206,0.0,378.12,,,-281.602,325.142,1.194,422.854,40.801,463.655,1634.861,
06/30/2004,1702.063,344.672,,,0.0,,79.895,0.0,0.0,0.0,39.505,,1190.989,812.146,,,,,47.002,,0.0,7.623,,,,953.649,,,,,,,,245.971,1207.243,0.0,378.12,,,-281.695,344.062,1.763,442.25,52.57,494.82,1702.063,
09/30/2004,1685.928,314.867,,,0.0,,89.004,0.0,0.0,0.0,40.884,,1188.272,814.379,,,,,52.901,,0.0,9.305,,,,850.553,,,,,,,,268.297,1128.155,0.0,381.605,,,-253.05,360.861,1.689,491.105,66.668,557.773,1685.928,
12/31/2004,1933.421,140.277,,,0.0,,91.487,0.0,0.0,0.0,40.953,,1328.976,888.567,,,,,331.728,,0.0,17.728,,,,850.708,,,,,,,,269.915,1138.351,0.0,567.163,,,-245.127,384.119,1.537,707.692,87.378,795.07,1933.421,
03/31/2005,1923.091,122.653,,,,,109.542,,,,42.051,,1332.769,887.328,,,,,316.076,,,8.08,,,,850.857,,,,,,,,260.901,1119.838,0.0,567.545,,,-243.38,409.672,2.754,736.591,66.662,803.253,1923.091,
06/30/2005,1975.781,171.348,,,,,111.838,,,,42.925,,1333.186,892.273,,,,,316.484,,,13.5,,,,827.512,,,,,,,,294.154,1135.166,,559.708,,,-231.096,435.913,1.385,765.91,74.705,840.615,1975.781,
09/30/2005,2264.02,139.235,,,,,136.222,,,,47.146,,1571.012,1082.313,,,,,370.405,,,7.1,,,,974.067,,,,,,,,384.664,1365.831,,590.208,,,-260.383,464.424,16.388,810.637,87.552,898.189,2264.02,
12/31/2005,2321.636,140.423,,,0.0,,148.85,0.0,0.0,0.0,50.592,,1576.941,1093.249,,,,,404.83,,0.0,65.75,,,,899.732,,,,,,,,393.61,1359.092,0.0,593.48,,,-296.043,503.188,16.756,817.381,145.163,962.544,2321.636,
03/31/2006,2395.281,114.719,,,0.0,,154.594,,,,55.327,,1568.44,1088.347,,414.409,,,87.792,,0.0,65.75,,,,933.449,,,,,,,,359.094,1358.293,0.0,596.011,,,-334.17,538.428,16.291,816.56,220.428,1036.988,2395.281,
06/30/2006,2456.762,160.406,,,0.0,,147.727,,,,59.075,,1581.721,1104.105,,402.821,,,105.012,,0.0,65.75,,,,1207.659,,,,,,,,415.704,1689.113,,599.649,,,-658.344,572.364,29.75,543.419,224.23,767.649,2456.762,
09/30/2006,2531.63,222.062,,,0.0,,160.442,,,,59.862,,1583.608,1113.286,,393.795,,,111.861,,0.0,65.75,,,,1229.246,,,,,,,,472.216,1767.212,0.0,606.269,,,-705.14,605.511,28.544,535.184,229.234,764.418,2531.63,
03/31/2007,2568.085,124.084,,,,,178.269,,,,65.224,,1669.475,1180.21,,410.587,,,120.446,,,30.5,,,,1406.84,,,,,,,,377.019,1814.359,,627.557,,,-822.715,691.087,17.833,513.762,239.964,753.726,2568.085,
06/30/2007,2679.61,165.809,,,,,187.725,,,,66.885,,1713.388,1213.371,,422.173,,,123.63,,,20.4,,,,1378.077,,,,,,,,436.128,1834.605,,634.518,,,-819.674,732.974,44.131,591.949,253.056,845.005,2679.61,
09/30/2007,2755.063,206.609,,,,,197.461,,,,67.808,,1721.634,1224.706,,439.472,,,122.079,,,10.1,,,,1322.383,,,,,,,,527.717,1860.2,0.0,656.958,,,-858.617,775.559,67.482,641.382,253.481,894.863,2755.063,
12/31/2007,3395.705,222.954,,,,,237.636,,,,69.879,,1726.989,1230.387,,998.384,,,139.863,,,,,,,1997.583,,,,,,,,606.89,2604.473,,662.844,,,-1094.805,836.426,64.737,469.202,322.03,791.232,3395.705,
03/31/2008,3294.37,162.228,0.0,,,,209.242,,,,69.66,,1726.104,1236.859,,987.069,,,140.067,,,46.0,,,,1407.681,,,,,,,,484.658,1938.339,,953.462,,,-756.615,869.204,52.829,1118.88,237.151,1356.031,3294.37,
06/30/2008,3342.377,193.237,0.0,,,,179.366,,,,69.807,,1769.56,1270.419,,989.227,,,141.18,,,,,,,1451.17,,,,,,,,488.791,1939.961,,942.299,,,-738.967,904.499,62.289,1170.12,232.296,1402.416,3342.377,
09/30/2008,3524.181,403.01,0.0,,,,170.582,,,,69.714,,1758.247,1265.066,,954.104,,,168.524,,,,,,,1547.744,,,,,,,,557.848,2105.592,0.0,917.676,,,-692.684,929.347,47.412,1201.751,216.838,1418.589,3524.181,
12/31/2008,3212.7,396.431,,,,,131.099,,,,71.845,,1734.991,1243.583,,747.676,,,130.658,,,44.4,,,,1437.416,,,,,,,,559.886,2041.702,0.0,818.171,,,-702.953,813.664,-4.081,924.801,246.197,1170.998,3212.7,
03/31/2009,2989.274,237.291,0.0,,,0.0,101.317,,,,69.158,69.158,1719.944,1237.966,481.978,740.208,,0.0,121.356,,,,,,,954.0,,,954.0,,,,331.929,131.303,1417.232,0.0,814.477,0.458,814.019,-533.771,819.789,-13.953,1086.542,485.5,1572.042,2989.274,
06/30/2009,3080.296,274.369,0.0,,,,113.899,,,,66.885,66.885,1732.364,1255.793,476.571,757.018,,0.0,135.761,,,,,,,957.424,,,957.424,,,,338.047,147.949,1443.42,0.0,762.75,0.458,762.292,-498.988,830.768,10.723,1105.253,531.623,1636.876,3080.296,
09/30/2009,3324.536,225.25,,,,,132.16,,,,64.874,64.874,1992.219,1406.615,585.604,775.015,,0.0,135.018,,,,,,,960.872,,,960.872,,,,323.308,244.377,1528.557,0.0,672.046,0.458,671.588,-452.458,848.537,36.515,1104.64,691.339,1795.979,3324.536,
12/31/2009,3390.906,259.487,56.69,,,56.69,140.118,,,,62.402,62.402,1984.79,1413.217,571.573,752.141,54.241,0.0,81.037,,,,0.0,0.0,0.0,964.334,0.0,0.0,964.334,0.0,0.0,0.0,322.671,253.181,1540.186,0.0,612.549,0.458,612.091,-421.954,873.137,45.958,1109.69,741.03,1850.72,3390.906,
03/31/2010,3865.871,203.751,80.814,,,80.814,312.242,,,,65.309,65.309,2324.472,1521.222,803.25,742.18,,0.0,137.103,,,,,,,1138.102,,,1138.102,,,,393.263,427.968,1959.333,0.0,595.3,0.458,594.842,-416.588,890.599,71.35,1140.661,765.877,1906.538,3865.871,
06/30/2010,4938.453,220.543,62.802,,,62.802,256.212,,,,68.086,68.086,3380.502,1983.468,1397.034,724.875,,0.0,225.433,,,,,,,1583.944,,,1583.944,,,,464.151,510.541,2558.636,0.0,881.237,0.508,880.729,-356.341,915.804,47.161,1487.861,891.956,2379.817,4938.453,
09/30/2010,4950.942,255.452,84.945,,,84.945,241.034,,,,66.789,66.789,3396.562,1995.756,1400.806,630.996,79.0,0.0,196.164,,,,,,,1299.209,,,1299.209,,,,471.571,584.179,2354.959,0.0,1016.857,0.539,1016.318,-325.521,949.759,70.973,1712.068,883.915,2595.983,4950.942,
12/31/2010,5279.8,313.3,116.0,,,116.0,278.4,,,,67.7,67.7,3542.5,2121.9,1420.6,678.9,40.6,0.0,242.4,,,,0.0,0.0,0.0,1392.0,0.0,0.0,1392.0,0.0,0.0,0.0,495.4,610.8,2498.2,0.0,981.0,0.5,980.5,-293.3,1011.8,100.5,1800.0,981.6,2781.6,5279.8,
03/31/2011,5259.3,252.8,110.3,,,110.3,335.0,,,,66.0,66.0,3552.2,2142.6,1409.6,622.7,72.2,0.0,248.1,,,,,,,1276.0,,,1276.0,,,,502.9,598.1,2377.0,0.0,855.1,0.5,854.6,-256.7,1050.9,111.9,1761.2,1121.1,2882.3,5259.3,
06/30/2011,5325.0,311.2,147.0,,,147.0,344.7,,,,65.0,65.0,3522.7,2138.1,1384.6,622.9,85.9,0.0,225.6,,,,,,,1235.1,,,1235.1,,,,508.1,603.3,2346.5,0.0,867.0,0.5,866.5,-239.9,1096.3,110.4,1833.8,1144.7,2978.5,5325.0,
09/30/2011,5131.8,323.3,80.3,,,80.3,276.8,,,,64.8,64.8,3468.2,2116.1,1352.1,603.0,96.8,0.0,218.6,,,,,,,1154.1,,,1154.1,,,,489.5,592.3,2235.9,0.0,930.2,0.5,929.7,-290.0,1136.4,29.0,1805.6,1090.3,2895.9,5131.8,
12/31/2011,5218.9,449.5,100.4,100.4,,,249.4,,,,69.1,69.1,3438.4,2117.3,1321.1,615.8,48.2,0.0,248.1,,,0.0,0.0,0.0,0.0,1198.2,0.0,0.0,1198.2,0.0,0.0,0.0,506.0,563.3,2267.5,0.0,928.0,0.5,927.5,-288.7,1176.7,50.0,1866.0,1085.4,2951.4,5218.9,
03/31/2012,5209.9,393.7,122.6,122.6,,0.0,305.3,,,,70.2,70.2,3424.6,2125.8,1298.8,599.2,47.0,0.0,247.3,,,,,,,1202.5,,,1202.5,,,,525.8,498.4,2226.7,0.0,876.7,0.5,876.2,-300.1,1214.1,71.7,1862.4,1120.8,2983.2,5209.9,
06/30/2012,5614.7,311.0,105.6,105.6,,0.0,292.2,,,,70.9,70.9,3973.2,2342.0,1631.2,587.3,52.5,0.0,222.0,,,,,,,1401.8,,,1401.8,,,,502.8,491.0,2395.6,0.0,899.0,0.5,898.5,-312.2,1220.7,50.1,1857.6,1361.5,3219.1,5614.7,
09/30/2012,6030.8,372.6,109.9,109.9,,0.0,294.3,,,,72.4,72.4,3968.6,2353.3,1615.3,935.8,56.7,0.0,220.5,,,,,,,1606.3,,,1606.3,,,,521.4,535.3,2663.0,0.0,855.8,0.5,855.3,-266.4,1275.6,66.0,1931.0,1436.8,3367.8,6030.8,
12/31/2012,6187.1,430.4,128.9,128.9,,,295.6,,,,81.5,81.5,3940.7,2355.2,1585.5,1031.3,71.7,0.0,207.0,,,0.0,0.0,0.0,0.0,1630.6,0.0,0.0,1630.6,0.0,0.0,0.0,497.1,540.5,2668.2,0.0,869.0,0.5,868.5,-214.6,1350.7,79.1,2084.2,1434.7,3518.9,6187.1,
03/31/2013,6225.1,335.0,135.5,135.5,,0.0,532.6,,,,83.1,83.1,3877.5,2342.1,1535.4,984.5,70.8,0.0,206.1,,,,,,,1460.3,,,1460.3,,,,503.6,711.2,2675.1,0.0,818.2,0.5,817.7,-158.4,1413.1,58.0,2130.9,1419.1,3550.0,6225.1,
06/30/2013,6072.7,413.8,120.1,120.1,,0.0,379.7,,,,84.1,84.1,3837.0,2334.7,1502.3,964.6,66.4,0.0,207.0,,,,,,,1361.9,,,1361.9,,,,505.8,592.8,2460.5,0.0,782.0,0.5,781.5,-143.6,1477.8,38.6,2154.8,1457.4,3612.2,6072.7,
09/30/2013,6261.1,522.4,132.9,132.9,,0.0,429.2,,,,88.1,88.1,3831.3,2345.9,1485.4,982.5,69.1,0.0,205.6,,,,,,,1432.9,,,1432.9,,,,461.4,750.1,2644.4,0.0,548.5,0.5,548.0,-132.6,1553.0,63.4,2032.3,1584.4,3616.7,6261.1,
12/31/2013,6318.8,469.6,157.9,157.9,,,418.4,,,,92.3,92.3,3802.4,2341.7,1460.7,1123.3,64.7,0.0,190.2,,,0.0,0.0,0.0,0.0,1383.7,0.0,0.0,1383.7,0.0,0.0,0.0,456.9,691.7,2532.3,0.0,480.4,0.5,479.9,-131.4,1711.2,74.0,2134.2,1652.3,3786.5,6318.8,
03/31/2014,6620.9,747.1,305.7,305.7,,0.0,486.3,,,,93.1,93.1,3947.0,2385.9,1561.1,963.1,,0.0,78.6,,,,,,,1438.3,,,1438.3,,,,399.4,746.9,2584.6,0.0,692.2,0.6,691.6,-101.6,1788.4,51.4,2430.4,1605.9,4036.3,6620.9,
06/30/2014,6730.2,374.2,321.4,321.4,,0.0,483.0,,,,95.9,95.9,4100.6,2491.0,1609.6,1271.8,,0.0,83.3,,,,,,,1338.8,,,1338.8,,,,424.3,782.3,2545.4,0.0,649.6,0.6,649.0,-65.4,1888.4,73.3,2545.9,1638.9,4184.8,6730.2,
09/30/2014,6884.2,560.2,329.3,329.3,,0.0,524.9,,,,93.9,93.9,4041.2,2474.6,1566.6,1257.4,,0.0,77.3,,,,,,,1289.3,,,1289.3,,,,440.6,936.7,2666.6,0.0,631.9,0.6,631.3,-81.8,1992.7,52.8,2595.6,1622.0,4217.6,6884.2,
12/31/2014,7698.1,550.6,339.8,339.8,,0.0,425.9,,,,95.4,95.4,4431.2,2652.8,1778.4,1783.5,,0.0,71.7,,,0.0,0.0,0.0,0.0,1894.9,0.0,0.0,1894.9,0.0,0.0,0.0,491.7,1022.8,3409.4,0.0,672.8,0.6,672.2,-240.9,2163.3,31.8,2627.0,1661.7,4288.7,7698.1,
03/31/2015,7493.9,438.2,350.9,350.9,,0.0,514.0,,,,94.9,94.9,4345.9,2621.2,1724.7,1678.0,,0.0,72.0,,,,,,,1922.8,,,1922.8,,,,524.6,758.5,3205.9,0.0,519.8,0.6,519.2,-250.5,2291.3,-2.8,2557.8,1730.2,4288.0,7493.9,
06/30/2015,7678.8,488.5,427.2,427.2,,0.0,482.0,,,,97.8,97.8,4419.8,2670.0,1749.8,1692.1,,0.0,71.4,,,,,,,2607.7,,,2607.7,,,,572.9,861.4,4042.0,0.0,501.9,0.6,501.3,-346.9,2420.0,76.1,2651.1,985.7,3636.8,7678.8,
09/30/2015,7535.2,541.7,330.1,330.1,,0.0,466.2,,,,106.9,106.9,4347.0,2647.3,1699.7,1669.9,,0.0,73.4,,,,,,,1799.2,,,1799.2,,,,547.5,887.3,3234.0,0.0,540.9,0.6,540.3,-396.9,2529.0,-12.5,2660.5,1640.7,4301.2,7535.2,
12/31/2015,7769.4,563.8,349.2,349.2,,0.0,391.2,,,,114.1,114.1,4354.8,2668.4,1686.4,1937.1,,0.0,59.2,,,0.0,0.0,0.0,0.0,1879.4,0.0,0.0,1879.4,0.0,0.0,0.0,565.7,942.7,3387.8,0.0,695.5,0.6,694.9,-421.9,2581.6,-18.1,2837.1,1544.5,4381.6,7769.4,
03/31/2016,8091.3,297.6,352.4,352.4,,0.0,495.5,,,,113.1,113.1,4319.9,2672.3,1647.6,2458.7,,0.0,54.1,,,,,,,2300.8,,,2300.8,,,,599.1,760.7,3660.6,0.0,542.0,0.6,541.4,-430.8,2783.8,-26.7,2868.3,1562.4,4430.7,8091.3,
06/30/2016,8034.7,360.4,346.1,346.1,,0.0,471.8,,,,112.1,112.1,4237.9,2653.5,1584.4,2450.4,,0.0,56.0,,,,,,,2136.9,,,2136.9,,,,610.5,757.8,3505.2,0.0,528.3,0.6,527.7,-424.6,2891.3,-76.3,2918.7,1610.8,4529.5,8034.7,
09/30/2016,8323.4,422.0,357.2,357.2,,0.0,387.1,,,,113.4,113.4,4190.6,2644.3,1546.3,2795.6,,0.0,57.5,,,,,,,2113.3,,,2113.3,,,,652.1,749.7,3515.1,0.0,774.3,0.6,773.7,-413.5,2902.7,-80.8,3182.7,1625.6,4808.3,8323.4,
12/31/2016,8749.1,430.8,269.9,269.9,,0.0,383.3,,,,110.1,110.1,4125.5,2628.1,1497.4,3368.3,,0.0,61.2,,,0.0,0.0,0.0,0.0,2109.6,0.0,0.0,2109.6,0.0,0.0,0.0,660.8,878.7,3649.1,0.0,1074.1,0.6,1073.5,-386.0,3054.4,-122.9,3619.6,1480.4,5100.0,8749.1,
03/31/2017,8590.1,293.6,264.3,264.3,,0.0,449.0,,,,109.1,109.1,4116.1,2633.7,1482.4,3298.8,,0.0,59.2,,,,,,,2026.0,,,2026.0,,,,666.7,794.9,3487.6,0.0,925.8,0.6,925.2,-397.6,3165.4,-108.7,3584.9,1517.6,5102.5,8590.1,
06/30/2017,8632.3,364.6,255.4,255.4,,,440.3,,,,109.7,109.7,4123.6,2647.5,1476.1,3278.7,,0.0,60.0,,,,,,,2032.4,,,2032.4,,,,677.0,821.9,3531.3,0.0,912.9,0.6,912.3,-498.8,3280.3,-94.4,3600.0,1501.0,5101.0,8632.3,
09/30/2017,8701.4,374.7,252.9,252.9,,0.0,487.4,,,,111.7,111.7,4129.0,2661.8,1467.2,3290.8,,0.0,54.9,,,,,,,1913.6,,,1913.6,,,,702.3,876.6,3492.5,0.0,850.3,0.6,849.7,-566.1,3394.4,-51.1,3627.5,1581.4,5208.9,8701.4,
12/31/2017,8702.1,439.5,242.8,242.8,,0.0,433.8,,,,111.0,111.0,4112.2,2662.5,1449.7,3304.7,,0.0,58.1,,,0.0,0.0,0.0,0.0,1854.7,0.0,0.0,1854.7,0.0,0.0,0.0,467.4,989.6,3311.7,0.0,809.2,0.6,808.6,-663.7,3698.5,-21.8,3822.2,1568.2,5390.4,8702.1,
03/31/2018,8584.2,334.2,0.0,,,0.0,532.2,,,,111.3,111.3,4110.4,2667.3,1443.1,3177.0,,0.0,319.1,,,,,,,1861.5,,,1861.5,,,,474.9,883.6,3220.0,0.0,664.8,0.6,664.2,-821.8,3834.9,-0.9,3677.0,1687.2,5364.2,8584.2,
06/30/2018,8490.5,392.8,0.0,,,0.0,485.9,,,,109.2,109.2,4041.9,2648.6,1393.3,3134.0,,0.0,326.7,,,,,,,1882.6,,,1882.6,,,,471.7,825.3,3179.6,0.0,680.3,0.6,679.7,-969.8,3935.5,-6.7,3639.3,1671.6,5310.9,8490.5,
09/30/2018,8538.8,448.1,144.1,144.1,,0.0,524.5,,,,104.8,104.8,4005.8,2648.4,1357.4,3055.3,,0.0,256.2,,,,,,,1841.4,,,1841.4,,,,479.2,928.1,3248.7,0.0,708.5,0.6,707.9,-1074.3,4044.1,-60.1,3618.2,1671.9,5290.1,8538.8,
12/31/2018,8219.1,565.5,320.4,320.4,,0.0,400.6,,,,104.3,104.3,3943.3,2633.4,1309.9,2791.0,,0.0,94.0,,,0.0,0.0,0.0,0.0,1829.6,0.0,0.0,1829.6,0.0,0.0,0.0,511.6,909.3,3250.5,0.0,836.2,0.6,835.6,-1146.6,3876.8,-109.0,3457.4,1511.2,4968.6,8219.1,
03/31/2019,7677.0,305.2,243.9,243.9,,0.0,535.5,,,,102.3,102.3,3931.9,2642.4,1289.5,2318.5,,0.0,239.7,,,,,,,1780.7,,,1780.7,,,,418.5,962.7,3161.9,0.0,805.0,0.6,804.4,-1210.3,3652.6,-106.9,3140.4,1374.7,4515.1,7677.0,
06/30/2019,7727.8,360.0,243.6,243.6,,0.0,528.7,,,,99.8,99.8,3896.6,2639.5,1257.1,2330.2,,0.0,268.9,,,,,,,1791.4,,,1791.4,,,,421.7,961.7,3174.8,0.0,836.4,0.6,835.8,-1259.7,3743.7,-95.1,3225.3,1327.7,4553.0,7727.8,
09/30/2019,7679.0,402.5,235.8,235.8,,0.0,485.1,,,,92.9,92.9,3852.4,2629.8,1222.6,2359.7,,0.0,250.6,,,,,,,1792.6,,,1792.6,,,,411.6,994.5,3198.7,0.0,743.2,0.6,742.6,-1361.8,3813.6,-125.0,3070.0,1410.3,4480.3,7679.0,
12/31/2019,7653.5,539.6,271.2,271.2,,0.0,417.1,,,,92.3,92.3,3833.7,2651.7,1182.0,2195.6,,0.0,304.0,,,0.0,,,0.0,1793.8,,,1793.8,0.0,0.0,0.0,450.2,993.7,3237.7,0.0,707.8,0.6,707.2,-1481.3,3819.8,-108.8,2937.5,1478.3,4415.8,7653.5,
