Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1993,2524.5,49.299999,49.299999,0.0,603.099976,,,,473.100006,,,,,419.700012,,,,,,,1545.199951,562.900024,1703.199951,-1140.300049,0.0,416.399994,,,,416.399994,979.300018,,129.399994,129.399994,,,,92.5,,,,,,531.500031,,,,531.500031,753.400024,611.799988,,,,,13.9,,,,,13.9,625.699987,1379.100012,0.0,267.0,,,0.0,,878.400024,1145.400024,0.0,1145.400024,2524.500036,
12/31/1993,2555.699951,48.799999,48.799999,0.0,603.200012,,,,834.299988,,,,,86.699997,,,,,,,1573.0,566.700012,1728.0,-1161.300049,152.5,263.5,,,,263.5,982.700012,,138.5,138.5,,,,104.900002,,,,,,525.399986,,,,525.399986,768.799988,612.0,,,,,12.8,,,,,12.8,624.8,1393.599988,0.0,267.899994,,,0.0,,894.200012,1162.100006,0.0,1162.100006,2555.699994,
03/31/1994,2601.899902,50.099998,50.099998,0.0,611.5,,,,867.799988,,,,,76.5,,,,,,,1605.900024,566.900024,568.085022,-1.185,156.199997,272.899994,,,,272.899994,996.000015,,130.5,130.5,,,,71.400002,,,,,,534.80001,,,,534.80001,736.700012,661.900024,,,,,23.1,,,,,23.1,685.000024,1421.700036,0.0,271.200012,,,0.0,,909.0,1180.200012,0.0,1180.200012,2601.900048,
06/30/1994,2677.100098,139.100006,139.100006,,647.200012,,,,832.799988,,,,,79.199997,,,,,,,1698.300049,551.299988,1718.800049,-1167.5,0.0,427.5,,,,427.5,978.799988,,184.5,184.5,,,,20.799999,,,,,,599.400013,,,,599.400013,804.700012,661.700012,,,,,22.700001,,,,,22.700001,684.400013,1489.100025,0.0,269.600006,,,0.0,,918.400024,1188.00003,0.0,1188.00003,2677.100055,
09/30/1994,2606.199951,116.599997,86.699997,29.9,608.400024,,,,835.900024,,,,,68.300003,,,,,,,1629.199951,568.299988,1738.800049,-1170.5,0.0,408.700012,,,,408.700012,977.0,,132.0,132.0,,,,26.799999,,,,,,590.400013,,,,590.400013,749.200012,662.200012,,,,,22.4,,,,,22.4,684.600012,1433.800024,0.0,281.0,,,0.0,,891.400024,1172.400024,0.0,1172.400024,2606.200048,
12/31/1994,2665.899902,84.400002,59.200001,25.200001,643.599976,,,,391.399994,,,,,555.799988,,,,,,,1675.199951,574.599976,1767.599976,-1193.0,156.0,260.100006,,,,260.100006,990.699982,,135.800003,135.800003,,,,65.0,,,,,,622.400009,,,,622.400009,823.200012,654.400024,,,,,14.9,,,,,14.9,669.300024,1492.500036,0.0,279.100006,,,0.0,,894.299988,1173.399994,0.0,1173.399994,2665.90003,
03/31/1995,2748.399902,82.900002,57.200001,25.700001,650.400024,,,,899.400024,,,,,112.099998,,,,,,,1744.800049,574.799988,1742.300049,-1167.5,160.399994,268.399994,,,,268.399994,1003.599976,,130.5,130.5,,,,84.800003,,,,,,635.799973,,,,635.799973,851.099976,653.799988,,,,,44.599998,,,,,44.599998,698.399986,1549.499962,0.0,278.600006,,,0.0,,920.299988,1198.899994,0.0,1198.899994,2748.399956,
06/30/1995,2836.0,141.600002,119.300003,22.299999,657.099976,,,,869.799988,,,,,142.199997,,,,,,,1810.699951,581.0,1817.199951,-1236.199951,166.600006,277.700012,,,,277.700012,1025.300018,,168.699997,168.699997,,,,170.300003,,,,,,716.300049,,,,716.300049,1055.300049,475.899994,,,,,56.0,,,,,56.0,531.899994,1587.200043,0.0,279.200012,,,0.0,,969.599976,1248.799988,0.0,1248.799988,2836.000031,
09/30/1995,2831.199951,64.299999,43.099998,21.200001,627.900024,,,,926.400024,,,,,139.399994,,,,,,,1758.0,592.5,1844.0,-1251.5,164.399994,316.299988,,,,316.299988,1073.199982,,147.600006,147.600006,,,,182.300003,,,,,,681.800003,,,,681.800003,1011.700012,476.0,,,,,62.5,,,,,62.5,538.5,1550.200012,0.0,302.200012,,,0.0,,978.799988,1281.0,0.0,1281.0,2831.200012,
12/31/1995,3007.300049,85.200001,64.0,21.200001,684.099976,,,,945.900024,,,,,146.199997,,,,,,,1861.400024,625.900024,1890.400024,-1264.5,164.5,355.5,,,,355.5,1145.900024,,149.899994,149.899994,,,,280.399994,,,,,,725.299988,,,,725.299988,1155.599976,488.399994,,,,,58.200001,,,,,58.200001,546.599995,1702.19997,0.0,303.0,,,0.0,,1002.099976,1305.099976,0.0,1305.099976,3007.299946,
03/31/1996,3070.199951,64.5,42.5,22.0,683.900024,,,,952.099976,,,,,153.699997,,,,,,,1854.199951,661.400024,1929.900024,-1268.5,177.199997,377.399994,,,,377.399994,1216.000015,,157.899994,157.899994,,,,175.0,,,,,,765.100006,,,,765.100006,1098.0,588.299988,,,,,57.5,,,,,57.5,645.799988,1743.799988,0.0,302.700012,,,0.0,,1023.700012,1326.400024,0.0,1326.400024,3070.200012,
06/30/1996,3206.699951,204.999992,74.599998,130.399994,622.200012,,,,941.900024,,,,,171.800003,,,,,,,1940.900024,721.700012,1999.800049,-1278.099976,190.699997,353.399994,,,,353.399994,1265.800003,,209.0,209.0,,,,183.5,,,,,,790.599976,,,,790.599976,1183.099976,588.5,,,,,62.200001,,,,,62.200001,650.700001,1833.799977,0.0,304.899994,,,0.0,,1068.0,1372.899994,0.0,1372.899994,3206.699971,
09/30/1996,3326.600098,94.099997,67.699997,26.4,705.299988,,,,995.400024,,,,,165.300003,,,,,,,1960.099976,780.799988,2080.399902,-1299.599976,199.800003,385.899994,,,,385.899994,1366.499985,,170.199997,170.199997,,,,176.399994,,,,,,831.09996,,,,831.09996,1177.699951,688.799988,,,,,60.5,,,,,60.5,749.299988,1926.999939,0.0,314.399994,,,0.0,,1085.199951,1399.599945,0.0,1399.599945,3326.599884,
12/31/1996,3512.600098,178.599998,61.400002,117.199997,756.099976,,,,1007.900024,,,,,138.899994,,,,,,,2081.5,827.299988,2097.699951,-1270.400024,217.899994,385.899994,,,,385.899994,1431.099976,,214.800003,214.800003,,,,272.299988,,,,,,783.59996,,,,783.59996,1270.699951,689.0,,,,,70.599998,,,,,70.599998,759.599998,2030.29995,0.0,316.600006,,,0.0,,1165.699951,1482.299957,0.0,1482.299957,3512.599907,
03/31/1997,3504.899902,128.299999,60.200001,68.099998,733.200012,,,,970.200012,,,,,158.899994,,,,,,,1990.599976,857.299988,2137.100098,-1279.800049,218.399994,438.600006,,,,438.600006,1514.299988,,159.600006,159.600006,,,,258.0,,,,,,802.599945,,,,802.599945,1220.199951,692.599976,,,,,89.599998,,,,,89.599998,782.199974,2002.399925,0.0,327.200012,,,0.0,,1175.300049,1502.500061,0.0,1502.500061,3504.899986,
06/30/1997,3637.899902,162.0,70.699997,91.300003,820.599976,,,,935.900024,,,,,145.0,,,,,,,2063.5,878.299988,2160.600098,-1282.300049,217.699997,478.399994,,,,478.399994,1574.399979,,196.800003,196.800003,,,,296.299988,,,,,,795.499985,,,,795.499985,1288.599976,686.700012,,,,,84.400002,,,,,84.400002,771.100014,2059.69999,0.0,329.700012,,,0.0,,1248.5,1578.200012,0.0,1578.200012,3637.900002,
10/03/1997,3653.399902,184.800004,66.400002,118.400002,796.900024,,,,925.0,,,,,122.400002,,,,,,,2029.099976,903.599976,2198.100098,-1294.5,218.5,502.200012,,,,502.200012,1624.299988,,167.399994,167.399994,,,,367.5,,,,,,730.600006,,,,730.600006,1265.5,686.200012,,,,,84.0,,,,,84.0,770.200012,2035.700012,0.0,344.600006,,,0.0,,1273.099976,1617.699982,0.0,1617.699982,3653.399994,
01/02/1998,3615.899902,104.700001,30.799999,73.900002,786.299988,,,,940.200012,,,,,130.899994,,,,,,,1962.099976,918.400024,2236.800049,-1318.400024,213.199997,522.200012,,,,522.200012,1653.800033,,170.300003,170.300003,,,,315.100006,,,,,,740.299942,,,,740.299942,1225.699951,686.400024,,,,,80.900002,,,,,80.900002,767.300026,1992.999977,0.0,346.700012,,,0.0,,1276.199951,1622.899963,0.0,1622.899963,3615.89994,
04/03/1998,3708.600098,125.700001,41.299999,84.400002,768.900024,,,,969.200012,,,,,119.0,,,,,,,1982.800049,947.900024,2294.800049,-1346.900024,231.699997,546.200012,,,,546.200012,1725.800033,,181.100006,181.100006,,,,205.800003,,,,,,725.599991,,,,725.599991,1112.5,836.400024,,,,,81.0,,,,,81.0,917.400024,2029.900024,0.0,350.899994,,,0.0,,1327.800049,1678.700043,0.0,1678.700043,3708.600067,
07/03/1998,3230.399902,131.5,101.5,30.0,347.0,,,,463.399994,102.300003,83.5,30.6,,111.300003,,,,,,,1053.199951,314.799988,837.099976,-522.299988,0.0,1862.400024,69.800003,,,1792.600021,2177.200012,,121.699997,121.699997,,,,234.199997,,,,,,428.699982,,,,428.699982,784.599976,761.0,,,,,47.400002,,,,,47.400002,808.400002,1592.999977,0.0,351.299988,,,0.0,,1286.093994,1637.393982,0.0,1637.393982,3230.393959,
10/02/1998,3903.5,129.199997,111.199997,18.0,853.0,,,,850.400024,111.400002,515.5,,,199.0,,,,,,,2031.599976,1005.299988,2396.800049,-1391.5,222.5,644.099976,289.799988,,,354.299988,1871.899963,,217.0,217.0,,,,417.600006,,,,,,748.599945,,,,748.599945,1383.199951,783.400024,,,,,133.100006,,,,,133.100006,916.500031,2299.699982,0.0,352.600006,,,0.0,,1251.199951,1603.799957,0.0,1603.799957,3903.499939,
01/01/1999,3896.300049,152.700003,127.800003,24.9,879.0,,,,800.599976,109.0,,477.0,,192.399994,,,,,,,2024.699951,981.200012,2415.100098,-1433.900024,220.5,669.900024,283.100006,,,386.800018,1871.600036,,192.699997,192.699997,,,,425.299988,,,,,,732.599991,,,,732.599991,1350.599976,770.5,,,,,134.100006,,,,,134.100006,904.600006,2255.199982,0.0,351.0,,,0.0,,1290.099976,1641.099976,0.0,1641.099976,3896.299958,
04/02/1999,3860.300049,133.499998,116.099998,17.4,891.0,,,,579.0,145.899994,,433.100006,,398.700012,,,,,,,2002.199951,962.900024,2408.800049,-1445.900024,220.199997,675.0,276.899994,,,398.100006,1858.100021,,197.800003,197.800003,,,,424.600006,,,,,,690.699966,,,,690.699966,1313.099976,774.799988,,,,,132.699997,,,,,132.699997,907.499985,2220.59996,0.0,351.0,,,0.0,,1288.699951,1639.699951,0.0,1639.699951,3860.299911,
07/02/1999,2958.600098,101.199997,85.699997,15.5,411.700012,,,,205.699997,105.0,66.0,34.700001,,312.799988,,,,,,,1031.400024,291.600006,815.900024,-524.299988,0.0,1635.599976,72.800003,,,1562.799973,1927.199982,,154.300003,154.300003,,,,324.200012,,,,,,328.799973,,,,328.799973,807.299988,514.5,,,,,47.299999,,,,,47.299999,561.799999,1369.099987,0.0,351.200012,,,0.0,,1238.300049,1589.500061,0.0,1589.500061,2958.600048,
10/01/1999,2680.800049,283.499996,251.699997,31.799999,406.100006,,,,210.100006,108.199997,101.900002,168.699997,0.0,313.5,,,,,,,1213.199951,302.700012,841.0,-538.299988,93.300003,1071.599976,82.199997,,,989.399979,1467.599991,,120.099998,120.099998,,,,247.800003,,,,,,289.000023,,,,289.000023,656.900024,415.0,,,,,54.299999,,,,,54.299999,469.299999,1126.200024,0.0,346.700012,,,0.0,,1207.900024,1554.600037,0.0,1554.600037,2680.80006,
12/31/1999,2178.199951,581.5,365.5,216.0,447.700012,,,,194.300003,103.099998,91.199997,,165.399994,227.0,,,,,,,1450.5,304.700012,852.5,-547.799988,0.0,423.0,79.0,,,344.0,727.700012,,97.599998,97.599998,,,,68.800003,,,,,,320.300011,,,,320.300011,486.700012,415.600006,,,,,33.099998,,,,,33.099998,448.700005,935.400017,0.0,298.700012,,,0.0,,944.099976,1242.799988,0.0,1242.799988,2178.200005,
03/31/2000,2383.300049,893.899994,411.899994,482.0,456.600006,,,,197.800003,116.0,,81.800003,139.5,139.5,,,,,,,1687.800049,298.200012,843.799988,-545.599976,17.9,379.399994,148.300003,,,231.099991,695.500006,,119.5,119.5,,,,70.900002,,,,,,346.000023,,,,346.000023,536.400024,415.600006,,,,,28.1,,,,,28.1,443.700006,980.100031,0.0,299.600006,,,0.0,,1103.599976,1403.199982,0.0,1403.199982,2383.300013,
09/29/2000,2149.899902,497.600006,157.5,340.100006,460.200012,,,,215.300003,112.699997,62.400002,40.200001,0.0,209.0,,,,,,,1382.099976,297.299988,843.5,-546.200012,25.4,445.100006,217.300003,,,227.800003,767.799994,,115.5,115.5,,,,63.599998,,,,,,357.600014,,,,357.600014,536.700012,385.799988,,,,,0.0,,,,,0.0,385.799988,922.5,0.0,290.200012,,,0.0,,937.200012,1227.400024,0.0,1227.400024,2149.900024,
12/29/2000,1962.199951,291.0,109.0,182.0,449.700012,,,,220.5,50.5,51.599998,118.400002,,241.399994,,,,,,,1202.599976,287.5,841.799988,-554.299988,33.299999,438.799988,189.399994,,,249.399994,759.599987,,300.700012,300.700012,,,,181.0,,,,,,108.200012,,,,108.200012,589.900024,285.100006,,,,,0.0,,,,,0.0,285.100006,875.000031,0.0,279.700012,,,0.0,,807.5,1087.200012,0.0,1087.200012,1962.200043,
03/30/2001,1925.099976,222.5,115.5,107.0,450.399994,,,,247.5,50.5,20.6,176.399994,0.0,252.399994,,,,,,,1172.800049,284.5,845.200012,-560.700012,0.0,467.799988,183.600006,0.0,183.600006,284.199982,752.299988,,123.599998,123.599998,,,,90.400002,90.400002,0.0,0.0,,,276.100006,,,,276.100006,490.100006,384.600006,384.600006,0.0,0.0,,0.0,,,,,0.0,384.600006,874.700012,0.0,279.700012,,,0.0,,770.700012,1050.400024,0.0,1050.400024,1925.100037,
06/29/2001,1959.9,249.8,103.0,146.8,451.6,451.6,,,450.3,189.0,208.4,52.9,0.0,70.3,,,,,,,1222.0,281.9,851.8,-569.9,36.9,419.1,215.1,,,204.0,737.9,,125.5,125.5,,,,35.0,,,,,,299.8,,,,299.8,460.3,384.4,,,,,,,,,,,384.4,844.7,,279.8,,,0.0,802.3,33.1,1115.2,,1115.2,1959.9,
09/28/2001,1870.900024,186.200005,92.800003,93.400002,404.0,,,,263.100006,182.5,23.6,57.0,0.0,297.700012,,,,,,,1151.0,276.0,848.299988,-572.299988,40.900002,403.0,209.399994,209.399994,0.0,193.600006,719.900002,,98.199997,98.199997,,,,1.9,,,,,,288.299997,,,,288.299997,388.399994,383.700012,,,,,0.0,,,,,0.0,383.700012,772.100006,0.0,281.700012,,,0.0,,817.099976,1098.799988,0.0,1098.799988,1870.899994,
12/28/2001,1865.400024,185.200005,84.400002,100.800003,453.5,,,,257.5,182.0,26.200001,49.299999,0.0,286.0,,,,,,,1182.199951,273.100006,847.0,-573.900024,35.799999,374.299988,209.0,209.0,0.0,165.299988,683.199993,,77.199997,77.199997,,,,3.4,,,,,,277.199991,,,,277.199991,357.799988,383.5,,,,,0.0,,,,,0.0,383.5,741.299988,0.0,284.899994,,,0.0,,839.200012,1124.100006,0.0,1124.100006,1865.399994,
03/29/2002,1833.900024,209.099991,130.899994,78.199997,418.600006,,,,250.600006,170.699997,32.900002,47.0,0.0,262.899994,,,,,,,1141.199951,269.600006,847.599976,-578.0,0.0,423.100006,211.899994,211.899994,0.0,211.200012,692.700012,,293.799988,293.799988,,,,0.0,0.0,0.0,0.0,,,92.800018,,,,92.800018,386.600006,310.5,310.5,0.0,0.0,,2.6,,,,,2.6,313.1,699.700006,0.0,286.5,,,0.0,,847.700012,1134.200012,0.0,1134.200012,1833.900018,
06/29/2002,1858.5,278.399998,226.199997,52.200001,380.299988,,,,233.199997,162.100006,28.200001,42.900002,0.0,261.600006,,,,,,,1153.5,270.600006,849.700012,-579.099976,30.9,403.5,215.199997,215.199997,0.0,188.300003,705.000006,,99.199997,99.199997,,,,25.9,,,,,,300.50001,,,,300.50001,425.600006,283.0,,,,,0.0,,,,,0.0,283.0,708.600006,0.0,290.200012,,,0.0,,859.700012,1149.900024,0.0,1149.900024,1858.500031,
09/27/2002,1972.099976,397.799988,363.299988,34.5,366.799988,,,,231.899994,156.0,26.799999,49.099998,0.0,268.200012,,,,,,,1264.699951,267.100006,849.5,-582.400024,32.799999,407.5,221.5,221.5,0.0,186.0,707.400005,,99.800003,99.800003,,,,14.8,,,,,,303.799991,,,,303.799991,418.399994,402.299988,,,,,0.0,,,,,0.0,402.299988,820.699982,0.0,291.799988,,,0.0,,859.599976,1151.399963,0.0,1151.399963,1972.099945,
12/27/2002,2008.599976,410.399994,379.899994,30.5,372.700012,,,,229.399994,159.100006,27.0,43.299999,0.0,288.399994,,,,,,,1300.900024,274.600006,869.299988,-594.700012,29.299999,403.799988,222.600006,222.600006,0.0,181.199982,707.699993,,106.099998,106.099998,,,,13.7,,,,,,324.099996,,,,324.099996,443.899994,401.899994,,,,,0.0,,,,,0.0,401.899994,845.799988,0.0,291.799988,,,0.0,,871.0,1162.799988,0.0,1162.799988,2008.599976,
03/28/2003,2043.300049,421.4,396.5,24.9,381.700012,,,,236.899994,168.699997,26.6,41.599998,0.0,285.600006,,,,,,,1325.599976,280.0,886.400024,-606.400024,0.0,437.700012,224.699997,224.699997,0.0,213.000015,717.700012,,120.900002,120.900002,,,,14.2,,,,,,322.699986,,,,322.699986,457.799988,402.100006,,,,,0.0,,,,,0.0,402.100006,859.899994,0.0,296.299988,,,0.0,,887.099976,1183.399963,0.0,1183.399963,2043.299957,
06/27/2003,2075.300049,465.700006,442.600006,23.1,415.700012,,,,203.100006,143.899994,16.9,42.299999,0.0,253.100006,,,,,,,1337.599976,281.600006,882.799988,-601.200012,28.200001,427.899994,228.199997,228.199997,0.0,199.699997,737.700001,,112.699997,112.699997,,,,32.0,,,,,,345.800003,,,,345.800003,490.5,401.600006,,,,,0.0,,,,,0.0,401.600006,892.100006,0.0,296.100006,,,0.0,,887.099976,1183.199982,0.0,1183.199982,2075.299988,
