Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2005,32932.398438,1037.300049,1037.300049,0.0,1786.300049,1786.300049,,0.0,0.0,0.0,0.0,0.0,16495.0,,,19318.599609,831.0,2694.800049,-1863.800049,0.0,12782.799805,11201.599609,8433.799805,2767.799805,,1581.200195,13613.799805,,3236.5,3236.5,,,0.0,0.0,0.0,,,16539.599609,,,16539.599609,19776.099609,4954.799805,4954.799805,0.0,0.0,,0.0,,,,,,0.0,4954.799805,24730.899414,0.0,9535.5,,,-10139.599609,9056.799805,-251.200195,8201.5,0.0,8201.5,32932.399414,
12/31/2005,34248.5,676.4,676.4,0.0,1824.8,1824.8,,0.0,0.0,0.0,0.0,0.0,16076.3,,,18577.5,735.6,2331.2,-1595.6,0.0,14935.4,9728.3,7094.6,2633.7,,5207.1,15671.0,,2553.8,2553.8,,0.0,,,,,,17883.1,,,17883.1,20436.9,5354.6,,,,,0.0,,,,,,0.0,5354.6,25791.5,0.0,9562.0,,,-10250.6,9311.9,-166.3,8457.0,0.0,8457.0,34248.5,
03/31/2006,33079.699219,1246.400024,1246.400024,0.0,1926.099976,1926.099976,,0.0,0.0,0.0,0.0,0.0,15718.700195,,,18891.199219,829.200012,2660.699951,-1831.5,0.0,13359.299805,11640.599609,8809.5,2831.099609,,1718.700195,14188.499817,,3206.100098,3206.100098,,0.0,0.0,0.0,0.0,,,15914.399902,,,15914.399902,19120.5,5174.5,5174.5,0.0,0.0,,0.0,,,,,,0.0,5174.5,24295.0,0.0,9636.900391,,,-10224.700195,9530.799805,-158.299622,8784.700378,0.0,8784.700378,33079.700378,
06/30/2006,35095.1,1705.1,1705.1,0.0,2129.2,2129.2,,0.0,0.0,0.0,0.0,0.0,16882.3,,,20716.6,813.5,2689.9,-1876.4,0.0,13565.0,11681.1,8886.7,2794.4,895.1,988.8,14378.5,,3312.5,3312.5,,0.0,0.0,0.0,0.0,,,17182.5,,,17182.5,20495.0,5406.5,5406.5,0.0,0.0,,0.0,,,,,,0.0,5406.5,25901.5,0.0,9669.6,,,-10245.3,9884.6,-115.3,9193.6,,9193.6,35095.1,
09/30/2006,34257.699219,3434.899902,3434.899902,0.0,1948.099976,1948.099976,,0.0,0.0,0.0,0.0,0.0,16986.5,,,22369.5,687.0,2398.800049,-1711.800049,0.0,11201.200195,9820.599609,7319.0,2501.599609,,1380.600586,11888.200195,,2499.0,2499.0,,0.0,0.0,0.0,0.0,,,16997.199219,,,16997.199219,19496.199219,4506.200195,4506.200195,0.0,0.0,,0.0,,,,,,0.0,4506.200195,24002.399414,0.0,9681.400391,,,-10216.5,10739.0,51.400024,10255.300415,0.0,10255.300415,34257.699829,
12/31/2006,34460.7,1154.2,1154.2,0.0,2150.3,2150.3,,0.0,0.0,0.0,0.0,0.0,19149.8,,,22454.3,768.0,2479.3,-1711.3,0.0,11238.4,9937.0,7359.5,2577.5,,1301.4,12006.4,,2636.8,2636.8,,0.0,,,,,,19166.5,,,19166.5,21803.3,2516.2,,,,,0.0,,,,,,0.0,2516.2,24319.5,0.0,9724.3,,,-10466.8,10900.6,-16.9,10141.2,0.0,10141.2,34460.7,
03/31/2007,32692.300781,1004.299988,1004.299988,0.0,2179.199951,2179.199951,,0.0,0.0,0.0,0.0,0.0,17350.800781,,,20534.300781,770.099976,2526.699951,-1756.599976,0.0,11387.900391,10138.299805,7521.700195,2616.599609,,1249.600586,12158.000366,,2668.800049,2668.800049,,0.0,0.0,0.0,0.0,,,17378.500732,,,17378.500732,20047.300781,2378.100098,2378.100098,0.0,0.0,,0.0,,,,,,0.0,2378.100098,22425.400879,0.0,9692.400391,,,-10433.299805,11009.700195,-1.900391,10266.900391,0.0,10266.900391,32692.30127,
06/30/2007,33230.6,924.5,924.5,0.0,2318.8,2318.8,,0.0,0.0,0.0,0.0,0.0,17635.7,,,20879.0,789.1,2393.2,-1604.1,0.0,11562.5,10218.3,7631.5,2586.8,,1344.2,12351.6,,2694.7,2694.7,,0.0,0.0,0.0,0.0,,,17713.1,,,17713.1,20407.8,2335.1,2335.1,0.0,0.0,,0.0,,,,,,0.0,2335.1,22742.9,0.0,9724.0,,,-10459.2,11189.4,33.5,10487.7,0.0,10487.7,33230.6,
09/30/2007,53967.898438,1676.699951,1676.699951,0.0,2402.399902,2402.399902,,0.0,0.0,0.0,0.0,0.0,18532.300781,,,22611.400391,927.099976,931.099976,-4.0,0.0,30429.400391,24866.099609,16000.700195,8865.399414,,5563.300781,31356.500366,,5803.200195,5803.200195,,0.0,0.0,0.0,0.0,,,18531.899414,,,18531.899414,24335.099609,22442.800781,22442.800781,0.0,0.0,,0.0,,,,,,0.0,22442.800781,46777.900391,0.0,7224.5,,,0.0,-28.700001,-5.799999,7190.0,0.0,7190.0,53967.900391,
12/31/2007,52324.3,606.5,606.5,0.0,2783.6,2783.6,,0.0,0.0,0.0,0.0,0.0,18228.4,,,21618.5,939.3,1000.5,-61.2,0.0,29766.5,18555.3,16817.2,1738.1,,11211.2,30705.8,,4693.1,4693.1,,0.0,0.0,0.0,0.0,,,18228.4,,,18228.4,22921.5,22573.8,22573.8,0.0,0.0,,0.0,,,,,,0.0,22573.8,45495.3,0.0,7224.4,,,0.0,-301.9,-93.5,6829.0,0.0,6829.0,52324.3,
03/31/2008,50271.101562,701.900024,701.900024,0.0,2216.199951,2216.199951,,0.0,0.0,0.0,0.0,0.0,15895.099609,,,18813.199219,975.099976,1096.300049,-121.199997,0.0,30482.800781,25539.0,17074.800781,8464.199219,,4943.800781,31457.900757,,156.800003,156.800003,,614.0,614.0,0.0,0.0,,,17305.100388,,,17305.100388,18075.900391,22098.599609,22098.599609,0.0,0.0,,3317.800049,,,,,,3317.800049,25416.399658,43492.300049,0.0,7333.799805,,,0.0,-523.599976,-31.400024,6778.799805,0.0,6778.799805,50271.099854,
06/30/2008,47401.2,655.3,655.3,0.0,2294.6,2294.6,,0.0,0.0,0.0,0.0,0.0,12756.5,,,15706.4,1124.0,1295.2,-171.2,0.0,30570.8,25083.4,17184.7,7898.7,3636.8,1850.6,31694.8,,181.0,181.0,,694.6,694.6,0.0,0.0,,,14579.4,,,14579.4,15455.0,22126.0,22126.0,0.0,0.0,,2977.3,,,,,,2977.3,25103.3,40558.3,0.0,7339.3,,,0.0,-685.1,188.7,6842.9,0.0,6842.9,47401.2,
09/30/2008,44069.3,578.9,578.9,0.0,2068.4,2068.4,,0.0,0.0,0.0,0.0,0.0,8714.1,,,11361.4,1092.1,1291.1,-199.0,0.0,31615.8,26151.0,18652.7,7498.3,3587.8,1877.0,32707.9,,188.3,188.3,,659.4,659.4,0.0,0.0,,,10461.2,,,10461.2,11308.9,22117.9,22117.9,0.0,0.0,,4236.4,,,,,,4236.4,26354.3,37663.2,0.0,7417.4,,,0.0,-850.4,-160.9,6406.1,0.0,6406.1,44069.3,
12/31/2008,38176.1,406.3,406.3,0.0,2637.2,2637.2,,0.0,0.0,0.0,0.0,0.0,8350.0,,,11393.5,1087.8,1348.9,-261.1,0.0,25694.8,22764.4,14861.2,7903.2,,2930.4,26782.6,,186.5,186.5,,497.3,497.3,0.0,0.0,,,10094.2,,,10094.2,10778.0,22075.2,22075.2,0.0,0.0,,2945.0,,,,,,2945.0,25020.2,35798.2,0.0,7380.8,,,0.0,-4068.0,-934.9,2377.9,0.0,2377.9,38176.1,
03/31/2009,36740.9,422.1,422.1,0.0,2201.4,2201.4,0.0,0.0,0.0,0.0,0.0,0.0,7993.9,18.9,7993.9,10617.4,1092.5,1391.7,-299.2,0.0,25031.0,22379.7,14753.7,7626.0,1283.0,1349.4,26123.5,,164.4,164.4,,460.1,460.1,0.0,0.0,,,9156.8,,,9156.8,9781.3,22164.1,22164.1,0.0,0.0,,2739.1,,,,,1534.6,1204.5,24903.2,34684.5,0.0,7385.5,,,,-4299.3,-1057.7,2028.5,27.9,2056.4,36740.9,
06/30/2009,41412.2,768.0,768.0,0.0,2189.5,2189.5,0.0,0.0,0.0,0.0,0.0,0.0,8972.7,2.8,8972.7,11930.2,1083.0,1470.5,-387.5,0.0,28399.0,25744.9,17113.5,8631.4,1296.6,1354.7,29482.0,,174.8,174.8,,447.1,447.1,,,,,10237.4,,473.5,10231.2,10859.3,22185.7,22185.7,,,,2606.0,,,,,1433.4,699.1,24791.7,35651.0,0.0,7390.0,,,,-4468.1,-826.6,2095.3,3665.9,5761.2,41412.2,
09/30/2009,40547.7,590.2,590.2,0.0,2452.0,2452.0,0.0,0.0,0.0,0.0,0.0,0.0,8101.5,,8101.5,11143.7,1081.3,1493.2,-411.9,0.0,28322.7,25691.5,17270.1,8421.4,1285.1,1346.1,29404.0,,172.6,172.6,,442.2,442.2,0.0,0.0,,,9357.5,,,9357.5,9972.3,22369.9,22369.9,0.0,0.0,,2579.9,,,,,1280.0,1299.9,24949.8,34922.1,0.0,7394.7,,,,-4757.0,-715.1,1922.6,3703.0,5625.6,40547.7,
12/31/2009,39735.4,737.0,737.0,0.0,2455.5,2455.5,0.0,0.0,0.0,0.0,0.0,0.0,7269.1,1.2,7269.1,10461.6,1051.4,1515.1,-463.7,0.0,28222.4,25605.7,17475.8,8129.9,1291.3,1324.2,29273.8,,200.7,200.7,0.0,358.6,0.0,53.7,53.7,,304.9,8895.9,0.0,13.6,8895.9,9455.2,22304.9,22149.6,155.3,155.3,,2648.3,0.0,143.1,143.1,0.0,1346.4,1145.2,24953.2,34408.4,0.0,7394.3,,,,-5127.3,-681.7,1585.3,3741.7,5327.0,39735.4,
03/31/2010,38931.2,731.4,731.4,0.0,2320.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,7072.5,7.0,7072.5,10123.9,1029.9,1540.6,-510.7,0.0,27777.4,25246.2,17377.8,7868.4,1253.0,1271.2,28807.3,,192.2,192.2,,592.8,592.8,,,,,8282.8,,14.8,8282.8,9067.8,22396.3,22396.3,,,,2480.6,,,,,1213.8,1252.0,24876.9,33944.7,0.0,7392.2,,,,-5372.1,-784.0,1236.1,3750.4,4986.5,38931.2,
06/30/2010,37991.5,583.7,583.7,0.0,2153.3,2153.3,0.0,0.0,0.0,0.0,0.0,0.0,6951.2,16.7,6951.2,9688.2,1001.6,1559.7,-558.1,0.0,27301.7,24812.3,17236.8,7575.5,1256.2,1216.5,28303.3,,214.8,214.8,,295.8,295.8,,,,,8463.3,,430.0,8457.1,8973.9,22261.9,22261.9,,,,2303.9,,,,,1129.4,744.5,24565.8,33539.7,0.0,7390.6,,,,-5553.5,-908.7,928.4,3523.4,4451.8,37991.5,
09/30/2010,37264.0,442.0,442.0,0.0,2088.1,2088.1,0.0,0.0,0.0,0.0,0.0,0.0,6562.5,6.1,6562.5,9092.6,966.0,1603.7,-637.7,0.0,27205.4,24832.8,17417.1,7415.7,1224.3,1142.2,28171.4,,196.3,196.3,,188.3,188.3,,,,,7673.0,,428.4,7673.0,8057.6,22543.9,22543.9,,,,2429.4,,,,,1215.1,785.9,24973.3,33030.9,0.0,7395.2,,,,-5984.8,-685.0,725.4,3507.7,4233.1,37264.0,
12/31/2010,37544.1,509.5,509.5,0.0,2169.6,2169.6,0.0,0.0,0.0,0.0,0.0,0.0,7107.4,6.1,7107.4,9786.5,952.0,1643.6,-691.6,0.0,26805.6,24451.6,17296.9,7154.7,1208.2,1139.7,27757.6,,180.9,180.9,0.0,270.5,121.5,58.8,58.8,,90.2,8412.6,0.0,424.0,8408.2,8864.0,22438.8,22372.9,65.9,65.9,,2153.3,0.0,69.8,69.8,0.0,1013.7,645.8,24592.1,33456.1,0.0,7395.1,,,,-6163.9,-636.9,594.3,3493.7,4088.0,37544.1,
03/31/2011,36841.0,335.5,335.5,0.0,1979.1,1979.1,0.0,0.0,0.0,0.0,0.0,0.0,6817.9,2.8,6817.9,9132.5,986.0,1705.9,-719.9,0.0,26722.5,24419.5,17419.1,7000.4,1202.9,1097.3,27708.5,,198.9,198.9,,206.9,206.9,,,,,7878.8,,335.2,7874.4,8284.6,22579.2,22579.2,,,,1978.5,,,,,929.0,714.3,24557.7,32842.3,0.0,7380.9,,,,-6381.0,-480.5,519.4,3479.3,3998.7,36841.0,
06/30/2011,37290.3,611.5,611.5,0.0,1876.4,1876.4,0.0,0.0,0.0,0.0,0.0,0.0,7322.7,15.7,7322.7,9810.6,962.9,1754.8,-791.9,0.0,26516.8,24269.2,17444.5,6824.7,1201.7,1030.2,27479.7,,197.0,197.0,,169.7,169.7,,,,,8625.3,,300.6,8620.8,8992.0,22584.3,22584.3,,,,1850.1,,,,,826.4,723.1,24434.4,33426.4,0.0,7385.6,,,,-6556.8,-436.1,392.7,3471.2,3863.9,37290.3,
09/30/2011,36540.8,402.4,402.4,0.0,1895.9,1895.9,0.0,0.0,0.0,0.0,0.0,0.0,7145.9,95.6,7145.9,9444.2,932.1,1749.0,-816.9,0.0,26164.5,23887.3,17298.2,6589.1,1170.9,1010.7,27096.6,,193.1,193.1,,249.6,249.6,,,,,8367.5,,22.9,8153.4,8810.2,22553.4,22553.4,,,,1581.1,,,,,819.6,738.6,24134.5,32944.7,0.0,7390.4,,,,-6610.7,-594.2,185.5,3410.6,3596.1,36540.8,
12/31/2011,40276.3,485.7,485.7,0.0,1848.6,1848.6,0.0,0.0,0.0,0.0,0.0,0.0,10981.2,76.3,10981.2,13315.5,935.9,1778.8,-842.9,0.0,26024.9,23509.2,17204.6,6304.6,1490.6,948.8,26960.8,,205.9,205.9,0.0,133.4,19.4,57.0,57.0,,57.0,12480.9,0.0,39.7,12324.2,12820.2,22521.7,22419.5,102.2,102.2,,1459.0,0.0,91.1,91.1,0.0,695.4,632.8,23980.7,36800.9,0.0,7375.2,,,,-6680.2,-598.4,96.6,3378.8,3475.4,40276.3,
03/31/2012,41420.1,329.2,329.2,0.0,1847.5,1847.5,0.0,0.0,0.0,0.0,0.0,0.0,12424.1,67.8,12408.6,14600.8,891.6,1786.2,-894.6,0.0,25927.7,23442.0,17266.2,6175.8,1468.0,949.9,26819.3,,208.8,208.8,,191.9,191.9,,,,,13720.7,,47.2,13612.5,14121.4,22544.2,22544.2,,,,1339.7,,,,,657.7,634.8,23883.9,38005.3,0.0,7379.3,,,,-6836.2,-490.2,52.9,3361.9,3414.8,41420.1,
06/30/2012,40657.6,483.5,483.5,0.0,1687.4,1687.4,0.0,0.0,0.0,0.0,0.0,0.0,12130.9,85.9,12116.5,14301.8,854.6,1814.8,-960.2,0.0,25501.2,23088.2,17132.8,5955.4,1442.2,884.9,26355.8,,241.1,241.1,,102.2,102.2,,,,,13402.2,,114.4,13348.0,13745.5,22514.4,22514.4,,,,1369.2,,,,,633.3,621.5,23883.6,37629.1,0.0,7337.2,,,,-6994.1,-638.2,-295.1,3323.6,3028.5,40657.6,
09/30/2012,43903.5,470.2,470.2,0.0,1759.6,1759.6,0.0,0.0,0.0,0.0,0.0,0.0,15495.3,94.4,15476.3,17725.1,857.8,1876.2,-1018.4,0.0,25320.6,22963.8,17206.8,5757.0,1424.5,837.9,26178.4,,255.4,255.4,,131.4,131.4,,,,,16740.8,,172.0,16740.6,17127.6,22519.1,22519.1,,,,1348.4,,,,,547.5,628.9,23867.5,40995.1,0.0,7340.8,,,,-7207.2,-522.6,-389.0,3297.4,2908.4,43903.5,
12/31/2012,37899.0,608.3,608.3,0.0,1847.7,1847.7,0.0,0.0,0.0,0.0,0.0,0.0,9427.4,89.8,9416.3,11883.4,855.8,1880.1,-1024.3,0.0,25159.8,22867.4,17282.5,5584.9,1413.1,789.5,26015.6,,260.9,260.9,0.0,322.3,0.0,65.2,65.2,,257.1,10761.7,0.0,171.8,10761.4,11344.9,22528.9,22460.2,68.7,68.7,,1331.4,0.0,103.3,103.3,0.0,509.5,546.8,23860.3,35205.2,0.0,7341.5,,,,-7387.8,-552.2,-598.5,3292.3,2693.8,37899.0,
03/31/2013,44508.6,434.3,434.3,0.0,1691.8,1691.8,0.0,0.0,0.0,0.0,0.0,0.0,16698.2,,16698.2,18824.3,826.8,1889.9,-1063.1,0.0,24857.5,22611.2,17214.3,5396.9,1386.2,860.1,25684.3,,270.8,270.8,,170.8,170.8,,,,,17894.0,,,17894.0,18335.6,22515.6,22515.6,,,,1390.9,,,,,580.4,810.5,23906.5,42242.1,0.0,7345.3,,,,-7740.1,-628.7,-1023.5,3290.0,2266.5,44508.6,
06/30/2013,43700.1,363.2,363.2,0.0,1547.7,1547.7,0.0,0.0,0.0,0.0,0.0,0.0,16334.9,,16334.9,18245.8,874.1,1942.6,-1068.5,0.0,24580.2,22382.2,17165.4,5216.8,1349.1,848.9,25454.3,,246.2,246.2,,119.7,119.7,,,,,17473.7,,,17473.7,17839.6,22543.3,22543.3,,,,1295.6,,,,,570.5,725.1,23838.9,41678.5,0.0,7371.9,,,,-7931.8,-694.8,-1254.7,3276.3,2021.6,43700.1,
09/30/2013,36843.7,358.6,358.6,0.0,1632.3,1632.3,0.0,0.0,0.0,0.0,0.0,0.0,9533.4,,9533.4,11524.3,866.9,1967.3,-1100.4,0.0,24452.5,22281.5,17232.0,5049.5,1338.7,832.3,25319.4,,254.6,254.6,,248.3,248.3,,,,,10568.7,,,10568.7,11071.6,22565.1,22565.1,,,,1339.2,,,,,553.1,786.1,23904.3,34975.9,0.0,7376.1,,,,-8155.3,-616.4,-1395.6,3263.4,1867.8,36843.7,
12/31/2013,35239.8,425.3,425.3,0.0,1763.9,1763.9,0.0,0.0,0.0,0.0,0.0,0.0,7886.9,63.2,7886.0,10076.1,849.4,1999.3,-1149.9,0.0,24314.3,22129.7,17247.8,4881.9,1334.3,787.1,25163.7,,287.8,287.8,0.0,220.2,0.0,73.9,73.9,,146.3,9110.0,0.0,136.7,9093.7,9618.0,22556.8,22467.2,89.6,89.6,,1303.1,0.0,72.8,72.8,0.0,553.0,540.6,23859.9,33477.9,0.0,7384.0,,,,-8284.9,-588.7,-1489.6,3251.5,1761.9,35239.8,
03/31/2014,37158.2,408.5,408.5,0.0,1698.3,1698.3,0.0,0.0,0.0,0.0,0.0,0.0,10031.0,,10031.0,12137.8,825.0,2027.4,-1202.4,0.0,24195.4,22005.3,17244.8,4760.5,1323.8,866.3,25020.4,,260.5,260.5,,474.0,474.0,,,,,11025.0,,,11025.0,11759.5,22549.1,22549.1,,,,1311.2,,,,,564.9,746.3,23860.3,35619.8,0.0,7407.4,,,,-8500.7,-606.6,-1699.9,3238.3,1538.4,37158.2,
06/30/2014,37231.3,547.7,547.7,0.0,1711.9,1711.9,0.0,0.0,0.0,0.0,0.0,0.0,10144.2,,10144.2,12403.8,920.4,2182.5,-1262.1,0.0,23907.1,21884.9,17252.7,4632.2,1161.0,861.2,24827.5,,270.7,270.7,,155.0,84.8,70.2,70.2,,,11344.0,,,11344.0,11769.7,22619.8,22476.1,143.7,143.7,,1358.4,,,,,574.8,783.6,23978.2,35747.9,0.0,7410.7,,,,-8535.2,-603.4,-1727.9,3211.3,1483.4,37231.3,
09/30/2014,33987.1,386.4,386.4,0.0,1666.4,1666.4,0.0,0.0,0.0,0.0,0.0,0.0,7401.2,97.3,7394.4,9454.0,898.5,2142.4,-1243.9,0.0,23634.6,21639.5,17141.0,4498.5,1114.0,783.8,24533.1,,258.6,258.6,,119.8,44.6,75.2,75.2,,,8450.6,,109.6,8449.2,8829.0,20722.8,20591.3,131.5,131.5,,1290.2,,,,,536.7,643.9,22013.0,30842.0,0.0,9902.2,0.0,9902.2,,-9194.4,-747.4,-39.6,3184.7,3145.1,33987.1,
12/31/2014,34269.3,358.4,358.4,0.0,1752.3,1752.3,0.0,0.0,0.0,0.0,0.0,0.0,7843.7,142.7,7843.7,9954.4,929.7,2162.8,-1233.1,0.0,23385.2,21366.1,17016.6,4349.5,1101.0,775.4,24314.9,,280.3,280.3,0.0,160.8,4.2,73.5,73.5,,83.1,9089.5,0.0,,9089.5,9530.6,20711.4,20577.2,134.2,134.2,,1309.1,0.0,101.9,101.9,0.0,520.9,686.3,22020.5,31551.1,0.0,9905.8,0.0,9905.8,,-9429.0,-928.7,-451.9,3170.1,2718.2,34269.3,
03/31/2015,34138.0,340.0,340.0,0.0,1715.0,1715.0,0.0,0.0,0.0,0.0,0.0,0.0,8102.0,,8102.0,10157.0,908.0,2167.0,-1259.0,0.0,23073.0,21089.0,16861.0,4228.0,1088.0,896.0,23981.0,,265.0,265.0,,496.0,421.0,75.0,75.0,,,8986.0,,,8986.0,9747.0,20641.0,20522.0,119.0,119.0,,1320.0,,,,,530.0,790.0,21961.0,31708.0,0.0,9904.0,0.0,9904.0,0.0,-9542.0,-1085.0,-723.0,3153.0,2430.0,34138.0,
06/30/2015,34497.0,348.0,348.0,0.0,1731.0,1731.0,0.0,0.0,0.0,0.0,0.0,0.0,8441.0,,8441.0,10520.0,931.0,2247.0,-1316.0,0.0,23046.0,21110.0,16955.0,4155.0,1098.0,838.0,23977.0,,283.0,283.0,,307.0,231.0,76.0,76.0,,,9530.0,,,9530.0,10120.0,20721.0,20604.0,117.0,117.0,,1368.0,,,,,536.0,832.0,22089.0,32209.0,0.0,9912.0,0.0,9912.0,,-9689.0,-1050.0,-827.0,3115.0,2288.0,34497.0,
09/30/2015,33440.0,368.0,368.0,0.0,1741.0,1741.0,0.0,0.0,0.0,0.0,0.0,0.0,7553.0,,7553.0,9662.0,932.0,2309.0,-1377.0,0.0,22846.0,20929.0,16892.0,4037.0,1058.0,859.0,23778.0,,243.0,243.0,,361.0,293.0,68.0,68.0,,,8632.0,137.0,,8524.0,9236.0,20816.0,20714.0,102.0,102.0,,1324.0,,,,,544.0,643.0,22140.0,31376.0,0.0,9919.0,0.0,9919.0,,-9815.0,-1137.0,-1033.0,3097.0,2064.0,33440.0,
12/31/2015,34362.0,429.0,429.0,0.0,1826.0,1826.0,0.0,0.0,0.0,0.0,0.0,0.0,8531.0,179.0,8531.0,10786.0,951.0,2318.0,-1367.0,0.0,22625.0,20765.0,16846.0,3919.0,1048.0,633.0,23576.0,,1639.0,238.0,1401.0,856.0,43.0,73.0,73.0,,740.0,8150.0,0.0,56.0,8150.0,10645.0,18737.0,18615.0,122.0,122.0,,1243.0,0.0,98.0,98.0,0.0,431.0,658.0,19980.0,30625.0,0.0,12919.0,9.0,12910.0,0.0,-11032.0,-1219.0,668.0,3069.0,3737.0,34362.0,
03/31/2016,33725.0,311.0,311.0,0.0,1768.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,8136.0,,8136.0,10215.0,964.0,2327.0,-1363.0,0.0,22546.0,20697.0,16862.0,3835.0,1040.0,809.0,23510.0,,1537.0,,1537.0,604.0,541.0,60.0,60.0,,3.0,7777.0,154.0,,7777.0,9918.0,18857.0,18691.0,166.0,166.0,,1266.0,,,,,443.0,669.0,20123.0,30041.0,0.0,12998.0,9.0,12989.0,0.0,-11088.0,-1285.0,625.0,3059.0,3684.0,33725.0,
06/30/2016,34249.0,282.0,282.0,0.0,1763.0,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,8991.0,,8991.0,11036.0,889.0,2297.0,-1408.0,0.0,22324.0,20551.0,16808.0,3743.0,1034.0,739.0,23213.0,,1512.0,,1512.0,308.0,0.0,67.0,67.0,,241.0,8506.0,163.0,22.0,8367.0,10326.0,18828.0,18662.0,166.0,166.0,,1276.0,,,,,437.0,654.0,20104.0,30430.0,0.0,13058.0,9.0,13049.0,0.0,-10936.0,-1325.0,797.0,3022.0,3819.0,34249.0,
09/30/2016,34444.0,475.0,475.0,0.0,1714.0,1714.0,0.0,0.0,0.0,0.0,0.0,0.0,9165.0,,9165.0,11354.0,896.0,2338.0,-1442.0,0.0,22194.0,20463.0,16825.0,3638.0,1003.0,728.0,23090.0,,1556.0,,1556.0,377.0,277.0,84.0,84.0,,16.0,8705.0,170.0,,8557.0,10638.0,18514.0,18343.0,171.0,171.0,,1246.0,,,,,410.0,666.0,19760.0,30398.0,0.0,13107.0,9.0,13098.0,0.0,-10804.0,-1265.0,1038.0,3008.0,4046.0,34444.0,
12/31/2016,40292.0,385.0,385.0,0.0,1877.0,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,15155.0,147.0,15155.0,17417.0,883.0,2299.0,-1416.0,0.0,21992.0,20235.0,16696.0,3539.0,988.0,622.0,22875.0,,1564.0,206.0,1358.0,358.0,126.0,116.0,116.0,,116.0,14795.0,184.0,0.0,14646.0,16717.0,18131.0,17954.0,177.0,177.0,,1240.0,0.0,85.0,85.0,0.0,409.0,562.0,19371.0,36088.0,0.0,13219.0,9.0,13210.0,-61.0,-10524.0,-1414.0,1220.0,2984.0,4204.0,40292.0,
03/31/2017,35017.0,503.0,503.0,0.0,1753.0,1753.0,0.0,0.0,0.0,0.0,0.0,0.0,9799.0,,9799.0,12055.0,924.0,2424.0,-1500.0,0.0,22038.0,20315.0,16770.0,3545.0,982.0,741.0,22962.0,,1457.0,,1457.0,501.0,364.0,,,,137.0,9381.0,,,9381.0,11339.0,18123.0,18123.0,,,,1206.0,,,,,413.0,793.0,19329.0,30668.0,0.0,13177.0,9.0,13168.0,0.0,-10576.0,-1238.0,1363.0,2986.0,4349.0,35017.0,
06/30/2017,35605.0,493.0,493.0,0.0,1791.0,1791.0,0.0,0.0,0.0,0.0,0.0,0.0,10293.0,,10293.0,12577.0,914.0,2492.0,-1578.0,0.0,22114.0,20360.0,16885.0,3475.0,988.0,766.0,23028.0,,1504.0,,1504.0,274.0,189.0,,,,85.0,9976.0,176.0,0.0,9813.0,11754.0,18033.0,18033.0,,,,1218.0,,,,,409.0,633.0,19251.0,31005.0,0.0,13371.0,9.0,13362.0,-138.0,-10391.0,-1207.0,1635.0,2965.0,4600.0,35605.0,
09/30/2017,41645.0,502.0,502.0,0.0,1910.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,15474.0,30.0,15474.0,17886.0,911.0,2506.0,-1595.0,0.0,22848.0,21160.0,17371.0,3789.0,965.0,693.0,23759.0,,1552.0,,1552.0,854.0,664.0,,,,190.0,15139.0,177.0,,14985.0,17545.0,17795.0,17795.0,,,,1269.0,,,,,412.0,680.0,19064.0,36609.0,0.0,13439.0,9.0,13430.0,-139.0,-10095.0,-1107.0,2098.0,2938.0,5036.0,41645.0,
