Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1995,399.787987,-212.554001,187.233986,0.031,52.523998,4.379,244.167984,-21.797001,222.370983,-140.024994,82.346001,0.0,82.346001,-28.757,53.589001,0.0,0.0,53.589001,0,,53.589001,,,53.589001,0.203333,0.203333,0.203333,265.013991,0.203333,0.203333,0.203333,265.013991,
03/31/1996,404.108009,-212.546005,191.562004,0.062,54.849998,8.904,255.378003,-20.458,234.920003,-146.304993,88.614998,0.0,88.614998,-31.174,57.441002,0.0,0.0,57.441002,0,,57.441002,0.0,0.0,57.440998,0.215,0.215,0.215,267.167999,0.215,0.215,0.215,269.261993,
06/30/1996,440.644997,-227.656006,212.988991,-0.006,58.073002,3.185,274.240993,-20.466999,253.773994,-156.173996,97.599998,0.0,97.599998,-34.477001,63.123001,0.0,0.0,63.123001,0,,63.123001,0.0,0.0,63.122997,0.22,0.22,0.22,286.922997,0.22,0.22,0.22,287.22599,
09/30/1996,467.583015,-242.132996,225.45002,0.086,56.612999,3.811,285.960019,-21.905001,264.055018,-155.253006,108.802002,-14.0,94.802002,-29.080999,65.721001,0.0,0.0,65.721001,0,,65.721001,14.0,-5.4,74.321002,0.26,0.23,0.23,285.744003,0.256667,0.225,0.225,290.01899,
12/31/1996,491.884003,-255.858994,236.025009,8.367,63.230999,-2.367,305.256008,-27.197001,278.059007,-171.565994,106.492996,0.0,106.492996,-38.075001,68.417999,0.0,0.0,68.417999,0,,68.417999,0.0,0.0,68.417995,0.236667,0.236667,0.236667,288.344994,0.236667,0.236667,0.236667,290.597991,
03/31/1997,510.650002,-266.093994,244.556007,0.094,58.709999,3.174,306.534006,-22.375,284.159006,-174.041,110.117996,0.0,110.117996,-39.217999,70.900002,0.0,0.0,70.900002,0,,70.900002,0.0,0.0,70.899998,0.24,0.24,0.24,293.042999,0.24,0.24,0.24,295.47599,
06/30/1997,558.186005,-296.161011,262.024994,0.304,59.245998,4.496,326.070992,-26.502001,299.568991,-182.158005,117.411003,0.0,117.411003,-42.043999,75.366997,0.0,0.0,75.366997,0,,75.366997,0.0,0.0,75.367004,0.25,0.25,0.25,298.992004,0.25,0.25,0.25,301.284004,
09/30/1997,574.241997,-308.447998,265.793999,1.053,62.834,5.909,335.589998,-20.002001,315.587997,-192.987,122.600998,0.0,122.600998,-44.112999,78.487999,0.0,0.0,78.487999,0,,78.487999,0.0,0.0,78.487999,0.265,0.265,0.265,299.325005,0.26,0.26,0.26,302.076004,
12/31/1997,589.173996,-315.376007,273.797989,0.288,66.348999,8.05,348.484988,-21.733999,326.750989,-199.029999,127.721001,0.0,127.721001,-45.768002,81.953003,0.0,0.0,81.953003,0,,81.953003,0.0,0.0,81.952999,0.27,0.27,0.27,305.963997,0.265,0.265,0.265,309.081,
03/31/1998,597.46199,-324.112,273.349991,7.252,70.755997,10.11,361.467987,-17.855,343.612988,-212.505997,131.106995,0.0,131.106995,-44.654999,86.452003,0.0,0.0,86.452003,0,,86.452003,0.0,0.0,86.451996,0.275,0.275,0.275,316.747986,0.27,0.27,0.27,319.996002,
06/30/1998,635.943977,-345.873993,290.069984,1.058,77.560997,14.526,383.214981,-25.481001,357.733981,-222.912994,134.820999,0.0,134.820999,-45.328999,89.491997,0.0,0.0,89.491997,0,,89.491997,0.0,0.0,89.492001,0.28,0.28,0.28,322.359985,0.275,0.275,0.275,325.424011,
09/30/1998,656.045029,-359.196014,296.849014,-0.399,83.329002,16.438999,396.218016,-22.040001,374.178015,-236.798004,137.380005,0.0,137.380005,-42.719002,94.661003,0.0,0.0,94.661003,0,,94.661003,0.0,0.0,94.661003,0.285,0.285,0.285,330.032013,0.285,0.285,0.285,332.731995,
12/31/1998,668.011017,-357.074005,310.937012,31.226999,70.389,3.594,416.147011,-29.42,386.727011,-242.225998,144.501007,0.0,144.501007,-46.495998,98.004997,0.0,0.0,98.004997,0,,98.004997,0.0,0.0,98.005009,0.295,0.295,0.295,332.496002,0.295,0.295,0.295,334.817993,
03/31/1999,670.767014,-354.263,316.504013,10.266,89.005997,11.792,427.568009,-30.362,397.20601,-242.643005,154.563004,0.0,154.563004,-50.039001,104.524002,0.0,0.0,104.524002,0,,104.524002,0.0,0.0,104.524002,0.31,0.31,0.31,334.540009,0.31,0.31,0.31,337.174011,
06/30/1999,695.288002,-358.492004,336.795998,7.47,88.413002,11.106,443.784999,-31.775999,412.009,-248.886002,163.123001,0.0,163.123001,-53.437,109.685997,0.0,0.0,109.685997,0,,109.685997,0.0,0.0,109.686001,0.33,0.33,0.33,334.877991,0.325,0.325,0.325,337.492004,
09/30/1999,750.123032,-394.381012,355.74202,8.601,90.155998,14.69,469.189017,-42.757,426.432017,-258.812012,167.619995,0.0,167.619995,-54.563,113.056999,0.0,0.0,113.056999,0,,113.056999,0.0,0.0,113.056995,0.335,0.335,0.335,335.308014,0.335,0.335,0.335,337.484009,
12/31/1999,790.268982,-432.402008,357.866974,7.494,92.994003,11.569,469.923977,-36.354,433.569977,-260.160004,173.410004,0.0,173.410004,-57.504002,115.905998,0.0,0.0,115.905998,0,,115.905998,0.0,0.0,115.906002,0.345,0.345,0.345,335.742004,0.345,0.345,0.345,337.940002,
03/31/2000,815.507019,-459.346985,356.160034,2.008,88.744003,22.724001,469.636038,-30.662001,438.974038,-263.612,175.362,0.0,175.362,-57.273998,118.087997,0.0,0.0,118.087997,0,0.0,118.087997,0.0,0.0,118.088001,0.35,0.35,0.35,336.074005,0.35,0.35,0.35,337.394012,
06/30/2000,841.643997,-490.835999,350.807999,0.414,94.380997,24.266001,469.868996,-24.181999,445.686997,-268.81601,176.871002,0.0,176.871002,-56.999001,119.872002,0.0,0.0,119.872002,0,0.0,119.872002,0.0,0.0,119.872002,0.36,0.36,0.36,336.368011,0.36,0.36,0.36,337.56601,
09/30/2000,862.570984,-523.039978,339.531006,-8.699,98.869003,56.816002,486.517011,-18.452999,468.064012,-289.203003,178.860992,0.0,178.860992,-57.241001,121.620003,0.0,0.0,121.620003,0,0.0,121.620003,0.0,0.0,121.619991,0.36,0.36,0.36,336.477997,0.36,0.36,0.36,337.832001,
12/31/2000,874.366013,-535.127991,339.238022,36.707001,65.818001,23.635,465.398024,-19.530001,445.868023,-265.565002,180.302994,0.0,180.302994,-57.553001,122.75,0.0,0.0,122.75,0,0.0,122.75,0.0,0.0,122.749992,0.36,0.36,0.36,336.821991,0.36,0.36,0.36,338.447998,
03/31/2001,844.496979,-493.575012,350.921967,1.95,85.579002,42.831001,481.28197,-22.811001,458.470969,-267.002014,191.468994,0.0,191.468994,-61.612999,129.856003,0.0,0.0,129.856003,0,0.0,129.856003,0.0,0.0,129.855995,0.38,0.38,0.38,338.649994,0.38,0.38,0.38,341.727997,
06/30/2001,811.851974,-437.834991,374.016983,6.096,110.313004,24.052,514.477987,-25.747999,488.729988,-283.218994,205.511002,0.0,205.511002,-67.892998,137.617996,0.0,0.0,137.617996,0,0.0,137.617996,0.0,0.0,137.618004,0.41,0.41,0.41,339.973999,0.4,0.4,0.4,344.048004,
09/30/2001,782.373993,-392.614014,389.759979,6.497,112.556999,20.375999,529.189978,-30.4,498.789979,-285.593994,213.195999,0.0,213.195999,-71.113998,142.082001,0.0,0.0,142.082001,0,0.0,142.082001,0.0,0.0,142.082001,0.41,0.41,0.41,342.18399,0.41,0.41,0.41,346.540985,
12/31/2001,732.036972,-318.634003,413.402969,45.745998,67.43,47.602001,574.180969,-39.334,534.84697,-317.553009,217.294006,0.0,217.294006,-72.382004,144.912003,0.0,0.0,144.912003,0,0.0,144.912003,0.0,0.0,144.912003,0.42,0.42,0.42,344.815002,0.42,0.42,0.42,348.769012,
03/31/2002,681.942978,-261.434998,420.50798,11.57,115.508003,26.691,574.276983,-27.65,546.626984,-312.321991,234.304993,0.0,234.304993,-76.535004,157.770004,0.0,0.0,157.770004,0,0.0,157.770004,0.0,0.0,157.769989,0.46,0.46,0.46,346.506012,0.45,0.45,0.45,350.403015,
06/30/2002,671.787003,-243.839996,427.947006,8.106,127.473999,24.368,587.895005,-28.728001,559.167005,-320.845001,238.322006,0.0,238.322006,-77.383003,160.938995,0.0,0.0,160.938995,0,0.0,160.938995,0.0,0.0,160.939003,0.46,0.46,0.46,346.740997,0.46,0.46,0.46,351.463989,
09/30/2002,664.738998,-235.723007,429.015991,5.373,134.393005,26.636,595.417996,-36.354,559.063996,-315.966003,243.098007,0.0,243.098007,-78.851997,164.246002,0.0,0.0,164.246002,0,0.0,164.246002,0.0,0.0,164.24601,0.47,0.47,0.47,346.802002,0.47,0.47,0.47,351.007996,
12/31/2002,646.941986,-219.328995,427.612991,10.511,143.5,26.865999,608.48999,-34.0,574.48999,-327.717987,246.772003,0.0,246.772003,-79.856003,166.916,0.0,0.0,166.916,0,0.0,166.916,0.0,0.0,166.916,0.48,0.48,0.48,346.871002,0.48,0.48,0.48,350.868011,
03/31/2003,614.595016,-199.376999,415.218018,-1.096,132.395004,31.931999,578.449021,-29.4,549.049021,-298.027008,251.022003,0.0,251.022003,-79.677002,171.345001,0.0,0.0,171.345001,0,0.0,171.345001,0.0,0.0,171.345001,0.5,0.5,0.5,345.514008,0.49,0.49,0.49,350.493988,
06/30/2003,606.119995,-189.363998,416.755997,14.288,150.313004,31.079,612.436001,-30.299999,582.136002,-324.359009,257.777008,0.0,257.777008,-82.997002,174.779999,0.0,0.0,174.779999,0,0.0,174.779999,0.0,0.0,174.780006,0.51,0.51,0.51,340.220001,0.51,0.51,0.51,343.578003,
09/30/2003,573.153015,-165.578995,407.57402,16.938,146.964996,30.694,602.171017,-30.0,572.171017,-312.384003,259.786987,0.0,259.786987,-81.210999,178.576004,0.0,0.0,178.576004,0,0.0,178.576004,0.0,0.0,178.575989,0.53,0.53,0.53,336.18399,0.53,0.53,0.53,339.875,
12/31/2003,573.216995,-159.455994,413.761002,0.062,150.994003,24.073,588.890005,-34.849998,554.040006,-294.003998,260.036011,0.0,260.036011,-79.551003,180.485001,0.0,0.0,180.485001,0,0.0,180.485001,0.0,0.0,180.485008,0.54,0.54,0.54,332.062012,0.54,0.54,0.54,336.229004,
03/31/2004,565.028,-155.070007,409.957993,2.933,125.440002,38.000999,576.331995,-27.521999,548.809995,-285.354004,263.455994,0.0,263.455994,-80.499001,182.957001,0.0,0.0,182.957001,0,0.0,182.957001,0.0,0.0,182.956993,0.55,0.55,0.55,331.027008,0.55,0.55,0.55,335.251007,
06/30/2004,574.477005,-155.100006,419.376999,82.098999,130.358002,29.76,661.594,-29.0,632.594,-349.718994,282.875,0.0,282.875,-88.135002,194.740005,0.0,0.0,194.740005,0,0.0,194.740005,0.0,0.0,194.739998,0.59,0.59,0.59,332.036987,0.58,0.58,0.58,336.450012,
09/30/2004,599.591995,-177.376007,422.215988,-0.123,134.031998,19.422001,575.546987,-22.65,552.896987,-274.903015,277.993988,0.0,277.993988,-89.730003,188.264008,0.0,0.0,188.264008,0,0.0,188.264008,0.0,0.0,188.263985,0.56,0.56,0.56,333.657013,0.56,0.56,0.56,338.662994,
