Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/31/1991,17.398001,,-10.596,,6.802001,,-4.616,,,2.185999,-1.241,,1.241,,,,0.0,0.944999,-0.354,0.590999,0.0,,,0.590999,,0.590999,-0.14,,0.450999,0.450999,,39.28,0.01125,0.01125,,39.28,0.01125,0.01125,0.01125,
04/30/1991,18.944,,-11.119,,7.825,,-4.648,,,3.176999,-1.297,,1.297,,,,0.0,1.879999,-0.704,1.175999,0.0,,,1.175999,,1.175999,0.0,,1.175999,1.175999,,39.279999,0.03,0.03,,39.279999,0.03,0.03,0.03,
07/31/1991,19.927999,,-11.11,,8.818,,-4.611,,,4.206999,-1.081,,1.081,,,,0.0,3.125999,-1.172,1.953999,0.0,,,1.953999,,1.953999,-0.14,,1.813999,1.813999,,39.279999,0.04625,0.04625,,39.279999,0.04625,0.04625,0.04625,
10/31/1991,18.756001,,-11.057,,7.699001,,-4.508,,,3.190999,-1.285,,1.373,,,,-0.088,1.905999,-0.711,1.194999,0.0,,,1.194999,,1.194999,0.0,,1.194999,1.194999,,39.36,0.03,0.03,0.03,39.36,0.03,0.03,0.03,
01/31/1992,14.477999,,-8.319,,6.158998,,-4.361,,,1.797999,-1.084,,1.084,,,,0.0,0.713999,-0.268,0.445999,0.0,,,0.445999,,0.445999,0.0,,0.445999,0.445999,,39.479996,0.01125,0.01125,,39.479996,0.01125,0.01125,0.01125,
04/30/1992,17.501999,,-10.409,,7.092999,,-6.192,,,0.900999,-0.508,,0.573,,,,-0.065,0.392999,-0.147,0.245999,0.0,,,0.245999,,0.245999,0.0,,0.245999,0.245999,,51.743996,0.005,0.005,,51.743996,0.005,0.005,0.005,
07/31/1992,17.257999,,-9.875,,7.382999,,-4.29,,,3.092999,-0.153,,0.181,,,,-0.028,2.939999,-1.102,1.837999,0.0,,,1.837999,,1.837999,0.0,,1.837999,1.837999,,55.479996,0.03375,0.03375,,55.479996,0.03375,0.03375,0.03375,
10/31/1992,20.362999,,-11.092,,9.270999,,-5.421,,,3.849999,-0.384,,0.45,,,,-0.066,3.465999,-1.283,2.182999,0.0,,,2.182999,,2.182999,0.0,,2.182999,2.182999,,56.479992,0.03875,0.03875,0.03875,56.479992,0.03875,0.03875,0.03875,
01/31/1993,19.705999,,-9.809,,9.896999,,-7.257,,,2.639999,-0.631,,0.645,,,,-0.014,2.008999,-0.771,1.237999,0.0,,,1.237999,,1.237999,0.0,,1.237999,1.237999,,58.519997,0.02125,0.02125,,58.519997,0.02125,0.02125,0.02125,
04/30/1993,28.507998,,-14.546,,13.961998,,-9.03,,,4.931998,-0.572,,0.576,,,,-0.004,4.359998,-1.395,2.964998,0.0,,,2.964998,,2.964998,0.0,,2.964998,2.964998,,59.031998,0.05,0.05,,59.031998,0.05,0.05,0.05,
07/31/1993,41.054001,,-18.663,,22.391001,,-11.003,,,11.388,-0.415,,0.433,,,,-0.018,10.973,-3.731,7.242,0.0,,,7.242,,7.242,0.0,,7.242,7.242,,59.487999,0.12125,0.12125,,59.487999,0.12125,0.12125,0.12125,
10/31/1993,43.262005,,-21.087,,22.175005,,-10.815,,,11.360003,-0.279,,0.35,,,,-0.071,11.081003,-3.468,7.613,0.0,,,7.613003,,7.613,0.0,,7.613,7.613,,59.916,0.1275,0.1275,0.1275,59.916,0.1275,0.1275,0.1275,
01/31/1994,33.544998,,-17.346001,,16.198997,,-10.144,,,6.055,-0.32,,0.343,,0.0,,-0.023,5.735,-1.88,3.855,0.72,,,3.135,0.0,3.135,0.0,,3.135,3.135,,60.132,0.0525,0.065,,60.132,0.0525,0.065,0.065,
04/30/1994,38.393002,,-16.361,,22.032001,,-11.774,,,10.258,-0.376,,0.376,,0.0,,0.0,9.882,-3.334,6.548,0.0,,,6.548,0.0,6.548,0.0,,6.548,6.548,,60.108002,0.11,0.11,,60.108002,0.11,0.11,0.11,
07/31/1994,32.660999,,-16.997,,15.664,,-10.559,,,5.105,-0.261,,0.282,,0.0,,-0.021,4.844,-1.692,3.152,0.0,,,3.152,0.0,3.152,0.0,,3.152,3.152,,60.032001,0.0525,0.0525,,60.032001,0.0525,0.0525,0.0525,
10/31/1994,43.084,,-18.594999,,24.489,,-12.977,,,11.512,-0.37,,0.476,,0.0,,-0.106,11.142,-3.835,7.307,0.0,,,7.307,0.0,7.307,0.0,,7.307,7.307,,60.0,0.1225,0.1225,,60.0,0.1225,0.1225,0.1225,
01/31/1995,34.410999,,-16.552999,,17.858,,-12.548,,,5.31,-0.352,,0.388,,0.0,,-0.036,4.958,-1.72,3.238,0.0,,,3.238,0.0,3.238,0.0,,3.238,3.238,,60.08,0.055,0.055,0.055,60.08,0.055,0.055,0.055,
04/30/1995,39.821999,,-20.143,,19.678999,,-12.623,,,7.056,-0.558,,0.592,,0.0,,-0.034,6.498,-2.284,4.214,0.0,,,4.214,0.0,4.214,0.0,,4.214,4.214,,60.268002,0.07,0.07,0.07,60.268002,0.07,0.07,0.07,
07/31/1995,47.095001,,-21.634001,,25.461,,-14.676,,,10.785,-0.488,,0.519,,0.0,,-0.031,10.297,-3.629,6.668,0.0,,,6.668,0.0,6.668,0.0,,6.668,6.668,,60.792,0.11,0.11,0.11,60.792,0.11,0.11,0.11,
10/31/1995,54.092999,,-23.288,,30.804999,,-16.545,,,14.26,-0.012,,0.453,,0.0,,-0.441,14.248,-5.097,9.151,0.0,,,9.151,0.0,9.151,0.0,,9.151,9.151,,60.936,0.15,0.15,0.15,60.936,0.15,0.15,0.15,
01/31/1996,52.896,,-23.896,,29.0,,-15.441,,,13.559,-0.314,,0.387,,0.0,,-0.073,13.245,-4.436,8.809,0.0,,,8.809,0.0,8.809,0.0,,8.809,8.809,,61.184,0.145,0.145,0.145,61.184,0.145,0.145,0.145,
04/30/1996,47.105,,-24.605,,22.5,,-13.726,,,8.774,-0.273,,0.292,,0.0,,-0.019,8.501,-2.848,5.653,0.0,,,5.653,0.0,5.653,0.0,,5.653,5.653,,61.736,0.0925,0.0925,0.0925,61.736,0.0925,0.0925,0.0925,
07/31/1996,59.946999,,-30.259001,,29.687998,,-18.242001,,,11.446,-1.085,,1.099,,0.0,,-0.014,10.361,-3.372,6.989,0.0,,,6.989,0.0,6.989,0.0,,6.989,6.989,,62.088,0.1125,0.1125,0.1125,62.088,0.1125,0.1125,0.1125,
10/31/1996,65.703003,,-30.966999,,34.736004,,-21.243,,,13.493,-1.36,,1.504,,0.0,,-0.144,12.133,-4.727,7.406,0.0,,,7.406,0.0,7.406,0.0,,7.406,7.406,,62.084,0.1175,0.1175,0.1175,62.084,0.1175,0.1175,0.1175,
01/31/1997,55.108002,,-25.672001,,29.436001,,-19.627001,,,9.809,-1.075,,1.302,,0.0,,-0.227,8.734,-2.904,5.83,0.0,,,5.83,0.0,5.83,0.0,,5.83,5.83,,60.432,0.095,0.095,0.095,61.788,0.095,0.095,0.095,
04/30/1997,67.018997,,-30.049,,36.969997,,-20.539,,,16.431,-0.989,,1.209,,0.0,,-0.22,15.442,-5.296,10.146,0.0,,,10.146,0.0,10.146,0.0,,10.146,10.146,,60.56,0.17,0.17,0.17,62.468,0.16,0.16,0.16,
07/31/1997,88.523003,,-43.740002,,44.783001,,-25.427999,,,19.355,-1.6,,1.706,,0.0,,-0.106,17.755,-6.125,11.63,0.0,,,11.63,0.0,11.63,0.0,,11.63,11.63,,61.36,0.19,0.19,0.19,62.984,0.185,0.185,0.185,
10/31/1997,87.585999,,-45.386002,,42.199997,,-26.924999,,,15.275,-2.106,,1.831,,0.0,,0.275,13.169,-4.425,8.744,0.0,,,8.744,0.0,8.744,0.0,,8.744,8.744,,61.772,0.14,0.14,0.14,64.054,0.135,0.135,0.135,
01/31/1998,90.098999,,-44.632,,45.466999,,-27.726,,,17.740999,-1.438,,1.809,,0.0,,-0.371,16.302999,-5.583,10.72,0.0,,,10.719999,0.0,10.72,0.0,,10.72,10.72,,61.945999,0.175,0.175,0.175,63.852001,0.17,0.17,0.17,
04/30/1998,95.995003,,-47.580002,,48.415001,,-30.745001,,,17.67,-1.569002,,1.753,,0.0,,-0.183998,16.100998,-5.467,10.634,0.0,,,10.633998,0.0,10.634,0.0,,10.634,10.634,,62.276001,0.17,0.17,0.17,64.031998,0.165,0.165,0.165,
