Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
11/30/1992,57.386002,,57.409,,4.418819,0.890052,0.62694,0.3,0.3,,,,,0.022,0.768555,,3.084115,5.895671,
02/28/1993,57.387001,,57.569,,4.254807,0.750282,0.480137,0.15,0.2,,,,,0.022,0.815821,,0.998362,6.023629,
05/31/1993,57.490002,57.557999,57.557999,,4.614875,0.891483,0.624778,0.3,0.3,0.3,0.3,0.3,0.3,0.022,0.636124,,1.406227,6.296643,
08/31/1993,57.459,,57.563999,,4.944549,0.963884,0.678063,0.34,0.34,,,,,0.022,0.213606,,0.837937,6.627595,
11/30/1993,62.285,,59.602001,,4.775427,0.965739,0.697678,0.34,0.34,,,,,0.022,1.06738,,1.135346,7.978486,
02/28/1994,62.358002,,62.450001,,4.548775,0.802066,0.533595,0.25,0.25,,,,,0.022,0.723106,,0.912393,8.21468,
05/31/1994,62.451,62.511002,62.511002,,4.955096,0.710931,0.696677,0.36,0.36,0.36,0.36,0.36,0.36,0.022,0.672346,,0.968551,8.547741,
08/31/1994,62.360001,,62.535999,,5.139456,1.042408,0.758987,0.39,0.39,,,,,0.022,0.647531,,0.694724,8.93592,
11/30/1994,62.368999,,62.467999,,5.190578,1.057181,0.765592,0.4,0.4,,,,,0.022,0.866396,,0.770046,9.317931,
02/28/1995,62.422001,,62.481998,,4.133271,0.576518,0.519093,0.3,0.31,,,,,0.022,0.361016,,1.145029,9.599868,
05/31/1995,62.511002,62.514999,62.514999,,1.848468,0.304135,0.06664,0.42,0.42,0.42,0.42,0.42,0.42,0.022,0.834856,,1.167347,9.996208,
08/31/1995,62.450001,,62.546001,,4.380648,0.736434,0.487833,0.45,0.28,0.28,,,,0.022,0.635772,0.269082,0.526021,10.479327,
11/30/1995,62.507,,62.587002,,4.788885,0.864397,0.607954,0.46,0.33,0.33,,,,0.022,0.818269,0.332337,0.605164,10.828067,
02/29/1996,62.620998,,62.644001,,5.338165,0.674031,0.588149,0.36,0.34,,,,,0.013873,0.659281,,0.408809,11.220789,
05/31/1996,62.799999,,62.736,,2.319259,0.211298,-0.08201,0.1,0.1,,,,,0.013873,1.399723,,0.995748,11.270207,
08/31/1996,62.758999,63.001999,63.001999,,3.971715,0.706708,0.475191,0.38,0.3,0.3,0.38,0.3,0.3,0.013873,0.339973,-0.11906,0.638076,11.745311,
11/30/1996,62.810001,63.078999,63.078999,,4.110132,0.831434,0.599138,0.51,0.36,0.36,0.51,0.36,0.36,0.022,0.921257,0.444522,0.820952,9.578984,
02/28/1997,63.409,64.147003,63.332001,,6.13824,1.186588,0.750332,0.97,0.97,0.38,0.96,0.96,0.38,0.022,0.777822,-0.114413,0.697267,10.50179,
05/31/1997,63.599998,63.257,63.257,,6.26552,0.64962,0.428569,0.31,-0.32,0.33,0.31,-0.32,0.33,0.022,-0.170938,-2.748802,0.459465,10.855834,
08/31/1997,63.588001,63.708,63.708,,4.30172,0.856125,0.605214,0.31,0.36,0.36,0.31,0.36,0.36,0.022,-0.320933,-1.034548,0.472778,11.176275,
11/30/1997,63.622002,63.786999,63.786999,,4.393591,0.957327,0.695628,0.3,0.4,0.4,0.3,0.4,0.4,0.022,1.05556,0.489002,0.425403,11.458662,
02/28/1998,63.672001,64.859001,63.834,,7.333741,1.512,0.883886,0.44,0.44,0.44,0.43,0.43,0.43,0.022,1.203387,0.120719,0.814157,11.875785,
05/31/1998,63.900002,63.848999,63.848999,,5.276183,0.357108,0.255274,0.36,0.3,0.48,0.36,0.3,0.48,0.022,0.189212,-1.170292,0.761549,12.198122,
