Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
08/31/1989,57.813,,57.794998,,2.994757,0.523973,0.340081,0.113333,0.113333,,,,,0.022,0.316463,,0.752979,3.588345,
11/30/1989,57.814499,,57.813,,3.075225,0.562451,0.375798,0.133333,0.133333,,,,,0.022,0.459724,,0.811354,3.698588,
02/28/1990,57.806997,,57.814499,,2.986137,0.458726,0.268687,0.086667,0.086667,,,,,0.022,0.264172,,0.712855,3.765548,
05/31/1990,57.540001,57.673502,57.673502,,3.211562,0.54975,0.355276,0.126667,0.126667,0.126667,0.126667,0.126667,0.126667,0.022,0.570418,,0.811314,3.851998,
08/31/1990,56.951998,,57.447001,,3.38982,0.596689,0.394137,0.146667,0.146667,,,,,0.022,0.446516,,0.487077,3.959949,
11/30/1990,56.967001,,57.120003,,3.577643,0.651786,0.432791,0.16,0.16,,,,,0.022,0.452714,,0.303281,4.093265,
02/28/1991,57.018002,,57.118498,,3.467353,0.564738,0.331504,0.093333,0.093333,,,,,0.022,0.327565,,0.32837,4.161949,
05/31/1991,57.170997,57.0945,57.0945,,3.823993,0.666632,0.427397,0.16,0.16,0.16,0.16,0.16,0.16,0.022,0.518912,,0.529517,4.284533,
08/31/1991,57.133501,,57.184502,,3.939319,0.736091,0.493403,0.186667,0.186667,,,,,0.022,0.137327,,0.301644,4.479666,
11/30/1991,57.282,,57.279001,,3.946769,0.78259,0.535886,0.213333,0.213333,,,,,0.022,0.902495,,0.235868,4.667959,
02/29/1992,57.288002,,57.409498,,3.885333,0.679452,0.428762,0.16,0.16,,,,,0.014667,0.965973,,0.740225,4.841502,
05/31/1992,57.372002,47.782001,47.782001,,5.061194,1.019191,0.713951,0.64,0.73,0.73,0.64,0.73,0.73,0.022,0.933155,,1.448459,5.315868,
08/31/1992,57.276001,,57.243999,,4.287384,0.864038,0.602159,0.28,0.28,,,,,0.022,-0.046677,,0.817952,5.541116,
