Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2006,1668.9,,-1061.473,,607.427,,-455.232,403.063,,,52.169,152.195,-145.049,20.254,26.923,-6.669,,124.795,7.146,17.775,24.921,-0.395,,,25.316,0.0,25.316,0.0,0.0,25.316,25.316,,302.19,0.08,0.08,0.6,318.361,0.08,0.08,0.57,
03/31/2007,2338.2,,-1458.3,,879.9,,-680.1,620.3,,,59.8,199.8,-34.1,28.3,37.2,-8.9,,5.8,165.7,-26.9,138.8,-0.1,,,138.9,0.0,138.9,0.0,0.0,138.9,138.9,,420.1,0.33,0.33,0.62,441.1,0.31,0.31,0.59,
06/30/2007,2385.9,,-1449.3,,936.6,,-685.3,626.6,,,58.7,251.3,-29.0,22.6,33.2,-10.6,,6.4,222.3,-34.4,187.9,24.0,,,163.9,0.0,163.9,0.0,0.0,163.9,163.9,,424.0,0.39,0.44,0.68,446.5,0.37,0.42,0.65,
09/29/2007,2401.2,,-1453.1,,948.1,,-685.3,626.5,,,58.8,262.8,-27.5,18.9,32.5,-13.6,,8.6,235.3,-16.7,218.6,0.1,,,218.5,0.0,218.5,0.0,0.0,218.5,218.5,,424.3,0.51,0.52,0.69,446.6,0.49,0.49,0.65,
12/31/2007,2621.1,,-1550.8,,1070.3,,-619.4,558.0,,,61.4,450.9,-192.9,23.5,36.9,-13.4,,169.4,258.0,-23.7,234.3,-5.5,,,239.8,0.0,239.8,0.0,0.0,239.8,239.8,,417.5,0.57,0.56,0.8,440.7,0.54,0.53,0.76,
03/29/2008,2554.0,,-1535.6,,1018.4,0.0,-728.0,661.1,,,66.9,290.4,-18.2,25.7,35.8,-10.1,,-7.5,272.2,-42.1,230.1,0.4,,,229.7,0.0,229.7,0.0,0.0,229.7,229.7,,417.5,0.55,0.55,0.557,436.1,0.53,0.53,0.537,
06/28/2008,2709.6,,-1621.5,,1088.1,0.0,-757.9,698.9,,,59.0,330.2,-28.1,26.9,42.0,-15.1,,1.2,302.1,-59.2,242.9,-3.2,,,246.1,0.0,246.1,0.0,0.0,246.1,246.1,-3.51,418.0,0.59,0.58,0.572,437.1,0.56,0.55,0.542,
09/27/2008,2588.1,,-1555.3,,1032.8,0.0,-746.5,669.3,,,77.2,286.3,-27.7,24.8,39.7,-14.9,,2.9,258.6,-43.7,214.9,-3.2,,,218.1,0.0,218.1,0.0,0.0,218.1,218.1,10.01,419.0,0.52,0.51,0.533,438.3,0.5,0.49,0.513,
12/31/2008,2646.3,,-1549.0,,1097.3,0.0,-774.8,545.4,,,229.4,322.5,-27.4,22.4,34.0,-11.6,,5.0,295.1,-7.6,287.5,0.5,,,287.0,0.0,287.0,0.0,0.0,287.0,287.0,13.325,418.4,0.68,0.69,0.722,427.2,0.67,0.67,0.702,
03/28/2009,2255.1,2255.1,-1368.2,1368.2,886.9,0.0,-696.8,625.0,58.2,,13.6,190.1,-22.9,24.9,30.2,-5.3,,-2.0,167.2,-18.3,148.9,0.0,0.0,0.0,148.9,0.0,148.9,0.0,0.0,148.9,158.4965,9.5965,417.7,0.36,0.36,0.379451,425.3,0.35,0.35,0.372564,
06/27/2009,2484.1,2484.1,-1495.8,1495.8,988.3,0.0,-729.3,660.9,58.1,,10.3,259.0,-26.9,24.9,29.6,-4.7,,2.0,232.1,-25.2,206.9,0.0,0.0,0.0,206.9,0.0,206.9,0.0,0.0,206.9,214.781371,7.881371,415.3,0.5,0.5,0.517172,423.7,0.49,0.49,0.508601,
09/26/2009,2531.1,2531.1,-1519.9,1519.9,1011.2,0.0,-735.7,662.1,60.5,,13.1,275.5,-28.6,26.7,29.2,-2.5,,1.9,246.9,-25.7,221.2,0.0,0.0,0.0,221.2,0.0,221.2,0.0,0.0,221.2,230.120383,8.920383,407.9,0.54,0.54,0.564159,420.2,0.53,0.53,0.551229,
12/31/2009,2839.4,2839.4,-1667.0,1667.0,1172.4,0.0,-848.1,598.6,69.3,156.4,23.8,324.3,-43.4,25.5,29.1,-3.6,,17.9,280.9,-6.6,274.3,1.0,1.0,0.0,273.3,,273.3,0.0,0.0,273.3,306.215,31.915,408.7,0.67,0.67,0.749241,422.2,0.65,0.65,0.725592,
04/03/2010,2626.9,2626.9,-1560.5,1560.5,1066.4,0.0,-781.8,698.3,66.1,,17.4,284.6,-24.9,19.9,22.3,-2.4,,5.0,259.7,-35.1,224.6,-7.7,-7.7,0.0,232.3,0.0,232.3,0.0,0.0,232.3,246.375,21.775,409.6,0.57,0.55,0.601501,418.2,0.56,0.54,0.592068,
07/03/2010,2595.7,2595.7,-1546.8,1546.8,1048.9,0.0,-751.0,673.2,69.6,,8.2,297.9,-36.8,20.9,23.8,-2.9,,15.9,261.1,-32.4,228.7,-8.6,-8.6,0.0,237.3,0.0,237.3,0.0,0.0,237.3,245.47,16.77,409.3,0.58,0.56,0.599731,415.9,0.57,0.55,0.590322,
10/02/2010,2628.7,2628.7,-1567.2,1567.2,1061.5,0.0,-758.8,677.0,71.5,,10.3,302.7,-15.4,15.7,19.1,-3.4,,-0.3,287.3,-28.5,258.8,-9.7,-9.7,0.0,268.5,0.0,268.5,0.0,0.0,268.5,269.395,10.595,400.7,0.67,0.65,0.672311,404.5,0.66,0.64,0.666193,
12/31/2010,2718.9,2718.9,-1565.3,1565.3,1153.6,0.0,-832.8,595.6,77.6,135.1,24.5,320.8,-23.2,15.7,19.5,-3.8,,7.5,297.6,-12.7,284.9,-12.6,-12.6,0.0,297.5,0.0,297.5,0.0,0.0,297.5,306.285,21.385,393.5,0.76,0.72,0.778361,398.8,0.75,0.71,0.763623,
04/02/2011,2721.4,2721.4,-1601.1,1601.1,1120.3,0.0,-798.8,708.7,74.8,,15.3,321.5,-22.5,22.8,27.8,-5.0,,-0.3,299.0,-51.8,247.2,-5.0,-5.0,0.0,252.2,0.0,252.2,0.0,0.0,252.2,262.604381,15.404381,388.6,0.65,0.64,0.67577,394.6,0.64,0.63,0.669038,
07/02/2011,2854.0,2854.0,-1693.0,1693.0,1161.0,0.0,-895.9,772.9,83.2,,39.8,265.1,-10.3,32.3,38.9,-6.6,,-22.0,254.8,-37.7,217.1,-306.3,-306.3,0.0,523.4,0.0,523.4,0.0,0.0,523.4,270.185,53.085,381.9,1.37,0.57,0.707476,385.9,1.36,0.56,0.697562,
10/01/2011,2932.9,2932.9,-1714.0,1714.0,1218.9,0.0,-902.9,804.5,86.8,,11.6,316.0,-49.6,42.7,49.5,-6.8,,6.9,266.4,-0.1,266.3,0.9,0.9,0.0,265.4,0.0,265.4,0.0,0.0,265.4,306.275,39.975,379.5,0.7,0.7,0.807049,382.7,0.69,0.7,0.804455,
