Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,4983.899902,115.0,115.0,0.0,646.0,,,647.299988,,,,,30.799999,,,,1439.099976,3134.399902,4893.100098,-1758.699951,0.0,,410.399994,,,,,,410.399994,3544.799896,,386.200012,386.200012,,,,266.700012,,,,,,619.099976,,,619.099976,1272.0,749.900024,,,,,749.700012,,,,749.700012,1499.600037,2771.600037,0.0,,,,,,2107.399902,2107.399902,104.900002,2212.299904,4983.89994,
06/30/1990,5034.600098,105.900002,105.900002,0.0,662.0,,,624.200012,,,,,26.5,,,,1418.599976,3164.5,4841.5,-1677.0,0.0,,451.5,,,,,,451.5,3616.0,,380.100006,380.100006,,,,369.5,,,,,,625.800018,,,625.800018,1375.400024,750.900024,,,,,762.799988,,,,762.799988,1513.700012,2889.100037,0.0,,,,,,2105.300049,2105.300049,40.200001,2145.50005,5034.600086,
09/30/1990,5184.100098,66.300003,66.300003,0.0,679.700012,,,651.599976,,,,,21.1,,,,1418.699951,3285.5,5029.100098,-1743.599976,0.0,,479.899994,,,,,,479.899994,3765.399994,,399.799988,399.799988,,,,327.299988,,,,,,679.200073,,,679.200073,1406.300049,748.099976,,,,,790.200012,,,,790.200012,1538.299988,2944.600037,0.0,,,,,,2197.899902,2197.899902,41.599998,2239.499901,5184.099937,
12/31/1990,5283.899902,60.200001,60.200001,0.0,623.099976,,,668.0,,,,,45.799999,,,,1397.099976,3386.300049,5188.0,-1801.699951,0.0,,500.5,,,,,,500.5,3886.800049,,281.0,281.0,,,,409.899994,,,,,,775.299957,,,775.299957,1466.199951,728.5,,,,,784.5,,,,784.5,1513.0,2979.199951,0.0,230.699997,,,-66.800003,,2095.800003,2259.699997,45.0,2304.699997,5283.899948,
03/31/1991,5337.299805,54.5,54.5,0.0,709.700012,,,673.599976,,,,,27.6,,,,1465.400024,3385.600098,5212.399902,-1826.800049,0.0,,486.299988,,,,,,486.299988,3871.900085,,404.600006,404.600006,,,,406.5,,,,,,674.800018,,,674.800018,1485.900024,731.0,,,,,791.099976,,,,791.099976,1522.099976,3008.0,0.0,,,,,,2283.199951,2283.199951,46.099998,2329.29995,5337.29995,
06/30/1991,5364.0,44.700001,44.700001,0.0,686.200012,,,673.0,,,,,26.700001,,,,1430.599976,3424.5,5285.899902,-1861.400024,0.0,,508.899994,,,,,,508.899994,3933.399994,,370.799988,370.799988,,,,209.699997,,,,,,696.40004,,,696.40004,1276.900024,920.599976,,,,,790.0,,,,790.0,1710.599976,2987.5,0.0,,,,,,2331.100098,2331.100098,45.400002,2376.500099,5364.000099,
09/30/1991,5488.600098,51.5,51.5,0.0,648.599976,,,696.099976,,,,,24.200001,,,,1420.400024,3514.100098,5442.600098,-1928.5,0.0,,554.099976,,,,,,554.099976,4068.200073,,367.299988,367.299988,,,,193.800003,,,,,,734.700058,,,734.700058,1295.800049,916.599976,,,,,796.5,,,,796.5,1713.099976,3008.900024,0.0,,,,,,2431.699951,2431.699951,48.0,2479.699951,5488.599976,
12/31/1991,5704.799805,42.799999,42.799999,0.0,691.099976,,,686.0,,,,,109.300003,,,,1529.199951,3610.199951,5591.799805,-1981.599854,0.0,,565.400024,,,,,,565.400024,4175.599975,,281.899994,281.899994,,,,306.600006,,,,,,844.800049,,,844.800049,1433.300049,874.700012,,,,,826.599976,,,,826.599976,1701.299988,3134.600037,0.0,228.399994,,,-59.400002,,2350.700051,2519.700043,50.5,2570.200043,5704.80008,
03/31/1992,5681.0,58.5,58.5,0.0,735.299988,,,697.700012,,,,,32.700001,,,,1524.199951,3613.399902,5625.700195,-2012.300049,0.0,,543.400024,,,,,,543.400024,4156.799927,,369.100006,369.100006,,,,335.200012,,,,,,726.799957,,,726.799957,1431.099976,879.900024,,,,,772.900024,,,,772.900024,1652.800049,3083.900024,0.0,,,,,,2544.399902,2544.399902,52.700001,2597.099903,5680.999928,
06/30/1992,5891.0,66.699997,66.699997,0.0,748.400024,,,704.200012,,,,,30.6,,,,1549.900024,3744.399902,5827.899902,-2083.5,0.0,,596.700012,,,,,,596.700012,4341.099915,,424.299988,424.299988,,,,337.0,,,,,,757.100037,,,757.100037,1518.400024,871.799988,,,,,794.599976,,,,794.599976,1666.399963,3184.799988,0.0,,,,,,2655.800049,2655.800049,50.400002,2706.20005,5891.000038,
09/30/1992,6036.0,60.299999,60.299999,0.0,775.400024,,,712.900024,,,,,25.6,,,,1574.199951,3821.600098,5953.799805,-2132.199951,0.0,,640.200012,,,,,,640.200012,4461.80011,,432.700012,432.700012,,,,364.299988,,,,,,793.300049,,,793.300049,1590.300049,873.0,,,,,810.400024,,,,810.400024,1683.400024,3273.700073,0.0,,,,,,2709.199951,2709.199951,53.099998,2762.29995,6036.000023,
12/31/1992,6029.100098,41.099998,41.099998,0.0,775.099976,,,719.700012,,,,,146.699997,,,,1682.599976,3774.800049,5974.100098,-2199.300049,0.0,,571.700012,,,,,,571.700012,4346.500061,,372.899994,372.899994,,,,445.299988,,,,,,1004.600067,,,1004.600067,1822.800049,994.599976,,,,,963.900024,,,,963.900024,1958.5,3781.300049,0.0,230.0,,,-38.900002,,1999.999978,2191.099976,56.700001,2247.799977,6029.100026,
03/31/1993,6181.700195,55.799999,55.799999,0.0,738.900024,,,775.900024,,,,,138.600006,,,,1709.199951,3860.800049,6118.700195,-2257.899902,0.0,,611.700012,,,,,,611.700012,4472.500061,,456.700012,456.700012,,,,479.399994,,,,,,854.999969,,,854.999969,1791.099976,1024.5,,,,,982.400024,,,,982.400024,2006.900024,3798.0,0.0,,,,,,2325.399902,2325.399902,58.299999,2383.699902,6181.699902,
06/30/1993,6291.200195,53.5,53.5,0.0,749.5,,,808.0,,,,,121.099998,,,,1732.099976,3935.699951,6215.700195,-2280.0,0.0,,623.400024,,,,,,623.400024,4559.099976,,439.799988,439.799988,,,,567.099976,,,,,,841.700012,,,841.700012,1848.599976,1037.099976,,,,,991.0,,,,991.0,2028.099976,3876.699951,0.0,,,,,,2358.199951,2358.199951,56.299999,2414.49995,6291.199902,
09/30/1993,6315.799805,47.700001,47.700001,0.0,739.0,,,751.799988,,,,,116.300003,,,,1654.800049,3999.300049,6318.200195,-2318.899902,0.0,,661.700012,,,,,,661.700012,4661.000061,,408.600006,408.600006,,,,596.099976,,,,,,832.600067,,,832.600067,1837.300049,1041.300049,,,,,993.299988,,,,993.299988,2034.600037,3871.900085,0.0,,,,,,2384.100098,2384.100098,59.799999,2443.900097,6315.800182,
12/31/1993,6380.700195,34.799999,34.799999,0.0,738.700012,,,775.900024,,,,,125.800003,,,,1675.199951,4042.800049,6372.799805,-2330.0,0.0,,662.700012,,,,,,662.700012,4705.500061,,322.0,322.0,,,,684.799988,,,,,,901.700012,,,901.700012,1908.5,933.099976,,,,,1015.0,,,,1015.0,1948.099976,3856.599976,0.0,229.5,,,-32.900002,,2260.599953,2457.199951,66.900002,2524.099953,6380.699929,
03/31/1994,6575.5,63.299999,63.299999,0.0,778.0,,,803.200012,,,,,132.100006,,,,1776.599976,4032.899902,6400.600098,-2367.699951,0.0,,766.0,,,,,,766.0,4798.899902,,430.799988,430.799988,,,,732.099976,,,,,,828.500061,,,828.500061,1991.400024,990.900024,,,,,1020.099976,,,,1020.099976,2011.0,4002.400024,0.0,,,,,,2503.300049,2503.300049,69.800003,2573.100052,6575.500076,
06/30/1994,6608.0,27.1,27.1,0.0,812.0,,,807.0,,,,,139.100006,,,,1785.199951,4072.100098,6482.0,-2409.899902,0.0,,750.700012,,,,,,750.700012,4822.80011,,411.200012,411.200012,,,,768.299988,,,,,,787.900024,,,787.900024,1967.400024,933.0,,,,,1035.400024,,,,1035.400024,1968.400024,3935.800049,0.0,,,,0.0,,2605.199951,2605.199951,67.0,2672.199951,6608.0,
09/30/1994,6773.0,29.1,29.1,0.0,806.099976,,,823.400024,,,,,135.100006,,,,1793.699951,4161.100098,6532.700195,-2371.600098,0.0,,818.200012,,,,,,818.200012,4979.30011,,465.200012,465.200012,,,,728.5,,,,,,821.899963,,,821.899963,2015.599976,934.400024,,,,,1048.800049,,,,1048.800049,1983.200073,3998.800049,0.0,,,,0.0,,2703.600098,2703.600098,70.599998,2774.200096,6773.000145,
