Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2004,2814.935059,399.104004,399.104004,0.0,781.117981,,,15.51,15.51,0.0,0.0,0.0,208.460999,,,,,1404.192993,975.585999,1977.886963,-1002.301025,0.0,,435.156006,308.542999,240.684998,67.858002,,126.613007,1410.742004,,378.915985,378.915985,,,,12.902,,,,,452.984016,,,452.984016,844.802002,651.271973,541.115974,110.155998,110.155998,467.377991,,,,467.377991,1118.649963,1963.451965,59.543999,393.135986,,,-158.468002,590.156982,-32.885971,851.482994,0.0,851.482994,2814.934959,
06/30/2004,3040.943115,605.622009,605.622009,0.0,809.307983,809.307983,,18.392,18.392,0.0,0.0,0.0,250.337006,,,,,1683.659058,981.828003,1990.98999,-1009.161987,0.0,,375.455994,240.673004,240.673004,0.0,,134.78299,1357.283997,,406.457001,406.457001,,,,112.902,,,,,456.086983,,,456.086983,975.445984,713.79303,603.68103,110.112,110.112,453.312012,,,,453.312012,1167.105042,2142.551025,60.93,409.653992,,,-157.867004,620.591003,-34.915985,898.392006,0.0,898.392006,3040.943031,
09/30/2004,2870.74707,639.059021,639.059021,0.0,449.217987,,,15.68,15.68,0.0,0.0,0.0,643.018005,,,,,1746.974976,854.515991,1630.345947,-775.830017,0.0,,269.256012,,,,,269.256012,1123.772003,,231.020996,231.020996,,,,112.726997,,,,,691.934014,,,691.934014,1035.682007,602.52002,,,,539.166016,,,,539.166016,1141.686036,2177.368043,62.356998,418.165009,,,-157.296997,394.173004,-24.019012,693.379002,0.0,693.379002,2870.747045,
12/31/2004,2496.401,833.197,386.897,446.3,425.783,425.783,,16.665,16.665,0.0,0.0,16.665,239.25,,,,,1514.895,859.321,1649.156,-789.835,0.0,,122.185,50.347,,,,71.838,981.506,,252.867,252.867,,,,112.727,,,,,347.237,,,347.237,712.831,601.344,,,,404.859,,,,404.859,1006.203,1719.034,63.892,465.724,,,-157.069,426.3,-21.48,777.367,0.0,777.367,2496.401,
03/31/2005,2455.533,831.032,675.057,155.975,461.531,461.531,,18.407,18.407,0.0,0.0,0.0,180.826,,,,,1491.796,859.718,1670.961,-811.243,0.0,,104.019,49.135,,,,54.884,963.737,,246.021,246.021,,,,115.03,,,,,305.792,,,305.792,666.843,585.148,,,,406.181,,,,406.181,991.329,1658.172,55.654,494.214,,,-182.111,450.11,-20.506,797.361,0.0,797.361,2455.533,
06/30/2005,2348.467,683.934,551.673,132.261,481.929,481.929,,18.345,18.345,0.0,0.0,0.0,166.704,,,,,1350.912,894.83,1718.73,-823.9,0.0,,102.725,47.891,,,,54.834,997.555,,243.076,243.076,,,,15.03,,,,,329.633,,,329.633,587.739,583.939,,,,354.301,,,,354.301,938.24,1525.979,56.656,500.052,,,-223.355,508.723,-19.588,822.488,0.0,822.488,2348.467,
09/30/2005,2518.551,797.981,641.931,156.05,536.455,536.455,,19.103,19.103,0.0,0.0,0.0,120.989,,,,,1474.528,942.073,1780.987,-838.914,0.0,,101.95,45.648,,,,56.302,1044.023,,267.764,267.764,,,,15.03,,,,,394.644,,,394.644,677.438,582.714,,,,367.62,,,,367.62,950.334,1627.772,57.407,541.124,,,-258.357,569.45,-18.845,890.779,0.0,890.779,2518.551,
12/31/2005,2459.618,716.625,514.275,202.35,541.507,541.507,,19.621,0.0,0.0,0.0,19.621,141.719,,,,,1419.472,954.619,1806.54,-851.921,0.0,,85.527,42.949,,,,42.578,1040.146,,274.742,274.742,,,,15.033,,,,,341.721,,,341.721,631.496,581.469,,,,348.517,,,,348.517,929.986,1561.482,56.922,566.996,,,-293.38,607.783,-40.185,898.136,0.0,898.136,2459.618,
03/31/2006,2510.397,729.155,475.3,253.855,543.56,543.56,,21.319,21.319,0.0,0.0,0.0,151.687,,,,,1445.721,976.909,1844.98,-868.071,0.0,,87.767,44.597,,,,43.17,1064.676,,292.658,292.658,,,,18.633,,,,,331.866,,,331.866,643.157,561.609,,,,385.121,,,,385.121,946.73,1589.887,57.913,570.655,,,-331.48,660.023,-36.601,920.51,,920.51,2510.397,
06/30/2006,2350.44,529.378,313.904,215.474,516.124,516.124,,21.493,21.493,0.0,0.0,0.0,152.457,,,,,1219.452,1049.958,1941.179,-891.221,0.0,,81.03,39.985,,,,41.045,1130.988,,288.788,288.788,,,,18.633,,,,,345.774,,,345.774,653.195,560.332,,,,366.813,,,,366.813,927.145,1580.34,58.688,583.147,,,-554.244,719.115,-36.606,770.1,0.0,770.1,2350.44,
09/30/2006,2334.417,475.185,293.235,181.95,504.01,504.01,,19.917,19.917,0.0,0.0,0.0,159.272,,,,,1158.384,1095.739,2008.851,-913.112,0.0,,80.294,37.453,,,,42.841,1176.033,,271.389,271.389,,,,18.633,,,,,354.571,,,354.571,644.593,559.038,,,,342.003,,,,342.003,901.041,1545.634,59.685,585.187,,,-596.752,777.451,-36.788,788.783,0.0,788.783,2334.417,
12/31/2006,2301.889,444.564,260.039,184.525,439.727,439.727,,19.223,0.0,0.0,0.0,19.223,186.97,,,,,1090.484,1117.975,2057.684,-939.709,0.0,,93.43,34.831,,,,58.599,1211.405,,240.87,240.87,,,,18.635,,,,,300.297,,,300.297,559.802,557.723,,,,443.585,,,,443.585,1001.308,1561.11,60.349,587.701,,,-638.929,847.068,-115.41,740.779,0.0,740.779,2301.889,
03/31/2007,2323.629,515.987,290.067,225.92,477.466,477.466,,25.53,25.53,0.0,0.0,0.0,116.799,,,,,1135.782,1099.116,2060.727,-961.611,0.0,,88.731,32.772,,,,55.959,1187.847,,256.243,256.243,,,,22.73,,,,,341.358,,,341.358,620.331,533.697,,,,422.301,,,,422.301,955.998,1576.329,61.024,596.022,,,-681.756,871.791,-99.781,747.3,0.0,747.3,2323.629,
06/30/2007,2314.287,542.923,345.373,197.55,467.064,467.064,,24.849,24.849,0.0,0.0,0.0,102.592,,,,,1137.428,1093.809,2064.307,-970.498,0.0,,83.05,32.517,,,,50.533,1176.859,,255.956,255.956,,,,22.722,,,,,357.089,,,357.089,635.767,532.357,,,,399.452,,,,399.452,931.809,1567.576,61.762,600.226,,,-724.341,909.106,-100.042,746.711,0.0,746.711,2314.287,
09/30/2007,2950.901,276.49,181.449,95.041,506.4,506.4,,23.458,23.458,0.0,0.0,0.0,111.268,,,,,917.616,1476.269,2469.958,-993.689,0.0,,557.016,510.206,475.939,34.267,,46.81,2033.285,,274.243,274.243,,,,452.248,,,,,423.158,,,423.158,1149.649,532.099,,,,484.039,,,,484.039,1016.138,2165.787,63.161,602.513,,,-722.495,941.865,-99.93,785.114,0.0,785.114,2950.901,
12/31/2007,3009.308,206.314,176.298,30.016,495.568,495.568,,24.142,24.142,0.0,0.0,0.0,121.082,,,,,847.106,1458.788,2492.741,-1033.953,0.0,,703.414,581.236,527.446,53.79,,122.178,2162.202,,276.105,276.105,,,,27.776,,,,,369.239,,,369.239,673.12,955.722,,,,471.37,,,,471.37,1427.092,2100.212,64.523,606.805,,,-720.583,972.243,-13.892,909.096,0.0,909.096,3009.308,
03/31/2008,3071.707,278.253,278.253,,516.91,516.91,,24.102,,,,,131.817,,,,,951.082,1471.956,2641.116,-1169.16,6.712,6.712,641.957,544.449,487.956,56.493,,97.508,2120.625,,273.784,273.784,,,,31.28,,,,,353.013,,,353.013,658.077,926.224,,,,861.814,,,,861.814,1788.038,2446.115,69.251,623.08,,,-713.095,1020.93,-374.574,625.592,0.0,625.592,3071.707,
06/30/2008,3197.74,236.492,236.477,0.015,646.367,646.367,,28.779,28.779,,,,102.167,,,,,1013.805,1449.462,2543.429,-1093.967,7.5,7.5,726.973,583.11,512.864,70.246,,143.863,2183.935,,326.908,326.908,,,,29.089,,,,,423.873,,,423.873,779.87,930.212,,,,502.577,,,,502.577,1432.789,2212.659,66.888,617.765,,,-717.096,1029.722,-12.198,985.081,,985.081,3197.74,
09/30/2008,3244.962,225.718,225.703,0.015,627.315,627.315,,29.158,29.158,0.0,0.0,0.0,121.252,,,,,1003.443,1487.812,2618.174,-1130.362,7.5,7.5,746.207,586.871,520.114,66.757,,159.336,2241.519,,290.289,290.289,,,,24.308,,,,,408.09,,,408.09,722.687,928.777,,,,564.622,,,,564.622,1493.399,2216.086,68.222,624.874,,,-715.422,1063.96,-12.758,1028.876,0.0,1028.876,3244.962,
12/31/2008,3071.707,278.267,278.253,0.014,516.91,516.91,,24.102,24.102,,,,131.803,,,,,951.082,1471.956,2641.116,-1169.16,6.712,6.712,641.957,544.637,487.956,56.681,,97.32,2120.625,,273.784,273.784,,,,31.28,,,,,353.013,,,353.013,658.077,926.224,,,,861.814,,,,861.814,1788.038,2446.115,69.251,623.08,,,-713.095,1020.93,-374.574,625.592,0.0,625.592,3071.707,
03/31/2009,2917.571,325.22,325.22,0.0,476.347,476.347,0.0,21.635,,,,,140.044,,,54.197,103.56,963.246,1445.074,2650.594,-1205.52,5.912,5.912,503.339,407.479,353.009,54.47,,41.663,1954.325,,637.665,273.93,,,363.735,8.151,7.051,,,1.1,0.0,,,0.0,645.816,924.75,924.75,,,857.198,150.134,660.273,,46.791,1781.948,2427.764,75.899,618.525,38.867,579.658,-696.307,862.347,-370.657,489.807,0.0,489.807,2917.571,
06/30/2009,2892.187,397.526,248.314,149.212,502.173,502.173,0.0,21.664,,,,,110.826,,,,75.375,1032.189,1406.843,2647.916,-1241.073,7.182,7.182,445.973,404.212,353.367,50.845,,41.761,1859.998,,621.805,284.629,,,337.176,217.284,10.975,,,206.309,0.0,,,0.0,839.089,718.047,718.047,,,628.79,155.171,361.967,65.381,46.271,1346.837,2185.926,0.0,599.252,38.883,560.369,-593.528,884.269,-183.732,706.261,0.0,706.261,2892.187,
09/30/2009,2910.491,437.552,417.145,20.407,534.685,534.685,0.0,20.387,,,,,104.844,,,,70.913,1097.468,1365.572,2625.77,-1260.198,7.045,7.045,440.406,401.178,353.449,47.729,,39.228,1813.023,,614.351,290.278,,,324.073,215.366,10.599,,,204.767,0.0,,,0.0,829.717,718.074,718.074,,,628.359,158.151,351.309,72.321,46.578,1346.433,2176.15,,604.487,38.971,565.516,-580.475,892.845,-182.516,734.341,0.0,734.341,2910.491,
12/31/2009,2896.217,476.575,476.575,0.0,494.075,494.075,0.0,18.29,,,,,87.954,,0.0,,75.292,1076.894,1375.273,2664.2,-1288.927,6.691,6.691,437.359,398.835,353.658,45.177,,38.524,1819.323,,570.343,272.285,0.0,0.0,298.058,221.141,10.325,8.711,8.711,202.105,0.0,0.0,0.0,0.0,791.484,760.789,719.501,41.288,41.288,657.215,156.939,439.899,15.861,44.516,1418.004,2209.488,0.0,606.555,38.971,567.584,-575.219,890.915,-235.522,686.729,0.0,686.729,2896.217,
03/31/2010,2989.112,483.653,461.393,22.26,591.313,591.313,0.0,19.925,,,,,107.832,,,,95.497,1202.723,1347.418,2661.335,-1313.917,6.587,6.587,432.384,392.92,353.593,39.327,,39.464,1786.389,,653.912,323.184,,,330.728,224.218,14.905,,,209.313,0.0,,,0.0,878.13,758.588,719.529,39.059,39.059,659.602,162.849,435.516,18.339,42.898,1418.19,2296.32,0.0,608.558,39.016,569.542,-564.683,881.931,-233.014,692.792,0.0,692.792,2989.112,
06/30/2010,3003.553,429.012,389.752,39.26,606.461,606.461,0.0,18.828,,,,,103.417,,,,91.26,1157.718,1409.784,2753.925,-1344.141,6.447,6.447,429.604,392.78,353.574,39.206,,36.824,1845.835,,681.03,348.962,,,332.068,30.103,16.358,,,13.745,0.0,,,0.0,711.133,786.599,719.557,67.042,67.042,654.617,162.129,434.118,17.26,41.11,1441.216,2152.349,0.0,611.268,39.045,572.223,-367.47,840.542,-233.136,851.204,0.0,851.204,3003.553,
09/30/2010,2923.237,378.258,352.008,26.25,589.963,589.963,0.0,21.298,,,,,119.385,,,,108.234,1108.904,1394.905,2773.982,-1379.077,6.284,6.284,413.144,375.703,337.448,38.255,,37.441,1814.333,,654.666,335.886,,,318.78,33.81,18.536,,,15.274,0.0,,,0.0,688.476,781.711,718.186,63.525,63.525,600.929,169.386,340.806,47.651,43.086,1382.64,2071.116,0.0,614.702,39.074,575.628,-354.072,822.568,-231.077,852.121,0.0,852.121,2923.237,
12/31/2010,2943.732,421.42,421.42,0.0,539.849,539.849,0.0,23.868,,,,,134.94,47.345,0.0,,79.065,1120.077,1404.585,2799.193,-1394.608,6.039,6.039,413.031,373.924,337.65,36.274,,39.107,1823.655,,613.264,304.176,0.0,0.0,309.088,38.626,18.552,18.674,18.674,1.4,0.0,0.0,0.0,0.0,651.89,793.95,718.215,75.735,75.735,678.36,169.311,418.731,48.529,41.789,1472.31,2124.2,0.0,619.151,39.143,580.008,-340.912,821.187,-279.894,819.532,0.0,819.532,2943.732,
03/31/2011,3041.629,422.675,422.675,0.0,626.807,626.807,0.0,27.759,,,,,138.351,,,,125.891,1215.592,1408.006,2811.845,-1403.839,5.975,5.975,412.056,373.101,337.851,35.25,,38.955,1826.037,,687.314,363.326,,,323.988,38.59,18.344,,,20.246,0.0,,,0.0,725.904,789.12,718.244,70.876,70.876,690.219,165.051,412.674,65.196,47.298,1479.339,2205.243,0.0,624.518,39.263,585.255,-331.742,820.891,-277.281,836.386,0.0,836.386,3041.629,
06/30/2011,3088.451,469.413,469.413,0.0,629.126,629.126,0.0,25.807,,,,,118.158,,,,99.566,1242.504,1431.26,2859.631,-1428.371,5.774,5.774,408.913,372.475,338.073,34.402,,36.438,1845.947,,702.66,373.139,,,329.521,39.582,19.185,,,20.397,0.0,,,0.0,742.242,784.343,718.274,66.069,66.069,690.853,158.454,401.944,86.781,43.674,1475.196,2217.438,0.0,630.338,39.345,590.993,-322.417,838.208,-275.116,871.013,0.0,871.013,3088.451,
09/30/2011,3095.632,450.314,439.084,11.23,635.972,635.972,0.0,24.397,,,,,132.525,,,,82.351,1243.208,1435.528,2872.695,-1437.167,5.568,5.568,411.328,373.335,338.188,35.147,,37.993,1852.424,,696.751,363.525,,,333.226,35.062,15.439,,,19.623,0.0,,,0.0,731.813,779.537,718.305,61.232,61.232,686.01,162.472,348.773,135.171,39.594,1465.547,2197.36,0.0,633.735,39.389,594.346,-322.454,861.794,-274.803,898.272,0.0,898.272,3095.632,
12/31/2011,3100.016,451.265,438.01,13.255,577.522,577.522,0.0,22.822,,,,,138.781,48.369,0.0,,43.849,1190.39,1496.033,2954.107,-1458.074,5.354,5.354,408.239,371.496,337.716,33.78,,36.743,1909.626,,684.963,345.489,0.0,0.0,339.474,38.507,14.481,23.476,23.476,0.55,0.0,0.0,0.0,0.0,723.47,770.238,718.336,51.902,51.902,847.054,158.889,610.85,38.195,39.12,1617.292,2340.762,0.0,635.386,39.394,595.992,-322.454,884.758,-438.436,759.254,0.0,759.254,3100.016,
03/31/2012,3152.415,432.984,429.784,3.2,567.097,567.097,0.0,23.18,,,,,128.113,,,,93.593,1151.374,1586.601,3113.249,-1526.648,,,414.44,369.526,338.164,31.362,10.951,33.963,2001.041,,684.702,330.665,,,354.037,22.99,6.982,,,16.008,0.0,,,0.0,707.692,749.371,719.016,30.355,30.355,856.967,143.735,603.619,77.412,32.201,1606.338,2314.03,0.0,654.035,39.701,614.334,-326.128,966.939,-456.461,838.385,0.0,838.385,3152.415,
06/30/2012,3218.661,459.989,454.989,5.0,665.713,665.713,0.0,25.81,,,,,121.148,,,,99.86,1272.66,1535.571,3035.737,-1500.166,5.185,5.185,405.245,369.419,337.82,31.599,,35.826,1946.001,,761.22,402.875,,,358.345,35.746,14.215,,,21.531,0.0,,,0.0,796.966,763.14,718.95,44.19,44.19,835.644,150.53,590.299,57.783,37.032,1598.784,2395.75,0.0,646.506,39.645,606.861,-325.695,935.437,-433.337,822.911,0.0,822.911,3218.661,
09/30/2012,3161.12,445.221,442.021,3.2,629.37,629.37,0.0,25.674,,,,,108.829,,,,91.76,1209.094,1546.501,3056.361,-1509.86,0.0,,405.525,370.568,338.041,32.527,,34.957,1952.026,,721.233,361.489,,,359.744,23.384,10.639,,,12.745,0.0,,,0.0,744.617,755.748,718.983,36.765,36.765,810.368,148.903,555.07,71.581,34.814,1566.116,2310.733,0.0,650.786,39.692,611.094,-326.088,955.141,-429.452,850.387,0.0,850.387,3161.12,
12/31/2012,3141.464,432.984,429.784,3.2,567.097,567.097,0.0,23.18,,,,,128.113,49.681,0.0,,43.912,1151.374,1586.601,3113.249,-1526.648,0.0,,403.489,369.526,338.164,31.362,,33.963,1990.09,,684.702,330.665,0.0,0.0,354.037,22.99,6.982,16.008,16.008,,0.0,0.0,0.0,0.0,707.692,749.371,719.016,30.355,30.355,846.016,143.735,592.668,77.412,32.201,1595.387,2303.079,0.0,654.035,39.701,614.334,-326.128,966.939,-456.461,838.385,0.0,838.385,3141.464,
03/31/2013,3173.042,404.531,404.531,0.0,615.286,615.286,0.0,24.378,,,,,147.092,,,,119.855,1191.287,1566.5,3104.909,-1538.409,0.0,,415.255,368.786,338.029,30.757,11.301,35.168,1981.755,,701.051,366.652,,,334.399,18.31,2.83,,,15.48,0.0,,,0.0,719.361,746.76,719.05,27.71,27.71,848.548,143.884,589.286,77.521,37.857,1595.308,2314.669,0.0,664.186,39.942,624.244,-328.221,975.327,-452.919,858.373,0.0,858.373,3173.042,
06/30/2013,3183.741,433.387,433.387,0.0,601.958,601.958,0.0,25.199,,,,,121.419,,,,105.801,1181.963,1589.081,3135.298,-1546.217,0.0,,412.697,367.74,337.943,29.797,11.649,33.308,2001.778,,690.74,353.828,,,336.912,17.235,2.285,,,14.95,0.0,,,0.0,707.975,744.125,719.085,25.04,25.04,831.904,141.348,556.587,92.722,41.247,1576.029,2284.004,0.0,671.889,40.08,631.809,-328.988,1006.935,-450.099,899.737,0.0,899.737,3183.741,
09/30/2013,3241.216,478.12,478.12,0.0,597.896,597.896,0.0,25.01,,,,,114.526,,,,98.379,1215.552,1614.271,3186.786,-1572.515,0.0,,411.393,366.822,337.866,28.956,11.999,32.572,2025.664,,712.399,360.987,,,351.412,16.715,2.047,14.668,14.668,,0.0,,,0.0,729.114,742.813,719.12,23.693,23.693,825.335,144.484,524.852,114.99,41.009,1568.148,2297.262,0.0,687.967,40.328,647.639,-329.047,1031.777,-446.743,943.954,0.0,943.954,3241.216,
12/31/2013,3279.931,484.502,484.502,0.0,575.013,575.013,0.0,23.91,,,,,124.356,57.961,0.0,,51.063,1207.781,1656.833,3260.344,-1603.511,0.0,,415.317,368.099,337.971,30.128,15.018,32.2,2072.15,,724.678,390.537,0.0,0.0,334.141,21.273,1.588,19.685,19.685,,0.0,0.0,0.0,0.0,745.951,735.34,719.155,16.185,16.185,659.951,142.307,240.171,237.949,39.524,1395.291,2141.242,0.0,693.836,40.349,653.487,-329.088,1043.472,-269.531,1138.689,0.0,1138.689,3279.931,
03/31/2014,3284.133,405.732,405.732,0.0,657.932,657.932,0.0,24.78,,,,,141.864,,,,126.453,1230.308,1638.013,3253.106,-1615.093,0.0,,415.812,367.493,337.898,29.595,15.342,32.977,2053.825,,740.527,392.642,,,347.885,21.233,1.876,19.357,19.357,,0.0,,,0.0,761.76,736.648,719.191,17.457,17.457,636.609,146.316,211.383,241.616,37.294,1373.257,2135.017,0.0,698.097,40.467,657.63,-331.288,1050.662,-268.355,1149.116,0.0,1149.116,3284.133,
06/30/2014,3390.216,498.792,498.792,0.0,688.353,688.353,0.0,25.28,,,,,133.154,,,,109.556,1345.579,1628.421,3262.351,-1633.93,0.0,,416.216,367.72,337.973,29.747,15.688,32.808,2044.637,,765.907,402.604,,,363.303,29.823,2.388,27.435,27.435,,0.0,,,0.0,795.73,728.755,719.228,9.527,9.527,655.137,141.989,206.477,267.844,38.827,1383.892,2179.622,0.0,718.059,40.781,677.278,-332.53,1092.867,-267.802,1210.594,0.0,1210.594,3390.216,
09/30/2014,3357.843,460.009,456.724,3.285,694.533,694.533,0.0,24.369,,,,,105.265,,,,98.495,1284.176,1653.879,3301.578,-1647.699,0.0,,419.788,367.876,337.955,29.921,16.024,35.888,2073.667,,791.782,405.209,,,386.573,26.745,1.489,25.256,25.256,,7.937,,,7.937,826.464,730.056,719.265,10.791,10.791,537.292,146.605,93.97,262.045,34.672,1267.348,2093.812,0.0,741.809,41.092,700.717,-337.228,1126.884,-267.434,1264.031,0.0,1264.031,3357.843,
12/31/2014,3335.618,441.044,432.759,8.285,649.086,649.086,0.0,23.664,,,,,147.606,63.344,0.0,,70.305,1261.4,1654.211,3313.226,-1659.015,0.0,,420.007,370.071,337.579,32.492,18.11,31.826,2074.218,,725.721,349.995,0.0,17.555,358.171,16.399,1.736,14.663,14.663,,0.0,0.0,0.0,0.0,742.12,729.89,719.303,10.587,10.587,667.77,151.257,239.368,242.789,34.356,1397.66,2139.78,0.0,747.857,41.101,706.756,-349.401,1151.791,-354.409,1195.838,0.0,1195.838,3335.618,
03/31/2015,3361.972,440.65,432.365,8.285,690.515,690.515,0.0,21.681,,,,,140.556,,,,126.655,1293.402,1646.417,3327.938,-1681.521,0.0,,422.153,371.516,337.336,34.18,18.392,32.245,2068.57,,768.91,405.471,0.966,,362.473,15.16,1.862,13.298,13.298,,0.0,,,0.0,784.07,729.107,719.342,9.765,9.765,656.506,147.381,231.363,244.527,33.235,1385.613,2169.683,0.0,757.021,41.427,715.594,-374.138,1164.938,-355.532,1192.289,0.0,1192.289,3361.972,
06/30/2015,3351.721,443.365,435.08,8.285,673.082,673.082,0.0,22.938,,,,,143.168,,,,129.601,1282.553,1647.568,3345.085,-1697.517,0.0,,421.6,372.717,337.456,35.261,18.675,30.208,2069.168,,772.789,394.364,,,378.425,5.269,2.045,3.224,3.224,,0.0,,,0.0,778.058,728.192,719.381,8.811,8.811,642.577,143.122,216.963,250.11,32.382,1370.769,2148.827,0.0,758.424,41.471,716.953,-393.919,1191.797,-353.408,1202.894,0.0,1202.894,3351.721,
