Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,45.236253,-28.718691,16.517562,-0.010417,1.146393,0.643192,18.29673,-2.275,16.02173,-10.841164,5.180568,0.0,5.180568,-1.612343,3.568225,0.0,0.0,3.568225,0.0,,3.568225,,,3.568225,,0.088889,0.088889,40.415693,0.088889,0.088889,0.088889,40.415693,
06/30/1990,45.983084,-29.310371,16.672712,0.080055,1.507499,0.369277,18.629543,-2.275,16.354543,-11.570662,4.783883,0.0,4.783883,-1.551496,3.232387,0.0,0.0,3.232387,0.0,,3.232387,,,3.232387,,0.08,0.08,40.306821,0.08,0.08,0.08,40.306821,
09/30/1990,44.411992,-28.626495,15.785497,3.069085,1.516356,0.501021,20.871959,-6.34,14.531958,-11.462192,3.069768,0.0,3.069768,-0.949216,2.120552,0.0,0.0,2.120552,0.0,,2.120552,,,2.120552,,0.053333,0.053333,40.420268,0.053333,0.053333,0.053333,40.420268,
12/31/1990,39.816031,-26.05451,13.761521,-0.058341,1.693728,0.420256,15.817164,-20.392,-4.574836,-16.894159,-21.469009,0.0,-21.469009,9.07064,-12.39837,0.0,0.0,-12.39837,0.0,,-12.39837,,,-12.398369,-0.304444,-0.304444,-0.304444,40.137408,-0.304444,-0.304444,-0.304444,40.137408,
03/31/1991,39.089842,-23.445992,15.643851,1.690869,1.649282,0.6362,19.620202,-6.0,13.620202,-11.38395,2.236251,0.0,2.236251,-1.06817,1.168081,0.0,0.0,1.168081,0.0,,1.168081,,,1.168081,,0.028889,0.028889,41.191491,0.028889,0.028889,0.028889,41.191491,
06/30/1991,36.724961,-21.221476,15.503485,0.625179,1.805612,0.537962,18.472238,-4.4,14.072238,-11.451439,2.6208,0.0,2.6208,-1.019876,1.600924,0.0,0.0,1.600924,0.0,,1.600924,,,1.600924,,0.037778,0.037778,41.698171,0.037778,0.037778,0.037778,41.698171,
09/30/1991,40.247823,-23.298904,16.948918,1.194717,2.217851,0.601583,20.963069,-11.3,9.663069,-16.946068,-7.283,0.0,-7.283,2.737506,-4.545494,0.0,0.0,-4.545494,0.0,,-4.545494,,,-4.545494,,-0.093333,-0.093333,48.476027,-0.093333,-0.093333,-0.093333,48.476027,
12/31/1991,36.305661,-20.243,16.062661,6.003208,2.277433,1.006784,25.350086,-43.099998,-17.749912,-18.3918,-36.141708,0.0,-36.141708,4.292087,-31.849621,0.0,0.0,-31.849621,0.0,,-31.849621,,,-31.849621,-0.72,-0.72,-0.655556,48.584745,-0.72,-0.72,-0.655556,48.584745,
03/31/1992,33.200999,-17.454,15.746999,-1.921,2.355,1.027,17.207999,-8.0,9.207999,-15.193,-5.985,0.0,-5.985,-0.062,-6.047,0.0,0.0,-6.047,0.0,,-6.047,,,-6.047,,-0.124444,-0.124444,48.60216,-0.124444,-0.124444,-0.124444,48.60216,
06/30/1992,34.522,-15.788,18.734,0.197,2.592,3.165,24.688,-5.5,19.188,-18.006001,1.182,0.0,1.182,-0.213,0.969,0.0,0.0,0.969,0.0,,0.969,,,0.969,,0.02,0.02,49.208635,0.02,0.02,0.02,49.208635,
09/30/1992,31.90044,-14.316394,17.584046,9.902848,2.878163,0.820247,31.185304,-4.5,26.685304,-19.185621,7.499683,0.0,7.499683,-1.409301,6.090382,0.0,0.0,6.090382,0.0,,6.090382,,,6.090382,,0.122222,0.122222,49.608893,0.122222,0.122222,0.122222,49.608893,
12/31/1992,31.116561,-12.01961,19.096951,1.257152,2.917837,-1.136247,22.135693,-3.0,19.135693,-17.91238,1.223317,0.0,1.223317,-0.505699,0.717618,0.0,0.0,0.717618,0.0,,0.717618,,,0.717618,0.013333,0.013333,0.013333,53.850015,0.013333,0.013333,0.013333,53.850015,
03/31/1993,47.588001,-18.990999,28.597002,,,6.174,34.771002,-3.75,31.021002,-20.632999,10.388,0.0,10.388,-4.424,5.964,0.0,0.0,5.964,0.0,,5.964,,,5.964,,0.06,0.06,99.400503,0.06,0.06,0.06,99.400503,
06/30/1993,47.498001,-18.364,29.134001,,,4.592,33.726001,-2.7,31.026001,-21.355,9.671,0.0,9.671,-3.57,6.101,0.0,0.0,6.101,0.0,,6.101,,,6.101,,0.057778,0.057778,105.592501,0.057778,0.057778,0.057778,105.592501,
09/30/1993,48.067001,-17.983999,30.083002,,,5.26,35.343002,-2.6,32.743002,-21.674999,11.068,0.0,11.068,-4.494,6.574,0.0,0.0,6.574,0.0,,6.574,,,6.574,,0.06,0.06,109.565998,0.06,0.06,0.06,109.565998,
12/31/1993,48.477001,-17.83,30.647001,,,4.369,35.016001,-1.25,33.766001,-22.27,11.496,0.0,11.496,-4.488,7.008,0.0,0.0,7.008,0.0,,7.008,,,7.008,0.066667,0.066667,0.066667,105.120005,0.066667,0.066667,0.066667,105.120005,
03/31/1994,48.290998,-17.246,31.044998,-0.077,3.831,1.138,35.936998,-1.7,34.236998,-19.784,14.453,0.0,14.453,-5.682,8.771,0.0,0.0,8.771,0.0,,8.771,,,8.771,,0.082222,0.082222,107.212503,0.082222,0.082222,0.082222,107.212503,
06/30/1994,51.124999,-17.941,33.183999,0.023,3.831,0.725,37.762999,-1.2,36.562999,-20.697001,15.866,0.0,15.866,-6.376,9.49,0.0,0.0,9.49,0.0,,9.49,,,9.49,,0.088889,0.088889,106.762502,0.088889,0.088889,0.088889,106.762502,
09/30/1994,52.301999,-18.266001,34.035998,-1.94,3.67,1.111,36.876998,0.375,37.251998,-20.044001,17.208,0.0,17.208,-6.772,10.436,0.0,0.0,10.436,0.0,,10.436,,,10.436,,0.097778,0.097778,106.731002,0.097778,0.097778,0.097778,106.731002,
12/31/1994,52.015001,-17.774,34.241001,-7.217,3.839,0.875,31.738001,-0.75,30.988001,-17.579,13.409,-14.338,-0.929,1.904,0.975,0.0,0.0,0.975,0.0,,0.975,,,0.975,0.008889,0.008889,0.008889,107.990996,0.008889,0.008889,0.008889,107.990996,
03/31/1995,77.32,-30.518999,46.801001,,,5.613,52.414001,-2.85,49.564001,-23.382999,26.181,0.0,26.181,-11.087,15.094,0.0,0.0,15.094,0.0,,15.094,,,15.094,,0.106667,0.106667,141.506996,0.106667,0.106667,0.106667,141.506996,
06/30/1995,81.111,-33.821999,47.289001,,,5.919,53.208002,-2.85,50.358002,-22.853001,27.504999,0.0,27.504999,-11.582,15.923,0.0,0.0,15.923,0.0,,15.923,,,15.922999,,0.111111,0.111111,143.307003,0.111111,0.111111,0.111111,143.307003,
09/30/1995,83.767998,-35.583,48.184998,,,9.113,57.297997,-2.75,54.547997,-21.757999,32.790001,0.0,32.790001,-14.0,18.790001,0.0,0.0,18.790001,0.0,,18.790001,,,18.790001,,0.128889,0.128889,145.786497,0.128889,0.128889,0.128889,145.786497,
12/31/1995,90.292999,-40.474998,49.818001,,,9.099,58.917001,-3.375,55.542001,-24.826,30.716,0.0,30.716,-13.181,17.535,0.0,0.0,17.535,0.0,,17.535,,,17.535,0.12,0.12,0.12,147.289495,0.12,0.12,0.12,147.289495,
03/31/1996,93.115002,-41.761002,51.354,1.397,5.08,1.137,58.968,-1.7,57.268,-24.584,32.683998,0.0,32.683998,-13.961,18.723,0.0,0.0,18.723,0.0,,18.723,0.0,0.0,18.722998,0.128889,0.128889,0.128889,145.264492,0.124444,0.124444,0.124444,147.824993,
06/30/1996,101.177002,-43.073002,58.104,0.109,6.644,1.443,66.3,-1.7,64.6,-28.791,35.808998,0.0,35.808998,-13.974,21.834999,0.0,0.0,21.834999,0.0,,21.834999,0.0,0.0,21.834998,0.151111,0.151111,0.151111,144.495003,0.151111,0.151111,0.151111,146.506496,
09/30/1996,105.798996,-45.842999,59.955997,1.462,6.208,1.365,68.990998,-1.7,67.290998,-29.466,37.825001,-8.35,29.475,-11.68,17.795,0.0,0.0,17.795,0.0,,17.795,8.35,-3.35,22.795001,0.157778,0.124444,0.124444,142.996502,0.157778,0.124444,0.124444,143.194496,
12/31/1996,105.215996,-43.683998,61.531998,-1.09,6.211,1.157,67.809998,-1.7,66.109998,-30.193001,35.917,-21.613001,14.303999,-10.215,4.089,0.0,0.0,4.089,0.0,,4.089,21.613001,,25.702,0.151111,0.026667,0.026667,141.988498,0.151111,0.026667,0.026667,143.712004,
03/31/1997,165.625004,-71.348999,94.276005,0.082,8.973,1.432,104.763004,-1.8,102.963004,-40.264,62.699001,0.0,62.699001,-24.528,38.171001,0.0,-2.192,35.979,0.0,,35.979,0.0,0.0,35.979002,0.173333,0.173333,0.173333,206.567997,0.173333,0.173333,0.173333,209.655001,
06/30/1997,182.538002,-81.814003,100.723999,2.486,9.385,2.095,114.689999,-2.7,111.989999,-37.895,74.095001,0.0,74.095001,-28.32,45.775002,0.0,-2.192,43.583,0.0,,43.583,0.0,0.0,43.583002,0.213333,0.213333,0.213333,207.438749,0.206667,0.206667,0.206667,210.620253,
09/30/1997,188.548996,-86.170998,102.377998,0.056,9.969,2.299,114.701998,-1.8,112.901998,-40.227001,72.675003,0.0,72.675003,-27.426001,45.249001,0.0,-2.192,43.056999,0.0,,43.056999,0.0,0.0,43.057003,0.206667,0.206667,0.206667,206.358742,0.206667,0.206667,0.206667,210.296242,
12/31/1997,187.711998,-87.469002,100.242996,5.783,9.948,6.814,122.787996,-1.8,120.987996,-46.085999,74.902,0.0,74.902,-24.339001,50.563,0.0,-2.659,47.903999,0.0,,47.903999,0.0,0.0,47.904,0.233333,0.233333,0.233333,205.303505,0.226667,0.226667,0.226667,211.340252,
03/31/1998,190.507004,-86.300003,104.207001,-2.517,10.15,3.618,115.458,-12.5,102.958,-50.168999,52.789001,-52.452,0.337002,11.25,11.587,0.0,-4.211,7.376,0.0,,7.376,52.452,,59.828001,0.22,0.033333,0.033333,207.719999,0.22,0.033333,0.033333,211.056753,
