Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1999,21425.01,221.862,221.862,0.0,1934.598,1934.598,,116.137,90.065,26.072,0.0,0.0,2524.681,,,,,4797.278,10389.88,16619.2,-6229.323,0.0,6237.859,188.211,5317.151,-5128.94,,6049.648,16627.739,,1097.881,1097.881,,,,2689.698,,,,,,2095.723,,,2095.723,5883.302,8713.546,,,,,2268.123,,,,,,2268.123,10981.669,16864.971,0.0,4459.237,,,-3.89,777.485,-679.784,4553.048,6.995,4560.043,21425.014,
12/31/1999,22681.424,181.357,181.357,,1907.287,1540.653,,116.207,107.222,8.985,,,4015.694,,,,,6220.545,10303.803,16469.276,-6165.473,42.861,6114.215,5356.677,5185.909,170.768,,757.538,16460.879,,1062.536,1062.536,,,,3098.742,,,,,,3328.177,,,3328.177,7489.455,8399.346,,,,,2382.337,,,,,,2382.337,10781.683,18271.138,,4446.432,,,-3.89,662.746,-702.676,4402.612,7.674,4410.286,22681.424,
03/31/2000,22224.179688,147.421997,147.421997,0.0,1614.113037,1614.113037,,115.160004,115.160004,0.0,0.0,0.0,4029.326904,,,,,5906.021973,10136.44043,16516.900391,-6380.461914,0.0,6181.721191,5364.780762,5212.045898,152.734863,,816.94043,16318.161621,,965.867981,965.867981,,,,2760.371094,,,,,,3235.782898,,,3235.782898,6962.021973,8352.949219,,,,,2447.483887,,,,,,2447.483887,10800.433105,17762.455078,0.0,4445.61377,,,-3.89,717.749023,-706.711024,4452.761769,8.964,4461.725769,22224.180847,
06/30/2000,20656.57,103.545,103.545,0.0,1658.558,1658.558,,116.468,116.468,0.0,0.0,0.0,2497.59,,,,,4376.161,10123.76,16763.17,-6639.41,0.0,6156.646,5367.231,5203.523,163.708,,789.415,16280.406,,940.591,940.591,,,,2063.106,,,,,,2360.05,,,2360.05,5363.747,8054.61,,,,,2498.938,,,,,,2498.938,10553.548,15917.295,0.0,4492.352,,,-3.208,718.064,-477.238,4729.97,9.302,4739.272,20656.567,
09/30/2000,19175.689453,144.796997,144.796997,0.0,1601.237061,1601.237061,,75.030998,75.030998,0.0,0.0,0.0,1283.159058,,,,,3104.224121,10036.219727,16985.900391,-6949.682129,0.0,6035.250977,5245.954102,5091.741211,154.212891,,789.296875,16071.470703,,850.882019,850.882019,,,,1016.549988,,,,,,2070.005005,,,2070.005005,3937.437012,7990.616211,,,,,2604.176025,,,,,,2604.176025,10594.792236,14532.229248,0.0,4501.095215,,,-153.167999,521.000977,-240.03698,4628.891212,14.573,4643.464212,19175.69346,
12/31/2000,18565.0,94.0,94.0,0.0,1401.0,,,75.0,75.0,0.0,0.0,0.0,887.0,,,,,2457.0,10126.0,16985.0,-6859.0,0.0,5982.0,5193.0,5046.0,147.0,,789.0,16108.0,,865.0,865.0,,,,113.0,,,,,,1959.0,,,1959.0,2937.0,8372.0,,,,,2440.0,,,,,,2440.0,10812.0,13749.0,0.0,4503.0,,,-133.0,,431.0,4801.0,15.0,4816.0,18565.0,
03/31/2001,18958.0,887.0,887.0,0.0,1469.0,1469.0,,75.0,75.0,0.0,0.0,0.0,649.0,,,,,3080.0,9949.0,,,0.0,5929.0,5153.0,5014.0,139.0,,776.0,15878.0,,712.0,712.0,,,,687.0,,,,,,1820.0,,,1820.0,3219.0,8282.0,,,,,2518.0,,,,,,2518.0,10800.0,14019.0,0.0,4497.0,,,-100.0,684.0,-158.0,4923.0,16.0,4939.0,18958.0,
06/30/2001,18709.0,396.0,396.0,0.0,1430.0,1430.0,,73.0,73.0,0.0,0.0,0.0,808.0,,,,,2707.0,10028.0,,,0.0,5974.0,5150.0,5015.0,135.0,,824.0,16002.0,,712.0,712.0,,,,690.0,,,,,,1791.0,,,1791.0,3193.0,7671.0,,,,,2637.0,,,,,,2637.0,10308.0,13501.0,0.0,4505.0,,,-76.0,875.0,-113.0,5191.0,17.0,5208.0,18709.0,
09/30/2001,18880.0,75.0,75.0,0.0,1745.0,1446.0,,82.0,82.0,0.0,0.0,0.0,654.0,,,,,2556.0,10168.0,,,0.0,6156.0,5141.0,5012.0,129.0,,1015.0,16324.0,,740.0,740.0,,,,88.0,,,,,,2255.0,,,2255.0,3083.0,7854.0,,,,,2726.0,,,,,,2726.0,10580.0,13663.0,0.0,4515.0,,,-54.0,899.0,-153.0,5207.0,10.0,5217.0,18880.0,
12/31/2001,19490.0,730.0,730.0,0.0,1355.0,,,83.0,83.0,,,,956.0,,,,,3124.0,10357.0,17935.0,-7578.0,0.0,6009.0,5121.0,4998.0,123.0,,888.0,16366.0,,809.0,809.0,,,,515.0,,,,,,2397.0,,,2397.0,3721.0,7709.0,,,,,2655.0,,,,,,2655.0,10364.0,14085.0,0.0,4529.0,,,-44.0,,907.0,5392.0,13.0,5405.0,19490.0,
03/31/2002,18807.0,306.0,306.0,0.0,1300.0,1300.0,,79.0,79.0,,,,879.0,,,,,2564.0,10298.0,,,0.0,5945.0,5125.0,5009.0,116.0,,820.0,16243.0,,513.0,513.0,,,,82.0,,,,,,2505.0,,,2505.0,3100.0,7754.0,,,,,2695.0,,,,,,2695.0,10449.0,13549.0,0.0,4532.0,,,-330.0,1195.0,-152.0,5245.0,13.0,5258.0,18807.0,
06/30/2002,19828.0,720.0,720.0,0.0,1482.0,1482.0,,77.0,77.0,,,,841.0,,,,,3120.0,10485.0,,,0.0,6223.0,5146.0,5035.0,111.0,,1077.0,16708.0,,556.0,556.0,,,,383.0,,,,,,2562.0,,,2562.0,3501.0,8236.0,,,,,2786.0,,,,,,2786.0,11022.0,14523.0,0.0,4527.0,,,-508.0,1412.0,-141.0,5290.0,15.0,5305.0,19828.0,
09/30/2002,19989.0,656.0,656.0,0.0,1490.0,1490.0,,81.0,81.0,,,,852.0,,,,,3079.0,10539.0,18898.0,-8359.0,0.0,6371.0,5156.0,5047.0,109.0,,1215.0,16910.0,,533.0,533.0,,,,375.0,,,,,,2727.0,,,2727.0,3635.0,8151.0,,,,,2777.0,,,,,,2777.0,10928.0,14563.0,0.0,4525.0,,,-558.0,1637.0,-194.0,5410.0,16.0,5426.0,19989.0,
12/31/2002,19856.0,264.0,264.0,0.0,1379.0,,,80.0,80.0,,,,1081.0,,,,,2804.0,10612.0,19110.0,-8498.0,0.0,6440.0,5181.0,5079.0,102.0,,1259.0,17052.0,,526.0,526.0,,,,231.0,,,,,,2520.0,,,2520.0,3277.0,8062.0,,,,,3190.0,,,,,,3190.0,11252.0,14529.0,0.0,4519.0,,,-905.0,1873.0,-179.0,5308.0,19.0,5327.0,19856.0,
03/31/2003,19916.0,381.0,381.0,0.0,1373.0,1373.0,,78.0,78.0,,,,999.0,,,,,2831.0,10707.0,19582.0,-8875.0,0.0,6378.0,5266.0,5151.0,115.0,,1112.0,17085.0,,501.0,501.0,,,,166.0,,,,,,2439.0,,,2439.0,3106.0,8164.0,,,,,3256.0,,,,,,3256.0,11420.0,14526.0,0.0,4516.0,,,-965.0,1934.0,-141.0,5344.0,46.0,5390.0,19916.0,
06/30/2003,20456.0,753.0,753.0,0.0,1447.0,1447.0,,77.0,77.0,,,,909.0,,,,,3186.0,10812.0,19928.0,-9116.0,0.0,6458.0,5331.0,5212.0,119.0,,1127.0,17270.0,,552.0,552.0,,,,108.0,,,,,,2475.0,,,2475.0,3135.0,8350.0,,,,,3340.0,,,,,,3340.0,11690.0,14825.0,0.0,4516.0,,,-959.0,2110.0,-83.0,5584.0,47.0,5631.0,20456.0,
09/30/2003,20186.0,523.0,523.0,0.0,1501.0,1501.0,,80.0,80.0,,,,722.0,,,,,2826.0,10796.0,20164.0,-9368.0,0.0,6564.0,5379.0,5224.0,155.0,,1185.0,17360.0,,534.0,534.0,,,,558.0,,,,,,2022.0,,,2022.0,3114.0,8002.0,,,,,3420.0,,,,,,3420.0,11422.0,14536.0,0.0,4512.0,,,-1137.0,2314.0,-83.0,5606.0,44.0,5650.0,20186.0,
12/31/2003,20656.0,135.0,135.0,0.0,1494.0,1494.0,,82.0,82.0,,,,877.0,,,,,2588.0,11411.0,20964.0,-9553.0,0.0,6657.0,5422.0,5266.0,156.0,,1235.0,18068.0,,639.0,639.0,,,,514.0,,,,,,2179.0,,,2179.0,3332.0,7997.0,,,,,3514.0,,,,,,3514.0,11511.0,14843.0,0.0,4507.0,,,-1388.0,2497.0,-53.0,5563.0,250.0,5813.0,20656.0,
03/31/2004,21201.0,689.0,689.0,0.0,1454.0,1454.0,,79.0,79.0,,,,914.0,,,,,3136.0,11287.0,21091.0,-9804.0,0.0,6778.0,5459.0,5299.0,160.0,,1319.0,18065.0,,590.0,590.0,,,,575.0,,,,,,2138.0,,,2138.0,3303.0,8445.0,,,,,3513.0,,,,,,3513.0,11958.0,15261.0,0.0,4499.0,,,-1295.0,2540.0,-69.0,5675.0,265.0,5940.0,21201.0,
06/30/2004,21230.0,553.0,553.0,0.0,1592.0,1592.0,,82.0,82.0,,,,894.0,,,,,3121.0,11325.0,21371.0,-10046.0,0.0,6784.0,5476.0,5314.0,162.0,,1308.0,18109.0,,677.0,677.0,,,,775.0,,,,,,2127.0,,,2127.0,3579.0,7947.0,,,,,3678.0,,,,,,3678.0,11625.0,15204.0,0.0,4492.0,,,-1299.0,2647.0,-82.0,5758.0,268.0,6026.0,21230.0,
09/30/2004,21428.0,619.0,619.0,0.0,1733.0,1974.0,,86.0,86.0,,,,867.0,,,,,3305.0,11395.0,21740.0,-10345.0,0.0,6728.0,5504.0,5344.0,160.0,,1224.0,18123.0,,724.0,724.0,,,,635.0,,,,,,2242.0,,,2242.0,3601.0,8152.0,,,,,3554.0,,,,,,3554.0,11706.0,15307.0,0.0,4491.0,,,-1501.0,2841.0,15.0,5846.0,275.0,6121.0,21428.0,
12/31/2004,20905.0,443.0,443.0,0.0,1949.0,1717.0,,90.0,90.0,,,,337.0,,,,,2819.0,11476.0,22303.0,-10827.0,0.0,6610.0,5453.0,5301.0,152.0,,1157.0,18086.0,,772.0,772.0,,,,384.0,,,,,,2049.0,,,2049.0,3205.0,8182.0,,,,,3265.0,,,,,,3265.0,11447.0,14652.0,0.0,4487.0,,,-1585.0,3004.0,65.0,5971.0,282.0,6253.0,20905.0,
03/31/2005,20658.0,441.0,441.0,0.0,1834.0,1598.0,,92.0,92.0,,,,315.0,,,,,2682.0,11378.0,22357.0,-10979.0,0.0,6598.0,5497.0,5340.0,157.0,,1101.0,17976.0,,588.0,588.0,,,,319.0,,,,,,2111.0,,,2111.0,3018.0,8067.0,,,,,3341.0,,,,,,3341.0,11408.0,14426.0,0.0,4486.0,,,-1647.0,3040.0,64.0,5943.0,289.0,6232.0,20658.0,
06/30/2005,20694.0,481.0,481.0,0.0,1922.0,1693.0,,95.0,95.0,,,,329.0,,,,,2827.0,11309.0,22206.0,-10897.0,0.0,6558.0,5502.0,5351.0,151.0,,1056.0,17867.0,,600.0,600.0,,,,215.0,,,,,,1938.0,,,1938.0,2753.0,8216.0,,,,,3234.0,,,,,,3234.0,11450.0,14203.0,0.0,4489.0,,,-1802.0,3453.0,57.0,6197.0,294.0,6491.0,20694.0,
09/30/2005,20569.0,300.0,300.0,0.0,1971.0,1748.0,,100.0,100.0,,,,534.0,,,,,2905.0,11160.0,22265.0,-11105.0,0.0,6504.0,5519.0,5369.0,150.0,,985.0,17664.0,,593.0,593.0,,,,174.0,,,,,,1911.0,,,1911.0,2678.0,8168.0,,,,,3337.0,,,,,,3337.0,11505.0,14183.0,0.0,4490.0,,,-2066.0,3557.0,126.0,6107.0,279.0,6386.0,20569.0,
12/31/2005,21135.0,666.0,666.0,0.0,1757.0,1757.0,,99.0,99.0,,,,929.0,,,,,3451.0,11221.0,22508.0,-11287.0,0.0,6463.0,5514.0,5364.0,150.0,,949.0,17684.0,,719.0,719.0,,,,522.0,,,,,,2016.0,,,2016.0,3257.0,8165.0,,,,,3311.0,,,,,,3311.0,11476.0,14733.0,0.0,4492.0,,,-2110.0,3615.0,124.0,6121.0,281.0,6402.0,21135.0,
03/31/2006,20846.0,454.0,454.0,0.0,1633.0,1633.0,,96.0,96.0,,,,1204.0,,,,,3387.0,11063.0,22534.0,-11471.0,0.0,6396.0,5496.0,5352.0,144.0,,900.0,17459.0,,575.0,575.0,,,,600.0,,,,,,1929.0,,,1929.0,3104.0,8020.0,,,,,3361.0,,,,,,3361.0,11381.0,14485.0,0.0,4491.0,,,-2340.0,3802.0,118.0,6071.0,290.0,6361.0,20846.0,
06/30/2006,20935.0,569.0,569.0,0.0,1725.0,1725.0,,97.0,97.0,,,,1191.0,,,,,3582.0,10993.0,22685.0,-11692.0,0.0,6360.0,5440.0,5307.0,133.0,,920.0,17353.0,,616.0,616.0,,,,863.0,,,,,,1766.0,,,1766.0,3245.0,7737.0,,,,,3441.0,,,,,,3441.0,11178.0,14423.0,0.0,4499.0,,,-2516.0,4100.0,149.0,6232.0,280.0,6512.0,20935.0,
09/30/2006,20919.0,746.0,746.0,0.0,1739.0,1739.0,,98.0,98.0,,,,1017.0,,,,,3600.0,10985.0,22890.0,-11905.0,0.0,6334.0,5439.0,5312.0,127.0,,895.0,17319.0,,605.0,605.0,,,,862.0,,,,,,1891.0,,,1891.0,3358.0,7780.0,,,,,3333.0,,,,,,3333.0,11113.0,14471.0,0.0,4507.0,,,-2783.0,4282.0,154.0,6160.0,288.0,6448.0,20919.0,
12/31/2006,20600.0,614.0,614.0,0.0,1650.0,1650.0,,101.0,101.0,,,,817.0,,,,,3182.0,11179.0,23172.0,-11993.0,0.0,6239.0,5413.0,5292.0,121.0,,826.0,17418.0,,693.0,693.0,,,,822.0,,,,,,1753.0,,,1753.0,3268.0,7495.0,,,,,3340.0,,,,,,3340.0,10835.0,14103.0,0.0,4519.0,,,-2836.0,4410.0,129.0,6222.0,275.0,6497.0,20600.0,
03/31/2007,20043.0,471.0,471.0,0.0,1606.0,1606.0,,101.0,101.0,,,,594.0,,,,,2772.0,11063.0,23238.0,-12175.0,0.0,6208.0,5413.0,5296.0,117.0,,795.0,17271.0,,551.0,551.0,,,,759.0,,,,,,1667.0,,,1667.0,2977.0,7464.0,,,,,3540.0,,,,,,3540.0,11004.0,13981.0,0.0,4517.0,,,-3291.0,4421.0,133.0,5780.0,282.0,6062.0,20043.0,
06/30/2007,20184.0,570.0,570.0,0.0,1669.0,1669.0,,102.0,102.0,,,,520.0,,,,,2861.0,11096.0,23528.0,-12432.0,0.0,6227.0,5477.0,5359.0,118.0,,750.0,17323.0,,563.0,563.0,,,,526.0,,,,,,1602.0,,,1602.0,2691.0,7723.0,,,,,3416.0,,,,,,3416.0,11139.0,13830.0,0.0,4530.0,,,-3379.0,4739.0,180.0,6070.0,284.0,6354.0,20184.0,
09/30/2007,20275.0,537.0,537.0,0.0,1687.0,1687.0,,104.0,104.0,,,,533.0,,,,,2861.0,11162.0,23885.0,-12723.0,0.0,6252.0,5528.0,5400.0,128.0,,724.0,17414.0,,574.0,574.0,,,,481.0,,,,,,1685.0,,,1685.0,2740.0,7797.0,,,,,3505.0,,,,,,3505.0,11302.0,14042.0,0.0,4541.0,,,-3725.0,4894.0,222.0,5932.0,301.0,6233.0,20275.0,
12/31/2007,20175.0,348.0,348.0,0.0,1674.0,1674.0,,103.0,103.0,,,,355.0,,,,,2480.0,11351.0,24195.0,-12844.0,0.0,6344.0,5530.0,5406.0,124.0,,814.0,17695.0,,656.0,656.0,,,,329.0,,,,,,1613.0,,,1613.0,2598.0,8008.0,,,,,3467.0,,,,,,3467.0,11475.0,14073.0,0.0,4548.0,,,-4065.0,5080.0,229.0,5792.0,310.0,6102.0,20175.0,
03/31/2008,20184.0,466.0,466.0,0.0,1605.0,1605.0,,107.0,107.0,,,,387.0,,,,,2565.0,11297.0,24273.0,-12976.0,0.0,6322.0,5536.0,5411.0,125.0,,786.0,17619.0,,525.0,525.0,,,,490.0,,,,,,1579.0,,,1579.0,2594.0,8229.0,,,,,3443.0,,,,,,3443.0,11672.0,14266.0,0.0,4533.0,,,-4316.0,5187.0,207.0,5611.0,307.0,5918.0,20184.0,
06/30/2008,20050.0,210.0,210.0,0.0,1685.0,1685.0,,111.0,111.0,0.0,0.0,0.0,404.0,,,,,2410.0,11300.0,24426.0,-13126.0,0.0,6340.0,5572.0,5444.0,128.0,,768.0,17640.0,,600.0,600.0,,,,435.0,,,,,,1545.0,,,1545.0,2580.0,7958.0,,,,,3488.0,,,,,,3488.0,11446.0,14026.0,0.0,4543.0,,,-4398.0,5371.0,206.0,5722.0,302.0,6024.0,20050.0,
09/30/2008,20343.0,504.0,504.0,0.0,1670.0,1670.0,,113.0,113.0,,,,306.0,,,,,2593.0,11291.0,24576.0,-13285.0,0.0,6459.0,5640.0,5493.0,147.0,,819.0,17750.0,,666.0,666.0,,,,816.0,,,,,,1524.0,,,1524.0,3006.0,7613.0,,,,,3524.0,,,,,,3524.0,11137.0,14143.0,0.0,4554.0,,,-4387.0,5547.0,182.0,5896.0,304.0,6200.0,20343.0,
12/31/2008,20227.0,480.0,480.0,0.0,1463.0,1463.0,,110.0,110.0,,,,282.0,,,,,2335.0,11402.0,24675.0,-13273.0,0.0,6490.0,5620.0,5462.0,158.0,,870.0,17892.0,,716.0,716.0,,,,835.0,,,,,,1485.0,,,1485.0,3036.0,7491.0,,,,,3515.0,,,,,,3515.0,11006.0,14042.0,0.0,4564.0,,,-4381.0,5631.0,88.0,5902.0,283.0,6185.0,20227.0,
03/31/2009,20400.0,947.0,947.0,0.0,1357.0,1357.0,0.0,103.0,,,,,297.0,121.0,,67.0,227.0,2704.0,11206.0,24646.0,-13440.0,0.0,6490.0,5633.0,5471.0,162.0,,736.0,17696.0,,1462.0,451.0,,,1011.0,693.0,0.0,,,,693.0,431.0,,,0.0,2586.0,8096.0,8096.0,,,,3525.0,1362.0,,,,1494.0,669.0,11621.0,14207.0,0.0,4538.0,6.0,4532.0,-4344.0,5642.0,67.0,5903.0,290.0,6193.0,20400.0,
06/30/2009,20148.0,528.0,528.0,0.0,1420.0,1420.0,0.0,102.0,,,,,367.0,67.0,,85.0,281.0,2417.0,11262.0,24943.0,-13681.0,0.0,6469.0,5702.0,5524.0,178.0,,700.0,17731.0,,1536.0,519.0,,,1017.0,244.0,0.0,,,,244.0,455.0,,,0.0,2235.0,7999.0,7999.0,,,,3547.0,1359.0,,,,1504.0,684.0,11546.0,13781.0,0.0,4538.0,6.0,4532.0,-4336.0,5747.0,119.0,6068.0,299.0,6367.0,20148.0,
09/30/2009,20392.0,612.0,612.0,0.0,1459.0,1459.0,0.0,106.0,,,,,333.0,51.0,,56.0,264.0,2510.0,11356.0,25285.0,-13929.0,0.0,6526.0,5781.0,5575.0,206.0,,694.0,17882.0,,1616.0,554.0,,,1062.0,742.0,0.0,,,,742.0,447.0,,11.0,0.0,2805.0,7504.0,7504.0,,,,3562.0,1361.0,,,,1518.0,672.0,11066.0,13871.0,0.0,4540.0,6.0,4534.0,-4382.0,5880.0,178.0,6216.0,305.0,6521.0,20392.0,
12/31/2009,21154.0,1140.0,1140.0,0.0,1408.0,1408.0,0.0,110.0,,,,,352.0,32.0,,116.0,223.0,3010.0,11541.0,25535.0,-13994.0,0.0,6603.0,5870.0,5632.0,238.0,,701.0,18144.0,,1677.0,567.0,0.0,0.0,1110.0,749.0,0.0,0.0,0.0,,749.0,475.0,0.0,0.0,0.0,2901.0,8124.0,8124.0,0.0,0.0,,3538.0,1357.0,45.0,0.0,45.0,1509.0,627.0,11662.0,14563.0,0.0,4549.0,6.0,4543.0,-4525.0,6053.0,208.0,6285.0,306.0,6591.0,21154.0,
03/31/2010,20995.0,871.0,871.0,0.0,1380.0,1380.0,0.0,107.0,,,,,361.0,29.0,,105.0,246.0,2719.0,11515.0,25714.0,-14199.0,0.0,6761.0,5920.0,5675.0,245.0,,812.0,18276.0,,1558.0,500.0,,,1058.0,632.0,0.0,,,,632.0,480.0,,,0.0,2670.0,8191.0,8191.0,,,,3593.0,1375.0,,,,1514.0,704.0,11784.0,14454.0,0.0,4520.0,6.0,4514.0,-4603.0,6082.0,234.0,6233.0,308.0,6541.0,20995.0,
06/30/2010,21759.0,1169.0,1169.0,0.0,1485.0,1485.0,0.0,110.0,,,,,392.0,43.0,,113.0,276.0,3156.0,11575.0,25894.0,-14319.0,0.0,7028.0,5923.0,5667.0,256.0,,1062.0,18603.0,,1614.0,543.0,,,1071.0,758.0,0.0,,,,758.0,486.0,,24.0,0.0,2858.0,8827.0,8827.0,,,,3666.0,1403.0,,,,1518.0,721.0,12493.0,15351.0,0.0,4528.0,6.0,4522.0,-4769.0,6176.0,164.0,6099.0,309.0,6408.0,21759.0,
