Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/30/1990,,87.0,36.700001,5.4,-40.5,88.599998,,,,,,,,,,,,,,,,,
06/30/1990,,82.099998,39.099998,-3.4,-79.599998,38.200001,,,,,,,,,,,,,,,,,
09/30/1990,,92.199997,45.299999,0.4,19.799999,157.699997,,,,,,,,,,,,,,,,,
12/31/1990,,106.599998,55.900002,-5.5,6.4,163.399994,,,,,,,,,,,,,,,,,
03/31/1991,,107.199997,46.5,-8.8,54.099998,199.0,,,,,,,,,,,,,,,199.0,,
06/30/1991,,101.800003,47.700001,10.6,-118.5,41.599998,,,,,,,,,,,,,,,,,
09/30/1991,,104.099998,43.0,32.5,-41.299999,138.300003,,,,,,,,,,,,,,,,,
12/31/1991,,114.300003,55.5,36.799999,-6.5,200.100006,,,,,,,,,,,,,,,,,
03/31/1992,,129.399994,46.700001,24.299999,-20.4,180.0,,,,,,,,,,,,,,,,,
06/30/1992,,120.5,51.599998,30.700001,-120.300003,82.5,,,,,,,,,,,,,,,,,
09/30/1992,,128.199997,50.099998,15.9,-41.400002,152.800003,,,,,,,,,,,,,,,,,
12/31/1992,,135.300003,62.5,-11.4,18.700001,205.100006,,,,,,,,,,,,,,,,,
03/31/1993,,3.7,53.599998,196.100006,-10.6,242.800003,,,,,,,,,,,,,,,,,
06/30/1993,,134.699997,48.799999,9.6,-162.100006,31.0,,,,,,,,,,,,,,,31.0,,
09/30/1993,,145.0,46.0,-40.1,-9.4,141.5,,,,,,,,,,,,,,,,,
12/31/1993,,4.9,70.1,237.0,4.4,316.4,,,,,,,,,,,,,,,,,
03/31/1994,,164.0,48.299999,51.799999,-53.400002,210.699997,,,,,,,,,,,,,,,210.699997,,
06/30/1994,,162.199997,52.299999,47.0,-156.899994,104.599998,,,,,,,,,,,,,,,104.599998,,
09/30/1994,,172.199997,52.099998,-63.0,-23.299999,138.0,,,,,,,,,,,,,,,138.0,,
12/31/1994,,199.899994,62.700001,-61.0,150.600006,352.200012,,,,,,,,,,,,,,,,,
03/31/1995,,196.100006,55.5,-21.0,60.299999,290.899994,,,-62.599998,,,,,,,,,,,,,,
06/30/1995,,193.100006,57.400002,48.700001,-251.600006,47.599998,,,-84.5,,,,,,,,,,,,,,
09/30/1995,,202.199997,60.900002,-15.3,-13.0,234.800003,,,-104.5,,,,,,,,,,,,,,
12/31/1995,,477.700012,169.699997,16.4,-190.0,473.799988,,,-341.5,,,,,,,,,,,,,,
03/31/1996,,249.300003,96.5,40.099998,62.099998,448.0,,,-130.899994,,,,,,,,,,,,,,
06/30/1996,,276.700012,91.5,-14.1,-303.899994,50.200001,,,-176.699997,,,,,,,,,,,,,,
09/30/1996,,307.399994,96.5,-5.9,-116.300003,281.700012,,,-213.399994,,,,,,,,,,,,,,
12/31/1996,,115.300003,96.599998,297.100006,-280.5,228.5,,,-829.700012,,,,,,,,,,,,,,
03/31/1997,,236.0,104.0,-37.0,101.0,404.0,-149.0,13.0,-161.0,0.0,0.0,-1.0,-223.0,-101.0,-152.0,0.0,-2.0,32.0,0.0,0.0,32.0,,
06/30/1997,,336.0,103.0,32.0,-407.0,64.0,-204.0,15.0,-218.0,0.0,0.0,-1.0,118.0,-122.0,169.0,0.0,0.0,70.0,0.0,1.0,-22.0,,
09/30/1997,,437.0,104.0,-172.0,-87.0,282.0,-221.0,7.0,-230.0,0.0,0.0,2.0,-52.0,-121.0,88.0,0.0,-2.0,19.0,-29.0,-7.0,9.0,,
12/31/1997,,418.0,111.0,-4.0,5.0,530.0,-331.0,24.0,-364.0,0.0,0.0,9.0,-197.0,-122.0,-488.0,300.0,-2.0,116.0,-24.0,23.0,2.0,,
03/31/1998,,268.0,116.0,-47.0,97.0,434.0,-162.0,30.0,-193.0,0.0,0.0,1.0,-284.0,-122.0,70.0,0.0,-12.0,32.0,0.0,-252.0,-12.0,,
06/30/1998,,372.0,116.0,-31.0,-610.0,-153.0,3.0,7.0,-219.0,0.0,0.0,215.0,133.0,-144.0,49.0,288.0,0.0,44.0,-116.0,12.0,-17.0,,
09/30/1998,,6.0,115.0,379.0,-91.0,409.0,-200.0,19.0,-208.0,0.0,0.0,-11.0,-172.0,-144.0,717.0,0.0,0.0,24.0,-668.0,-101.0,37.0,,
12/31/1998,,435.0,112.0,55.0,-3.0,599.0,-439.0,32.0,-380.0,0.0,0.0,-91.0,-171.0,-142.0,-128.0,212.0,0.0,82.0,-282.0,87.0,-11.0,,
