Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
09/30/1996,673.651001,673.651001,673.651001,,4.329594,1.910172,1.450766,0.69,0.69,0.69,0.69,0.69,0.69,0.315,1.500942,1.108255,,,0.565511,13.640612,,34.259643,
12/31/1996,677.036011,675.0,675.0,,3.684548,0.950133,0.523758,0.21,0.21,0.21,0.21,0.21,0.21,0.315,0.823449,0.358991,,,0.657029,13.612858,,34.369367,
03/31/1997,681.119019,678.825989,678.825989,,3.807182,1.311327,0.798929,0.28,0.28,0.28,0.28,0.28,0.28,0.325,0.912792,0.362961,,,0.807338,13.598079,,33.971603,
06/30/1997,684.867981,682.786011,682.786011,,3.979571,1.346378,0.85424,0.31,0.31,0.31,0.31,0.31,0.31,0.325,0.887025,0.289906,,,0.558933,13.635275,,33.865292,
09/30/1997,689.59198,687.158997,687.158997,,5.92469,2.154848,1.531707,0.55,0.55,0.71,0.55,0.55,0.71,0.325,1.674462,1.035494,,,0.899597,13.904704,,33.386262,
12/31/1997,693.0,691.0,691.0,,4.686233,1.224061,0.704598,0.28,0.28,0.28,0.28,0.28,0.28,0.325,0.591211,-0.330174,,,0.867244,13.920635,11.196863,34.12987,
03/31/1998,696.947021,695.0,695.0,,3.616856,1.396306,0.849299,0.348,0.348,0.348,0.348,0.348,0.348,0.335,0.867747,0.240921,,,0.684787,13.980477,,34.003963,
06/30/1998,697.797974,697.658997,697.658997,,4.175939,1.647107,0.929887,0.388,0.388,0.388,0.388,0.388,0.388,0.335,0.87945,0.138692,,,0.984665,14.048095,11.340193,34.026117,
09/30/1998,699.770996,697.796997,697.796997,,4.953855,2.202598,1.528731,0.74,0.74,0.74,0.74,0.74,0.74,0.335,1.3331,0.741555,,,1.226534,14.419554,11.729304,33.95159,
12/31/1998,697.747009,697.544006,697.544006,,3.611412,1.101697,0.496383,-0.08,-0.08,0.24,-0.08,-0.08,0.24,0.335,1.094143,0.194031,,,1.249737,14.040906,9.380909,34.574136,
03/31/1999,698.626,698.527,698.527,,3.495305,1.206768,0.694282,0.32,0.32,0.32,0.32,0.32,0.32,0.335,0.341666,-0.3807,,,0.793121,13.890308,9.007227,33.948767,
06/30/1999,689.511,693.465,693.465,,4.024832,1.458157,0.962278,0.45,0.45,0.45,0.45,0.45,0.45,0.335,0.994248,0.192687,,,0.650853,13.813481,8.382455,36.102565,
09/30/1999,674.66,678.472,678.472,,5.507448,2.24939,1.737892,0.9,0.9,0.91,0.9,0.9,0.91,0.335,1.714601,0.778184,,,1.137789,14.119297,8.586206,37.444202,
12/31/1999,666.0,670.0,670.0,,3.904039,1.374196,0.668072,0.19,0.19,0.22,0.19,0.19,0.22,0.335,1.244107,-0.045775,,,0.6997,13.81982,12.813814,36.852853,
03/31/2000,648.6238,653.134,653.134,,3.141167,1.200109,0.655215,0.38,0.23,0.23,0.38,0.23,0.23,0.335,0.630442,-0.066392,,,0.726296,13.585581,6.309397,38.070358,
06/30/2000,648.6212,648.696,648.696,,3.888943,1.455222,0.922104,0.52,0.39,0.39,0.52,0.39,0.39,0.335,1.584772,0.778875,,,1.214766,13.753533,6.645524,38.375115,
09/30/2000,650.546,650.869,649.347,,4.923985,2.086624,1.599746,0.95,0.81,1.03,0.95,0.81,1.03,0.335,1.545336,0.689129,,,1.283036,14.418176,5.817871,38.612744,
12/31/2000,682.0,661.0,661.0,,3.470923,0.995806,0.513014,0.16,-0.33,0.21,0.16,-0.33,0.21,0.335,0.672834,-0.372729,,,0.291789,15.674487,14.533724,31.703812,
03/31/2001,684.005,682.575,682.575,,3.324936,1.176584,0.696354,0.47,0.26,0.26,0.47,0.26,0.26,0.335,0.690194,-0.291651,,,0.262799,15.442348,14.266839,32.222133,
06/30/2001,688.831,691.404,686.702,,3.730591,1.340344,0.851627,0.39,0.4,0.4,0.39,0.4,0.4,0.335,0.646181,-0.433845,,,0.290678,10.938904,10.432729,32.593132,
09/30/2001,694.224,691.728,691.687,,4.57499,1.916334,1.442683,0.8,0.8,0.8,0.79,0.79,0.79,0.335,1.49673,0.62268,,,0.440238,11.483469,10.226695,32.805391,
12/31/2001,699.0,710.0,695.0,,3.106787,1.007155,0.479118,0.16,0.16,0.16,0.16,0.16,0.16,0.335,0.893364,0.029203,,,0.506438,11.422031,10.238913,33.02432,
03/31/2002,703.448,706.298,701.012,,3.157703,1.129828,0.738218,0.32,0.32,0.32,0.32,0.32,0.32,0.335,0.64102,-0.329227,,,0.420907,11.523064,,33.384898,
06/30/2002,708.1058,712.165,706.181,,3.725351,1.325231,0.932782,0.47,0.47,0.47,0.46,0.46,0.46,0.335,0.850785,-0.182702,,,0.952835,11.703923,10.69557,33.82969,
09/30/2002,712.5703,716.464,710.647,,4.570494,1.913535,1.505743,0.84,0.84,0.84,0.83,0.83,0.83,0.343,1.714182,0.888787,,,0.411223,12.239205,11.187407,34.081564,
12/31/2002,716.9,715.0,715.0,,3.435849,0.910876,0.468161,0.23,0.23,0.23,0.23,0.23,0.23,0.343,0.93098,-0.229092,,,0.380806,12.149533,11.053145,34.372995,
03/31/2003,720.957179,724.891,718.943,,3.55091,1.22024,0.817983,0.41,0.41,0.41,0.41,0.41,0.41,0.343,0.507503,-0.234038,,,0.429145,12.304236,,35.63504,
06/30/2003,727.6603,730.286,724.627,,3.945786,1.486838,1.078102,0.6,0.6,0.49,0.59,0.59,0.47,0.343,1.100231,0.308159,,,0.289474,12.667463,12.215069,35.679863,
09/30/2003,731.3539,734.855,729.816,,4.547853,1.885066,1.499486,0.85,0.85,0.85,0.84,0.84,0.84,0.35,1.693647,1.219224,,,0.797082,13.241198,,35.589459,
12/31/2003,734.8,733.0,733.0,,3.437625,0.992583,0.588467,0.17,0.17,0.22,0.17,0.17,0.22,0.35,0.953681,0.096007,,,0.423244,13.130103,11.89031,37.471421,
03/31/2004,737.463,741.603,736.638,,3.738675,1.287056,0.888178,0.45,0.45,0.45,0.45,0.45,0.45,0.35,0.425532,-0.283682,,,0.441366,13.259353,12.000138,37.61946,
06/30/2004,738.18,742.453,738.185,,4.076078,1.312535,0.941386,0.48,0.48,0.48,0.47,0.47,0.47,0.35,0.821864,0.121774,,,0.258968,13.432469,12.150918,37.803116,
09/30/2004,739.687,743.695,739.345,,4.653849,1.909804,1.505346,0.87,0.87,0.87,0.87,0.87,0.87,0.3575,1.60162,0.972211,,,0.383985,13.926715,12.620529,37.932788,
12/31/2004,,1482.0,1482.0,,3.672065,,0.534413,0.54,0.54,0.54,0.54,0.54,0.54,,,,,,,,,,
03/31/2005,744.318776,748.672,744.025,,3.745882,1.213333,0.752231,0.43,0.43,0.43,0.43,0.42,0.42,0.3575,0.239925,-0.410028,,,0.512937,13.983337,13.983337,38.342762,
06/30/2005,,751.016,746.823,,4.177223,1.426742,0.965945,0.52,0.52,0.52,0.52,0.52,0.52,0.3725,0.84734,-0.085139,,,,,,,
09/30/2005,,747.817,743.214,,5.863564,2.207499,1.718181,0.97,0.98,0.98,0.97,0.98,0.98,0.3725,1.736725,1.010624,,,,,,,
12/31/2005,741.6,748.495,742.0,,4.432615,1.012301,0.544474,0.21,0.21,0.21,0.21,0.21,0.21,0.3725,0.617142,-0.377376,,,0.272384,14.41343,14.41343,39.751888,
03/31/2006,742.04844,747.039,742.195,,4.127298,1.26953,0.795334,0.35,0.35,0.35,0.35,0.35,0.35,0.3725,0.090839,-0.696516,,,0.405346,14.451516,14.451516,39.946131,
06/30/2006,742.286154,746.387,742.515,,4.836943,1.550362,1.086934,0.52,0.52,0.53,0.52,0.52,0.53,0.3875,0.933623,0.084437,,,0.354176,14.612039,14.612039,40.363754,
09/30/2006,742.740228,747.56,742.884,,6.123941,2.316959,1.827625,0.99,0.99,0.99,0.99,0.99,0.99,0.3875,1.676812,0.386758,,,0.562911,15.195021,15.195021,41.166012,
12/31/2006,746.4,1496.0,745.0,,4.230872,1.114675,0.62953,0.25,0.25,0.25,0.25,0.25,0.25,0.3875,1.137817,-0.095384,,,0.223741,15.234459,15.234459,41.655949,
03/31/2007,751.808611,755.352,750.259,,4.543323,1.406488,0.921451,0.45,0.45,0.41,0.45,0.45,0.41,0.3875,0.362513,-0.666643,,,0.214801,15.273531,15.273531,41.929133,
06/30/2007,756.427551,759.846,755.137,,4.995025,1.605887,1.117753,0.57,0.57,0.55,0.56,0.56,0.54,0.4025,0.956979,-0.160779,,,0.223203,15.585274,15.585274,42.333326,
09/30/2007,759.478801,762.392,758.308,,6.372138,2.317722,1.821929,1.0,1.0,0.99,1.0,1.0,0.99,0.4025,1.982595,0.762318,,,0.703781,16.257572,16.257572,42.90449,
12/31/2007,763.6,766.41,760.296,,4.393499,1.034542,0.537992,0.27,0.27,0.26,0.27,0.27,0.26,0.4025,1.242875,-0.229525,,,0.263227,16.219225,16.219225,43.644578,
03/31/2008,767.212302,770.322,766.15,,4.807035,1.456344,0.924217,0.47,0.47,0.47,0.47,0.47,0.47,0.4025,0.701026,-0.663417,,,0.324355,16.375282,16.375282,44.320671,
06/30/2008,770.187296,773.14,769.122,,5.480518,1.752868,1.201458,0.54,0.54,0.54,0.54,0.54,0.54,0.42,1.13609,-0.145171,,,0.251844,16.580997,16.580997,44.875539,
09/30/2008,774.580361,776.903,772.622,,7.023485,2.379691,1.81809,1.01,1.01,1.01,1.0,1.0,1.0,0.42,1.585832,0.406863,,,1.040588,17.304926,17.304926,45.330477,
12/31/2008,777.6,776.0,776.0,,4.899485,1.161474,0.596649,0.24,0.24,0.24,0.24,0.24,0.24,,1.06684,-0.41549,,,0.536265,17.073045,17.073045,46.139403,
03/31/2009,782.433682,781.645,779.858,,4.701249,1.213695,0.627905,0.16,0.16,0.420232,0.16,0.16,0.418429,0.42,0.514364,-0.97885,,,0.859089,16.937804,16.937804,46.991494,
06/30/2009,796.051643,792.068,790.748,,4.913277,1.675268,1.120703,0.61,0.61,0.593738,0.6,0.6,0.588491,0.4375,0.2763,-1.1488,,,0.982149,17.315045,,47.104916,
09/30/2009,800.211378,800.178,798.418,,5.863447,2.293004,1.7726,0.99,0.99,0.99,0.99,0.99,0.99,0.4375,2.179521,0.902085,,,0.758376,17.947819,17.947819,47.66463,
12/31/2009,819.5,810.0,810.0,,4.333333,1.182896,0.593827,0.31,0.31,0.316049,0.31,0.31,0.316049,0.4375,1.115081,-0.716625,,,0.841977,18.154973,18.154973,47.870653,
03/31/2010,824.535663,824.787,822.526,,5.054329,1.633458,1.12093,0.6,0.6,0.6,0.6,0.6,0.6,0.4375,0.898403,-0.476797,,,0.411201,18.428368,18.428368,48.510207,
06/30/2010,830.705693,832.622,828.363,,5.079197,1.686538,1.148109,0.62,0.62,0.62,0.61,0.61,0.61,0.455,0.81607,-0.260641,,,0.320544,18.698513,18.698513,48.910817,
09/30/2010,838.671173,841.835,835.953,,6.363889,2.353533,1.744733,0.98,0.98,0.98,0.97,0.97,0.97,0.455,2.526026,1.354965,,,1.500868,19.381789,19.381789,49.124985,
12/31/2010,843.34,842.0,842.0,,4.478622,1.097968,0.558195,0.18,0.18,0.18,0.18,0.18,0.18,0.455,0.551543,-0.890266,,,0.530035,19.211706,19.211706,49.804349,
03/31/2011,849.5,854.0,848.0,,4.731132,1.597877,1.007075,0.5,0.5,0.5,0.49,0.49,0.49,0.455,1.176887,-0.126179,,,0.482637,19.381989,19.381989,50.266039,
06/30/2011,857.5,862.0,855.0,,5.287719,1.925146,1.328655,0.71,0.71,0.71,0.7,0.7,0.7,0.4725,1.626901,0.348538,,,0.509621,19.804082,,50.471137,
09/30/2011,861.5,868.0,860.0,,6.311628,2.524419,1.92093,1.07,1.07,1.07,1.06,1.06,1.06,0.4725,2.568605,1.393023,,,1.759721,20.467789,,50.838073,
12/31/2011,865.5,865.0,865.0,,4.272832,1.279769,0.680925,0.3,0.3,0.3,0.3,0.3,0.3,0.47,1.508671,-0.126012,,,1.519353,20.309648,20.309648,52.004622,
03/31/2012,868.5,877.0,868.0,,4.152074,1.491935,0.882488,0.42,0.42,0.42,0.42,0.42,0.42,0.4725,0.654378,-0.802995,,,1.202073,20.378814,20.378814,52.797927,
06/30/2012,874.4,880.0,872.0,,4.794725,1.924312,1.31078,0.71,0.71,0.690367,0.71,0.71,0.686136,0.49,1.363532,0.043578,,,0.75366,20.727356,20.727356,53.254803,
09/30/2012,873.9,883.0,876.0,,5.763699,2.600457,1.986301,1.11,1.11,1.11,1.11,1.11,1.11,0.49,2.610731,1.210046,,,1.437235,21.328527,21.328527,54.095434,
12/31/2012,868.0,869.0,869.0,,4.26122,1.561565,0.936709,0.44,0.44,0.44,0.44,0.44,0.44,0.49,0.982739,-0.536249,,,0.723502,21.079493,21.079493,55.748848,
03/31/2013,869.9,875.0,870.0,,4.47931,1.026437,0.373563,0.09,0.09,0.494253,0.09,0.09,0.488857,0.49,0.847126,-0.564368,,,0.592022,20.734567,20.734567,55.968502,
06/30/2013,874.0,879.0,874.0,,4.858124,1.386728,0.732265,0.34,0.34,0.657895,0.34,0.34,0.656268,0.5075,1.384439,-0.248284,,,0.485126,20.640732,20.640732,56.426773,
09/30/2013,881.9,881.0,878.0,,5.714123,2.364465,1.698178,0.97,0.97,1.08,0.97,0.97,1.075562,0.5075,2.806378,1.194761,,,0.77333,21.292664,21.292664,56.922554,
12/31/2013,887.3,885.0,885.0,,4.437288,1.550282,0.902825,0.47,0.47,0.48,0.47,0.47,0.48,0.5075,1.905085,0.180791,,,0.742703,21.422292,21.422292,57.71216,
03/31/2014,890.7,893.0,890.0,,5.217978,1.446067,0.786517,0.39,0.39,0.658427,0.39,0.39,0.653158,0.5075,1.239326,-0.113483,,,0.6624,21.410127,21.410127,57.90165,
06/30/2014,896.1,899.0,895.0,,4.991061,1.897207,1.232402,0.68,0.68,0.68,0.68,0.68,0.68,0.525,1.080447,-0.644693,,,0.650597,21.678384,,58.881821,
09/30/2014,900.3,902.0,898.0,,5.945434,2.109131,1.423163,0.8,0.8,1.08686,0.8,0.8,1.086031,0.525,2.914254,1.507795,,,1.570588,22.055981,22.055981,59.05476,
12/31/2014,908.3,906.0,906.0,,4.469095,1.199779,0.653422,0.331126,0.331126,0.378587,0.331126,0.331126,0.378587,0.525,1.245033,-1.11479,,,0.78168,21.963008,21.963008,60.407354,
03/31/2015,908.7,915.0,910.0,,4.596703,1.686813,1.051648,0.56,0.56,0.564835,0.56,0.56,0.564835,0.525,1.003297,-0.248352,,,1.223726,22.028172,,61.048751,
06/30/2015,908.7,912.0,909.0,,4.771177,1.860286,1.207921,0.69,0.69,0.711771,0.69,0.69,0.709737,0.5425,1.313531,-0.446645,,,0.894685,22.20975,,62.734676,
09/30/2015,908.7,912.0,910.0,,5.935165,2.489011,1.812088,1.05,1.05,1.169231,1.05,1.05,1.165132,0.5425,3.275824,2.315385,,,1.220425,22.740178,,64.094861,
12/31/2015,911.6,911.0,911.0,,3.916575,1.301866,0.634468,0.3,0.3,0.442371,0.3,0.3,0.442371,0.5425,1.301866,-1.150384,,,1.540149,22.588855,22.238921,67.040369,
03/31/2016,918.6,922.0,916.0,,4.358079,1.723799,1.026201,0.53,0.53,0.585153,0.53,0.53,0.580976,0.5425,0.958515,-1.14738,,,0.820814,22.639887,22.639887,68.094927,
06/30/2016,941.2,940.0,934.0,,4.77409,1.982869,1.268737,0.67,0.67,0.75,0.66,0.66,0.74617,0.56,1.351178,-0.427195,,,2.015512,23.390353,22.589248,67.884615,
09/30/2016,980.2,975.0,968.0,,6.471074,2.809917,1.980372,1.18,1.18,1.27376,1.17,1.17,1.26641,0.56,2.227273,0.344008,,,2.722914,25.042848,17.733116,77.080188,
12/31/2016,990.394,997.0,984.0,,5.265244,1.278455,0.45122,0.200203,0.200203,0.332317,0.197593,0.197593,0.327984,0.56,0.607724,-1.575203,,,1.994156,24.998132,17.707094,79.206861,
03/31/2017,994.599,1000.0,993.0,,5.811682,2.089627,1.260826,0.66,0.66,0.684794,0.66,0.66,0.682,0.56,0.902316,-0.663646,,,1.099941,25.230269,18.005246,80.2444,
06/30/2017,999.474,1005.0,998.0,,5.440882,-0.790581,-1.652305,-1.38,-1.38,0.729459,-1.38,-1.38,0.718507,0.58,1.848697,-0.131263,,,1.433754,23.3843,16.180511,78.727411,
09/30/2017,1003.627,1010.0,1003.0,,6.182453,2.86341,1.985045,1.07,1.07,1.115653,1.06,1.06,1.109505,0.58,2.502493,0.584247,,,1.834347,23.99497,16.851878,79.452825,
12/31/2017,1007.603,1007.0,1007.0,,5.589871,1.620655,0.733863,0.49,0.49,0.485601,0.49,0.49,0.483049,0.58,1.135055,-1.201589,,,2.113928,23.984645,16.897528,79.269315,
03/31/2018,1011.625,1016.0,1011.0,,6.302671,2.22453,1.361029,0.93,0.93,0.913947,0.92,0.92,0.90622,0.58,1.492582,-0.352127,,,2.257754,24.392438,17.399728,80.016805,
06/30/2018,1014.136,1014.0,1014.0,,5.54931,0.927022,0.06213,-0.15,-0.15,0.793886,-0.15,-0.15,0.793886,0.6,1.724852,-0.342209,,,1.952401,23.306539,17.373409,76.116024,
09/30/2018,1028.888,1029.0,1023.0,,6.020528,3.001955,2.125122,1.14,1.14,1.136852,1.13,1.13,1.129028,0.6,2.273705,0.230694,,,1.795142,24.178531,18.357683,76.229871,
12/31/2018,999.0,1034.0,1034.0,,5.161509,1.431335,0.558994,0.27,0.27,0.247582,0.27,0.27,0.247582,0.6,1.316248,-0.950677,,,1.397397,24.747748,18.813814,80.877878,
03/31/2019,1040.296,1045.0,1038.0,,5.213873,4.442197,3.555877,2.01,2.01,0.703276,1.99,1.99,0.694306,0.6,0.716763,-0.990366,,,1.308281,25.412959,19.771296,78.47478,
06/30/2019,1045.0,1052.0,1044.0,,4.883142,2.098659,1.285441,0.86,0.86,0.797893,0.85,0.85,0.787262,0.62,1.694444,-0.138889,,,1.323445,25.739713,20.158852,77.678469,
09/30/2019,1049.0,1057.0,1048.0,,5.72042,2.860687,1.920802,1.26,1.26,1.339695,1.25,1.25,1.333254,0.62,2.259542,0.326336,,,2.79409,26.227836,20.670162,77.896092,
12/31/2019,1099.0,1052.0,1052.0,,4.671103,1.496198,0.655894,0.42,0.42,0.244297,0.42,0.42,0.244297,0.62,0.855513,-1.275665,,,1.797088,25.027298,19.735214,75.595996,
03/31/2020,1056.0,1067.0,1057.0,,4.747398,2.092715,1.194891,0.82,0.82,0.780511,0.81,0.81,0.7697,0.62,0.84579,-0.700095,,,2.049242,26.254735,20.75947,79.512311,
06/30/2020,1056.0,1063.0,1058.0,,4.36673,1.958412,1.0,0.58,0.58,0.776938,0.58,0.58,0.776938,0.64,1.845936,0.236295,,,1.779356,26.202652,20.71875,80.519886,
09/30/2020,,,,,,,,1.243,1.243,1.223,1.243,1.243,1.223,0.64,2.87,,1.82,1.82,,30.76,,,
12/31/2020,,,,,,,,0.367,0.367,0.372,0.367,0.367,0.372,0.64,-0.15,,0.84,0.84,,30.44,,,
