Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1990,33.118,33.116001,33.116001,,1.269628,-0.264645,-0.455792,-0.365,-0.365,,-0.365,-0.365,-0.365,0.0,-1.441116,,0.295217,9.917085,
06/30/1990,33.118,33.118,33.118,,2.151307,0.18117,-0.014886,0.01,0.01,,0.01,0.01,0.01,,-0.191376,,0.092004,9.925116,
09/30/1990,33.118,33.118,33.118,,2.33444,0.107615,-0.086448,-0.12,-0.12,,-0.12,-0.12,-0.12,,-0.029742,,3.559273,9.797632,
12/31/1990,33.119552,33.118778,33.118778,,1.909672,-0.132553,-0.284914,-1.695,-1.695,-1.695,-1.695,-1.695,-1.695,0.0,0.492108,,2.914381,7.217459,
03/31/1991,33.123695,33.122002,33.122002,,1.019473,-0.167925,-0.359882,-0.285,-0.285,,-0.285,-0.285,-0.285,,-0.200018,,2.41531,7.905217,
06/30/1991,33.167477,33.133999,33.133999,,2.217601,0.221374,0.023299,0.125,0.125,,0.125,0.125,0.125,,0.065643,,2.555998,8.028075,
09/30/1991,33.211098,33.175999,33.175999,,2.257325,0.120027,-0.079123,0.06,0.06,,0.06,0.06,0.06,,0.50841,,2.967502,7.219123,
12/31/1991,33.241818,33.226456,33.226456,,1.702198,-0.389509,-0.576619,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,0.0,0.662213,,4.106123,6.803539,
03/31/1992,33.286144,33.265999,33.265999,,1.007034,-0.204383,-0.40119,-3.935,-0.36,,-3.935,-0.36,-0.36,,-0.151837,,3.680841,6.584151,
07/01/1992,33.286144,33.285999,33.285999,,1.943309,0.068047,-0.129003,0.055,0.055,,0.055,0.055,0.055,,-0.256414,,3.291129,6.683382,
09/30/1992,33.286144,33.285999,33.285999,,2.205131,0.224208,0.032326,-1.145,-1.145,,-1.145,-1.145,-1.145,,0.378087,,4.687205,5.830624,
12/31/1992,33.28767,33.284,33.284,,1.757992,-0.062733,-0.262168,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,0.0,0.507181,,5.065089,1.793397,
03/31/1993,33.288082,33.287998,33.287998,,0.975637,-0.187155,-0.384944,-0.475,-0.445,,-0.475,-0.445,-0.445,,-0.532715,,4.190689,1.374996,
06/30/1993,33.287998,33.287998,33.287998,,2.120284,0.11052,-0.087058,-0.89,-0.89,,-0.89,-0.89,-0.89,,-0.007841,,4.178563,0.525295,
09/30/1993,33.287998,33.287998,33.287998,,2.186314,0.170662,-0.027668,0.305,0.305,,0.305,0.305,0.305,,0.813957,,6.899934,0.870193,
12/31/1993,33.29,33.287998,33.287998,,1.929705,0.053443,-0.141552,-0.185,-0.19,-0.19,-0.185,-0.19,-0.19,0.0,0.675829,,7.341454,0.370922,
03/31/1994,22.23,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.546424,4.197616,
06/30/1994,22.836,24.0,24.0,,3.624792,0.754375,0.50525,0.31,0.31,,0.31,0.31,0.31,,0.03175,,1.260948,4.431161,
09/30/1994,23.118,24.0,24.0,,3.998708,1.0905,0.862833,0.495,0.495,,0.495,0.495,0.495,,1.151167,,1.942166,4.971667,
12/31/1994,24.0,24.0,24.0,,3.278375,0.69225,0.452792,0.33,0.33,0.33,0.33,0.33,0.33,0.0,0.419417,,2.30825,5.102625,
03/31/1995,24.139999,24.134001,24.134001,,2.184097,-0.061656,-0.303224,-0.21,-0.21,-0.2,-0.21,-0.21,-0.2,,-0.422226,-0.703862,1.607001,4.906421,
06/30/1995,24.146,24.142,24.142,,3.626584,1.023776,0.779099,0.445,0.445,0.445,0.445,0.445,0.445,0.025,0.159142,-0.373457,1.231177,5.512176,
09/30/1995,24.146,24.136,24.136,,4.168504,1.287247,1.027925,0.65,0.65,0.65,0.65,0.65,0.65,0.025,1.080999,0.794788,1.943759,6.568086,
12/31/1995,24.162,23.512,23.512,,3.493238,0.89465,0.655112,0.45,0.45,0.45,0.45,0.45,0.45,0.025,1.298401,0.872533,2.071393,6.611208,
03/31/1996,22.958,22.594,22.594,,2.34518,0.036957,-0.226122,-0.145,-0.145,-0.145,-0.145,-0.145,-0.145,0.025,-0.194521,-0.616447,1.509931,6.747844,
06/30/1996,22.792,26.974001,22.854,,4.476547,1.339853,1.086506,0.755,0.755,0.755,0.64,0.64,0.64,0.025,0.543931,0.067953,1.543129,10.001974,
09/30/1996,21.274,26.540001,22.732,,5.206273,1.863232,1.595416,1.115,1.115,1.115,0.955,0.955,0.955,0.025,1.695847,1.284357,2.74081,11.639701,
12/31/1996,24.174,26.242,21.804,,4.312511,1.295175,1.009081,0.68,0.68,0.68,0.565,0.565,0.565,0.025,2.275546,1.685058,2.945933,10.932489,
03/31/1997,21.988001,26.188,21.705999,,2.802727,0.320142,0.032065,0.01,0.01,0.01,0.01,0.01,0.01,0.025,-0.180826,-0.645213,4.20543,12.311578,
06/30/1997,21.99,26.440001,21.988001,,4.757959,1.57404,1.303347,0.92,0.92,0.92,0.76,0.76,0.76,0.025,0.899309,0.4004,2.313051,13.208049,
09/30/1997,22.014,27.242001,21.993999,,5.082068,1.869965,1.591661,1.26,1.26,1.26,1.02,1.02,1.02,0.025,2.280577,1.872465,4.297265,14.416598,
12/31/1997,24.184,27.244,21.838,,3.678725,1.224059,0.982965,0.79,0.79,0.79,0.63,0.63,0.63,0.025,1.896694,1.349437,6.371155,13.79565,
03/31/1998,21.426001,27.08,21.431999,,2.696622,0.567329,0.317889,0.33,0.33,0.33,0.26,0.26,0.26,0.025,0.241835,-0.499533,6.784561,15.878185,
06/30/1998,21.362,27.572001,21.422001,,4.560825,1.646858,1.403604,1.05,1.05,1.05,0.81,0.81,0.81,0.025,0.920736,0.188685,6.850061,16.829558,
09/30/1998,19.162001,26.566,20.747999,,5.013014,2.076345,1.811789,1.39,1.39,1.39,1.08,1.08,1.08,0.025,1.738047,1.3329,5.902672,16.986118,
12/31/1998,20.122999,24.773001,19.379999,,4.518008,1.550464,1.251651,0.93,0.93,0.93,0.73,0.73,0.73,0.025,2.007946,1.151754,5.971327,16.116683,
03/31/1999,19.552,24.684999,20.167,,3.305549,0.904597,0.604453,0.48,0.48,0.48,0.39,0.39,0.39,0.05,0.114841,-0.69346,5.369272,16.528641,
06/30/1999,19.358999,24.013,19.563,,5.217298,1.901191,1.595461,1.17,1.17,1.17,0.95,0.95,0.95,0.05,1.128048,0.408424,4.050158,16.703653,
