Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/29/1989,7859.23291,304.271,54.271,250.0,883.575012,,,1035.911987,,,,,26.499001,,,,2250.25708,2120.084961,2267.893066,-147.807999,811.984985,2676.906006,,,,,2676.906006,5608.975952,,773.934021,773.934021,,,,1631.48999,,,,,,173.885071,,,,173.885071,2579.309082,3025.583984,,,,,1726.677979,,,1726.677979,4752.261963,7331.571045,,1353.199951,,,0.0,,-285.537994,1067.661957,,1067.661957,8399.233002,
07/29/1989,7748.451172,277.379999,27.379999,250.0,815.937012,,,1033.80603,,,,,31.688,,,,2158.811035,2122.385986,2308.825928,-186.440002,812.038025,2655.216064,,,,,2655.216064,5589.640076,,676.648987,676.648987,,,,1737.363037,,,,,,127.455994,,,,127.455994,2541.468018,3039.672119,,,,,1178.53894,,,1178.53894,4218.21106,6759.679077,,1353.199951,,,0.0,,-364.428009,988.771942,,988.771942,7748.451019,
10/28/1989,8217.96582,416.343002,166.343002,250.0,941.945984,,,1201.897949,,,,,25.849001,,,,2586.035889,2112.013916,2337.664062,-225.649994,811.974976,2707.940918,,,,,2707.940918,5631.92981,,842.609985,842.609985,,,,1943.291016,,,,,,156.350952,,,,156.350952,2942.251953,3101.374023,,,,,1169.265015,,,1169.265015,4270.639038,7212.890991,,1353.199951,,,0.0,,-348.125,1005.074951,,1005.074951,8217.965942,
02/03/1990,6572.188965,285.248993,285.248993,0.0,1017.721008,,,943.234985,,,,,30.198,,,,2276.403076,2089.836914,2341.437012,-251.600006,806.674011,1399.275024,,,,,1399.275024,4295.78595,,190.5,190.5,,,,136.216003,,,,,,269.47998,,,,269.47998,596.195984,1204.0,,,,,5078.98291,,,5078.98291,6282.98291,6879.178894,,1353.199951,,,0.0,,-1660.189941,-306.98999,,-306.98999,6572.188904,
05/05/1990,6475.35791,324.102997,324.102997,0.0,906.172974,,,966.929993,,,,,35.271999,,,,2232.478027,2056.414062,,,806.16803,1380.297974,,,,,1380.297974,4242.880066,,468.144012,468.144012,,,,500.0,,,,,,55.444977,,,,55.444977,1023.588989,704.0,,,,,5112.317871,,,5112.317871,5816.317871,6839.90686,,1353.199951,,,0.0,,-1717.749023,-364.549072,,-364.549072,6475.357788,
08/04/1990,6454.138184,467.233002,467.233002,0.0,832.942993,,,917.950012,,,,,34.577,,,,2252.702881,2029.551025,,,806.065979,1365.817993,,,,,1365.817993,4201.434998,,485.139008,485.139008,,,,500.0,,,,,,101.938019,,,,101.938019,1087.077026,704.0,,,,,5107.65918,,,5107.65918,5811.65918,6898.736206,,1353.199951,,,0.0,,-1797.797974,-444.598022,,-444.598022,6454.138184,
11/03/1990,6537.167969,399.627014,399.627014,0.0,906.809998,,,1049.724976,,,,,29.273001,,,,2385.435059,1998.037964,,,806.120972,1347.573975,,,,,1347.573975,4151.73291,,601.379028,601.379028,,,,500.165009,,,,,,108.160919,,,,108.160919,1209.704956,704.0,,,,,5125.898926,,,5125.898926,5829.898926,7039.603882,,1353.199951,,,0.0,,-1855.635986,-502.436035,,-502.436035,6537.167847,
02/02/1991,9150.055664,453.559998,453.559998,0.0,1629.218994,,,1291.532959,,,,,43.474998,,,,3417.787109,2749.866943,3370.5,-620.632996,815.778992,2166.623047,,,,,2166.623047,5732.268982,,562.900024,562.900024,,,,309.268005,,,,,,588.58197,,,,588.58197,1460.75,1004.0,,,,,7726.056152,,,7726.056152,8730.056152,10190.806152,357.778015,,,,0.0,,-1398.527954,-1040.749939,,-1040.749939,9150.056213,
05/04/1991,6279.563965,380.832001,380.832001,0.0,922.362976,,,878.307983,,,,,29.598,,,,2211.101074,1890.155029,,,803.495972,1374.812012,,,,,1374.812012,4068.463013,,587.898987,587.898987,,,,84.973999,,,,,,148.544006,,,,148.544006,821.416992,904.0,,,,,5105.618164,,,5105.618164,6009.618164,6831.035156,,1353.199951,,,0.0,,-1904.671021,-551.471069,,-551.471069,6279.564087,
08/03/1991,6198.480957,533.05603,533.05603,0.0,867.807983,,,863.221985,,,,,34.123001,,,,2298.208984,1835.561035,,,803.45697,1261.254028,,,,,1261.254028,3900.272034,,633.786987,633.786987,,,,136.154007,,,,,,13.278,,,,13.278,783.218994,904.0,,,,,5171.269043,,,5171.269043,6075.269043,6858.488037,,1353.199951,,,0.0,,-2013.207031,-660.00708,,-660.00708,6198.480957,
11/02/1991,6351.894043,450.665009,363.049011,87.615997,962.836975,,,1026.067993,,,,,30.312,,,,2469.88208,1828.97998,,,802.15802,1250.874023,,,,,1250.874023,3882.012024,,786.66803,786.66803,,,,128.962006,,,,,,12.477936,,,,12.477936,928.107971,904.0,,,,,5209.916992,,,5209.916992,6113.916992,7042.024963,,1353.199951,,,0.0,,-2043.331055,-690.131104,,-690.131104,6351.89386,
02/01/1992,7501.14502,1002.481995,1002.481995,0.0,1515.378052,,,1167.345947,,,,,155.957001,,,,3841.163086,2499.699951,2499.699951,0.0,420.575012,739.70697,,,,,739.70697,3659.981934,,709.200012,709.200012,,,,771.60498,,,,,,436.545959,,,,436.545959,1917.350952,2824.687012,,,,,1304.974976,,,1304.974976,4129.661987,6047.012939,,1454.099976,,,0.0,,0.0,1454.099976,,1454.099976,7501.112915,
05/02/1992,7203.708008,821.781006,821.781006,0.0,1424.178955,,,1196.104004,,,,,143.639008,,,,3585.702881,728.11499,,,420.368988,2469.520996,,,,,2469.520996,3618.004974,,1087.04895,1087.04895,,,,494.121002,,,,,,34.74704,,,,34.74704,1615.916992,2818.316895,,,,,1302.093018,,,1302.093018,4120.409912,5736.326904,,1454.099976,,,0.0,,13.281,1467.380976,,1467.380976,7203.70788,
08/01/1992,6565.508789,299.065002,299.065002,0.0,1313.588989,,,1227.487061,,,,,141.343994,,,,2981.485107,2455.330078,,,423.005005,705.689026,,,,,705.689026,3584.024109,,1077.609009,1077.609009,,,,467.277008,,,,,,10.519012,,,,10.519012,1555.405029,1769.149048,,,,,1299.284058,,,1299.284058,3068.433105,4623.838135,0.0,1922.254028,,,0.0,,19.417,1941.671028,0.0,1941.671028,6565.509163,
10/31/1992,6829.131836,158.320007,158.320007,0.0,1472.552002,,,1476.869019,,,,,117.526001,,,,3225.26709,2450.803955,,,419.903015,733.15802,,,,,733.15802,3603.86499,,1339.043945,1339.043945,,,,19.353001,,,,,,20.381008,,,,20.381008,1378.777954,2181.50293,,,,,1294.312988,,,1294.312988,3475.815918,4854.593872,0.0,1954.792969,,,0.0,,19.745001,1974.53797,0.0,1974.53797,6829.131842,
01/30/1993,7019.77002,566.984009,566.984009,0.0,1543.833984,,,1148.93396,,,,,130.328995,,,,3390.081055,2478.250977,2667.800049,-189.548996,421.45401,729.984009,,,,,729.984009,3629.688995,,1103.28894,1103.28894,,,,12.944,,,,,,46.512054,,,,46.512054,1162.744995,2457.75708,,,,,1324.287964,,,1324.287964,3782.045044,4944.790039,0.0,2074.97998,,,0.0,,0.0,2074.97998,0.0,2074.97998,7019.77002,
05/01/1993,6623.521973,212.296997,212.296997,0.0,1481.572021,,,1215.282959,,,,,123.672997,,,,3032.824951,2447.055908,0.0,0.0,420.604004,723.036987,,,,,723.036987,3590.696899,,1057.435059,1057.435059,,,,11.018,,,,,,28.384954,,,,28.384954,1096.838013,2451.462891,,,,,975.895996,,,975.895996,3427.358887,4524.196899,0.0,,,,0.0,,2099.324951,2099.324951,0.0,2099.324951,6623.521851,
07/31/1993,6665.826172,362.082001,362.082001,0.0,1364.69104,,,1209.814941,,,,,136.830994,,,,3073.418945,2450.233887,,,421.020996,721.151978,,,,,721.151978,3592.40686,,1083.234009,1083.234009,,,,11.364,,,,,,31.228041,,,,31.228041,1125.82605,2453.928955,,,,,975.906982,,,975.906982,3429.835938,4555.661987,0.0,,,,0.0,,2110.164062,2110.164062,0.0,2110.164062,6665.82605,
10/30/1993,7131.207031,336.973999,336.973999,0.0,1537.982056,,,1534.687012,,,,,133.492004,,,,3543.13501,2473.658936,,,406.580994,707.83197,,,,,707.83197,3588.071899,,1403.458008,1403.458008,,,,97.877998,,,,,,47.375053,,,,47.375053,1548.71106,2459.042969,,,,,992.143005,,,992.143005,3451.185974,4999.897034,0.0,,,,0.0,,2131.310059,2131.310059,0.0,2131.310059,7131.207092,
01/29/1994,7419.426758,222.427994,222.427994,0.0,1758.935059,,,1180.843994,,,,,135.414001,,,,3297.621094,2576.884033,2947.184082,-370.300049,408.817993,1136.104004,,,,,1136.104004,4121.80603,,833.400024,833.400024,,,,10.099,,,,,,486.552978,,,,486.552978,1330.052002,2786.724121,,,,,1024.406982,,,1024.406982,3811.131103,5141.183105,0.0,,,,0.0,,2278.243896,2278.243896,0.0,2278.243896,7419.427001,
04/30/1994,7371.369141,102.906998,102.906998,0.0,1781.937988,,,1267.958008,,,,,133.651993,,,,3286.455078,2544.480957,,,0.0,1540.432983,,,,,1540.432983,4084.91394,,1146.702026,1146.702026,,,,125.847,,,,,,78.279953,,,,78.279953,1350.828979,2683.23291,,,,,1023.614014,,,1023.614014,3706.846924,5057.675903,0.0,,,,,,2313.693115,2313.693115,0.0,2313.693115,7371.369019,
07/30/1994,7530.155762,98.135002,98.135002,0.0,1791.774048,,,1341.495972,,,,,146.311005,,,,3377.716064,2623.798096,,,407.949005,1120.692993,,,,,1120.692993,4152.440094,,1178.640991,1178.640991,,,,220.602005,,,,,,68.892014,,,,68.892014,1468.13501,2715.39502,,,,,1027.800049,,,1027.800049,3743.195068,5211.330078,0.0,,,,0.0,,2318.825928,2318.825928,0.0,2318.825928,7530.156006,
10/29/1994,8169.305176,125.924004,125.924004,0.0,1986.022949,,,1730.602051,,,,,135.302994,,,,3977.852051,2663.954102,,,0.0,1527.499023,,,,,1527.499023,4191.453125,,1512.227051,1512.227051,,,,441.621002,,,,,,95.967865,,,,95.967865,2049.815918,2723.7771,,,,,1031.19104,,,1031.19104,3754.96814,5804.784058,0.0,,,,0.0,,2364.520996,2364.520996,0.0,2364.520996,8169.305054,
01/28/1995,12379.711914,206.490005,206.490005,0.0,2265.650879,,,2380.621094,,,,,337.686005,,,,5190.448242,5349.899902,5941.5,-591.600098,408.134003,1431.22998,,,,,1431.22998,7189.263885,,2183.710938,2183.710938,,,,463.041992,,,,,,65.319091,,,,65.319091,2712.072021,4529.220215,,,,,1498.810059,,,1498.810059,6028.030274,8740.102295,0.0,,,,0.0,,3639.610107,3639.610107,0.0,3639.610107,12379.712402,
04/29/1995,12365.430664,150.242004,150.242004,0.0,2237.5979,,,2553.193115,,,,,347.079987,,,,5288.112793,5245.346191,,,407.292999,1424.678955,,,,,1424.678955,7077.318146,,2085.154053,2085.154053,,,,671.741028,,,,,,9.621033,,,,9.621033,2766.516113,4526.190918,,,,,1487.85498,,,1487.85498,6014.045898,8780.562012,0.0,,,,0.0,,3584.868896,3584.868896,0.0,3584.868896,12365.430908,
07/29/1995,12457.324219,238.173004,238.173004,0.0,2157.511963,,,2694.563965,,,,,305.631989,,,,5395.880859,5261.698242,,,407.276001,1392.468994,,,,,1392.468994,7061.443237,,2139.334961,2139.334961,,,,259.988007,,,,,,35.729034,,,,35.729034,2435.052002,5121.444824,,,,,1376.508057,,,1376.508057,6497.952881,8933.004883,0.0,,,,0.0,,3524.319092,3524.319092,0.0,3524.319092,12457.323975,
10/28/1995,15354.202148,158.026993,158.026993,0.0,2780.861084,,,3905.534912,,,,,297.786987,,,,7142.209961,6220.89502,,,407.209015,1583.887939,,,,,1583.887939,8211.991974,,2909.51709,2909.51709,,,,941.375,,,,,,31.448975,,,,31.448975,3882.341064,5943.473145,,,,,1504.547974,,,1504.547974,7448.021118,11330.362183,0.0,,,,0.0,,4023.840088,4023.840088,0.0,4023.840088,15354.202271,
02/03/1996,14295.049805,172.518005,172.518005,0.0,2842.076904,,,3094.8479,,,,,250.921997,,,,6360.365234,6305.166992,7272.700195,-967.533203,415.06601,1214.452026,,,,,1214.452026,7934.685028,,2358.542969,2358.542969,,,,733.11499,,,,,,6.411133,,,,6.411133,3098.069092,5632.231934,,,,,1291.062988,,,1291.062988,6923.294922,10021.364014,0.0,,,,0.0,,4273.686035,4273.686035,0.0,4273.686035,14295.050049,
05/04/1996,14150.735,195.473,195.473,,2944.595,2944.595,,3204.023,,,,,248.357,,,,6592.448,6231.782,,,210.758,1115.747,737.868,,,,377.879,7558.287,,2201.922,2201.922,,,,537.594,,,,,,2.899,,,,2.899,2742.415,5768.933,,,,,1287.871,,,1287.871,7056.804,9799.219,,,,,,,4351.516,4351.516,,4351.516,14150.735,
08/03/1996,14032.369,134.133,134.133,,2768.417,2768.417,,3234.271,,,,,292.27,,,,6429.091,6270.87,,,204.035,1128.373,731.047,,,,397.326,7603.278,,2386.569,2386.569,,,,375.363,,,,,,3.211,,,,3.211,2765.143,5644.524,,,,,1292.572,,,1292.572,6937.096,9702.239,,,,,,,4330.13,4330.13,,4330.13,14032.369,
11/02/1996,15096.694336,152.595993,152.595993,0.0,2821.833008,,,4170.859863,,,,,260.415009,,,,7405.704102,6384.812012,,,204.996994,1101.18103,,,,,1101.18103,7690.990036,,3059.326904,3059.326904,,,,741.117004,,,,,,3.549988,,,,3.549988,3803.993896,5624.064941,,,,,1292.378052,,,1292.378052,6916.442993,10720.43689,0.0,,,,0.0,,4376.256836,4376.256836,0.0,4376.256836,15096.693726,
02/01/1997,14264.142578,148.794006,148.794006,0.0,2834.321045,,,3245.996094,,,,,198.190994,,,,6427.301758,6524.756836,7897.057129,-1372.300049,204.399994,1107.68396,,,,,1107.68396,7836.84079,,2492.195068,2492.195068,,,,1094.557007,,,,,,8.9469,,,,8.9469,3595.698975,4605.916016,,,,,1393.374023,,,1393.374023,5999.290039,9594.989014,0.0,,,,0.0,,4669.153809,4669.153809,0.0,4669.153809,14264.142823,
05/03/1997,14100.049805,152.582001,152.582001,0.0,2661.052002,,,3384.883057,,,,,186.860001,,,,6385.376953,6419.546875,,,204.248001,1090.878052,,,,,1090.878052,7714.672928,,2414.055908,2414.055908,,,,1059.542969,,,,,,15.765137,,,,15.765137,3489.364014,4514.24707,,,,,1393.114014,,,1393.114014,5907.361084,9396.725098,0.0,,,,0.0,,4703.325195,4703.325195,0.0,4703.325195,14100.050293,
