Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,731.1,731.1,-414.6,414.6,316.5,0.0,-199.1,183.6,105.6,78.0,15.5,0.0,117.4,0.6,,1.2,,,-1.7,-0.1,118.0,-54.2,63.8,0.0,0.0,0.0,63.8,,63.8,0.0,0.0,63.8,63.8,0.0,286.0,0.225,0.225,0.225,291.2,0.22,0.22,0.22,
03/31/2012,690.6,690.6,-388.1,388.1,302.5,0.0,-159.8,147.2,68.0,79.2,12.6,0.0,142.7,0.5,,2.7,-0.5,,-2.5,-0.2,143.2,-47.4,95.8,0.0,0.0,0.0,95.8,,95.8,0.0,0.0,95.8,96.385,0.585,284.6,0.335,0.335,0.338668,289.8,0.33,0.33,0.332018,
06/30/2012,696.4,696.4,-393.4,393.4,303.0,0.0,-180.6,166.7,88.4,78.3,13.9,0.0,122.4,0.7,,2.4,-0.2,,-2.4,-0.5,123.1,-43.8,79.3,0.0,0.0,0.0,79.3,,79.3,0.0,0.0,79.3,79.3,0.0,279.0,0.285,0.285,0.285,284.4,0.28,0.28,0.28,
09/30/2012,725.2,725.2,-397.7,397.7,327.5,0.0,-182.1,168.4,92.2,76.2,13.7,0.0,145.4,0.6,,2.6,-0.4,,-2.4,-0.4,146.0,-52.1,93.9,0.0,0.0,0.0,93.9,,93.9,0.0,0.0,93.9,95.135,1.235,279.0,0.335,0.335,0.340985,284.4,0.33,0.33,0.334342,
12/31/2012,809.7,809.7,-451.3,451.3,358.4,0.0,-223.8,209.2,108.7,100.5,14.6,0.0,134.6,-4.4,,6.3,,,-1.6,-0.3,130.2,-49.4,80.8,0.0,0.0,0.0,80.8,,80.8,0.0,0.0,80.8,80.93,0.13,278.4,0.29,0.29,0.290697,283.4,0.285,0.285,0.285459,
03/31/2013,779.3,779.3,-429.2,429.2,350.1,0.0,-180.8,166.4,78.9,87.5,14.4,0.0,169.3,-6.1,,7.0,-0.7,,-0.6,0.4,163.2,-55.5,107.7,0.0,0.0,0.0,107.7,,107.7,0.0,0.0,107.7,107.7,0.0,276.6,0.39,0.39,0.39,281.8,0.38,0.38,0.38,
06/30/2013,787.6,787.6,-436.6,436.6,351.0,0.0,-210.5,196.2,103.7,92.5,14.3,0.0,140.5,-8.3,,7.0,-0.7,,1.1,0.9,132.2,-45.6,86.6,0.0,0.0,0.0,86.6,,86.6,0.0,0.0,86.6,86.6,0.0,277.0,0.31,0.31,0.31,282.2,0.305,0.305,0.305,
09/30/2013,804.8,804.8,-439.6,439.6,365.2,0.0,-197.4,181.1,99.7,81.4,16.3,0.0,167.8,-4.6,,7.0,-0.6,,-1.9,0.1,163.2,-55.3,107.9,0.0,0.0,0.0,107.9,,107.9,0.0,0.0,107.9,107.9,0.0,277.6,0.39,0.39,0.39,282.6,0.38,0.38,0.38,
12/31/2013,822.6,822.6,-450.9,450.9,371.7,0.0,-227.1,210.3,117.5,92.8,16.8,0.0,144.6,-5.4,,6.7,,,-1.4,0.1,139.2,-47.0,92.2,0.0,0.0,0.0,92.2,,92.2,0.0,0.0,92.2,92.2,0.0,278.0,0.33,0.33,0.33,283.2,0.325,0.325,0.325,
03/31/2014,782.0,782.0,-442.6,442.6,339.4,0.0,-177.4,164.3,87.8,76.5,13.1,0.0,162.0,-5.3,,6.7,-0.5,,-1.6,0.7,156.7,-54.1,102.6,0.0,0.0,0.0,102.6,,102.6,0.0,0.0,102.6,102.6,0.0,276.0,0.37,0.37,0.37,281.2,0.365,0.365,0.365,
06/30/2014,808.3,808.3,-451.9,451.9,356.4,0.0,-218.2,203.8,113.4,90.4,14.4,0.0,138.2,-3.2,,6.9,-0.6,,-2.9,-0.2,135.0,-46.2,88.8,0.0,0.0,0.0,88.8,,88.8,0.0,0.0,88.8,88.8,0.0,269.6,0.33,0.33,0.33,274.6,0.325,0.325,0.325,
09/30/2014,841.8,841.8,-474.3,474.3,367.5,0.0,-190.3,175.5,96.6,78.9,14.8,0.0,177.2,-4.0,,6.9,-0.6,,-3.4,1.1,173.2,-57.3,115.9,0.0,0.0,0.0,115.9,,115.9,0.0,0.0,115.9,115.9,0.0,267.4,0.435,0.435,0.435,272.0,0.425,0.425,0.425,
12/31/2014,865.5,865.5,-475.9,475.9,389.6,0.0,-225.8,208.3,119.1,89.2,17.5,0.0,163.8,-3.8,,6.9,-0.6,,-3.7,1.2,160.0,-53.4,106.6,0.0,0.0,0.0,106.6,0.0,106.6,0.0,0.0,106.6,106.6,0.0,267.8,0.4,0.4,0.4,272.6,0.39,0.39,0.39,
03/31/2015,812.3,812.3,-456.8,456.8,355.5,0.0,-183.4,169.6,88.8,80.8,13.8,0.0,172.1,-6.8,,7.6,-0.5,,-2.3,2.0,165.3,-58.1,107.2,0.0,0.0,0.0,107.2,0.0,107.2,0.0,0.0,107.2,107.2,0.0,264.0,0.405,0.405,0.405,269.2,0.4,0.4,0.4,
06/30/2015,847.1,847.1,-474.0,474.0,373.1,0.0,-230.8,212.5,115.8,96.7,18.3,0.0,142.3,-22.8,,7.9,-0.5,,13.8,1.6,119.5,-45.8,73.7,0.0,0.0,0.0,73.7,0.0,73.7,0.0,0.0,73.7,80.4,6.7,261.8,0.28,0.28,0.307105,266.8,0.275,0.275,0.300113,
09/30/2015,861.8,861.8,-476.0,476.0,385.8,0.0,-195.2,179.2,92.8,86.4,16.0,0.0,190.6,-4.9,,7.4,-0.2,,-3.1,0.8,185.7,-65.3,120.4,0.0,0.0,0.0,120.4,0.0,120.4,0.0,0.0,120.4,120.4,0.0,262.2,0.46,0.46,0.46,267.2,0.45,0.45,0.45,
12/31/2015,873.6,873.6,-476.2,476.2,397.4,0.0,-228.2,211.6,120.1,91.5,16.6,0.0,169.2,-4.3,,7.6,-0.3,,-2.6,-0.4,164.9,-55.8,109.1,0.0,0.0,0.0,109.1,0.0,109.1,0.0,0.0,109.1,109.945,0.845,261.2,0.42,0.42,0.420922,266.2,0.41,0.41,0.413175,
03/31/2016,849.0,849.0,-470.0,470.0,379.0,0.0,-199.5,185.1,92.5,92.6,14.4,0.0,179.5,-6.5,,6.8,-0.3,,-1.7,1.7,173.0,-60.0,113.0,0.0,0.0,0.0,113.0,0.0,113.0,0.0,0.0,113.0,113.0,0.0,258.8,0.435,0.435,0.435,263.6,0.43,0.43,0.43,
06/30/2016,877.4,877.4,-469.4,469.4,408.0,0.0,-232.7,216.6,120.2,96.4,16.1,0.0,175.3,-4.3,,7.1,-0.4,0.0,-2.5,0.1,171.0,-59.4,111.6,0.0,0.0,0.0,111.6,0.0,111.6,0.0,0.0,111.6,112.185,0.585,257.0,0.43,0.43,0.436518,261.9,0.43,0.43,0.432233,
09/30/2016,870.7,870.7,-475.1,475.1,395.6,0.0,-199.6,185.1,98.2,86.9,14.5,0.0,196.0,-3.6,,6.8,-0.4,0.0,-2.5,-0.3,192.4,-68.4,124.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0,124.0,123.935,-0.065,258.0,0.48,0.48,0.480368,262.7,0.47,0.47,0.469753,
12/31/2016,896.0,896.0,-488.0,488.0,408.0,0.0,-234.6,216.4,116.3,100.1,18.2,0.0,173.4,-3.9,,7.0,-0.6,,-2.5,0.0,169.5,-59.1,110.4,0.0,0.0,0.0,110.4,0.0,110.4,0.0,0.0,110.4,113.52,3.12,256.4,0.43,0.43,0.442746,260.3,0.42,0.42,0.431986,
03/31/2017,877.2,877.2,-477.9,477.9,399.3,0.0,-203.2,189.1,90.8,98.3,14.1,0.0,196.1,-5.9,,8.2,-0.4,,-2.1,0.2,190.2,-58.7,131.5,0.0,0.0,0.0,131.5,0.0,131.5,0.0,0.0,131.5,133.775,2.275,254.1,0.52,0.52,0.526466,259.7,0.51,0.51,0.51876,
06/30/2017,898.0,898.0,-487.6,487.6,410.4,0.0,-287.2,271.2,130.9,140.3,16.0,0.0,123.2,-6.4,,9.3,-0.3,,-3.1,0.5,116.8,-43.9,72.9,0.0,0.0,0.0,72.9,0.0,72.9,0.0,0.0,72.9,104.4,31.5,249.8,0.29,0.29,0.417934,255.6,0.29,0.29,0.413239,
09/30/2017,967.9,967.9,-529.4,529.4,438.5,0.0,-239.8,221.8,111.9,109.9,18.0,0.0,198.7,-11.7,,16.4,-0.8,,-2.7,-1.2,187.0,-53.6,133.4,0.0,0.0,0.0,133.4,0.0,133.4,0.0,0.0,133.4,133.4,0.0,249.7,0.53,0.53,0.53,255.3,0.52,0.52,0.52,
12/31/2017,1033.1,1033.1,-551.7,551.7,481.4,0.0,-266.7,244.0,120.6,123.4,22.7,0.0,214.7,-16.0,,18.7,,0.0,-2.9,0.2,198.7,206.9,405.6,0.0,0.0,0.0,405.6,0.0,405.6,0.0,0.0,405.6,134.065,-271.535,248.9,1.63,1.63,0.53863,253.7,1.6,1.6,0.5297,
03/31/2018,1006.0,1006.0,-554.5,554.5,451.5,0.0,-231.2,211.7,99.9,111.8,19.5,0.0,220.3,-19.6,,20.1,-0.5,,-2.1,2.1,200.7,-42.9,157.8,0.0,0.0,0.0,157.8,0.0,157.8,0.0,0.0,157.8,160.565,2.765,244.9,0.64,0.64,0.655635,250.0,0.63,0.63,0.64106,
06/30/2018,1027.9,1027.9,-573.0,573.0,454.9,0.0,-281.1,259.3,136.4,122.9,21.8,0.0,173.8,-18.4,,20.2,-0.1,,-2.4,0.7,155.4,-33.7,121.7,0.0,0.0,0.0,121.7,0.0,121.7,0.0,0.0,121.7,121.7,0.0,244.8,0.5,0.5,0.5,249.3,0.49,0.49,0.49,
09/30/2018,1037.6,1037.6,-577.5,577.5,460.1,0.0,-255.9,232.8,120.5,112.3,23.1,0.0,204.2,-16.9,,19.4,-0.3,,-2.5,0.3,187.3,-41.0,146.3,0.0,0.0,0.0,146.3,0.0,146.3,0.0,0.0,146.3,146.3,0.0,245.7,0.6,0.6,0.6,251.1,0.58,0.58,0.58,
12/31/2018,1074.4,1074.4,-600.1,600.1,474.3,0.0,-280.9,255.6,126.4,129.2,25.3,0.0,193.4,-17.3,,19.7,-1.0,,-2.2,0.8,176.1,-33.3,142.8,0.0,0.0,0.0,142.8,0.0,142.8,0.0,0.0,142.8,142.8,0.0,246.6,0.58,0.58,0.58,252.5,0.57,0.57,0.57,
03/31/2019,1044.7,1044.7,-573.9,573.9,470.8,0.0,-230.0,209.3,98.1,111.2,20.7,0.0,240.8,-15.7,,17.8,-0.5,,-1.7,0.1,225.1,-49.4,175.7,0.0,0.0,0.0,175.7,0.0,175.7,0.0,0.0,175.7,175.7,0.0,246.1,0.71,0.71,0.71,251.9,0.7,0.7,0.7,
06/30/2019,1079.4,1079.4,-597.9,597.9,481.5,0.0,-294.1,271.7,129.1,142.6,22.4,0.0,187.4,-17.1,,18.9,-0.2,,-1.7,0.1,170.3,-31.8,138.5,0.0,0.0,0.0,138.5,0.0,138.5,0.0,0.0,138.5,138.5,0.0,246.4,0.56,0.56,0.56,252.7,0.55,0.55,0.55,
09/30/2019,1089.4,1089.4,-581.7,581.7,507.7,0.0,-290.9,266.4,125.2,141.2,24.5,0.0,216.8,-16.2,,18.9,-0.3,,-2.1,-0.3,200.6,-43.3,157.3,0.0,0.0,0.0,157.3,0.0,157.3,0.0,0.0,157.3,167.416,10.116,246.8,0.64,0.64,0.678347,252.9,0.62,0.62,0.66,
12/31/2019,1144.2,1144.2,-620.2,620.2,524.0,0.0,-328.8,302.8,162.6,140.2,26.0,0.0,195.2,-17.5,,18.0,-0.6,,-1.1,1.2,177.7,-33.3,144.4,0.0,0.0,0.0,144.4,0.0,144.4,0.0,0.0,144.4,144.4,0.0,245.3,0.59,0.59,0.59,250.8,0.58,0.58,0.58,
03/31/2020,1165.2,1165.2,-633.2,633.2,532.0,0.0,-217.4,195.7,96.4,99.3,21.7,0.0,314.6,-15.2,,16.3,-0.1,,-1.6,0.6,299.4,-69.6,229.8,0.0,0.0,0.0,229.8,0.0,229.8,0.0,0.0,229.8,207.21,-22.59,245.6,0.94,0.94,0.843689,251.0,0.92,0.92,0.83,
06/30/2020,1194.3,1194.3,-634.7,634.7,559.6,0.0,-308.9,284.3,122.3,162.0,24.6,0.0,250.7,-14.7,,16.8,-0.3,,-2.0,0.2,236.0,-46.3,189.7,0.0,0.0,0.0,189.7,0.0,189.7,0.0,0.0,189.7,194.726,5.026,246.2,0.77,0.77,0.790926,251.3,0.75,0.75,0.77,
09/30/2020,1191.286,,,,543.19067742,,,,,,,,220.2,,,,,,,,208.818,,164.625,,,,,,164.625,,,164.625,166.0,,,0.654,0.654,0.671,,0.654,0.654,0.671,
12/31/2020,1224.429,,,,552.53583054,,,,,,,,191.7,,,,,,,,177.727,,143.625,,,,,,143.625,,,143.625,140.75,,,0.564,0.564,0.556,,0.564,0.564,0.556,
