Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/02/1998,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,398.0,,,,410.0,,,,
12/31/1998,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,,393.0,,,,406.0,,,,
04/02/1999,2921.45901,,-1825.80017,,1095.658839,,-1010.758685,,,,,,84.900155,-166.225566,166.225566,166.225566,,0.0,,0.0,-81.325411,26.810575,-54.514836,0.0,,,-54.514836,0.0,-54.514836,-0.893686,0.0,-55.408522,-55.408522,,423.0,-0.134053,-0.134053,-0.134053,423.0,-0.134053,-0.134053,-0.134053,
07/02/1999,3599.524416,,-2306.463762,,1293.060654,,-1068.386625,,,,,,224.674029,-177.274444,177.274444,177.274444,,0.0,,0.0,47.399584,-15.167867,32.231717,0.0,,,32.231717,0.0,32.231717,-0.947992,0.0,31.283725,31.283725,,426.0,0.075839,0.075839,0.227518,437.0,0.075839,0.075839,0.227518,
10/01/1999,3649.917215,,-2248.448088,,1401.469126,,-1076.587432,,,,,,324.881694,-177.208197,177.208197,177.208197,,0.0,,0.0,147.673497,-48.589344,99.084153,0.0,,,99.084153,0.0,99.084153,-0.952732,0.0,98.131421,98.131421,,426.0,0.228656,0.228656,0.228656,437.0,0.228656,0.228656,0.228656,
12/31/1999,3386.16972,,-2102.725511,,1283.444208,,-1123.254931,,,,,,160.189277,-185.279164,185.279164,185.279164,,0.0,,0.0,-25.089887,7.719965,-17.369922,0.0,,,-17.369922,0.0,-17.369922,0.0,0.0,-17.369922,-17.369922,,426.0,-0.0386,-0.0386,-0.0386,436.0,-0.0386,-0.0386,-0.0386,
03/31/2000,3339.513155,,-2040.419213,,1299.093942,,-1153.059963,,,,,,146.033979,-197.754347,197.754347,197.754347,,0.0,,0.0,-51.720368,17.240123,-34.480245,0.0,,,-34.480245,0.0,-34.480245,-1.014125,0.0,-35.49437,-35.49437,,421.0,-0.08113,-0.08113,-0.08113,421.0,-0.08113,-0.08113,-0.08113,
06/30/2000,4316.25822,,-2661.353156,,1654.905064,,-1239.035138,,,,,,415.869925,-215.437771,215.437771,215.437771,,0.0,,0.0,200.432155,-68.597101,131.835054,0.0,,,131.835054,0.0,131.835054,-1.07183,0.0,130.763224,130.763224,,420.0,0.310831,0.310831,0.332267,429.0,0.310831,0.310831,0.332267,
09/29/2000,4275.972792,,-2617.76204,,1658.210752,,-1221.548587,,,,,,436.662165,-217.778345,217.778345,217.778345,,0.0,,0.0,218.883819,-74.066747,144.817072,0.0,,,144.817072,0.0,144.817072,-1.105474,0.0,143.711599,143.711599,,418.0,0.342697,0.342697,0.309533,427.0,0.331642,0.331642,0.298478,
12/31/2000,4101.94748,,-2556.085779,,1545.861701,,-1315.479928,,,,,,230.381774,-230.381774,230.381774,230.381774,,0.0,,0.0,0.0,18.430542,18.430542,0.0,,,18.430542,0.0,18.430542,0.0,0.0,18.430542,18.430542,,418.0,0.046076,0.046076,0.011519,427.0,0.046076,0.046076,0.011519,
03/30/2001,3634.108404,,-2242.045399,,1392.063004,,-1321.592525,,,,,,70.470479,-207.074793,207.074793,207.074793,,0.0,,0.0,-136.604314,45.534771,-91.069542,0.0,,,-91.069542,0.0,-91.069542,-1.084161,0.0,-92.153704,-92.153704,,418.0,-0.216832,-0.216832,-0.216832,418.0,-0.216832,-0.216832,-0.216832,
06/29/2001,4700.841076,,-2914.406952,,1786.434124,,-1476.098452,,,,,,310.335672,-215.288215,215.288215,215.288215,,0.0,,0.0,95.047457,36.644803,131.692259,0.0,,,131.692259,0.0,131.692259,-1.14515,0.0,130.547109,130.547109,,419.0,0.309191,0.309191,0.22903,427.0,0.309191,0.309191,0.22903,
09/28/2001,4806.565366,,-2990.052356,,1816.51301,,-1546.73385,,,,,,269.77916,-211.327009,212.451088,212.451088,,0.0,,-1.12408,58.452151,-29.226076,29.226076,0.0,,,29.226076,0.0,29.226076,-1.12408,0.0,28.101996,28.101996,,442.0,0.067445,0.067445,0.157371,449.0,0.067445,0.067445,0.157371,
12/31/2001,4406.545325,,-2756.325384,,1650.21994,,-1547.430343,,,,,,102.789597,-205.579194,206.696472,206.696472,,0.0,,-1.117278,-102.789597,62.567581,-40.222016,0.0,,,-40.222016,0.0,-40.222016,0.0,0.0,-40.222016,-40.222016,,446.0,-0.089382,-0.089382,-0.044691,446.0,-0.089382,-0.089382,-0.044691,
03/29/2002,3950.945943,,-2351.644974,,1599.300969,,-1394.11624,,,,,,205.184729,-186.946086,186.946086,186.946086,,0.0,,0.0,18.238643,-6.839491,11.399152,0.0,,,11.399152,0.0,11.399152,-1.139915,0.0,10.259236,10.259236,,447.0,0.022798,0.022798,0.022798,453.0,0.022798,0.022798,0.022798,
06/28/2002,4849.713394,,-2965.652075,,1884.061318,,-1347.627193,,,,,,536.434125,-178.811375,180.992002,180.992002,,0.0,,-2.180627,357.62275,-123.205399,234.417352,0.0,,,234.417352,0.0,234.417352,-1.090313,0.0,233.327038,233.327038,-4.361253,450.0,0.457932,0.457932,0.447028,458.0,0.457932,0.457932,0.447028,
09/27/2002,4399.515409,,-2590.102879,,1809.412529,,-1361.125493,,,,,,448.287037,-166.709918,168.742966,168.742966,,0.0,,-2.033048,281.577118,-87.421055,194.156064,0.0,,,194.156064,0.0,194.156064,-1.016524,0.0,193.13954,193.13954,,450.0,0.42694,0.42694,0.416775,458.0,0.42694,0.42694,0.416775,
12/31/2002,4247.603555,,-2621.138273,,1626.465282,,-1375.547774,,,,,,250.917508,-149.950702,165.945444,165.945444,,0.0,,-15.994742,100.966806,-22.992441,77.974365,0.0,,,77.974365,0.0,77.974365,-0.999671,0.0,76.974694,76.974694,,451.0,0.169944,0.169944,0.139954,461.0,0.169944,0.169944,0.139954,
03/28/2003,3421.094412,,-2003.95713,,1417.137282,,-1251.073795,,,,,,166.063487,-126.879967,130.611731,130.611731,,0.0,,-3.731764,39.183519,-13.061173,26.122346,0.0,,,26.122346,0.0,26.122346,-0.932941,0.0,25.189405,25.189405,,452.0,0.055976,0.055976,0.046647,460.0,0.055976,0.055976,0.046647,
06/27/2003,4073.171269,,-2373.149386,,1700.021884,,-1234.214123,,,,,,465.807761,-135.860597,137.62502,137.62502,,0.0,,-1.764423,329.947164,-100.57213,229.375034,0.0,,,229.375034,0.0,229.375034,-0.882212,0.0,228.492822,228.492822,,453.0,0.502861,0.502861,0.485216,459.0,0.494039,0.494039,0.476394,
09/26/2003,4205.118291,,-2467.642292,,1737.475998,,-1272.017193,,,,,,465.458805,-135.018585,133.242024,133.242024,,0.0,,1.77656,330.440221,-100.375658,230.064562,0.0,,,230.064562,0.0,230.064562,0.0,0.0,230.064562,230.064562,,454.0,0.50632,0.50632,0.497437,460.0,0.497437,0.497437,0.488554,
12/31/2003,3621.26178,,-2140.676317,,1480.585463,,-1190.011118,,,,,,290.574345,-136.88907,135.20945,135.20945,,0.0,,1.67962,153.685275,-46.189564,107.495711,0.0,,,107.495711,0.0,107.495711,0.0,0.0,107.495711,107.495711,,456.0,0.235147,0.235147,0.142768,463.0,0.235147,0.235147,0.142768,
04/02/2004,3395.081929,,-1969.7881,,1425.293829,,-1181.87286,,,,,,243.420968,-124.112665,124.913392,124.913392,,0.0,,-0.800727,119.308304,-36.032709,83.275594,0.0,,,83.275594,0.0,83.275594,0.0,0.0,83.275594,83.275594,,459.0,0.184167,0.184167,0.184167,467.0,0.17616,0.17616,0.17616,
07/02/2004,4020.163021,,-2359.480485,,1660.682536,,-1252.358794,,,,,,408.323742,-164.325408,130.29843,130.29843,,0.0,,34.026979,243.998334,-75.523294,168.47504,0.0,,,168.47504,0.0,168.47504,0.0,0.0,168.47504,168.47504,,465.0,0.365168,0.365168,0.406664,476.0,0.356868,0.356868,0.398365,
10/01/2004,3818.547367,,-2257.6037,,1560.943667,,-1193.8071,,,,,,367.136567,-122.651414,124.286767,124.286767,,0.0,,-1.635352,244.485153,-75.226201,169.258952,0.0,,,169.258952,0.0,169.258952,0.0,0.0,169.258952,169.258952,,469.0,0.359777,0.359777,0.359777,474.0,0.359777,0.359777,0.359777,
12/31/2004,3395.55371,,-2055.5282,,1340.02551,,-1161.149838,,,,,,178.875672,-120.278469,118.736438,118.736438,,0.0,,1.542032,58.597203,4.626095,63.223298,0.0,,,63.223298,0.0,63.223298,0.0,0.0,63.223298,63.223298,,469.0,0.131073,0.131073,0.100232,473.0,0.131073,0.131073,0.100232,
04/01/2005,3201.879395,,-1921.432869,,1280.446527,,-1112.569151,,,,,,167.877375,-120.566479,119.8034,,,0.0,,0.763079,47.310897,-12.209264,35.101633,0.0,,,35.101633,0.0,35.101633,0.0,0.0,35.101633,35.101633,,470.0,0.076308,0.076308,0.076308,475.0,0.076308,0.076308,0.076308,
07/01/2005,4081.547587,,-2440.332469,,1641.215118,,-1216.186567,,,,,,425.028551,-93.124233,124.961578,124.961578,,0.0,,-31.837345,331.904318,-66.858424,265.045894,0.0,,,265.045894,0.0,265.045894,0.0,0.0,265.045894,265.045894,,471.0,0.565113,0.565113,0.461641,475.0,0.557154,0.557154,0.461641,
09/30/2005,4013.883484,,-2396.030141,,1617.853343,,-1270.99477,,,,,,346.858573,-128.73947,127.919474,127.919474,,0.0,,0.819997,218.119103,-60.67975,157.439352,0.0,,,157.439352,0.0,157.439352,0.0,0.0,157.439352,157.439352,,472.0,0.336199,0.336199,0.385398,476.0,0.327999,0.327999,0.385398,
12/31/2005,3781.949191,,-2296.934659,,1485.014532,,-1282.244843,,,,,,212.866106,-164.908129,,137.142985,,0.0,,27.765144,47.957976,-85.819537,-47.957976,0.0,,,-37.86156,0.0,-47.957976,0.0,0.0,-47.957976,-47.957976,,472.0,-0.100964,-0.100964,0.126205,472.0,-0.100964,-0.100964,0.126205,
03/31/2006,3601.711877,,-2157.868459,,1443.843418,,-1265.129351,,,,,,178.714067,-158.76459,126.346689,126.346689,,0.0,,32.417901,19.949477,-6.649826,13.299652,0.0,,,13.299652,0.0,13.299652,0.0,0.0,13.299652,13.299652,,473.0,0.024937,0.024937,0.074811,479.0,0.024937,0.024937,0.074811,
06/30/2006,4346.767406,,-2616.647436,,1730.11997,,-1301.565437,,,,,,428.554533,-125.62452,124.034336,124.034336,,0.0,,1.590184,302.930013,-33.39386,269.536153,0.0,,,269.536153,0.0,269.536153,0.0,0.0,269.536153,269.536153,,474.0,0.564515,0.564515,0.453202,480.0,0.564515,0.564515,0.453202,
09/29/2006,4094.349545,,-2495.999598,,1598.349947,,-1246.822811,,,,,,351.527136,-120.837453,124.760747,124.760747,,0.0,,-3.923294,230.689683,-63.557362,167.132321,0.0,,,167.132321,0.0,167.132321,0.0,0.0,167.132321,167.132321,,476.0,0.353096,0.353096,0.360943,482.0,0.34525,0.34525,0.353096,
12/31/2006,3712.17086,,-2326.117929,,1386.052931,,-1149.485419,,,,,,236.567512,-2421.520565,128.754777,128.754777,,0.0,,2292.765788,-2184.953053,857.848093,-1327.10496,0.0,,,-1327.10496,0.0,-1327.10496,0.0,0.0,-1327.10496,-1327.10496,,477.0,-2.784516,-2.784516,0.14737,477.0,-2.784516,-2.784516,0.14737,
03/30/2007,3484.438552,,-2147.732543,,1336.706009,,-1190.980639,,,,,,145.72537,-129.703209,115.969928,115.969928,,0.0,,13.733281,16.022161,-4.57776,11.444401,0.0,,,11.444401,0.0,11.444401,0.0,0.0,11.444401,11.444401,21.362881,478.0,0.022889,0.022889,0.068666,483.0,0.022889,0.022889,0.068666,
06/29/2007,4202.243247,,-2595.525,,1606.718248,,-1220.987182,,,,,,385.731066,-114.235739,115.71932,115.71932,,0.0,,-1.483581,271.495327,-71.211889,200.283438,0.0,,,200.283438,0.0,200.283438,0.0,0.0,200.283438,200.283438,8.159696,479.0,0.415403,0.415403,0.430238,485.0,0.415403,0.415403,0.430238,
09/28/2007,3933.566813,,-2432.188767,,1501.378045,,-1173.884046,,,,,,327.493999,-106.253609,112.803489,112.803489,,0.0,,-6.54988,221.240391,-26.19952,195.040871,0.0,,,195.040871,0.0,195.040871,0.0,0.0,195.040871,195.040871,,481.0,0.407548,0.407548,0.327494,488.0,0.40027,0.40027,0.320216,
12/31/2007,3659.836422,,-2278.505445,,1381.330976,,-1103.68345,,,,,,277.647526,-174.047703,,114.650471,,0.0,,59.397232,103.599823,5.525324,109.125147,0.0,,,109.125147,0.0,109.125147,0.0,0.0,109.125147,109.125147,,483.0,0.22792,0.22792,0.2072,492.0,0.221013,0.221013,0.200293,
03/28/2008,3269.688948,,-2077.308514,,1192.380434,0.0,-1083.435361,1083.435361,,,,0.0,108.945073,-95.57758,94.909205,,,,,0.668375,13.367494,-8.020496,5.346997,,,,5.346997,,5.346997,0.0,0.0,5.346997,5.346997,13.033306,485.0,0.013367,0.013367,0.026735,493.0,0.013367,0.013367,0.026735,
06/27/2008,3797.72561,,-2387.416049,,1410.309561,0.0,-1092.925921,1092.925921,,,,0.0,317.38364,-3470.103788,94.703183,,,,,3375.400606,-3152.720149,1126.839899,-2025.88025,,,,-2025.88025,,-2025.88025,0.0,0.0,-2025.88025,-2025.88025,2178.017074,485.0,-4.172059,-4.172059,-4.172059,485.0,-4.172059,-4.172059,-4.172059,
09/26/2008,3814.955397,,-2409.340627,,1405.614769,0.0,-1119.974717,1119.974717,,,,0.0,285.640052,-102.963275,95.656204,,,,,7.307071,182.676778,-40.521031,142.155747,,,,142.155747,0.0,142.155747,0.0,0.0,142.155747,142.155747,8.077635,485.0,0.292283,0.292283,0.305568,488.0,0.292283,0.292283,0.305568,
12/31/2008,3973.292756,,-2501.421848,,1471.870908,,-1292.059875,,,,,,179.811034,-1901.293039,,110.769666,,0.0,,1790.523373,-1721.482006,621.372306,-1100.109699,0.0,,,-1100.109699,0.0,-1100.109699,0.0,0.0,-1100.109699,-1100.109699,,486.0,-2.268502,-2.268502,0.166913,486.0,-2.268502,-2.268502,0.166913,
04/03/2009,3875.43047,3875.43047,-2434.998194,2434.998194,1440.432276,0.0,-1255.48599,1255.48599,,,,0.0,184.946286,-118.948856,119.716268,119.716268,0.0,,,-0.767412,65.99743,-19.185299,46.81213,0.0,0.0,0.0,46.81213,,46.81213,0.0,0.0,46.81213,74.438961,27.626831,486.0,0.099764,0.099764,0.153166,488.0,0.099764,0.099764,0.153166,
07/03/2009,4329.391592,4329.391592,-2671.342316,2671.342316,1658.049276,0.0,-1255.809306,1255.809306,,,,0.0,402.23997,-103.307533,106.238243,106.238243,0.0,,,-2.93071,298.932437,-69.604366,229.32807,0.0,0.0,0.0,229.32807,,229.32807,0.0,0.0,229.32807,240.318234,10.990163,487.0,0.468914,0.468914,0.493466,490.0,0.468914,0.468914,0.491342,
10/02/2009,1217.512559,1217.512559,-746.713095,746.713095,470.799463,0.0,-280.104725,280.104725,,,,0.0,190.694738,-15.367342,13.97031,13.97031,0.0,,,1.397031,175.327397,-35.624292,139.703105,0.0,0.0,0.0,139.703105,,139.703105,0.0,0.0,139.703105,139.703105,0.0,339.0,0.412124,0.412124,0.412124,339.0,0.412124,0.412124,0.412124,
12/31/2009,3467.397458,3467.397458,-2107.407874,2107.407874,1359.989583,0.0,-1174.998474,1174.998474,,,,0.0,184.991109,-88.091004,90.123874,,,,,-2.032869,96.900105,-22.361563,74.538542,0.0,0.0,0.0,74.538542,,74.538542,0.0,0.0,74.538542,73.860919,-0.677623,490.0,0.149077,0.149077,0.150737,498.0,0.149077,0.149077,0.147716,
04/02/2010,1091.684794,1091.684794,-695.695681,695.695681,395.989113,0.0,-275.092985,275.092985,,,,0.0,120.896128,-15.202507,12.306791,99.17826,-86.871469,,,2.895716,105.693621,-18.822152,86.871469,0.0,0.0,0.0,86.871469,,86.871469,0.0,0.0,86.871469,85.930361,-0.941108,339.0,0.253375,0.253375,0.253482,339.0,0.253375,0.253375,0.250599,
07/02/2010,1365.195474,1365.195474,-852.557081,852.557081,512.638393,0.0,-303.639663,303.639663,,,,0.0,208.998729,-10.252768,10.252768,,,,,0.0,198.745961,-41.799746,156.946216,0.0,0.0,0.0,156.946216,,156.946216,0.0,0.0,156.946216,167.198983,10.252768,339.0,0.465318,0.465318,0.493213,339.0,0.465318,0.465318,0.493213,
10/01/2010,1299.03389,1299.03389,-796.730482,796.730482,502.303408,0.0,-313.746436,313.746436,,,,0.0,188.556972,-15.455489,14.682715,14.682715,0.0,,,0.772774,173.101482,-12.364392,160.73709,0.0,0.0,0.0,160.73709,0.0,160.73709,0.0,0.0,160.73709,161.741697,1.004607,339.0,0.471392,0.471392,0.477114,339.0,0.471392,0.471392,0.474356,
12/31/2010,1322.332895,1322.332895,-855.757242,855.757242,466.575654,0.0,-367.806084,367.806084,,,,0.0,98.76957,-7.370863,10.319209,,,0.0,0.0,-2.948345,91.398706,-19.901331,71.497375,0.0,0.0,0.0,71.497375,0.0,71.497375,0.0,0.0,71.497375,76.288436,4.791061,337.0,0.213755,0.213755,0.226375,345.0,0.206384,0.206384,0.220272,
04/01/2011,1346.817085,1346.817085,-864.037208,864.037208,482.779877,0.0,-362.99788,362.99788,,,,0.0,119.781997,-14.607561,13.877183,13.877183,0.0,,,0.730378,105.174436,-27.754365,77.420071,0.0,0.0,0.0,77.420071,0.0,77.420071,0.0,0.0,77.420071,81.802339,4.382268,329.0,0.233721,0.233721,0.24864,338.0,0.226417,0.226417,0.239382,
07/01/2011,1671.79775,1671.79775,-1050.864145,1050.864145,620.933606,0.0,-371.587784,371.587784,,,,0.0,249.345822,-15.280245,13.891132,13.891132,0.0,,,1.389113,234.065576,-63.204651,170.860925,0.0,0.0,0.0,170.860925,0.0,170.860925,0.0,0.0,170.860925,175.722821,4.861896,323.0,0.527863,0.527863,0.544034,331.0,0.513972,0.513972,0.52866,
09/30/2011,1515.573848,1515.573848,-943.338488,943.338488,572.235359,0.0,-338.525373,338.525373,,,,0.0,233.709986,-16.99709,16.288878,,,,,0.708212,216.712896,-15.580666,201.13223,0.0,0.0,0.0,201.13223,0.0,201.13223,0.0,0.0,201.13223,166.181964,-34.950266,315.0,0.637391,0.637391,0.527562,324.0,0.623227,0.623227,0.515355,
12/31/2011,1405.595228,1405.595228,-910.332673,910.332673,495.262555,0.0,-361.608492,361.608492,,,,0.0,133.654063,-16.335497,17.078019,17.078019,0.0,0.0,0.0,-0.742523,117.318566,-33.413516,83.905051,0.0,0.0,0.0,83.905051,0.0,83.905051,0.0,0.0,83.905051,86.132618,2.227568,309.0,0.274733,0.274733,0.278747,317.0,0.267308,0.267308,0.274335,
03/30/2012,1424.552059,1424.552059,-924.2811,924.2811,500.270959,0.0,-369.864962,369.864962,,,,0.0,130.405997,-16.77738,17.539988,,,,,-0.762608,113.628617,-30.504327,83.12429,0.0,0.0,0.0,83.12429,0.0,83.12429,0.0,0.0,83.12429,85.412115,2.287825,302.0,0.274539,0.274539,0.282822,310.0,0.266913,0.266913,0.274293,
06/29/2012,1720.643315,1720.643315,-1091.766886,1091.766886,628.876429,0.0,-394.314093,394.314093,,,,0.0,234.562336,-16.364814,17.923368,,,,,-1.558554,218.197522,-58.445765,159.751757,0.0,0.0,0.0,159.751757,0.0,159.751757,0.0,0.0,159.751757,174.558018,14.80626,298.0,0.529908,0.529908,0.585765,305.0,0.522115,0.522115,0.570661,
09/28/2012,1655.207679,1655.207679,-1035.504321,1035.504321,619.703358,0.0,-375.020484,375.020484,,,,0.0,244.682874,-17.591579,18.391196,18.391196,0.0,,,-0.799617,227.091295,-16.791962,210.299333,0.0,0.0,0.0,210.299333,0.0,210.299333,0.0,0.0,210.299333,210.299333,0.0,291.0,0.727652,0.727652,0.727652,297.0,0.711659,0.711659,0.711659,
12/31/2012,1476.856832,1476.856832,-966.585839,966.585839,510.270993,0.0,-394.650677,394.650677,,,,0.0,115.620316,-20.040855,19.270053,19.270053,0.0,,,0.770802,95.579461,-18.499251,77.08021,0.0,0.0,0.0,77.08021,0.0,77.08021,0.0,0.0,77.08021,100.975076,23.894865,284.0,0.269781,0.269781,0.355546,291.0,0.262073,0.262073,0.344185,
03/29/2013,1401.656952,1401.656952,-921.305327,921.305327,480.351626,0.0,-396.252209,396.252209,,,,0.0,84.099417,-20.456615,18.94131,18.94131,0.0,,,1.515305,63.642802,-17.426005,46.216797,0.0,0.0,0.0,46.216797,0.0,46.216797,0.0,0.0,46.216797,84.099417,37.88262,278.0,0.166684,0.166684,0.302516,285.0,0.159107,0.159107,0.292029,
06/28/2013,1651.222913,1651.222913,-1074.520291,1074.520291,576.702622,0.0,-368.385075,368.385075,,,,0.0,208.317548,-19.912707,18.38096,18.38096,0.0,,,1.531747,188.404841,-49.015894,139.388947,0.0,0.0,0.0,139.388947,0.0,139.388947,0.0,0.0,139.388947,163.131021,23.742073,271.0,0.513135,0.513135,0.60196,277.0,0.505476,0.505476,0.591188,
09/27/2013,1642.428363,1642.428363,-1047.86023,1047.86023,594.568133,0.0,-357.345269,357.345269,,,,0.0,237.222864,-18.887171,19.642658,19.642658,0.0,,,-0.755487,218.335693,0.0,218.335693,0.0,0.0,0.0,218.335693,0.0,218.335693,0.0,0.0,218.335693,166.962589,-51.373104,264.0,0.823481,0.823481,0.632434,269.0,0.808371,0.808371,0.617393,
12/31/2013,2032.0,2032.0,-1344.0,1344.0,688.0,0.0,-471.0,471.0,,,,0.0,217.0,-31.0,28.0,28.0,0.0,,,3.0,186.0,-51.0,135.0,0.0,0.0,0.0,135.0,0.0,135.0,0.0,0.0,135.0,142.0,7.0,258.0,0.52,0.52,0.550388,264.0,0.51,0.51,0.536515,
