Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2004,377.383,77.071,44.363,32.708,21.634,,,,,,,,12.405,,,,111.11,24.056,,,191.057,,51.16,25.836,18.408,7.428,,25.324,266.273,,127.574,127.574,,0.288,,,,,,3.736,,,3.736,131.598,7.544,,,,,5.613,,,,,,5.613,13.157,144.755,,159.257,,,0.0,72.113,1.258,232.628,,232.628,377.383,
06/30/2004,389.813995,111.662996,80.477997,31.184999,21.297001,,,0.0,0.0,0.0,0.0,0.0,12.099,,,,145.059006,26.007999,,,165.714005,,53.033001,25.465,18.43,7.035,,27.568001,244.755005,,20.673,20.673,,0.288,0.288,0.0,0.0,,,113.753996,,,113.753996,134.714996,7.472,7.472,0.0,0.0,,5.426,,,,,,5.426,12.898,147.612996,0.0,160.744003,,,0.0,82.926003,-1.469002,242.201004,0.0,242.201004,389.814,
09/30/2004,421.153015,132.254997,88.686996,43.568001,22.739,22.739,,0.0,0.0,0.0,0.0,0.0,15.704,,,,170.697998,28.830999,,,170.126007,,51.498001,23.950001,17.142,6.808001,,27.548,250.455007,,21.907,21.907,,0.288,0.288,0.0,0.0,,,130.064003,,,130.064003,152.259003,7.4,7.4,0.0,0.0,,5.571,,,,,,5.571,12.971,165.230003,0.0,161.634003,,,0.0,94.277,0.012001,255.923004,0.0,255.923004,421.153007,
12/31/2004,527.934,178.388,84.105,94.283,31.475,31.475,,0.0,0.0,0.0,0.0,0.0,14.429,,,,224.292,43.248,55.324,-12.076,116.787,,143.607,116.07,101.631,14.439,,27.537,303.642,,197.717,197.717,,0.486,0.486,0.0,0.0,,,3.956,,,3.956,202.159,46.973,46.973,0.0,0.0,,7.49,,,,,,7.49,54.463,256.622,0.0,165.432,,,0.0,106.287,-0.407,271.312,0.0,271.312,527.934,
03/31/2005,560.783997,192.564003,103.276001,89.288002,36.987,36.987,,0.0,0.0,0.0,0.0,0.0,19.688999,,,,249.240005,45.264,,,122.536003,,143.744003,115.719002,101.830002,13.889,,28.025002,311.544006,,217.576996,217.576996,,0.486,,,,,,3.935005,,,3.935005,221.998001,42.852001,,,,,5.935,,,,,,5.935,48.787001,270.785002,0.0,170.899002,,,0.0,120.697998,-1.598,289.999001,0.0,289.999001,560.784003,
06/30/2005,574.445984,130.934998,65.598,65.336998,69.838997,69.838997,,0.0,0.0,0.0,0.0,0.0,16.482,,,,217.255997,48.479,,,134.621002,,174.089996,145.449997,130.261993,15.188004,,28.639999,357.189999,,184.638,184.638,,0.486,,,,,,9.657005,,,9.657005,194.781006,52.730999,,,,,8.215,,,,,,8.215,60.945999,255.727005,0.0,183.580994,,,0.0,135.947006,-0.809006,318.718994,0.0,318.718994,574.445999,
09/30/2005,639.611023,180.066002,121.424004,58.641998,43.235001,43.235001,,0.0,0.0,0.0,0.0,0.0,20.5,,,,243.800995,55.073002,,,130.347,,210.389999,180.796005,159.578995,21.21701,,29.593994,395.810001,,196.190994,196.190994,,0.486,,,,,,12.437004,,,12.437004,209.113998,87.650002,,,,,9.614,,,,,,9.614,97.264002,306.378,0.0,186.701996,,,0.0,148.052994,-1.521988,333.233002,0.0,333.233002,639.611002,
12/31/2005,668.030029,204.058002,147.358002,56.700001,44.108002,44.108002,,0.0,0.0,0.0,0.0,0.0,24.438999,,,,272.605011,67.198997,86.706001,-19.507,123.661003,,204.565002,174.677994,157.278,17.399994,,29.887009,395.425003,,200.304001,200.304001,,0.699,,,,,,13.648,,,13.648,214.651001,92.447998,,,,,8.883,,,,,,8.883,101.330998,315.981999,0.0,191.882996,,,0.0,161.919006,-1.754013,352.047989,0.0,352.047989,668.029988,
03/31/2006,737.807,189.684,118.512,71.172,66.368,66.368,,0.0,0.0,0.0,0.0,0.0,24.992,,,,281.044,82.853,,,127.289,,246.621,216.327,196.986,19.341,,30.294,456.763,,220.571,220.571,,1.712,,,,,,12.494,,,12.494,234.777,130.94,,,,,7.841,,,,,,7.841,138.781,373.558,0.0,195.712,,,0.0,170.685,-2.148,364.249,0.0,364.249,737.807,
06/30/2006,801.136,208.136,131.436,76.7,96.852,96.852,,0.0,0.0,0.0,0.0,0.0,20.714,,,,325.702,90.344,,,117.257,,267.833,235.579,215.376,20.203,,32.254,475.434,,239.744,239.744,,1.034,,,,,,15.413,,,15.413,256.191,164.462,,,,,6.444,,,,,,6.444,170.906,427.097,0.0,200.665,,,0.0,175.65,-2.276,374.039,0.0,374.039,801.136,
09/30/2006,813.841,267.872,200.48,67.392,86.108,86.108,,0.0,0.0,0.0,0.0,0.0,20.776,,,,374.756,103.175,,,146.666,,189.244,151.468,136.519,14.949,,37.776,439.085,,67.957,67.957,,1.032,,,,,,265.266,,,265.266,334.255,168.429,,,,,5.252,,,,,,5.252,173.681,507.936,0.0,202.804,,,0.0,104.457,-1.356,305.905,0.0,305.905,813.841,
12/31/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2007,971.377,354.959,311.905,43.054,0.0,,,0.0,0.0,0.0,0.0,0.0,126.575,,,,481.534,121.403,,,182.267,,186.173,146.495,130.484,16.011,,39.678,489.843,,351.807,351.807,,0.965,,,,,,38.613,,,38.613,391.385,200.404,,,,,10.124,,,,,,10.124,210.528,601.913,0.0,213.841,,,0.0,156.548,-0.925,369.464,0.0,369.464,971.377,
06/30/2007,1050.002,279.803,236.443,43.36,0.0,,,0.0,0.0,0.0,0.0,0.0,159.748,,,,439.551,131.829,,,287.719,,190.903,150.788,136.316,14.472,,40.115,610.451,,407.037,407.037,,0.972,,,,,,42.019,,,42.019,450.028,200.162,,,,,8.779,,,,,,8.779,208.941,658.969,0.0,217.749,,,0.0,174.33,-1.046,391.033,0.0,391.033,1050.002,
09/30/2007,1086.24,323.143,275.048,48.095,84.813,,,0.0,0.0,0.0,0.0,0.0,42.496,,,,450.452,139.671,,,289.608,,206.509,146.98,133.151,13.829,,59.529,635.788,,102.728,102.728,,0.998,,,,,,361.113,,,361.113,464.839,201.14,,,,,11.712,,,,,,11.712,212.852,677.691,0.0,217.79,,,0.0,190.266,0.493,408.549,0.0,408.549,1086.24,
12/31/2007,1121.824,313.379,267.305,46.074,79.492,,,0.0,0.0,0.0,0.0,0.0,53.468,,,,446.339,135.883,189.308,-53.425,317.041,,222.561,150.199,138.862,11.337,,72.362,675.485,,416.308,416.308,,0.971,,,,,,69.521,,,69.521,486.8,206.406,,,,,13.571,,,,,,13.571,219.977,706.777,0.0,221.737,,,0.0,191.739,1.571,415.047,0.0,415.047,1121.824,
03/31/2008,1139.275,324.769,263.78,60.989,81.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.373,,,,443.61,151.265,,,324.173,,220.227,153.631,141.023,12.608,,66.596,695.665,,463.361,463.361,,0.416,0.0,,,,,0.0,,,0.0,466.762,215.818,,,,,13.46,,,,,,13.46,229.278,696.04,,222.763,,,0.0,217.362,3.11,443.235,,443.235,1139.275,
06/30/2008,1215.065,427.012,357.488,69.524,113.233,,,,,,,,38.602,,,,578.847,157.775,,,254.578,,223.865,153.186,141.009,12.177,,70.679,636.218,,512.243,512.243,,0.338,,,,,,5.466,,,5.466,518.047,221.757,,,,,15.493,,,,,,15.493,237.25,755.297,,222.481,,,0.0,235.565,1.722,459.768,,459.768,1215.065,
09/30/2008,1358.053,435.66,275.284,160.376,150.351,,,,,,,,48.109,,,,634.12,170.038,,,288.212,,265.683,186.894,167.008,19.886,,78.789,723.933,,580.611,580.611,,0.276,,,,,,15.878,,,15.878,596.765,249.697,,,,,34.017,,,,,,34.017,283.714,880.479,,223.412,,,0.0,253.813,0.349,477.574,,477.574,1358.053,
12/31/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2009,1552.83,410.023,334.623,75.4,147.899,,,0.0,0.0,0.0,0.0,0.0,79.329,,0.7,63.497,637.251,176.719,257.461,-80.742,422.873,422.873,315.987,241.819,218.216,23.603,,46.851,915.579,,566.654,372.522,194.132,20.608,0.0,,,,20.608,94.201,,,0.0,681.463,269.711,269.711,,,,52.134,,,,,,51.434,321.845,1003.308,0.0,227.37,0.043,227.327,0.0,293.694,5.136,526.2,23.322,549.522,1552.83,
06/30/2009,1586.209,443.917,382.7,61.217,157.863,,,0.0,0.0,0.0,0.0,0.0,83.984,,0.557,73.686,685.764,194.277,282.746,-88.469,394.395,394.395,311.773,240.835,218.121,22.714,,43.483,900.445,,576.392,394.787,181.605,0.243,0.0,,,,0.243,86.809,,,0.0,663.444,288.513,288.513,,,,49.235,,,,,,48.678,337.748,1001.192,0.0,273.074,0.045,273.029,-46.405,313.924,5.081,545.674,39.343,585.017,1586.209,
09/30/2009,1635.014,434.827,389.135,45.692,104.798,,,0.0,0.0,0.0,0.0,0.0,74.433,,1.155,61.294,614.058,209.92,306.234,-96.314,486.889,486.889,324.147,242.554,219.1,23.454,,54.386,1020.956,,615.408,410.997,204.411,0.645,0.0,,,,0.645,91.87,,,0.0,707.923,276.687,276.687,,,,57.147,,,,,,55.992,333.834,1041.757,0.0,277.754,0.045,277.709,-46.497,335.192,7.812,574.261,18.996,593.257,1635.014,
12/31/2009,1702.364,440.505,400.951,39.554,103.456,,,0.0,0.0,0.0,0.0,0.0,72.173,0.0,0.383,64.866,616.134,230.421,334.304,-103.883,525.497,525.497,330.312,247.066,224.587,22.479,,56.961,1086.23,,602.933,470.932,132.001,0.646,0.0,0.0,0.0,,0.646,112.329,0.0,0.0,0.0,715.908,307.085,307.085,0.0,0.0,,59.944,0.0,0.0,0.0,0.0,29.947,29.614,367.029,1082.937,0.0,281.852,0.046,281.806,-47.262,358.907,7.348,600.845,18.582,619.427,1702.364,
03/31/2010,1730.671,390.295,350.075,40.22,110.12,,,0.0,0.0,0.0,0.0,0.0,71.487,,0.385,69.136,571.902,269.492,381.43,-111.938,558.27,558.27,331.007,251.52,229.512,22.008,,56.034,1158.769,,645.441,444.826,200.615,0.66,0.0,,,,0.66,39.012,,,0.0,685.113,232.064,232.064,,,,63.96,,,,,,63.575,296.024,981.137,0.0,390.929,0.051,390.878,-47.742,382.909,7.203,733.299,16.235,749.534,1730.671,
06/30/2010,1733.537,294.383,264.723,29.66,164.42,,,0.0,0.0,0.0,0.0,0.0,87.034,,0.652,83.843,545.837,313.839,432.834,-118.995,537.399,537.399,336.462,268.893,244.304,24.589,,56.127,1187.7,,622.988,455.375,167.613,0.771,0.0,,,,0.771,13.06,,,0.0,636.819,252.028,252.028,,,,65.522,,,,,,64.87,317.55,954.369,0.0,395.978,0.052,395.926,-47.83,405.682,9.4,763.23,15.938,779.168,1733.537,
09/30/2010,1795.177,428.376,397.519,30.857,182.379,,,0.0,0.0,0.0,0.0,0.0,65.233,,0.285,63.408,675.988,311.195,439.164,-127.969,479.164,479.164,328.83,272.365,247.757,24.608,,48.987,1119.189,,602.962,457.085,145.877,0.663,0.0,,,,0.663,57.467,,,0.0,661.092,263.513,263.513,,,,66.64,,,,,,66.355,330.153,991.245,0.0,400.265,0.052,400.213,-47.976,428.344,9.661,790.294,13.638,803.932,1795.177,
12/31/2010,1943.882,455.512,434.166,21.346,136.243,,,0.0,0.0,0.0,0.0,0.0,65.066,,0.0,65.066,656.821,326.341,464.97,-138.629,595.879,595.879,364.841,307.16,278.051,29.109,35.939,21.742,1287.061,,645.085,456.765,188.32,2.817,0.0,0.0,0.0,,2.817,117.344,,,0.0,765.246,327.824,327.824,0.0,0.0,,53.757,0.0,0.0,0.0,0.0,52.652,1.105,381.581,1146.827,0.0,384.258,0.052,384.206,-50.486,453.743,6.424,793.939,3.116,797.055,1943.882,
03/31/2011,2003.685,544.744,492.045,52.699,132.023,,,0.0,0.0,0.0,0.0,0.0,67.062,,,67.062,743.829,334.18,482.231,-148.051,556.806,556.806,368.87,305.918,278.105,27.813,,62.952,1259.856,,686.559,471.659,214.9,3.037,0.0,,,,3.037,127.451,,,0.0,817.047,302.326,302.326,,,,53.116,,,,,,53.116,355.442,1172.489,0.0,396.433,0.053,396.38,-50.888,477.488,5.969,829.002,2.194,831.196,2003.685,
06/30/2011,2010.444,553.258,474.45,78.808,152.135,,,0.0,0.0,0.0,0.0,0.0,69.143,,,69.143,774.536,340.392,498.098,-157.706,518.49,518.49,377.026,312.323,281.981,30.342,,64.703,1235.908,,635.491,482.913,152.578,3.172,0.0,,,,3.172,111.11,,,0.0,749.773,336.468,336.468,,,,53.899,,,,,,53.899,390.367,1140.14,0.0,405.764,0.053,405.711,-50.343,505.862,7.183,868.466,1.838,870.304,2010.444,
09/30/2011,2037.498,558.001,451.657,106.344,139.467,,,0.0,0.0,0.0,0.0,0.0,68.908,,0.0,68.908,766.376,345.6,512.042,-166.442,530.452,530.452,395.07,310.776,281.981,28.795,,84.294,1271.122,,672.413,498.705,173.708,3.203,0.0,,,,3.203,54.764,,,0.0,730.38,348.093,348.093,,,,54.926,,,,,,54.926,403.019,1133.399,,411.977,0.053,411.924,-50.594,534.849,6.478,902.71,1.389,904.099,2037.498,
12/31/2011,2190.336,704.197,573.698,130.499,157.45,,,0.0,0.0,0.0,0.0,0.0,78.363,0.0,0.0,78.363,940.01,349.622,526.916,-177.294,506.14,506.14,394.564,309.411,281.981,27.43,29.826,55.327,1250.326,,824.489,607.985,216.504,3.234,0.0,0.0,0.0,,3.234,9.89,0.0,0.0,0.0,837.613,348.344,348.344,0.0,0.0,,67.96,0.0,0.0,0.0,0.0,47.651,20.309,416.304,1253.917,0.0,422.035,0.054,421.981,-57.123,564.961,5.761,935.634,0.785,936.419,2190.336,
03/31/2012,2283.147,559.219,432.998,126.221,278.233,,,0.0,0.0,0.0,0.0,0.0,82.925,,,82.925,920.377,352.71,,,605.866,605.866,404.194,308.103,281.981,26.122,,96.091,1362.77,,867.11,708.754,158.356,3.235,0.0,,,,3.235,17.977,,,0.0,888.322,347.162,347.162,,,,68.544,,,,,,68.544,415.706,1304.028,0.0,443.165,0.054,443.111,-58.632,588.939,6.237,979.709,-0.59,979.119,2283.147,
06/30/2012,2449.55,574.439,421.894,152.545,400.194,,,0.0,0.0,0.0,0.0,0.0,98.805,,,98.805,1073.438,379.97,,,630.866,630.866,365.276,278.769,256.288,22.481,,86.507,1376.112,,1001.801,859.035,142.766,3.302,0.0,,,,3.302,29.133,,,0.0,1034.236,405.462,405.462,,,,61.865,,,,,,61.865,467.327,1501.563,0.0,450.56,0.054,450.506,-58.914,553.94,5.842,951.428,-3.441,947.987,2449.55,
09/30/2012,2690.936,936.541,796.621,139.92,316.123,,,0.0,0.0,0.0,0.0,0.0,123.841,,,123.841,1376.505,381.781,,,559.714,559.714,372.936,277.663,256.288,21.375,,95.273,1314.431,,1081.81,919.032,162.778,3.337,0.0,,,,3.337,194.967,,,63.0,1280.114,391.973,391.973,,,,61.785,,,,,,61.785,453.758,1733.872,0.0,458.795,0.054,458.741,-59.277,557.759,6.702,963.979,-6.915,957.064,2690.936,
12/31/2012,2773.905,982.053,843.952,138.101,251.473,,,0.0,0.0,0.0,0.0,0.0,172.299,0.0,0.357,93.322,1405.825,375.893,578.55,-202.657,554.77,554.77,437.417,276.556,256.288,20.268,,98.564,1368.08,,1034.227,815.161,219.066,3.373,0.0,0.0,0.0,,3.373,191.713,0.0,0.0,0.0,1229.313,535.481,535.481,0.0,0.0,,55.344,0.0,0.0,0.0,0.0,,54.987,590.825,1820.138,0.0,450.911,0.055,450.856,-69.864,566.82,5.189,953.056,0.711,953.767,2773.905,
03/31/2013,2887.157,876.898,730.791,146.107,320.371,,,0.0,0.0,0.0,0.0,0.0,178.002,,,178.002,1375.271,382.853,,,748.307,748.307,380.726,275.575,256.288,19.287,,105.151,1511.886,,1247.37,1067.032,180.338,3.419,0.0,,,,3.419,56.305,,,18.13,1307.094,532.734,532.734,,,,60.799,,,,,,60.799,593.533,1900.627,0.0,461.415,0.055,461.36,-70.429,589.822,4.9,985.708,0.822,986.53,2887.157,
06/30/2013,3045.235,820.042,688.712,131.33,357.908,,,0.0,0.0,0.0,0.0,0.0,164.41,,,164.41,1342.36,388.965,,,769.905,769.905,544.005,397.041,344.822,52.219,,146.964,1702.875,,1294.716,1078.386,216.33,3.029,0.0,,,,3.029,22.827,,,1.016,1320.572,548.473,548.473,,,,53.916,,,,,,53.916,602.389,1922.961,0.0,563.931,0.058,563.873,-70.969,629.306,-4.061,1118.207,4.067,1122.274,3045.235,
09/30/2013,3139.037,863.912,741.281,122.631,355.947,,,0.0,0.0,0.0,0.0,0.0,148.576,,,148.576,1368.435,390.2,,,816.91,816.91,563.492,398.089,347.548,50.541,,165.403,1770.602,,1342.053,1071.672,270.381,3.046,0.0,,,,3.046,41.873,,,0.0,1386.972,517.931,517.931,,,,49.043,,,,,,49.043,566.974,1953.946,0.0,578.246,0.058,578.188,-75.541,678.679,-1.845,1179.539,5.552,1185.091,3139.037,
12/31/2013,3529.0,1140.0,1038.0,102.0,429.0,,,0.0,0.0,0.0,0.0,0.0,231.0,0.0,1.0,217.0,1800.0,395.0,639.0,-244.0,792.0,792.0,542.0,397.0,348.0,49.0,,107.0,1729.0,,1450.0,1112.0,338.0,3.0,0.0,0.0,0.0,,3.0,106.0,0.0,0.0,0.0,1559.0,666.0,666.0,0.0,0.0,,61.0,0.0,0.0,0.0,0.0,0.0,60.0,727.0,2286.0,0.0,594.0,0.058673,593.941327,-89.0,732.0,-3.0,1234.0,9.0,1243.0,3529.0,
03/31/2014,4446.447,1370.488,1270.792,99.696,570.105,,,0.0,0.0,0.0,0.0,0.0,341.256,,1.009,320.393,2281.849,412.699,,,840.152,840.152,911.747,742.685,657.551,85.134,,138.787,2164.598,,1913.054,1298.513,614.541,6.11,0.0,,,,6.11,102.279,,,0.0,2021.443,810.97,810.97,,,,71.175,,,,,,70.166,882.145,2903.588,0.0,740.033,0.061,739.972,-91.655,764.902,-0.614,1412.666,130.193,1542.859,4446.447,
06/30/2014,4682.567,1386.145,1258.797,127.348,610.969,,,0.0,0.0,0.0,0.0,0.0,327.772,,0.451,313.946,2324.886,423.905,,,996.965,996.965,936.811,723.972,642.613,81.359,,186.409,2357.681,,2064.458,1394.115,670.343,6.135,0.0,,,,6.135,47.114,,,0.0,2117.707,884.89,884.89,,,,194.019,,,,,,193.568,1078.909,3196.616,0.0,754.698,0.061,754.637,-94.512,813.765,2.214,1476.165,9.786,1485.951,4682.567,
09/30/2014,5446.345,1749.965,1582.972,166.993,685.188,,,0.0,0.0,0.0,0.0,0.0,332.558,,0.411,319.7,2767.711,424.229,,,1108.261,1108.261,1146.144,880.357,753.06,127.297,,240.156,2678.634,,2515.578,1588.798,926.78,5.131,0.0,,,,5.131,113.584,,,0.0,2634.293,949.72,949.72,,,,221.281,,,,,,220.87,1171.001,3805.294,0.0,811.813,0.061,811.752,-74.69,896.385,-0.605,1632.903,8.148,1641.051,5446.345,
12/31/2014,5824.0,1787.0,1610.0,177.0,912.0,,,0.0,0.0,0.0,0.0,0.0,252.0,0.0,,252.0,2951.0,445.0,733.0,-288.0,1280.0,1280.0,1148.0,874.0,754.0,120.0,,274.0,2873.0,,2491.0,1723.0,768.0,5.0,0.0,,,,5.0,404.0,0.0,0.0,0.0,2900.0,874.0,874.0,,,,307.0,0.0,0.0,0.0,0.0,0.0,307.0,1181.0,4081.0,0.0,840.0,0.062137,839.937863,-98.0,1003.0,-1.0,1744.0,-1.0,1743.0,5824.0,
03/31/2015,6696.0,1817.0,1666.0,151.0,1245.0,,,0.0,0.0,0.0,0.0,0.0,528.0,,,528.0,3590.0,450.0,,,1527.0,1527.0,1129.0,917.0,786.0,131.0,,212.0,3106.0,,2952.0,1950.0,1002.0,5.0,0.0,,,,5.0,386.0,,,0.0,3343.0,1123.0,1123.0,,,,393.0,,,,,,393.0,1516.0,4859.0,0.0,870.0,0.124563,869.875437,-98.0,1066.0,-1.0,1837.0,0.0,1837.0,6696.0,
06/30/2015,7022.0,2107.0,1967.0,140.0,1248.0,,,0.0,0.0,0.0,0.0,0.0,483.0,,0.0,483.0,3838.0,462.0,,,1541.0,1541.0,1181.0,959.0,811.0,148.0,,222.0,3184.0,,3096.0,2092.0,1004.0,5.0,0.0,,,,5.0,357.0,,,0.0,3458.0,1139.0,1139.0,,,,330.0,,,,,,330.0,1469.0,4927.0,0.0,891.0,0.0,891.0,-101.0,1154.0,-4.0,1940.0,155.0,2095.0,7022.0,
