Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,132,,,132.0,40,,,40.0,,0.724002,,,0.724002,0.324572,,,0.324572,
06/30/2008,265,,,265.0,38,142.0,,180.0,,1.41863,,,1.41863,0.607019,,,0.607019,
09/30/2008,199,85.0,157.0,,35,43.0,,,,1.009435,0.431166,0.796388,,0.454265,0.194033,0.35839,,
12/31/2008,138,610.0,13.0,761.0,26,7.0,,33.0,-158.0,0.883483,3.90525,0.083227,4.871959,0.400965,1.77238,0.037772,2.211117,
03/31/2009,174,784.0,24.0,982.0,24,14.0,,38.0,,1.101057,4.961083,0.15187,6.21401,0.48636,2.191413,0.067084,2.744857,
06/30/2009,111,537.0,38.0,686.0,48,7.0,,55.0,14.0,0.676541,3.272993,0.231608,4.181142,0.298219,1.442734,0.102093,1.843046,
09/30/2009,150,490.0,,640.0,160,32.0,,192.0,-5.0,0.94399,3.0837,,4.02769,0.407553,1.331341,,1.738894,
12/31/2009,2247,2517.0,10.0,468.0,2273,2176.0,,143.0,,15.259762,17.093379,0.067912,3.178268,6.316766,7.07579,0.028112,1.315642,
03/31/2010,132,235.0,10.0,377.0,117,10.0,,127.0,,0.900041,1.602346,0.068185,2.570571,0.361991,0.644454,0.027424,1.033868,
06/30/2010,122,169.0,10.0,301.0,50,7.0,,57.0,,0.810577,1.122849,0.066441,1.999867,0.334457,0.463306,0.027415,0.825178,
09/30/2010,143,79.0,10.0,232.0,45,9.0,,54.0,,0.928571,0.512987,0.064935,1.506494,0.383625,0.211933,0.026827,0.622384,
