Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1998,137.770004,,,-20.283001,,,117.487003,,-104.228996,,,,,,13.258,2.108,,0.331,-4.489,0.0,,2.05,15.366,-7.751,,,7.615,0.0,,,7.615,0.0,7.615,0.0,,7.615,7.615,,459.376008,0.01625,0.01625,0.05,481.28,0.01625,0.01625,0.04875,
09/30/1998,130.033997,,,-21.337,,,108.696997,,-107.268997,,,,,,1.428,3.055,,0.32,-3.992,0.0,,0.617,4.483,-2.538,,,1.945,0.0,,,1.945,0.0,2.306,0.0,,2.306,2.306,,456.567992,0.00375,0.00375,0.02375,470.096008,0.00375,0.00375,0.02375,
01/01/1999,155.205994,,,-26.488001,,,128.717993,,-106.713997,,,,,,22.004,4.911,,0.475,-2.676,0.0,,-2.71,26.915,-11.032,,,15.883,0.0,,,15.883,0.0,15.883,0.0,,15.883,15.883,,444.247986,0.03625,0.03625,0.0525,461.063995,0.035,0.035,0.05125,
03/31/1999,169.617996,,,-28.450001,,,141.167995,,-105.217003,,,,,,35.951,0.458,,0.713,-2.395,0.0,,1.224,36.409,-11.651,,,24.757999,0.0,,,24.758,0.0,24.757999,0.0,,24.757999,24.757999,,451.048008,0.055,0.055,0.00125,464.567992,0.05375,0.05375,0.00125,
06/30/1999,175.138,,,-30.622999,,,144.515001,,-113.996002,,,,,,30.518999,4.945,,0.027,-2.247,0.0,,-2.725,35.463999,-11.737,,,23.726999,0.0,,,23.726999,0.0,23.726999,0.0,0.0,23.726999,23.726999,,450.880008,0.0525,0.0525,0.0575,466.272,0.05125,0.05125,0.05625,
09/30/1999,182.535004,,,-30.642,,,151.893003,,-118.605003,,,,,,33.287998,5.844,,0.0,-2.471,0.0,,-3.373,39.131998,-13.3,,,25.832001,0.0,,,25.831998,0.0,25.832001,0.0,0.0,25.832001,25.832001,,456.272003,0.05625,0.05625,0.06625,483.160004,0.05375,0.05375,0.06375,
12/31/1999,200.847,,,-30.799,,,170.048,,-126.487,,,,,,43.561001,91.608002,,0.0,-3.116,0.0,,-88.492002,135.169003,-46.155998,,,89.013,0.0,,,89.013004,0.0,89.013,0.0,0.0,89.013,89.013,,467.200012,0.19,0.19,0.075,504.160004,0.17625,0.17625,0.07,
03/31/2000,187.205002,,,-29.009001,,,158.196001,,-99.158997,,,,,,59.036999,-11.511,,0.0,,0.0,,11.511,47.525999,-15.95,,,31.576,0.0,,,31.575999,0.0,31.576,0.0,0.0,31.576,31.576,,477.504,0.06625,0.06625,0.085,513.567992,0.06125,0.06125,0.07875,
06/30/2000,191.358002,,,-27.837,,,163.521002,,-112.745003,,,,,,50.776001,7.53,,0.0,-6.752,0.0,,-0.778,58.306001,-19.909,,,38.396999,0.0,,,38.397001,0.0,38.396999,0.0,0.0,38.396999,38.396999,,483.984008,0.07875,0.07875,0.08375,513.984008,0.075,0.075,0.08,
09/30/2000,192.296005,,,-26.608,,,165.688005,,-113.782997,,,,,,51.904999,7.467,,0.0,-7.957,0.0,,0.49,59.371999,-20.259001,,,39.112999,0.0,,,39.112998,0.0,39.112999,0.0,0.0,39.112999,39.112999,,488.088013,0.08,0.08,0.09375,511.584015,0.07625,0.07625,0.09,
12/31/2000,219.294006,,,-30.938,,,188.356007,,-142.199005,,,,,,46.157001,-9.911,,0.0,-8.797,0.0,,18.708,36.246001,-22.372,,,13.874,0.0,,,13.874002,0.0,13.874,0.0,0.0,13.874,13.874,,504.567993,0.0275,0.0275,0.13,523.872009,0.02625,0.02625,0.13,
03/31/2001,250.606003,,,-38.477001,,,212.129002,,-225.403,,,,,,-13.274,0.13,,0.0,,0.0,,-0.13,-13.144,-14.304,,,-27.448,0.0,,,-27.448,0.0,-27.448,0.0,0.0,-27.448,-27.448,,594.94397,-0.04625,-0.04625,0.08125,594.94397,-0.04625,-0.04625,0.08125,
06/30/2001,228.035995,,,-42.120998,,,185.914997,,-205.095001,,,,,,-19.18,9.525,,0.0,-7.587,0.0,,-1.938,-9.655001,-11.563,,,-21.218,0.0,,,-21.218,0.0,-21.218,0.0,0.0,-21.218,-21.218,,586.400024,-0.035,-0.035,0.055,620.848022,-0.035,-0.035,0.055,
09/30/2001,242.371994,,,-43.895,,,198.476994,,-205.227997,,,,,,-6.751,11.281,,0.0,-7.366,0.0,,-3.915,4.53,-16.341999,,,-11.812,0.0,,,-11.811999,0.0,-11.812,0.0,,-11.812,-11.812,,583.200012,-0.02,-0.02,0.07,583.200012,-0.02,-0.02,0.07,
12/31/2001,290.247009,,,-52.564999,,,237.682011,,-215.709,,,,,,21.973,-1.213,,3.871,-7.681,0.0,,5.023,20.76,-20.66,,,0.1,0.0,,,0.1,0.0,0.1,0.0,0.0,0.1,0.1,,558.960022,0.0,0.0,0.0975,588.559998,0.0,0.0,0.0975,
03/31/2002,310.783,,,-53.301,,,257.482,,-234.06,,,,,,23.422,6.441,,5.298,,0.0,,-11.739,29.863,-29.863,,,4.779,0.0,,,0.0,0.0,4.779,0.0,0.0,4.779,4.779,,606.644,0.0075,0.0075,0.0075,606.644,0.0075,0.0075,0.0075,
06/30/2002,316.040985,,,-55.452,,,260.588985,,-176.546005,,,,,,84.042999,-0.453,,5.291,-9.646,0.0,,4.808,83.589999,-27.021,,,56.569,0.0,,,56.568999,0.0,56.569,0.0,0.0,56.569,56.569,,575.651978,0.0975,0.0975,0.115,676.107971,0.09,0.09,0.1025,
09/30/2002,325.230988,,,-61.159,,,264.071987,,-190.158997,,,,,,73.913002,3.22,,5.292,-9.723,0.0,,1.210999,77.133002,-25.139,,,51.993999,0.0,,,51.994002,0.0,51.993999,0.0,0.0,51.993999,51.993999,,578.14801,0.09,0.09,0.1025,673.955994,0.0825,0.0825,0.095,
12/31/2002,375.63501,,,-65.279999,,,310.355011,,-209.639999,,,,,,100.714996,3.633,,5.292,-9.039,0.0,,0.113999,104.347997,-32.616001,,,71.732002,0.0,,,71.731996,0.0,71.732002,0.0,0.0,71.732002,71.732002,,580.59198,0.1225,0.1225,0.1325,683.231995,0.11,0.11,0.1175,
03/31/2003,390.039001,,,-68.224998,,,321.814003,,-223.184006,,,,,,98.629997,-0.07,,5.291,-9.296,0.0,,4.075,98.559997,-30.417,,,68.142998,0.0,,,68.142997,0.0,68.142998,0.0,0.0,68.142998,68.142998,,592.547972,0.115,0.115,0.13,695.604004,0.1025,0.1025,0.1175,
06/30/2003,391.123993,,,-67.578003,,,323.54599,,-229.604996,,,,,,93.941002,-8.222,,5.291,-10.097,0.0,,13.028,85.719002,-26.938,,,58.780998,0.0,,,58.781002,0.0,58.780998,0.0,0.0,58.780998,58.780998,,598.976013,0.1,0.1,0.125,699.952026,0.09,0.09,0.10675,
09/30/2003,428.665009,,,-74.809998,,,353.855011,,-237.231003,,,,,,116.624001,5.345,,5.291,-8.807,0.0,,-1.829,121.969,-38.535999,,,83.432999,0.0,,,83.433001,0.0,83.432999,0.0,0.0,83.432999,83.432999,,609.700012,0.1375,0.1375,0.15,713.659973,0.1225,0.1225,0.1325,
12/31/2003,493.904999,,,-87.608002,,,406.296997,,-250.097,,,,,,156.199997,7.11,,5.291,-8.184,0.0,,-4.217,163.309997,-51.834,,,111.475998,0.0,,,111.475997,0.0,111.475998,0.0,0.0,111.475998,111.475998,,616.969971,0.18,0.18,0.195,724.357971,0.16,0.16,0.17,
03/31/2004,556.434998,,,-97.557999,,,458.876999,,-292.381012,,,,,,166.496002,4.728,,5.291,-10.169,0.0,,0.15,171.224002,-54.294998,,,116.929001,0.0,,,116.929004,0.0,116.929001,0.0,0.0,116.929001,116.929001,,615.416016,0.19,0.19,0.205,732.596008,0.165,0.165,0.175,
06/30/2004,556.633972,,,-100.261002,,,456.372971,,-285.993011,,,,,,170.380005,2.025,,5.291,-9.318,0.0,,2.002,172.405005,-55.127998,,,117.277,0.0,,,117.277007,0.0,117.277,0.0,0.0,117.277,117.277,,624.52002,0.19,0.19,0.205,735.85199,0.165,0.165,0.18,
10/01/2004,618.312988,,,-109.219002,,,509.093987,,-315.061005,,,,,,194.033005,3.516,,5.291,-10.858,0.0,,2.051,197.549005,-61.925999,,,135.623001,0.0,,,135.623006,0.0,135.623001,0.0,0.0,135.623001,135.623001,,629.72998,0.215,0.215,0.23,736.538025,0.19,0.19,0.205,
12/31/2004,695.223999,,,-121.498001,,,573.725998,,-344.438995,,,,,,229.287003,10.395,,1.741,-13.34,0.0,,1.204,239.682002,-76.105003,,,163.576996,0.0,,,163.576999,0.0,163.576996,0.0,0.0,163.576996,163.576996,,679.031982,0.24,0.24,0.26,742.445984,0.22,0.22,0.24,
03/31/2005,712.678,,,-121.131,,,591.547,,-355.856,,,,,,235.691,12.801,,0.0,,0.0,,-12.801,248.492,-128.81,,,119.682,0.0,,,119.682,0.0,119.682,0.0,0.0,119.682,119.682,,704.011,0.17,0.17,0.26,738.413,0.16,0.16,0.25,
07/01/2005,699.942,,,-116.795,,,583.147,,-337.254,,,,,,245.893,9.183,-22.758,0.0,,0.0,,13.575,255.076,-56.443,,,198.633,0.0,,,198.633,0.0,198.633,0.0,0.0,198.633,198.633,,711.324,0.28,0.28,0.3,737.211,0.27,0.27,0.29,
09/30/2005,1055.864,,,-313.442,,,742.422,,-710.064,,,,,,32.358,-258.245,7.503,7.503,,0.0,,250.742,-225.887,-25.441,,,-251.328,0.0,,,-251.328,0.0,-251.328,0.0,0.0,-251.328,-251.328,,1172.13,-0.21,-0.21,0.24,1172.13,-0.21,-0.21,0.24,
12/31/2005,1149.026,,,-268.478,,,880.548,,-694.709,,,,,,185.839,-50.496,6.843,6.843,,0.0,,43.653,135.343,-44.609,,,90.734,0.0,,,90.734,0.0,90.734,0.0,0.0,90.734,90.734,,1069.123,0.08,0.08,0.26,1096.609,0.08,0.08,0.26,
03/31/2006,1238.56,,,-283.154,,,955.406,,-817.387,,,,,,138.019,60.172,,3.65,,0.0,,-63.822,198.191,-79.378,,,118.813,0.0,,,118.813,0.0,118.813,0.0,0.0,118.813,118.813,,1064.293,0.12,0.12,0.26,1064.293,0.11,0.11,0.26,
06/30/2006,1265.868,,,-211.048,,,1054.82,0.0,-910.748,546.07,467.449,,,364.678,144.072,20.956,-21.138,6.678,-27.816,0.0,,0.182,165.028,-64.494,,,100.534,0.0,,,100.534,0.0,100.534,0.0,0.0,100.534,100.534,,1028.82,0.1,0.1,0.2,1048.833,0.1,0.1,0.2,
09/30/2006,1260.408,,,-300.401,,,960.007,,-813.395,,,,,,146.612,36.292,-26.931,8.052,-34.983,0.0,,-9.361,182.904,-56.722,,,126.182,0.0,,,126.182,0.0,126.182,0.0,0.0,126.182,126.182,,966.757,0.13,0.13,0.13,987.916,0.13,0.13,0.13,
12/29/2006,1315.873,,,-310.503,,,1005.37,,-846.332,,,,,,159.038,18.587,,6.257,-28.741,0.0,,3.897,177.625,-60.855,,,116.77,0.0,,,116.77,0.0,116.77,0.0,0.0,116.77,116.77,,932.122,0.13,0.13,0.24,963.309,0.12,0.12,0.23,
03/31/2007,1357.217,,,-306.263,,,1050.954,,-923.211,654.81,575.544,,,268.401,127.743,-21.679,-66.568,6.245,-72.813,0.0,,88.247,106.064,-45.169,,,60.895,0.0,,,60.895,0.0,60.895,0.0,0.0,60.895,60.895,,905.41,0.08,0.09,0.2,905.41,0.08,0.09,0.19,
06/29/2007,1400.338,,,-220.904,,,1179.434,0.0,-1045.238,654.375,568.53,,,390.863,134.196,15.796,-14.53,6.291,-20.821,0.0,,-1.266,149.992,-54.786,,,95.206,0.0,,,95.206,0.0,95.206,0.0,0.0,95.206,95.206,,891.642,0.11,0.11,0.25,910.302,0.1,0.1,0.24,
09/28/2007,1419.089,,,-304.526,,,1114.563,0.0,-1055.674,681.567,595.162,,,374.107,58.889,14.527,-12.562,6.617,-19.179,,0.0,-1.965,73.416,-23.048,,,50.368,,,,50.368,,50.368,0.0,0.0,50.368,50.368,62.4806,875.662,0.06,0.06,0.13,892.759,0.06,0.06,0.13,
12/28/2007,1515.251,,,-299.161,,,1216.09,,-990.869,,,,,,225.221,-19.275,,7.477,-19.997,0.0,,31.795,205.946,-74.056,,,131.89,0.0,,,131.89,0.0,131.89,0.0,0.0,131.89,131.89,,1719.994,0.3,0.3,0.44,1752.442,0.3,0.3,0.44,
03/31/2008,1539.741,,,-306.379,,,1233.362,,-995.982,716.384,623.592,,,279.598,237.38,45.789,-7.804,9.095,-16.899,0.0,,-37.985,283.169,-96.783,,,186.386,0.0,,,186.386,0.0,186.386,0.0,0.0,186.386,186.386,,842.432,0.22,0.22,0.24,856.747,0.22,0.22,0.24,
07/04/2008,1650.0,1291.0,359.0,-312.0,227.0,85.0,1338.0,0.0,-1060.0,756.0,663.0,93.0,232.0,72.0,278.0,-15.0,15.0,33.0,-18.0,,-6.0,0.0,263.0,-85.0,,,172.0,0.0,0.0,0.0,172.0,0.0,172.0,0.0,0.0,172.0,183.05,11.05,839.0,0.21,0.21,0.218176,854.0,0.2,0.2,0.212939,
10/03/2008,1518.0,1181.0,337.0,-309.0,222.0,87.0,1209.0,0.0,-992.0,682.0,597.0,85.0,219.0,91.0,217.0,-27.0,18.0,30.0,-12.0,,-11.0,9.0,190.0,-53.0,,,126.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,126.0,150.208824,24.208824,838.0,0.15,0.15,0.179247,852.0,0.15,0.15,0.178414,
01/02/2009,1514.0,1197.0,317.0,-299.0,209.0,90.0,1215.0,0.0,-7988.0,664.0,581.0,83.0,194.0,7130.0,-6773.0,-9.0,26.0,31.0,-5.0,,-16.0,-17.0,-6782.0,-22.0,,,-6820.0,0.0,0.0,0.0,-6820.0,0.0,-6820.0,0.0,0.0,-6820.0,237.583004,7057.583004,827.0,-8.25,-8.25,0.287283,827.0,-8.25,-8.25,0.283958,
04/03/2009,1468.0,1194.0,274.0,-307.0,217.0,90.0,1161.0,0.0,-1353.0,627.0,545.0,82.0,225.0,501.0,-192.0,-29.0,29.0,31.0,-2.0,,-20.0,0.0,-221.0,-23.0,,,-264.0,0.0,0.0,0.0,-264.0,0.0,-264.0,0.0,0.0,-264.0,169.343787,433.343787,819.0,-0.32,-0.32,0.206769,819.0,-0.32,-0.32,0.206769,
07/03/2009,1432.0,1209.0,223.0,-312.0,214.0,98.0,1120.0,0.0,-968.0,648.0,559.0,89.0,221.0,99.0,152.0,-24.0,30.0,32.0,-2.0,,-12.0,-6.0,128.0,-42.0,,,74.0,0.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0,74.0,95.042593,21.042593,816.0,0.09,0.09,0.116474,827.0,0.09,0.09,0.115444,
10/02/2009,1474.0,1254.0,220.0,-259.0,212.0,47.0,1215.0,0.0,-958.0,660.0,576.0,84.0,210.0,88.0,257.0,-28.0,30.0,31.0,-1.0,,-6.0,-2.0,229.0,-68.0,,,155.0,0.0,0.0,0.0,155.0,0.0,155.0,0.0,0.0,155.0,171.25,16.25,812.0,0.19,0.19,0.210899,819.0,0.19,0.19,0.209841,
01/01/2010,1548.0,1292.0,256.0,-258.0,214.0,44.0,1290.0,0.0,-1013.0,727.0,635.0,92.0,210.0,76.0,277.0,12.0,32.0,33.0,-1.0,,-9.0,-44.0,289.0,21.0,,,301.0,0.0,0.0,0.0,301.0,0.0,301.0,0.0,0.0,301.0,282.577586,-18.422414,809.0,0.37,0.37,0.349292,819.0,0.37,0.37,0.347506,
04/02/2010,1531.0,1279.0,252.0,-276.0,231.0,45.0,1255.0,0.0,-1008.0,684.0,597.0,87.0,216.0,108.0,247.0,-28.0,31.0,33.0,-2.0,0.0,-12.0,-3.0,219.0,-23.0,,,184.0,0.0,0.0,0.0,184.0,0.0,184.0,0.0,0.0,184.0,214.55,30.55,802.0,0.23,0.23,0.267519,812.0,0.23,0.23,0.267519,
07/02/2010,1433.0,1248.0,185.0,-265.0,220.0,45.0,1168.0,0.0,-974.0,665.0,573.0,92.0,208.0,101.0,194.0,-30.0,31.0,33.0,-2.0,,-7.0,-1.0,164.0,4.0,,,161.0,0.0,0.0,0.0,161.0,0.0,161.0,0.0,0.0,161.0,190.25,29.25,796.0,0.2,0.2,0.239008,805.0,0.2,0.2,0.236335,
