Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1994,,,9.877,,9.877,9.877,,,,,,,,,,,
06/30/1994,,,9.11,,9.11,9.11,,,,,,,,,,,
09/30/1994,,,0.0,,9.006,9.006,,,,,,,,,,,
12/31/1994,,,0.0,,-10.258,-10.258,,,,,,,,,,,
03/31/1995,,,11.998,,11.998,11.998,,,,,,,,,,,
06/30/1995,,,12.967,,12.967,12.967,,,,,,,,,,,
09/30/1995,,,16.091999,,16.091999,16.091999,,,,,,,,,,,
12/31/1995,,,0.0,,2.623,2.623,,,,,,,,,,,
03/31/1996,,,19.034,,19.034,19.034,,,,,,,,,,,
06/30/1996,,,20.284,,20.284,20.284,,,,,,,,,,,
09/30/1996,,,-5.908,,-5.908,-5.908,,,,,,,,,,,
12/31/1996,,,107.933998,,-63.911999,-63.911999,,,,,,,,,,,
03/31/1997,,,21.238001,,21.238001,21.238001,,,,,,,,,,,
06/30/1997,,,23.283001,,23.283001,23.283001,,,,,,,,,,,
09/30/1997,,,24.357,,24.357,24.357,,,,,,,,,,,
12/31/1997,,,15.126,,8.569,8.569,,,,,,,,,,,
03/31/1998,,,19.297001,,19.297001,19.297001,,,,,,,,,,,
06/30/1998,,,31.289,,31.289,31.289,,,,,,,,,,,
09/30/1998,,,21.075001,,40.202,40.202,,,,,,,,,,,
12/31/1998,,,43.033001,,42.264,42.264,,,,,,,,,,,
03/31/1999,,,33.505001,,26.584999,26.584999,,,,,,,,,,,
06/30/1999,,,28.913,,27.913,27.913,,,,,,,,,,,
09/30/1999,,,33.243,,29.971001,29.971001,,,,,,,,,,,
12/31/1999,,,45.294998,,45.294991,45.294991,,,,,,,,,,,
03/31/2000,,,30.917,,45.308998,45.308998,,,,,,,,,,,
06/30/2000,,,49.970001,,63.990002,63.990002,,,,,,,,,,,
09/30/2000,,,36.712002,,42.497,42.497,,5.45454545454544,,,,,,,,,
12/31/2000,,,26.367001,,-69.350998,-69.350998,,3.44827586206897,,,,,,,,,
03/31/2001,,,50.223,,40.254001,40.254001,,-51.5503875968992,,,,,,,,,
06/30/2001,,,56.758999,,35.199,35.199,,6.71378091872792,,,,,,,,,
09/30/2001,,,40.778999,,-76.101001,-76.101001,,2.04081632653061,,,,,,,,,
12/31/2001,,,58.615002,,38.722,38.722,,-3.33333333333334,,,,,,,,,
03/31/2002,,,45.453999,,30.738,30.738,,-14.2857142857143,,,,,,,,,
06/30/2002,,,54.098,,49.639999,49.639999,,-11.660777385159,,,,,,,,,
09/30/2002,,,57.900002,,53.416001,53.416001,,-5.92334494773518,,,,,,,,,
12/31/2002,,,74.105003,,44.732,44.732,,-1.73410404624276,,,,,,,,,
03/31/2003,,,56.067001,,49.454,49.454,,-0.641025641025642,,,,,,,,,
06/30/2003,,,-78.088997,,-82.584999,-82.584999,,4.93827160493828,,,,,,,,,
09/30/2003,,,87.161003,,-95.733,-95.733,,7.55813953488373,,,,,,,,,
12/31/2003,,,87.197998,,57.301998,57.301998,,0.263852242744064,,,,,,,,,
03/31/2004,,,85.640999,,67.893997,67.893997,,-0.537634408602151,,,,,,,,,
06/30/2004,,,-39.664001,,-63.640999,-63.640999,,7.05596107055962,,,,,,,,,
09/30/2004,,,115.942001,,97.799004,97.799004,,8.40707964601769,,,,,,,,,
12/31/2004,,,124.313004,,-157.342,-157.342,,7.06638115631691,,,,,,,,,
03/31/2005,,,128.449997,,95.557999,95.557999,,4.08163265306123,,,,,,,,,
06/30/2005,,135.0,145.619995,,123.630997,123.630997,,7.34463276836157,,,,,,,,7.86666296296295,
09/30/2005,,154.5,156.820007,,115.653999,115.653999,,4.27350427350428,,,,,,,,1.50162265372169,
12/31/2005,,163.667,159.929993,,106.646004,106.646004,,-2.64026402640264,,,,,,,,-2.28329901568429,
03/31/2006,,64.25,154.089996,-2.4804181583579,100.973999,100.973999,,-6.34920634920635,,,,,,,,139.828787548638,
06/30/2006,,41.143,171.184998,1.23687548410231,134.496994,134.496994,,4.13476263399694,,,,,,,,316.073203218044,
09/30/2006,,191.625,193.341995,-1.61885846387832,15.966,15.966,,-4.2995839112344,,,,,,,,0.896018264840181,
12/31/2006,,203.0,209.033997,0.699395502576898,-268.234,-268.234,,2.78884462151395,,,,,,,,2.97241231527094,
03/31/2007,,192.286,210.740005,1.14326420064132,158.186996,158.186996,,3.12075983717775,,,,,,,,9.59716516023007,
06/30/2007,,219.0,265.390991,2.70895752640845,83.793999,83.793999,,19.4581280788177,,,,,,,,21.183100913242,
09/30/2007,,231.9,247.742004,0.22536503131524,159.313004,159.313004,,4.52961672473868,,,,,,,,6.83139456662355,
