Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
07/31/1980,5.9,,5.92,5.96,5.88,,,
10/31/1980,5.42,-8.135593,5.84,6.24,5.42,,,
01/31/1981,5.76,6.273063,5.4,6.08,5.32,,,
04/30/1981,7.04,22.222222,5.64,7.2,5.56,,,
07/31/1981,7.94,12.784091,7.04,8.08,6.64,,,
10/31/1981,8.72,9.823678,8.0,8.88,7.28,,,
01/31/1982,9.0,3.211009,8.68,9.12,8.56,,,
04/30/1982,9.9,10.0,9.0,10.04,8.56,,,
07/31/1982,10.76,8.686869,9.84,11.08,9.72,,,
10/31/1982,14.7,36.6171,10.8,14.94,9.92,,,
01/31/1983,17.56,19.455782,14.72,19.52,14.48,,,
04/30/1983,25.28,43.963554,17.56,25.6,17.36,,,
07/31/1983,28.8,13.924051,25.12,30.2,23.68,,,
10/31/1983,21.8,-24.305556,28.6,28.6,19.85,,,
01/31/1984,19.8,-9.174312,21.7,22.4,19.4,,,
04/30/1984,19.05,-3.787879,19.6,20.2,16.1,,,
07/31/1984,21.45,12.598425,18.9,21.6,17.2,,,
10/31/1984,21.4,-0.2331,21.5,23.55,20.0,,,
01/31/1985,24.1,12.616822,21.9,24.75,21.2,,,
04/30/1985,23.3,-3.319502,24.1,25.9,21.8,,,
07/31/1985,25.95,11.373391,23.3,28.0,22.8,,,
10/31/1985,25.85,-0.385356,25.9,26.55,23.6,,,
01/31/1986,30.55,18.181818,25.75,31.25,25.3,,,
04/30/1986,37.9,24.05892,30.55,38.95,30.25,,,
07/31/1986,41.8,10.290237,37.9,46.8,36.1,,,
10/31/1986,42.0,0.478469,41.6,43.5,36.4,,,
01/31/1987,41.7,-0.714286,42.0,42.8,37.2,,,
04/30/1987,46.0,10.311751,41.9,52.8,41.25,,,
07/31/1987,49.875,8.423913,45.8,53.375,43.8,,36.845001,
10/31/1987,35.5,-28.822055,49.875,51.875,33.125,,36.845001,
01/31/1988,41.625,17.253521,37.0,41.875,30.625,,36.845001,
04/30/1988,39.875,-4.204204,41.625,46.5,39.125,,36.845001,
07/31/1988,41.25,3.448276,40.5,42.375,35.25,,36.844002,
10/31/1988,42.25,2.424242,41.25,43.625,38.0,,36.844002,
01/31/1989,44.0,4.142012,42.0,44.75,40.5,,36.844002,
04/30/1989,46.625,5.965909,43.75,46.625,42.5,1717.851583,36.844002,
07/31/1989,48.375,3.753351,46.375,48.625,43.75,1782.328586,36.844002,
10/31/1989,44.625,-7.751938,48.625,50.5,43.5,1644.163579,36.844002,
01/31/1990,35.75,-19.887955,44.625,44.625,34.625,1317.173063,36.844002,
04/30/1990,36.625,2.447552,35.75,38.875,33.5,1349.411565,36.844002,
07/31/1990,38.75,5.802048,36.5,45.375,36.0,1427.705069,36.844002,
10/31/1990,25.875,-33.225806,38.75,38.875,24.25,953.338546,36.844002,
01/31/1991,34.375,32.850242,26.0,34.375,25.75,1266.512569,36.844002,
04/30/1991,39.5,14.909091,34.375,41.0,34.125,1455.33807,36.844002,
07/31/1991,38.75,-1.898734,39.5,41.5,36.75,1427.705069,36.844002,
10/31/1991,38.625,-0.322581,38.625,42.5,37.0,1423.099568,36.844002,
01/31/1992,36.625,-5.177994,38.5,40.0,31.75,1349.411573,36.844002,
04/30/1992,33.0,-9.897611,36.625,42.125,32.125,1215.852058,36.844002,
07/31/1992,34.125,3.409091,32.875,35.0,31.875,1257.30156,36.844002,
10/31/1992,30.5,-10.622711,34.0,34.125,29.375,1123.742054,36.844002,
01/31/1993,34.875,14.344262,30.5,36.5,30.5,1284.93457,36.844002,
05/01/1993,34.625,-0.716846,34.875,37.25,32.625,1275.725278,36.844002,
07/31/1993,31.25,-9.747292,34.75,35.875,30.25,1151.376605,36.844101,
10/30/1993,35.75,14.4,31.375,36.125,29.875,1317.173063,36.844101,
01/29/1994,39.0,9.090909,35.875,39.5,34.5,1438.593039,36.844002,
04/30/1994,38.0,-2.564103,39.25,41.125,36.0,1400.072067,36.887001,
07/30/1994,32.625,-14.144737,38.0,38.5,30.5,1202.035558,36.844002,
10/29/1994,45.875,40.613027,32.5,57.0,32.25,1690.218581,36.844002,
01/28/1995,44.125,-3.814714,46.125,46.375,36.5,1625.741588,36.844002,
04/29/1995,44.25,0.283286,43.875,46.0,39.75,1630.347078,36.844002,
07/29/1995,46.5,5.084746,44.25,49.0,42.5,1713.246082,36.844002,
10/28/1995,44.625,-4.032258,46.75,48.375,42.75,1644.163579,36.844002,
02/03/1996,47.875,7.282913,44.625,49.375,44.25,1763.906596,36.844002,
05/04/1996,59.875,25.065274,47.625,62.75,47.5,2206.034606,36.844002,
08/03/1996,51.5,-13.987474,60.125,67.0,47.0,1897.466091,36.844002,
11/02/1996,49.0,-4.854369,51.5,56.5,48.75,1805.356087,36.844002,
02/01/1997,49.0,0.0,49.25,52.0,46.25,1805.356098,36.844002,
05/03/1997,50.25,2.55102,49.125,51.5,46.125,1846.587055,36.844002,
08/02/1997,66.0,31.343284,50.25,69.0,48.125,2425.368073,36.748001,
11/01/1997,58.9375,-10.700758,65.75,66.9375,55.375,2165.835315,36.748001,
01/31/1998,59.5,0.954401,59.1875,66.0,57.375,2186.506065,36.748001,
05/02/1998,73.375,23.319328,59.75,74.75,59.75,2696.457915,36.748001,
08/01/1998,79.375,8.177172,73.25,79.5625,70.875,,36.749001,
