Date,P/Book,Average,High,Low,P/Sales,P/Free Cash Flow,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1980,,,,,,,,4.4375,,
12/31/1980,,,,,,,,4.4375,,
03/31/1981,,,,,,,,5.75,,
06/30/1981,,,,,,,,5.75,,
09/30/1981,,,,,,,,4.8125,,
12/31/1981,,,,,,,,5.5625,,
03/31/1982,,,,,,,,6.28125,,
06/30/1982,,,,,,,,6.15625,,
09/30/1982,,,,,,,,6.5,,
12/31/1982,,,,,,,,8.8125,,
03/31/1983,,,,,,,,9.15625,,
06/30/1983,,,,,,,,8.71875,,
09/30/1983,,,,,,,,9.15625,,
12/31/1983,,,,,,,,9.28125,,
03/31/1984,,,,,,,,9.1875,,
06/30/1984,,,,,,,,8.25,,
09/30/1984,,,,,,,,9.0,,
12/31/1984,,,,,,,,10.75,,
03/31/1985,,,,,,,,11.9375,,
06/30/1985,,,,,,,,11.9375,,
09/30/1985,,,,,,,,10.125,,
12/31/1985,,,,,,,,14.6875,,
03/31/1986,,,,,,,,17.0,,
06/30/1986,,,,,,,,18.875,,
09/30/1986,,,,,,,,14.875,,
12/31/1986,,,,,,,,15.3125,,
03/31/1987,,,,,,,,17.4375,,
06/30/1987,,,,,,,,15.375,,
09/30/1987,,,,,,,,16.875,,
12/31/1987,,,,,,,,13.5,,
03/31/1988,,,,,,,,14.6875,,
06/30/1988,,,,,,,,16.0,,
09/30/1988,,,,,,,,16.3125,,
12/31/1988,,,,,,,,16.375,,
03/31/1989,,,,,,,,17.625,,
06/30/1989,,,,,,,,19.125,,
09/30/1989,,,,,,,,22.6875,,
12/31/1989,,,,,,,,26.0,,
03/31/1990,1.50359,,,,,,,22.5,2159.809059,
06/30/1990,1.497618,2201.426082,2338.806937,2021.230057,,,,22.625,2063.712498,
09/30/1990,1.029774,1909.236354,2213.933998,1370.382496,,,,15.8125,1642.71199,
12/31/1990,1.249281,1721.129286,1998.095982,1452.065525,0.696363,,0.733533,19.5625,1890.540918,
03/31/1991,1.487107,2112.371061,2368.153957,1737.633971,0.83293,,0.816711,24.1875,2158.0616,
06/30/1991,1.468885,2238.445221,2358.757095,2137.749939,0.822364,,0.793386,24.5,2141.081978,
09/30/1991,1.253574,2063.183619,2239.783997,1850.746479,0.727713,,0.824834,22.0,2240.795944,
12/31/1991,1.781643,2537.270213,3228.595132,2278.867621,1.072716,,1.248534,31.8125,3334.403636,
03/31/1992,1.482935,2964.628221,3167.146384,2642.3892,0.938116,,1.004624,27.8125,2762.316813,
06/30/1992,1.562496,2707.105978,2926.277816,2569.767952,1.016916,,1.006707,29.875,2822.678242,
09/30/1992,1.57479,2939.340072,3445.965988,2787.500992,1.049195,,1.210184,30.5,3456.824074,
12/31/1992,1.757697,3663.294369,4039.451465,3399.062988,1.255421,,1.23875,36.125,3534.515321,
03/31/1993,1.81879,3718.468158,3911.583853,3464.31434,1.338855,,1.408468,38.5625,4027.161021,
06/30/1993,1.764879,3987.273114,4206.35112,3663.551386,1.352285,,1.475764,39.125,4244.843363,
09/30/1993,1.880795,4526.66103,4787.987129,4112.244602,1.497748,,1.439738,43.25,4139.791229,
12/31/1993,1.573595,3740.668839,4265.803408,3443.016861,1.329458,,1.413717,37.125,4077.390373,
03/31/1994,1.323399,3802.099072,4175.8806,3431.169113,1.140529,,1.184986,31.625,3395.527773,
06/30/1994,1.359494,3320.8542,3508.277523,3170.028273,1.081432,,1.09015,30.25,3137.319183,
09/30/1994,1.416744,3251.529395,3470.759048,3030.092525,1.097372,,1.085956,31.5,3185.644947,
12/31/1994,1.419237,3157.642988,3755.864675,3049.726199,1.035817,,1.255564,30.875,3715.295065,
03/31/1995,1.440269,4100.75238,4324.252166,3724.434199,1.12922,,1.193246,35.125,3649.372038,
06/30/1995,1.303739,3678.521424,3842.798033,3504.302542,1.114925,,1.135482,36.25,3598.845966,
09/30/1995,1.436043,3753.192021,4099.800957,3536.915068,1.226447,,1.197631,41.5,3914.910122,
12/31/1995,1.298578,3850.927783,4899.669142,3579.611908,1.152548,2.714278,1.433025,40.75,4855.088582,
03/31/1996,1.5018,5190.530612,5484.312663,4399.725826,1.221574,3.027758,1.252788,44.625,4348.987155,
06/30/1996,1.441855,4351.729833,4576.647079,4062.850404,1.156959,3.015152,1.165491,42.875,4075.798738,
09/30/1996,1.385803,3946.734915,6738.489113,3701.619026,1.145139,2.939558,1.90764,43.0,6728.900131,
12/31/1996,1.55894,7278.42258,7790.187666,4973.287657,1.32908,3.39554,1.379659,51.375,4997.125497,
03/31/1997,1.64441,5267.246254,5801.325184,4396.373997,1.358979,3.797484,1.198551,53.5,4425.050163,
