Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,(Income) Loss from Affiliates,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,6942.0,-160.0,1323.0,1323.0,,-1483.0,7102.0,2532.0,2532.0,0.0,0.0,4412.0,158.0,,6942.0,-6005.0,405.0,5600.0,937,0.0,,0.0,937.0,-224.0,713.0,-37.0,-37.0,0.0,750.0,-159.0,591.0,-24.0,-3.0,564.0,564.0,-213.95,1885.179182,0.3,0.28,0.166058,1911.709377,0.29,0.28,0.166058,
09/30/2012,5280.0,-155.0,1379.0,1379.0,,-1534.0,5435.0,897.0,897.0,0.0,0.0,4397.0,141.0,,5280.0,-6763.0,359.0,6404.0,-1483,0.0,,0.0,-1483.0,525.0,-958.0,-2.0,-2.0,0.0,-956.0,-67.0,-1023.0,-24.0,0.0,-1047.0,-1047.0,1693.45,1889.300631,-0.55,-0.55,0.341105,1889.300631,-0.55,-0.55,0.341105,
12/31/2012,6963.0,173.0,1471.0,1471.0,,-1298.0,6790.0,1816.0,1816.0,0.0,0.0,4822.0,152.0,,6963.0,-6102.0,368.0,5734.0,861,0.0,,0.0,861.0,-9.0,852.0,64.0,64.0,0.0,788.0,-194.0,594.0,-26.0,0.0,568.0,568.0,299.55,1892.0,0.3,0.34,0.492363,1937.0,0.29,0.33,0.484646,
03/31/2013,8150.0,182.0,1388.0,1388.0,,-1206.0,7968.0,3032.0,3032.0,0.0,0.0,4737.0,199.0,,8150.0,-6567.0,428.0,6139.0,1583,0.0,,0.0,1583.0,-333.0,1250.0,19.0,19.0,0.0,1231.0,-269.0,962.0,-24.0,-2.0,936.0,936.0,275.1,1901.204729,0.49,0.5,0.647011,1940.264085,0.48,0.49,0.631785,
06/30/2013,8515.0,204.0,1268.0,1268.0,,-1064.0,8311.0,3082.0,3082.0,0.0,0.0,4924.0,305.0,,8515.0,-6719.0,456.0,6263.0,1796,0.0,,0.0,1796.0,-574.0,1222.0,31.0,31.0,0.0,1191.0,-211.0,980.0,-24.0,-153.0,803.0,803.0,-236.0,1907.737175,0.42,0.44,0.31346,1951.362736,0.41,0.43,0.309059,
09/30/2013,7956.0,110.0,1261.0,1261.0,,-1151.0,7846.0,2987.0,2987.0,0.0,0.0,4628.0,231.0,,7956.0,-6591.0,416.0,6175.0,1365,0.0,,0.0,1365.0,-363.0,1002.0,-16.0,-16.0,0.0,1018.0,-112.0,906.0,-24.0,-2.0,880.0,880.0,121.0,1909.350788,0.46,0.45,0.515882,1964.81261,0.45,0.44,0.501583,
12/31/2013,7845.0,282.0,1336.0,1336.0,,-1054.0,7563.0,2035.0,2035.0,0.0,0.0,5224.0,304.0,,7845.0,-8047.0,411.0,7636.0,-202,0.0,,0.0,-202.0,386.0,184.0,11.0,11.0,0.0,173.0,-89.0,84.0,-48.0,0.0,36.0,36.0,981.75,1905.0,0.02,0.02,0.540026,1970.0,0.02,0.02,0.51835,
03/31/2014,8996.0,308.0,1343.0,1343.0,,-1035.0,8688.0,3321.0,3321.0,0.0,0.0,5073.0,294.0,,8996.0,-6626.0,443.0,6183.0,2370,0.0,,0.0,2370.0,-785.0,1585.0,1.0,1.0,0.0,1584.0,-79.0,1505.0,-56.0,0.0,1449.0,1449.0,-73.7,1924.27016,0.75,0.75,0.715232,1969.652798,0.74,0.74,0.702582,
06/30/2014,8608.0,267.0,1250.0,1250.0,,-983.0,8341.0,2743.0,2743.0,0.0,0.0,5392.0,206.0,,8608.0,-6676.0,458.0,6218.0,1932,0.0,,0.0,1932.0,-15.0,1917.0,0.0,0.0,0.0,1917.0,-18.0,1899.0,-79.0,0.0,1820.0,1820.0,-670.0,1928.250328,0.94,0.94,0.596396,1969.698239,0.92,0.92,0.579846,
09/30/2014,8907.0,557.0,1384.0,1384.0,,-827.0,8350.0,2586.0,2586.0,0.0,0.0,5391.0,373.0,,8907.0,-6687.0,437.0,6250.0,2220,0.0,,0.0,2220.0,-463.0,1757.0,5.0,5.0,0.0,1752.0,-59.0,1693.0,-62.0,-2.0,1629.0,1629.0,-137.0,1922.995835,0.85,0.85,0.778473,1970.922473,0.83,0.83,0.760489,
12/31/2014,7764.0,603.0,1436.0,1436.0,,-833.0,7161.0,1563.0,1563.0,0.0,0.0,5375.0,223.0,,7764.0,-10695.0,468.0,10227.0,-2931,0.0,,0.0,-2931.0,1353.0,-1578.0,8.0,8.0,0.0,-1586.0,-44.0,-1630.0,-119.0,0.0,-1749.0,-1749.0,1616.4,1920.0,-0.91,-0.91,-0.064896,1920.0,-0.91,-0.91,-0.068125,
03/31/2015,9970.0,596.0,1484.0,1484.0,,-888.0,9374.0,3916.0,3916.0,0.0,0.0,5224.0,234.0,-63.0,9907.0,-7052.0,463.0,6589.0,2855,0.0,,0.0,2855.0,-387.0,2468.0,5.0,5.0,0.0,2463.0,-69.0,2394.0,-80.0,0.0,2314.0,2314.0,-644.0,1924.122199,1.2,1.21,0.870527,1962.996441,1.18,1.18,0.85193,
06/30/2015,9718.0,698.0,1386.0,1386.0,,-688.0,9020.0,3234.0,3234.0,0.0,0.0,5514.0,272.0,25.0,9743.0,-7016.0,487.0,6529.0,2727,0.0,,0.0,2727.0,-894.0,1833.0,2.0,2.0,0.0,1831.0,-24.0,1807.0,-142.0,0.0,1665.0,1665.0,-119.0,1919.0,0.87,0.87,0.80667,1960.0,0.85,0.85,0.789286,
09/30/2015,7838.0,762.0,1451.0,672.0,779.0,-689.0,7076.0,1907.0,1907.0,0.0,0.0,5160.0,9.0,-9.0,7829.0,-6355.0,485.0,5870.0,1474,0.0,,0.0,1474.0,-423.0,1051.0,2.0,2.0,0.0,1049.0,-31.0,1018.0,-78.0,-1.0,939.0,939.0,-70.0,1904.0,0.49,0.49,0.457458,1949.0,0.48,0.48,0.444084,
12/31/2015,7814.0,1037.0,1514.0,1514.0,,-477.0,6777.0,1598.0,1598.0,0.0,0.0,5016.0,163.0,-76.0,7738.0,-6299.0,457.0,5842.0,1439,0.0,,0.0,1439.0,-496.0,943.0,7.0,7.0,0.0,936.0,-28.0,908.0,-155.0,0.0,753.0,753.0,78.0,1889.0,0.4,0.4,0.443621,1939.0,0.39,0.39,0.430227,
03/31/2016,7920.0,899.0,1747.0,1747.0,,-848.0,7021.0,2031.0,2031.0,0.0,0.0,4782.0,208.0,-128.0,7792.0,-6054.0,465.0,5589.0,1738,0.0,,0.0,1738.0,-578.0,1160.0,3.0,3.0,0.0,1157.0,-23.0,1134.0,-78.0,-1.0,1055.0,1055.0,0.0,1883.0,0.56,0.56,0.56,1915.0,0.55,0.55,0.55,
06/30/2016,8912.0,913.0,1667.0,1667.0,,-754.0,7999.0,2872.0,2872.0,0.0,0.0,4881.0,246.0,-3.0,8909.0,-6426.0,484.0,5942.0,2483,0.0,,0.0,2483.0,-833.0,1650.0,4.0,4.0,0.0,1646.0,-64.0,1582.0,-157.0,0.0,1425.0,1425.0,0.0,1866.0,0.76,0.77,0.77,1899.0,0.75,0.75,0.75,
09/30/2016,8916.0,1003.0,1734.0,919.0,815.0,-731.0,7913.0,2696.0,2696.0,0.0,0.0,4902.0,315.0,-7.0,8909.0,-6528.0,491.0,6037.0,2381,0.0,,0.0,2381.0,-749.0,1632.0,-8.0,-8.0,0.0,1640.0,-43.0,1597.0,-79.0,0.0,1518.0,1518.0,0.0,1838.0,0.83,0.82,0.82,1879.0,0.81,0.8,0.8,
12/31/2016,9027.0,883.0,1868.0,1868.0,,-985.0,8144.0,2770.0,2770.0,0.0,0.0,5174.0,200.0,-6.0,9021.0,-6775.0,480.0,6295.0,2246,0.0,,0.0,2246.0,-566.0,1680.0,0.0,0.0,0.0,1680.0,-14.0,1666.0,-156.0,-1.0,1509.0,1509.0,104.25,1806.0,0.84,0.84,0.893272,1853.0,0.81,0.81,0.86626,
03/31/2017,9770.0,771.0,1965.0,1965.0,,-1194.0,8999.0,3400.0,3400.0,0.0,0.0,5345.0,254.0,-25.0,9745.0,-6937.0,509.0,6428.0,2808,0.0,,0.0,2808.0,-815.0,1993.0,22.0,22.0,0.0,1971.0,-41.0,1930.0,-90.0,0.0,1840.0,1840.0,0.0,1801.0,1.02,1.03,1.03,1842.0,1.0,1.01,1.01,
06/30/2017,9503.0,751.0,2106.0,1311.0,795.0,-1355.0,8752.0,3094.0,3094.0,0.0,0.0,5459.0,199.0,0.0,9503.0,-6861.0,525.0,6336.0,2642,0.0,,0.0,2642.0,-846.0,1796.0,5.0,5.0,0.0,1791.0,-34.0,1757.0,-170.0,0.0,1587.0,1587.0,0.0,1791.0,0.89,0.89,0.89,1830.0,0.87,0.87,0.87,
09/30/2017,9204.0,783.0,2340.0,1521.0,819.0,-1557.0,8421.0,2871.0,2871.0,0.0,0.0,5343.0,207.0,-7.0,9197.0,-6715.0,522.0,6193.0,2482,0.0,,0.0,2482.0,-697.0,1785.0,-6.0,-6.0,0.0,1791.0,-10.0,1781.0,-93.0,0.0,1688.0,1688.0,0.0,1776.0,0.95,0.95,0.95,1818.0,0.93,0.93,0.93,
12/31/2017,9497.0,995.0,2586.0,2586.0,,-1591.0,8502.0,2571.0,2571.0,0.0,0.0,5714.0,217.0,3.0,9500.0,-7029.0,537.0,6492.0,2471,0.0,,0.0,2471.0,-1767.0,704.0,-2.0,-2.0,0.0,706.0,-20.0,686.0,-170.0,0.0,516.0,516.0,1422.3,1752.0,0.29,0.293379,1.105194,1796.0,0.29,0.288886,1.080813,
03/31/2018,11103.0,975.0,2860.0,1896.0,964.0,-1885.0,10128.0,3896.0,3896.0,0.0,0.0,5999.0,233.0,-26.0,11077.0,-7657.0,627.0,7030.0,3420,0.0,,0.0,3420.0,-714.0,2706.0,2.0,2.0,0.0,2704.0,-36.0,2668.0,-93.0,0.0,2575.0,2575.0,0.0,1740.0,1.48,1.48,1.48,1771.0,1.45,1.46,1.46,
06/30/2018,10555.0,906.0,3294.0,2301.0,993.0,-2388.0,9649.0,3440.0,3440.0,0.0,0.0,6021.0,188.0,55.0,10610.0,-7501.0,609.0,6892.0,3109,0.0,,0.0,3109.0,-640.0,2469.0,2.0,2.0,0.0,2467.0,-30.0,2437.0,-170.0,0.0,2267.0,2267.0,0.0,1720.0,1.32,1.319186,1.319186,1748.0,1.3,1.301144,1.301144,
09/30/2018,9874.0,936.0,3627.0,2616.0,1011.0,-2691.0,8938.0,2888.0,2888.0,0.0,0.0,5750.0,300.0,-2.0,9872.0,-7021.0,559.0,6462.0,2851,0.0,,0.0,2851.0,-696.0,2155.0,1.0,1.0,0.0,2154.0,-42.0,2112.0,-93.0,0.0,2019.0,2019.0,0.0,1697.0,1.19,1.190336,1.190336,1727.0,1.17,1.170579,1.170579,
12/31/2018,8560.0,989.0,4111.0,2943.0,1168.0,-3122.0,7571.0,1764.0,1764.0,0.0,0.0,5800.0,7.0,-12.0,8548.0,-6691.0,598.0,6093.0,1857,0.0,,0.0,1857.0,-300.0,1557.0,-1.0,-1.0,0.0,1558.0,-27.0,1531.0,-170.0,0.0,1361.0,1361.0,51.74,1674.0,0.81,0.812425,0.843333,1705.0,0.8,0.799413,0.82976,
03/31/2019,10322.0,1014.0,4290.0,3102.0,1188.0,-3276.0,9308.0,3714.0,3714.0,0.0,0.0,5257.0,337.0,-36.0,10286.0,-7331.0,593.0,6738.0,2955,0.0,,0.0,2955.0,-487.0,2468.0,0.0,0.0,0.0,2468.0,-39.0,2429.0,-93.0,0.0,2336.0,2336.0,0.0,1658.0,1.41,1.41,1.41,1677.0,1.39,1.39,1.39,
06/30/2019,10262.0,1029.0,4506.0,3250.0,1256.0,-3477.0,9233.0,3173.0,3173.0,0.0,0.0,5789.0,271.0,-18.0,10244.0,-7341.0,630.0,6711.0,2903,0.0,,0.0,2903.0,-657.0,2246.0,0.0,0.0,0.0,2246.0,-45.0,2201.0,-170.0,0.0,2031.0,2031.0,0.0,1634.0,1.24,1.24,1.24,1655.0,1.23,1.23,1.23,
09/30/2019,10082.0,1218.0,4350.0,3043.0,1307.0,-3132.0,8864.0,2695.0,2695.0,0.0,0.0,5988.0,181.0,-50.0,10032.0,-7322.0,637.0,6685.0,2710,0.0,,0.0,2710.0,-492.0,2218.0,0.0,0.0,0.0,2218.0,-45.0,2173.0,-113.0,0.0,2060.0,2060.0,0.0,1604.0,1.28,1.28,1.28,1627.0,1.27,1.27,1.27,
12/31/2019,10915.0,1433.0,3952.0,2629.0,1323.0,-2519.0,9482.0,3053.0,3053.0,0.0,0.0,6131.0,298.0,-58.0,10857.0,-8124.0,633.0,7491.0,2733,0.0,,0.0,2733.0,-428.0,2305.0,0.0,0.0,0.0,2305.0,-66.0,2239.0,-154.0,0.0,2085.0,2085.0,14.0,1573.0,1.33,1.33,1.334393,1602.0,1.3,1.3,1.308739,
03/31/2020,10905.0,1356.0,3503.0,2309.0,1194.0,-2147.0,9549.0,3094.0,3094.0,0.0,0.0,6048.0,407.0,-407.0,10498.0,-8352.0,740.0,7612.0,2146,0.0,,0.0,2146.0,-366.0,1780.0,0.0,0.0,0.0,1780.0,-82.0,1698.0,-108.0,0.0,1590.0,1590.0,-31.0,1555.0,1.02,1.02,1.002572,1573.0,1.01,1.01,0.990292,
06/30/2020,13414.0,1600.0,2358.0,1113.0,1245.0,-758.0,11814.0,4958.0,4958.0,,0.0,6509.0,347.0,-246.0,13168.0,-8813.0,716.0,8097.0,4355,0.0,,0.0,4355.0,-1119.0,3236.0,0.0,0.0,0.0,3236.0,-40.0,3196.0,-149.0,0.0,3047.0,3047.0,134.0,1541.0,1.98,1.98,2.064244,1557.0,1.96,1.96,2.046063,
09/30/2020,9932.895,,,,,,,,,,,,,,,,,,1973,,,,2467.0,,1791.833,,,,,,1791.833,,,1791.833,1791.833,,,1.106,1.106,1.102,,1.106,1.106,1.102,
12/31/2020,9781.316,,,,,,,,,,,,,,,,,,1826,,,,2300.75,,1643.583,,,,,,1643.583,,,1643.583,1643.583,,,1.019,1.019,1.0,,1.019,1.019,1.0,
