Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
04/26/1989,,,94.0,,94.0,94.0,,,,,,,,,,,
07/26/1989,,,145.0,,145.0,145.0,,,,,,,,,,,
10/25/1989,,,104.0,,104.0,104.0,,,,,,,,,,,
01/31/1990,,,0.0,,-20.0,-20.0,,,,,,,,,,,
05/02/1990,,,100.0,,100.0,100.0,,,,,,,,,,,
08/01/1990,,,148.0,,148.0,148.0,,,,,,,,,,,
10/31/1990,,,106.0,,106.0,106.0,,,,,,,,,,,
01/31/1991,,,0.0,,402.0,402.0,,,,,,,,,,,
05/01/1991,,,107.0,,107.0,107.0,,,,,,,,,,,
07/31/1991,,,163.0,,163.0,163.0,,,,,,,,,,,
10/30/1991,,,85.0,,85.0,85.0,,,,,,,,,,,
01/29/1992,,,0.0,,460.0,460.0,,,,,,,,,,,
04/29/1992,,,97.0,,97.0,97.0,,,,,,,,,,,
07/29/1992,,,148.0,,148.0,148.0,,,,,,,,,,,
10/28/1992,,,101.0,,101.0,101.0,,,,,,,,,,,
01/27/1993,,,0.0,,535.0,535.0,,,,,,,,,,,
04/28/1993,,,50.0,,23.0,23.0,,,,,,,,,,,
07/28/1993,,,102.0,,102.0,102.0,,,,,,,,,,,
10/27/1993,,,94.0,,94.0,94.0,,,,,,,,,,,
01/26/1994,,,0.0,,-1193.0,-1193.0,,,,,,,,,,,
04/27/1994,,,18.0,,18.0,18.0,,,,,,,,,,,
07/31/1994,,,94.0,,94.0,94.0,,,,,,,,,,,
10/26/1994,,,39.0,,39.0,39.0,,,,,,,,,,,
01/25/1995,,,0.0,,97.0,97.0,,,,,,,,,,,
04/26/1995,,,-28.0,,-25.0,-25.0,,,,,,,,,,,
07/26/1995,,,23.0,,-54.0,-54.0,,,,,,,,,,,
10/25/1995,,,-118.0,,-69.0,-69.0,,,,,,,,,,,
01/31/1996,,,0.0,,-429.0,-429.0,,,,,,,,,,,
05/01/1996,,,-38.0,,-99.0,-99.0,,,,,,,,,,,
07/31/1996,,,34.0,,34.0,34.0,,,,,,,,,,,
10/30/1996,,,9.0,,9.0,9.0,,,,,,,,,,,
01/29/1997,,,0.0,,-164.0,-164.0,,,,,,,,,,,
04/30/1997,,,14.0,,14.0,14.0,,,,,,,,,,,
07/30/1997,,,31.0,,31.0,31.0,,,,,,,,,,,
10/29/1997,,,18.0,,18.0,18.0,,,,,,,,,,,
01/28/1998,,,0.0,,186.0,186.0,,,,,,,,,,,
04/29/1998,,,47.0,,47.0,47.0,,,,,,,,,,,
07/29/1998,,,99.0,,80.0,80.0,,,,,,,,,,,
10/28/1998,,,38.0,,38.0,38.0,,,,,,,,,,,
01/27/1999,,,353.0,,353.0,353.0,,,,,,,,,,,
04/28/1999,,,67.0,,56.0,56.0,,,,,,,,,,,
07/28/1999,,,134.0,,-92.0,-92.0,,,,,,,,,,,
10/27/1999,,,43.0,,27.0,27.0,,,,,,,,,,,
01/26/2000,,,412.0,,412.0,412.0,,,,,,,,,,,
04/26/2000,,,22.0,,22.0,22.0,,,,,,,,,,,
07/26/2000,,,-448.0,,-448.0,-448.0,,,,,,,,,,,
10/25/2000,,,-67.0,,-67.0,-67.0,,,,,,,,,,,
01/31/2001,,,712.0,,249.0,249.0,,,,,,,,,,,
05/02/2001,,,-14.785,,-233.0,-233.0,,,,,,,,,,,
08/01/2001,,,-30.784,,-377.0,-377.0,,,,,,,,,,,
10/31/2001,,,-127.0,,-249.0,-249.0,,,,,,,,,,,
01/30/2002,,,-331.0,,-1587.0,-1587.0,,,,,,,,,,,
05/01/2002,,,422.0,,-1442.0,-1442.0,,,,,,,,,,,
07/31/2002,,,-255.0,,-293.0,-293.0,,,,,,,,,,,
10/30/2002,,,-364.0,,-383.0,-383.0,,,,,,,,,,,
01/29/2003,,,-158.0,,-1101.0,-1101.0,,,,,,,,,,,
04/30/2003,,,-46.0,,-862.0,-862.0,,,,,,,,,,,
07/30/2003,,,-9.1,,-8.0,-8.0,,,,,,,,,,,
10/29/2003,,,-28.66,,-28.0,-28.0,,,,,,,,,,,
01/28/2004,,,214.0,,270.0,270.0,,,,,,,,,,,
04/28/2004,,,67.0,,91.0,91.0,,,,,,,,,,,
07/28/2004,,,106.0,,154.0,154.0,,,,,,,,,,,
10/27/2004,,,65.0,,552.0,552.0,,,,,,,,,,,
01/26/2005,,,266.0,,309.0,309.0,,,,,,,,,,,
04/30/2005,,,68.0,,-9.0,-9.0,,,,,,,,,,,
07/30/2005,,,175.0,,,,,,,,,,,,,,
10/29/2005,,,68.711998,,58.0,58.0,,,,,,,,,,,
01/28/2006,,,648.0,-1.30682863979385,648.0,648.0,,,,,,,,,,,
04/29/2006,,,174.600006,-1.67185707261105,180.0,180.0,,,,,,,,,,,
07/29/2006,,,270.0,1.95374800637959,294.0,294.0,,,,,,,,,,,
10/28/2006,,,128.151993,3.32266159037813,196.0,196.0,,,,,,,,,,,
02/03/2007,,1245.0,826.0,1.51765402474368,822.0,822.0,,,,,,,,,,,
05/05/2007,,,164.0,1.07390374934778,223.0,223.0,,,,,,,,,,,
08/04/2007,,309.0,176.0,-0.611750551166681,173.0,173.0,,,,,,,,,,,
11/03/2007,,,2.0,-0.353783760462508,4.0,4.0,,,,,,,,,,,
02/02/2008,,719.0,409.0,-1.58647254684338,426.0,426.0,,,,,,,,,,,
05/03/2008,,23.0,-69.0,-0.794744523610855,-56.0,-76.8,,,,,,,,,,,
08/02/2008,,209.0,27.648001,0.590096639014795,65.0,-13.252,,,,,,,,,,,
11/01/2008,,-63.5,-68.650002,-1.5999969723076,-146.0,-109.3,,,,,,,,,,,
01/31/2009,,572.5,360.0,-4.40713347369937,190.0,360.2,,,,,,,,,,,
05/02/2009,,-133.0,47.0,-0.398702360020802,26.0,30.9,,,,,,,,,,,
08/01/2009,,106.5,-20.0,-1.13380809595202,-94.0,-23.25,,,,,,,-3.74273255813954,,,,
10/31/2009,,-178.5,-94.0,2.8435899376782,-127.0,-101.15,,,,,,,-0.146896804994488,,,,
01/30/2010,,585.5,395.53,1.62833963060281,430.0,422.4,,,,,,,0.174764068507517,,,,
05/01/2010,,53.45,-3.6,-1.95198126097989,16.0,11.4,,,,,,,-1.81121560431905,,,,
07/31/2010,,-11.3,-45.85,-1.59028888679778,-39.0,-26.85,,,,,,,0.371885459278534,,,,
10/30/2010,,-183.5,-207.0,-2.14110569023484,-218.0,-188.0,,,,,,,-4.51263537906137,,,,
01/29/2011,,579.5,379.455,1.66292830071931,374.0,390.9,,,,,,,-1.96353436185133,,,,
04/30/2011,,,-162.454,0.773583926068221,-170.0,-145.3,,,,,,,,,,,
07/30/2011,,,-136.2,1.96368659956582,-146.0,-131.85,,,,,,,,,,,
10/29/2011,,,-288.94,-0.0679099409705898,-421.0,-274.6,,,,,,,,,,,
01/28/2012,,,-1964.15,0.94606614376971,-2403.0,54.7,,,,,,,,,,,
04/28/2012,,-116.0,-59.274,0.0899730037799949,189.0,-56.75,,,,,,,-1.45907473309609,,,,
07/28/2012,,-152.0,-117.174,-2.19367388228094,-132.0,-121.75,,,58.2392776523702,,,,0.867924528301888,,39.4736842105263,,
10/27/2012,,-372.0,-211.011,3.15630095504309,-498.0,-234.3,,,-170.866141732283,,,,-0.769230769230766,,-8.33333333333333,,
02/02/2013,,149.0,119.0,4.20739481512962,-489.0,122.273,,,,,,,-2.19696969696969,,,,
05/04/2013,,-94.05,-136.96,0.559190957763236,-279.0,-150.8,,,-503.174603174603,,,,-7.4141048824593,,,,
08/03/2013,,-187.0,-154.388,-1.26145146222875,-194.0,-264.5,,,,,,,-4.0,,,,
11/02/2013,,-569.0,-306.0,-0.217129071170084,-534.0,-341.2,,,,,,,-3.29218106995885,,,,
02/01/2014,,-255.0,-102.0,0.186005680517198,-358.0,67.7,,,,,,,3.94736842105263,,,,
05/03/2014,,-332.0,-238.0,2.05958549222798,-402.0,-279.8,,,-29.7709923664122,,,,-12.2924901185771,,,,
08/02/2014,,-444.0,-305.0,-1.90965846492839,-573.0,-318.1,,,-12.8205128205128,,-116.541353383459,,-6.49572649572649,,,,
11/01/2014,,-563.0,-288.0,4.73768347623892,-548.0,-276.9,,,-6.98689956331878,,,,,,,,
01/31/2015,,-331.0,-172.65,-2.48043347381096,-159.0,-42.8,,,41.6289592760181,,,,6.55021834061135,,32.9305135951662,,
05/02/2015,,-409.0,-213.0,-3.24066458299062,-303.0,-222.55,,,21.4953271028037,,36.5853658536585,,13.6563876651982,,38.6308068459658,,
08/01/2015,,-397.0,-256.0,8.62189576775096,208.0,-278.8,,,19.1950464396285,,-17.7272727272727,,2.6852,,-3.02267002518892,,
