Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
10/31/2015,,-457.0,-305.0,4.43152924082819,-454.0,-301.65,,,7.72946859903382,,7.39549839228296,,-3.94736842105264,,3.93873085339168,,
01/30/2016,,-279.0,-181.22,0.606144096983055,-580.0,-173.55,,,95.3900709219858,,11.038961038961,,-0.4566210045662,,-64.15770609319,,
04/30/2016,,-341.0,-199.0,2.62557077625571,-471.0,-206.3,,,79.4612794612795,,10.3960396039604,,-6.03448275862068,,-33.7243401759531,,
07/30/2016,,-372.0,-203.0,4.23338855144487,-395.0,-225.6,,,-0.317460317460317,,14.7321428571429,,3.73831775700935,,-2.68817204301075,,
10/29/2016,,-434.0,-333.0,1.65757024459268,-748.0,-339.45,,,-30.7926829268293,,-50.0,,-9.54787906976744,,-22.8110599078341,,
01/28/2017,,-403.0,-137.0,2.73298251570192,-607.0,-134.35,,,-36.2521891418564,,70.2439024390244,,-4.91071428571428,,-22.0843672456576,,
04/29/2017,,-401.0,-217.25,6.09274790330538,245.0,-226.9,,,14.5869947275923,,-4.47058823529412,,-1.96953684690851,,40.1496259351621,,
07/29/2017,,-409.0,-125.0,3.58329378262933,-251.0,-117.1,,,72.9824561403509,,68.3962264150943,,0.135317997293629,,48.1662591687042,,
10/28/2017,,-505.0,-284.0,-0.489396411092985,-556.0,-755.55,,,3.91566265060241,,-9.12698412698413,,16.6768478924863,,-8.11881188118812,,
02/03/2018,,-506.0,-180.56,15.6601030791595,182.0,-180.0115,,,78.0185758513932,,100.0,,-0.307110796125668,,56.3241106719368,,
05/05/2018,,-35.0,-483.25,1.22549019607843,-424.0,-543.29,,,-12.3076923076923,,-3.68663594470046,,-3.5532994923858,,-1300.0,,
08/04/2018,,,,,-508.0,-402.14,,,,,,,,,,,
11/03/2018,,,,,-950.0,-829.13,,,,,,,,,,,
