Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1237.894043,1224.973022,,,,12.921,0.0,0.0,-307.636993,300.052994,233.104996,66.947998,7.584,,930.25705,-480.153015,66.527,107.198997,48.453999,257.972992,450.104004,-114.455995,,,1.508,,137.218994,131.029007,-1.047,7.237,-21.254999,335.648009,-115.671997,219.975998,0.0,,,219.976012,0.0,219.975998,-15.398,,204.577998,204.577998,,176.151001,1.16,1.16,1.16,176.151001,1.16,1.16,1.16,
12/31/1992,1004.017029,980.900024,,,,23.117001,0.0,0.0,-265.94101,250.791004,197.283005,53.507999,15.15,,738.076019,-535.109009,82.950996,107.071999,51.842999,293.243011,202.966995,-104.423005,,,1.544,,136.811005,128.664001,-1.059,9.206,-30.844,98.54399,-27.23,71.314003,0.0,,,71.31399,0.0,71.314003,-15.634,,55.680003,55.680003,,175.136993,0.32,0.32,0.32,175.136993,0.32,0.32,0.32,
03/31/1993,926.411987,897.265991,,,,29.146,0.0,0.0,-233.748001,217.917995,161.104996,56.813,15.83,,692.663986,-468.13501,66.383003,110.129997,48.41,243.212006,224.529007,-111.268007,,,2.152,,128.807007,123.719002,-1.526,6.614,-15.387,113.261,-41.362999,71.898003,-93.841007,,,165.739008,0.0,165.738998,-14.585,,151.153998,151.153998,,175.108994,0.86,0.32,0.32,175.108994,0.86,0.32,0.32,
06/30/1993,1070.102051,1051.484009,,,,18.618,0.0,0.0,-260.681,249.425995,170.705994,78.720001,11.255,,809.421051,-477.921997,81.328003,109.092003,48.633999,238.867996,331.498993,-109.678999,,,2.174,,131.779999,123.110001,-1.495,10.165,-19.927,221.819994,-76.565002,145.255005,0.0,,,145.254992,0.0,145.255005,-14.395,,130.860004,130.860004,,174.746002,0.75,0.75,0.75,174.746002,0.75,0.75,0.75,
09/30/1993,1410.95105,1397.006958,,,,13.944,0.0,0.0,-378.606995,369.639999,296.960999,72.679001,8.967,,1032.344055,-522.372986,74.022003,110.676003,48.598999,289.075989,509.971008,-111.330006,,,1.451,,128.712006,121.502998,-0.953,8.162,-15.931,398.641002,-151.227005,247.414001,0.0,,,247.413997,0.0,247.414001,-13.984,,233.430001,233.430001,,174.533997,1.34,1.34,1.34,174.533997,1.34,1.34,1.34,
12/31/1993,1077.873047,1048.588989,,,,29.284,0.0,0.0,-322.709991,302.145005,232.287003,69.858002,20.565001,,755.163056,-576.65802,84.932999,113.608002,53.507999,324.609009,178.505005,-112.776002,,,2.272,,123.871002,120.467003,-1.504,4.908,-8.823,65.729003,-15.648,50.081001,0.0,,,50.081003,0.0,50.081001,-13.595,,36.486001,36.486001,,175.169998,0.21,0.21,0.21,175.169998,0.21,0.21,0.21,
03/31/1994,1406.03894,1340.251953,,,,54.078999,0.0,11.708,-439.523987,439.523994,314.727997,124.795998,,,966.514954,-679.09198,,160.809006,72.851997,445.431,287.423004,-153.996005,,,3.535,,171.893005,160.395004,-2.642,14.14,-14.362,133.426999,-41.75,91.677002,0.0,,,91.676999,0.0,91.677002,-20.941999,,70.735003,70.735003,,230.585007,0.31,0.31,0.31,230.585007,0.31,0.31,0.31,
06/30/1994,1586.297974,1551.672974,,,,22.766001,0.0,11.859,-467.544006,467.543999,357.710999,109.833,,,1118.753967,-703.065979,,160.856003,70.067001,472.143005,415.687988,-161.172005,,,3.135,,167.783005,158.865997,-2.527,11.444,-3.476,254.515984,-89.752998,164.763,0.0,,,164.762985,0.0,164.763,-20.426001,,144.337,144.337,,229.440994,0.63,0.63,0.63,229.440994,0.63,0.63,0.63,
09/30/1994,1805.524048,1776.982056,,,,17.107,0.0,11.435,-502.886993,502.886986,430.717987,72.168999,,,1302.637054,-835.231018,,166.386993,71.445999,597.39801,467.406006,-170.246997,,,2.603,,169.949997,160.927994,-2.228,11.25,2.9,297.159009,-133.654007,163.505005,0.0,,,163.505002,0.0,163.505005,-20.306,,143.199005,143.199005,,227.470993,0.63,0.63,0.63,227.470993,0.63,0.63,0.63,
12/31/1994,1165.428955,1128.862061,,,,25.01,0.0,11.557,-387.345001,387.34499,343.23999,44.105,,,778.083954,-747.89502,,168.843994,69.869003,509.182007,30.188999,-160.007994,,,2.63,,168.330994,170.871994,-2.541,,-5.693,-129.818995,133.432999,3.614,0.0,,,3.614004,0.0,3.614,-20.044001,,-16.430001,-16.430001,,227.395996,-0.07,-0.07,-0.07,227.395996,-0.07,-0.07,-0.07,
03/31/1995,1337.400024,1277.48999,,,,40.669998,0.0,19.24,-371.468994,371.468994,288.959991,82.509003,,,965.93103,-707.48999,,170.479996,76.635002,460.375,258.44101,-147.373996,,,2.494,,167.423996,160.630997,-2.197,8.99,-17.556,111.067013,-36.240002,74.827003,-35.415001,,,110.242013,0.0,110.241997,-19.85,,90.391996,90.391996,,227.414993,0.4,0.244,0.244,227.414993,0.4,0.244,0.244,
06/30/1995,1572.06897,1539.160034,,,,20.118,0.0,12.791,-405.235992,405.236008,312.803009,92.432999,,,1166.832977,-721.041016,,169.557007,73.872002,477.612,445.791992,-153.236006,,,2.353,,164.697006,161.042007,-2.007,5.662,-9.108,292.555986,-110.803001,181.753006,0.0,,,181.752984,0.0,181.753006,-19.049999,,162.703007,162.703007,,227.748001,0.71,0.71,0.71,227.748001,0.71,0.71,0.71,
09/30/1995,1937.454956,1910.286987,,,,15.073,0.0,12.095,-572.013,572.013008,464.751007,107.262001,,,1365.441956,-739.258972,,176.093002,76.209,486.957001,626.182983,-164.279,,,2.206,,162.084,157.759995,-1.978,6.302,4.401,461.903984,-178.330994,283.572998,0.0,,,283.57299,0.0,283.572998,-20.455,,263.117998,263.117998,,227.751007,1.16,1.16,1.16,227.751007,1.16,1.16,1.16,
12/31/1995,1427.504028,1394.203979,,,,28.131001,0.0,5.169,-403.766998,403.766998,329.375,74.391998,,,1023.73703,-784.887024,,174.710999,73.209999,536.966003,238.850006,-205.660992,,,2.576,,165.026993,154.417999,-2.186,12.795,43.209999,33.189014,-10.808,22.381001,0.0,,,22.381014,0.0,22.381001,-18.614,,3.767001,3.767001,,227.759995,0.01,0.01,0.015,227.759995,0.01,0.01,0.015,
03/31/1996,1598.991943,1413.067993,,,,57.473,0.0,128.451004,-533.921021,533.921005,375.764008,158.156998,,,1065.070923,-722.66803,,194.567001,88.971001,439.130005,342.403015,-363.714003,,,2.558,,182.552002,172.843002,-2.138,11.847,183.720001,-21.310988,-47.68,-68.990997,0.0,,,-68.990988,0.0,-68.990997,-18.080999,,-87.071997,-87.071997,,227.781006,-0.38,-0.38,-0.38,227.781006,-0.38,-0.38,-0.38,
06/30/1996,1852.525024,1674.609985,,,,28.990999,0.0,148.923996,-594.702026,594.702011,405.549011,189.153,,,1257.822998,-757.80603,,195.100006,89.942001,472.764008,500.016998,-165.843008,,,2.796,,182.473007,174.703995,-2.329,10.098,-13.834,334.173991,-127.473,206.701004,0.0,,,206.700991,0.0,206.701004,-18.378,,188.323004,188.323004,,228.035995,0.83,0.83,0.83,228.035995,0.83,0.83,0.83,
09/30/1996,2138.272949,1966.968994,,,,21.402,0.0,149.901993,-705.593018,705.592987,527.768982,177.824005,,,1432.679932,-832.976013,,196.936996,90.571999,545.46698,599.703979,-105.195994,,,2.399,,179.983994,164.794998,-2.032,17.221001,-72.389,494.507986,-193.395004,301.113007,0.0,,,301.112982,0.0,301.113007,-21.233,,279.880007,279.880007,,228.604004,1.22,1.22,1.22,228.604004,1.22,1.22,1.22,
12/31/1996,1573.735962,1396.292969,,,,26.59,0.0,150.852997,-506.412994,506.41301,326.803009,179.610001,,,1067.322968,-830.726013,,204.343994,83.785004,542.596985,236.597,-127.449003,,,2.198,,170.229004,162.190002,-1.848,9.887,-40.582001,109.147997,-52.611,56.536999,0.0,,,56.536997,0.0,56.536999,-17.641001,,38.895998,38.895998,,231.889999,0.17,0.17,0.18,231.889999,0.17,0.17,0.18,
03/31/1997,2045.753052,1451.925049,,,,57.495998,0.0,536.33197,-819.703979,819.70401,398.742004,420.962006,,,1226.049072,-853.830994,,228.029007,92.990997,532.810974,372.217987,-174.531993,,,3.033,,194.957993,185.490005,-2.437,11.905,-17.393,197.685994,-67.028999,130.656998,0.0,,,130.656995,0.0,130.656998,-20.895,,109.761997,109.761997,,235.132996,0.47,0.47,0.47,235.229996,0.47,0.47,0.47,
06/30/1997,2178.090088,1502.741943,,,,23.025,0.0,652.322998,-809.504028,809.504028,339.778015,469.726013,,,1368.58606,-934.698975,,241.285995,90.205002,603.208008,433.886993,-181.759004,,,3.035,,214.018005,205.309998,-2.44,11.148,-29.224001,252.127989,-88.838997,163.289001,0.0,,,163.288992,0.0,163.289001,-17.013,,146.276001,146.276001,,238.578003,0.61,0.61,0.61,238.639008,0.61,0.61,0.61,
09/30/1997,2797.586914,1998.057983,,,,17.516001,0.0,782.013,-1165.745972,1165.746002,509.532013,656.213989,,,1631.840942,-959.223999,,246.735992,92.233002,620.255005,672.617004,-457.211998,,,1.777,,223.994995,208.908997,-1.455,16.541,234.994003,215.405006,-117.375,98.029999,0.0,,,98.030006,0.0,98.029999,-17.087999,,80.941999,80.941999,,242.171997,0.33,0.33,1.05,242.171997,0.33,0.33,1.05,
12/31/1997,2540.291016,1586.105957,,,,39.307999,0.0,914.877014,-1200.897949,1200.898011,428.989014,771.908997,,,1339.393067,-960.95697,,263.957001,90.010002,606.98999,378.436005,-250.095995,,,2.212,,207.981995,197.557007,-1.605,12.03,44.326,128.34001,-198.098007,-69.758003,0.0,,,-69.757997,0.0,-69.758003,-19.539,,-89.297003,-89.297003,,234.992004,-0.38,-0.38,0.12,234.992004,-0.38,-0.38,0.12,
03/31/1998,2313.092041,1320.052002,,,,50.424999,0.0,942.61499,-1127.636963,1127.637024,348.963013,778.674011,,,1185.455078,-899.947998,,252.457993,95.793999,551.695984,285.506989,-165.876004,,,2.349,,199.798004,191.576004,-1.88,10.102,-31.573,119.630984,-48.398998,71.232002,0.0,,,71.231986,0.0,71.232002,-22.954,,48.278002,48.278002,,245.919998,0.2,0.2,0.2,246.188171,0.2,0.2,0.2,
06/30/1998,2508.813965,1502.357056,,,,24.188,0.0,982.268982,-1136.118042,1136.117981,327.854004,808.263977,,,1372.695923,-899.986023,,245.089005,90.318001,564.578979,472.709991,-181.199,,,3.274,,202.681,191.309998,-2.682,14.053,-18.208,291.510992,-66.582001,224.929001,0.0,,,224.928991,0.0,224.929001,-20.653999,,204.275002,204.275002,,246.451996,0.83,0.83,0.829987,246.501007,0.83,0.83,0.83,
09/30/1998,4587.446777,2032.463013,,,,17.003,0.0,2537.980957,-3003.918945,3003.919006,579.960999,2423.958008,,,1583.527832,-992.85498,,256.375,91.032997,645.447021,590.672974,-236.830002,,,4.027,,190.927002,182.899002,-3.453,11.481,49.93,353.842971,-77.838997,276.003998,0.0,,,276.003974,0.0,276.003998,-25.018,,250.985998,250.985998,,246.615997,1.02,1.02,1.02,246.772995,1.02,1.02,1.02,
12/31/1998,2085.418945,1281.449951,,,,23.739,0.0,780.22998,-1023.797974,1023.797974,449.25,574.547974,,,1061.620972,-898.656006,,231.007004,85.008003,582.640991,162.964996,167.042005,,,2.815,,196.481003,169.815994,-2.746,29.410999,-360.708008,330.007001,-73.915001,256.09201,0.0,,,256.092,0.0,256.09201,-20.562,,235.53001,235.53001,,246.595993,0.96,0.96,0.96,246.994003,0.96,0.96,0.96,
03/31/1999,1639.921997,1238.583008,,,,37.730999,0.0,363.608002,-776.771973,776.772003,402.972992,373.799011,,,863.150024,-659.715027,,197.042007,83.066002,379.605011,203.434998,-80.647003,,,5.411,,126.593002,122.530998,-4.479,8.541,-40.535,122.787995,-45.173,77.614998,0.0,,,77.614995,0.0,77.611,-15.434,,62.177,62.177,,246.578995,0.25,0.25,0.21,246.716003,0.25,0.25,0.21,
06/30/1999,2316.404053,1613.135986,,,,22.149,0.0,681.119019,-1167.697998,1167.698029,490.871002,676.827026,,,1148.706055,-774.755005,,177.181,83.052727,514.520996,373.950989,-73.049995,,,7.348,,151.179993,120.164001,-5.926,36.942001,-70.781998,300.900994,-86.432999,214.468002,0.0,,,214.467995,0.0,214.468002,-14.691,,199.777002,199.777002,,246.796005,0.81,0.81,0.72,247.207001,0.81,0.81,0.72,
09/30/1999,3064.534912,2019.512939,,,,18.441,0.0,1026.581055,-1724.06604,1724.065979,584.210999,1139.85498,,,1340.468872,-738.755981,,173.188004,93.028,472.540009,601.713013,-90.047002,,,7.877,,123.470001,116.612999,-6.064,12.921,-25.546,511.666011,-210.796997,300.868988,0.0,,,300.869014,0.0,300.867188,-14.648,,286.219188,286.219188,,246.253998,1.16,1.16,1.15,246.386993,1.16,1.16,1.15,
12/31/1999,1752.366943,1400.182007,,,,32.034,0.0,320.151001,-856.822998,856.823013,604.820007,252.003006,,,895.543945,-822.989014,,197.457993,80.137001,545.395996,72.555,-37.377006,,,8.655,,135.518005,117.569,-6.116,24.066999,-89.486,35.177995,-14.264,20.914,0.0,,,20.913995,0.0,20.914,-16.632,,4.282,4.282,,240.931,0.02,0.02,0.08,240.931,0.02,0.02,0.08,
03/31/2000,1811.491943,1352.895996,,,,45.881001,0.0,412.714996,-867.297974,867.298004,497.753998,369.544006,,,944.19397,-657.588989,,178.276001,79.616997,399.696014,286.605011,-90.659996,,,7.695,,127.853996,113.658997,-6.088,20.283001,-29.499001,195.945015,-82.824997,113.120003,0.0,,,113.120018,0.0,113.120003,-14.259,,98.861003,98.861003,,236.608002,0.42,0.42,0.48,236.671997,0.42,0.42,0.48,
06/30/2000,2137.788086,1664.687988,,,,28.396,0.0,444.70401,-966.95697,966.957001,464.436005,502.520996,,,1170.831116,-737.29303,,178.748993,83.540001,475.003998,433.537994,-33.193001,,,8.041,,135.942001,118.461998,-5.889,23.368999,-94.708,400.344994,-149.863007,250.481995,0.0,,,250.481987,0.0,250.481995,-13.29,,237.191995,237.191995,,228.097,1.04,1.04,0.98,228.097,1.04,1.04,0.98,
09/30/2000,3431.554932,2385.086914,,,,21.815001,0.0,1024.652954,-1952.927002,1952.927002,794.781982,1158.14502,,,1478.62793,-884.791016,,188.966995,103.188004,592.635986,593.836975,-74.512007,,,9.163,,137.264008,121.463997,-6.776,22.576,-53.589001,519.324968,-207.927002,311.39801,0.0,,,311.397966,0.0,311.39801,-11.464,,299.934011,299.934011,,222.158997,1.35,1.35,1.35,224.352005,1.34,1.34,1.34,
12/31/2000,2635.313,1817.015,,,,69.77999,0.0,748.5181,-1521.534,1521.5341,888.863,632.6711,,,1113.779,-882.177,,200.133,103.9988,578.046,231.6021,-138.542008,,,7.122999,,137.532,123.486,-5.361001,19.407,8.133007,93.060092,-38.30598,54.75398,0.0,,,54.754112,0.0,54.75398,-11.446,,43.30798,43.30798,,219.5823,0.2,0.2,0.32,223.9194,0.19,0.19,0.31,
03/31/2001,2652.427,1872.545,,,,110.384,0.0,669.498,-1489.742,1489.742,1125.863,363.879,,,1162.685,-801.718,,203.077,102.463,496.178,360.967,-86.958,,,4.943,,172.946,128.971,-3.939,47.914,-81.045,274.009,-108.429,165.58,0.0,,,165.58,0.0,165.58,-11.425,,154.155,154.155,,219.917,0.7,0.7,0.76,223.786,0.69,0.69,0.75,
06/30/2001,2506.275,1990.838,,,,30.548,0.0,484.889,-1271.514,1271.514,1025.619,245.895,,,1234.761,-754.212,,183.372,89.662,481.178,480.549,-64.415,,,6.644,,176.626,130.732,-5.492,51.386,-105.567,416.134,-165.842,250.292,0.0,,,250.292,0.0,250.292,-11.386,,238.906,238.906,,221.114,1.08,1.08,1.08,225.706,1.06,1.06,1.06,
09/30/2001,2576.889,1986.338,,,,18.212,0.0,572.339,-1204.512,1204.512,925.452,279.06,,,1372.377,-764.721,,127.65,103.593,533.478,607.656,-100.193,,,7.672,,204.835,126.67,-6.287,84.452,-96.97,507.463,-185.3,322.163,0.0,,,322.163,0.0,322.163,-9.679,,312.484,312.484,,221.676,1.41,1.41,1.26,224.83,1.39,1.39,1.24,
12/31/2001,1885.307,1395.107,,,,26.758,0.0,463.442,-737.342,737.342,604.745,132.597,,,1147.965,-1023.8,,206.933,104.132,712.735,124.165,-120.219,,,6.95,,166.733,158.547,-5.701,13.887,-39.564,3.946,3.88,7.826,-23.482,,,31.308,0.0,31.308,-10.657,,20.651,20.651,,221.05,0.09,-0.01,0.18,224.584,0.09,-0.01,0.18,
03/31/2002,1860.834,1401.009,,,,46.377,0.0,413.448,-638.347,638.347,468.861,169.486,,,1222.487,-1278.157,,205.124,102.37,970.663,-55.67,-43.211,,,6.682,,138.076,123.527,-5.638,20.187,-88.183,-98.881,25.898,-72.983,0.0,,,-72.983,0.0,-72.983,-5.94,,-78.923,-78.923,,221.943,-0.36,-0.36,0.8,226.166,-0.36,-0.36,0.8,
06/30/2002,2096.581,1686.758,,,,24.982,0.0,384.841,-704.931,704.931,471.413,233.518,0.0,,1391.65,-905.491,,205.876,82.194,617.421,486.159,-90.04,,,8.323,,144.713,121.393,-6.291,29.611,-46.35,396.119,-148.534,247.585,0.0,,,247.585,0.0,247.585,-5.932,,241.653,241.653,,224.331,1.08,1.08,1.19,228.848,1.06,1.06,1.17,
09/30/2002,2468.875,2037.957,,,,18.953,0.0,411.965,-894.689,894.689,672.217,222.472,,,1574.186,-910.497,,214.408,107.189,588.9,663.689,-68.211,,,8.726,,156.326,131.905,-6.548,30.969,-79.389,595.478,-228.678,366.8,0.0,,,366.8,0.0,366.8,-5.924,,360.876,360.876,,223.714,1.61,1.61,1.52,227.054,1.59,1.59,1.5,
12/31/2002,1878.746,1520.692,,,,35.04,0.0,323.014,-748.963,748.963,542.106,206.857,,,1129.783,-1019.372,,213.774,88.709,716.889,110.411,-86.117,,,7.928,,159.318,130.779,-6.059,34.598,-65.273,24.294,57.377,81.671,0.0,,,81.671,0.0,81.671,-5.916,,75.755,75.755,,222.191,0.34,0.34,0.35,226.639,0.33,0.33,0.34,
03/31/2003,2037.723,1601.738,,,,80.238,0.0,355.747,-756.739,756.739,388.04,368.699,,,1280.984,-917.581,,211.046,97.737,608.798,363.403,47.016,,,7.286,,129.771,117.737,-5.719,17.753,-169.501,410.419,-152.418,258.001,-142.922,,,400.923,0.0,400.923,-5.916,,395.007,395.007,,223.673,1.77,1.13,1.15,228.231,1.73,1.1,1.12,
06/30/2003,2353.908936,1925.94104,,,,33.698002,0.0,394.269989,-943.031006,943.031006,496.014008,447.016998,0.0,,1410.87793,-949.302002,,205.445999,100.504997,643.351013,461.575989,-124.225994,,,9.74,,130.733994,121.935997,-7.449,16.247,3.232,337.349995,-125.833,211.516998,0.0,,,211.516995,0.0,211.516998,-5.876,0.0,205.640998,205.640998,,226.608994,0.91,0.91,1.2,231.578995,0.89,0.89,1.17,
09/30/2003,2700.125,2235.618,,,,25.866,0.0,438.641,-1125.483,1125.483,596.046,529.437,,,1574.642,-955.637,,220.667,105.36,629.61,619.005,-26.539,,,9.936,,128.546,118.46,-7.968,18.054,-92.071,592.466,-220.816,371.65,0.0,,,371.65,0.0,371.65,-5.876,,365.774,365.774,,228.106,1.6,1.6,1.6,232.515,1.57,1.57,1.57,
12/31/2003,2103.161,1633.878,,,,46.373,0.0,422.91,-866.465,866.465,507.116,359.349,,,1236.696,-1228.468,,213.344,102.058,913.066,8.228,-44.998,,,15.747,,117.276,113.704,-12.055,15.627,-56.531,-36.77,8.993,-27.777,5.848,,,-33.625,0.0,-33.625,-5.855,0.0,-39.48,-39.48,,228.759,-0.17,-0.14,0.38,233.361,-0.17,-0.14,0.38,
03/31/2004,2251.549,1701.327,,,,83.816,0.0,466.406,-985.944,985.944,550.127,435.817,,,1265.605,-886.771,,210.648,97.303,578.82,378.834,-59.821,,,7.463,,120.521,119.46,-5.154,6.215,-53.237,319.013,-105.997,213.016,0.0,,,213.016,0.0,213.016,-5.855,,207.161,207.161,,230.265,0.9,0.9,0.9,234.979,0.88,0.88,0.88,
06/30/2004,2485.097,1952.049,,,,38.146,0.0,494.902,-1043.807,1043.807,488.368,555.439,0.0,,1441.29,-946.978,,215.64,103.283,628.055,494.312,-57.106,,,8.016,,124.804,116.211,-4.97,13.563,-59.682,437.206,-166.195,271.011,0.0,,,271.011,0.0,271.011,-5.829,0.0,265.182,265.182,,228.715,1.16,1.16,1.16,232.775,1.14,1.14,1.14,
09/30/2004,2963.581055,2389.275879,,,,33.627998,0.0,540.677002,-1404.883057,1404.882996,805.885986,598.997009,,,1558.697998,-987.226013,,236.324997,112.568001,638.333008,571.471985,-108.648998,,,13.093,,111.973999,113.488998,-8.394,6.879,9.768,462.822987,-174.776001,288.046997,0.0,,,288.046986,0.0,288.046997,-5.803,,282.243997,282.243997,,226.882996,1.24,1.24,1.41,231.128006,1.22,1.22,1.39,
12/31/2004,4846.994,3779.852,,,,105.816,,961.326,-2265.582,2265.582,1287.654,977.928,,,2581.412,-2163.518,1304.644,465.96,193.466,199.448,417.894,-258.068,,,22.02,69.482,243.448,228.448,-14.444,29.444,106.122,159.826,162.122,321.948,,,,321.948,,321.948,-12.074,,309.874,309.874,,443.300706,1.4,1.4,1.4,452.437296,1.36,1.36,1.36,
