Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1992,299.571014,9.659,9.659,0.0,51.147999,,,,19.712,,,,,13.324,,,,,93.843002,197.858002,,,1.25,,,6.62,,,,,6.62,205.728002,,13.587,13.587,,,,22.138,,,,,,33.191,,,33.191,68.916,40.377998,,,,,13.277,,,,13.277,53.654999,122.570999,0.0,123.400002,,,0.0,,53.599998,177.0,0.0,177.0,299.570999,
09/30/1992,309.427002,14.783,14.783,0.0,53.592999,,,,20.910999,,,,,12.3,,,,,101.586998,199.218994,325.661987,-126.443001,1.24,,,7.381,,,,,7.381,207.839994,,16.322001,16.322001,,,,23.23,,,,,,26.164002,,,26.164002,65.716003,46.845001,,,,,12.068,,,,12.068,58.913001,124.629004,0.0,127.300003,,,0.0,,57.498001,184.798004,0.0,184.798004,309.427008,
12/31/1992,333.79599,30.809,30.809,0.0,54.201,,,,21.027,,,,,17.417,,,,,123.454002,201.106003,,,1.229,,,8.007,,,,,8.007,210.342003,,18.513,18.513,,,,12.796,,,,,,23.490999,,,23.490999,54.799999,74.425003,,,,,11.144,,,,11.144,85.569003,140.369002,0.0,135.098999,,,-4.508,,62.835999,193.426998,0.0,193.426998,333.796,
03/31/1993,339.200989,25.556999,25.556999,0.0,62.396,,,,21.434,,,,,15.843,,,,,125.230003,204.658005,,,1.217,,,8.096,,,,,8.096,213.971004,,17.622999,17.622999,,,,11.238,,,,,,25.557,,,25.557,54.417999,70.250999,,,,,11.332,,,,11.332,81.582999,136.000998,0.0,138.746002,,,-4.508,,68.962002,203.200005,0.0,203.200005,339.201003,
06/30/1993,372.777008,29.861,29.861,0.0,68.365997,,,,20.205,,,,,16.732,,,,,135.164001,228.149002,,,1.204,,,8.26,,,,,8.26,237.613002,,18.351999,18.351999,,,,21.878,,,,,,28.728001,,,28.728001,68.958,73.052002,,,,,11.832,,,,11.832,84.884002,153.842002,0.0,146.285004,,,-4.508,,77.158001,218.935005,0.0,218.935005,372.777007,
09/30/1993,426.821991,63.051998,63.051998,0.0,88.838997,,,,19.971001,,,,,16.322001,,,,,188.184006,230.824005,371.391998,-140.567993,0.0,,,7.814,,,,,7.814,238.638005,,37.261002,37.261002,,,,11.763,,,,,,31.230995,,,31.230995,80.254997,68.874001,,,,,10.007,,,,10.007,78.881001,159.135998,0.0,180.509003,,,-3.283,,90.460002,267.686005,0.0,267.686005,426.822003,
12/31/1993,420.332001,54.862,54.862,0.0,92.447998,,,,19.485001,,,,,16.228001,,,,,183.022995,226.544998,,,0.0,,,10.764,,,,,10.764,237.308998,,25.525,25.525,,,,11.862,,,,,,29.289002,,,29.289002,66.676003,67.003998,,,,,10.598,,,,10.598,77.601997,144.278,0.0,183.246002,,,-3.283,,96.090999,276.054001,0.0,276.054001,420.332001,
03/31/1994,418.253998,59.263998,58.363998,0.9,83.061996,,,,18.740999,,,,,12.893,,,,,173.960007,228.479996,,,0.0,,,15.814,,,,,15.814,244.293996,,17.687,17.687,,,,11.768,,,,,,33.991999,,,33.991999,63.446999,62.598,,,,,9.509,,,,9.509,72.106999,135.553998,0.0,184.649994,,,-3.283,,101.333003,282.699997,0.0,282.699997,418.253995,
06/30/1994,409.867004,40.831,15.178,25.653,78.796997,,,,14.017,,,,,14.519,,,,,148.164001,226.253006,,,28.309999,,,7.14,,,,,7.14,261.703005,,18.982,18.982,,,,11.518,,,,,,44.154999,,,44.154999,74.654999,61.441002,,,,,7.955,,,,7.955,69.396002,144.051001,0.0,191.548004,,,-3.283,,77.550998,265.816002,0.0,265.816002,409.867002,
09/30/1994,490.27301,45.232001,22.563,22.669001,102.069,,,,15.029,,,,,15.745,,,,,178.074997,283.140991,469.596985,-186.455994,20.266001,,,8.791,,,,,8.791,312.197992,,34.189999,34.189999,,,,23.038,,,,,,43.599004,,,43.599004,100.827003,61.879002,,,,,10.143,,,,10.143,72.022002,172.849005,0.0,226.757004,,,-3.095,,93.762,317.424004,0.0,317.424004,490.273009,
12/31/1994,486.953003,32.318,9.008,23.309999,110.705002,,,,15.721,,,,,16.570999,,,,,175.315002,292.10199,,,9.515,,,10.021,,,,,10.021,311.63799,,31.829,31.829,,,,16.954,,,,,,45.624996,,,45.624996,94.407997,58.220001,,,,,11.214,,,,11.214,69.434001,163.841998,0.0,230.410995,,,-4.794,,97.493997,323.110992,0.0,323.110992,486.952991,
03/31/1995,526.731018,15.965,14.2,1.765,120.410004,,,,15.986,,,,,20.396999,,,,,172.757996,333.044006,,,11.508,,,9.421,,,,,9.421,353.973006,,46.169998,46.169998,,,,28.346001,,,,,,47.312004,,,47.312004,121.828003,54.567001,,,,,12.191,,,,12.191,66.758001,188.586004,0.0,234.369003,,,-4.794,,108.570001,338.145004,0.0,338.145004,526.731009,
06/30/1995,557.328003,17.752,15.464,2.288,126.387001,,,,16.4,,,,,27.483,,,,,188.022003,349.365997,,,10.569,,,9.371,,,,,9.371,369.305998,,43.941002,43.941002,,,,37.214001,,,,,,57.042004,,,57.042004,138.197006,53.68,,,,,12.834,,,,12.834,66.514,204.711006,0.0,238.257004,,,-4.794,,119.154001,352.617004,0.0,352.617004,557.328011,
09/30/1995,583.520996,15.334,12.038,3.296,132.481995,,,,14.079,,,,,21.549999,,,,,183.445007,383.713013,596.062988,-212.350006,9.645,,,6.718,,,,,6.718,400.076013,,53.890999,53.890999,,,,41.841999,,,,,,54.819996,,,54.819996,150.552994,51.478001,,,,,12.74,,,,12.74,64.218001,214.770995,0.0,237.768997,,,-4.794,,135.775003,368.75,0.0,368.75,583.520995,
12/31/1995,598.104004,16.519001,6.754,9.765,128.959,,,,16.635,,,,,18.726,,,,,180.839005,396.85199,,,10.808,,,9.605,,,,,9.605,417.264989,,42.765999,42.765999,,,,45.859001,,,,,,56.294998,,,56.294998,144.919998,57.271,,,,,11.383,,,,11.383,68.654,213.573998,0.0,241.132996,,,-4.794,,148.191003,384.529999,0.0,384.529999,598.103997,
03/31/1996,633.396973,12.922,2.98,9.942,134.237,,,,17.666,,,,,23.027,,,,,187.852005,422.783997,,,10.551,,,12.21,,,,,12.21,445.544996,,39.001999,39.001999,,,,46.145,,,,,,60.526005,,,60.526005,145.673004,60.568001,,,,,22.316999,,,,22.316999,82.885,228.558004,0.0,244.791,,,-4.794,,164.842004,404.839005,0.0,404.839005,633.397009,
06/30/1996,844.309998,114.915004,103.660004,11.255,178.419006,,,,16.861,,,,,26.924999,,,,,337.119995,479.972992,,,10.969,,,16.247999,,,,,16.247999,507.189991,,50.894001,50.894001,,,,22.037001,,,,,,78.779997,,,78.779997,151.710999,232.369995,,,,,24.645,,,,24.645,257.014996,408.725994,0.0,258.747009,,,0.0,,176.837006,435.584015,0.0,435.584015,844.310009,
09/30/1996,871.273987,104.026997,95.866997,8.16,172.720001,,,,18.528,,,,,33.258999,,,,,328.533997,511.203003,762.073975,-250.871002,11.839,,,19.698,,,,,19.698,542.740003,,64.955002,64.955002,,,,17.973,,,,,,73.514991,,,73.514991,156.442993,229.503998,,,,,27.504999,,,,27.504999,257.008997,413.45199,0.0,259.742004,,,-3.164,,201.244002,457.822006,0.0,457.822006,871.273996,
12/31/1996,938.713989,92.11,86.681,5.429,169.313995,,,,20.114,,,,,26.594999,,,,,308.132996,592.922974,852.898987,-259.976013,14.969,,,22.688999,,,,,22.688999,630.580973,,50.185001,50.185001,,,,17.025,,,,,,88.681997,,,88.681997,155.891998,231.054993,,,,,35.049999,,,,35.049999,266.104992,421.99699,0.0,295.390015,,,-3.164,,224.490996,516.71701,0.0,516.71701,938.714001,
03/31/1997,1006.710999,74.045002,68.093002,5.952,201.886993,,,,20.0,,,,,27.76,,,,,323.691986,639.310974,920.583008,-281.272003,0.0,,,43.708,,,,,43.708,683.018974,,144.214005,144.214005,,,,2.29,,,,,,20.139993,,,20.139993,166.643997,230.496994,,,,,35.848999,,,,35.848999,266.345993,432.98999,0.0,336.585999,,,-3.164,,240.298995,573.720993,0.0,573.720993,1006.710983,
06/30/1997,1130.594971,19.858,13.883,5.975,213.218994,,,,23.294001,,,,,26.295,,,,,282.665985,799.156982,1095.498047,-296.341003,24.474001,,,24.298,,,,,24.298,847.928984,,158.205002,158.205002,,,,69.940002,,,,,,9.205994,,,9.205994,237.350998,232.830002,,,,,36.279999,,,,36.279999,269.110001,506.460999,0.0,355.57901,,,-3.164,,271.718993,624.134003,0.0,624.134003,1130.595001,
09/30/1997,1234.232056,11.044,3.919,7.125,244.955994,,,,21.372,,,,,28.455999,,,,,305.828003,861.393005,1176.993042,-315.600006,42.278999,,,24.732,,,,,24.732,928.404005,,86.092003,86.092003,,,,43.026001,,,,,,105.83799,,,105.83799,234.955994,229.507004,,,,,41.925999,,,,41.925999,271.433002,506.388996,0.0,401.983002,,,-2.164,,328.023985,727.842987,0.0,727.842987,1234.231983,
03/31/1998,1309.718018,7.561,1.032,6.529,219.697998,,,,24.101,,,,,26.294001,,,,,277.653992,972.893982,1324.155029,-351.260986,33.185001,,,25.985001,,,,,25.985001,1032.063984,,162.718994,162.718994,,,,36.120998,,,,,,19.149006,,,19.149006,217.988998,222.268005,,,,,51.347,,,,51.347,273.615005,491.604004,0.0,421.085999,,,-3.164,,400.192015,818.114014,0.0,818.114014,1309.718018,
06/30/1998,1385.395996,8.578,3.109,5.469,202.151001,,,,22.858999,,,,,29.629,,,,,263.21701,1063.390991,1432.212036,-368.821014,24.198999,,,34.589001,,,,,34.589001,1122.178991,,157.098999,157.098999,,,,16.15,,,,,,80.118998,,,80.118998,253.367996,215.720993,,,,,69.191002,,,,69.191002,284.911995,538.279991,0.0,422.459991,,,-3.164,,427.820006,847.115997,0.0,847.115997,1385.395988,
09/30/1998,1411.949951,12.799,3.737,9.062,180.136002,,,,28.204,,,,,29.625,,,,,250.764008,1120.265015,1507.108032,-386.842987,9.33,,,31.591,,,,,31.591,1161.186014,,144.490997,144.490997,,,,76.172997,,,,,,16.792,,,16.792,237.455994,217.431,,,,,106.028,,,,106.028,323.459,560.914993,0.0,407.407013,,,-4.817,,448.444991,851.035004,0.0,851.035004,1411.949997,
12/31/1998,1450.241943,23.449999,16.747999,6.702,174.304001,,,,25.74,,,,,42.021,,,,,265.515015,1127.154053,1528.708008,-401.553986,23.889999,,,33.682999,,,,,33.682999,1184.727051,,58.534,58.534,,,,85.893997,,,,,,99.930004,,,99.930004,244.358002,217.033997,,,,,121.380997,,,,121.380997,338.414993,582.772995,0.0,404.700012,,,-4.817,,467.586012,867.469025,0.0,867.469025,1450.24202,
03/31/1999,1700.1,313.862,300.08,13.782,123.671,,,,25.972,25.972,0.0,0.0,,37.795,,,,,501.3,1099.17,1507.8,-408.63,33.833,,,65.793,0.0,,,,65.793,1198.796,,39.686,39.686,,,,11.642,,,,,,97.869,,,97.869,149.197,537.967,,,,,127.01,,,,127.01,664.977,814.174,0.0,404.981,,,-4.817,,485.758,885.922,0.0,885.922,1700.096,
06/30/1999,1853.01,307.423,286.215,21.208,105.688,,,,24.447,24.447,0.0,0.0,,56.851,,,,,494.409,1212.4,1638.79,-426.391,44.88,,,101.315,42.441,,,,58.874,1358.595,,39.249,39.249,,,,142.922,,,,,,108.519,,,108.519,290.69,497.697,,,,,68.295,,,,68.295,565.992,856.682,0.0,502.009,,,-4.817,,499.133,996.325,0.0,996.325,1853.007,
09/30/1999,1715.02,174.958,154.618,20.34,114.621,,,,18.107,18.107,0.0,0.0,,46.346,,,,,354.032,1207.5,1656.89,-449.394,54.409,,,99.076,43.328,,,,55.748,1360.985,,45.022,45.022,,,,1.877,,,,,,104.164,,,104.164,151.063,325.156,,,,,47.564,,,,47.564,372.72,523.783,0.0,685.304,,,-4.817,,510.746,1191.233,0.0,1191.233,1715.016,
12/31/1999,2398.0,111.666,80.58,31.086,205.643,,,,25.758,25.758,0.0,0.0,0.0,118.226,,,,,461.293,1669.47,2152.32,-482.856,0.0,,,267.244,169.054,,,,98.19,1936.714,,80.343,80.343,,,,3.599,,,,,,181.534,,,181.534,265.476,482.6,,,,,179.853,,,,179.853,662.453,927.929,0.0,972.446,,,-4.817,,502.445,1470.074,0.0,1470.074,2398.003,
03/31/2000,2414.528,104.149,41.924,62.225,222.503,222.503,,,22.865,22.865,0.0,0.0,0.0,122.629,,,,,472.146,1671.03,2183.7,-512.667,0.0,,,271.352,167.093,167.093,0.0,,104.259,1942.382,,71.167,71.167,,,,6.642,,,,,,156.534,,,156.534,234.343,382.801,,,,,152.482,,,,152.482,535.283,769.626,0.0,1111.544,,,-4.817,525.907,12.268,1644.902,0.0,1644.902,2414.528,
06/30/2000,2933.95,592.526,305.312,287.214,230.275,,,,22.265,22.265,0.0,0.0,0.0,112.204,,,,,957.27,1696.05,2239.2,-543.153,0.0,,,280.636,165.314,,,,115.322,1976.686,,66.562,66.562,,,,4.093,,,,,,146.723,,,146.723,217.378,885.089,,,,,159.659,,,,159.659,1044.748,1262.126,0.0,1118.36,,,-4.817,,558.279,1671.822,0.0,1671.822,2933.948,
09/30/2000,3013.74,585.681,256.541,329.14,292.626,,,,21.432,21.432,0.0,0.0,0.0,111.225,,,,,1010.96,1717.95,2298.16,-580.215,0.0,,,284.832,164.085,,,,120.747,2002.782,,82.049,82.049,,,,3.774,,,,,,155.461,,,155.461,241.284,878.628,,,,,160.07,,,,160.07,1038.698,1279.982,0.0,1142.99,,,-4.817,,595.586,1733.759,0.0,1733.759,3013.741,
12/31/2000,3136.87,550.953,197.312,353.641,350.302,,,,18.029,18.029,0.0,0.0,0.0,99.034,,,,,1018.32,1821.39,2417.49,-596.094,0.0,,,297.158,192.181,,,,104.977,2118.548,,139.162,139.162,,,,3.554,,,,,,136.463,,,136.463,279.179,854.777,,,,,196.444,,,,196.444,1051.221,1330.4,0.0,1160.56,,,-4.817,,650.723,1806.466,0.0,1806.466,3136.866,
03/31/2001,4114.4,797.894,527.897,269.997,444.421,,,,18.305,18.305,0.0,0.0,0.0,98.099,,,,,1358.72,1914.64,,,529.744,,,311.301,193.591,193.591,0.0,,117.71,2755.685,,125.566,125.566,,,,2.51,,,,,,157.546,,,157.546,285.622,1698.95,,,,,216.384,,,,216.384,1915.334,2200.956,0.0,1184.43,,,-4.817,,733.841,1913.454,0.0,1913.454,4114.41,
06/30/2001,4180.581055,675.132004,432.891998,242.240005,477.585999,,,,18.148001,18.148001,0.0,0.0,0.0,103.549004,,,,,1274.415039,2063.001953,,,524.807983,,,318.355988,191.863998,191.863998,0.0,,126.491989,2906.165924,,134.317001,134.317001,,,,2.51,,,,,,163.369013,,,163.369013,300.196014,1707.390015,,,,,308.083008,,,,308.083008,2015.473022,2315.669037,0.0,1105.577026,,,-74.085999,,833.421021,1864.912048,0.0,1864.912048,4180.581085,
09/30/2001,4264.878906,600.347992,320.303986,280.044006,501.036011,,,,19.281,19.281,0.0,0.0,0.0,105.712997,,,,,1226.378052,2240.75,,,488.420013,,,309.330994,191.197006,191.197006,0.0,,118.133987,3038.501007,,182.147003,182.147003,,,,2.51,,,,,,199.102,,,199.102,383.759003,1715.889038,,,,,387.656006,,,,387.656006,2103.545044,2487.304047,0.0,1105.686035,,,-252.779999,,924.668976,1777.575012,0.0,1777.575012,4264.879059,
12/31/2001,4151.915039,541.612,198.442993,343.169006,361.085999,,,,18.514999,18.514999,0.0,0.0,0.0,109.733002,,,,,1030.946045,2433.24707,3136.721924,-703.474976,377.024994,,,310.696991,199.048004,199.048004,0.0,,111.648987,3120.969055,,131.820999,131.820999,,,,2.51,2.51,0.0,0.0,,,195.799006,,,195.799006,330.130005,1567.615967,1567.615967,0.0,0.0,,396.303009,,,,396.303009,1963.918976,2294.048981,0.0,1106.307007,,,-252.779999,,1004.33902,1857.866028,0.0,1857.866028,4151.915009,
03/31/2002,4176.780762,629.868988,166.602997,463.265991,324.558014,,,,19.216,19.216,0.0,0.0,0.0,112.194,,,,,1085.837036,2488.688965,,,236.488998,,,365.765991,199.192993,199.192993,0.0,,166.572998,3090.943954,,117.346001,117.346001,,,,0.536,0.536,0.0,0.0,,,189.728992,,,189.728992,307.610992,1569.350952,1569.350952,0.0,0.0,,370.752991,,,,370.752991,1940.103943,2247.714935,0.0,1139.401978,,,-252.779999,,1042.444,1929.065979,0.0,1929.065979,4176.780914,
06/30/2002,4432.777832,552.582993,143.033005,409.549988,297.260986,,,,16.591999,16.591999,0.0,0.0,0.0,120.887001,,,,,987.322998,2787.50293,,,236.914993,,,421.036987,302.730988,302.730988,0.0,,118.306,3445.45491,,107.627998,107.627998,,,,3.565,3.565,0.0,0.0,,,168.396998,,,168.396998,279.589996,1582.182983,1582.182983,0.0,0.0,,407.161987,,,,407.161987,1989.344971,2268.934967,0.0,1266.045044,,,0.0,,897.797974,2163.843018,0.0,2163.843018,4432.777985,
09/30/2002,4908.286133,1021.700012,668.687012,353.013,275.622009,,,,16.673,16.673,0.0,0.0,0.0,122.968002,,,,,1436.963013,2744.913086,,,309.566986,,,416.842987,301.401001,301.401001,0.0,,115.441986,3471.323059,,93.564003,93.564003,,,,489.595001,489.595001,0.0,0.0,,,173.101982,,,173.101982,756.260986,1599.026001,1599.026001,0.0,0.0,,414.570007,,,,414.570007,2013.596008,2769.856995,0.0,1246.567017,,,0.0,,891.862,2138.429016,0.0,2138.429016,4908.286011,
12/31/2002,5063.872,871.651,414.051,457.6,277.735,277.735,,,20.524,,,,,199.998,,,,,1369.908,2781.05,3636.955,-855.905,459.148,,459.148,453.766,306.762,306.762,0.0,,147.004,3693.964,,109.163,109.163,,,,492.985,,,,,,149.306,,,149.306,751.454,1614.656,,,,,539.307,,,,539.307,2153.963,2905.417,,1233.743,,,0.0,927.955,-3.243,2158.455,,2158.455,5063.872,
03/31/2003,5194.851074,816.643005,439.084015,377.55899,351.506989,,,,20.68,20.68,0.0,0.0,0.0,199.921005,,,,,1388.750977,2837.072021,,,468.591003,,,500.437012,316.851013,316.851013,0.0,,183.585999,3806.100037,,113.388,113.388,,,,537.991028,,,,,,195.266968,,,195.266968,846.645996,1575.078003,,,,,525.481018,,,,525.481018,2100.559021,2947.205017,0.0,1240.32605,,,0.0,,1007.320007,2247.646057,0.0,2247.646057,5194.851074,
06/30/2003,5437.012,1050.45,772.498,277.952,336.308,336.308,,,22.068,22.068,0.0,0.0,0.0,201.577,,,,,1610.403,2880.104,,,432.873,,432.873,513.632,328.033,328.033,0.0,,185.599,3826.609,,97.363,97.363,,,,298.007,,,,,,178.349,,,178.349,573.719,1990.138,,,,,523.658,,,,523.658,2513.796,3087.515,0.0,1266.864,,,0.0,1005.031,77.602,2349.497,0.0,2349.497,5437.012,
09/30/2003,5487.319,936.703,510.529,426.174,348.982,348.982,,,25.882,25.882,0.0,0.0,0.0,200.78,,,,,1512.347,2881.531,,,580.473,,580.473,512.968,331.509,331.509,0.0,,181.459,3974.972,,98.197,98.197,,,,299.973,299.973,0.0,0.0,,,183.431,,,183.431,581.601,1984.749,1984.749,0.0,0.0,,522.159,,,,522.159,2506.908,3088.509,0.0,1267.912,,,0.0,1055.312,75.586,2398.81,0.0,2398.81,5487.319,
12/31/2003,5602.691895,919.673004,579.737,339.936005,409.984985,,,,23.289,23.289,0.0,0.0,0.0,162.699997,,,,,1515.646973,2990.791992,4097.009766,-1106.218018,612.416992,,,483.835999,336.027008,336.027008,0.0,,147.80899,4087.044983,,128.839996,128.839996,,,,299.38501,299.38501,0.0,0.0,,,170.14798,,,170.14798,598.372986,1985.552979,1985.552979,0.0,0.0,,528.491028,,,,528.491028,2514.044006,3112.416992,0.0,1270.509033,,,0.0,1120.182983,99.583008,2490.275024,0.0,2490.275024,5602.692017,
03/31/2004,5738.560059,906.859985,564.85199,342.007996,470.763,,,,19.992001,19.992001,0.0,0.0,0.0,186.537994,,,,,1584.150024,3021.540039,,,634.463989,,,498.399994,314.031006,314.031006,0.0,,184.368988,4154.404022,,147.850998,147.850998,,,,300.988007,,,,,,166.319992,,,166.319992,615.158997,1997.459961,,,,,515.588989,,,,515.588989,2513.04895,3128.207947,0.0,1324.939941,,,0.0,191.979996,1093.430038,2610.349976,0.0,2610.349976,5738.557922,
06/30/2004,5450.668,787.615,362.587,425.028,411.034,411.034,,,21.631,21.631,0.0,0.0,0.0,158.423,,,,,1378.703,3117.872,,,432.152,,432.152,521.941,311.343,311.343,0.0,,210.598,4071.965,,155.863,155.863,,,,4.147,,,,,,159.637,,,159.637,319.647,1989.568,,,,,497.351,,,,497.351,2486.919,2806.566,0.0,1328.974,,,0.0,1238.248,76.88,2644.102,0.0,2644.102,5450.668,
09/30/2004,5618.42,841.06,297.137,543.923,480.117,480.117,,,23.895,23.895,0.0,0.0,0.0,103.465,,,,,1448.537,3190.374,,,430.913,,430.913,548.596,321.01,321.01,0.0,,227.586,4169.883,,161.391,161.391,,,,0.75,0.75,0.0,0.0,,,169.175,,,169.175,331.316,2002.53,2002.53,0.0,0.0,,513.011,,,,513.011,2515.541,2846.857,0.0,1341.481,,,0.0,1313.874,116.208,2771.563,0.0,2771.563,5618.42,
