Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
11/30/1989,-19.918436,1.189837,1.272506,0.041247,,,0.041247,-22.422026,,,,-22.422026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/1990,6.384515,0.853871,1.259443,-0.034883,,,-0.034883,4.306084,,,,4.306084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1990,16.29566,1.278607,1.430711,0.156674,,,0.156674,13.429668,,,,13.429668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1990,10.447494,1.113265,1.362418,0.169954,,,0.169954,7.801857,,,,7.801857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1990,-18.19376,1.684539,1.322844,-0.003059,,,-0.003059,-21.198084,,,,-21.198084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/1991,5.215076,1.605892,1.110903,-0.510841,,,-0.510841,3.009122,,,,3.009122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1991,10.390961,2.239788,1.384757,0.018959,,,0.018959,6.747457,,,,6.747457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1991,11.862778,2.179902,1.60794,1.229393,,,1.229393,6.845543,,,,6.845543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1991,-12.95561,2.409616,1.774394,0.336092,,,0.336092,-17.475712,,,,-17.475712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/29/1992,9.135878,2.127814,1.752877,-0.381784,,,-0.381784,5.636971,,,,5.636971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1992,11.81546,3.356811,1.847503,-0.089847,,,-0.089847,6.700993,,,,6.700993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1992,8.203654,3.462101,1.700271,0.766425,,,0.766425,2.274857,,,,2.274857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1992,-34.43515,3.603704,2.07073,-0.397503,,,-0.397503,-39.712082,,,,-39.712082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/1993,18.057751,2.951847,2.047978,-0.010252,,,-0.010252,13.068177,,,,13.068177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1993,9.901,3.391,2.111,-0.331,,,-0.331,4.73,,,,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1993,15.388402,5.657449,2.445292,2.153755,,,2.153755,5.131906,,,,5.131906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1993,-48.476002,5.653,3.138,0.638,,,0.638,-57.904999,,,,-57.904999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/1994,24.346001,5.741,3.244,-9.846,,,-9.846,25.207001,,,,25.207001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1994,39.382999,6.655,8.584,0.044,,,0.044,22.254,,,,22.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.382999,
05/31/1995,28.1,10.637,5.016,-2.162,,,-2.162,14.609,,,,14.609,,,-8.968,,,,-8.968,,,,,,,,,,8.968,,,,,,,,,,,,,
08/31/1995,81.460999,10.063,3.045,7.696,,,7.696,60.657001,,,,60.657001,,,-16.811001,,,,-16.811001,,,,,,,,,,16.811001,,,,,,,,,,,,,
11/30/1995,-124.737999,10.412,7.334,-0.143,,,-0.143,-142.341003,,,,-142.341003,,,-6.974,,,,-6.974,,,,,,,,,,6.974,,,,,,,,,,,,,
02/29/1996,39.904999,-7.09,2.187,8.857,,,8.857,35.951,,,,35.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.904999,
05/31/1996,39.382999,8.501,8.584,0.044,,,0.044,22.254,,,,22.254,,,-13.957,,,,-13.957,,,,,,,,,,13.957,,,,,,,,,,,,,
08/31/1996,50.423,4.941,8.71,-8.309,,,-8.309,45.081001,,,,45.081001,,,-7.838,,,,-7.838,,,,,,,,,,7.838,,,,,,,,,,,,,
11/30/1996,-74.442001,8.311,8.543,14.68,,,14.68,-105.975998,,,,-105.975998,,,-3.523,,,,-3.523,,,,,,,,,,3.523,,,,,,,,,,,,,
02/28/1997,92.403999,5.922,6.029,-2.759,,,-2.759,83.211998,,,,83.211998,,-6.331,-6.331,,,,-6.331,,,,,,,,,,0.0,,,,,,,,,,,,86.072999,
05/31/1997,47.168999,10.046,8.834,-1.437,,,-1.437,29.726,,,,29.726,,-0.808,-0.808,5.818,,,-6.626,,,0.0,0.0,0.0,,,,,0.0,-54.75,0.0,-45.616,,,,-8.756,0.477,-9.233,-0.378,,-8.389,
08/31/1997,33.685001,12.365,8.49,5.259,,,5.259,7.571,,,,7.571,,-8.893,-8.893,2.694,,,-11.587,,,0.0,0.0,0.0,,,,,0.0,-22.134999,0.0,-22.592999,,,,0.468,0.468,0.0,-0.01,,2.657,
11/30/1997,-110.370003,17.611,1.482,6.776,,,6.776,-136.238998,,,,-136.238998,,-0.958,-0.958,4.035,,,-4.993,,,0.0,0.0,0.0,,,,,0.0,109.348003,0.0,108.016003,,,,1.505,1.505,0.0,-0.173,,-1.98,
02/28/1998,58.271,10.049,14.355,-7.633,,,-7.633,41.5,,,,41.5,,-7.992,-7.992,0.005,,,-7.997,,,0.0,0.0,0.0,,,,,0.0,-51.345002,0.0,-51.274002,,,,0.582,0.582,0.0,-0.653,,-1.066,
05/31/1998,22.769,13.099,8.508,-1.979,,,-1.979,3.141,-26.957,31.989,,-1.891,,-6.334,-5.628,0.0,,,-5.628,,,0.0,0.0,0.0,,,,,-0.706,-16.902,0.0,-17.9,,,,0.998,0.998,0.0,0.0,,-0.467,
08/31/1998,65.735,16.731,8.459,0.567,,0.9,-0.333,39.978,-11.935,47.306,,4.607,,-8.453,-8.443,0.027,,,-8.47,,,0.0,0.0,0.0,,,,,-0.01,-56.574,0.0,-23.0,,,,-33.574,2.44,-36.014,0.0,,0.708,
11/30/1998,-29.173,20.161,8.722,-4.958,,-2.8,-2.158,-53.098,-31.143,-48.636,,26.681,,-7.544,-7.544,0.018,,,-7.562,,,0.0,0.0,0.0,,,,,0.0,37.385,0.0,45.381,,,,-7.996,0.868,-8.864,0.0,,0.668,
02/28/1999,47.914,0.481,12.901,26.594,,,26.594,7.938,,,,7.938,,-360.027,-27.811,0.386,,,-28.197,,,0.0,0.0,0.0,,,,,-332.216,337.617,0.0,352.601,,,,1.617,1.617,0.0,-16.601,,25.504,
05/31/1999,-5.611,10.846,13.763,0.093,,,0.093,-30.313,-67.551,12.819,,24.419,,-196.106,-11.321,0.0,,,-11.321,,,0.0,0.0,0.0,,,,,-184.785,176.002,0.0,177.431,,,,0.309,0.309,0.0,-1.738,,-25.715,
08/31/1999,64.709,21.101,20.38,-0.069,,-1.697,1.628,23.297,-64.766,20.585,,67.478,,-286.073,-18.367,1.071,,,-19.438,,,0.0,0.0,0.0,,,,,-267.706,223.774,0.0,231.444,,,,1.486,1.486,0.0,-9.156,,2.41,
11/30/1999,-2.836,29.9,16.699,-2.369,,-3.86,1.491,-47.066,-123.109,-55.602,,131.645,,-15.728,-15.693,0.205,,,-15.898,,,0.0,0.0,0.0,,,,,-0.035,38.891,0.0,29.46,,,,1.192,1.192,0.0,8.239,,20.327,
02/29/2000,91.792999,15.528,13.881,4.13,,,4.13,58.254002,,,,58.254002,,2.227,2.611,13.701,,,-11.09,,,0.0,0.0,0.0,,,,,-0.384,-84.379,0.0,-102.058001,,,,0.371,0.371,0.0,17.308001,,9.641,
05/31/2000,19.971,17.902,18.346,-0.024,,3.571,-3.595,-16.253,-50.394,8.747,,25.394,,-9.948,-9.948,0.317,,,-10.265,,,0.0,0.0,0.0,,,,,0.0,-30.307,0.0,-30.729,,,,1.973,1.973,0.0,-1.551,,-20.284,
08/31/2000,58.002,26.11,24.268,-8.584,,,-8.584,16.208,-77.926,4.575,,89.559,,-14.389,-14.389,0.595,,,-14.984,,,0.0,0.0,0.0,,,,,0.0,-53.487,0.0,-52.168,,,,1.966,1.966,0.0,-3.285,,-9.874,
11/30/2000,-61.882,34.953,19.046,-1.095,,,-1.095,-114.786,-104.496,-88.726,,78.436,,-22.09,-22.09,0.467,,,-22.557,,,0.0,0.0,0.0,,,,,0.0,81.693,0.0,75.994,,,,2.352,2.352,0.0,3.347,,-2.279,
02/28/2001,87.684,18.377,15.272,10.65,,,10.65,43.385,,,,43.385,,-24.24,-19.781,0.63,,,-20.411,,,0.0,0.0,0.0,,,,,-4.459,80.357,0.0,80.78,,,,9.062,9.062,0.0,-9.485,,143.801,
05/31/2001,34.597,23.843,21.925,-1.884,,,-1.884,-9.287,-39.164,18.8,,11.077,,-339.253,-10.838,0.0,,,-10.838,,,0.0,0.0,0.0,,,,,-328.415,162.723,0.0,18.174,,,,144.675,144.675,0.0,-0.126,,-141.933,
08/31/2001,71.385,35.934,21.336,-0.606,,,-0.606,14.721,-25.072,8.733,,31.06,,-131.622,-17.957,0.0,,,-17.957,,,0.0,0.0,0.0,,,,,-113.665,63.266,0.0,41.146,,,,22.081,22.081,0.0,0.039,,3.029,
11/30/2001,17.692,49.643,20.73,-2.741,,,-2.741,-49.94,-134.321,-57.664,,142.045,,-90.403,-18.255,0.108,,,-18.363,,,0.0,0.0,0.0,,,,,-72.148,75.397,0.0,56.239,,,,19.979,19.979,0.0,-0.821,,2.686,
02/28/2002,89.625,27.001,21.413,36.502,,,36.502,4.709,,,,4.709,,-24.169,-23.674,0.316,,,-23.99,,,0.0,0.0,0.0,,,,,-0.495,-65.949,0.0,-72.599,,,,11.757,11.757,0.0,-5.107,,-0.493,
05/31/2002,42.351,37.369,15.849,-2.925,,1.354,-4.279,-7.942,-32.522,8.993,,15.587,,-12.513,-12.342,0.0,,,-12.342,,,0.0,0.0,0.0,,,,,-0.171,-32.235,0.0,-41.521,,,,8.816,8.816,0.0,0.47,,-2.397,
08/31/2002,71.215,49.572,15.152,1.188,,2.708,-1.52,5.303,-38.261,8.526,0.135,34.903,,-21.802,-21.802,0.075,,,-21.877,,,0.0,0.0,0.0,,,,,0.0,-30.962,0.0,-46.033,,,,14.501,14.501,0.0,0.57,,18.451,
11/30/2002,33.698,64.344,14.582,1.495,,4.062,-2.567,-46.723,-81.47,-102.901,,137.648,,-18.215,-17.345,0.269,,,-17.614,,,0.0,0.0,0.0,,,,,-0.87,-10.562,0.0,-14.398,,,,3.541,3.541,0.0,0.295,,4.921,
02/28/2003,88.789,52.021,14.506,0.0,,,0.0,31.226,,,,31.226,,0.0,0.311,0.311,,,0.0,,,0.0,0.0,0.0,,,,,-0.311,5.623,0.0,0.0,,,,4.733,4.733,0.0,0.89,,0.0,
05/31/2003,-6.363,39.189,23.794,2.45,,4.65,-2.2,-71.796,-39.765,-15.169,,-16.862,,-1081.867,-13.195,4.896,,,-18.091,,,0.0,0.0,0.0,,,,,-1068.672,1120.428,0.0,1090.487,,,,7.571,7.571,0.0,22.37,,32.198,
08/31/2003,94.778,35.564,29.149,9.96,,2.811,7.149,20.105,-99.984,77.826,,42.263,,-23.794,-23.3,5.053,,,-28.353,,,0.0,0.0,0.0,,,,,-0.494,-69.527,0.0,-513.241,,,,435.832,435.832,0.0,7.882,,1.457,
