Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,288.872009,295.519989,295.519989,,1.027629,0.618709,0.146169,0.09375,0.09375,,0.09375,0.09375,0.09375,0.02,0.100565,,15.393565,2.14658,,
06/30/1990,290.079987,295.847992,295.847992,,1.090834,0.639947,0.1486,0.09625,0.09625,,0.09625,0.09625,0.09625,0.02125,0.065284,,14.90058,2.216689,,
09/30/1990,291.200012,295.463989,295.463989,,1.143469,0.661126,0.16071,0.10125,0.10125,,0.10125,0.10125,0.10125,0.02125,0.157694,,19.149522,2.293152,,
12/31/1990,292.392,291.795992,291.795992,,1.220469,0.706727,0.167298,0.10625,0.10625,0.10625,0.10625,0.10625,0.10625,0.0225,0.301868,,19.035852,2.377131,,
03/31/1991,292.808014,297.272003,297.272003,,1.08282,0.685295,0.136212,0.1925,0.1925,,0.1925,0.1925,0.1925,0.0225,0.417988,,16.917512,2.553277,,
06/30/1991,294.544006,299.007996,299.007996,,1.068584,0.699446,0.141441,0.0875,0.0875,,0.0875,0.0875,0.0875,0.02375,0.15228,,19.775195,2.615348,,
09/30/1991,295.384003,300.18399,300.18399,,1.069964,0.689141,0.139221,0.09125,0.09125,,0.09125,0.09125,0.09125,0.02375,-0.480612,,24.118533,2.681103,,
12/31/1991,297.760008,302.28,302.28,,1.121735,0.720226,0.146593,0.0925,0.0925,0.0925,0.0925,0.0925,0.0925,0.02625,0.229572,,29.807119,2.742373,,
03/31/1992,298.056,303.936005,303.936005,,1.149903,0.773041,0.198302,0.11875,0.11875,,0.11875,0.11875,0.11875,0.02625,0.594908,,30.718053,2.841359,,
06/30/1992,298.752014,304.548004,304.548004,,1.159728,0.781716,0.200382,0.1275,0.1275,,0.1275,0.1275,0.1275,0.0275,0.325564,,35.306638,2.949965,,
