Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,5108.0,2024.0,,,2042.0,,,,0.0,1042.0,-2842.0,1305.0,1177.0,128.0,1537.0,,,,2266.0,-1590.0,,362.0,163.0,1065.0,676.0,-249.0,,0.0,269.0,295.0,0.0,,-20.0,427.0,-160.0,267.0,6.0,,,261.0,0.0,261.0,-4.0,0.0,257.0,257.0,,692.6,0.37,0.375,0.51,696.4,0.37,0.375,0.51,
03/31/2006,4951.0,1892.0,,,1967.0,,,,0.0,1092.0,-2266.0,888.0,765.0,123.0,1378.0,,,,2685.0,-1724.0,,377.0,180.0,1167.0,961.0,-211.0,,0.0,253.0,226.0,0.0,27.0,-42.0,750.0,-207.0,543.0,5.0,,,538.0,0.0,538.0,-4.0,,534.0,534.0,,693.0,0.77,0.78,0.83,696.2,0.765,0.775,0.825,
06/30/2006,3496.0,1826.0,,,750.0,,,,0.0,920.0,-1306.0,874.0,758.0,116.0,432.0,,,,2190.0,-1716.0,,393.0,130.0,1193.0,474.0,-198.0,,0.0,247.0,247.0,0.0,0.0,-49.0,276.0,-126.0,150.0,-15.0,,,165.0,0.0,165.0,-4.0,0.0,161.0,161.0,,698.0,0.23,0.21,0.4,701.0,0.23,0.21,0.4,
09/30/2006,3973.0,2273.0,,,668.0,,,,0.0,1032.0,-1522.0,1179.0,1057.0,122.0,343.0,,,,2451.0,-1157.0,,389.0,122.0,646.0,1294.0,-209.0,,0.0,252.0,252.0,0.0,0.0,-43.0,1085.0,-421.0,664.0,1.0,,,663.0,-5.0,658.0,-4.0,0.0,654.0,654.0,,703.8,0.93,0.93,0.94,707.8,0.925,0.925,0.935,
12/31/2006,3922.0,1988.0,,,1536.0,,,,0.0,398.0,-1560.0,776.0,656.0,120.0,784.0,,,,2362.0,-1764.0,,411.0,138.0,1215.0,598.0,-221.0,,0.0,260.0,260.0,0.0,0.0,-39.0,377.0,-177.0,200.0,164.0,,,36.0,-1.0,35.0,-4.0,0.0,31.0,31.0,,702.8,0.044,0.275,0.19,707.6,0.0438,0.275,0.19,
03/31/2007,4661.0,2147.0,,,2171.0,,,,0.0,343.0,-2185.0,1037.0,918.0,119.0,1148.0,,,,2476.0,-1476.0,,409.0,183.0,884.0,1000.0,-206.0,,0.0,255.0,220.0,0.0,35.0,-49.0,794.0,-310.0,484.0,22.0,,,462.0,-5.0,457.0,-4.0,0.0,453.0,453.0,,696.9,0.65,0.68,0.75,701.7,0.65,0.68,0.75,
06/30/2007,3730.0,2110.0,,,862.0,,,,0.0,758.0,-1549.0,1019.0,910.0,109.0,530.0,,,,2181.0,-2561.0,,423.0,140.0,1998.0,-380.0,-231.0,,0.0,274.0,274.0,0.0,0.0,-43.0,-611.0,232.0,-379.0,138.0,,,-517.0,-9.0,-526.0,-4.0,0.0,-530.0,-530.0,,698.2,-0.76,-0.565,0.445,698.2,-0.76,-0.565,0.445,
09/30/2007,3589.0,2635.0,,,605.0,,,,0.0,349.0,-1371.0,1025.0,914.0,111.0,346.0,,,,2218.0,-1620.0,,284.0,113.0,1223.0,598.0,3217.0,,0.0,433.0,433.0,0.0,0.0,-3650.0,3815.0,-1498.0,2317.0,-7.0,,,2324.0,-7.0,2317.0,-4.0,0.0,2313.0,2313.0,,635.6,3.64,3.64,0.86,639.6,3.62,3.625,0.86,
12/31/2007,3647.0,2025.0,,,1445.0,,,,0.0,177.0,-1561.0,822.0,722.0,100.0,739.0,,,,2086.0,-1386.0,,252.0,116.0,1018.0,700.0,-188.0,,0.0,198.0,198.0,0.0,0.0,-10.0,512.0,-207.0,305.0,3.0,,,302.0,1.0,303.0,-4.0,0.0,299.0,299.0,,578.1,0.52,0.52,0.52,578.1,0.52,0.52,0.52,
03/31/2008,4353.0,2381.0,,,1842.0,,,,0.0,130.0,-2043.0,888.0,781.0,107.0,1155.0,,,0.0,2310.0,-1251.0,,254.0,154.0,843.0,1059.0,-222.0,,,219.0,219.0,,,3.0,837.0,-157.0,680.0,0.0,,,680.0,0.0,680.0,0.0,0.0,680.0,680.0,,575.3,1.18,1.18,1.18,578.4,1.18,1.18,1.18,
06/30/2008,3399.0,2293.0,,,982.0,,,,0.0,124.0,-1518.0,883.0,786.0,97.0,635.0,,,0.0,1881.0,-1170.0,,257.0,109.0,804.0,711.0,-207.0,,,206.0,206.0,,,1.0,504.0,-200.0,304.0,2.0,,,302.0,-4.0,298.0,0.0,0.0,298.0,298.0,0.0,577.1,0.52,0.52,0.51,580.7,0.51,0.51,0.5,
09/30/2008,4365.0,3148.0,,,1112.0,,,,0.0,105.0,-2177.0,1485.0,1383.0,102.0,692.0,,,0.0,2188.0,-1133.0,,259.0,112.0,762.0,1055.0,-199.0,,,213.0,213.0,,,-14.0,856.0,-344.0,512.0,0.0,,,512.0,-4.0,508.0,0.0,0.0,508.0,508.0,0.0,578.6,0.88,0.88,0.88,582.0,0.87,0.87,0.87,
12/31/2008,4218.0,2530.0,,,1557.0,,,,0.0,131.0,-1991.0,1062.0,957.0,105.0,929.0,,,,2227.0,-1426.0,,264.0,124.0,1038.0,801.0,-283.0,,0.0,198.0,229.0,0.0,-31.0,85.0,518.0,-178.0,340.0,0.0,,,340.0,0.0,340.0,-9.0,0.0,331.0,331.0,27.3,580.2,0.570493,0.570493,0.570493,582.1,0.568631,0.568631,0.568631,
03/31/2009,4586.0,2819.0,1825.0,994.0,1654.0,330.0,931.0,393.0,0.0,113.0,-2256.0,1249.0,1141.0,108.0,1007.0,1007.0,,0.0,2330.0,-1666.0,,279.0,153.0,1234.0,664.0,-280.0,219.0,,219.0,219.0,,,61.0,384.0,-141.0,243.0,-9.0,-9.0,0.0,252.0,-4.0,248.0,,0.0,248.0,485.0,246.0,585.3,0.42,0.41,0.828635,585.7,0.42,0.41,0.828635,
06/30/2009,3406.0,2571.0,1647.0,924.0,725.0,47.0,389.0,289.0,0.0,110.0,-1454.0,1103.0,998.0,105.0,351.0,351.0,,0.0,1952.0,-1063.0,,271.0,107.0,685.0,889.0,-151.0,220.0,,220.0,220.0,,,-69.0,738.0,-265.0,473.0,15.0,15.0,0.0,458.0,-4.0,454.0,,0.0,454.0,469.0,0.0,593.7,0.76,0.79,0.79,594.0,0.76,0.79,0.79,
09/30/2009,3630.0,2904.0,1905.0,999.0,619.0,26.0,351.0,242.0,0.0,107.0,-1449.0,1168.0,1072.0,96.0,281.0,281.0,,0.0,2181.0,-1093.0,,274.0,106.0,713.0,1088.0,-89.0,217.0,,217.0,217.0,,,-128.0,999.0,-360.0,639.0,41.0,41.0,0.0,598.0,-4.0,594.0,,0.0,594.0,635.0,0.0,595.9,1.0,1.07,1.07,596.3,1.0,1.07,1.07,
12/31/2009,3176.0,1985.0,1100.0,885.0,1079.0,91.0,644.0,344.0,0.0,112.0,-1737.0,1176.0,1074.0,102.0,561.0,561.0,,0.0,1439.0,-1511.0,,314.0,117.0,1080.0,-72.0,-175.0,233.0,,233.0,233.0,,,-58.0,-247.0,170.0,-77.0,-73.0,-73.0,0.0,-4.0,-5.0,-9.0,0.0,0.0,-9.0,380.8,462.8,598.1,-0.01,-0.137101,0.636683,598.1,-0.01,-0.137101,0.636683,
03/31/2010,4168.0,2662.0,1717.0,945.0,1392.0,145.0,782.0,465.0,0.0,114.0,-1928.0,1136.0,1028.0,108.0,792.0,792.0,,0.0,2240.0,-1506.0,,269.0,169.0,1068.0,734.0,-112.0,183.0,,183.0,183.0,,,-71.0,622.0,-295.0,327.0,149.0,149.0,0.0,178.0,-4.0,174.0,,0.0,174.0,586.0,263.0,599.9,0.29,0.54,0.976829,600.9,0.29,0.54,0.976829,
06/30/2010,3333.0,2528.0,1688.0,840.0,700.0,39.0,345.0,316.0,,105.0,-1456.0,1065.0,956.0,109.0,391.0,391.0,,,1877.0,1233.0,,262.0,119.0,-1614.0,3110.0,-213.0,188.0,,188.0,188.0,,,25.0,2897.0,-1134.0,1763.0,-2.0,-2.0,0.0,1765.0,-4.0,1761.0,,0.0,1761.0,467.0,-1292.0,590.4,2.98,2.98,0.790989,591.4,2.98,2.98,0.790989,
09/30/2010,3950.0,3155.0,2083.0,1072.0,689.0,25.0,375.0,289.0,,106.0,-1663.0,1296.0,1180.0,116.0,367.0,367.0,,,2287.0,-1168.0,,263.0,117.0,788.0,1119.0,-166.0,229.0,,229.0,229.0,,,-63.0,953.0,-374.0,579.0,0.0,0.0,0.0,579.0,-4.0,575.0,,0.0,575.0,575.0,0.0,585.0,0.98,0.98,0.98,586.4,0.98,0.98,0.98,
03/31/2011,4057.0,2671.0,1730.0,941.0,1279.0,139.0,602.0,538.0,0.0,107.0,-1810.0,1168.0,1049.0,119.0,642.0,642.0,,0.0,2247.0,-1284.0,,262.0,161.0,861.0,963.0,-170.0,227.0,,227.0,227.0,,,-57.0,793.0,-310.0,483.0,0.0,0.0,0.0,483.0,-4.0,479.0,,0.0,479.0,537.0,58.0,579.8,0.83,0.83,0.926181,580.5,0.82,0.82,0.919914,
06/30/2011,3288.0,2469.0,1728.0,741.0,703.0,44.0,337.0,322.0,0.0,116.0,-1438.0,1073.0,957.0,116.0,365.0,365.0,,0.0,1850.0,-1117.0,,255.0,123.0,739.0,733.0,-177.0,216.0,,216.0,216.0,,,-39.0,556.0,-211.0,345.0,5.0,5.0,0.0,340.0,-4.0,336.0,,0.0,336.0,352.0,11.0,573.4,0.59,0.6,0.613882,575.2,0.58,0.59,0.609124,
09/30/2011,3745.0,2993.0,2136.0,857.0,597.0,25.0,281.0,291.0,0.0,155.0,-1661.0,1326.0,1217.0,109.0,335.0,335.0,,0.0,2084.0,-1256.0,,268.0,129.0,859.0,828.0,-233.0,249.0,,249.0,249.0,,,-16.0,595.0,-203.0,392.0,-4.0,-4.0,0.0,396.0,-4.0,392.0,,0.0,392.0,585.0,197.0,569.4,0.69,0.68,1.027397,571.2,0.69,0.68,1.024888,
12/31/2011,3178.0,2204.0,1520.0,684.0,811.0,79.0,415.0,317.0,0.0,163.0,-1456.0,1034.0,924.0,110.0,422.0,422.0,,0.0,1722.0,-1382.0,,284.0,138.0,960.0,340.0,-110.0,177.0,,177.0,177.0,,,-67.0,230.0,-23.0,207.0,0.0,0.0,0.0,207.0,-6.0,201.0,0.0,0.0,201.0,325.0,124.0,571.2,0.35,0.35,0.568978,571.2,0.35,0.35,0.568978,
03/31/2012,3397.0,2367.0,1724.0,643.0,902.0,99.0,398.0,405.0,0.0,128.0,-1437.0,1025.0,912.0,113.0,412.0,412.0,,0.0,1960.0,-1042.0,,273.0,162.0,607.0,918.0,-138.0,212.0,,212.0,212.0,,,-74.0,780.0,-269.0,511.0,10.0,10.0,0.0,501.0,-7.0,494.0,,0.0,494.0,497.0,-7.0,570.5,0.86,0.88,0.871166,571.9,0.86,0.88,0.86776,
06/30/2012,3005.0,2351.0,1725.0,626.0,503.0,33.0,165.0,305.0,0.0,151.0,-1208.0,993.0,895.0,98.0,215.0,215.0,,0.0,1797.0,-1169.0,,275.0,141.0,753.0,628.0,-165.0,209.0,,209.0,209.0,,,-44.0,463.0,-166.0,297.0,32.0,32.0,0.0,265.0,-7.0,258.0,,0.0,258.0,335.0,45.0,572.0,0.45,0.51,0.585664,573.1,0.45,0.51,0.585664,
09/30/2012,3332.0,2707.0,2046.0,661.0,508.0,34.0,177.0,297.0,0.0,117.0,-1286.0,1095.0,1009.0,86.0,191.0,191.0,,0.0,2046.0,-1495.0,,290.0,119.0,1086.0,551.0,-141.0,197.0,,197.0,197.0,,,-56.0,410.0,-143.0,267.0,52.0,52.0,0.0,215.0,-6.0,209.0,0.0,0.0,209.0,532.0,271.0,573.8,0.36,0.45,0.927152,574.7,0.36,0.45,0.92,
12/31/2012,3167.0,2227.0,1607.0,620.0,809.0,84.0,331.0,394.0,0.0,131.0,-1304.0,945.0,855.0,90.0,359.0,359.0,,0.0,1863.0,-2303.0,,304.0,132.0,1867.0,-440.0,-166.0,215.0,,215.0,215.0,,,-49.0,-606.0,233.0,-373.0,0.0,0.0,0.0,-373.0,-7.0,-380.0,0.0,0.0,-380.0,679.0,1059.0,575.0,-0.66087,-0.66087,1.18087,575.0,-0.66087,-0.66087,1.18087,
03/31/2013,3523.0,2419.0,1761.0,658.0,944.0,132.0,345.0,467.0,0.0,160.0,-1506.0,1039.0,951.0,88.0,467.0,467.0,,0.0,2017.0,-1087.0,,297.0,167.0,623.0,930.0,-141.0,228.0,,228.0,228.0,,,-87.0,789.0,-288.0,501.0,-1.0,-1.0,0.0,502.0,-7.0,495.0,,0.0,495.0,520.0,26.0,576.6,0.86,0.86,0.901838,577.5,0.86,0.86,0.901838,
06/30/2013,2980.0,2232.0,1687.0,545.0,617.0,49.0,208.0,360.0,0.0,131.0,-1260.0,963.0,875.0,88.0,297.0,297.0,,0.0,1720.0,-1172.0,,303.0,141.0,728.0,548.0,-154.0,203.0,,203.0,203.0,,,-49.0,394.0,-116.0,278.0,70.0,70.0,0.0,208.0,-6.0,202.0,,0.0,202.0,329.0,57.0,578.1,0.35,0.47,0.569106,578.9,0.35,0.47,0.568463,
09/30/2013,3432.0,2727.0,2023.0,704.0,520.0,32.0,159.0,329.0,0.0,185.0,-1430.0,1198.0,1107.0,91.0,232.0,232.0,,0.0,2002.0,-968.0,,309.0,134.0,525.0,1034.0,-131.0,217.0,,217.0,217.0,,,-86.0,903.0,-305.0,598.0,23.0,23.0,0.0,575.0,-6.0,569.0,,0.0,569.0,609.0,17.0,579.4,0.98,1.02,1.051087,580.1,0.98,1.02,1.049305,
12/31/2013,3185.0,2326.0,1722.0,604.0,707.0,110.0,218.0,379.0,0.0,152.0,-1378.0,1043.0,952.0,91.0,335.0,335.0,,0.0,1807.0,-1003.0,,299.0,121.0,583.0,804.0,-186.0,229.0,,229.0,229.0,,,-43.0,618.0,-183.0,435.0,0.0,0.0,0.0,435.0,-4.0,431.0,0.0,0.0,431.0,466.0,35.0,581.3,0.74,0.74,0.801651,581.3,0.74,0.74,0.80021,
03/31/2014,3630.0,2805.0,1951.0,854.0,708.0,147.0,117.0,444.0,0.0,117.0,-1962.0,1422.0,1334.0,88.0,540.0,540.0,,0.0,1668.0,-900.0,,308.0,167.0,425.0,768.0,-197.0,237.0,,237.0,237.0,,,-40.0,571.0,-186.0,385.0,0.0,0.0,0.0,385.0,-6.0,379.0,,0.0,379.0,607.0,228.0,581.6,0.65,0.65,1.043673,582.9,0.65,0.65,1.041148,
06/30/2014,2813.0,2017.0,1697.0,320.0,649.0,70.0,228.0,351.0,0.0,147.0,-1044.0,720.0,633.0,87.0,324.0,324.0,,0.0,1769.0,-1375.0,,308.0,134.0,933.0,394.0,-170.0,227.0,,227.0,227.0,,,-57.0,224.0,-63.0,161.0,0.0,0.0,0.0,161.0,-2.0,159.0,,0.0,159.0,361.0,202.0,581.9,0.27,0.27,0.620382,583.9,0.27,0.27,0.61595,
09/30/2014,3050.0,2379.0,2026.0,353.0,555.0,25.0,187.0,343.0,0.0,116.0,-1038.0,829.0,743.0,86.0,209.0,209.0,,0.0,2012.0,-1091.0,,354.0,123.0,614.0,921.0,-162.0,231.0,,231.0,231.0,,,-69.0,759.0,-228.0,531.0,0.0,0.0,0.0,531.0,-2.0,529.0,,0.0,529.0,545.0,16.0,583.1,0.91,0.91,0.93466,584.6,0.9,0.9,0.927369,
12/31/2014,2943.0,2098.0,1786.0,312.0,716.0,92.0,219.0,405.0,0.0,129.0,-1072.0,790.0,690.0,100.0,282.0,282.0,,0.0,1871.0,-1233.0,,322.0,118.0,793.0,638.0,-414.0,498.0,,498.0,498.0,,,-84.0,224.0,25.0,249.0,0.0,0.0,0.0,249.0,-6.0,243.0,0.0,0.0,243.0,490.0,247.0,586.5,0.42,0.42,0.835465,586.5,0.42,0.42,0.835465,
03/31/2015,3409.0,2518.0,2112.0,406.0,795.0,116.0,208.0,471.0,0.0,96.0,-1297.0,1047.0,953.0,94.0,250.0,250.0,,0.0,2112.0,-1110.0,,343.0,165.0,602.0,1002.0,-163.0,223.0,,223.0,223.0,,,-60.0,839.0,-299.0,540.0,0.0,0.0,0.0,540.0,-4.0,536.0,0.0,0.0,536.0,584.0,48.0,587.9,0.91,0.91,0.993366,589.9,0.91,0.91,0.99137,
06/30/2015,2747.0,2130.0,1779.0,351.0,503.0,31.0,87.0,385.0,0.0,114.0,-792.0,681.0,591.0,90.0,111.0,111.0,,0.0,1955.0,-1182.0,,339.0,134.0,709.0,773.0,-165.0,221.0,,221.0,221.0,,,-56.0,608.0,-190.0,418.0,0.0,0.0,0.0,418.0,-5.0,413.0,0.0,0.0,413.0,429.0,16.0,591.5,0.7,0.7,0.725275,592.5,0.7,0.7,0.725275,
09/30/2015,2971.0,2408.0,2020.0,388.0,452.0,21.0,66.0,365.0,0.0,111.0,-796.0,711.0,636.0,75.0,85.0,85.0,0.0,0.0,2175.0,-1052.0,,355.0,133.0,564.0,1123.0,-219.0,230.0,,230.0,230.0,,,-11.0,904.0,-305.0,599.0,0.0,0.0,0.0,599.0,-6.0,593.0,0.0,0.0,593.0,611.0,18.0,594.6,1.0,1.0,1.027582,595.5,1.0,1.0,1.027582,
12/31/2015,2556.0,1914.0,1571.0,343.0,555.0,50.0,110.0,395.0,0.0,87.0,-721.0,616.0,545.0,71.0,105.0,105.0,,0.0,1835.0,-1197.0,,358.0,119.0,720.0,638.0,-161.0,230.0,,230.0,230.0,,,-69.0,477.0,-111.0,366.0,0.0,0.0,0.0,366.0,-9.0,357.0,0.0,0.0,357.0,422.0,65.0,596.7,0.6,0.6,0.707223,596.7,0.6,0.6,0.707223,
03/31/2016,2921.0,2231.0,1842.0,389.0,598.0,65.0,118.0,415.0,0.0,92.0,-821.0,702.0,634.0,68.0,119.0,119.0,0.0,0.0,2100.0,-1218.0,,351.0,164.0,703.0,882.0,-172.0,226.0,,226.0,226.0,,,-54.0,710.0,-179.0,531.0,0.0,0.0,0.0,531.0,-7.0,524.0,0.0,0.0,524.0,572.0,48.0,598.2,0.88,0.88,0.956202,598.2,0.88,0.88,0.956202,
06/30/2016,2598.0,2053.0,1718.0,335.0,449.0,26.0,54.0,369.0,0.0,96.0,-652.0,596.0,551.0,45.0,56.0,56.0,0.0,0.0,1946.0,-1165.0,,361.0,139.0,665.0,781.0,-167.0,239.0,,239.0,239.0,,,-72.0,614.0,-152.0,462.0,0.0,0.0,0.0,462.0,-10.0,452.0,0.0,0.0,452.0,441.0,-11.0,615.6,0.73,0.73,0.716374,617.0,0.73,0.73,0.712172,
09/30/2016,3132.0,2546.0,2147.0,399.0,511.0,46.0,87.0,378.0,0.0,75.0,-677.0,600.0,606.0,-6.0,77.0,77.0,0.0,0.0,2455.0,-1310.0,,400.0,145.0,765.0,1145.0,-187.0,250.0,,250.0,250.0,,,-63.0,958.0,-230.0,728.0,0.0,0.0,0.0,728.0,-38.0,690.0,0.0,0.0,690.0,716.0,26.0,625.9,1.1,1.1,1.143953,626.0,1.1,1.1,1.141534,
12/31/2016,3086.0,2037.0,1641.0,396.0,932.0,363.0,95.0,474.0,0.0,117.0,-741.0,534.0,542.0,-8.0,207.0,207.0,,0.0,2345.0,-1526.0,,447.0,148.0,931.0,819.0,-234.0,295.0,,295.0,295.0,,,-61.0,585.0,-94.0,491.0,0.0,0.0,0.0,491.0,-34.0,457.0,0.0,0.0,457.0,713.0,256.0,625.9,0.73,0.73,1.13916,627.1,0.73,0.73,1.138228,
03/31/2017,3384.0,2193.0,1766.0,427.0,1084.0,448.0,144.0,492.0,0.0,107.0,-863.0,558.0,575.0,-17.0,305.0,305.0,,0.0,2521.0,-1442.0,,469.0,189.0,784.0,1079.0,-130.0,292.0,,292.0,292.0,,,-162.0,949.0,-275.0,674.0,0.0,0.0,0.0,674.0,-42.0,632.0,0.0,0.0,632.0,611.85,-20.15,628.1,1.01,1.01,0.974128,628.1,1.01,1.01,0.974128,
06/30/2017,2813.0,2023.0,1716.0,307.0,691.0,151.0,110.0,430.0,0.0,99.0,-598.0,486.0,498.0,-12.0,112.0,112.0,,0.0,2215.0,-1462.0,,467.0,168.0,827.0,753.0,-200.0,308.0,,308.0,308.0,,,-108.0,553.0,-136.0,417.0,0.0,0.0,0.0,417.0,-27.0,390.0,0.0,0.0,390.0,420.55,30.55,629.2,0.62,0.62,0.668388,629.2,0.62,0.62,0.668388,
09/30/2017,3179.0,2452.0,2072.0,380.0,691.0,94.0,475.0,122.0,0.0,36.0,-683.0,659.0,638.0,21.0,24.0,24.0,,0.0,2496.0,-1344.0,,485.0,162.0,697.0,1152.0,-184.0,305.0,,305.0,305.0,,,-121.0,968.0,-272.0,696.0,0.0,0.0,0.0,696.0,-31.0,665.0,0.0,0.0,665.0,674.48,9.48,642.5,1.03,1.03,1.049774,642.5,1.03,1.03,1.044755,
12/31/2017,3210.0,2108.0,1793.0,315.0,963.0,371.0,134.0,458.0,0.0,139.0,-864.0,604.0,590.0,14.0,260.0,260.0,,0.0,2346.0,-1393.0,,484.0,149.0,760.0,953.0,-333.0,300.0,,300.0,300.0,,,33.0,620.0,713.0,1333.0,0.0,0.0,0.0,1333.0,-21.0,1312.0,0.0,0.0,1312.0,595.55,-716.45,643.9,2.04,2.04,0.924911,643.9,2.04,2.04,0.924911,
03/31/2018,3466.0,2121.0,1703.0,418.0,1017.0,477.0,88.0,452.0,0.0,328.0,-1098.0,758.0,744.0,14.0,340.0,340.0,,0.0,2368.0,-1493.0,,498.0,199.0,796.0,875.0,-214.0,314.0,,314.0,314.0,,,-100.0,661.0,-135.0,526.0,0.0,0.0,0.0,526.0,-23.0,503.0,0.0,0.0,503.0,743.95,240.95,650.5,0.77,0.77,1.143659,650.5,0.77,0.77,1.140407,
06/30/2018,3088.0,2060.0,1778.0,282.0,700.0,151.0,133.0,416.0,0.0,328.0,-710.0,646.0,623.0,23.0,64.0,64.0,,0.0,2378.0,-1636.0,,463.0,166.0,1007.0,742.0,-176.0,361.0,,361.0,361.0,,,-185.0,566.0,-88.0,478.0,0.0,0.0,0.0,478.0,-29.0,449.0,0.0,0.0,449.0,563.55,114.55,653.1,0.69,0.69,0.862885,653.1,0.69,0.69,0.862885,
09/30/2018,3451.0,2492.0,2170.0,322.0,699.0,91.0,204.0,404.0,0.0,260.0,-816.0,811.0,761.0,50.0,5.0,5.0,,0.0,2635.0,-1485.0,,526.0,177.0,782.0,1150.0,-5.0,378.0,,378.0,378.0,,,-373.0,1145.0,-262.0,883.0,0.0,0.0,0.0,883.0,-29.0,854.0,0.0,0.0,854.0,761.79,-92.21,653.9,1.31,1.31,1.164995,654.9,1.3,1.3,1.1592,
12/31/2018,3361.0,1735.0,1705.0,30.0,600.0,336.0,168.0,96.0,0.0,1026.0,-957.0,721.0,686.0,35.0,236.0,236.0,,0.0,2404.0,-1570.0,,513.0,161.0,896.0,834.0,-77.0,440.0,,440.0,440.0,,,-363.0,757.0,-95.0,662.0,0.0,0.0,0.0,662.0,-21.0,641.0,0.0,0.0,641.0,591.5,-49.5,660.9,0.97,0.97,0.894992,660.9,0.97,0.97,0.894992,
03/31/2019,3858.0,1736.0,1420.0,316.0,1568.0,831.0,247.0,490.0,0.0,554.0,-1560.0,830.0,791.0,39.0,730.0,730.0,,0.0,2298.0,-2780.0,,651.0,292.0,1837.0,-482.0,-81.0,469.0,,469.0,469.0,,,-388.0,-563.0,-114.0,-677.0,0.0,0.0,0.0,-677.0,-3.0,-680.0,0.0,0.0,-680.0,615.6,1295.6,793.1,-0.86,-0.86,0.776195,793.1,-0.86,-0.86,0.77359,
06/30/2019,3970.0,2630.0,2455.0,175.0,759.0,275.0,71.0,413.0,0.0,581.0,-969.0,742.0,718.0,24.0,227.0,227.0,,0.0,3001.0,-2540.0,,661.0,284.0,1595.0,461.0,-360.0,452.0,,452.0,452.0,,,-92.0,101.0,-43.0,58.0,0.0,0.0,0.0,58.0,-4.0,54.0,0.0,0.0,54.0,572.24,518.24,802.5,0.07,0.07,0.713072,802.6,0.05,0.05,0.695701,
09/30/2019,4269.0,3115.0,2918.0,197.0,816.0,196.0,204.0,416.0,0.0,338.0,-938.0,785.0,774.0,11.0,153.0,153.0,,0.0,3331.0,-2017.0,,679.0,243.0,1095.0,1314.0,-278.0,451.0,,451.0,451.0,,,-173.0,1036.0,-51.0,985.0,0.0,0.0,0.0,985.0,-10.0,975.0,0.0,0.0,975.0,1078.49,103.49,813.0,1.19,1.19,1.326556,813.0,1.17,1.17,1.297294,
12/31/2019,4475.0,2721.0,2483.0,238.0,1397.0,615.0,302.0,480.0,0.0,357.0,-1095.0,669.0,655.0,14.0,426.0,426.0,,0.0,3380.0,-2159.0,,664.0,221.0,1274.0,1221.0,-68.0,401.0,,401.0,401.0,,,-333.0,1153.0,-143.0,1010.0,0.0,0.0,0.0,1010.0,-1.0,1009.0,0.0,0.0,1009.0,2163.34,1154.34,826.3,1.21,1.21,2.618105,826.3,1.21,1.21,2.606999,
03/31/2020,4496.0,2622.0,2390.0,232.0,1363.0,767.0,83.0,513.0,0.0,511.0,-1097.0,670.0,668.0,2.0,427.0,427.0,,0.0,3399.0,-2768.0,,673.0,284.0,1811.0,631.0,-889.0,490.0,,490.0,490.0,,,399.0,-258.0,19.0,-239.0,0.0,0.0,0.0,-239.0,-31.0,-270.0,0.0,0.0,-270.0,220.59,490.59,838.2,-0.34,-0.34,0.263171,838.2,-0.34,-0.34,0.24529,
06/30/2020,3585.0,2394.0,2217.0,177.0,723.0,261.0,33.0,429.0,0.0,468.0,-590.0,516.0,505.0,11.0,74.0,74.0,,0.0,2995.0,-2455.0,,673.0,256.0,1526.0,540.0,-2228.0,449.0,,449.0,449.0,,,1779.0,-1688.0,556.0,-1132.0,0.0,0.0,0.0,-1132.0,-37.0,-1169.0,-16.0,0.0,-1185.0,812.91,1997.91,839.4,-1.41,-1.41,0.968442,839.4,-1.41,-1.41,0.968442,
09/30/2020,3914.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.0,,948.667,,,,,,948.667,,,948.667,798.6,,,0.953,0.953,0.938,,0.953,0.953,0.938,
12/31/2020,3633.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0,,897.5,,,,,,897.5,,,897.5,629.6,,,2.05,2.05,0.784,,2.05,2.05,0.784,
