Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2009,4.779,,764.427,769.206,,,,-2.053956,,-328.541343,-330.595299,0.468352,,74.915473,75.383825,
06/30/2009,5.023,,847.926,852.949,,,,-2.695147,,-454.964265,-457.659412,0.497654,,84.008382,84.506036,
09/30/2009,5.352,1064.896,3.344,1073.592,,,,-3.922373,-780.440901,-2.45075,-786.814024,0.525027,104.465477,0.328044,105.318548,
12/31/2009,5.445,0.0,1.809,7.254,,3.344,3.344,-15.579845,0.0,-5.176114,-20.755959,0.546164,0.0,0.181453,0.727617,
03/31/2010,5.546,,0.0,5.546,,3.84,3.84,19.630469,,0.0,19.630469,0.510832,,0.0,0.510832,
06/30/2010,5.067,0.0,,5.067,,3.853,3.853,9.457769,0.0,,9.457769,0.481074,0.0,,0.481074,
09/30/2010,5.35,0.0,0.0,5.35,,3.323,3.323,8.609037,0.0,0.0,8.609037,0.50981,0.0,0.0,0.50981,
12/31/2010,5.653,2.273,,7.926,,3.337,3.337,-4.93962,-1.986159,,-6.925779,0.464469,0.186757,,0.651225,
03/31/2011,5.603,1.666,0.0,7.269,,3.351,3.351,-5.136079,-1.527165,0.0,-6.663244,0.435546,0.129506,0.0,0.565052,
06/30/2011,5.351,0.349,0.0,5.7,,3.337,3.337,-3.704652,-0.241623,0.0,-3.946275,0.380019,0.024785,0.0,0.404804,
09/30/2011,4.828,0.289,0.0,5.117,,,,-3.038905,-0.181906,0.0,-3.220812,0.349872,0.020943,0.0,0.370815,
12/31/2011,5.066,2.449,,7.515,,,,-5.143669,-2.486547,,-7.630216,0.328725,0.158912,,0.487637,
