Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
03/31/1994,,,,,,,,2.486723,,,
06/30/1994,,,,,,,,2.504872,,,
09/30/1994,,,,,,,,2.41293,,,
12/31/1994,13.020833,,,,6.029724,8.354938,6.029724,2.468883,12.641062,,
03/31/1995,11.3,,,,5.251575,7.18512,5.251575,1.939948,11.655359,,
06/30/1995,11.27451,,,,5.23293,7.101578,5.23293,2.021087,11.1484,,
09/30/1995,11.542146,,,,5.364921,7.259097,5.364921,2.142313,10.768254,,
12/31/1995,11.235955,,,,5.22952,7.070534,5.22952,2.198998,11.52003,,
03/31/1996,10.681818,,,,4.972754,6.737024,4.972754,1.92767,10.368878,,
06/30/1996,11.106272,,,,5.315134,7.199999,5.315134,2.1131,11.368257,,
09/30/1996,10.708333,,,,5.216737,7.073527,5.216737,2.154198,10.756964,,
12/31/1996,12.132353,,,,5.994599,8.192353,5.994599,2.518816,10.398837,,
03/31/1997,12.216829,,,,6.122133,8.398579,6.122133,2.178057,10.154484,,
06/30/1997,12.658228,,,,6.336648,,6.336648,2.193873,10.244788,,
09/30/1997,12.539185,,,,6.327293,,6.327293,2.154696,10.609275,,
12/31/1997,11.62614,,,,5.867767,,5.867767,2.049112,10.499679,,
03/31/1998,,,,,6.947375,,6.947375,2.251031,12.329131,,
06/30/1998,,,,,7.556956,,7.556956,4.124008,13.924099,,
09/30/1998,,,,,6.291441,,6.291441,1.94939,10.471392,,
12/31/1998,,,,,5.743001,,5.743001,1.816174,9.204207,,
03/31/1999,,,,,3.860951,,3.860951,1.48027,6.542101,,
06/30/1999,,,,,3.934678,,3.934678,1.766185,6.645106,,
09/30/1999,,,,,3.285238,,3.285238,1.441529,5.81786,,
12/31/1999,,,,,2.98679,,2.98679,1.396408,5.172387,,
03/31/2000,,181.885336,181.885336,181.885336,3.143689,,3.143689,1.501143,5.461917,220.35516,
06/30/2000,,188.360163,208.103042,17.925735,3.20304,,3.20304,1.880377,4.623269,21.717133,
