Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
09/30/2000,,17.952052,19.330573,9.731133,2.625157,,2.625157,1.461036,3.806464,11.789326,
12/31/2000,,9.395916,10.297996,7.271647,2.592996,,2.592996,1.522063,4.113032,8.809643,
03/31/2001,,7.598726,9.160481,7.066811,2.756612,,2.756612,1.71303,4.285941,11.097977,
06/30/2001,,10.233712,14.663509,8.973532,3.374005,,3.374005,2.384333,6.383882,17.764928,
09/30/2001,,14.30937,15.198033,12.45373,3.191788,,3.191788,2.122138,5.872422,15.087768,
12/31/2001,,12.902709,13.320982,12.134582,3.303342,,3.303342,2.141557,6.047886,15.54692,
03/31/2002,,13.506429,33.999272,12.22804,3.609234,,3.609234,1.984005,6.886724,41.190319,
06/30/2002,,36.076554,38.007103,33.675469,3.936851,,3.936851,2.384276,7.657051,46.04583,
09/30/2002,,37.352067,39.020626,31.62191,3.90326,,3.90326,2.348286,7.131989,,
12/31/2002,,,,,3.945621,,3.945621,2.283075,6.847738,,
03/31/2003,,,,,4.285286,,4.285286,2.023242,7.337826,,
06/30/2003,,,,,4.941681,,4.941681,2.359477,7.124202,,
09/30/2003,,238.287816,238.287816,238.287816,5.185593,,5.185593,2.489778,7.972467,288.687098,
12/31/2003,,248.181178,268.043878,230.549645,5.813975,,5.813975,2.688693,8.802823,,
03/31/2004,,,,,6.99654,,6.99654,3.231575,11.102793,,
06/30/2004,,,,,5.990406,,5.990406,2.25565,10.610239,,
09/30/2004,,,,,6.500259,,6.500259,2.531358,8.328957,,
12/31/2004,,,,,7.266532,,7.266532,2.603721,10.041255,,
03/31/2005,24.84375,,,,6.375616,,6.375616,2.27541,8.442241,,
06/30/2005,14.590476,,,,7.298161,,7.298161,2.646684,10.268204,,
09/30/2005,14.731861,,,,7.281501,,7.281501,2.693309,14.873662,,
12/31/2005,14.602484,,,,7.039203,,7.039203,2.746355,14.323355,,
03/31/2006,17.66129,,,,7.914854,,7.914854,3.204359,16.044438,,
06/30/2006,16.055385,,,,7.435887,,7.435887,3.048547,15.965807,,
09/30/2006,16.694611,,,,7.80771,,7.80771,3.369195,16.622431,,
12/31/2006,18.406433,,,,8.832725,,8.832725,3.830255,20.145295,,
03/31/2007,17.71831,,,,8.730325,,8.730325,2.872886,19.247376,,
06/30/2007,13.798429,,,,7.025691,,7.025691,2.351058,15.569442,,
09/30/2007,14.741425,,,,7.351077,,7.351077,2.587006,16.965312,,
12/31/2007,10.102902,,,,4.933997,,4.933997,1.871525,11.11004,,
03/31/2008,11.380435,,,,5.345404,,5.345404,2.098714,13.795928,,
06/30/2008,10.813084,,,,4.523139,,4.523139,1.753581,10.806867,,
09/30/2008,9.872274,,,,4.138835,,4.138835,1.659848,9.876479,,
12/31/2008,3.460993,,,,0.649598,1.004906,0.649598,0.287168,1.491525,,
03/31/2009,1.288446,32.555978,32.555978,32.555978,0.312638,0.496554,0.312638,0.122234,0.724138,39.44176,
06/30/2009,,65.186611,89.342471,12.242504,0.782678,1.349061,0.782678,0.35358,1.958833,14.831866,
09/30/2009,,17.849497,25.58884,10.511494,1.609769,3.282472,1.609769,0.773442,4.34013,26.474496,
12/31/2009,,22.325107,44.788242,18.683459,1.799642,5.878363,1.799642,0.806935,6.029606,54.26122,
03/31/2010,,49.321086,62.103782,39.903131,2.715656,10.208286,2.715656,1.151553,10.061443,55.651684,
06/30/2010,,45.414048,51.635488,37.82073,2.54653,8.203036,2.54653,0.973313,9.404221,49.74769,
09/30/2010,,44.912851,49.067839,36.914943,3.227176,8.145308,3.227176,1.113545,52.746276,,
12/31/2010,,,,,4.400358,9.369527,4.400358,1.416735,33.999195,,
03/31/2011,100.0,,,,4.570314,10.174255,4.570314,1.385211,31.49472,,
06/30/2011,30.652174,,,,4.748607,8.762374,4.748607,1.390096,35.79384,,
09/30/2011,24.772727,25.615944,25.615944,25.615944,3.790143,7.726291,3.790143,1.117321,10.333612,31.033868,
12/31/2011,16.226667,27.309143,31.20915,23.900381,4.341576,8.557617,4.341576,1.25898,12.045528,,
03/31/2012,21.15942,,,,5.319799,10.109237,5.319799,1.541564,16.075705,,
06/30/2012,19.012987,,,,5.337029,11.068428,5.337029,1.565882,16.685138,,
09/30/2012,15.058824,,,,5.658276,10.973952,5.658276,1.633115,17.029462,,
12/31/2012,14.914286,,,,5.83496,11.342152,5.83496,1.675555,15.195553,,
03/31/2013,15.836364,,,,6.62152,12.756403,6.62152,1.877253,16.164209,,
06/30/2013,15.416667,,,,6.389135,11.237569,6.389135,1.832878,14.14896,,
09/30/2013,15.868687,,,,6.037816,10.192382,6.037816,1.736936,12.856974,,
12/31/2013,13.723214,,,,5.921921,9.802516,5.921921,1.549464,13.410155,,
03/31/2014,14.981818,,,,6.263159,10.415791,6.263159,1.723184,13.36644,,
06/30/2014,16.324074,,,,6.646732,11.002784,6.646732,1.826005,14.811734,,
09/30/2014,15.072072,,,,6.221525,10.04248,6.221525,1.724676,14.496268,,
12/31/2014,18.36,,,,6.726728,11.56838,6.726728,1.931172,15.644748,,
03/31/2015,23.275,,,,6.713715,21.606334,6.713715,2.151541,17.0689,,
06/30/2015,17.976744,,,,5.498602,16.900585,5.498602,1.813636,12.972516,,
09/30/2015,17.883721,,,,5.418552,16.447645,5.418552,1.803807,13.645167,,
12/31/2015,17.541667,,,,5.95949,16.383018,5.95949,1.975922,14.026546,,
03/31/2016,14.463415,,,,6.344404,9.904061,6.344404,2.104772,14.22504,,
06/30/2016,14.283465,89.575329,89.575329,89.575329,6.491461,10.091282,6.491461,2.168237,14.475738,108.521041,
09/30/2016,13.511628,92.405005,98.31559,86.316248,6.277141,11.56674,6.277141,2.177273,13.135086,108.189691,
12/31/2016,12.023622,78.642203,86.791334,30.357065,5.590471,10.450902,5.590471,2.056726,12.108937,36.777764,
03/31/2017,12.284314,28.454534,30.754669,24.444941,4.658117,9.347764,4.658117,1.659112,9.731427,29.61519,
06/30/2017,7.558333,19.785395,25.069233,16.348652,3.450668,7.505531,3.450668,1.220034,7.557156,23.898452,
09/30/2017,9.198145,21.043458,23.467044,13.301532,3.588458,6.513922,3.588458,1.266647,8.144618,16.114885,
12/31/2017,9.373826,12.012545,13.287011,10.7603,3.602961,14.501746,3.602961,1.395409,8.008792,15.724248,
03/31/2018,6.813198,11.260257,13.196377,8.008298,2.446573,8.47943,2.446573,1.207074,6.20703,9.7021,
06/30/2018,12.770153,8.444995,10.511746,7.287223,3.059577,10.645793,3.059577,1.526324,7.840805,12.735042,
09/30/2018,9.047297,9.972839,11.891471,9.341402,2.482492,10.118383,2.482492,1.708254,6.797035,11.891471,
12/31/2018,9.14876,11.536885,63.148261,9.511401,2.251895,4.456989,2.251895,1.299236,6.360291,63.148261,
03/31/2019,11.542373,76.411126,231.002831,63.547573,4.113617,7.665632,4.113617,1.612541,10.099071,231.002831,
06/30/2019,10.764228,227.988228,236.260605,216.247144,4.600515,8.227654,4.600515,1.591801,10.878258,,
09/30/2019,12.591667,148.72616,148.72616,148.72616,5.44969,9.253351,5.44969,1.840952,10.754369,148.72616,
12/31/2019,11.306452,141.81225,155.025613,20.421154,5.191463,8.627722,5.191463,1.866532,9.529496,20.421154,
03/31/2020,4.530435,16.186672,19.823959,6.875025,1.971709,3.244584,1.971709,0.613827,3.663358,8.4138,
06/30/2020,7.864078,10.223861,18.83362,6.928061,3.257368,5.467407,3.257368,0.959139,6.882356,18.83362,
09/13/2020,7.32038831247867,,,,3.03216702938623,5.08941312101671,3.03216702938623,0.892827781715713,6.40653905045332,17.5315427035137,
09/30/2020,,,,,3.61271465560858,,3.61271465560858,,,,
12/31/2020,,,,,3.59020486429466,,3.59020486429466,,,,
