Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1990,1.666,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.046,,,-1.046,-1.046,,31.265997,-0.033333,-0.033333,,31.265997,-0.033333,-0.033333,-0.033333,
12/31/1990,1.919,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.18,,,-1.18,-1.18,,30.99258,-0.038333,-0.038333,,30.99258,-0.038333,-0.038333,-0.038333,
03/31/1991,1.685,,,-2.456,,-0.771,,-0.498,,,,-1.269,0.136,,0.0,,,,-0.136,-1.133,0.0,-1.133,,,,-1.133,,-1.133,,,-1.133,-1.133,,30.996,-0.036667,-0.036667,-0.036667,30.996,-0.036667,-0.036667,-0.036667,
06/30/1991,1.57,,,-2.575,,-1.005,,-0.496,,,,-1.501,0.035,,0.0,,,,-0.035,-1.466,0.0,-1.466,,,,-1.466,,-1.466,,,-1.466,-1.466,,34.998001,-0.041667,-0.041667,,34.998001,-0.041667,-0.041667,-0.041667,
09/30/1991,1.609,,,-2.852,,-1.243,,-0.45,,,,-1.693,0.184,,0.0,,,,-0.184,-1.509,0.0,-1.509,,,,-1.509,,-1.509,,,-1.509,-1.509,,38.274001,-0.04,-0.04,,38.274001,-0.04,-0.04,-0.04,
12/31/1991,1.369,,,-3.045,,-1.676,,-0.767,,,,-2.443,0.771,,0.112,,,,-0.883,-1.672,0.0,-1.672,,,,-1.672,,-1.672,,,-1.672,-1.672,,56.976,-0.03,-0.03,,56.976,-0.03,-0.03,-0.03,
03/31/1992,0.939,,,-2.997,,-2.058,,-0.726,,,,-2.784,-2.267,,0.0,,,,2.267,-5.051,0.0,-5.051,,,,-5.051,,-5.051,,,-5.051,-5.051,,56.886,-0.093333,-0.093333,,56.886,-0.093333,-0.093333,-0.093333,
06/30/1992,0.85,,,-3.643,,-2.793,,-0.841,,,,-3.634,1.181,,0.0,,,,-1.181,-2.453,0.0,-2.453,,,,-2.453,,-2.453,,,-2.453,-2.453,,57.347998,-0.043333,-0.043333,,57.347998,-0.043333,-0.043333,-0.043333,
09/30/1992,0.85,,,-3.041,,-2.191,,-0.825,,,,-3.016,0.562,,0.0,,,,-0.562,-2.454,0.0,-2.454,,,,-2.454,,-2.454,,,-2.454,-2.454,,57.575998,-0.043333,-0.043333,,57.575998,-0.043333,-0.043333,-0.043333,
12/31/1992,2.573,,,-4.838,,-2.265,,-0.804,,,,-3.069,0.323,,0.217,,0.0,,-0.54,-2.746,0.0,-2.746,0.0,,,-2.746,0.0,-2.746,0.0,,-2.746,-2.746,,55.653,-0.05,-0.05,-0.05,55.653,-0.05,-0.05,-0.05,
