Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2007,3545.582031,82.531003,73.550003,8.981,375.608002,375.608002,,492.345001,105.447998,80.699997,306.196991,0.0,151.184998,,,,,,1101.668945,696.119019,,,73.497002,,1674.296997,1610.946045,875.442993,735.503052,,,63.350952,2443.913017,,429.112,429.112,,,,5.479,,,,,,17.048008,,,,17.048008,451.639008,1074.209961,,,,,305.856995,,,,,305.856995,1380.066956,1831.705963,0.0,942.271973,,,-300.0,1070.317017,1.286987,1713.875977,0.0,1713.875977,3545.58194,
06/30/2007,3489.379,85.365,74.852,10.513,301.602,301.602,,553.869,114.677,76.151,363.041,0.0,153.734,,,,,,1094.57,694.44,,,70.015,,1630.354,1567.003,875.443,691.56,,,63.351,2394.809,,436.776,436.776,,,,5.602,,,,,,17.468,,,,17.468,459.846,974.276,,,,,290.361,,,,,290.361,1264.637,1724.483,0.0,956.526,,,-300.0,1106.728,1.642,1764.896,0.0,1764.896,3489.379,
09/30/2007,3455.275,145.069,133.348,11.721,275.84,275.84,,524.107,105.32,67.015,351.772,0.0,178.985,,,,,,1124.001,683.441,,,70.261,,1577.572,1522.969,875.443,647.526,,,54.603,2331.274,,371.431,371.431,,,,6.587,,,,,,16.925,,,,16.925,394.943,974.342,,,,,278.994,,,,,278.994,1253.336,1648.279,0.0,964.203,,,-301.731,1141.334,3.19,1806.996,0.0,1806.996,3455.275,
12/31/2007,3472.027,216.353,204.554,11.799,267.117,267.117,,490.601,102.607,45.851,342.143,0.0,199.705,,,,,,1173.776,688.185,1015.991,-327.806,68.034,,1542.032,1480.146,876.449,603.697,,,61.886,2298.251,,398.154,398.154,,,,6.241,,,,,,40.532,,,,40.532,444.927,899.408,,,,,278.227,,,,,278.227,1177.635,1622.562,0.0,969.112,,,-301.776,1179.737,2.392,1849.465,0.0,1849.465,3472.027,
03/31/2008,3439.644,186.709,173.998,12.711,273.305,273.305,,521.322,113.219,43.014,365.089,0.0,182.291,,,,,,1163.627,684.507,,,70.512,,1520.998,1460.225,876.449,583.776,,,60.773,2276.017,,376.545,376.545,,,,2.851,,,,,,56.325,,,,56.325,435.721,824.473,,,,,276.083,,,,,276.083,1100.556,1536.277,0.0,973.509,,,-301.86,1230.366,1.352,1903.367,0.0,1903.367,3439.644,
06/30/2008,3489.787109,278.186995,265.468994,12.718,297.17099,297.17099,,490.700989,105.517998,53.078999,332.104004,0.0,179.300003,,,,,,1245.359009,672.669983,,,71.487999,,1500.27002,1440.373047,876.448975,563.924072,,,59.896973,2244.428001,,382.049988,382.049988,,,,2.949,,,,,,39.868017,,,,39.868017,424.867004,824.539978,,,,,269.946014,,,,,269.946014,1094.485992,1519.352997,0.0,980.640015,,,-301.88501,1290.668945,1.010071,1970.434021,0.0,1970.434021,3489.787018,
09/30/2008,3545.354004,352.037004,339.354004,12.683,314.475006,314.475006,,481.55899,102.958,48.073002,330.528015,0.0,175.194,,,,,,1323.265015,660.549011,,,73.204002,,1488.33606,1411.975952,868.085022,543.89093,,,76.360107,2222.089073,,353.744995,353.744995,,,,3.217,,,,,,41.138011,,,,41.138011,398.100006,824.609009,,,,,272.362,,,,,272.362,1096.971008,1495.071014,0.0,991.784973,,,-302.613007,1361.72998,-0.618927,2050.28302,0.0,2050.28302,3545.354034,
12/31/2008,3677.887,520.78,507.578,13.202,305.009,305.009,,473.127,109.104,44.262,354.468,-34.706,159.501,,,,,,1458.417,658.465,1069.902,-411.437,80.635,,1480.37,1428.108,868.085,560.023,,,52.262,2219.47,,381.328,381.328,,,,53.215,,,,,,47.452,,,,47.452,481.995,824.678,,,,,262.629,,,,,262.629,1087.307,1569.302,0.0,996.296,,,-302.661,1418.116,-3.166,2108.585,0.0,2108.585,3677.887,
03/31/2009,3750.9,570.8,559.0,11.8,353.6,353.6,0.0,476.2,131.5,61.2,328.8,-45.3,163.2,,,,42.8,49.3,1563.8,649.0,,,,,1538.1,1414.1,868.1,546.0,,,81.2,2187.1,,405.0,,22.2,,382.8,626.4,0.0,,,,626.4,111.2,31.1,,100.5,0.0,1142.6,250.0,250.0,,,,194.7,,,,,63.1,444.7,1587.3,0.0,1004.5,0.4,1004.1,-304.8,1467.2,-3.3,2163.6,0.0,2163.6,3750.9,
06/30/2009,3850.4,650.9,637.5,13.4,356.6,356.6,,499.3,150.8,69.2,333.9,-54.6,181.7,,,,40.7,60.7,1688.5,635.4,,,,,1526.5,1399.8,868.1,531.7,,,86.0,2161.9,,427.1,,,,427.1,726.4,0.0,,,,726.4,37.1,37.2,,177.2,0.0,1190.6,150.0,150.0,,,,277.7,,,,,63.3,427.7,1618.3,,1016.4,0.4,1016.0,-304.8,1520.2,0.3,2232.1,0.0,2232.1,3850.4,
09/30/2009,4025.8,826.0,812.9,13.1,377.1,377.1,0.0,505.7,165.5,63.7,329.6,-53.1,176.5,,,,40.9,60.0,1885.3,625.1,,,,,1515.4,1378.3,868.1,510.2,,,96.2,2140.5,,399.1,,,,399.1,1.6,0.0,,,,1.6,39.2,34.0,,175.5,0.0,439.9,997.4,997.4,,,,277.9,,,,,68.4,1275.3,1715.2,0.0,1033.5,0.4,1033.1,-305.9,1583.2,-0.2,2310.6,0.0,2310.6,4025.8,
12/31/2009,5992.2,215.0,201.4,13.6,519.5,519.5,0.0,692.3,196.8,64.1,494.7,-63.3,344.2,,,,41.2,213.3,1771.0,695.5,1198.7,-503.2,6.4,6.4,3519.3,3370.0,1648.1,1721.9,,75.4,32.7,4221.2,,656.8,266.1,78.4,16.9,295.4,307.6,0.0,0.0,0.0,,307.6,88.0,31.9,,554.2,36.8,1052.4,1150.2,1150.2,0.0,0.0,,766.5,,,,,180.4,1916.7,2969.1,,1687.3,0.4,1686.9,-306.2,1640.1,1.9,3023.1,0.0,3023.1,5992.2,
03/31/2010,5890.2,182.3,169.2,13.1,543.8,543.8,0.0,710.7,175.4,42.3,493.0,0.0,332.9,,,,50.9,204.4,1769.7,678.1,,,,,3442.4,3355.4,1670.9,1684.5,,,36.1,4120.5,,731.1,,110.0,,621.1,85.0,0.0,,,,85.0,64.4,28.1,,542.1,0.0,880.5,1155.5,1155.5,,,,760.8,,,,,190.6,1916.3,2796.8,0.0,1707.6,0.4,1707.2,-310.6,1709.9,-13.5,3093.4,0.0,3093.4,5890.2,
06/30/2010,5712.8,236.1,224.8,11.3,502.1,502.1,,699.3,152.9,48.2,498.2,0.0,319.6,,,,124.6,183.8,1757.1,652.2,,,,,3303.5,3124.0,1524.4,1599.6,,,54.9,3955.7,,613.6,,20.9,,592.7,85.0,0.0,,,,85.0,55.6,25.7,,431.4,0.0,754.2,1158.5,1158.5,,,,664.9,,,,,207.8,1823.4,2577.6,,1725.4,0.4,1725.0,-310.8,1780.6,-60.0,3135.2,,3135.2,5712.8,
09/30/2010,5847.7,265.9,255.6,10.3,523.1,523.1,,673.1,161.7,41.5,469.9,0.0,302.1,,,,168.3,159.9,1764.2,648.9,,,,,3434.6,3218.4,1528.1,1690.3,,,47.9,4083.5,,670.1,,45.1,,625.0,35.0,0.0,,,,35.0,48.6,23.0,,454.0,0.0,753.7,1162.1,1162.1,,,,712.3,,,,,235.3,1874.4,2628.1,,1739.8,0.4,1739.4,-311.9,1806.2,-16.1,3218.0,1.6,3219.6,5847.7,
12/31/2010,5827.3,293.9,282.8,11.1,560.9,560.9,0.0,631.0,178.4,38.4,465.6,-51.4,313.6,,0.0,,141.0,134.2,1799.4,642.3,1265.6,-623.3,0.3,0.3,3385.3,3160.1,1528.1,1632.0,,63.2,21.0,4027.9,,781.0,215.2,39.9,17.6,508.3,0.0,0.0,0.0,0.0,,,39.7,18.2,0.0,441.5,0.0,820.7,1016.1,1016.1,0.0,0.0,,707.9,0.0,0.0,0.0,0.0,248.2,1724.0,2544.7,0.0,1772.2,0.4,1771.8,-312.5,1824.5,-2.5,3281.7,0.9,3282.6,5827.3,
03/31/2011,5929.1,514.8,504.5,10.3,532.7,532.7,0.0,592.3,175.4,44.7,423.5,-51.3,297.0,,,,151.0,121.8,1936.8,626.7,,,,,3365.6,3140.6,1528.1,1612.5,,,74.0,3992.3,,817.7,,65.6,,752.1,0.0,0.0,,,,,38.6,17.6,,440.0,0.0,856.3,1020.3,1020.3,,,,682.1,,,,,224.5,1702.4,2558.7,0.0,1807.7,0.4,1807.3,-322.9,1869.8,14.9,3369.5,0.9,3370.4,5929.1,
06/30/2011,6639.6,234.0,225.1,8.9,824.3,824.3,0.0,627.8,171.6,47.0,456.5,-47.3,319.3,,,,177.5,138.1,2005.4,690.0,,,,,3944.2,3694.6,1719.2,1975.4,,,72.1,4634.2,,1080.9,,14.5,,1066.4,250.0,0.0,,,,250.0,35.6,18.0,,523.6,0.0,1366.5,1024.5,1024.5,,,,775.2,,,,,233.6,1799.7,3166.2,0.0,1840.9,0.4,1840.5,-323.6,1922.5,32.9,3472.7,0.7,3473.4,6639.6,
09/30/2011,6363.5,172.5,163.3,9.2,700.5,700.5,,679.4,193.8,50.5,480.5,-45.4,287.9,,,,173.4,122.0,1840.3,703.2,,,,,3820.0,3576.8,1709.6,1867.2,,,69.8,4523.2,,978.3,,2.8,,975.5,1.3,0.0,,,,1.3,37.8,14.7,,488.7,0.0,1017.4,1152.3,1152.3,,,,706.0,,,,,202.6,1858.3,2875.7,,1865.1,0.5,1864.6,-326.1,1990.6,-41.4,3488.2,-0.4,3487.8,6363.5,
12/31/2011,6698.3,224.2,209.3,14.9,1165.7,1165.7,,889.4,219.2,55.7,655.0,-40.5,290.4,,,,21.7,122.3,2569.7,713.7,1407.5,-693.8,0.3,0.3,3414.6,3321.9,1708.3,1613.6,,28.8,42.2,4128.6,,1642.1,755.9,106.7,17.8,761.7,184.5,0.0,0.0,0.0,,184.5,12.9,17.0,,279.1,0.0,1839.5,848.5,848.5,0.0,0.0,,447.8,,,,,151.7,1296.3,3135.8,,1881.4,0.4,1881.0,-326.7,2085.4,-76.5,3563.6,-1.1,3562.5,6698.3,
03/31/2012,6862.7,182.2,168.7,13.5,1030.8,1030.8,0.0,904.6,231.0,59.4,660.3,-46.1,291.0,,,,18.5,126.5,2408.6,733.7,,,,,3720.4,3635.5,1931.6,1703.9,,,66.4,4454.1,,1377.0,,75.7,,1301.3,189.0,0.0,,,,189.0,12.6,15.3,,298.8,0.0,1578.6,1163.8,1163.8,,,,460.5,,,,,146.4,1624.3,3202.9,0.0,1897.4,0.5,1896.9,-338.1,2140.2,-39.0,3660.5,-0.7,3659.8,6862.7,
06/30/2012,6527.1,225.0,217.6,7.4,876.0,876.0,0.0,870.4,260.8,52.4,604.4,-47.2,348.5,,,,27.5,163.9,2319.9,727.8,,,,,3479.4,3380.2,1919.5,1460.7,,,71.7,4207.2,,1324.1,,16.8,,1307.3,193.4,0.0,,,,193.4,13.2,11.7,,211.8,0.0,1530.7,1098.7,1098.7,,,,337.5,,,,,114.0,1436.2,2966.9,0.0,1921.4,0.5,1920.9,-340.4,2078.0,-98.1,3560.9,-0.7,3560.2,6527.1,
09/30/2012,6566.0,234.4,222.0,12.4,924.8,924.8,0.0,885.1,268.5,58.0,606.0,-47.4,397.2,,,,28.8,208.0,2441.5,708.0,,,,,3416.5,3316.8,1924.8,1392.0,,,70.9,4124.5,,1348.6,,5.4,,1343.2,196.8,0.0,,,,196.8,10.2,12.3,,184.9,0.0,1555.6,1023.8,1023.8,,,,296.7,,,,,99.5,1320.5,2876.1,0.0,1940.3,0.5,1939.8,-342.1,2154.7,-62.3,3690.6,-0.7,3689.9,6566.0,
12/31/2012,14114.8,328.0,319.0,9.0,1330.9,1330.9,0.0,1546.5,426.9,126.2,1104.6,-111.2,632.9,,0.0,,61.8,323.6,3838.3,1485.0,2230.5,-745.5,1.0,1.0,8790.5,8638.5,4854.2,3784.3,,9.6,80.6,10276.5,,2536.0,598.6,68.1,,1869.3,176.2,0.0,,,,176.2,37.1,11.3,0.0,1007.8,0.0,2749.3,6257.1,6257.1,0.0,0.0,,1252.0,0.0,20.2,,,212.7,7509.1,10258.4,0.0,1957.1,0.4,1956.7,-342.8,2182.7,36.8,3833.8,22.6,3856.4,14114.8,
03/31/2013,14173.0,337.4,328.4,9.0,1275.5,1275.5,0.0,1544.3,451.8,129.3,1067.2,-104.0,678.6,,,,149.0,322.9,3835.8,1450.4,,,,,8886.8,8635.8,4837.5,3798.3,,,102.0,10337.2,,2669.6,,151.7,,2517.9,178.3,0.0,,,,178.3,87.0,35.1,,1054.3,0.0,2934.9,6243.2,6243.2,,,,1372.6,,,,,283.2,7615.8,10550.7,0.0,1981.3,0.4,1980.9,-364.7,2079.9,-91.7,3604.8,17.5,3622.3,14173.0,
06/30/2013,13560.6,234.9,226.9,8.0,1372.3,1372.3,0.0,1601.9,453.6,132.4,1138.5,-122.6,706.9,,,,79.4,365.9,3916.0,1417.7,,,,,8226.9,8049.1,4192.5,3856.6,,,98.4,9644.6,,2150.6,,46.1,,2104.5,177.2,0.0,,,,177.2,61.2,30.7,,986.3,0.0,2389.0,6173.9,6173.9,,,,1456.7,,,,,439.7,7630.6,10019.6,0.0,2470.6,0.5,2470.1,-365.3,1515.1,-84.3,3536.1,4.9,3541.0,13560.6,
09/30/2013,13644.1,373.5,368.0,5.5,1366.2,1366.2,0.0,1658.9,445.5,138.6,1203.7,-128.9,674.8,,,,81.3,382.3,4073.4,1415.5,,,,,8155.2,7978.2,4202.7,3775.5,,,95.7,9570.7,,2148.4,,17.0,,2131.4,627.1,0.0,,,,627.1,31.7,34.3,,957.9,0.0,2807.2,5683.3,5683.3,,,,1405.6,,,,,413.4,7088.9,9896.1,0.0,2627.0,0.5,2626.5,-508.2,1580.7,43.5,3743.0,5.0,3748.0,13644.1,
12/31/2013,22725.9,331.5,329.0,2.5,1404.9,1404.9,0.0,1786.3,522.0,168.9,1250.3,-154.9,912.0,,,271.0,104.8,409.2,4434.7,1616.8,2528.9,-912.1,1.0,1.0,16673.4,16432.1,8197.6,8234.5,,12.3,124.2,18291.2,,2439.8,493.3,96.6,,1849.9,534.6,0.0,,,,534.6,320.5,40.1,0.0,822.9,246.6,3294.9,8517.4,8517.4,,,,1376.5,0.0,51.8,,,461.7,9893.9,13188.8,0.0,8012.6,0.01742,8012.58258,-3.3,1432.3,90.5,9532.1,5.0,9537.1,22725.9,
03/31/2014,22403.9,340.2,337.7,2.5,1508.7,1508.7,0.0,1726.3,511.4,176.9,1197.8,-159.8,965.5,,,294.9,105.1,393.4,4540.7,1581.3,,,1.0,1.0,16280.9,16031.6,8164.8,7866.8,,8.9,135.3,17863.2,,2462.7,594.7,138.9,,1729.1,268.3,0.0,,,,268.3,271.1,37.9,,745.7,204.7,3002.1,8452.2,8452.2,,,,1321.0,,,,,537.4,9773.2,12775.3,0.0,8072.6,0.01747,8072.58253,-60.4,1528.8,83.7,9624.7,3.9,9628.6,22403.9,
06/30/2014,25789.4,4296.1,4293.6,2.5,1567.7,1567.7,0.0,1633.3,488.4,190.8,1107.0,-152.9,775.8,,,37.6,109.6,534.8,8272.9,1532.9,,,1.0,1.0,15982.6,15709.4,8181.4,7528.0,,9.6,154.0,17516.5,,2525.3,588.8,82.2,,1854.3,1588.8,0.0,,,,1588.8,69.3,40.6,,677.7,0.0,4183.4,10742.6,10742.6,,,,1178.7,,,,,460.4,11921.3,16104.7,0.0,8011.9,0.01745,8011.88255,,1577.5,90.3,9679.7,5.0,9684.7,25789.4,
09/30/2014,53467.4,340.4,339.4,1.0,2229.3,2229.3,0.0,2627.3,670.0,473.5,1660.3,-176.5,1055.3,,,124.7,143.5,652.1,6252.3,1704.3,,,0.9,0.9,45509.9,45134.0,25176.7,19957.3,,59.3,173.1,47215.1,,3948.8,717.3,11.3,,3220.2,443.3,0.0,,,,443.3,89.2,41.3,,3386.4,0.0,4481.3,15093.8,15093.8,,,,4747.3,,,,,1319.6,19841.1,24322.4,0.0,28826.0,0.02649,28825.97351,0.0,534.7,-220.3,29140.4,4.6,29145.0,53467.4,
12/31/2014,52758.0,251.0,250.0,1.0,1112.3,1112.3,0.0,984.6,203.5,80.9,763.6,-63.4,4762.7,221.7,0.0,3806.9,34.7,254.8,7110.6,283.4,1303.4,-1020.0,54.2,54.2,45309.8,36988.3,20897.6,16090.7,,0.1,8286.7,45647.4,,3064.0,323.3,33.9,82.7,2624.1,693.4,0.0,,,,693.4,1490.1,26.3,0.0,2753.8,1449.1,5247.5,14837.7,14837.7,,,,4337.3,0.0,25.3,,,1531.9,19175.0,24422.5,0.0,28994.7,0.03945,28994.66055,,-198.2,-465.4,28331.1,4.4,28335.5,52758.0,
03/31/2015,139460.7,2130.9,2114.9,16.0,3992.8,3992.8,0.0,3125.1,688.5,442.4,2187.2,-193.0,1768.4,,,143.5,99.8,1024.1,11017.2,2797.9,,,101.2,101.2,125544.4,125027.5,50826.4,74201.1,,24.5,392.6,128443.5,,5921.7,770.3,101.6,,5049.8,1624.1,0.0,,,,1624.1,109.7,53.5,,15439.5,17.4,7655.5,42700.5,42700.5,,,,17695.2,,,,,2202.2,60395.7,68051.2,4929.7,67969.3,0.02659,67969.27341,0.0,-710.9,-783.3,71404.8,4.7,71409.5,139460.7,
06/30/2015,138411.1,1526.4,1517.9,8.5,4420.1,4420.1,0.0,2786.0,687.4,299.1,1992.5,-193.0,1754.4,,,38.0,113.6,1004.8,10486.9,2859.0,,,107.8,107.8,124957.4,124421.3,51596.3,72825.0,,28.9,393.6,127924.2,,6015.4,971.1,70.4,,4973.9,1550.9,0.0,,,,1550.9,83.2,56.4,,15236.1,0.0,7649.5,41319.4,41319.4,,,,17367.7,,,,,2075.2,58687.1,66336.6,5100.0,67932.8,0.03931,67932.76069,,-953.3,-10.4,72069.1,5.4,72074.5,138411.1,
09/30/2015,142816.3,2070.9,2063.9,7.0,2143.2,2143.2,0.0,1285.4,306.5,108.9,959.1,-89.1,11159.2,,,3802.1,67.2,748.6,16658.7,1569.9,,,134.1,134.1,124453.6,113448.5,46315.1,67133.4,,5.5,10932.4,126157.6,,4598.2,565.9,84.7,,3947.6,2035.4,0.0,,,,2035.4,1499.4,26.8,,13992.5,1449.5,8133.0,40648.1,40648.1,,,,16555.1,,,,,2535.8,57203.2,65336.2,5100.0,68071.1,,,,4347.9,-45.3,77473.7,6.4,77480.1,142816.3,
12/31/2015,135583.3,1105.3,1096.0,9.3,2125.4,2125.4,0.0,757.5,242.4,149.7,451.9,-86.5,4590.9,264.6,48.5,4095.6,49.5,205.7,8579.1,1531.3,2619.7,-1088.4,94.9,94.9,125378.0,114301.4,46465.2,67836.2,0.0,17.3,10961.3,127004.2,,4202.0,215.9,53.7,336.0,3596.4,2396.5,0.0,0.3,0.3,,2396.2,1693.5,18.2,,7968.8,1693.2,8292.0,40133.9,40130.1,3.8,3.8,,10568.1,,108.1,,,2473.0,50702.0,58994.0,5100.0,68338.0,0.03945,68337.96055,0.0,3647.5,-494.1,76591.4,-2.1,76589.3,135583.3,
03/31/2016,136073.7,2273.8,2260.8,13.0,2652.8,2652.8,0.0,1022.2,284.1,104.9,741.1,-107.9,4142.7,,,3508.4,77.7,634.3,10091.5,1602.4,,,84.0,84.0,124295.8,113259.8,46724.0,66535.8,,15.4,10942.9,125982.2,,4769.6,450.0,68.5,,4251.1,4015.7,0.0,,,,4015.7,1410.2,,,7563.9,1410.2,10195.5,38551.8,38548.6,3.2,3.2,,9877.7,,,,,2313.8,48429.5,58625.0,5100.0,68488.0,0.03954,68487.96046,0.0,3833.6,28.4,77450.0,-1.3,77448.7,136073.7,
06/30/2016,132619.1,506.6,489.5,17.1,2490.5,2490.5,0.0,726.8,290.6,118.7,422.8,-105.3,5031.3,,,4244.0,179.5,787.3,8755.2,1557.2,,,81.6,81.6,122225.1,110976.6,46515.8,64460.8,,13.0,11056.0,123863.9,,4582.7,436.7,92.6,,4053.4,2506.6,0.0,,,,2506.6,1778.1,,,7776.7,1778.1,8867.4,37075.1,37072.9,2.2,2.2,,10035.8,,,,,2259.1,47110.9,55978.3,5100.0,68598.7,0.03958,68598.66042,,3262.3,-317.1,76643.9,-3.1,76640.8,132619.1,
09/30/2016,143607.7,27392.3,7554.7,19837.6,2398.5,2398.5,0.0,705.5,276.2,142.2,389.5,-102.4,1227.6,,,455.9,120.7,771.7,31723.9,1566.3,,,85.5,85.5,110232.0,109648.5,46625.8,63022.7,,13.0,449.8,111883.8,,6210.0,296.5,784.6,194.6,4934.3,1591.8,0.0,,,,1591.8,223.7,,,12811.5,223.7,8025.5,31178.2,31176.0,2.2,2.2,,14673.6,,,,,1862.1,45851.8,53877.3,5100.0,66013.9,0.03832,66013.86168,-400.0,18412.7,599.3,89725.9,4.5,89730.4,143607.7,
12/31/2016,128986.3,13225.5,1724.0,11501.5,2531.0,2531.0,0.0,718.0,297.1,145.4,357.7,-82.2,1383.4,983.1,0.0,0.0,233.3,400.2,17857.9,1611.3,2018.7,-407.4,82.2,82.2,109434.9,108974.7,46356.1,62618.6,9.4,12.8,204.7,111128.4,,5076.8,224.9,57.8,317.4,4476.7,2797.9,0.0,2.4,2.4,,2795.5,0.0,15.7,0.0,12969.1,0.0,7874.7,29970.8,29970.8,0.0,0.0,,14940.3,0.0,148.9,,,1806.6,44911.1,52785.8,5100.0,53788.6,0.03349,53788.56651,0.0,18342.5,-1038.4,76192.7,7.8,76200.5,128986.3,
03/31/2017,126836.9,8951.1,1092.9,7858.2,2542.0,2542.0,0.0,904.7,316.9,179.6,494.2,-86.0,1302.9,,,,255.4,1302.9,13700.7,1659.3,,,83.4,83.4,111393.5,110911.3,47917.1,62994.2,,12.5,214.3,113136.2,,4865.2,292.2,69.8,190.6,4312.6,5526.4,0.0,,,,5526.4,0.0,38.0,,13048.5,0.0,10391.6,26223.0,26220.6,2.4,2.4,,15023.5,,,,,1937.0,41246.5,51638.1,5100.0,53936.8,0.03356,53936.76644,,15429.9,721.7,75188.4,10.4,75198.8,126836.9,
06/30/2017,124734.8,5825.9,886.9,4939.0,2795.9,2795.9,0.0,935.9,330.3,139.7,562.8,-96.9,875.5,,,,288.3,875.5,10433.2,1750.1,,,78.3,78.3,112473.2,111961.9,49592.2,62369.7,,13.7,209.3,114301.6,,4843.3,304.0,158.7,265.3,4115.3,3795.0,0.0,,,,3795.0,0.0,38.9,,12486.0,0.0,8638.3,26443.3,26440.7,2.6,2.6,,14420.4,,,,,1895.5,40863.7,49502.0,5100.0,54097.5,0.03341,54097.46659,0.0,14397.9,1625.0,75220.4,12.4,75232.8,124734.8,
09/30/2017,118992.8,5441.8,1612.7,3829.1,2808.6,2808.6,0.0,899.8,316.0,134.5,544.8,-95.5,962.6,,,,327.0,962.6,10112.8,1802.2,,,64.9,64.9,107012.9,106469.8,49770.9,56698.9,,11.8,204.3,108880.0,,4762.8,284.8,221.1,168.6,4088.3,3797.0,0.0,,,,3797.0,0.0,38.7,,10802.0,0.0,8559.8,26539.1,26536.4,2.7,2.7,,12720.4,,,,,1879.7,39259.5,47819.3,5100.0,54211.0,0.03349,54210.96651,0.0,10137.2,1711.2,71159.4,14.1,71173.5,118992.8,
12/31/2017,118341.9,6449.3,1817.2,4632.1,2899.0,2899.0,0.0,904.5,326.9,158.1,527.8,-108.3,1123.9,711.8,,0.0,319.1,412.1,11376.7,1785.4,2401.5,-616.1,60.8,60.8,105119.0,104511.2,49862.9,54648.3,21.9,11.5,255.3,106965.2,,5616.3,324.5,74.9,270.5,4946.4,4231.8,0.0,2.7,2.7,,4229.1,0.0,37.9,,6352.4,0.0,9848.1,25843.5,25843.5,0.0,0.0,,8813.2,,115.9,,,2307.0,34656.7,44504.8,5100.0,53843.2,0.03302,53843.16698,0.0,12957.2,1920.7,73821.1,16.0,73837.1,118341.9,
03/31/2018,112021.3,2032.2,994.8,1037.4,2639.2,2639.2,0.0,948.4,341.5,167.7,545.6,-106.4,773.5,,,,893.6,773.5,6393.3,1769.5,,,267.1,267.1,103591.4,102626.0,50059.5,52566.5,,,71.8,105628.0,,5189.8,304.4,117.5,150.5,4617.4,626.2,0.0,,,,626.2,0.0,36.3,,5540.4,0.0,5816.0,25936.4,25923.2,13.2,13.2,,7922.9,,,,,2346.2,33859.3,39675.3,0.0,57486.9,0.0339,57486.8661,0.0,12799.5,2041.5,72327.9,18.1,72346.0,112021.3,
06/30/2018,108858.8,1696.2,1674.7,21.5,2760.8,2760.8,0.0,922.5,339.6,147.9,552.8,-117.8,724.2,,,,899.9,724.2,6103.7,1761.4,,,297.9,297.9,100695.8,99615.5,49687.2,49928.3,,,180.4,102755.1,,4776.8,285.8,93.0,203.9,4194.1,1348.5,0.0,,,,1348.5,0.0,33.8,,5137.5,0.0,6125.3,24002.0,23992.6,9.4,9.4,,7467.5,,,,,2296.2,31469.5,37594.8,0.0,57567.7,0.03393,57567.66607,,12082.9,1592.9,71243.5,20.5,71264.0,108858.8,
09/30/2018,106542.5,1209.9,1187.9,22.0,2826.9,2826.9,0.0,894.6,325.2,148.3,534.8,-113.7,808.8,,,7.3,989.4,801.5,5740.2,1756.6,,,302.8,302.8,98742.9,97583.8,49456.4,48127.4,,,169.7,100802.3,,4880.3,285.8,184.7,130.7,4279.1,1351.6,0.0,,,,1351.6,0.0,36.7,,5225.3,0.0,6231.9,22231.8,22223.9,7.9,7.9,,7557.9,,,,,2295.9,29789.7,36021.6,0.0,57203.0,0.03372,57202.96628,0.0,11800.6,1504.2,70507.8,13.1,70520.9,106542.5,
12/31/2018,101787.6,1907.3,880.4,1026.9,2868.1,2868.1,0.0,846.9,303.2,145.7,520.2,-122.2,853.1,420.5,,34.0,1063.7,398.6,6475.4,1787.0,2565.2,-778.2,37.6,37.6,93487.6,89608.7,45913.3,43695.4,27.6,8.4,2779.2,95312.2,,4859.6,349.8,72.4,192.8,4244.6,868.3,0.0,,,,868.3,0.0,36.1,,5501.8,0.0,5727.9,22929.4,22921.8,7.6,7.6,,7999.3,,124.3,,,2337.1,30928.7,36656.6,0.0,56510.0,0.03326,56509.96674,,7258.9,1345.2,65114.1,16.9,65131.0,101787.6,
