Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,,0.0,8.961,438.779007,522.143005,-83.363998,0.0,0.0,0.0,0.0,0.0,447.73999,0.482,0.0,0.0,10.754,,458.976013,,0.0,7.475,0.0,7.475,247.927994,,,8.654,264.057007,0.0,0.0,206.679001,-11.76,194.919001,458.976013,
06/30/1994,,0.0,8.936,471.396004,561.664001,-90.267998,0.0,0.0,0.0,0.0,0.0,480.332001,0.397,0.0,0.0,12.298,,493.027008,,0.0,7.476,0.0,7.476,282.128998,,,10.68,300.285004,0.0,0.0,206.709,-13.967,192.742,493.027008,
09/30/1994,,0.0,8.823,511.236977,605.672974,-94.435997,0.0,0.0,0.0,0.0,0.0,520.059998,0.093,0.0,0.0,14.08,,534.232971,,0.0,0.0,0.0,0.0,314.475998,,,14.067,328.542999,0.0,0.0,222.145996,-16.455999,205.689997,534.232971,
12/31/1994,,0.0,8.71,586.839012,686.890015,-100.051003,1.77,1.77,0.0,0.0,0.0,597.31897,0.919,4.126,0.0,8.752,,611.116028,,11.182,0.0,0.0,0.0,394.436005,,,1.99,407.608002,0.0,0.0,222.216003,-18.708,203.508003,611.116028,
03/31/1995,,0.0,8.539,639.536003,743.406006,-103.870003,0.0,0.0,0.0,0.0,0.0,648.075012,3.735,0.0,0.0,15.027,,666.836975,,0.0,0.0,0.0,0.0,377.343002,,,13.423,390.765991,0.0,0.0,298.834991,-22.764,276.070992,666.836975,
06/30/1995,,0.0,8.43,653.826004,762.992004,-109.166,0.0,0.0,0.0,0.0,0.0,662.255981,0.892,0.0,0.0,15.913,,679.060974,,0.0,0.0,0.0,0.0,391.462006,,,17.85,409.312012,0.0,0.0,298.94101,-29.191999,269.74901,679.060974,
09/30/1995,,0.0,8.285,686.899979,801.453979,-114.554001,0.0,0.0,0.0,0.0,0.0,695.184998,0.012,0.0,0.0,14.875,,710.072021,,0.0,0.0,0.0,0.0,424.136002,,,19.252001,443.388,0.0,0.0,298.992004,-32.307999,266.684006,710.072021,
12/31/1995,,0.0,83.190002,728.332985,848.372986,-120.040001,0.0,0.0,0.0,0.0,0.0,811.52301,0.012,6.961,0.0,11.563,,830.059021,,17.530001,0.0,0.0,0.0,405.725998,,,2.642,425.89801,145.375,0.0,293.73999,-34.953999,404.160992,830.059021,
03/31/1996,,0.0,87.873001,742.980972,867.44397,-124.462997,0.0,0.0,0.0,0.0,0.0,830.853027,18.794001,0.0,0.0,19.645,,869.29303,,15.538,12.952,0.0,12.952,359.092987,,,3.017,390.600006,149.75,0.0,369.06601,-40.123001,478.693008,869.29303,
06/30/1996,,0.0,91.884003,756.598984,886.97998,-130.380997,0.0,0.0,0.0,0.0,0.0,848.482971,5.143,0.0,0.0,20.698999,,874.323975,,16.437,12.956,0.0,12.956,366.496994,,,2.965,398.855011,149.75,0.0,369.243988,-43.525002,475.468987,874.323975,
09/30/1996,,0.0,98.123001,824.65097,960.336975,-135.686005,0.0,0.0,0.0,0.0,0.0,922.773987,0.543,0.0,0.0,22.448999,,945.765991,,18.891001,0.0,0.0,0.0,449.406998,,,5.19,473.488007,149.75,0.0,370.252014,-47.723999,472.278015,945.765991,
12/31/1996,,0.0,106.795998,849.607971,991.646973,-142.039001,0.0,0.0,0.0,0.0,0.0,956.403015,0.013,11.439,0.0,7.271,,975.125977,,20.921,0.0,0.0,0.0,478.433014,,,6.437,505.790009,149.75,0.0,371.584991,-51.999001,469.335991,975.125977,
03/31/1997,,0.0,112.001999,977.831955,1125.329956,-147.498001,0.0,0.0,0.0,0.0,0.0,1089.833984,2.682,0.0,0.0,20.738001,0.0,1113.254028,,26.138,0.0,0.0,0.0,477.415993,,,9.397,512.950012,149.75,16.292999,488.031006,-53.77,600.304005,1113.254028,
06/30/1997,,0.0,120.510002,999.086014,1154.364014,-155.278,0.0,0.0,0.0,0.0,0.0,1119.595947,15.111,0.0,0.0,24.254999,0.0,1158.962036,,27.016001,0.0,0.0,0.0,477.14801,,,7.686,511.850006,149.75,16.292999,538.25,-57.181,647.112,1158.962036,
09/30/1997,,0.0,122.996002,1078.624985,1242.177979,-163.552994,0.0,0.0,0.0,0.0,0.0,1201.620972,0.876,0.0,0.0,28.256001,0.0,1230.753052,,31.399,0.0,0.0,0.0,523.569,,,6.699,561.66803,149.75,16.645,563.15802,-60.469002,669.084019,1230.753052,
12/31/1997,,0.0,208.416,1154.004944,1325.741943,-171.737,4.081,4.081,0.0,0.0,0.0,1366.501953,0.018,16.282,0.0,9.116,0.0,1391.917969,,28.601,0.0,0.0,0.0,668.520973,,,9.1,706.221985,149.75,16.646,583.278015,-63.978001,685.696014,1391.917969,
03/31/1998,,,170.737,1265.709976,1446.552979,-180.843002,,,,,,1436.447021,14.101,,,32.703999,,1483.251953,,33.021,10.354,0.0,10.354,768.10498,,,0.0,811.47998,149.75,3.151,587.429993,-68.558998,671.771995,1483.251953,
06/30/1998,,,185.147995,1341.299026,1532.202026,-190.903,,,,,,1526.447021,1.882,,,39.227001,,1567.55603,,31.556,9.917,0.0,9.917,824.627991,,,0.0,866.101013,149.75,6.978,616.437988,-71.710999,701.45499,1567.55603,
09/30/1998,,,254.149994,1665.983978,1857.745972,-191.761993,29.882,,29.882,,,1950.015991,1.691,,,34.998001,,1986.704956,,45.473999,28.877001,0.0,28.877001,975.177994,,,0.0,1049.529053,303.75,97.052002,611.429993,-75.056,937.175995,1986.704956,
12/31/1998,,0.0,346.96701,1693.665939,1896.762939,-203.097,49.007999,49.007999,0.0,0.0,0.0,2089.641113,2.26,24.021999,0.0,10.601,0.0,2126.523926,,50.380001,20.072001,0.0,20.072001,1000.480988,,,11.878,1082.811035,303.75,140.927994,680.039001,-81.003998,1043.712997,2126.523926,
03/31/1999,,,421.696991,1721.624054,1936.857056,-215.233002,18.18,,18.18,,,2161.500977,2.774,,,38.205002,,2202.47998,,48.799999,33.799999,0.0,33.799999,1080.828003,,,0.0,1163.427979,303.75,142.600998,680.10498,-87.403999,1039.051979,2202.47998,
06/30/1999,,,427.260986,1736.046051,1962.227051,-226.181,13.84,,13.84,,,2177.146973,1.675,,,40.766998,,2219.589111,,44.5,32.473999,,32.473999,1110.632019,,,,1187.605957,303.75,142.423004,680.343994,-94.533997,1031.983002,2219.589111,
09/30/1999,,,442.125,1769.355042,2008.165039,-238.809998,5.954,,5.954,,,2217.434082,1.461,,,48.488998,,2267.384033,,52.659,32.734001,,32.734001,1081.874969,,,,1167.267944,303.75,215.934006,680.450989,-100.018997,1100.115997,2267.384033,
12/31/1999,,0.0,436.410004,1818.361923,2068.273926,-249.912003,5.59,5.59,0.0,0.0,0.0,2260.362061,5.992,54.506001,0.0,0.0,0.0,2320.860107,,49.860001,20.826,0.0,20.826,1152.050964,,,29.867001,1252.604004,303.75,215.910995,680.870972,-132.276001,1068.255966,2320.860107,
03/31/2000,,,425.68,1786.025,2046.038,-260.013,5.866,,5.866,,,2217.571,1.645,,,55.802,,2275.018,,75.876,13.68,,13.68,1138.689,889.351,249.338,,1228.245,303.75,215.905,681.982,-154.864,1046.773,2275.018,
06/30/2000,,,424.616,1857.327,2131.354,-274.027,2.563,,2.563,,,2284.506,2.875,,,61.256,,2348.637,,68.06,14.028,,14.028,1156.578,869.382,287.196,,1238.666,303.75,317.451,682.347,-193.577,1109.971,2348.637,
09/30/2000,,,425.536987,1843.989075,2130.539062,-286.549988,2.214,,2.214,,,2271.73999,2.534,,,63.679001,,2337.952881,,59.493999,29.08,,29.08,1226.490997,,,,1315.064941,303.75,235.546997,682.564026,-198.973007,1022.888016,2337.952881,
12/31/2000,,0.0,395.954987,1864.563049,2161.810059,-297.247009,4.824,4.824,0.0,0.0,0.0,2265.342041,4.243,44.59,0.0,17.846001,0.0,2332.020996,,53.818001,19.757,0.0,19.757,1227.575043,,,11.319,1312.468994,303.75,235.802002,682.297974,-202.298004,1019.551971,2332.020996,
03/31/2001,,,398.575,1870.453,2179.855,-309.402,6.057,,6.057,,,2275.085,3.621,,,62.82,,2341.526,,50.62,32.541,,32.541,1247.2,,,,1330.361,303.75,235.798,683.828,-212.211,1011.165,2341.526,
06/30/2001,,,282.452,2146.1,2467.545,-321.445,10.26,,10.26,,,2438.812,8.301,,,71.538,,2518.651,,56.331,35.593,,35.593,1402.144,,,,1494.068,303.75,244.63,686.413,-210.21,1024.583,2518.651,
09/30/2001,,,275.973,2144.45,2480.594,-336.144,6.967,,6.967,,,2427.39,12.324,,,68.874,,2508.588,,60.17,39.944,,39.944,1386.137,,,,1486.251,303.75,250.855,688.744,-221.012,1022.337,2508.588,
