Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,108.365002,-67.813004,40.551998,2.473,6.526,3.986,53.536998,-7.514,46.022998,-33.237999,12.785,1.9,14.685,-3.973,10.712,0,0.0,10.712,0.0,,10.712,,,10.712,,0.148148,0.148148,72.305999,0.148148,0.148148,0.148148,72.305999,
06/30/1990,111.700003,-69.600998,42.099005,2.056,6.594,4.082,54.831004,-3.727,51.104004,-34.055,17.049,0.663,17.712,-5.057,12.655,0,0.0,12.655,0.0,,12.655,,,12.655,,0.180741,0.180741,70.017416,0.180741,0.180741,0.180741,70.017416,
09/30/1990,115.816002,-72.428001,43.388,2.479,6.891,4.491,57.249001,-4.324,52.925001,-36.823002,16.101999,1.306,17.407999,-5.078,12.33,0,0.0,12.33,0.0,,12.33,,,12.329999,,0.174815,0.174815,70.531782,0.174815,0.174815,0.174815,70.531782,
12/31/1990,118.700003,-72.164001,46.536002,2.962,12.433,-1.711,60.220002,-5.048,55.172002,-37.617001,17.555,1.131,18.686,-5.511,13.175,0,0.0,13.175,0.0,,13.175,,,13.175,0.18963,0.18963,0.18963,69.477544,0.18963,0.18963,0.18963,69.477544,
03/31/1991,122.887001,-69.967003,52.919998,,,19.875,72.794998,-9.639,63.155998,-44.074001,19.082001,0.0,19.082001,-5.746,13.336,0,0.0,13.336,0.0,,13.336,,,13.336001,,0.183704,0.182222,73.185367,0.183704,0.183704,0.182222,73.185367,
06/30/1991,128.363007,-69.249001,59.114006,,,19.101999,78.216005,-9.567,68.649005,-46.723,21.926001,0.0,21.926001,-6.872,15.054,0,0.0,15.054,-0.538,,14.516,,,14.516,,0.195556,0.195556,76.980684,0.195556,0.195556,0.195556,76.980684,
09/30/1991,133.046005,-71.009003,62.037003,,,18.952,80.989002,-6.807,74.182002,-49.405998,24.775999,0.0,24.775999,-8.557,16.219,0,0.0,16.219,-0.527,,15.692,,,15.691999,,0.21037,0.208889,77.644151,0.21037,0.21037,0.208889,77.644151,
12/31/1991,,-59.959,,,,-41.762001,-41.762001,-10.36,-52.122001,-51.966999,21.556999,3.0,24.556999,-7.67,16.886999,0,0.0,16.886999,-0.526,,16.360999,,,16.360999,0.21037,0.21037,0.208889,77.829724,0.205926,0.205926,0.208889,77.829724,
03/31/1992,136.313995,-62.014999,74.298996,,,22.952,97.250996,-13.219,84.031996,-56.667999,27.364,0.0,27.364,-8.773,18.591,0,0.0,18.591,-0.519,,18.072,,,18.072001,,0.222222,0.222222,81.324002,0.222222,0.222222,0.222222,81.324002,
06/30/1992,135.606995,-58.966,76.640995,,,24.02,100.660995,-12.006,88.654996,-60.319,28.336,0.0,28.336,-9.381,18.955,0,0.0,18.955,-0.52,,18.435,,,18.435001,,0.222222,0.222222,82.9575,0.222222,0.222222,0.222222,82.9575,
09/30/1992,134.184006,-54.069,80.115005,,,25.083,105.198006,-14.171,91.027006,-61.966999,29.059999,0.0,29.059999,-9.92,19.139999,0,0.0,19.139999,-0.525,,18.614999,,,18.614999,,0.231111,0.231111,82.817997,0.231111,0.231111,0.231111,82.817997,
