Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1991,3616.479004,42.311001,42.311001,,878.81897,,,1300.666016,,,,,11.264,,,,,2233.060059,1312.828979,,,,70.589996,,,,70.589996,1383.418976,,660.679993,660.679993,,,,251.546005,,,,,,24.911026,,,,24.911026,937.137024,1084.67395,,,,,109.292999,,,109.292999,1193.966949,2131.103973,0.44,568.736023,,,0.0,,916.198975,1485.374998,,1485.374998,3616.478971,
02/01/1992,3498.055908,41.617001,41.617001,,988.684021,,,1052.682983,,,,,5.661,,,,,2088.64502,1338.43396,1897.024048,-558.590027,,71.427002,,,,71.427002,1409.860962,,301.88501,301.88501,,,,275.21701,,,,,,160.194001,,,,160.194001,737.296021,1038.456055,,,,,139.279007,,,139.279007,1177.735062,1915.031083,0.44,575.765015,,,0.0,,1007.27002,1583.475035,,1583.475035,3498.506118,
05/02/1992,3612.000977,42.009998,42.009998,,934.812988,,,1186.584961,,,,,1.439,,,,,2164.846924,1378.407959,,,,68.746002,,,,68.746002,1447.153961,,499.716003,499.716003,,,,277.467987,,,,,,28.222015,,,,28.222015,805.406006,1037.040039,,,,,139.279007,,,139.279007,1176.319046,1981.725052,0.44,579.731018,,,0.0,,1050.10498,1630.275999,,1630.275999,3612.00105,
08/01/1992,3600.480957,47.819,47.819,,926.653992,,,1113.31897,,,,,6.818,,,,,2094.610107,1428.359985,,,,77.511002,,,,77.511002,1505.870987,,467.865997,467.865997,,,,234.533005,,,,,,6.717026,,,,6.717026,709.116028,1085.480957,,,,,139.279007,,,139.279007,1224.759964,1933.875992,0.44,581.822021,,,0.0,,1084.343018,1666.605039,,1666.605039,3600.481031,
10/31/1992,4247.962891,43.158001,43.158001,,984.317017,,,1516.957031,,,,,9.958,,,,,2554.389893,1647.82605,,,,45.747002,,,,45.747002,1693.573051,,777.630005,777.630005,,,,261.68399,,,,,,17.94101,,,,17.94101,1057.255005,1333.616943,,,,,141.621002,,,141.621002,1475.237946,2532.49295,0.44,588.504028,,,0.0,,1126.526001,1715.470029,,1715.470029,4247.96298,
01/30/1993,4107.11377,92.584,92.584,0.0,1090.219971,,,1178.562012,,,,,5.513,,,,,2366.878906,1688.681885,2418.691895,-730.01001,0.0,51.553001,,,,51.553001,1740.234886,,367.165985,367.165985,,,,114.646004,,,,,,207.688988,,,,207.688988,689.500977,1414.057007,,,,,171.537994,,,171.537994,1585.595001,2275.095978,0.44,606.224976,,,0.0,,1225.353027,1832.018003,0.0,1832.018003,4107.113981,
05/01/1993,4312.844238,50.803001,50.803001,0.0,1020.853027,,,1378.939941,,,,,2.841,,,,,2453.437012,1801.671997,,,0.0,57.735001,,,,57.735001,1859.406998,,569.765991,569.765991,,,,217.662003,,,,,,45.129013,,,,45.129013,832.557007,1352.833984,,,,,245.682007,,,245.682007,1598.515991,2431.072998,0.44,610.05603,,,0.0,,1271.275024,1881.771055,0.0,1881.771055,4312.844053,
07/31/1993,4200.022949,41.743999,41.743999,0.0,987.007019,,,1262.491943,,,,,11.124,,,,,2302.366943,1844.302002,,,0.0,53.354,,,,53.354,1897.656002,,522.908997,522.908997,,,,144.975006,,,,,,22.306976,,,,22.306976,690.190979,1340.399048,,,,,245.682007,,,245.682007,1586.081055,2276.272034,0.44,615.062012,,,0.0,,1308.249023,1923.751035,0.0,1923.751035,4200.023069,
10/30/1993,4640.679199,41.784,41.784,0.0,997.530029,,,1636.555054,,,,,22.687,,,,,2698.555908,1890.847046,,,0.0,51.276001,,,,51.276001,1942.123047,,758.057983,758.057983,,,,282.834015,,,,,,39.804047,,,,39.804047,1080.696045,1339.277954,,,,,251.850998,,,251.850998,1591.128952,2671.824997,0.44,620.04303,,,0.0,,1348.370972,1968.854001,0.0,1968.854001,4640.678998,
01/29/1994,4430.273926,51.243999,51.243999,0.0,1096.530029,,,1299.94397,,,,,8.976,,,,,2456.694092,1921.469971,2863.059082,-941.589111,52.110001,0.0,,,,0.0,1973.579972,,351.593994,351.593994,,,,212.578995,,,,,,231.892013,,,,231.892013,796.065002,1269.91394,,,,,282.64801,,,282.64801,1552.56195,2348.626952,0.44,623.763977,,,0.0,,1457.442993,2081.64697,0.0,2081.64697,4430.273922,
04/30/1994,4554.25293,49.618999,49.618999,0.0,1031.967041,,,1480.884033,,,,,5.086,,,,,2567.555908,1874.578003,,,0.0,112.119003,,,,112.119003,1986.697006,,633.10498,633.10498,,,,204.266006,,,,,,46.035995,,,,46.035995,883.406982,1260.505981,,,,,282.64801,,,282.64801,1543.153992,2426.560974,0.44,623.763977,,,0.0,,1503.488037,2127.692014,0.0,2127.692014,4554.252988,
07/30/1994,4425.483887,49.501999,49.501999,0.0,986.112,,,1361.720947,,,,,11.258,,,,,2408.593018,1879.244995,,,0.0,137.645996,,,,137.645996,2016.890991,,525.591003,525.591003,,,,233.550003,,,,,,15.979965,,,,15.979965,775.120972,1208.147949,,,,,282.64801,,,282.64801,1490.795959,2265.916931,0.44,624.153992,,,0.0,,1534.973022,2159.567014,0.0,2159.567014,4425.483945,
10/29/1994,4845.076172,46.318001,46.318001,0.0,999.247986,,,1742.353027,,,,,18.806999,,,,,2806.726074,1971.609009,,,0.0,66.740997,,,,66.740997,2038.350006,,853.51001,853.51001,,,,267.994995,,,,,,31.524048,,,,31.524048,1153.029053,1202.420044,,,,,282.64801,,,282.64801,1485.068054,2638.097107,0.44,624.153992,,,0.0,,1582.38501,2206.979001,0.0,2206.979001,4845.076108,
01/28/1995,4577.756836,51.095001,51.095001,0.0,1102.104004,,,1362.755981,,,,,8.847,,,,,2524.802002,1960.921997,3043.143066,-1082.221069,68.809998,23.223,,,,23.223,2052.954995,,350.800995,350.800995,,,,147.981995,,,,,,260.175018,,,,260.175018,758.958008,1200.781982,,,,,294.450012,,,294.450012,1495.231994,2254.190002,0.44,625.216003,,,0.0,,1697.911011,2323.567014,0.0,2323.567014,4577.757016,
04/29/1995,4752.10791,48.889,48.889,0.0,1034.355957,,,1584.718994,,,,,9.41,,,,,2677.374023,1976.25,,,75.653,22.830999,,,,22.830999,2074.733999,,660.364014,660.364014,,,,187.727997,,,,,,44.96701,,,,44.96701,893.059021,1196.043945,,,,,294.450012,,,294.450012,1490.493958,2383.552979,0.44,625.216003,,,0.0,,1742.899048,2368.555051,0.0,2368.555051,4752.10803,
07/29/1995,4637.807129,48.563999,48.563999,0.0,996.252014,,,1458.573975,,,,,10.439,,,,,2513.829102,2028.042969,,,73.782997,22.152,,,,22.152,2123.977966,,572.830994,572.830994,,,,184.516006,,,,,,7.259018,,,,7.259018,764.606018,1174.965942,,,,,294.450012,,,294.450012,1469.415955,2234.021973,0.44,625.216003,,,0.0,,1778.129028,2403.785032,0.0,2403.785032,4637.807004,
10/28/1995,5170.86084,59.351002,59.351002,0.0,1017.268005,,,1892.615967,,,,,20.631001,,,,,2989.865967,2080.188965,,,79.189003,21.617001,,,,21.617001,2180.994968,,900.455017,900.455017,,,,327.031006,,,,,,25.606018,,,,25.606018,1253.092041,1171.900024,,,,,294.450012,,,294.450012,1466.350037,2719.442078,0.44,625.216003,,,0.0,,1825.762939,2451.418943,0.0,2451.418943,5170.861021,
02/03/1996,4778.535156,58.442001,58.442001,0.0,1103.574951,,,1486.045044,,,,,10.163,,,,,2658.225098,2024.342041,3203.929932,-1179.587891,84.772003,11.196,,,,11.196,2120.310044,,559.010986,559.010986,,,,258.837006,,,,,,51.832001,,,,51.832001,869.679993,1178.025024,,,,,252.503006,,,252.503006,1430.52803,2300.208023,0.44,626.380005,,,0.0,,1851.506958,2478.326963,0.0,2478.326963,4778.534986,
05/04/1996,5012.291016,70.695999,70.695999,0.0,1038.56897,,,1750.317993,,,,,6.237,,,,,2865.820068,2049.321045,,,0.0,97.150002,,,,97.150002,2146.471046,,700.304993,700.304993,,,,373.716003,,,,,,43.805054,,,,43.805054,1117.82605,1099.404053,,,,,252.503006,,,252.503006,1351.907059,2469.733109,0.44,637.609985,,,0.0,,1904.508057,2542.558042,0.0,2542.558042,5012.291151,
08/03/1996,4906.585938,68.767998,68.767998,0.0,1008.554016,,,1618.251953,,,,,13.415,,,,,2708.989014,2102.927979,,,0.0,94.668999,,,,94.668999,2197.596977,,589.538025,589.538025,,,,212.636993,,,,,,2.428986,,,,2.428986,804.604004,1294.437012,,,,,226.688995,,,226.688995,1521.126007,2325.730011,0.44,639.799011,,,0.0,,1940.616943,2580.855955,0.0,2580.855955,4906.585966,
11/02/1996,5413.956055,65.217003,65.217003,0.0,1028.651978,,,2046.084961,,,,,22.982,,,,,3162.936035,2143.47998,,,0.0,107.540001,,,,107.540001,2251.019981,,950.03302,950.03302,,,,370.373993,,,,,,19.617035,,,,19.617035,1340.024048,1239.246948,,,,,226.688995,,,226.688995,1465.935944,2805.959991,0.44,639.864014,,,0.0,,1967.692017,2607.99603,0.0,2607.99603,5413.956022,
02/01/1997,5059.726074,64.094002,64.094002,0.0,1130.504028,,,1556.958008,,,,,9.08,,,,,2760.635986,2186.866943,3508.090088,-1321.223145,0.0,112.223,,,,112.223,2299.089943,,536.695007,536.695007,,,,311.830994,,,,,,46.219971,,,,46.219971,894.745972,1186.708008,,,,,261.093994,,,261.093994,1447.802002,2342.547974,0.44,642.523987,,,0.0,,2074.214111,2717.178098,0.0,2717.178098,5059.726072,
05/03/1997,5413.515137,72.246002,72.246002,0.0,1046.855957,,,1874.310059,,,,,9.897,,,,,3003.309082,2303.653076,,,0.0,106.553001,,,,106.553001,2410.206078,,793.653992,793.653992,,,,302.776001,,,,,,58.751038,,,,58.751038,1155.18103,1284.739014,,,,,261.093994,,,261.093994,1545.833008,2701.014038,0.44,642.572998,,,-58.492001,,2127.980038,2712.501035,0.0,2712.501035,5413.515073,
08/02/1997,5347.080078,73.224998,73.224998,0.0,1031.524048,,,1750.239014,,,,,9.281,,,,,2864.269043,2392.407959,3811.711914,-1419.303955,0.0,90.403,,,,90.403,2482.810959,,629.502014,629.502014,,,,392.981995,,,,,,18.512939,,,,18.512939,1040.996948,1332.720947,,,,,261.093994,,,261.093994,1593.814941,2634.81189,0.44,645.125,,,-101.135002,,2167.837883,2712.267881,0.0,2712.267881,5347.079771,
11/01/1997,5967.141113,65.509003,65.509003,0.0,1054.062012,,,2255.563965,,,,,35.016998,,,,,3410.1521,2453.864014,3912.753906,-1458.890015,0.0,103.125,,,,103.125,2556.989014,,1002.640991,1002.640991,,,,571.393005,,,,,,43.325012,,,,43.325012,1617.359009,1330.746948,,,,,261.093994,,,261.093994,1591.840942,3209.199951,0.44,650.901001,,,-101.135002,,2207.7351,2757.941099,0.0,2757.941099,5967.14105,
01/31/1998,5591.847168,41.833,41.833,0.0,1158.682007,,,1784.765015,0.0,0.0,1784.765015,,12.777,,,,,2998.056885,2501.491943,4023.644043,-1522.151978,0.0,92.297997,,,,92.297997,2593.78994,,317.773987,317.773987,,,,528.054993,,,,,,253.020996,,,,253.020996,1098.849976,1377.921021,,,,,307.138,,,307.138,1685.059021,2783.908997,0.44,658.280029,,,-165.490997,,2314.709015,2807.938047,0.0,2807.938047,5591.847043,
05/02/1998,5836.075195,81.495003,81.495003,0.0,1073.625977,1073.625977,,2063.897949,,,,,13.176,,,,,3232.195068,2503.466064,4057.957031,-1554.490967,0.0,100.414001,,,,100.414001,2603.880066,,810.63501,810.63501,,,,397.321014,395.697014,1.624,1.624,,,50.548004,,,,50.548004,1258.504028,1475.839966,1463.967966,11.872,11.872,,322.028015,,,322.028015,1797.867981,3056.372009,0.44,660.473999,,,-254.723999,2373.512939,0.000122,2779.703062,0.0,2779.703062,5836.075071,
08/01/1998,5628.529785,65.018997,65.018997,0.0,1027.343994,1027.343994,,1863.458984,,,,,13.294,,,,,2969.115967,2545.951904,,,0.0,113.461998,,,,113.461998,2659.413902,,696.486023,696.486023,,,,388.230011,386.634011,1.596,1.596,,,26.782013,,,,26.782013,1111.498047,1373.704956,1362.172956,11.532,11.532,,322.028015,,,322.028015,1695.732971,2807.231018,0.44,678.856995,,,-275.174011,2417.176025,-6.1e-05,2821.298948,0.0,2821.298948,5628.529966,
10/31/1998,8929.425781,56.009998,56.009998,0.0,1411.185059,1411.185059,,2608.041016,,,,,55.326,,,,,4130.562012,3731.554932,5392.434082,-1660.879028,0.0,1067.30896,648.966003,648.966003,0.0,418.342957,4798.863892,,1315.473022,1315.473022,,,,1201.810059,1199.401059,2.409,2.409,,,126.247925,,,,126.247925,2643.531006,2876.419922,2848.837921,27.582001,27.582001,,642.705994,,,642.705994,3519.125916,6162.656921,0.44,678.804016,,,-275.174011,2362.698975,-6.1e-05,2766.768918,0.0,2766.768918,8929.42584,
01/30/1999,8177.559082,72.401001,72.401001,0.0,1192.572021,,,2157.01001,0.0,0.0,2157.01001,,15.728,,,,,3437.710938,3684.628906,5407.876953,-1723.248047,0.0,1055.218994,659.262024,,,395.95697,4739.8479,,524.11499,524.11499,,,,166.684998,,,,,,403.002014,,,,403.002014,1093.802002,3561.174072,,,,,681.060974,,,681.060974,4242.235046,5336.037048,0.44,683.463013,,,-275.174011,,2432.792908,2841.521909,0.0,2841.521909,8177.558958,
05/01/1999,8550.928711,182.281006,182.281006,0.0,1069.72998,1069.72998,,2564.668945,,,,,28.622999,,,,,3845.302979,3631.272949,5386.111816,-1754.838989,0.0,1074.353027,655.184998,655.184998,0.0,419.16803,4705.625977,,1179.857056,1179.857056,,,,109.621002,107.289001,2.332001,2.332001,,,42.445892,,,,42.445892,1331.92395,3027.410889,3000.892889,26.518,26.518,,1287.404053,,,1287.404053,4314.814941,5646.738892,0.44,683.463013,,,-275.174011,2495.460938,0.000183,2904.190122,0.0,2904.190122,8550.929014,
07/31/1999,8227.764648,138.546005,138.546005,0.0,987.986023,987.986023,,2342.233887,0.0,0.0,2342.233887,0.0,16.576,,,,,3485.342041,3629.9021,5444.443848,-1814.541992,0.0,1112.520996,651.106995,651.106995,0.0,461.414001,4742.423096,,996.421997,996.421997,,,,27.516001,25.083,2.433001,2.433001,,,20.343008,,,,20.343008,1044.281006,3556.937012,3531.077011,25.860001,25.860001,,681.060974,,,681.060974,4237.997986,5282.278992,0.0,693.294006,,,-275.174011,2527.365967,-6.1e-05,2945.485901,0.0,2945.485901,8227.764893,
10/30/1999,8729.631836,43.650002,43.650002,0.0,981.140015,981.140015,,2929.450928,0.0,0.0,2929.450928,0.0,48.469002,,,,,4002.709961,3657.964111,5542.964844,-1885.000977,0.0,1068.958008,647.030029,647.030029,0.0,421.927979,4726.922119,,1520.462036,1520.462036,,,,9.752,7.289001,2.462999,2.462999,,,4.312942,,,,4.312942,1534.526978,3554.123047,3528.855047,25.268,25.268,,714.153992,,,714.153992,4268.277039,5802.804016,0.0,693.552979,,,-324.584015,2557.858887,3.1e-05,2926.827881,0.0,2926.827881,8729.631897,
01/29/2000,7918.204102,198.720993,198.720993,0.0,1104.925049,,,2047.829956,0.0,0.0,2047.829956,0.0,72.249001,,,,,3423.725098,3619.190918,4961.019043,-1341.828003,0.0,875.288025,610.179993,,,265.108032,4494.478943,,667.625977,667.625977,,,,110.564003,,,,,,32.404015,,,,32.404015,810.593994,3450.854004,,,,,823.921997,,,823.921997,4274.776001,5085.369995,0.0,696.661987,,,-443.394989,,2579.567108,2832.834106,0.0,2832.834106,7918.204102,
04/29/2000,8232.776,246.277,246.277,,997.403,997.403,,2448.787,,,,,61.875,,,,,3754.342,3598.622,,,,879.812,606.216,606.216,0.0,273.596,4478.434,,1059.091,1059.091,,,,110.571,108.049,2.522,2.522,,,12.991,,,,12.991,1182.653,2916.764,2892.682,24.082,24.082,,1339.542,,,1339.542,4256.306,5438.959,,696.662,,,-524.874,2622.029,0.0,2793.817,,2793.817,8232.776,
07/29/2000,7864.581,284.066,284.066,0.0,918.624,918.624,,2149.269,,,,,54.608,,,,,3406.567,3577.809,,,0.0,880.205,602.251,602.251,0.0,277.954,4458.014,,768.634,768.634,,,,210.54,208.049001,2.490999,2.490999,,,19.763,,,,19.763,998.937,2748.977,2725.447,23.53,23.53,,803.652,,,803.652,3552.629,4551.566,0.0,696.662,,,-547.348,2632.122,0.0,2781.436,531.579,3313.015,7864.581,
10/28/2000,8144.482,140.227,140.227,0.0,894.877,894.877,,2591.951,,,,,82.68,,,,,3709.735,3547.277,5066.379,-1519.102,0.0,887.47,598.287,598.287,0.0,289.183,4434.747,,1286.149,1286.149,,,,110.503,108.049,2.454,2.454,,,17.723,,,,17.723,1414.375,2646.367,2623.396,22.971,22.971,,810.306,,,810.306,3456.673,4871.048,0.0,696.662,,,-589.274,2634.467,0.0,2741.855,531.579,3273.434,8144.482,
02/03/2001,7199.309082,193.979996,193.979996,0.0,979.241028,,,1616.186035,0.0,0.0,1616.186035,0.0,53.541,,,,,2842.947998,3508.331055,5015.899902,-1507.56897,0.0,848.030029,585.148987,585.148987,0.0,262.881042,4356.361084,,647.843018,647.843018,,,,211.281006,208.918006,2.363,2.363,,,17.572997,,,,17.572997,876.697021,2396.577,2374.124001,22.452999,22.452999,,764.635986,,,764.635986,3161.212986,4037.910007,0.0,698.034973,,,-627.14801,,2558.933044,2629.820007,0.0,2629.820007,6667.730014,
05/05/2001,7649.489,260.105,260.105,,882.616,882.616,,2126.225,,,,,35.968,,,,,3304.914,3492.298,,,,852.277,581.248,581.248,0.0,271.029,4344.575,,1140.823,1140.823,,,,210.598,208.262,2.336,2.336,,,5.94,,,,5.94,1357.361,2355.332,2333.405,21.927,21.927,,1299.244,,,1299.244,3654.576,5011.937,,697.568,,,-644.616,2584.6,0.0,2637.552,,2637.552,7649.489,
08/04/2001,7130.59,53.231,53.231,,860.243,860.243,,1832.829,,,,,43.018,,,,,2789.321,3502.165,,,,839.104,577.347,577.347,0.0,261.757,4341.269,,801.438,801.438,,,,210.615,208.262,2.353,2.353,,,3.518,,,,3.518,1015.571,2221.481,2200.139,21.342,21.342,,1282.526,,,1282.526,3504.007,4519.578,0.0,697.566,,,-649.473,2562.919,0.0,2611.012,,2611.012,7130.59,
11/03/2001,7649.656,41.118,41.118,,903.83,903.83,,2309.503,,,,,76.309,,,,,3330.76,3489.118,,,,829.778,573.446,573.446,0.0,256.332,4318.896,,1360.359,1360.359,,,,251.475,249.262,2.213,2.213,,,0.0,,,,0.0,1611.834,2168.593,2147.664,20.929,20.929,,1301.653,,,1301.653,3470.246,5082.08,,697.606,,,-649.473,2519.443,0.0,2567.576,,2567.576,7649.656,
02/02/2002,7074.559,152.96,152.96,0.0,1074.94,1074.94,,1561.863,0.0,0.0,1561.863037,0.0,24.747,,,,,2814.51,3455.715,5120.403,-1664.688,0.0,804.334,569.544983,569.544983,0.0,234.789017,4260.049,,808.231,808.231,,,,100.486,98.317,2.169,2.169,,,19.354,,,,19.354,928.071,2145.036,2124.577,20.459,20.459,,1333.055,,,1333.055,3478.091,4406.162,0.0,700.262,,,-649.473,2617.608,0.0,2668.397,0.0,2668.397,7074.559,
05/04/2002,6840.634,327.114,327.114,,890.073,890.073,,1903.154,,,,,23.948,,,,,3144.289,3428.478,,,,267.867,39.214,39.214,0.0,228.653,3696.345,,1012.664,1012.664,,,,101.658,99.665,1.993,1.993,,,22.915,,,,22.915,1137.237,2175.348,2155.24,20.108,20.108,,1332.39,,,1332.39,3507.738,4644.975,,703.112,,,-649.473,2142.02,0.0,2195.659,,2195.659,6840.634,
08/03/2002,6587.811,118.546,118.546,,1111.665,1111.665,,1696.035,,,,,18.791,,,,,2945.037,3376.382,,,,266.392,39.214,39.214,0.0,227.178,3642.774,,752.637,752.637,,,,91.743,89.665,2.078,2.078,,,20.505,,,,20.505,864.885,2212.665,2193.181,19.484,19.484,,1308.303,,,1308.303,3520.968,4385.853,,706.136,,,-649.473,2145.295,0.0,2201.958,,2201.958,6587.811,
11/02/2002,7342.649,103.174,103.174,,1239.911,1239.911,,2286.2,,,,,60.919,,,,,3690.204,3385.637,,,,266.808,39.214,39.214,0.0,227.594,3652.445,,1187.769,1187.769,,,,425.588,423.84,1.748,1.748,,,19.537,,,,19.537,1632.894,2213.531,2194.4,19.131,19.131,,1302.58,,,1302.58,3516.111,5149.005,,706.306,,,-649.473,2136.811,0.0,2193.644,,2193.644,7342.649,
02/01/2003,6675.932129,142.356003,142.356003,0.0,1338.079956,,,1594.307983,0.0,0.0,1594.307983,0.0,55.507,,,,,3130.250977,3370.501953,5134.608887,-1764.107056,0.0,175.179001,39.214001,39.214001,0.0,135.965,3545.680954,,675.961975,675.961975,,,,140.669998,138.813998,1.856,1.856,,,69.829026,,,,69.829026,886.460999,2743.185059,2724.585059,18.6,18.6,,782.090027,,,782.090027,3525.275086,4411.736085,0.0,712.491028,,,-649.473022,2205.674072,-4.496094,2264.195984,0.0,2264.195984,6675.932069,
05/03/2003,6987.653,248.22,248.22,,1211.114,1211.114,,2005.451,,,,,37.355,,,,,3502.14,3287.002,,,,198.511,39.214,39.214,0.0,159.297,3485.513,,1040.732,1040.732,,,,138.936,137.053,1.883,1.883,,,39.95,,,,39.95,1219.618,2164.185,2146.047,18.138,18.138,,1333.958,,,1333.958,3498.143,4717.761,,712.491,,,-664.736,2226.633,-4.496,2269.892,,2269.892,6987.653,
