Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2010,9843.203,86.345,86.345,0.0,103.314,103.314,0.0,0.0,0.0,0.0,0.0,0.0,269.359,33.124,6.06,,196.708,459.018,7902.417,10023.732,-2121.315,0.0,1481.768,1230.721,1230.721,0.0,,217.923,9384.185,,464.213,154.972,,,309.241,7.602,0.0,,,,7.602,45.205,,26.256,1535.871,4.07,517.02,2778.247,2778.247,,,,1684.018,,,,,121.891,4462.265,4979.285,0.0,3030.285,0.4,3029.885,-2.59,1325.778,-0.561,4352.912,511.006,4863.918,9843.203,
12/31/2010,9065.063,474.889,381.869,93.02,103.094,103.094,0.0,0.0,0.0,0.0,0.0,0.0,286.335,12.919,27.454,,234.639,864.318,6615.385,8812.902,-2197.517,0.0,1585.36,1232.418,1232.418,0.0,,340.023,8200.745,,493.213,143.145,,,350.068,7.948,0.0,,,,7.948,78.184,0.0,29.687,1547.992,0.0,579.345,2416.208,2416.208,,,,1688.803,0.0,0.0,0.0,0.0,111.124,4105.011,4684.356,0.0,3046.337,0.4,3045.937,-1.284,1336.142,-0.488,4380.707,,4380.707,9065.063,
03/31/2011,9111.419,227.59,127.857,99.733,138.026,138.026,0.0,0.0,0.0,0.0,0.0,0.0,356.047,9.203,72.552,,264.15,721.663,6928.028,9223.98,-2295.952,0.0,1461.728,1232.418,1232.418,0.0,,220.107,8389.756,,407.616,161.471,,,246.145,8.446,0.0,,,,8.446,222.411,,47.745,1589.912,4.07,638.473,2344.781,2344.781,,,,1746.8,,,,,109.143,4091.581,4730.054,0.0,3062.195,0.402,3061.793,-6.474,1321.952,3.692,4381.365,0.0,4381.365,9111.419,
06/30/2011,9339.423,210.012,121.792,88.22,153.018,153.018,0.0,0.0,0.0,0.0,0.0,0.0,296.453,17.609,22.097,,255.034,659.483,7075.81,9479.551,-2403.741,0.0,1604.13,1232.418,1232.418,0.0,,354.103,8679.94,,506.79,172.837,,,333.953,8.622,0.0,,,,8.622,85.697,,3.378,1687.839,4.07,601.109,2288.112,2288.112,,,,1801.888,,,,,110.671,4090.0,4691.109,0.0,3074.738,0.403,3074.335,-4.193,1581.198,-3.429,4648.314,0.0,4648.314,9339.423,
09/30/2011,9886.933,106.214,24.363,81.851,176.734,176.734,0.0,0.0,0.0,0.0,0.0,0.0,381.76,56.46,,,264.999,664.708,7539.401,10050.116,-2510.715,0.0,1682.824,1236.094,1236.094,0.0,,390.27,9222.225,,588.764,183.521,,,405.243,8.177,0.0,,,,8.177,46.579,,0.732,1799.793,0.0,643.52,2396.549,2396.549,,,,1911.092,,,,,110.567,4307.641,4951.161,0.0,3086.265,0.403,3085.862,,1856.868,-7.361,4935.772,0.0,4935.772,9886.933,
12/31/2011,10184.424,105.375,18.693,86.682,164.446,164.446,0.0,0.0,0.0,0.0,0.0,0.0,414.292,0.029,50.156,,316.734,684.113,7853.951,10481.444,-2627.493,0.0,1646.36,1236.318,1236.318,0.0,,410.013,9500.311,,626.428,197.092,,,429.336,8.316,0.0,,,,8.316,26.523,0.0,18.872,1918.576,0.0,661.267,2669.729,2669.729,,,,2046.93,0.0,0.0,0.0,0.0,109.482,4716.659,5377.926,0.0,3090.777,0.403,3090.374,-193.336,1909.475,-0.418,4806.498,0.0,4806.498,10184.424,
03/31/2012,10342.062,77.366,77.366,0.0,150.379,150.379,0.0,0.0,0.0,0.0,0.0,0.0,530.29,1.245,47.641,,459.634,758.035,8104.67,10856.669,-2751.999,0.0,1479.357,1236.318,1236.318,0.0,,241.794,9584.027,,555.763,196.622,,,359.141,8.853,0.0,,,,8.853,41.972,,22.013,1953.253,0.0,606.588,2727.7,2727.7,,,,2079.332,,,,,104.066,4807.032,5413.62,0.0,3103.022,0.405,3102.617,-197.122,2022.942,-0.4,4928.442,0.0,4928.442,10342.062,
06/30/2012,10935.416,28.113,28.113,0.0,170.536,170.536,0.0,0.0,0.0,0.0,0.0,0.0,347.111,36.672,12.152,,277.195,545.76,8754.309,11701.344,-2947.035,0.0,1635.347,1363.547,1363.547,0.0,,235.128,10389.656,,646.621,187.205,,,459.416,36.168,0.0,,,,36.168,1.816,,0.0,2047.967,0.0,684.605,2942.07,2942.07,,,,2155.544,,,,,107.577,5097.614,5782.219,0.0,3113.447,0.405,3113.042,-194.674,2234.807,-0.383,5153.197,0.0,5153.197,10935.416,
09/30/2012,11105.946,24.034,24.034,0.0,149.096,149.096,0.0,0.0,0.0,0.0,0.0,0.0,335.638,12.82,18.168,,300.65,508.768,8981.651,12062.608,-3080.957,0.0,1615.527,1363.547,1363.547,0.0,,239.16,10597.178,,603.58,200.184,,,403.396,36.635,0.0,,,,36.635,2.395,,1.999,2095.85,0.0,642.61,3038.865,3038.865,,,,2205.251,,,,,107.402,5244.116,5886.726,0.0,3132.747,0.405,3132.342,-233.335,2320.174,-0.366,5219.22,0.0,5219.22,11105.946,
12/31/2012,11139.342,98.511,98.511,0.0,81.971,81.971,0.0,0.0,0.0,0.0,0.0,0.0,1362.272,0.036,29.156,,1313.639,1542.754,7659.903,10840.144,-3180.241,0.0,1936.685,1283.59,1283.59,0.0,,653.059,9596.588,,576.613,161.945,,,414.668,36.966,0.0,,,,36.966,2.842,0.0,23.781,2153.452,0.0,616.421,3104.462,3104.462,,,,2303.57,0.0,0.0,0.0,0.0,126.337,5408.032,6024.453,0.0,3136.867,0.406,3136.461,-456.465,2434.835,-0.348,5114.889,0.0,5114.889,11139.342,
03/31/2013,11316.765,62.269,62.269,0.0,92.111,92.111,0.0,0.0,0.0,0.0,0.0,0.0,345.466,0.395,24.799,,316.686,499.846,8868.816,12148.357,-3279.541,0.0,1948.103,1283.59,1283.59,0.0,,664.118,10816.919,,518.556,174.369,,,344.187,34.033,0.0,,,,34.033,7.672,,15.56,2192.946,0.0,560.261,3262.499,3262.499,,,,2348.125,,,,,139.619,5610.624,6170.885,0.0,3150.295,0.408,3149.887,-526.493,2522.406,-0.328,5145.88,0.0,5145.88,11316.765,
06/30/2013,11508.51,75.865,75.865,0.0,94.814,94.814,0.0,0.0,0.0,0.0,0.0,0.0,313.379,18.712,30.392,,273.072,484.058,9048.968,12455.099,-3406.131,0.0,1975.484,1283.59,1283.59,0.0,,673.182,11024.452,,578.309,182.657,,,395.652,34.148,0.0,,,,34.148,1.895,,0.087,2283.028,0.0,614.352,3198.911,3198.911,,,,2424.461,,,,,141.346,5623.372,6237.724,0.0,3161.602,0.409,3161.193,-542.891,2652.386,-0.311,5270.786,0.0,5270.786,11508.51,
09/30/2013,11609.645,26.548,26.548,0.0,83.904,83.904,0.0,0.0,0.0,0.0,0.0,0.0,329.342,2.97,34.422,,294.753,439.794,9208.834,12740.645,-3531.811,0.0,1961.017,1283.59,1283.59,0.0,,674.457,11169.851,,527.906,193.056,,,334.85,35.581,0.0,,,,35.581,40.261,,16.013,2328.131,0.0,603.748,3238.969,3238.969,,,,2494.1,,,,,149.956,5733.069,6336.817,0.0,3173.803,0.409,3173.394,-655.121,2754.44,-0.294,5272.828,0.0,5272.828,11609.645,
12/31/2013,11788.737,12.187,12.187,0.0,53.737,53.737,0.0,0.0,0.0,0.0,0.0,0.0,348.635,9.942,52.754,,295.876,414.559,9851.278,13519.503,-3668.225,0.0,1522.9,1283.59,1283.59,0.0,,229.368,11374.178,,585.22,237.94,28.019,68.871,250.39,36.157,0.0,,,,36.157,53.822,0.0,3.413,2399.294,0.0,675.199,3260.625,3260.625,,,,2551.507,0.0,0.0,0.0,0.0,148.8,5812.132,6487.331,0.0,3187.123,0.409,3186.714,-729.873,2844.432,-0.276,5301.406,0.0,5301.406,11788.737,
03/31/2014,11867.958,7.892,7.892,0.0,72.664,72.664,0.0,0.0,0.0,0.0,0.0,0.0,343.028,0.541,45.264,,297.764,423.584,9468.181,13271.559,-3803.378,0.0,1976.193,1283.59,1283.59,0.0,,692.062,11444.374,,507.696,178.593,,,329.103,36.383,0.0,,,,36.383,89.185,,8.144,2422.004,0.0,633.264,3512.041,3512.041,,,,2574.745,,,,,144.597,6086.786,6720.05,0.0,3199.79,0.411,3199.379,-932.532,2880.911,-0.261,5147.908,0.0,5147.908,11867.958,
06/30/2014,11999.677,12.046,12.046,0.0,66.001,66.001,0.0,0.0,0.0,0.0,0.0,0.0,344.926,0.094,42.301,,302.625,422.973,9605.541,13554.816,-3949.275,0.0,1971.163,1283.59,1283.59,0.0,,687.479,11576.704,,515.041,172.644,,,342.397,35.533,0.0,,,,35.533,185.454,,36.027,2390.501,0.0,736.028,3602.156,3602.156,,,,2573.547,,,,,147.019,6175.703,6911.731,0.0,3214.331,0.411,3213.92,-930.017,2803.876,-0.244,5087.946,0.0,5087.946,11999.677,
09/30/2014,12140.053,19.436,19.436,0.0,85.386,85.386,0.0,0.0,0.0,0.0,0.0,0.0,311.664,26.464,6.127,,275.675,416.486,9727.836,13821.725,-4093.889,0.0,1995.731,1283.59,1283.59,0.0,,685.677,11723.567,,523.605,157.452,,,366.153,34.712,0.0,,,,34.712,0.534,,0.0,2521.67,0.0,558.851,3560.214,3560.214,,,,2671.219,,,,,149.549,6231.433,6790.284,0.0,3225.734,0.411,3225.323,-926.482,3050.743,-0.226,5349.769,0.0,5349.769,12140.053,
12/31/2014,12727.802,23.153,23.153,0.0,45.407,45.407,0.0,0.0,0.0,0.0,0.0,0.0,744.12,66.187,0.0,37.652,266.109,812.68,10352.244,14600.896,-4248.652,0.0,1562.878,1283.59,1283.59,0.0,,213.101,11915.122,,522.928,192.774,39.816,48.255,242.083,35.47,0.0,,,,35.47,81.727,0.0,0.0,2694.842,0.0,640.125,3535.9,3535.9,,,,2847.921,0.0,0.0,0.0,0.0,153.079,6383.821,7023.946,0.0,3230.83,0.412,3230.418,-919.23,3392.465,-0.209,5703.856,0.0,5703.856,12727.802,
03/31/2015,12468.056,6.021,6.021,0.0,139.904,139.904,0.0,0.0,0.0,0.0,0.0,0.0,622.729,19.456,42.268,,158.759,768.654,10180.074,14716.964,-4536.89,0.0,1519.328,1283.59,1283.59,0.0,,216.282,11699.402,,314.97,163.116,16.697,45.883,89.274,36.679,0.0,,,,36.679,30.025,,,2752.857,30.025,381.674,3596.085,3596.085,,,,2906.816,,,,,153.959,6502.901,6884.575,0.0,3239.33,0.416,3238.914,-918.165,3262.508,-0.192,5583.481,0.0,5583.481,12468.056,
06/30/2015,10495.303,4.413,4.413,0.0,98.857,98.857,0.0,0.0,0.0,0.0,0.0,0.0,455.112,0.696,8.06,,179.027,558.382,8461.793,14850.141,-6388.348,0.0,1475.128,1261.512,1261.512,0.0,,212.92,9936.921,,343.895,146.758,30.654,48.802,117.681,38.105,0.0,,,,38.105,0.641,,0.0,2084.208,0.0,382.641,3471.141,3471.141,,,,2241.487,,,,,157.279,5712.628,6095.269,0.0,3226.142,0.414,3225.728,-918.284,2092.35,-0.174,4400.034,0.0,4400.034,10495.303,
09/30/2015,7355.152,12.212,12.212,0.0,118.457,118.457,0.0,0.0,0.0,0.0,0.0,0.0,334.948,0.0,,,135.517,465.617,6681.858,14934.193,-8252.335,0.0,207.677,0.0,0.0,0.0,,207.677,6889.535,,318.759,136.353,41.253,45.844,95.309,36.038,0.0,,,,36.038,41.331,,,1336.247,33.447,396.128,3321.315,3321.315,,,,1501.377,,,,,165.13,4822.692,5218.82,0.0,3235.68,0.414,3235.266,-925.299,-173.892,-0.157,2136.332,0.0,2136.332,7355.152,
12/31/2015,5885.533,2.812,2.812,0.0,40.146,40.146,0.0,0.0,0.0,0.0,0.0,0.0,300.211,0.0,,,157.365,343.169,5375.809,15029.014,-9653.205,0.0,166.555,0.0,0.0,0.0,,166.555,5542.364,,340.534,117.814,32.438,48.908,141.374,32.481,0.0,,,,32.481,0.0,0.0,0.0,852.089,0.0,373.015,3245.114,3245.114,,,,1018.492,0.0,0.0,0.0,0.0,166.403,4263.606,4636.621,0.0,2353.904,0.355,2353.549,-46.038,-1058.954,0.0,1248.912,0.0,1248.912,5885.533,
03/31/2016,5538.547,8.252,8.252,0.0,87.228,87.228,0.0,0.0,0.0,0.0,0.0,0.0,177.495,,,,104.697,272.975,5101.797,15084.53,-9982.733,0.0,163.775,,,,,163.775,5265.572,,266.48,112.453,17.717,44.201,92.109,32.917,0.0,,,,32.917,25.005,,,742.148,0.0,324.402,3222.497,3222.497,,,,910.37,,,,,168.222,4132.867,4457.269,0.0,2356.423,0.354,2356.069,-47.106,-1228.039,0.0,1081.278,0.0,1081.278,5538.547,
06/30/2016,4989.973,2.545,2.545,0.0,70.7,70.7,0.0,0.0,0.0,0.0,0.0,0.0,139.574,0.031,,,134.875,212.819,4615.047,15136.108,-10521.061,0.0,162.107,,,,,162.076,4777.154,,246.047,108.388,19.342,29.182,89.135,83.762,0.0,,,,83.762,107.105,,0.067,519.207,0.0,436.914,2998.268,2998.268,,,,689.487,,,,,170.213,3687.755,4124.669,0.0,2521.155,0.395,2520.76,-47.15,-1608.701,0.0,865.304,0.0,865.304,4989.973,
09/30/2016,4816.801,3.273,3.273,0.0,45.019,45.019,0.0,0.0,0.0,0.0,0.0,0.0,114.425,,,,114.118,162.717,4489.338,15130.634,-10641.296,0.0,164.746,0.0,0.0,0.0,,164.746,4654.084,,247.816,101.921,25.386,30.099,90.41,83.2,0.0,,,,83.2,74.229,,,505.689,0.0,405.245,2903.051,2903.051,,,,661.161,,,,,155.472,3564.212,3969.457,0.0,2528.189,0.402,2527.787,-47.581,-1633.264,,847.344,0.0,847.344,4816.801,
12/31/2016,4274.578,1.606,1.606,0.0,20.084,20.084,0.0,0.0,0.0,0.0,0.0,0.0,159.436,0.0,,,159.436,181.126,3988.374,15200.701,-11212.327,0.0,105.078,0.0,0.0,0.0,,105.078,4093.452,,331.2,108.886,20.979,79.172,122.163,33.017,0.0,,,,33.017,69.279,0.0,0.0,293.878,0.0,433.496,2731.256,2731.256,,,,641.378,0.0,0.0,0.0,0.0,347.5,3372.634,3806.13,0.0,2535.072,0.402,2534.67,-47.635,-2018.989,0.0,468.448,0.0,468.448,4274.578,
03/31/2017,4308.659,1.747,1.747,0.0,55.653,55.653,0.0,0.0,0.0,0.0,0.0,0.0,130.869,,,,129.807,188.269,4018.388,15273.78,-11255.392,0.0,102.002,,,,,102.002,4120.39,,253.779,,,,253.779,83.701,0.0,,,,83.701,18.799,,,328.786,0.0,356.279,2956.385,2956.385,,,,502.236,,,,,173.45,3458.621,3814.9,0.0,2540.46,0.403,2540.057,-49.246,-1997.455,0.0,493.759,0.0,493.759,4308.659,
06/30/2017,4425.341,3.508,3.508,0.0,60.393,60.393,0.0,0.0,0.0,0.0,0.0,0.0,122.328,1.237,,,118.756,186.229,4129.184,15431.839,-11302.655,0.0,109.928,0.0,,0.0,,108.691,4239.112,,245.883,,,,245.883,83.458,0.0,,,,83.458,0.0,,0.407,345.025,0.0,329.341,3060.048,3060.048,,,,521.753,,,,,176.321,3581.801,3911.142,0.0,2546.505,0.403,2546.102,-49.25,-1983.056,0.0,514.199,0.0,514.199,4425.341,
09/30/2017,4440.929,0.057,0.057,0.0,15.319,15.319,0.0,0.0,0.0,0.0,0.0,0.0,172.216,,,11.687,160.469,187.592,4147.174,15498.13,-11350.956,0.0,106.163,0.0,,,,106.163,4253.337,,252.8,,,,252.8,85.002,0.0,,,,85.002,16.746,,4.263,329.724,0.0,354.548,3057.439,3057.439,,,,511.495,,,,,177.508,3568.934,3923.482,0.0,2550.755,0.408,2550.347,-50.716,-1982.592,0.0,517.447,0.0,517.447,4440.929,
12/31/2017,4471.299,0.058,0.058,0.0,,,,0.0,0.0,0.0,0.0,0.0,202.197,0.0,,,202.197,202.255,4166.866,15543.512,-11376.646,0.0,102.178,0.0,0.0,0.0,,102.178,4269.044,,329.155,,,75.347,253.808,29.841,0.0,,,,29.841,99.061,0.0,0.0,198.099,0.0,458.057,2737.614,2737.614,,,,627.463,0.0,0.0,0.0,0.0,429.364,3365.077,3823.134,0.0,2508.231,0.403,2507.828,-4.256,-1855.81,0.0,648.165,0.0,648.165,4471.299,
03/31/2018,4486.782,0.085,0.085,0.0,1.859,1.859,0.0,0.0,0.0,0.0,0.0,0.0,212.91,,,,211.051,214.854,4172.154,15596.327,-11424.173,0.0,99.774,,,,,99.774,4271.928,,225.591,,,,225.591,129.667,0.0,,,,129.667,114.512,,1.876,213.151,0.0,469.77,2923.378,2923.378,,,,403.416,,,,,188.389,3326.794,3796.564,0.0,2511.534,0.403,2511.131,-5.084,-1816.232,0.0,690.218,0.0,690.218,4486.782,
06/30/2018,4534.235,0.116,0.116,0.0,,,,0.0,0.0,0.0,0.0,0.0,224.121,,,,224.121,224.237,4211.027,15666.073,-11455.046,0.0,98.971,0.0,,0.0,,98.971,4309.998,,267.23,,,,267.23,111.335,0.0,,,,111.335,145.254,,10.704,231.761,0.0,523.819,2689.647,2689.647,,,,435.124,,,,,192.659,3124.771,3648.59,0.0,2676.81,0.458,2676.352,-5.155,-1786.01,0.0,885.645,0.0,885.645,4534.235,
09/30/2018,4644.017,66.711,66.711,0.0,,,,0.0,0.0,0.0,0.0,0.0,221.474,,,,221.474,288.185,4255.818,15733.691,-11477.873,0.0,100.014,0.0,,,,100.014,4355.832,,274.197,,,,274.197,126.884,0.0,,,,126.884,125.354,,13.57,249.264,0.0,526.435,2693.424,2693.424,,,,460.974,,,,,198.14,3154.398,3680.833,0.0,2681.361,0.462,2680.899,-10.586,-1707.591,0.0,963.184,0.0,963.184,4644.017,
12/31/2018,4723.222,38.56,38.56,0.0,11.643,11.643,0.0,0.0,0.0,0.0,0.0,0.0,246.091,4.195,,9.037,143.974,296.294,4318.61,15818.8,-11500.19,0.0,108.318,0.0,0.0,0.0,,104.123,4426.928,,344.971,,,85.303,259.668,19.822,0.0,,,,19.822,0.0,0.0,0.0,309.758,0.0,364.793,2499.297,2499.297,,,,717.355,0.0,0.0,0.0,0.0,407.597,3216.652,3581.445,0.0,2685.673,0.462,2685.211,-10.784,-1533.112,0.0,1141.777,0.0,1141.777,4723.222,
03/31/2019,4691.162,5.749,5.749,0.0,,,,0.0,0.0,0.0,0.0,0.0,200.297,2.022,,,186.285,206.046,4379.631,15917.253,-11537.622,0.0,105.485,,,,,103.463,4485.116,,249.991,31.014,10.792,126.747,81.438,24.661,0.0,8.741,1.671,7.07,15.92,75.93,,0.306,300.28,65.893,350.582,2542.813,2495.409,47.404,0.348,47.056,678.447,,,,,377.861,3221.26,3571.842,0.0,2689.981,0.464,2689.517,-11.875,-1558.786,0.0,1119.32,0.0,1119.32,4691.162,
06/30/2019,4732.034,0.341,0.341,0.0,,,,0.0,0.0,0.0,0.0,0.0,203.602,9.488,,,179.155,203.943,4416.103,15999.6,-11583.497,0.0,111.988,,,,,102.5,4528.091,,243.317,,,,243.317,108.568,0.0,6.972,0.233,6.739,101.596,1.912,,0.022,362.303,0.0,353.797,2511.518,2466.068,45.45,0.059,45.391,596.043,,,,,233.718,3107.561,3461.358,0.0,2694.648,0.464,2694.184,-11.878,-1412.094,0.0,1270.676,0.0,1270.676,4732.034,
09/30/2019,4753.71,0.514,0.514,0.0,,,,0.0,0.0,0.0,0.0,0.0,222.271,11.483,,,166.656,222.785,4407.429,16036.674,-11629.245,0.0,123.496,0.0,,0.0,,112.013,4530.925,,218.137,,,,218.137,107.336,0.0,6.71,0.0,6.71,100.626,0.0,,,400.213,0.0,325.473,2453.387,2409.683,43.704,0.0,43.704,628.73,,,,,228.517,3082.117,3407.59,0.0,2698.631,0.473,2698.158,-13.279,-1339.232,0.0,1346.12,0.0,1346.12,4753.71,
12/31/2019,4691.867,0.516,0.516,0.0,12.63,12.63,0.0,0.0,0.0,0.0,0.0,0.0,167.465,0.0,,2.987,152.542,180.611,4406.927,16094.947,-11688.02,0.0,104.329,0.0,0.0,0.0,,104.329,4511.256,,332.755,,,86.054,246.701,23.141,0.0,6.901,,6.901,16.24,8.346,0.0,0.0,410.23,1.445,364.242,2274.502,2232.57,41.932,,41.932,640.864,0.0,0.0,0.0,0.0,230.634,2915.366,3279.608,0.0,2739.607,0.508,2739.099,-6.034,-1321.314,0.0,1412.259,0.0,1412.259,4691.867,
03/31/2020,4607.091,6.917,6.917,0.0,13.504,13.504,0.0,0.0,0.0,0.0,0.0,0.0,236.499,,,11.054,99.721,256.92,4249.058,16104.047,-11854.989,0.0,101.113,0.0,,,,101.113,4350.171,,190.297,26.134,10.461,99.927,53.775,21.505,0.0,7.044,,7.044,14.461,46.921,,,406.021,46.921,258.723,2166.098,2125.986,40.112,,40.112,692.825,,,,,286.804,2858.923,3117.646,0.0,2742.811,0.508,2742.303,-6.068,-1247.298,0.0,1489.445,0.0,1489.445,4607.091,
06/30/2020,4058.035,209.276,209.276,0.0,12.79,12.79,,0.0,0.0,0.0,0.0,0.0,167.382,,,10.457,109.27,389.448,3565.471,16135.533,-12570.062,0.0,103.116,,,,,103.116,3668.587,,280.148,,,119.454,160.694,2254.683,0.0,7.807,,7.807,2246.876,48.343,,,306.186,7.691,2583.174,184.506,145.922,38.584,,38.584,485.936,,,,,179.75,670.442,3253.616,0.0,2755.259,0.51,2754.749,-6.068,-1944.772,0.0,804.419,0.0,804.419,4058.035,
