Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2006,39.157001,1.117,15.005,0.397,,0.551,-0.154,22.638,-13.067,,,35.705001,,-14.325,-5.022001,12.136,,,-17.158001,,,-4.248,0.0,-4.248,,,,,-5.054998,-19.718999,0.0,-0.779,,,,-24.716999,0.0,-24.716999,5.777,,5.113,,,
06/30/2006,157.169998,9.682,16.306,-23.726,,-0.53,-23.196,154.908005,-50.103001,,,205.011005,,15.873,9.709999,24.518999,,,-14.809,,,-3.059,0.0,-3.059,,,,,9.222001,-1.734,0.0,-4.344,,,,0.0,0.0,0.0,2.61,,171.309006,,,
09/30/2006,-100.527,-9.101,62.576,46.766998,,1.18,45.586998,-200.768997,-24.695999,,,-176.072998,,-28.819,-16.995,2.068,,,-19.063,,,-4.858,1.743,-6.601,,,,,-6.966001,22.5,0.0,-1.725,,,,0.0,0.0,0.0,24.225,,-106.846001,,,
12/31/2006,-86.892,-33.14,34.28,-27.425,,9.133,-36.558,-60.607,34.312,,,-94.919,,-363.234,-17.106,0.0,,,-17.106,,,11.279,16.405,-5.126,,,,,-357.407,267.42,0.0,268.086,,,,0.0,0.0,0.0,-0.666,,-182.706,,,
03/31/2007,88.302,-45.049,27.686,6.12,,3.704,2.416,99.545,-10.341,,,109.886,,-29.291,1.837,15.516,,,-13.679,,,3.615,3.615,,,,,,-34.743,21.875,,25.302,,,,0.424,0.424,,-3.851,,80.886,,,
06/30/2007,126.674,9.922,25.027,-56.941,,0.417,-57.358,148.666,-142.418,,,291.084,,-0.216,18.896,44.679,,,-25.783,,,-23.89,0.0,-23.89,,,,,4.778,-54.563,0.0,-57.016,,,,0.0,0.0,0.0,2.453,,71.895,,,
09/30/2007,-180.614,41.553,26.971,23.681,,6.279,17.402,-272.819,24.904,,,-297.723,,-30.331,-15.671,11.812,,,-27.483,,,24.539,24.539,0.0,,,,,-39.199,95.626,0.0,97.62,,,,0.0,0.0,0.0,-1.994,,-115.319,,,
12/31/2007,15.448,-18.362,41.144,-33.103,,-2.751,-30.352,25.769,131.682,,,-105.913,,-81.221,10.195,60.099,,,-49.904,,,-5.909,,-5.909,,,,,-85.507,53.422,0.0,48.24,,,,0.042,0.042,0.0,5.14,,-12.351,20.683,57.596,
03/31/2008,154.464,-37.241,34.544,-43.871,3.435,3.021,-50.327,201.032,-12.913,,0.0,213.945,,-6.534,-0.225,22.895,,,-23.12,,,-0.25,0.0,-0.25,,,,,-6.059,-53.056,0.0,-58.685,,,,0.0,0.0,0.0,5.629,,94.874,,,
06/30/2008,95.696,-0.652,33.223,-21.461,2.429,2.641,-26.531,84.586,-87.377,,,171.963,,-80.084,-52.73,0.232,,,-52.962,,,0.0,0.0,0.0,,,,,-27.354,10.497,0.0,-4.512,,,,-3.628,,-3.628,18.637,,26.109,,,
09/30/2008,-321.624,137.993,44.786,-151.084,3.724,0.47,-155.278,-353.319,-26.325,,0.0,-326.994,,92.696,108.691,171.159,,,-62.468,,,-0.005,0.0,-0.005,,,,,-15.99,-25.13,0.0,10.825,,,,0.636,0.636,0.0,-36.591,,-254.058,,,
03/31/2009,201.937,-102.707,43.413,-16.557,3.076,-1.146,-18.487,277.788,-16.126,,,293.914,,-13.203,-11.896,12.926,12.926,0.0,-24.822,-23.962,-0.86,-0.015,0.0,-0.015,-2.66,0.0,-2.66,0.0,1.368,-26.962,0.0,-22.67,,153.367,-176.037,-4.25,1.553,-5.803,-0.042,-4.328,157.444,,,
06/30/2009,136.789,-27.198,36.885,-18.528,3.449,-0.146,-21.831,145.63,-26.29,,,171.92,,-20.995,-18.478,3.552,3.552,0.0,-22.03,-15.127,-6.903,-0.639,0.0,-0.639,-2.978,0.0,-2.978,0.0,1.1,-33.589,0.0,-25.938,,81.833,-107.771,0.0,0.0,0.0,-7.651,30.521,112.726,,,
09/30/2009,-264.145,69.247,37.401,34.143,3.486,-3.359,34.016,-404.936,-68.291,,,-336.645,,-12.499,-12.827,22.038,22.038,0.0,-34.865,-14.765,-20.1,-0.167,0.0,-0.167,0.492,0.0,0.492,0.0,0.003,62.461,0.0,62.976,,195.311,-132.335,0.0,0.0,0.0,-0.515,2.442,-211.741,,,
03/31/2010,89.501,-122.213,62.633,22.693,22.422,-6.149,6.42,126.388,45.274,,,81.114,,577.77,0.359,20.643,20.643,0.0,-20.284,-13.083,-7.201,0.0,0.0,0.0,576.144,0.0,576.144,0.0,1.267,-59.075,0.0,-46.018,,147.303,-193.321,0.556,2.123,-1.567,-13.613,-19.954,588.242,,,
06/30/2010,78.778,-32.787,64.308,-3.861,10.376,2.726,-16.963,51.118,-108.933,,,160.051,,-20.419,-11.051,0.11,0.11,0.0,-11.161,-16.999,5.838,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.632,138.241,0.0,182.148,,1171.334,-989.186,-38.226,1.774,-40.0,-5.681,-21.869,174.731,,,
09/30/2010,-154.573,51.007,70.249,44.612,12.734,-3.666,35.544,-320.441,-89.744,,,-230.697,,-19.553,-17.725,1.366,1.366,0.0,-19.091,-19.083,-0.008,-0.775,0.0,-0.775,-5.412,0.0,-5.412,0.0,4.359,-11.777,0.0,-9.71,,0.0,-9.71,0.272,0.272,0.0,-2.339,41.591,-144.312,,,
12/31/2010,144.812,-124.397,124.476,-14.869,6.863,-17.932,-3.8,159.602,148.822,,,10.78,,-84.811,-13.195,13.637,13.637,0.0,-26.832,-26.413,-0.419,0.775,0.775,0.0,-71.775,0.0,-71.775,0.0,-0.616,-18.303,0.0,-6.584,0.0,34.724,-41.308,4.114,4.114,0.0,-15.833,-4.556,37.142,,,
03/31/2011,127.768,-48.46,77.481,-50.049,24.707,-31.341,-43.415,148.796,-48.414,,,197.21,,-24.192,-15.634,2.684,2.684,0.0,-18.318,-18.211,-0.107,-0.486,0.0,-0.486,-7.289,0.0,-7.289,0.0,-0.783,-45.37,0.0,-6.323,,,-6.323,19.839,19.839,0.0,-58.886,36.222,94.428,,,
06/30/2011,4.897,13.257,76.927,-13.212,7.485,-4.103,-16.594,-72.075,-99.819,,,27.744,0.0,-32.899,-21.957,4.479,4.479,0.0,-26.436,-26.44,0.004,-5.44,0.0,-5.44,-12.615,0.0,-12.615,0.0,7.113,35.301,0.0,-9.514,,,-9.514,59.735,59.735,0.0,-14.92,9.475,16.774,,,
09/30/2011,-160.206,51.712,83.341,15.564,8.364,-5.235,12.435,-310.823,-16.159,,,-294.664,0.0,-30.304,-24.739,0.198,0.198,0.0,-24.937,-24.922,-0.015,-0.511,0.0,-0.511,-5.595,0.0,-5.595,0.0,0.541,-9.139,0.0,-7.458,,,-7.458,0.128,0.128,0.0,-1.809,-21.738,-221.387,,,
12/31/2011,163.246,-99.525,105.269,-12.819,9.489,-4.924,-17.384,170.321,84.585,,,85.736,0.0,-64.622,-40.37,0.03,0.03,0.0,-40.4,-37.927,-2.473,-9.333,0.0,-9.333,-13.966,0.0,-13.966,0.0,-0.953,-25.171,0.0,-8.712,0.0,,-8.712,-0.505,0.0,-0.505,-15.954,-11.773,61.68,,,
03/31/2012,264.772,-69.15,79.713,-25.578,8.979,-3.605,-30.952,279.787,-26.374,,,306.161,0.0,-32.17,-32.371,5.648,5.648,0.0,-38.019,-28.017,-10.002,-0.864,0.0,-0.864,0.0,0.0,0.0,0.0,1.065,-20.53,0.0,-7.257,0.0,29.587,-36.844,0.408,0.408,0.0,-13.681,15.087,227.159,,,
06/30/2012,45.356,7.692,94.259,-29.712,8.94,-3.341,-35.311,-26.883,-76.97,,,50.087,0.0,-106.387,-36.235,0.0,0.0,0.0,-36.235,-34.768,-1.467,-1.994,0.0,-1.994,-68.093,0.0,-68.093,0.0,-0.065,16.793,0.0,21.305,0.0,28.683,-7.378,0.451,0.451,0.0,-4.963,-22.135,-66.373,,,
09/30/2012,-221.089,57.948,84.684,42.545,9.676,-4.237,37.106,-406.266,-82.969,,,-323.297,0.0,-29.247,-30.531,2.14,2.14,0.0,-32.671,-29.587,-3.084,-0.354,0.0,-0.354,-3.163,0.0,-3.163,0.0,4.801,8.546,0.0,9.751,0.0,423.016,-413.265,0.067,0.067,0.0,-1.272,20.422,-221.368,,,
12/31/2012,278.059,-159.717,170.901,13.81,9.468,0.226,4.116,253.065,165.994,,,87.071,0.0,-35.987,-30.943,0.505,0.505,0.0,-31.448,-31.439,-0.009,-0.576,0.0,-0.576,-4.385,0.0,-4.385,0.0,-0.083,-24.7,0.0,-10.735,0.0,56.838,-67.573,0.217,0.217,0.0,-14.182,0.012,217.384,,,
03/31/2013,270.46,-63.239,82.165,-30.664,6.305,-3.229,-33.74,282.198,-63.146,,,345.344,0.0,-18.636,-17.587,8.1,8.1,0.0,-25.687,-25.67,-0.017,-1.963,0.0,-1.963,0.0,0.0,0.0,0.0,0.914,13.221,0.0,-7.407,0.0,89.267,-96.674,22.332,22.332,0.0,-1.704,-19.685,245.36,,,
06/30/2013,109.887,58.13,82.688,-53.955,7.814,-3.076,-58.693,23.024,-142.215,,,165.239,0.0,-2.106,21.955,72.97,72.97,0.0,-51.015,-51.015,0.0,-1.069,0.0,-1.069,-23.766,0.0,-23.766,0.0,0.774,40.79,0.0,-9.612,0.0,0.102,-9.714,51.117,51.117,0.0,-0.715,-9.726,138.845,,,
09/30/2013,-115.809,43.774,92.729,18.232,9.105,-1.925,11.052,-270.544,76.0,,,-346.544,0.0,-21.748,-24.876,2.016,2.016,0.0,-26.892,-26.892,0.0,-4.473,0.0,-4.473,-2.652,0.0,-2.652,0.0,10.253,29.689,0.0,33.066,0.0,780.955,-747.889,7.144,7.144,0.0,-10.521,25.186,-82.682,,,
12/31/2013,152.934,-82.043,111.341,-8.808,5.191,-7.658,-6.341,132.444,140.905,,,-8.461,0.0,-101.173,-32.264,0.0,0.0,0.0,-32.264,-32.264,0.0,-2.123,0.0,-2.123,-67.119,0.0,-67.119,0.0,0.333,-50.716,0.0,0.535,0.0,32.855,-32.32,4.517,4.517,0.0,-55.768,-4.439,-3.394,,,
03/31/2014,366.608,-32.448,82.588,-12.681,10.018,-8.729,-13.97,329.149,-77.98,,,407.129,0.0,-37.534,-24.523,0.0,,0.0,-24.523,-24.523,0.0,-0.823,0.0,-0.823,-11.634,0.0,-11.634,0.0,-0.554,-4.752,0.0,-6.504,0.0,0.043,-6.547,7.919,7.919,0.0,-6.167,5.636,329.958,,,
06/30/2014,-26.302,22.934,76.219,2.953,12.55,-3.335,-6.262,-128.408,-48.548,0.0,,-79.86,0.0,-57.947,-41.865,0.0,0.0,0.0,-41.865,-41.865,0.0,-0.689,0.0,-0.689,-12.884,0.0,-12.884,0.0,-2.509,488.951,0.0,505.99,0.0,514.569,-8.579,3.818,3.818,0.0,-20.857,7.842,412.544,,,
09/30/2014,-346.835,105.163,97.925,7.954,8.963,-9.399,8.39,-557.877,-67.177,0.0,,-490.7,0.0,-71.514,-31.86,0.0,0.0,0.0,-31.86,-31.86,0.0,-9.812,0.0,-9.812,-24.009,0.0,-24.009,0.0,-5.833,-232.946,0.0,-229.242,0.0,0.646,-229.888,2.405,2.405,0.0,-6.109,-32.091,-683.386,,,
03/31/2015,347.661,-58.279,84.541,4.691,9.497,4.371,-9.177,316.708,-47.7,0.0,,364.408,0.0,-50.583,-29.365,0.0,0.0,0.0,-29.365,-29.365,0.0,-3.913,0.0,-3.913,-15.879,0.0,-15.879,0.0,-1.426,-24.315,0.0,-8.682,0.0,0.0,-8.682,0.0,0.0,0.0,-15.633,-48.134,224.629,,,
06/30/2015,14.815,15.056,88.571,13.172,8.065,-5.786,10.893,-101.984,-74.358,0.0,,-27.626,0.0,-113.358,-37.979,0.0,0.0,0.0,-37.979,-37.979,0.0,-7.11,0.0,-7.11,-53.365,0.0,-53.365,0.0,-14.904,-8.047,0.0,-8.488,0.0,0.0,-8.488,13.015,13.015,0.0,-12.574,25.751,-80.839,,,
09/30/2015,-377.4,89.049,99.054,22.054,8.032,-5.766,19.788,-587.557,-110.048,0.0,,-477.509,0.0,-63.183,-30.162,0.0,0.0,0.0,-30.162,-30.162,0.0,-6.107,0.0,-6.107,-18.127,0.0,-18.127,0.0,-8.787,-1.086,0.0,-5.74,0.0,0.0,-5.74,1.67,1.67,0.0,2.984,-22.767,-464.436,,,
12/31/2015,322.778,-78.334,125.075,36.883,7.767,-2.43,31.546,239.154,164.871,0.0,,74.283,0.0,-63.861,-57.252,0.0,,0.0,-57.252,-44.985,-12.267,-4.868,0.0,-4.868,-2.409,0.0,-2.409,0.0,0.668,-10.673,0.0,16.617,0.0,57.276,-40.659,1.595,1.595,0.0,-28.885,-6.502,241.742,,,
03/31/2016,517.398,-44.518,94.955,3.001,8.923,-1.698,-4.224,463.96,-16.878,0.0,,480.838,0.0,-85.744,-30.681,0.0,0.0,0.0,-30.681,-30.681,0.0,-5.165,0.0,-5.165,-43.378,0.0,-43.378,0.0,-6.52,-53.289,0.0,-9.764,0.0,0.0,-9.764,0.0,0.0,0.0,-43.525,17.791,396.156,,,
