Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1995,21500.833984,1296.927948,1046.871948,250.056,2746.448975,,,2301.981934,,,,,1290.642944,,,7636.001953,3849.516113,5535.251953,-1685.735962,0.0,10015.316406,,,,10015.316406,13864.83252,,1107.352051,1107.352051,,,,107.976997,,,,3388.647026,,3388.647026,4603.976074,8607.457031,,,,2788.089111,,2788.089111,11395.546143,15999.522217,0.09,1198.605957,,,,,3960.224121,5158.920078,342.391998,5501.312076,21500.834293,
06/30/1995,21699.490234,1555.951981,1319.203979,236.748001,2815.272949,,,2301.201904,,,,,1147.654053,,,7820.081055,3921.37207,5674.832031,-1753.459961,0.0,9958.038086,,,,9958.038086,13879.410156,,1111.786011,1111.786011,,,,104.287003,,,,3211.760971,,3211.760971,4427.833984,8726.47168,,,,2796.614014,,2796.614014,11523.085693,15950.919678,0.089,1305.737061,,,,,4088.677979,5394.504039,354.066986,5748.571025,21699.490703,
09/30/1995,21777.234375,2080.076981,1866.859985,213.216995,2679.914062,,,2258.427002,,,,,1019.932007,,,8038.350098,3986.443115,5936.016113,-1949.572998,0.0,9752.442383,,,,9752.442383,13738.885498,,1086.182007,1086.182007,,,,84.310997,,,,3455.130043,,3455.130043,4625.623047,8491.800781,,,,2803.375,,2803.375,11295.175781,15920.798828,0.088,1442.583008,,,,,4081.13208,5523.803088,332.632996,5856.436083,21777.234912,
12/31/1995,21362.923828,2020.06897,1802.396973,217.671997,2613.438965,,,2301.952881,,,,,1050.676025,,,7986.137207,3960.334961,6045.746094,-2085.410889,0.0,9416.451172,,,,9416.451172,13376.786133,,980.114014,980.114014,,,,72.217003,,,,3503.91703,,3503.91703,4556.248047,7808.756836,,,,3147.683105,,3147.683105,10956.439941,15512.687988,0.085,1619.720947,,,,,3923.191895,5542.997842,307.237,5850.234842,21362.92283,
03/31/1996,21735.902344,1962.140045,1743.003052,219.136993,3041.146973,,,2306.092041,,,,,1202.511963,,,8511.890625,4015.646973,6183.053223,-2167.406006,0.0,9208.365234,,,,9208.365234,13224.012207,,954.890015,954.890015,,,,77.978996,,,,3561.585091,,3561.585091,4594.454102,7751.940918,,,,3174.961914,,3174.961914,10926.902832,15521.356934,0.084,1750.514038,,,,,4148.032227,5898.630265,315.915985,6214.54625,21735.903183,
06/30/1996,21658.160156,2087.934021,1858.494019,229.440002,2960.837891,,,2278.437988,,,,,1148.188965,,,8475.399414,4077.829102,6304.937012,-2227.10791,0.0,9104.931641,,,,9104.931641,13182.760742,,949.856995,949.856995,,,,72.055,,,,3587.627068,,3587.627068,4609.539062,7354.119141,,,,3192.724121,,3192.724121,10546.843262,15156.382324,0.083,1992.959961,,,,,4135.084961,6128.127922,373.649994,6501.777916,21658.16024,
09/30/1996,21137.638672,1919.766006,1687.588013,232.177994,2496.833008,,,2368.254883,,,,,1106.374023,,,7891.228027,4160.617188,6485.578125,-2324.960938,0.0,9085.792969,,,,9085.792969,13246.410156,,787.54303,787.54303,,,,79.359001,,,,3486.631172,,3486.631172,4353.533203,6694.419922,,,,3178.891113,,3178.891113,9873.311035,14226.844238,0.081,2087.573975,,,,,4439.815918,6527.470893,383.322998,6910.793891,21137.638129,
12/31/1996,20785.34375,1544.117004,1322.296997,221.820007,2541.714111,,,2389.368896,,,,,995.218994,,,7470.418945,4036.73291,6254.666016,-2217.933105,0.0,9278.191406,,,,9278.191406,13314.924316,,940.075989,940.075989,,,,76.573997,,,,3320.98478,,3320.98478,4337.634766,6020.575195,,,,3268.717041,,3268.717041,9289.292236,13626.927002,0.079,2247.665039,,,,,4714.348145,6962.092184,196.324005,7158.416189,20785.343191,
03/31/1997,21257.208984,1030.314023,1024.624023,5.69,2976.726074,,,2454.809082,,,,,1012.432983,,,7474.282227,4086.63501,6371.356934,-2284.721924,0.0,9696.291992,,,,9696.291992,13782.927002,,885.94397,885.94397,,,,76.977997,,,,3460.083893,,3460.083893,4423.005859,6096.140137,,,,3263.909912,,3263.909912,9360.050049,13783.055908,0.077,2363.810059,,,,,4892.083008,7255.970066,218.182999,7474.153065,21257.208973,
06/30/1997,21428.544922,967.912984,962.195984,5.717,3206.62207,,,2494.937012,,,,,988.106018,,,7657.578125,4155.14209,6545.395996,-2390.253906,0.0,9615.824219,,,,9615.824219,13770.966309,,949.942017,949.942017,,,,67.172997,,,,3494.449928,,3494.449928,4511.564941,5952.424805,,,,3163.189941,,3163.189941,9115.614746,13627.179688,0.076,2521.979004,,,,,5060.579102,7582.634105,218.729996,7801.364101,21428.543789,
09/30/1997,21174.416016,1143.062057,1089.258057,53.804001,2697.693115,,,2492.766113,,,,,1132.390015,,,7465.911133,4215.621094,6666.299805,-2450.678955,0.0,9492.883789,,,,9492.883789,13708.504883,,1114.234985,1114.234985,,,,53.757999,,,,3597.512875,,3597.512875,4765.505859,5747.785156,,,,2976.850098,,2976.850098,8724.635254,13490.141113,0.073,2587.958008,,,,,4873.641113,7461.672121,222.602997,7684.275118,21174.416231,
12/31/1997,20825.111328,1099.734947,1051.371948,48.362999,2843.099121,,,2412.406006,,,,,1006.085999,,,7361.326172,4296.905762,6722.048828,-2425.143066,0.0,9166.878906,,,,9166.878906,13463.784668,,794.291016,794.291016,,,,89.041,,,,3443.68605,,3443.68605,4327.018066,5031.86084,,,,3082.197998,,3082.197998,8114.058838,12441.076904,0.072,2747.488037,,,,,5427.691895,8175.251932,208.781998,8384.033929,20825.110834,
03/31/1998,20589.710938,1555.376991,1458.062988,97.314003,3149.239014,,,2164.989014,699.054016,706.588013,759.346985,,986.664978,,,7856.27002,4002.99292,6090.858887,-2087.865967,0.0,8730.445312,7929.069824,,,801.375488,12733.438232,,644.989014,644.989014,,,,141.337006,,,,3878.703766,,3878.703766,4665.029785,3662.14502,,,,3030.321045,,3030.321045,6692.466064,11357.49585,0.07,2981.458008,,,,,6030.200195,9011.728203,220.483994,9232.212197,20589.708046,
06/30/1998,20762.189453,1526.244011,1433.838013,92.405998,3335.575928,,,2153.302002,633.646973,718.270996,801.383972,,993.991028,,,8009.112793,4080.969971,6246.444824,-2165.475098,0.0,8672.107422,7852.86377,,,819.243652,12753.077393,,625.22699,625.22699,,,,123.572266,,,,3652.877502,,3652.877502,4401.676758,3844.525879,,,,3022.23291,,3022.23291,6866.758789,11268.435547,0.068,3285.894043,,,,,5989.948242,9275.910285,217.843994,9493.754279,20762.189826,
09/30/1998,21037.689453,1749.742027,1660.775024,88.967003,3012.678955,,,2180.381104,670.030029,615.502014,894.848999,,1010.484985,,,7953.287109,4181.044922,6421.180176,-2240.13501,0.0,8903.353516,8042.506836,,,860.84668,13084.398438,,949.754028,949.754028,,,,54.033001,,,,3534.48592,,3534.48592,4538.272949,3923.499023,,,,3002.565918,,3002.565918,6926.064941,11464.337891,0.065,3357.207031,,,,,5999.567871,9356.839902,216.507996,9573.347898,21037.685789,
12/31/1998,21079.070312,1301.528969,1182.31897,119.209999,3276.596924,,,2237.917969,620.59198,604.646973,1012.679016,0.0,1139.588013,,,7955.631836,4289.665039,6718.36377,-2428.698975,0.0,8833.771484,7995.082031,,,838.689453,13123.436523,,680.960999,680.960999,,,,79.727997,,,,3450.032196,,3450.032196,4210.721191,3859.163086,,,,3173.168945,,3173.168945,7032.332031,11243.053223,0.064,3510.340088,,,,,6104.39209,9614.796178,221.218994,9836.015172,21079.068395,
03/31/1999,21026.469,1461.398,1330.609,130.789,3246.167,3246.167,,2191.229,619.68,605.89,965.659,0.0,1204.486,,,8103.28,4211.687,6638.885,-2427.198,0.0,8711.502,7914.754,7914.754,0.0,796.748,12923.189,,621.879,621.879,,,,82.97,,,,3269.073,,3269.073,3973.922,4198.658,,,,3171.271,,3171.271,7369.929,11343.851,0.063,3612.396,,,,6388.72,-551.276,9449.903,232.715,9682.618,21026.469,
06/30/1999,21764.944,2217.77,1779.61,438.16,3213.364,3213.364,,2191.925,581.331,597.962,1012.632,0.0,1178.2,,,8801.259,4320.468,6734.265,-2413.797,0.0,8643.217,7851.859,7851.859,0.0,791.358,12963.685,,630.1,630.1,,,,1464.587,,,,3429.929,,3429.929,5524.616,3624.694,,,,3081.418,,3081.418,6706.112,12230.728,0.062,3648.427,,,,6173.142,-537.777,9283.854,250.362,9534.216,21764.944,
09/30/1999,23743.480469,2583.304932,2146.346924,436.958008,3240.308105,,,2236.183105,540.338013,580.284973,1115.560059,0.0,1536.94397,,,9596.740234,4373.563965,6959.803223,-2586.239014,0.0,9773.173828,7805.796875,,,1967.376953,14146.737793,,971.396973,971.396973,,,,1951.192017,,,,4626.615112,,4626.615112,7549.204102,3621.668945,,,,6685.351074,,6685.351074,10307.02002,17856.224121,0.062,3700.691895,,,,,1924.496948,5625.250843,262.002991,5887.253833,23743.477955,
12/31/1999,23123.76,2413.302,1892.715,520.587,2389.863,,,1607.96,382.802,471.327,753.831,0.0,5973.653,,,12384.78,4118.177,6392.948,-2274.771,0.0,6620.801,4823.309,,,1797.492,10738.978,,562.679,562.679,,,,1880.816,,,,4036.888,,4036.888,6480.383,3606.423,,,,6822.203,,6822.203,10428.626,16909.009,0.061,3827.344,,,0.0,,2387.342,6214.747,0.0,6214.747,23123.756,
03/31/2000,23480.425781,2704.640991,2143.239014,561.401978,2245.381104,,,1714.779053,410.953003,522.598999,781.22699,0.0,6142.09082,,,12806.891602,4301.309082,6681.722168,-2380.413086,0.0,6372.224121,4783.583008,,,1588.641113,10673.533203,,611.848022,611.848022,,,,859.840027,,,,5653.112732,,5653.112732,7124.800781,3634.108887,,,,6469.129883,,6469.129883,10103.23877,17228.039551,0.059,3870.959961,,,0.0,,2381.365967,6252.384928,0.0,6252.384928,23480.424479,
06/30/2000,20400.433594,3754.46106,2920.123047,834.338013,2333.009033,,,1790.365967,401.884003,542.882996,845.598999,0.0,1940.828003,,,9818.664062,4471.422852,6934.961914,-2463.539062,0.0,6110.346191,4763.673828,,,1346.672363,10581.769043,,550.23999,550.23999,,,,30.521999,,,,6030.461155,,6030.461155,6611.223145,2390.325928,,,,5274.750977,,5274.750977,7665.076904,14276.300049,0.057,3978.294922,,,0.0,,2145.781006,6124.132928,0.0,6124.132928,20400.432977,
09/30/2000,20853.220703,4126.422058,3179.112061,947.309998,2647.843994,,,1733.084961,391.256012,603.744995,738.083984,0.0,1763.593018,,,10270.94043,4744.746094,7199.443848,-2454.697998,0.0,5837.525879,4697.744141,,,1139.781738,10582.271973,,834.237,834.237,,,,31.768999,,,,5398.915876,,5398.915876,6264.921875,3483.080078,,,,4772.102051,,4772.102051,8255.182129,14520.104004,0.056,4137.603027,,,0.0,,2195.452881,6333.111908,0.0,6333.111908,20853.215912,
12/31/2000,21092.470703,2985.336914,2644.305908,341.031006,2740.271973,,,1531.727051,359.947998,586.656006,585.122986,0.0,2923.475098,,,10180.80957,5034.824219,7578.23291,-2543.408936,0.0,5876.831055,4052.409912,,,1824.421143,10911.655273,,595.232971,595.232971,,,,58.716999,58.716999,0.0,0.0,9088.108624,,9088.108624,9742.058594,2394.790039,2394.790039,0.0,0.0,6137.523926,,6137.523926,8532.313965,18274.372559,0.055,4389.714844,,,0.0,,-1571.677002,2818.092842,0.0,2818.092842,21092.4654,
03/31/2001,22028.230469,3916.790009,3512.218018,404.571991,2484.846924,,,1583.078979,351.587006,651.465027,580.026978,0.0,2343.950928,,,10328.669922,5216.560059,7798.62207,-2582.062012,0.0,6483.007812,3993.082031,,,2489.925781,11699.567871,,512.778015,512.778015,,,,57.473,57.473,0.0,0.0,5437.098106,,5437.098106,6007.349121,7334.313965,7334.313965,0.0,0.0,5465.047852,,5465.047852,12799.361816,18806.710938,0.054,4442.37793,,,0.0,,-1220.907959,3221.523971,0.0,3221.523971,22028.234908,
06/30/2001,21378.300781,3149.229126,2393.349121,755.880005,2388.758057,,,1710.30603,397.996002,661.698975,650.611023,0.0,2607.753906,,,9856.046875,5414.124023,7995.138184,-2581.013916,0.0,6108.133789,3942.135986,,,2165.997803,11522.257812,,874.502991,874.502991,,,,52.165001,52.165001,0.0,0.0,4895.209938,,4895.209938,5821.87793,8023.186035,8023.186035,0.0,0.0,4410.826172,,4410.826172,12434.012207,18255.890137,0.0,438.960999,,,0.0,,2683.454102,3122.4151,0.0,3122.4151,21378.305237,
09/30/2001,22289.880859,3161.029053,2005.109009,1155.920044,2740.985107,,,1800.791992,457.678986,701.044006,642.06897,0.0,2210.498047,,,9913.303711,5757.545898,8409.821289,-2652.274902,0.0,6619.026855,3907.763916,,,2711.262939,12376.572754,,845.182007,845.182007,,,,1553.391968,1553.391968,0.0,0.0,4576.466064,,4576.466064,6975.040039,7667.006836,7667.006836,0.0,0.0,4483.457031,,4483.457031,12150.463867,19125.503906,0.052,4578.355957,,,0.0,,-1414.035034,3164.372923,0.0,3164.372923,22289.876829,
12/31/2001,22967.919922,3026.722046,1744.734009,1281.988037,2743.040039,,,1754.970947,653.107971,674.635986,427.22699,0.0,2242.02002,,,9766.75293,6282.160156,8944.451172,-2662.291016,0.0,6919.008789,3851.934082,3275.547119,576.386963,3067.074707,13201.168945,,672.45697,672.45697,,,,2097.354004,2097.354004,0.0,0.0,4487.370178,,4487.370178,7257.181152,7357.276855,7357.276855,0.0,0.0,4280.891113,,4280.891113,11638.167969,18895.349121,0.055,4735.241211,,,0.0,,-662.723022,4072.573188,0.0,4072.573188,22967.92231,
03/31/2002,23015.683594,3036.138062,2340.924072,695.213989,2753.85791,,,1920.661987,401.286987,827.396973,691.978027,0.0,2006.010986,,,9716.668945,5999.829102,8746.689453,-2746.860107,0.0,7299.186035,3844.98291,3719.63501,125.3479,3454.203125,13299.015137,,546.098022,546.098022,,,,2742.080078,,,,3425.182739,,3425.182739,6713.36084,7344.426758,,,,4196.518066,,4196.518066,11540.944824,18254.305664,0.05,4900.580078,,,0.0,,-139.251999,4761.378079,0.0,4761.378079,23015.683743,
06/30/2002,24128.087891,3176.223999,1644.874023,1531.349976,2831.696045,,,2078.783936,448.226013,864.59198,765.966003,0.0,1877.894043,,,9964.597656,6446.852051,9333.797852,-2886.946045,0.0,7716.637207,3872.846924,3752.454102,120.392822,3843.790283,14163.489258,,583.245972,583.245972,,,,3405.839111,3405.839111,0.0,0.0,3729.015015,,3729.015015,7718.100098,7427.719238,7427.719238,0.0,0.0,4143.787109,,4143.787109,11571.506348,19289.606445,0.047,4935.728027,,,0.0,,-97.293999,4838.481029,0.0,4838.481029,24128.087474,
09/30/2002,27628.134766,3880.676147,2381.548096,1499.128052,2834.98999,,,2088.960938,474.886993,818.20697,795.867004,0.0,5130.189941,,,13934.817383,6853.797852,9809.491211,-2955.693115,0.0,6839.519043,3865.278076,3749.61792,115.660156,2974.240967,13693.316895,,523.731018,523.731018,,,,3448.89502,3448.89502,0.0,0.0,4354.990173,,4354.990173,8327.616211,7557.786133,7557.786133,0.0,0.0,5012.183105,,5012.183105,12569.969238,20897.585449,0.046,4955.096191,,,0.0,,1775.406982,6730.549174,0.0,6730.549174,27628.134623,
12/31/2002,25994.949219,3946.879028,2943.604004,1003.275024,2379.819092,,,1992.723999,447.653015,808.710999,736.359985,0.0,3276.429932,,,11595.849609,7235.691895,9834.985352,-2599.292969,0.0,7163.404785,3621.664062,3745.749023,-124.084961,3541.740723,14399.09668,,672.632996,672.632996,,,,804.893982,804.893982,0.0,0.0,3998.132202,,3998.132202,5475.65918,7546.041016,7546.041016,0.0,0.0,4817.336914,,4817.336914,12363.37793,17839.037109,0.046,5024.791992,,,0.0,,3131.073975,8155.911967,0.0,8155.911967,25994.949076,
03/31/2003,25564.56,3783.85,2748.939,1034.911,2104.355,2104.355,,2182.87,431.634,923.509,827.727,0.0,2261.313,,,10332.39,7522.925,10229.82,-2706.895,0.0,7709.244,3906.601,3764.648,141.953,3802.643,15232.169,,600.146,600.146,,,,513.993,513.993,0.0,0.0,4577.883,,4577.883,5692.022,6409.25,6409.25,0.0,0.0,4717.556,,4717.556,11126.806,16818.828,0.045,5046.717,,,0.0,4259.12,-560.153,8745.729,0.0,8745.729,25564.557,
06/30/2003,26777.259766,3952.408081,2816.620117,1135.787964,2323.147949,2323.147949,,2433.657959,450.790985,1125.44104,857.426025,0.0,2310.76709,,,11019.980469,7978.400879,10808.080078,-2829.675049,0.0,7778.875977,3933.958008,3796.444092,137.513916,3844.917969,15757.276855,,705.596985,705.596985,,,,511.765991,511.765991,0.0,0.0,5133.657043,,5133.657043,6351.02002,6415.242188,6415.242188,0.0,0.0,4626.183105,,4626.183105,11041.425293,17392.445312,0.044,5131.157227,,,0.0,4510.263184,-256.651367,9384.813043,0.0,9384.813043,26777.258355,
