Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1992,223.227997,,-220.533005,,2.694992,,-5.893,,,,,-3.198,-5.783,,4.976,,0.0,,0.807,-8.981,-2.397,-11.378,20.629999,,,-32.007999,0.0,-32.007999,-2.302,,-34.309999,-34.309999,,28.131998,-1.22,-0.485,,28.131998,-1.22,-0.485,-0.485,
06/30/1992,244.404007,,-244.645996,,-0.241989,,-4.437,,,,,-4.679,0.022,,5.467,,0.0,,-5.489,-4.657,-0.865,-5.522,0.0,,,-5.522,0.0,-5.522,-2.302,,-7.824,-7.824,,28.129997,-0.28,-0.28,,28.129997,-0.28,-0.28,-0.28,
09/30/1992,243.227005,,-235.613998,,7.613007,,-4.655,,,,,2.958,-5.566,,5.476,,0.0,,0.09,-2.608,-0.867,-3.475,0.0,,,-3.475,0.0,-3.475,-2.302,,-5.777,-5.777,,28.125998,-0.205,-0.205,,28.125998,-0.205,-0.205,-0.205,
12/31/1992,235.587006,,-241.841003,,-6.253997,,-10.864,,,,,-17.118,-6.498,,5.196,,0.0,,1.302,-23.616,-1.254,-24.870001,0.0,,,-24.87,0.0,-24.870003,-2.301,,-27.171003,-27.171003,,28.119998,-0.965,-0.965,-0.965,28.119998,-0.965,-0.965,-0.965,
03/31/1993,224.494003,,-218.559006,,5.934998,,-3.423,,,,,2.512,-4.689,,5.013,,0.0,,-0.324,-2.177,-0.732,-2.909,0.0,,,-2.909,0.0,-2.909,-2.302,,-5.211,-5.211,,28.139997,-0.185,-0.185,,28.139997,-0.185,-0.185,-0.185,
06/30/1993,185.623001,,-176.865005,,8.757996,,-3.657,,,,,5.101,-3.546,,2.812,,0.0,,0.734,1.555,-0.067,1.488,0.0,,,1.488,0.0,1.488,-2.302,,-0.814,-0.814,,28.139999,-0.03,-0.03,,28.139999,-0.03,-0.03,-0.03,
09/30/1993,214.464005,,-201.462006,,13.001999,,-3.866,,,,,9.136,-5.74,,4.976,,0.0,,0.764,3.396,-1.636,1.76,0.0,,,1.76,0.0,1.76,-2.302,,-0.542,-0.542,,28.139999,-0.02,-0.02,,28.139999,-0.02,-0.02,-0.02,
12/31/1993,206.425995,,-182.468994,,23.957001,,-5.766,,,,,18.191,-2.312,,1.749,,0.0,,0.563,15.879,0.738,16.617001,0.0,,,16.617,0.0,16.617001,-2.301,,14.316001,14.316001,,28.704,0.5,0.5,0.5,28.704,0.5,0.5,0.5,
03/31/1994,189.087006,,-174.281998,,14.805008,,-3.627,,,,,11.178,-2.415,,4.877,,0.0,,-2.462,8.763,-1.561,7.202,4.752,,,2.450001,0.0,2.45,-1.889,,0.561,0.561,,38.91,0.015,0.135,,38.91,0.015,0.135,0.135,
06/30/1994,210.660004,,-198.945999,,11.714005,,-3.377,,,,,8.337,-6.496,,4.629,,0.0,,1.867,1.841,-0.611,1.23,0.0,,,1.23,0.0,1.23,-0.791,,0.439,0.439,,46.444,0.01,0.01,,46.444,0.01,0.01,0.01,
