Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
03/31/1994,,,,,,,,1.162593,,,
06/30/1994,,,,,,,,1.141225,,,
09/30/1994,,,,,,,,1.063268,,,
12/31/1994,9.103261,,,,3.712878,6.351615,3.712878,1.126122,9.197271,,
03/31/1995,8.55615,,,,3.331036,5.593217,3.331036,1.087408,8.232174,,
06/30/1995,8.994709,,,,3.437362,5.671109,3.437362,1.167257,8.750929,,
09/30/1995,8.992347,,,,3.492046,5.773763,3.492046,1.227044,9.640735,,
12/31/1995,9.078947,,,,3.273766,5.402607,3.273766,1.097252,7.084516,,
03/31/1996,8.743523,,,,3.302885,5.430195,3.302885,1.082677,6.9636,,
06/30/1996,10.596447,,,,4.196387,6.89743,4.196387,1.3481,10.184602,,
09/30/1996,11.243719,,,,4.671193,7.524714,4.671193,1.438147,10.173954,,
12/31/1996,13.059702,,,,5.721026,9.230192,5.721026,1.665338,16.843965,,
03/31/1997,13.717949,,,,5.717616,9.213024,5.717616,1.713994,14.073238,,
06/30/1997,14.41799,,,,5.288991,8.359582,5.288991,1.538221,11.657367,,
09/30/1997,14.304813,,,,5.258197,8.268527,5.258197,1.383037,11.6481,,
12/31/1997,15.047554,,,,5.593918,8.422166,5.593918,1.428074,11.880924,,
03/31/1998,13.413242,,,,5.382079,8.013662,5.382079,1.339156,13.287492,,
06/30/1998,12.015782,,,,5.458746,8.067023,5.458746,1.269776,13.204442,,
09/30/1998,10.565408,,,,4.712705,6.888757,4.712705,1.163521,10.736481,,
12/31/1998,9.758772,,,,4.252313,6.218186,4.252313,1.130757,9.480129,,
03/31/1999,8.15572,,,,3.398003,4.912779,3.398003,0.83624,7.535218,,
06/30/1999,9.379008,,,,3.927526,5.616774,3.927526,1.029579,8.706424,,
09/30/1999,8.71731,,,,3.763105,5.378548,3.763105,1.029945,8.836043,,
12/31/1999,8.064516,,,,3.521916,4.979313,3.521916,0.938912,6.950917,,
03/31/2000,7.837302,,,,3.465284,4.868598,3.465284,0.931452,6.96254,,
06/30/2000,9.27124,,,,4.035443,5.807539,4.035443,1.129494,7.805868,,
09/30/2000,8.890504,,,,3.725514,5.347665,3.725514,1.094017,7.269721,,
12/31/2000,8.972538,,,,3.702956,5.193989,3.702956,1.131897,7.526285,,
03/31/2001,9.328358,,,,3.810757,5.342747,3.810757,1.209432,7.425403,,
06/30/2001,9.442379,,,,3.799491,5.235941,3.799491,1.232629,7.89272,,
09/30/2001,9.363636,,,,3.849445,5.1897,3.849445,1.251729,7.957111,,
