Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/27/1992,,30.759001,0,130.871994,77.709,21.726,261.06601,155.610992,364.950989,-209.339996,83.897003,239.507996,500.574005,,62.918999,6.638,84.491997,154.048996,432.958008,91.170998,524.129005,678.178001,39.222,,40.313999,-257.140015,-177.604015,500.573986,
12/27/1992,,38.639999,0,129.369995,74.121002,9.454,251.585007,156.218994,360.835999,-204.617004,103.487999,259.706993,511.291992,,60.702,6.727,91.366997,158.796005,444.074005,84.027,528.101005,686.89701,39.154999,17.958,53.5,-286.217987,-175.604988,511.292022,
03/31/1993,,37.944,0,114.477997,74.916,11.736,239.074005,154.468002,362.688995,-208.220993,102.028999,256.497002,495.571014,,58.360001,6.746,81.623001,146.729004,442.729004,102.702003,545.431007,692.160011,39.154999,,53.5,-289.243988,-196.588989,495.571022,
06/27/1993,,34.948002,0,109.278,76.960999,11.006,232.192993,150.798996,362.173004,-211.373993,102.563004,253.362,485.554993,,58.728001,2.48,84.915001,146.123001,439.256012,101.927002,541.183014,687.306015,39.154999,,53.477001,-294.382996,-201.750996,485.555019,
09/26/1993,,12.905,0,105.091003,78.963997,10.655,207.615005,149.792999,366.108002,-216.315002,102.299004,252.092003,459.707001,,56.782001,2.625,78.210999,137.617996,427.007996,101.099998,528.107994,665.72599,39.154999,,53.477001,-298.651001,-206.019001,459.706989,
12/31/1993,,31.934,0,107.861,77.025002,9.72,226.539993,149.690994,369.186005,-219.494995,100.804001,250.494995,477.035004,,60.382,2.525,89.764,152.671005,440.609985,85.536003,526.145988,678.816993,39.154999,18.83,53.477001,-313.243988,-201.781988,477.035005,
03/31/1994,,17.606001,0,111.928001,78.991997,10.212,218.738007,147.410995,371.416992,-224.005997,100.763,248.173996,466.911987,,63.729,2.041,79.693001,145.462997,440.109009,103.614998,543.724007,689.187004,39.154999,,53.477001,-314.907013,-222.275013,466.911991,
06/26/1994,,21.239,0,115.442001,81.653999,11.282,229.617004,145.764999,376.723999,-230.959,99.299004,245.064003,474.681,,61.104,11.729,89.115997,161.949005,430.790009,104.263,535.053009,697.002014,39.154999,,53.477001,-314.953003,-222.321003,474.681011,
09/30/1994,,28.167,0,118.931999,78.565002,11.014,236.677994,143.395996,379.838013,-236.442001,97.637001,241.032997,477.710999,,67.140999,18.198999,87.961998,173.302002,423.593994,103.452003,527.045998,700.348,39.154999,,53.477001,-315.269012,-222.637012,477.710987,
12/31/1994,,39.708,0,129.089005,73.852997,6.34,248.990005,145.733994,382.839996,-237.106003,50.229,195.962994,444.953003,,71.957001,24.552999,84.861,181.371002,417.89801,81.791,499.68901,681.060012,39.154999,21.173,53.477001,-349.911987,-236.106987,444.953025,
04/02/1995,,22.473,0,126.056,82.508003,8.309,239.345993,145.923004,392.326996,-246.404007,50.334999,196.258003,435.604004,,68.860001,30.527,68.133003,167.520004,417.066986,104.239998,521.306984,688.826988,39.154999,,36.733002,-329.110992,-253.222992,435.603996,
06/30/1995,,27.216999,0,128.738007,83.260002,9.422,248.636993,144.873001,395.084015,-250.210999,50.484001,195.357002,443.993988,,69.239998,3.457,79.042,151.738998,443.085999,105.282997,548.368996,700.107994,39.154999,,36.733002,-332.002014,-256.114014,443.99398,
09/30/1995,,23.896,0,133.410004,81.176003,11.039,249.520996,145.393005,397.402008,-252.009003,49.793999,195.187004,444.708008,,69.910004,3.658,79.567001,153.134995,441.462006,104.903999,546.366005,699.500999,39.154999,,36.733002,-330.681,-254.792999,444.708,
12/31/1995,,41.562,0,132.330994,78.730003,15.1,267.722992,148.809998,402.125,-253.315002,43.269001,192.078999,459.802002,,75.265999,3.759,88.927002,167.951996,439.855988,96.668999,536.524987,704.476983,39.154999,7.847,36.733002,-328.410004,-244.675003,459.80198,
03/31/1996,,20.691999,0,131.429993,86.035004,16.903999,255.061005,147.173004,403.479004,-256.306,42.691002,189.864006,444.924988,,73.321999,4.071,78.135002,155.528,438.528992,102.888,541.416992,696.944992,39.154999,,30.476,-321.651001,-252.020002,444.92499,
06/30/1996,,29.205999,0,131.003006,79.202003,15.853,255.264008,148.455002,407.707001,-259.252014,42.337002,190.792004,446.056,,70.528,4.231,81.218002,155.977005,437.247986,100.721001,537.968987,693.945992,39.154999,,30.476,-317.520996,-247.889997,446.055994,
09/30/1996,,26.978001,0,113.556,61.48,14.328,216.341995,141.388,380.233002,-238.845001,70.477997,211.865997,428.208008,,63.397999,3.966,72.341003,139.705002,445.299011,87.760002,533.059013,672.764015,39.154999,,30.476,-314.187012,-244.556013,428.208002,
12/29/1996,,70.227997,0,128.990005,59.986,12.893,272.096985,145.098999,387.54599,-242.447006,40.527,185.625999,457.722992,,65.365997,3.759,90.011002,159.136002,395.059998,82.037003,477.097001,636.233003,39.154999,10.469,26.969999,-255.104004,-178.510006,457.722997,
03/31/1997,,42.674,0,116.471001,60.591,13.138,232.873993,143.716003,386.709991,-242.994003,46.042,189.758003,422.631989,,56.808998,3.341,80.374001,140.524002,381.962006,90.882004,472.844009,613.368011,39.154999,,25.862,-255.753006,-190.736008,422.632004,
06/29/1997,,40.289001,0,124.280998,60.459,13.687,238.716003,145.160004,392.493988,-247.334,44.877998,190.038002,428.753998,,63.488998,3.765,85.962997,153.216995,375.785004,90.557999,466.343002,619.559998,39.154999,,25.525,-255.485992,-190.805994,428.754004,
09/30/1997,,40.223,0,128.542999,61.355999,13.25,243.371994,147.554993,395.213989,-247.658997,44.952999,192.507992,435.880005,,70.612,10.331,86.592003,167.535004,367.631012,91.223,458.854012,626.389015,39.154999,,26.105,-255.768997,-190.508999,435.880016,
12/29/1997,,84.508003,0,78.124001,36.729,5.962,205.322998,126.363998,315.506012,-189.141998,41.379002,167.743,373.06601,,39.097,27.267,79.822998,146.186996,296.36499,76.838997,373.203987,519.390984,39.154999,12.24,25.997999,-223.718002,-146.325005,373.065979,
03/31/1998,,32.591,0,87.391998,44.486,5.833,170.302002,132.397003,325.514008,-193.117004,40.532001,172.929005,343.230988,,43.042,3.245,73.111,119.398003,292.419006,88.096001,380.515007,499.91301,39.154999,,26.569,-222.406006,-156.682007,343.231003,
06/30/1998,,30.448999,0,82.166,46.112,6.192,164.919006,144.541,340.608002,-196.067001,38.509998,183.050999,347.970001,,44.615002,3.15,75.889,123.653999,291.108002,87.238998,378.347,502.000999,39.154999,,26.569,-219.755005,-154.031006,347.969994,
09/30/1998,,4.988,0,76.710999,52.483002,6.589,140.770996,158.996002,357.493011,-198.496994,34.699001,193.695004,334.466003,,43.82,2.12,70.189003,116.128998,283.502014,87.924004,371.426018,487.555016,39.154999,,26.569,-218.813004,-153.089005,334.466011,
