Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2018,760.27893,770.3,763.7,,5.655362,5.128977,1.728427,1.109074,0.84,0.84,0.84,0.83,0.83,0.83,0.15,2.507529,2.507529,17.156861,18.882544,16.553135,
06/30/2018,746.598245,758.3,752.2,,5.63281,5.051848,1.863866,1.185855,0.93,0.93,0.93,0.92,0.92,0.92,0.15,2.879553,2.879553,20.995227,19.365167,16.837704,
09/30/2018,718.710316,738.8,734.9,,6.47299,5.808954,1.985304,1.215131,0.91,0.91,0.91,0.91,0.91,0.91,0.21,3.653558,3.653558,16.791188,19.473771,16.51152,
12/31/2018,718.758598,720.9,718.7,,6.873522,6.117991,2.274941,1.408098,1.09,1.09,1.09,1.09,1.09,1.09,0.21,3.584249,3.584249,13.072539,20.421321,17.414748,
03/31/2019,688.837684,708.9,706.3,,6.906414,6.113549,2.985983,2.069942,1.57,1.57,1.57,1.56,1.56,1.56,0.21,3.240833,3.240833,18.818657,21.353361,17.963593,
06/30/2019,668.908144,686.5,683.6,,7.06261,6.209772,2.63897,1.651551,1.25,1.25,1.25,1.24,1.24,1.24,0.21,2.875951,2.875951,17.573414,22.026941,18.598966,
09/30/2019,653.65688,661.7,658.3,,7.69558,6.796293,3.130791,2.088713,1.6,1.6,1.6,1.6,1.6,1.6,0.22,3.644235,3.644235,17.533664,23.131402,19.68158,
12/31/2019,615.925168,637.7,633.7,,7.3994,6.522014,2.479091,1.453369,1.15,1.15,1.197728,1.15,1.15,1.193908,0.22,3.686287,3.686287,19.721552,23.278802,19.474768,
03/31/2020,583.232644,607.4,604.9,,7.445859,6.591172,1.6449,0.631509,0.45,0.45,0.45,0.45,0.45,0.45,0.22,2.540916,2.540916,23.496627,19.237606,15.318073,
06/30/2020,583.714002,584.4,583.7,,6.724345,5.980812,1.010793,0.101079,0.06,0.06,0.06,0.06,0.06,0.06,0.22,4.07915,4.07915,28.000014,19.100107,15.255759,
09/30/2020,,,,,,,,,0.334,0.334,0.423,0.334,0.334,0.423,0.226,-0.185,,,19.424,,
12/31/2020,,,,,,,,,0.532,0.532,0.536,0.532,0.532,0.536,0.226,0.77,,,18.545,,
