Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,429.532013,-366.117004,63.415009,-20.67,42.744999,-3.489,,0.552,39.807999,-9.697,30.111,0.0,0,30.111,-3.686,26.425,,,26.424999,,0.65,0.65,40.681999,0.65,0.65,0.65,40.681999,
06/30/1990,465.269012,-400.855011,64.414001,-24.91,39.504002,-5.89,,0.616,34.230002,-8.813,25.417,0.0,0,25.417,-3.686,21.731,,,21.731002,,0.54,0.54,40.084999,0.54,0.54,0.54,40.084999,
09/30/1990,493.130005,-407.98999,85.140015,-24.200001,60.939999,-5.127,,-0.265,55.547999,-13.369,42.179001,0.0,0,42.179001,-3.687,38.492001,,,38.491998,,0.95,0.95,40.540001,0.95,0.95,0.95,40.540001,
12/31/1990,478.470001,-448.127991,30.34201,-24.832001,5.51,-5.204,,-5.416,-5.11,18.434,13.324,0.0,0,13.324,-3.686,9.638,,,9.638,0.24,0.24,0.24,39.4655,0.24,0.24,0.24,39.4655,
03/31/1991,418.565002,-359.201996,59.363007,-27.43,31.933001,-5.355,,1.08,27.658001,-6.458,21.200001,0.0,0,21.200001,-3.686,17.514001,,,17.514,,0.45,0.45,38.953999,0.45,0.45,0.45,38.953999,
06/30/1991,412.891998,-359.964996,52.927002,-27.615,25.312,-4.161,,4.955,26.106,-6.096,20.01,0.0,0,20.01,-3.686,16.324,,,16.324,,0.42,0.42,38.993999,0.42,0.42,0.42,38.993999,
09/30/1991,441.863007,-370.550995,71.312012,-28.448999,42.862999,-4.096,,1.134,39.900999,-9.51,30.391001,0.0,0,30.391001,-3.687,26.704001,,,26.703998,,0.68,0.68,39.008999,0.68,0.68,0.68,39.008999,
12/31/1991,383.196991,-387.546997,-4.350006,-33.959999,-38.310001,-3.391,,1.648,-40.053001,11.196,-28.857,0.0,0,-28.857,-3.686,-32.543,,,-32.543001,-0.83,-0.83,-0.83,39.0215,-0.83,-0.83,-0.83,39.0215,
03/31/1992,398.446991,-359.252991,39.194,-20.599001,18.594999,-3.459,,-23.159,-8.023001,1.594,-6.429,-87.596998,0,-94.026001,-3.686,-97.712001,,,-10.115001,,-0.26,-2.5,39.042,-0.26,-0.26,-2.5,39.042,
06/30/1992,403.571991,-351.178986,52.393005,-22.16,30.233,-3.954,,-414.589996,-388.310997,94.759003,-293.552002,0.0,0,-293.552002,-3.686,-297.238002,,,-297.237994,,-7.6,-7.6,39.111,-7.6,-7.6,-7.6,39.111,
09/30/1992,431.673004,-351.967987,79.705017,-25.156,54.549,-4.754,,0.011,49.806,-10.046,39.759998,0.0,0,39.759998,-3.687,36.072998,,,36.073,,0.92,0.92,39.292999,0.92,0.92,0.92,39.292999,
12/31/1992,407.681,-350.765991,56.915009,-28.099001,28.816,-4.523,,-6.479,17.814,-3.565,14.249,0.0,0,14.249,0.0,14.249,,,14.249,0.31,0.31,0.31,45.548996,0.31,0.31,0.31,45.548996,
03/31/1993,374.687012,-332.352997,42.334015,-20.531,21.802999,-6.595,0.0,1.537,16.745,-5.183,11.562,0.0,0,11.562,0.0,11.562,,,11.562,,0.24,0.24,47.380001,0.24,0.24,0.24,47.380001,
06/30/1993,453.589996,-330.634003,122.955994,-15.55,107.405998,-7.692,0.0,5.643,105.356998,-23.327,82.029999,0.0,0,82.029999,0.0,82.029999,,,82.029999,,1.73,1.73,47.280998,1.73,1.73,1.73,47.280998,
09/30/1993,393.606995,-342.634003,50.972992,-21.458,29.514999,-7.827,0.0,-1.669,20.018999,-5.755,14.264,0.0,0,14.264,0.0,14.264,,,14.263999,,0.3,0.3,47.290001,0.3,0.3,0.3,47.290001,
12/31/1993,541.661987,-472.710999,68.950988,-37.026001,31.924999,-19.009001,,-24.129,-11.213002,3.526,-7.687,0.0,0,-7.687,-2.32,-10.007,,,-10.007002,-0.14,-0.14,-0.14,69.886002,-0.14,-0.14,-0.14,69.886002,
