Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/1995,255,224,49.0,-321.0,,-321.0,303.0,,,,303.0,,,-239.0,,,,-239.0,,,,,,,,,,239.0,,,,,,,,,,,,,,,
09/30/1995,450,237,172.0,-584.0,,-584.0,625.0,,,,625.0,,,-155.0,,,,-155.0,,,,,,,,,,155.0,,,,,,,,,,,,,,,
12/31/1995,333,294,173.0,968.0,,968.0,-1102.0,,,,-1102.0,,,-405.0,,,,-405.0,,,,,,,,,,405.0,,,,,,,,,,,,,,,
03/31/1996,261,156,172.0,-24.0,,-24.0,-43.0,,,,-43.0,,,-259.0,,,,-259.0,,,,,,,,,,259.0,,,,,,,,,,,,,,,
06/30/1996,468,244,174.0,-37.0,,-37.0,87.0,,,,87.0,,,-239.0,,,,-239.0,,,,,,,,,,239.0,,,,,,,,,,,,,,,
09/30/1996,550,275,170.0,24.0,,24.0,81.0,,,,81.0,,,-390.0,,,,-390.0,,,,,,,,,,390.0,,,,,,,,,,,,,,,
12/31/1996,378,229,246.0,-540.0,,-540.0,443.0,,,,443.0,,-472.0,-472.0,,,,-472.0,,,,,,,,,,0.0,,,,,,,,,,,,-94.0,,,
03/31/1997,251,128,258.0,29.0,,29.0,-164.0,,,,-164.0,,-434.0,-407.0,0.0,,,-407.0,,,0.0,0.0,0.0,,,,,-27.0,86.0,-105.0,212.0,,,,0.0,0.0,0.0,-21.0,,-97.0,,,
06/30/1997,456,216,261.0,-148.0,,-148.0,127.0,,,,127.0,,-591.0,-532.0,0.0,,,-532.0,,,0.0,0.0,0.0,,,,,-59.0,170.0,-107.0,269.0,,,,0.0,0.0,0.0,8.0,,35.0,,,
09/30/1997,464,240,260.0,-38.0,,-38.0,2.0,,,,2.0,,-187.0,-488.0,0.0,,,-488.0,,,0.0,0.0,0.0,,,,,301.0,-205.0,-105.0,-87.0,,,,0.0,0.0,0.0,-13.0,,72.0,,,
12/31/1997,429,-152,264.0,261.0,,261.0,56.0,,,,56.0,,-560.0,-674.0,0.0,,,-674.0,,,0.0,0.0,0.0,,,,,114.0,20.0,-105.0,126.0,,,,0.0,0.0,0.0,-1.0,,-111.0,,,
03/31/1998,-117,-62,263.0,-11.0,,-11.0,-307.0,,,,-307.0,,-553.0,-531.0,0.0,,,-531.0,,,0.0,0.0,0.0,,,,,-22.0,771.0,-106.0,878.0,,,,0.0,0.0,0.0,-1.0,,101.0,,,
06/30/1998,200,-416,268.0,92.0,,92.0,256.0,,,,256.0,,-670.0,-735.0,0.0,,,-735.0,,,0.0,0.0,0.0,,,,,65.0,579.0,-49.0,680.0,,,,0.0,0.0,0.0,-52.0,,109.0,,,
09/30/1998,101,34,253.0,-108.0,,-108.0,-78.0,,,,-78.0,,-447.0,-520.0,0.0,,,-520.0,,,0.0,0.0,0.0,,,,,73.0,603.0,-50.0,600.0,,,,0.0,0.0,0.0,53.0,,257.0,,,
12/31/1998,381,-189,319.0,471.0,,471.0,-220.0,,,,-220.0,,-248.0,-351.0,0.0,,,-351.0,,,0.0,0.0,0.0,,,,,103.0,-536.0,-50.0,-469.0,,,,0.0,0.0,0.0,-17.0,,-379.0,,,
03/31/1999,413,129,270.0,10.0,,10.0,4.0,,,,4.0,,-462.0,-372.0,0.0,,,-372.0,,,0.0,0.0,0.0,,,,,-90.0,-20.0,-49.0,29.0,,,,0.0,0.0,0.0,0.0,,-69.0,,,
06/30/1999,565,194,268.0,-23.0,,-23.0,126.0,,,,126.0,,-379.0,-452.0,0.0,,,-452.0,,,0.0,0.0,0.0,,,,,73.0,38.0,-49.0,85.0,,,,0.0,0.0,0.0,2.0,,224.0,,,
09/30/1999,489,245,271.0,2.0,,2.0,-29.0,,,,-29.0,,-466.0,-526.0,0.0,,,-526.0,,,0.0,0.0,0.0,,,,,60.0,-156.0,-50.0,-105.0,,,,0.0,0.0,0.0,-1.0,,-133.0,,,
12/31/1999,402,242,274.0,-153.0,,-153.0,39.0,,,,39.0,,-307.0,-484.0,0.0,,,-484.0,,,0.0,0.0,0.0,,,,,177.0,-118.0,-50.0,-64.0,,,,0.0,0.0,0.0,-4.0,,-23.0,,,
03/31/2000,355,185,282.0,30.0,,30.0,-142.0,,,,-142.0,,-354.0,-360.0,0.0,,,-360.0,,,0.0,0.0,0.0,,,,,6.0,-116.0,-52.0,-64.0,,,,0.0,0.0,0.0,0.0,,-115.0,-3.0,212.0,
06/30/2000,679,244,283.0,36.0,,36.0,116.0,,,,116.0,,-618.0,-457.0,0.0,,,-457.0,,,0.0,0.0,0.0,,,,,-161.0,-49.0,-49.0,0.0,,,,0.0,0.0,0.0,0.0,,12.0,10.0,185.0,
09/30/2000,437,256,285.0,52.0,,52.0,-156.0,,,,-156.0,,-356.0,-586.0,0.0,,,-586.0,,,0.0,0.0,0.0,,,,,230.0,-98.0,-49.0,-220.0,,,,0.0,0.0,0.0,171.0,,-17.0,3.0,191.0,
12/31/2000,582,157,290.0,31.0,,31.0,104.0,,,,104.0,,-309.0,-380.0,0.0,,,-380.0,,,0.0,0.0,0.0,,,,,71.0,-223.0,-49.0,-3.0,,,,0.0,0.0,0.0,-171.0,,50.0,15.0,168.0,
03/31/2001,216,181,292.0,-20.0,,-20.0,-237.0,,,,-237.0,,-505.0,-361.0,0.0,,,-361.0,,,0.0,0.0,0.0,,,,,-144.0,257.0,-49.0,306.0,,,,0.0,0.0,0.0,0.0,,-32.0,0.0,197.0,
06/30/2001,638,243,293.0,94.0,,94.0,8.0,,,,8.0,,-409.0,-431.0,0.0,,,-431.0,,,0.0,0.0,0.0,,,,,22.0,-172.0,-50.0,-122.0,,,,0.0,0.0,0.0,0.0,,57.0,1.0,174.0,
09/30/2001,519,267,292.0,-56.0,,-56.0,16.0,,,,16.0,,-371.0,-562.0,0.0,,,-562.0,,,0.0,0.0,0.0,,,,,191.0,-158.0,-49.0,-109.0,,,,0.0,0.0,0.0,0.0,,-10.0,9.0,192.0,
12/31/2001,630,275,297.0,-59.0,,-59.0,117.0,,,,117.0,,-270.0,-382.0,0.0,,,-382.0,,,0.0,0.0,0.0,,,,,112.0,-367.0,-50.0,-317.0,,,,0.0,0.0,0.0,0.0,,-7.0,67.0,159.0,
03/31/2002,345,222,299.0,70.0,,70.0,-246.0,,,,-246.0,,-485.0,-359.0,0.0,,,-359.0,,,0.0,0.0,0.0,,,,,-126.0,137.0,-50.0,127.0,,,,60.0,60.0,0.0,0.0,,-3.0,47.0,189.0,
06/30/2002,759,304,300.0,13.0,,13.0,142.0,,,,142.0,,-431.0,-613.0,0.0,,,-613.0,,,0.0,0.0,0.0,,,,,182.0,-57.0,-50.0,-7.0,,,,0.0,0.0,0.0,0.0,,271.0,49.0,151.0,
09/30/2002,739,437,302.0,-104.0,,-104.0,104.0,,,,104.0,,-302.0,-496.0,0.0,,,-496.0,,,0.0,0.0,0.0,,,,,194.0,-367.0,-51.0,-316.0,,,,0.0,0.0,0.0,0.0,,70.0,2.0,175.0,
12/31/2002,407,378,305.0,48.0,,48.0,-324.0,,,,-324.0,,-303.0,-419.0,0.0,,,-419.0,,,0.0,0.0,0.0,,,,,116.0,-186.0,-50.0,-136.0,,,,0.0,0.0,0.0,0.0,,-82.0,86.0,138.0,
03/31/2003,320,429,275.0,-410.0,,-410.0,26.0,,,,26.0,,-462.0,-412.0,0.0,,,-412.0,,,0.0,0.0,0.0,,,,,-50.0,80.0,-58.0,128.0,,,,10.0,10.0,0.0,0.0,,-62.0,-33.0,173.0,
06/30/2003,752,288,267.0,138.0,,138.0,59.0,,,,59.0,,-278.0,-424.0,43.0,,,-467.0,,,0.0,0.0,0.0,,,,,146.0,-286.0,-59.0,-256.0,,,,29.0,29.0,0.0,0.0,,188.0,10.0,137.0,
09/30/2003,699,317,253.0,176.0,,176.0,-47.0,,,,-47.0,,-386.0,-464.0,,,,-464.0,,,0.0,0.0,0.0,,,,,78.0,-583.0,-58.0,-544.0,,,,19.0,19.0,0.0,0.0,,-270.0,37.0,,
12/31/2003,651,551,272.0,-164.0,,-164.0,-8.0,,,,-8.0,,270.0,-387.0,65.0,,,-452.0,,,0.0,0.0,0.0,,,,,657.0,-617.0,-59.0,-716.0,,,,158.0,158.0,0.0,0.0,,304.0,65.0,113.0,
03/31/2004,332,165,274.0,96.0,109.0,-13.0,-203.0,,,,-203.0,,-483.0,-389.0,0.0,,,-389.0,,,0.0,0.0,0.0,,,,,-94.0,-101.0,-77.0,-68.0,,,,44.0,44.0,0.0,0.0,,-252.0,-57.0,157.0,
06/30/2004,621,158,277.0,131.0,139.0,-8.0,55.0,,,,55.0,,-431.0,-437.0,31.0,,,-468.0,,,0.0,0.0,0.0,,,,,6.0,192.0,-78.0,265.0,,,,5.0,5.0,0.0,0.0,,382.0,1.0,107.0,
09/30/2004,762,202,278.0,20.0,83.0,-63.0,262.0,,,,262.0,,-393.0,-522.0,,,,-522.0,,,0.0,0.0,0.0,,,,,129.0,-112.0,-77.0,-40.0,,,,5.0,5.0,0.0,0.0,,257.0,242.0,,
12/31/2004,542,79,282.0,199.0,28.0,171.0,-18.0,,,,-18.0,,-425.0,-449.0,79.0,,,-528.0,,,0.0,0.0,0.0,,,,,24.0,-54.0,-78.0,-745.0,,,,26.0,26.0,0.0,743.0,,63.0,1.0,109.0,
03/31/2005,451,128,289.0,34.0,36.0,-2.0,0.0,,,,0.0,,-620.0,-452.0,24.0,,,-476.0,,,0.0,0.0,0.0,,,,,-168.0,-76.0,-78.0,-54.0,,,,76.0,76.0,0.0,-20.0,,-245.0,6.0,144.0,
06/30/2005,686,233,292.0,58.0,119.0,-61.0,103.0,-148.0,-39.0,,290.0,,-846.0,-539.0,63.0,,,-602.0,,,0.0,0.0,0.0,,,,,-307.0,-408.0,-78.0,-585.0,,,,41.0,41.0,0.0,214.0,,-568.0,-7.0,118.0,
09/30/2005,558,369,294.0,16.0,-3.0,19.0,-121.0,-42.0,-68.0,,-11.0,,-152.0,-553.0,45.0,,,-598.0,,,0.0,0.0,0.0,,,,,401.0,-233.0,-79.0,-23.0,,,,78.0,78.0,0.0,-209.0,,173.0,68.0,157.0,
12/31/2005,900,296,300.0,135.0,168.0,-33.0,169.0,,,,169.0,,-429.0,-440.0,53.0,,,-493.0,,,0.0,0.0,0.0,,,,,11.0,-35.0,-79.0,-37.0,,,,67.0,67.0,0.0,14.0,,436.0,-38.0,91.0,
03/31/2006,407,311,303.0,-15.0,43.0,-58.0,-192.0,17.0,-85.0,,-124.0,,-636.0,-536.0,13.0,,,-549.0,,,0.0,0.0,0.0,,,,,-100.0,-286.0,-80.0,-309.0,,,,103.0,103.0,0.0,0.0,,-515.0,1.0,152.0,
06/30/2006,826,390,308.0,38.0,38.0,0.0,90.0,-18.0,-17.0,,125.0,,-748.0,-550.0,32.0,,,-582.0,,,0.0,0.0,0.0,,,,,-198.0,-74.0,-80.0,-33.0,,,,39.0,39.0,0.0,0.0,,4.0,213.0,102.0,
09/30/2006,746,420,311.0,61.0,62.0,-1.0,-46.0,-22.0,6.0,,-30.0,,-182.0,-520.0,44.0,,,-564.0,,,0.0,0.0,0.0,,,,,338.0,-107.0,-81.0,-29.0,,,,3.0,3.0,0.0,0.0,,457.0,186.0,145.0,
12/31/2006,901,485,315.0,-61.0,92.0,-153.0,162.0,91.0,32.0,,39.0,,-476.0,-503.0,44.0,,,-547.0,,,0.0,0.0,0.0,,,,,27.0,-317.0,-81.0,-286.0,,,,44.0,44.0,0.0,6.0,,108.0,149.0,93.0,
03/31/2007,731,386,325.0,-47.0,45.0,-92.0,67.0,19.0,-19.0,-3.0,70.0,,-677.0,-503.0,11.0,,,-514.0,,,0.0,0.0,0.0,,,,,-174.0,-283.0,-83.0,-53.0,,,,-150.0,36.0,-186.0,3.0,,-229.0,68.0,134.0,
06/30/2007,753,446,327.0,-26.0,54.0,-80.0,6.0,-60.0,-31.0,,97.0,,-830.0,-557.0,30.0,,,-587.0,,,0.0,0.0,0.0,,,,,-273.0,1.0,-95.0,463.0,,,,-366.0,52.0,-418.0,-1.0,,-76.0,327.0,95.0,
09/30/2007,883,532,332.0,103.0,97.0,6.0,-84.0,-100.0,-30.0,,46.0,,-301.0,-688.0,53.0,,,-741.0,,,0.0,0.0,0.0,,,,,387.0,-82.0,-94.0,547.0,,,,-537.0,11.0,-548.0,2.0,,500.0,181.0,135.0,
12/31/2007,910,491,337.0,294.0,136.0,158.0,-212.0,141.0,80.0,,-433.0,,-618.0,-626.0,28.0,,,-654.0,,,0.0,0.0,0.0,,,,,8.0,-436.0,-92.0,-168.0,,,,-175.0,48.0,-223.0,-1.0,,-144.0,263.0,103.0,
03/31/2008,835,443,340.0,94.0,36.0,58.0,-42.0,-71.0,-61.0,,90.0,,-771.0,-592.0,28.0,,,-620.0,,,0.0,0.0,0.0,,,,,-179.0,-115.0,-115.0,426.0,,,,-424.0,31.0,-455.0,-2.0,,-51.0,6.0,154.0,
06/30/2008,1001,531,346.0,114.0,124.0,-10.0,10.0,-174.0,-66.0,,250.0,,-711.0,-687.0,17.0,,,-704.0,,,0.0,0.0,0.0,,,,,-24.0,-506.0,-115.0,19.0,,,,-409.0,71.0,-480.0,-1.0,,-216.0,204.0,98.0,
09/30/2008,1202,703,348.0,235.0,165.0,70.0,-84.0,17.0,11.0,,-112.0,,-527.0,-665.0,28.0,,,-693.0,,,0.0,0.0,0.0,,,,,138.0,-429.0,-114.0,160.0,,,,-474.0,29.0,-503.0,-1.0,,246.0,134.0,162.0,
12/31/2008,1032,661,353.0,128.0,222.0,-94.0,-110.0,,,,-110.0,,-755.0,-836.0,0.0,,,-836.0,,,0.0,0.0,0.0,,,,,81.0,115.0,-137.0,444.0,,,,-193.0,6.0,-199.0,1.0,,392.0,355.0,86.0,
03/31/2009,718,362,341.0,3.0,19.0,-16.0,12.0,46.0,4.0,,-38.0,0.0,-628.0,-509.0,12.0,12.0,0.0,-521.0,-521.0,0.0,0.0,0.0,0.0,-113.0,0.0,-113.0,0.0,-6.0,127.0,-136.0,262.0,0.0,843.0,-581.0,0.0,0.0,0.0,1.0,0.0,217.0,59.0,188.0,
06/30/2009,790,465,350.0,6.0,190.0,-184.0,-31.0,-81.0,-61.0,,111.0,0.0,-511.0,-415.0,130.0,130.0,0.0,-545.0,-545.0,0.0,0.0,0.0,0.0,-103.0,0.0,-103.0,0.0,7.0,-89.0,-136.0,-47.0,0.0,0.0,-47.0,0.0,0.0,0.0,94.0,0.0,190.0,29.0,89.0,
09/30/2009,691,514,363.0,-25.0,101.0,-126.0,-161.0,-98.0,17.0,,-80.0,0.0,-579.0,-730.0,12.0,12.0,0.0,-742.0,-742.0,0.0,0.0,0.0,0.0,116.0,0.0,116.0,0.0,35.0,-333.0,-136.0,-198.0,0.0,0.0,-198.0,0.0,0.0,0.0,1.0,0.0,-221.0,185.0,-764.0,
12/31/2009,1005,549,373.0,196.0,408.0,-212.0,-113.0,61.0,15.0,,-189.0,0.0,-427.0,-513.0,33.0,33.0,0.0,-546.0,-546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,-163.0,-136.0,-45.0,0.0,0.0,-45.0,0.0,0.0,0.0,18.0,0.0,415.0,179.0,-91.0,
03/31/2010,656,516,367.0,86.0,54.0,32.0,-313.0,-552.0,-31.0,,270.0,0.0,-495.0,-449.0,12.0,12.0,0.0,-461.0,-461.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,-258.0,-135.0,-131.0,,400.0,-531.0,0.0,0.0,0.0,8.0,0.0,-97.0,136.0,218.0,
06/30/2010,1039,711,368.0,-140.0,65.0,-205.0,100.0,-32.0,10.0,,122.0,0.0,-573.0,-576.0,19.0,19.0,,-595.0,-595.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-902.0,-137.0,-354.0,,0.0,-354.0,-422.0,0.0,-422.0,11.0,0.0,-436.0,207.0,98.0,
09/30/2010,1025,778,372.0,310.0,314.0,-4.0,-435.0,-47.0,-8.0,,-380.0,0.0,-605.0,-616.0,14.0,14.0,,-630.0,-630.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-379.0,-166.0,446.0,,494.0,-48.0,-597.0,0.0,-597.0,-62.0,0.0,41.0,453.0,,
12/31/2010,1385,775,380.0,-67.0,239.0,-306.0,297.0,113.0,-30.0,,214.0,0.0,-815.0,-774.0,22.0,22.0,,-796.0,-796.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,-842.0,-164.0,-479.0,,,,-230.0,0.0,-230.0,31.0,0.0,-272.0,140.0,1142.0,
03/31/2011,1294,639,395.0,243.0,172.0,71.0,17.0,-91.0,-48.0,,156.0,0.0,-657.0,-591.0,11.0,11.0,0.0,-602.0,-602.0,0.0,0.0,0.0,0.0,-36.0,0.0,-36.0,0.0,-30.0,-475.0,-186.0,-87.0,,,,-248.0,0.0,-248.0,46.0,0.0,162.0,147.0,-202.0,
06/30/2011,1346,785,401.0,160.0,287.0,-127.0,0.0,-152.0,-48.0,,200.0,0.0,-709.0,-706.0,19.0,19.0,0.0,-725.0,-725.0,0.0,0.0,0.0,0.0,-49.0,0.0,-49.0,0.0,46.0,-830.0,-188.0,-44.0,,,,-360.0,0.0,-360.0,-238.0,0.0,-193.0,-12.0,517.0,
09/30/2011,1694,904,408.0,207.0,262.0,-55.0,175.0,3.0,23.0,,149.0,0.0,-875.0,-870.0,21.0,21.0,0.0,-891.0,-891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-227.0,-233.0,429.0,,,,-428.0,0.0,-428.0,5.0,0.0,592.0,-409.0,,
12/31/2011,1539,964,413.0,78.0,265.0,-187.0,84.0,23.0,-7.0,,68.0,0.0,-878.0,-901.0,57.0,57.0,0.0,-958.0,-958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,-1091.0,-230.0,-502.0,,,,-382.0,0.0,-382.0,23.0,0.0,-430.0,899.0,1067.0,
03/31/2012,1404,863,427.0,141.0,124.0,17.0,-27.0,74.0,-68.0,,-33.0,0.0,-830.0,-791.0,13.0,13.0,0.0,-804.0,-804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-796.0,-289.0,-72.0,,,,-433.0,0.0,-433.0,-2.0,0.0,-222.0,102.0,198.0,
06/30/2012,1372,1002,433.0,108.0,150.0,-42.0,-171.0,-170.0,36.0,,-37.0,0.0,-1052.0,-995.0,17.0,17.0,0.0,-1012.0,-1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.0,-114.0,-286.0,574.0,,,,-400.0,0.0,-400.0,-2.0,0.0,206.0,664.0,69.0,
09/30/2012,1590,1042,447.0,169.0,216.0,-47.0,-68.0,-86.0,-34.0,,52.0,0.0,-984.0,-1035.0,25.0,25.0,0.0,-1060.0,-1060.0,0.0,0.0,0.0,0.0,-217.0,0.0,-217.0,0.0,268.0,-677.0,-285.0,-57.0,,,,-346.0,0.0,-346.0,11.0,0.0,-71.0,331.0,207.0,
12/31/2012,1795,1036,453.0,309.0,397.0,-88.0,-3.0,252.0,20.0,,-275.0,0.0,-767.0,-837.0,25.0,25.0,0.0,-862.0,-862.0,0.0,0.0,0.0,0.0,-57.0,0.0,-57.0,0.0,127.0,-1095.0,-286.0,-508.0,,,,-295.0,0.0,-295.0,-6.0,0.0,-67.0,455.0,87.0,
03/31/2013,1524,957,434.0,188.0,184.0,4.0,-55.0,-181.0,5.0,,121.0,0.0,-800.0,-765.0,17.0,17.0,0.0,-782.0,-782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,130.0,-323.0,861.0,,,,-374.0,0.0,-374.0,-34.0,0.0,854.0,39.0,179.0,
06/30/2013,1694,1106,438.0,94.0,181.0,-87.0,56.0,44.0,1.0,,11.0,0.0,-939.0,-923.0,25.0,25.0,0.0,-948.0,-948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-827.0,-323.0,-56.0,,,,-459.0,0.0,-459.0,11.0,0.0,-72.0,676.0,72.0,
09/30/2013,1663,1151,447.0,205.0,272.0,-67.0,-140.0,-1.0,-29.0,,-110.0,0.0,-857.0,-870.0,35.0,35.0,0.0,-905.0,-905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-1285.0,-322.0,-78.0,,,,-599.0,0.0,-599.0,-286.0,0.0,-479.0,450.0,201.0,
12/31/2013,1942,1174,458.0,10.0,86.0,-76.0,300.0,55.0,30.0,,215.0,0.0,-809.0,-840.0,21.0,21.0,0.0,-861.0,-861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,-1067.0,-365.0,76.0,,,,-786.0,0.0,-786.0,8.0,0.0,66.0,491.0,76.0,
03/31/2014,1767,1088,464.0,18.0,75.0,-57.0,197.0,-128.0,-52.0,,377.0,0.0,-905.0,-866.0,27.0,27.0,0.0,-893.0,-893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-437.0,-363.0,593.0,,,,-644.0,0.0,-644.0,-23.0,0.0,425.0,146.0,178.0,
06/30/2014,1454,1291,470.0,94.0,80.0,14.0,-401.0,-124.0,-34.0,,-243.0,0.0,-1273.0,-1162.0,13.0,13.0,0.0,-1175.0,-1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,-501.0,-413.0,662.0,,,,-806.0,0.0,-806.0,56.0,0.0,-320.0,-1375.0,53.0,
09/30/2014,2137,1370,481.0,180.0,134.0,46.0,106.0,31.0,3.0,,72.0,0.0,-1147.0,-1139.0,19.0,19.0,0.0,-1158.0,-1158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-640.0,-410.0,655.0,,,,-862.0,0.0,-862.0,-23.0,0.0,350.0,3136.0,229.0,
12/31/2014,2027,1431,489.0,318.0,606.0,-288.0,-211.0,24.0,24.0,,-259.0,0.0,-924.0,-1041.0,79.0,79.0,0.0,-1120.0,-1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,-1404.0,-446.0,0.0,0.0,,,-913.0,0.0,-913.0,-13.0,0.0,-301.0,585.0,94.0,
03/31/2015,2064,1151,491.0,140.0,108.0,32.0,282.0,47.0,-32.0,,267.0,0.0,-1142.0,-1069.0,32.0,32.0,0.0,-1101.0,-1101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-921.0,-922.0,813.0,,,,-792.0,0.0,-792.0,-20.0,0.0,1.0,47.0,192.0,
06/30/2015,1709,1204,497.0,64.0,129.0,-65.0,-56.0,51.0,-18.0,,-89.0,0.0,-994.0,-967.0,139.0,139.0,0.0,-1106.0,-1106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,-261.0,-479.0,1034.0,,,,-813.0,0.0,-813.0,-3.0,0.0,454.0,871.0,,
