Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/29/1989,0.378,45.188999,40.276001,8.685,,,8.685,-93.772003,,,,-93.772003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/29/1989,103.379997,63.780998,39.891998,-0.104,,,-0.104,-0.189,,,,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/1989,52.897999,84.869003,40.344002,3.937,,,3.937,-76.251999,,,,-76.251999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1990,247.582993,153.087006,44.201,1.852,,,1.852,48.443001,,,,48.443001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/1990,52.592999,62.314999,42.577999,18.363001,,,18.363001,-70.663002,,,,-70.663002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/1990,52.823002,79.025002,44.452,-21.719999,,,-21.719999,-48.933998,,,,-48.933998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/1990,-27.841,84.917,47.396,-19.434999,,,-19.434999,-140.718994,,,,-140.718994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1991,346.895996,172.181,49.959,39.353001,,,39.353001,85.403,,,,85.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.895996,,,
05/04/1991,36.862,50.860001,51.629002,-3.25,,,-3.25,-62.376999,,,,-62.376999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/1991,55.264,79.224998,54.391998,-8.515,,,-8.515,-69.837997,,,,-69.837997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/1991,9.406,72.872002,55.262001,-218.481995,,,-218.481995,99.753998,,,,99.753998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/1992,374.105011,200.345001,61.411999,251.143997,,,251.143997,-138.796005,,,,-138.796005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.105011,,,
