Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
06/30/1994,,,,,,,,1.581973,,,
09/30/1994,,,,,,,,1.368251,,,
12/31/1994,14.153439,,,,,,,1.505977,,,
03/31/1995,,,,,2.71667,4.886236,2.71667,1.473377,7.534555,,
06/30/1995,,,,,2.539132,4.518415,2.539132,1.352407,7.528449,,
09/30/1995,,,,,2.464069,4.409708,2.464069,1.322331,6.943863,,
12/31/1995,,,,,2.543797,4.557014,2.543797,1.338212,7.033049,,
03/31/1996,,,,,2.617283,4.662831,2.617283,1.41021,7.928535,,
06/30/1996,,,,,2.55446,4.537898,2.55446,1.396547,9.001964,,
09/30/1996,,,,,2.489719,4.382815,2.489719,1.401803,8.48973,,
12/31/1996,,,,,2.824373,4.928753,2.824373,1.309857,8.312654,,
03/31/1997,,,,,2.70301,4.670721,2.70301,1.254826,7.463968,,
06/30/1997,,,,,2.721297,4.693726,2.721297,1.276086,6.147853,,
09/30/1997,,,,,2.884016,4.971076,2.884016,1.368987,7.522914,,
12/31/1997,,,,,2.933638,,2.933638,,,,
03/31/1998,,,,,2.85563,,2.85563,1.146385,,,
06/30/1998,,,,,2.576704,,2.576704,0.979801,,,
09/30/1998,,,,,2.435074,,2.435074,0.977582,,,
12/31/1998,7.716837,,,,2.044708,3.485743,2.044708,0.828129,5.462255,,
03/31/1999,7.388092,,,,1.880132,3.221437,1.880132,,5.073834,,
06/30/1999,6.069844,,,,2.0022,3.128094,2.0022,0.864498,4.587107,,
09/30/1999,14.960143,,,,1.859239,4.059141,1.859239,0.815806,12.381268,,
12/31/1999,,,,,1.877065,7.109029,1.877065,0.859312,,,
03/31/2000,,,,,1.86825,7.036855,1.86825,0.878127,,,
06/30/2000,,,,,1.940843,9.205915,1.940843,0.915065,,,
09/30/2000,,,,,1.894521,4.966189,1.894521,0.928964,39.609189,,
12/31/2000,8.058036,,,,1.7613,3.129507,1.7613,0.891791,5.563667,,
03/31/2001,8.086331,2606.70434,2606.70434,2606.70434,1.741005,3.114858,1.741005,1.596963,5.35069,2606.70434,
06/30/2001,9.205036,2706.810722,2961.531532,13.737438,1.956128,3.490019,1.956128,1.876631,5.740781,13.737438,
09/30/2001,9.252669,13.777234,14.166901,10.765439,1.982898,3.530106,1.982898,1.981723,5.2288,10.765439,
12/31/2001,9.392857,10.570075,11.046996,6.112679,2.011245,3.202881,2.011245,2.064338,3.862093,6.112679,
03/31/2002,9.37276,5.996072,6.207972,5.663534,1.99529,3.192391,1.99529,2.107419,3.960205,5.663534,
06/30/2002,9.622302,5.665174,5.938589,5.434929,2.041767,3.295361,2.041767,2.361078,4.112654,5.434929,
09/30/2002,8.99278,5.189581,9.666156,4.813214,1.886692,3.073059,1.886692,2.466485,4.13426,9.666156,
12/31/2002,9.403846,9.583947,19.534598,8.723211,1.840051,3.350026,1.840051,2.598941,5.298989,19.534598,
03/31/2003,9.045802,19.009015,19.846193,18.543887,1.786555,3.266768,1.786555,1.294086,5.119388,,
06/30/2003,10.192453,,,,2.045601,3.776792,2.045601,1.5393,5.370724,,
09/30/2003,12.734177,,,,2.30969,4.329399,2.30969,3.313363,6.228934,,
12/31/2003,12.915385,,,,2.589163,4.928079,2.589163,3.274646,8.018406,,
03/31/2004,13.958647,,,,2.858165,5.487035,2.858165,4.249477,8.564993,,
06/30/2004,14.191011,,,,2.918155,5.649031,2.918155,4.161773,8.67222,,
09/30/2004,13.026756,,,,2.982566,5.786604,2.982566,4.638134,9.263009,,
12/31/2004,,,,,,,,5.043319,,,
03/31/2005,,,,,,,,4.013684,,,
06/30/2005,,,,,,,,5.66249,,,
09/30/2005,,,,,,,,5.630219,,,
12/31/2005,15.15625,,,,3.5041,6.812861,3.5041,2.949805,10.441234,,
03/31/2006,13.386308,75.526021,75.526021,75.526021,3.935534,7.577189,3.935534,6.098872,11.73514,75.526021,
06/30/2006,13.630807,73.177138,77.112412,69.249429,3.993022,7.66776,3.993022,,11.825078,,
09/30/2006,14.716346,,,,4.400963,8.45119,4.400963,5.701084,13.844428,,
12/31/2006,13.69378,,,,4.098143,7.907324,4.098143,5.152115,13.123242,,
03/31/2007,16.694362,,,,,,,,,,
06/30/2007,15.619048,,,,,,,,,,
09/30/2007,14.449275,,,,,,,4.919856,,,
12/31/2007,12.042254,,,,,,,4.645693,,,
03/31/2008,13.692308,,,,3.569258,6.860689,3.569258,5.9334,9.783735,,
06/30/2008,13.610667,,,,3.653639,7.017318,3.653639,4.625049,10.119945,,
09/30/2008,13.139037,,,,3.536004,6.85078,3.536004,4.267249,9.529246,,
12/31/2008,9.962466,,,,2.704214,5.289036,2.704214,3.976245,7.201078,,
03/31/2009,8.156085,,,,2.27771,,2.27771,3.342224,6.066123,,
06/30/2009,9.647855,,,,2.726824,,2.726824,3.865271,7.207385,,
09/30/2009,11.894185,27.851592,27.851592,27.851592,3.368417,,3.368417,4.76683,8.855873,27.851592,
12/31/2009,12.726902,28.087575,30.425072,25.993996,3.614187,,3.614187,5.046265,9.982381,,
03/31/2010,13.724517,,,,3.873806,,3.873806,5.277277,11.356525,,
06/30/2010,14.302991,,,,3.894149,,3.894149,4.17242,11.613076,,
09/30/2010,16.42038,,,,4.519107,,4.519107,4.244445,13.504598,,
12/31/2010,17.734637,,,,5.025187,,5.025187,4.269956,15.075181,,
03/31/2011,17.983193,,,,5.250388,,5.250388,3.910296,15.19372,,
06/30/2011,18.235135,,,,5.657715,,5.657715,4.057384,15.765334,,
09/30/2011,15.601036,,,,5.078997,,5.078997,3.480147,13.967939,,
12/31/2011,15.71608,,,,5.312798,,5.312798,3.392456,13.452436,,
03/31/2012,16.269417,,,,5.691171,11.291014,5.691171,3.288372,14.163142,,
06/30/2012,15.796296,,,,5.797049,11.204979,5.797049,3.34144,14.069057,,
09/30/2012,14.742664,,,,5.54084,10.601956,5.54084,3.062198,13.046826,,
12/31/2012,14.151722,,,,5.519508,10.300878,5.519508,2.997627,12.623789,,
03/31/2013,14.676708,,,,5.848677,10.778611,5.848677,3.162155,13.373461,,
06/30/2013,14.372012,,,,5.65157,10.563187,5.65157,2.954439,13.023815,,
09/30/2013,13.198421,84.998821,84.998821,84.998821,5.128388,9.728196,5.128388,2.697519,11.986899,84.998821,
