Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2004,,386,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2005,1333.0,400,176.0,83.0,,0.0,83.0,674.0,414.0,296.0,-36.0,,-294.0,-186.0,99.0,,,-285.0,,,0.0,0.0,0.0,,,,,-108.0,-241.0,-3.0,-245.0,,,,28.0,28.0,0.0,-21.0,,798.0,,,
06/30/2005,1058.0,717,312.0,-366.0,,0.0,-366.0,395.0,-605.0,186.0,814.0,,-476.0,-191.0,0.0,,,-191.0,,,0.0,0.0,0.0,,,,,-285.0,-373.0,126.0,93.0,,,,-512.0,23.0,-535.0,-80.0,,209.0,,,
09/30/2005,497.0,-433,175.0,874.0,,0.0,874.0,-119.0,-470.0,-399.0,750.0,,-342.0,-85.0,114.0,,,-199.0,,,0.0,0.0,0.0,,,,,-257.0,-175.0,-1.0,1.0,,,,-184.0,29.0,-213.0,9.0,,-20.0,,131.0,
12/31/2005,-36.0,1075,250.0,-536.0,,0.0,-536.0,-825.0,-810.0,-434.0,419.0,,-1205.0,-327.0,0.0,,,-327.0,,,115.0,115.0,0.0,,,,,-993.0,34.0,-240.0,1141.0,,,,-810.0,44.0,-854.0,-57.0,,-1207.0,,206.0,
03/31/2006,1588.0,820,214.0,-404.0,,,-404.0,958.0,588.0,-162.0,532.0,,35.0,-236.0,0.0,,,-236.0,,,-115.0,0.0,-115.0,,,,,386.0,-1542.0,-5.0,-832.0,,,,-706.0,37.0,-743.0,1.0,,81.0,233.0,132.0,
06/30/2006,1208.0,852,239.0,-218.0,,0.0,-218.0,335.0,-73.0,487.0,-79.0,,-548.0,-328.0,0.0,,,-328.0,,,-89.0,0.0,-89.0,,,,,-131.0,-201.0,-185.0,-16.0,,,,-95.0,122.0,-217.0,95.0,,459.0,89.0,246.0,
09/30/2006,716.0,843,230.0,-641.0,,0.0,-641.0,284.0,-55.0,-232.0,571.0,,-179.0,-282.0,0.0,,,-282.0,,,0.0,0.0,0.0,,,,,103.0,-28.0,-3.0,-45.0,,,,9.0,68.0,-59.0,11.0,,509.0,96.0,132.0,
12/31/2006,-11.0,822,222.0,304.0,,0.0,304.0,-1359.0,-959.0,-354.0,-46.0,,-841.0,-326.0,0.0,,,-326.0,,,0.0,0.0,0.0,,,,,-515.0,-73.0,-182.0,15.0,,,,105.0,105.0,0.0,-11.0,,-925.0,449.0,237.0,
03/31/2007,1823.0,871,241.0,-712.0,,0.0,-712.0,1423.0,468.0,-7.0,962.0,,-499.0,-296.0,0.0,,,-296.0,,,0.0,0.0,0.0,,,,,-203.0,555.0,-1.0,1021.0,,,,-547.0,177.0,-724.0,82.0,,1879.0,207.0,142.0,
06/30/2007,1582.0,890,263.0,-8.0,,0.0,-8.0,437.0,377.0,233.0,-173.0,,-557.0,-404.0,0.0,,,-404.0,,,0.0,0.0,0.0,,,,,-153.0,-617.0,-183.0,7.0,,,,-469.0,42.0,-511.0,28.0,,408.0,217.0,233.0,
09/30/2007,803.0,732,334.0,-193.0,,0.0,-193.0,-70.0,-719.0,-215.0,864.0,,-325.0,-343.0,0.0,,,-343.0,,,0.0,0.0,0.0,,,,,18.0,-14.0,-2.0,10.0,,,,-83.0,39.0,-122.0,61.0,,464.0,261.0,177.0,
12/31/2007,-64.0,832,310.0,38.0,,0.0,38.0,-1244.0,-722.0,-452.0,-70.0,,-5504.0,-356.0,0.0,,,-356.0,,,0.0,0.0,0.0,,,,,-5148.0,945.0,-184.0,1120.0,,,,27.0,27.0,0.0,-18.0,,-4623.0,740.0,235.0,
03/31/2008,1891.0,2694,314.0,-1728.0,,0.0,-1728.0,611.0,-121.0,69.0,663.0,,-1026.0,-328.0,0.0,,,-328.0,,,0.0,0.0,0.0,,,,,-698.0,-1116.0,-17.0,-588.0,,,,-540.0,10.0,-550.0,29.0,,-251.0,404.0,186.0,
06/30/2008,1295.0,1129,329.0,-256.0,,0.0,-256.0,93.0,639.0,11.0,-557.0,,501.0,-416.0,0.0,,,-416.0,,,0.0,0.0,0.0,,,,,917.0,-378.0,-170.0,22.0,,,,-253.0,14.0,-267.0,23.0,,1418.0,462.0,275.0,
09/30/2008,240.0,515,319.0,106.0,,,106.0,-700.0,-199.0,-442.0,-59.0,,701.0,-213.0,0.0,,,-213.0,-213.0,0.0,,,,-65.0,0.0,-65.0,0.0,979.0,19.0,-7.0,5.0,,38.0,-33.0,3.0,3.0,0.0,18.0,-122.0,838.0,171.0,166.0,
12/31/2008,-588.0,-6417,302.0,6988.0,,,6988.0,-1461.0,-320.0,-416.0,-725.0,0.0,-848.0,-378.0,0.0,,0.0,-378.0,-378.0,0.0,0.0,0.0,0.0,-397.0,0.0,-397.0,0.0,-73.0,-393.0,-170.0,-213.0,,9.0,-222.0,1.0,1.0,0.0,-11.0,-3.0,-1832.0,603.0,273.0,
03/31/2009,1504.0,2727,296.0,-1026.0,,,-1026.0,-493.0,476.0,140.0,-1109.0,0.0,116.0,-220.0,0.0,,0.0,-220.0,-220.0,0.0,0.0,0.0,0.0,-303.0,0.0,-303.0,0.0,639.0,880.0,-13.0,904.0,,985.0,-81.0,0.0,0.0,0.0,-11.0,-19.0,2481.0,221.0,165.0,
06/30/2009,1187.0,-203,309.0,635.0,,,635.0,446.0,237.0,233.0,-24.0,0.0,-585.0,-290.0,0.0,0.0,0.0,-290.0,-290.0,0.0,0.0,0.0,0.0,-33.0,0.0,-33.0,0.0,-2024.0,-202.0,-176.0,1.0,0.0,8.0,-7.0,0.0,0.0,0.0,-27.0,86.0,486.0,197.0,267.0,
09/30/2009,680.0,571,320.0,22.0,,,22.0,-233.0,120.0,-623.0,270.0,0.0,-362.0,-130.0,0.0,,0.0,-130.0,-130.0,0.0,0.0,,,-71.0,0.0,-71.0,0.0,-161.0,942.0,-13.0,933.0,,1006.0,-73.0,21.0,21.0,0.0,1.0,32.0,1292.0,76.0,202.0,
12/31/2009,564.0,825,641.0,216.0,,,216.0,-1118.0,-1172.0,-880.0,934.0,0.0,-648.0,-388.0,0.0,0.0,0.0,-388.0,-388.0,0.0,0.0,0.0,0.0,-93.0,0.0,-93.0,0.0,-167.0,775.0,-183.0,935.0,0.0,1010.0,-75.0,21.0,21.0,0.0,2.0,35.0,726.0,482.0,468.0,
03/31/2010,2979.0,1664,954.0,140.0,,,140.0,221.0,-480.0,-465.0,1166.0,0.0,-317.0,-661.0,0.0,0.0,0.0,-661.0,-661.0,0.0,0.0,0.0,0.0,-132.0,0.0,-132.0,0.0,476.0,-1024.0,-203.0,-845.0,0.0,1024.0,-1869.0,22.0,22.0,0.0,2.0,5.0,1643.0,632.0,699.0,
06/30/2010,875.0,875,315.0,-54.0,,,-54.0,-261.0,198.0,355.0,-814.0,0.0,4.0,-253.0,0.0,0.0,0.0,-253.0,-253.0,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,0.0,268.0,-421.0,-215.0,-208.0,0.0,3.0,-211.0,2.0,2.0,0.0,0.0,68.0,526.0,135.0,269.0,
09/30/2010,499.0,775,295.0,-30.0,,,-30.0,-541.0,19.0,-403.0,-157.0,0.0,-411.0,-264.0,0.0,,,-264.0,-264.0,0.0,0.0,,,-9.0,0.0,-9.0,0.0,-138.0,-133.0,-14.0,-15.0,,1.0,-16.0,0.0,0.0,0.0,-104.0,150.0,105.0,211.0,206.0,
12/31/2010,154.0,642,259.0,335.0,,,335.0,-1082.0,-734.0,-503.0,155.0,0.0,-345.0,-291.0,0.0,,,-291.0,-291.0,0.0,0.0,0.0,0.0,-22.0,0.0,-22.0,0.0,-32.0,-183.0,-231.0,-2.0,,11.0,-13.0,0.0,0.0,0.0,50.0,16.0,-358.0,354.0,265.0,
03/31/2011,1825.0,639,352.0,-80.0,,,-80.0,914.0,585.0,159.0,170.0,0.0,-644.0,-262.0,0.0,,,-262.0,-262.0,0.0,0.0,0.0,0.0,-377.0,0.0,-377.0,0.0,-5.0,2059.0,-12.0,2071.0,,2459.0,-388.0,12.0,12.0,0.0,-12.0,88.0,3328.0,278.0,207.0,
06/30/2011,560.0,683,,-441.0,,,-441.0,355.0,378.0,133.0,-156.0,,31.0,524.0,,,,,,,0.0,,,-26.0,0.0,-26.0,0.0,-467.0,-360.0,-233.0,-140.0,,,,0.0,0.0,0.0,13.0,133.0,364.0,-79.0,267.0,
09/30/2011,424.0,738,318.0,121.0,,,121.0,-753.0,-275.0,-537.0,59.0,0.0,-93.0,-248.0,0.0,,0.0,-248.0,-248.0,0.0,0.0,0.0,0.0,-67.0,0.0,-67.0,0.0,222.0,-1315.0,-23.0,-32.0,,,-32.0,-1260.0,12.0,-1272.0,0.0,-267.0,-1251.0,171.0,255.0,
12/31/2011,172.0,1057,304.0,-8.0,,,-8.0,-1181.0,-927.0,-221.0,-33.0,0.0,-754.0,-237.0,0.0,,,-237.0,-237.0,0.0,0.0,0.0,0.0,-421.0,0.0,-421.0,0.0,-96.0,-1484.0,-282.0,0.0,,,0.0,-1202.0,3.0,-1205.0,0.0,69.0,-1997.0,620.0,271.0,
