Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/2006,2158.385806,-308.415,0.0,0.0,80.697,,1930.667806,492.137,16.397263,0.041797,,,,,,1979.10816,1751.39016,26.691765,,
03/31/2007,3763.658661,-325.338,0.0,0.0,95.83,,3534.150661,478.048,20.046104,0.027115,,,,,,3921.13792,3691.62992,48.838429,,
06/30/2007,6517.98508,-315.007,0.0,0.0,122.211,,6325.18908,603.515,20.24987,0.019321,,,,,,6793.98681,6601.19081,86.648884,,
09/29/2007,9177.885841,-681.794,0.0,0.0,106.097,,8602.188841,1086.916,9.761288,0.012334,24.172007,,126.577234,,,9311.813211,8736.116211,110.354484,,
12/29/2007,,,,,,,,,,,,,,,,,,,,
03/29/2008,18225.403356,-709.004,,,87.883,,17604.282356,1239.06,7.092715,0.004992,,,,,,18661.88876,18040.76776,220.886595,,
06/28/2008,21310.115636,-661.212,0.0,0.0,133.176,,20782.079636,1383.777,9.624094,0.006408,,,,,,21833.565,21305.529,259.652683,,
09/27/2008,16795.374457,-729.422,0.0,0.0,167.499,,16233.451457,1552.669,10.787811,0.010318,,,,,,17074.96868,16513.04568,200.20005,,
12/27/2008,11016.385318,-821.819,0.0,0.0,198.47,,10393.036318,1711.512,11.596179,0.019096,8.339106,20.875545,23.710042,22.177941,1111.621308,11131.5745,10508.2255,127.37062,,
03/28/2009,12060.574574,-811.568,0.0,0.0,228.168,,11477.174574,1933.84,11.798701,0.01988,7.820402,18.369299,20.933703,24.464597,-5931.3872,12173.70432,11590.30432,140.23183,,
06/27/2009,13602.288727,-728.113,0.0,0.0,233.574,,13107.749727,2518.465,9.274459,0.01782,7.592406,17.307639,19.753171,30.386426,214.748808,13768.56096,13274.02196,154.876696,,
09/26/2009,13004.870421,-830.076,0.0,0.0,192.489,,12367.283421,2651.663,7.25918,0.015564,6.654136,15.31008,17.763573,26.255099,93.958395,13130.31004,12492.72304,145.375275,,
12/26/2009,11400.857026,-1114.343,0.0,0.0,174.958,,10461.472026,2827.745,6.187192,0.016724,5.063146,12.927479,15.393233,15.382318,26.143469,11507.3352,10567.9502,122.775415,,
03/27/2010,9935.106253,-1019.976,0.0,0.0,162.484,,9077.614253,3009.339,5.399325,0.017899,4.096483,10.73852,12.918193,14.037713,26.149265,10029.718,9172.226,106.444967,,
06/26/2010,10202.231583,-960.492,0.0,0.0,138.633,,9380.372583,3150.879,4.39982,0.014779,4.117935,11.296291,13.812297,13.392153,28.689929,10304.18326,9482.32426,109.652798,,
09/25/2010,12607.19613,-996.962,0.0,0.0,250.395,,11860.62913,3551.741,7.049923,0.021111,4.570607,13.454534,16.292543,15.406652,36.662646,12739.4649,11992.8979,138.379694,,
12/31/2010,11171.674522,-1113.849,0.0,0.0,237.391,,10295.216522,3692.336,6.42929,0.023058,4.016055,11.35435,13.747063,14.592852,88.307869,11303.9604,10427.5024,119.930049,,
03/31/2011,13842.890825,-712.952,0.0,0.0,131.7,,13261.638825,3697.549,3.561819,0.009931,5.174573,15.526269,19.299622,21.036489,-616.339149,14001.60452,13420.35252,154.086456,,
06/30/2011,11413.705544,-515.439,0.0,0.0,360.826,,11259.092544,4042.364,8.926114,0.032048,4.489688,14.901672,19.711227,32.071978,-28.994591,11524.15602,11369.54302,130.478236,,
09/30/2011,5459.93309,-794.769,0.0,0.0,608.341,,5273.50509,4634.125,13.127419,0.115358,1.94189,6.658432,9.056228,17.255218,-10.141161,5508.81471,5322.38671,61.051711,,
12/31/2011,2919.155392,-787.957,0.0,0.0,663.648,,2794.846392,4307.511,15.406763,0.237454,1.010353,16.779112,,,,2917.80928,2793.50028,32.322368,,
03/31/2012,2172.199202,-749.718,0.0,0.0,864.308,,2286.789202,4073.304,21.218843,0.377957,0.848225,,,,,2167.00035,2281.59035,26.371462,,
06/30/2012,1309.637374,-743.693,0.0,0.0,518.851,,1084.795374,3880.29,13.371449,0.478294,0.347632,,,,,1320.05418,1095.21218,12.474459,,
09/30/2012,1927.089944,-716.994,0.0,0.0,529.692,,1739.787944,3987.846,13.282659,0.304458,0.588983,,,,,1943.555925,1756.253925,19.992634,,
12/31/2012,2688.923843,-1003.872,0.0,0.0,562.572,,2247.623843,4168.098,13.497091,0.250296,0.667239,9.982651,,,,2732.235181,2290.935181,25.791675,,
03/31/2013,2362.356089,-1011.746,0.0,0.0,562.217,,1912.827089,4236.199,13.271733,0.293919,0.52743,2.634411,3.985671,2.233278,3.608387,2409.60392,1960.07492,21.829824,,
06/30/2013,4374.795416,-1285.272,0.0,0.0,255.764,,3345.287416,4412.502,5.796349,0.076455,1.048968,5.422651,8.81817,5.187102,8.559835,4084.07302,3054.56502,34.264992,,
09/30/2013,3998.422366,-1531.884,0.0,0.0,229.214,,2695.752366,4648.589,4.93083,0.085028,0.745597,3.776669,5.613554,2.707524,3.6713,4036.19938,2733.52938,27.109743,,
12/31/2013,5437.059256,-1764.174,0.0,0.0,223.323,,3896.208256,4726.44,4.724973,0.057318,1.177462,6.462456,10.572325,,,5532.8464,3991.9954,39.155141,,
03/31/2014,6985.62342,-1379.227,0.0,0.0,198.885,,5805.28142,4832.274,4.115764,0.034259,1.656786,8.473985,12.998955,,,7106.15738,5925.81538,57.997771,,
06/30/2014,7118.612297,-1348.867,0.0,0.0,194.674,,5964.419297,4862.629,4.003472,0.032639,1.690339,9.119489,14.568399,,,7234.90284,6080.70984,59.538519,,
09/30/2014,6594.759357,-1115.398,0.0,0.0,218.253,,5697.614357,5011.47,4.355069,0.038306,1.80691,10.752163,19.965079,,,6674.12115,5776.97615,56.857268,,
12/31/2014,4472.385368,-1991.086,0.0,0.0,213.473,,2694.772368,5204.96,4.101338,0.079217,0.794264,4.021592,6.351431,3.654622,5.616321,4526.793855,2749.180855,26.870085,,
03/31/2015,6026.318643,-1484.582,0.0,0.0,242.509,,4784.245643,5229.615,4.637225,0.050689,1.64303,10.328036,22.263592,,,6001.42125,4759.34825,47.466798,,
06/30/2015,4739.861764,-1775.161,0.0,0.0,299.685,,3264.385764,5341.155,5.610865,0.091804,1.000208,6.256501,12.085126,,,4773.49686,3298.02086,32.355552,,
09/30/2015,4314.288148,-1809.517,0.0,0.0,285.477,,2790.248148,5674.205,5.031137,0.102312,0.765571,3.319179,4.777315,4.880242,7.768519,4373.28225,2849.24225,27.648387,,
12/31/2015,6715.590934,-1830.28,0.0,0.0,289.415,,5174.725934,5837.902,4.957517,0.055929,1.44586,6.681471,10.01565,,,6750.31507,5209.45007,50.848863,,
