Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,550.358758,-239.919998,0.0,0.0,0.0,310.43876,173.705002,0.0,0.0,,,,,,,1.984677,,
06/30/1990,869.35909,-282.890007,0.0,0.0,0.0,586.469083,186.944,0.0,0.0,,,,,,,3.722789,,
09/30/1990,906.091228,-284.150996,0.0,0.0,0.0,621.940231,203.058006,0.0,0.0,,,,,,,3.940439,,
12/31/1990,1379.068096,-314.292011,0.0,0.0,0.0,1064.776085,233.537003,0.0,0.0,0.800561,8.213461,8.811094,5.06142,1410.323066,1096.031055,6.720115,,
03/31/1991,2479.574976,-314.949986,0.0,0.0,0.0,2164.62499,266.233002,0.0,0.0,1.535667,12.843546,13.614083,11.746838,,,13.579724,,
06/30/1991,2291.717154,-296.897011,0.0,0.0,0.0,1994.820143,296.207993,0.0,0.0,1.331718,9.767855,10.29144,13.221061,,,12.476418,,
09/30/1991,1974.606686,-159.873001,0.0,0.0,0.0,1814.733685,329.861008,0.0,0.0,1.135353,7.540686,7.913579,9.56331,,,11.334771,,
12/31/1991,2927.285624,-90.101002,0.0,0.0,0.0,2837.184622,346.894013,0.0,0.0,1.660628,11.001749,11.541815,14.928387,2897.073417,2806.972415,17.87673,,
03/31/1992,3218.768396,-165.651001,0.0,0.0,0.0,3053.117395,387.81601,0.0,0.0,1.667503,10.938491,11.496778,11.6226,,,19.076111,,
06/30/1992,3637.014153,-131.674998,0.0,0.0,0.0,3505.339154,428.274002,0.0,0.0,1.797954,11.596375,12.216114,13.391322,,,21.846039,,
09/30/1992,4790.850826,-68.471001,0.0,0.0,0.0,4722.379826,456.146988,0.0,0.0,2.275908,14.771754,15.621664,18.593291,,,29.324812,,
12/31/1992,4798.615411,-178.589992,0.0,0.0,0.0,4620.025419,505.089989,0.0,0.0,2.110349,13.293169,13.994274,17.167604,4749.483375,4570.893383,28.642795,,
03/31/1993,4979.876089,-98.287998,0.0,0.0,0.0,4881.588091,556.475006,0.0,0.0,2.116191,12.943811,13.589984,18.373593,,,30.224775,,
06/30/1993,5113.137341,-155.237999,0.0,0.0,0.0,4957.899342,606.116997,0.0,0.0,2.044644,12.056185,12.627381,17.393514,,,30.705247,,
09/30/1993,5474.960583,-74.324001,0.0,0.0,0.0,5400.636582,669.474991,0.0,0.0,2.127587,11.552216,12.040751,15.469417,,,33.374037,,
12/31/1993,6214.856135,-1087.625008,0.0,0.0,0.0,5127.231127,769.727005,0.0,0.0,1.938289,9.757791,10.179864,13.416557,6260.09199,5172.466982,31.693594,,
03/31/1994,6645.52594,-1185.305023,0.0,0.0,0.0,5460.220917,816.240021,0.0,0.0,2.007084,9.524892,9.93405,12.2393,,,33.687184,,
06/30/1994,5911.859955,-1068.806,0.0,0.0,0.0,4843.053955,777.862,0.0,0.0,1.731453,7.806668,8.134829,11.301051,,,30.310765,,
09/30/1994,7446.274915,-1163.890045,0.0,0.0,0.0,6282.38487,842.661972,0.0,0.0,2.183104,9.562201,9.963152,13.79413,,,39.284548,,
12/31/1994,6600.948544,-1133.058022,0.0,0.0,0.0,5467.890522,905.672989,0.0,0.0,1.838258,7.981075,8.318157,13.100572,,,34.169405,,
03/31/1995,7088.363045,-1258.952988,0.0,0.0,0.0,5829.410057,982.485992,0.0,0.0,1.885089,8.436487,8.803136,14.64974,,,36.390827,,
06/30/1995,4713.187313,-1099.496017,0.0,0.0,0.0,3613.691296,858.164032,0.0,0.0,1.118026,5.270207,5.512903,8.501743,,,23.480776,,
09/30/1995,5430.558018,-1173.399963,0.0,0.0,0.0,4257.158054,899.299026,0.0,0.0,1.250238,6.385839,6.70408,9.987819,,,27.731398,,
12/31/1995,7142.957977,-1254.636993,0.0,0.0,0.0,5888.320984,964.130997,0.0,0.0,1.673862,10.507841,11.171271,11.927259,,,38.332428,,
03/31/1996,7062.089312,-1306.237,0.0,0.0,0.0,5755.852312,1010.02301,0.0,0.0,1.540705,10.486044,11.203976,12.183606,,,37.389746,,
06/30/1996,,,,,,,,,,,,,,,,,,
09/19/2020,,-1306.23699951172,0.0,0.0,0.0,,,,,,,,,,,,,
