Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/29/1998,295.243,,,-133.501,,161.742,,-140.402,,,,,21.34,2.094,-2.094,0.235,-2.329,,,0.0,23.434,-9.472,13.962,,,,13.962,,13.962,,,13.962,13.962,,2834.528,0.005,0.005,0.005,2926.064,0.005,0.005,0.005,
06/28/1998,334.429,,,-145.081,,189.348,,-163.471,,,,,25.877,-6.868,-2.062,0.114,-2.176,0.0,,8.93,19.009,-11.11,7.899,0.0,,,7.899,0.0,7.899,0.0,0.0,7.899,7.899,8.93,1425.104,0.005625,0.005625,0.011875,1481.184,0.005625,0.005625,0.011875,
09/27/1998,357.704987,,,-153.666,,204.038986,,-166.591003,,,,,37.448002,1.666,,0.187,,0.0,,-1.853,39.114002,-13.558,25.556,0.0,,,25.556002,0.0,25.556,0.0,,25.556,25.556,,1433.215942,0.018125,0.018125,0.018125,1478.384033,0.0175,0.0175,0.0175,
12/27/1998,405.638,,,-186.3,,219.338,,-178.161,,,,,41.177,1.941,-1.941,0.183,-2.124,0.0,,0.0,43.118,-16.385,26.733,0.0,,,26.733,0.0,26.733,0.0,,26.733,26.733,,1440.336,0.01875,0.01875,0.01875,1483.728,0.018125,0.018125,0.018125,
03/28/1999,375.822,,,-169.957,,205.865,,-179.098,,,,,26.767,2.197,-2.197,0.234,-2.431,0.0,,0.0,28.964,-11.007,17.957,0.0,,,17.957,0.0,17.957,0.0,,17.957,17.957,,1450.96,0.0125,0.0125,0.0125,1506.792,0.0125,0.0125,0.0125,
06/27/1999,423.792,,,-185.02,,238.772,,-200.558,,,,,38.214,1.52,-1.52,0.434,-1.954,0.0,,0.0,39.734,-15.099,24.635,0.0,,,24.635,0.0,24.635,0.0,0.0,24.635,24.635,,1462.248,0.01625,0.01625,0.01625,1530.688,0.01625,0.01625,0.01625,
10/03/1999,474.893,,,-199.733,,275.16,,-224.607,,,,,50.553,1.656979,7.021,0.512,,0.0,,-8.677979,52.209979,-19.842,32.368,0.0,,,32.367979,0.0,32.368,0.0,,32.368,32.368,,2185.568,0.00375,0.014375,0.014875,2253.648,0.0025,0.0025,0.0025,
01/02/2000,529.332,,,-240.714,,288.618,,-237.38,,,,,51.238,4.809,-1.414,,-1.414,,,-3.395,56.047,-21.298,34.749,,,,34.749,,34.749,,,34.749,34.749,,1467.416,0.02375,0.02375,0.02375,1514.72,0.0225,0.0225,0.0225,
04/02/2000,506.668,,,-225.24,,281.428,,-250.042,,,,,31.386,6.063,-2.242,,,,,-3.821,37.449,-14.043,23.406,,,,23.406,,23.406,0.0,,23.406,23.406,,2956.56,0.0075,0.0075,0.0075,3078.68,0.0075,0.0075,0.0075,
07/02/2000,557.516,,,-243.066,,314.45,,-264.483,,,,,49.967,5.894,-1.555,,,,,-4.339,55.861,-20.948,34.913,,,,34.913,,34.913,0.0,,34.913,34.913,,2984.312,0.01125,0.01125,0.01125,3102.096,0.01125,0.01125,0.01125,
10/01/2000,580.022,,,-248.843,,331.179,,-279.034,,,,,52.145,-40.932,-1.899,0.0,,0.0,,42.831,11.213,-9.717,1.496,0.0,,,1.496,0.0,1.496,0.0,0.0,1.496,1.496,,1501.192,0.001,0.00125,0.001,1570.864,0.00125,0.00125,0.00125,
12/31/2000,667.387,,,-292.22,,375.167,,-303.915,,,,,71.252,6.518,-1.713,,,,,-4.805,77.77,-28.775,48.995,,,,48.995,,48.995,0.0,,48.995,48.995,,3018.32,0.01625,0.01625,0.01625,3149.28,0.015,0.015,0.015,
04/01/2001,629.288,,,-271.178,,358.11,,-313.423,,,,,44.687,7.727,-1.56,0.0,,0.0,,-6.167,52.414,-20.204,32.21,0.0,,,32.21,0.0,32.21,0.0,0.0,32.21,32.21,,3042.904,0.01,0.01,0.01,3165.608,0.01,0.01,0.01,
07/01/2001,662.769,,,-271.35,,391.419,,-326.844,,,,,64.575,9.642,-2.91,0.0,,0.0,,-6.732,74.217,-27.46,46.757,0.0,,,46.757,0.0,46.757,0.0,0.0,46.757,46.757,,1527.776,0.03,0.03,0.03,1577.928,0.03,0.03,0.03,
09/30/2001,689.536,,,-278.037,,411.499,,-339.534,,,,,71.965,12.556,-4.585,0.0,,0.0,,-7.971,84.521,-31.273,53.248,0.0,,,53.248,0.0,53.248,0.0,0.0,53.248,53.248,,1555.968,0.005,0.005,0.005,1596.212,0.005,0.005,0.005,
12/30/2001,805.335,,,-337.029,,468.306,,-382.245,,,,,86.061,22.439,-2.493,0.0,,0.0,,-19.946,108.5,-40.145,68.355,0.0,,,68.355,0.0,68.355,0.0,0.0,68.355,68.355,,1523.228,0.045,0.045,0.045,1567.996,0.0425,0.0425,0.0425,
03/31/2002,783.217,,,-320.081,,463.136,,-421.815,,,,,41.321,9.24,-2.135,,,,,-7.105,50.561,-18.838,31.723,,,,31.723,,31.723,0.0,,31.723,31.723,,1537.384,0.02,0.02,0.02,1591.444,0.02,0.02,0.02,
06/30/2002,835.158,,,-337.401,,497.757,,-418.584,,,,,79.173,9.486,-1.456,,,,,-8.03,88.659,-32.991,55.668,,,,55.668,,55.668,0.0,,55.668,55.668,,1552.62,0.035,0.035,0.035,1604.764,0.035,0.035,0.035,
09/29/2002,865.198,,,-355.5,,509.698,,-433.36,,,,,76.338,14.941,-3.216,,,,,-11.725,91.279,-34.339,56.94,,,,56.94,,56.94,0.0,,56.94,56.94,,1555.968,0.0375,0.0375,0.0375,1596.212,0.0375,0.0375,0.0375,
12/29/2002,1003.526,,,-419.161,,584.365,,-470.131,,,,,114.234,11.097,-4.496,,,,,-6.601,125.331,-46.968,78.363,,,,78.363,,78.363,0.0,,78.363,78.363,,1554.608,0.05,0.05,0.05,1596.872,0.05,0.05,0.05,
03/30/2003,954.206,,,-392.098,,562.108,,-483.187,,,,,78.921,7.812,-1.239,,,,,-6.573,86.733,-34.702,52.031,,,,52.031,,52.031,0.0,,52.031,52.031,,1558.852,0.0325,0.0325,0.0325,1598.488,0.0325,0.0325,0.0325,
06/29/2003,1036.776,,,-425.709,,611.067,,-512.87,,,,,98.197,12.936,-5.115,,,,,-7.821,111.133,-42.777,68.356,,,,68.356,,68.356,0.0,,68.356,68.356,,1568.288,0.0425,0.0425,0.0425,1610.656,0.0425,0.0425,0.0425,
09/28/2003,1081.014,,,-448.959991,,632.054009,,-537.088989,,,,,94.964996,18.173,-0.772,,,0.0,,-17.401,113.137996,-43.542,69.596001,0.0,,,69.595996,0.0,69.596001,0.0,0.0,69.596001,69.596001,,1570.300048,0.045,0.045,0.045,1618.0,0.0425,0.0425,0.0425,
12/28/2003,1281.191,,,-528.709,,752.482,,-587.865,,,,,164.617,13.252,-3.208,,,0.0,,-10.044,177.869,-67.734,110.135,0.0,,,110.135,0.0,110.135,0.0,0.0,110.135,110.135,,1580.228,0.07,0.07,0.07,1630.58,0.0675,0.0675,0.0675,
03/28/2004,1241.068,,,-508.268,,732.8,,-620.985,,,,,111.815,15.629,-3.685,,,0.0,,-11.944,127.444,-48.559,78.885,0.0,,,78.885,0.0,78.885,0.0,0.0,78.885,78.885,,1590.228,0.05,0.05,0.05,1646.236,0.0475,0.0475,0.0475,
06/27/2004,1318.691,,,-542.148,,776.543,,-636.195,,,,,140.348,17.883,-4.424,,,,,-13.459,158.231,-60.127,98.104,,,,98.104,,98.104,0.0,,98.104,98.104,,1591.768,0.0625,0.0625,0.0625,1649.156,0.06,0.06,0.06,
10/03/2004,1453.297,,,-614.288,,839.009,,-707.91,,,,,131.099,26.743,7.293,0.4,,0.0,,-34.036,157.842,-55.469,102.373,0.0,,,102.373,0.0,102.373,0.0,0.0,102.373,102.373,,1592.552,0.065,0.065,0.065,1657.468,0.065,0.065,0.065,
01/02/2005,1589.544,,,-647.755,,941.789,,-727.445,,,,,214.344,17.969,-5.122,,,0.0,,-12.847,232.313,-87.603,144.71,0.0,,,144.71,0.0,144.71,0.0,0.0,144.71,144.71,,1602.096,0.09,0.09,0.09,1661.308,0.085,0.085,0.085,
04/03/2005,1518.716,,,-628.74,,889.976,,-748.992,,,,,140.984,20.308,-4.014,,,0.0,,-16.294,161.292,-60.831,100.461,0.0,,,100.461,0.0,100.461,0.0,0.0,100.461,100.461,,1603.852,0.065,0.065,0.065,1656.124,0.06,0.06,0.06,
07/03/2005,1601.799,,,-649.831,,951.968,,-770.472,,,,,181.496,21.309,-3.235,,,0.0,,-18.074,202.805,-77.292,125.513,0.0,,,125.513,0.0,125.513,,0.0,125.513,125.513,,3134.528,0.04,0.04,0.04,3232.148,0.04,0.04,0.04,
10/02/2005,1659.241,,,-678.886,,980.355,,-813.309,,,,,167.046,32.927,,,,0.0,,-32.927,199.973,-76.251,123.722,0.0,,,123.722,0.0,123.722,0.0,0.0,123.722,123.722,,1568.392,0.08,0.08,0.08,1568.392,0.08,0.08,0.08,
01/01/2006,1934.092,,,-778.038,,1156.054,,-895.927,,,,,260.127,20.068,-0.348,2.6,,,,-19.72,280.195,-106.039,174.156,0.0,,,174.156,0.0,174.156,0.0,0.0,174.156,174.156,,1534.042,0.115,0.115,0.115,1585.898,0.11,0.11,0.11,
04/02/2006,1885.822,,,-760.873,,1124.949,,-943.04,,,,,181.909,23.048,-3.063,,,0.0,,-19.985,204.957,-77.641,127.316,0.0,,,127.316,0.0,127.316,0.0,0.0,127.316,127.316,,1534.89,0.085,0.085,0.085,1589.226,0.08,0.08,0.08,
07/02/2006,1963.673,,,-804.889,,1158.784,,-969.877,,,,,188.907,30.694,-5.028,,,,,-25.666,219.601,-74.103,145.498,,,,145.498,,145.498,,,145.498,145.498,,1539.65,0.095,0.095,0.09,1596.518,0.09,0.09,0.085,
10/01/2006,2003.355,,,-834.991,,1168.364,,-999.292,,,,,169.072,32.418,,,,0.0,,-32.418,201.49,-66.987,134.503,17.214,,,117.289,0.0,117.289,0.0,0.0,117.289,117.289,,1568.392,0.075,0.085,0.085,1568.392,0.075,0.085,0.085,
12/31/2006,2355.723,,,-984.823,,1370.9,,-1069.929,,,,,300.971,25.192,-6.439,7.0,-13.439,,-18.753,0.0,326.163,-121.211,204.952,,,,204.952,,204.952,0.0,0.0,204.952,204.952,,1516.176,0.135,0.135,0.135,1565.528,0.13,0.13,0.13,
04/01/2007,2255.594,,,-944.746,,1310.848,,-1096.135,,,,,214.713,25.669,0.592,6.8,,0.0,,-26.261,240.382,-89.542,150.84,,,,150.84,,150.84,,,150.84,150.84,,1504.994,0.1,0.1,0.1,1548.11,0.095,0.095,0.095,
07/01/2007,2359.245,,,-1003.881,,1355.364,,-1134.653,,,,,220.711,22.262,2.241,10.9,,,,-24.503,242.973,-84.63,158.343,0.0,,,158.343,0.0,158.343,0.0,,158.343,158.343,,1488.946,0.105,0.105,0.105,1527.118,0.105,0.105,0.105,
09/30/2007,2440.935,,,-1065.674,,1375.261,,-1165.717,,,,,209.544,37.302,13.5,13.5,,0.0,,-50.802,246.846,-88.343,158.503,0.0,,,158.503,0.0,158.503,0.0,0.0,158.503,158.503,,1487.988,0.11,0.11,0.11,1519.972,0.105,0.105,0.105,
12/30/2007,2767.6,,,-1186.0,,1581.6,,-1272.1,,,,,309.5,17.2,-10.7,17.1,-27.8,,-23.6,17.1,326.7,-118.6,208.1,,,,208.1,,208.1,,0.0,208.1,208.1,,1463.2,0.14,0.14,0.14,1489.8,0.14,0.14,0.14,
03/30/2008,2526.0,,,-1106.7,,1419.3,,-1265.6,,,,,153.7,13.5,-0.2,11.2,,,,-13.3,167.2,-58.5,108.7,,,,108.7,,108.7,,0.0,108.7,108.7,,1457.4,0.075,0.075,0.075,1478.6,0.075,0.075,0.075,
06/29/2008,2574.0,,,-1163.1,,1410.9,,-1293.8,,,,,117.1,-150.3,-0.9,12.5,,,,151.2,-33.2,26.5,-6.7,,,,-6.7,,-6.7,,0.0,-6.7,-6.7,,1463.4,-0.005,-0.005,0.065,1463.4,-0.005,-0.005,0.065,
09/28/2008,2515.4,,,-1189.5,,1325.9,,-1249.0,,,,,76.9,-78.1,2.8,12.6,-9.8,,-36.5,111.8,-1.2,6.6,5.4,,,,5.4,,5.4,,0.0,5.4,5.4,,1483.8,0.005,0.005,0.05,1483.8,0.005,0.005,0.05,
12/28/2008,2615.2,2280.9,334.3,-2133.4,2133.4,481.8,0.0,-364.1,105.2,105.2,134.3,124.6,117.7,-19.0,,13.0,,,,6.0,98.7,-34.0,64.7,0.0,0.0,0.0,64.7,-0.4,64.3,0.0,0.0,64.3,113.375,49.075,1472.6,0.045,0.045,0.07699,1478.2,0.045,0.045,0.07699,
03/29/2009,2333.3,2050.5,282.8,-1863.1,1863.1,470.2,0.0,-429.3,104.3,104.3,134.1,190.9,40.9,-5.9,,8.9,,,,-3.0,35.0,-9.9,25.1,0.0,0.0,0.0,25.1,-0.1,25.0,0.0,0.0,25.0,123.865,98.865,1476.0,0.015,0.015,0.083919,1479.8,0.015,0.015,0.081809,
06/28/2009,2403.9,2102.9,301.0,-1864.8,1864.8,539.1,0.0,-335.1,110.3,110.3,133.7,91.1,204.0,10.0,,8.6,,,,-18.6,214.0,-65.8,148.2,0.0,0.0,0.0,148.2,3.3,151.5,0.0,0.0,151.5,192.04,40.54,1478.8,0.1,0.1,0.129862,1493.4,0.1,0.1,0.127146,
09/27/2009,2422.2,2118.0,304.2,-1888.7,1888.7,533.5,0.0,-334.1,133.2,133.2,132.6,68.3,199.4,9.3,,8.6,,,,-17.9,208.7,-58.7,150.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0,0.0,150.0,184.58,34.58,1515.8,0.1,0.1,0.121771,1515.8,0.1,0.1,0.121771,
12/27/2009,2722.7,2396.6,326.1,-2041.8,2041.8,680.9,0.0,-328.3,136.9,136.9,130.6,60.8,352.6,16.9,,8.2,,,,-25.1,369.5,-126.0,243.5,0.0,0.0,0.0,243.5,-2.0,241.5,0.0,0.0,241.5,253.395,11.895,1488.4,0.16,0.16,0.170246,1525.8,0.16,0.16,0.167796,
03/28/2010,2534.7,2224.3,310.4,-1892.1,1892.1,642.6,0.0,-302.8,139.0,139.0,128.5,35.3,339.8,-3.3,,8.0,,,,-4.7,336.5,-118.7,217.8,0.0,0.0,0.0,217.8,-0.5,217.3,0.0,0.0,217.3,222.435,5.135,1494.2,0.145,0.145,0.148866,1533.8,0.14,0.14,0.143348,
06/27/2010,2612.0,2281.4,330.6,-1965.1,1965.1,646.9,0.0,-319.2,132.7,132.7,125.2,61.3,327.7,-9.3,,7.9,,,,1.4,318.4,-109.9,208.5,0.0,0.0,0.0,208.5,-0.6,207.9,0.0,0.0,207.9,221.16,13.26,1492.2,0.14,0.14,0.14821,1533.4,0.135,0.135,0.143648,
10/03/2010,2838.0,2603.7,234.3,-2111.0,2111.0,727.0,0.0,-327.7,160.9,160.9,126.1,40.7,399.3,13.3,,8.6,,,,-21.9,412.6,-134.1,278.5,0.0,0.0,0.0,278.5,0.4,278.9,0.0,0.0,278.9,283.06,4.16,1521.8,0.185,0.185,0.186003,1521.8,0.185,0.185,0.186003,
01/02/2011,2950.8,2572.0,378.8,-2106.5,2106.5,844.3,0.0,-342.4,156.6,156.6,127.8,58.0,501.9,6.5,,7.9,,,,-14.4,508.4,-160.8,347.6,0.0,0.0,0.0,347.6,-1.0,346.6,0.0,0.0,346.6,346.6,0.0,1491.4,0.23,0.23,0.23,1533.4,0.225,0.225,0.225,
04/03/2011,2785.7,2547.9,237.8,-2038.4,2038.4,747.3,0.0,-371.2,181.6,181.6,129.0,60.6,376.1,12.8,,7.1,,,,-19.9,388.9,-126.5,262.4,0.0,0.0,0.0,262.4,-0.8,261.6,0.0,0.0,261.6,261.6,0.0,1500.6,0.175,0.175,0.175,1543.6,0.17,0.17,0.17,
07/03/2011,2932.2,2683.5,248.7,-2154.6,2154.6,777.6,0.0,-375.4,190.2,190.2,129.5,55.7,402.2,7.5,,8.5,,,,-16.0,409.7,-129.9,279.8,0.0,0.0,0.0,279.8,-0.7,279.1,0.0,0.0,279.1,279.1,0.0,1501.0,0.185,0.185,0.185,1543.8,0.18,0.18,0.18,
10/02/2011,3031.9,2765.1,266.8,-2237.4,2237.4,794.5,0.0,-346.2,192.3,192.3,137.1,16.8,448.3,55.9,,9.8,,,,-65.7,504.2,-145.9,358.3,0.0,0.0,0.0,358.3,0.2,358.5,0.0,0.0,358.5,289.335,-69.165,1537.0,0.235,0.235,0.188247,1537.0,0.235,0.235,0.188247,
01/01/2012,3435.9,3129.3,306.6,-2491.8,2491.8,944.1,0.0,-388.1,191.5,191.5,134.8,61.8,556.0,14.6,,8.6,,,,-23.2,570.6,-188.4,382.2,0.0,0.0,0.0,382.2,-0.1,382.1,0.0,0.0,382.1,382.1,0.0,1495.8,0.255,0.255,0.255,1537.0,0.25,0.25,0.25,
04/01/2012,3195.9,2905.6,290.3,-2368.4,2368.4,827.5,0.0,-397.1,206.9,206.9,137.1,53.1,430.4,26.5,,8.8,,,,-35.3,456.9,-146.8,310.1,0.0,0.0,0.0,310.1,-0.2,309.9,0.0,0.0,309.9,309.9,0.0,1509.2,0.205,0.205,0.205,1546.6,0.2,0.2,0.2,
07/01/2012,3303.6,2995.4,308.2,-2422.1,2422.1,881.5,0.0,-389.9,199.0,199.0,136.7,54.2,491.6,0.8,,8.9,,,,-9.7,492.4,-159.1,333.3,0.0,0.0,0.0,333.3,-0.2,333.1,0.0,0.0,333.1,333.1,0.0,1517.8,0.22,0.22,0.22,1553.6,0.215,0.215,0.215,
09/30/2012,3364.2,3058.9,305.3,-2449.1,2449.1,915.1,0.0,-395.5,203.8,203.8,141.7,50.0,519.6,19.9,,6.4,,,,-26.3,539.5,-180.2,359.3,0.0,0.0,0.0,359.3,-0.3,359.0,0.0,0.0,359.0,359.0,0.0,1547.0,0.23,0.23,0.23,1547.0,0.23,0.23,0.23,
12/30/2012,3799.6,3449.4,350.2,-2710.2,2710.2,1089.4,0.0,-458.8,231.9,231.9,148.9,78.0,630.6,-9.5,,6.6,,,,2.9,621.1,-188.7,432.4,0.0,0.0,0.0,432.4,-0.2,432.2,0.0,0.0,432.2,432.2,0.0,1492.2,0.29,0.29,0.29,1522.6,0.285,0.285,0.285,
03/31/2013,3549.6,3227.5,322.1,-2568.8,2568.8,980.8,0.0,-436.7,230.3,230.3,153.1,53.3,544.1,44.7,,6.1,,,,-50.8,588.8,-198.1,390.7,0.0,0.0,0.0,390.7,-0.3,390.4,0.0,0.0,390.4,367.52,-22.88,1498.2,0.26,0.26,0.245308,1522.6,0.255,0.255,0.239973,
